no,column_name,presentation_label_ko,presentation_label_en,window,feature_family,interpretation_group,value_type,modeling_role,source_stage,source_table,used_in_any_feature_set,used_in_primary_model,used_in_stage07r_true_shap,shap_rank,mean_abs_shap,example_values_or_range,missing_rate,unique_count,calculation_logic,plain_interpretation,caution,target_adjacent_or_redundancy_flag,final_use_recommendation,do_not_claim
54,w1_3_genre_ratio_thriller_crime,1~3주 thriller/crime 장르 비중,w1 3 genre ratio thriller crime,w1_3,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,6,0.1649266467667552,"min=0.0, median=0.0, max=1.0",0.0,6744,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
55,w1_3_genre_watch_time_thriller_crime,1~3주 thriller/crime 장르 시청 시간,w1 3 genre watch time thriller crime,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,57,0.0050276160445191,"min=0.0, median=0.0, max=1478.0",0.0,544,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
56,w1_3_genre_session_count_thriller_crime,1~3주 thriller/crime 장르 세션 수,w1 3 genre session count thriller crime,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,27,0.0469996792481793,"min=0, median=0.0, max=28",0.0,21,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
57,w1_3_genre_ratio_sf_fantasy,1~3주 sf/fantasy 장르 비중,w1 3 genre ratio sf fantasy,w1_3,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,37,0.0174709212744376,"min=0.0, median=0.0, max=1.0",0.0,5349,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
58,w1_3_genre_watch_time_sf_fantasy,1~3주 sf/fantasy 장르 시청 시간,w1 3 genre watch time sf fantasy,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,68,0.0025685462079548,"min=0.0, median=0.0, max=2370.0",0.0,684,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
59,w1_3_genre_session_count_sf_fantasy,1~3주 sf/fantasy 장르 세션 수,w1 3 genre session count sf fantasy,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,45,0.0109358081452046,"min=0, median=0.0, max=34",0.0,27,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
60,w1_3_genre_ratio_action_adventure,1~3주 action/adventure 장르 비중,w1 3 genre ratio action adventure,w1_3,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,10,0.109490557171211,"min=0.0, median=0.0, max=1.0",0.0,6179,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
61,w1_3_genre_watch_time_action_adventure,1~3주 action/adventure 장르 시청 시간,w1 3 genre watch time action adventure,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,61,0.0044223513087343,"min=0.0, median=0.0, max=1969.0",0.0,519,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
62,w1_3_genre_session_count_action_adventure,1~3주 action/adventure 장르 세션 수,w1 3 genre session count action adventure,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,25,0.0498434435720556,"min=0, median=0.0, max=23",0.0,21,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
63,w1_3_genre_ratio_animation_family,1~3주 animation/family 장르 비중,w1 3 genre ratio animation family,w1_3,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,7,0.1270533185837299,"min=0.0, median=0.0, max=1.0",0.0,4160,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
64,w1_3_genre_watch_time_animation_family,1~3주 animation/family 장르 시청 시간,w1 3 genre watch time animation family,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,21,0.0652122147130651,"min=0.0, median=0.0, max=1625.0",0.0,603,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
65,w1_3_genre_session_count_animation_family,1~3주 animation/family 장르 세션 수,w1 3 genre session count animation family,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,46,0.0103953987490964,"min=0, median=0.0, max=45",0.0,34,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
66,w1_3_genre_ratio_romance,1~3주 romance 장르 비중,w1 3 genre ratio romance,w1_3,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,14,0.0920390116800067,"min=0.0, median=0.0, max=1.0",0.0,5518,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
67,w1_3_genre_watch_time_romance,1~3주 romance 장르 시청 시간,w1 3 genre watch time romance,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,15,0.0863500757975354,"min=0.0, median=0.0, max=4388.0",0.0,500,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
68,w1_3_genre_session_count_romance,1~3주 romance 장르 세션 수,w1 3 genre session count romance,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,35,0.021600980576815,"min=0, median=0.0, max=40",0.0,23,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
69,w1_3_genre_ratio_comedy,1~3주 comedy 장르 비중,w1 3 genre ratio comedy,w1_3,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,67,0.002640948744161,"min=0.0, median=0.0, max=1.0",0.0,5567,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
70,w1_3_genre_watch_time_comedy,1~3주 comedy 장르 시청 시간,w1 3 genre watch time comedy,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,56,0.0053866731150454,"min=0.0, median=0.0, max=1803.0",0.0,450,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
71,w1_3_genre_session_count_comedy,1~3주 comedy 장르 세션 수,w1 3 genre session count comedy,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,60,0.0046292079948573,"min=0, median=0.0, max=15",0.0,15,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
72,w1_3_genre_ratio_historical_war,1~3주 historical/war 장르 비중,w1 3 genre ratio historical war,w1_3,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,66,0.0030414259697851,"min=0.0, median=0.0, max=1.0",0.0,4318,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
73,w1_3_genre_watch_time_historical_war,1~3주 historical/war 장르 시청 시간,w1 3 genre watch time historical war,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,59,0.0046428992088896,"min=0.0, median=0.0, max=1631.0",0.0,531,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
74,w1_3_genre_session_count_historical_war,1~3주 historical/war 장르 세션 수,w1 3 genre session count historical war,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,72,0.0018132758725042,"min=0, median=0.0, max=33",0.0,20,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
75,w1_3_genre_ratio_horror,1~3주 horror 장르 비중,w1 3 genre ratio horror,w1_3,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,31,0.0272724867946542,"min=0.0, median=0.0, max=1.0",0.0,2382,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
76,w1_3_genre_watch_time_horror,1~3주 horror 장르 시청 시간,w1 3 genre watch time horror,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,42,0.0123706001816714,"min=0.0, median=0.0, max=1038.0",0.0,326,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
77,w1_3_genre_session_count_horror,1~3주 horror 장르 세션 수,w1 3 genre session count horror,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,41,0.0131037494537157,"min=0, median=0.0, max=27",0.0,17,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
78,w1_3_genre_ratio_other,1~3주 other 장르 비중,w1 3 genre ratio other,w1_3,genre,genre_preference_ratio,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,43,0.0118295733397473,"min=0.0, median=0.0, max=1.0",0.0,1956,장르별 시청 시간 비중 또는 최다 장르 기반 proxy입니다.,장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
79,w1_3_genre_watch_time_other,1~3주 other 장르 시청 시간,w1 3 genre watch time other,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,64,0.0042327329331892,"min=0.0, median=0.0, max=1538.0",0.0,285,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
80,w1_3_genre_session_count_other,1~3주 other 장르 세션 수,w1 3 genre session count other,w1_3,genre,genre_volume_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,82,0.0003136785346156,"min=0, median=0.0, max=36",0.0,20,"장르별 시청 시간 또는 세션 수이며, 취향과 사용량이 섞인 proxy입니다.",장르 선호처럼 보이지만 사용량 proxy가 섞일 수 있습니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
81,w1_3_release_month_covered_watch_ratio,1~3주 공개월 확인 시청 비중,w1 3 release month covered watch ratio,w1_3,release_month,weekly_ratio,boolean,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,135,0.0,"min=0.0, median=1.0, max=1.0",0.0,2,해당 주차 시청 시간이 관측창 총 시청 시간에서 차지하는 비율입니다.,특정 주차에 시청이 몰린 정도입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
82,w1_3_avg_ott_release_month_weighted,1~3주 가중 평균 공개월,w1 3 avg ott release month weighted,w1_3,release_month,release_month_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,33,0.0255028862033178,"min=200212.0, median=201787.334884, max=202103.0",0.06259140099444283,18115,Movie_Master의 ott_release_month에서 파생한 공개월 proxy입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
83,w1_3_recent_content_watch_ratio,1~3주 최근 콘텐츠 시청 비중,w1 3 recent content watch ratio,w1_3,release_month,release_month_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,55,0.0060937218915885,"min=0.0, median=0.0, max=1.0",0.0,6962,Movie_Master의 ott_release_month에서 파생한 공개월 proxy입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
84,w1_3_old_content_watch_ratio,1~3주 오래된 콘텐츠 시청 비중,w1 3 old content watch ratio,w1_3,release_month,release_month_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_3.csv,Y,Y,Y,48,0.0089711822606283,"min=0.0, median=0.0, max=1.0",0.0,8295,Movie_Master의 ott_release_month에서 파생한 공개월 proxy입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
117,w1_4_content_has_watch_obs,1~4주 콘텐츠 시청 관측 여부,w1 4 content has watch obs,w1_4,content,watch_presence,boolean,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=1.0, max=1",0.0,2,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
118,w1_4_genre_covered_watch_time,1~4주 장르 확인 시청 시간,w1 4 genre covered watch time,w1_4,genre,coverage_missing_proxy,numeric,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=225.0, max=6474.0",0.0,1645,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
119,w1_4_genre_missing_watch_time,1~4주 장르 미확인 시청 시간,w1 4 genre missing watch time,w1_4,genre,coverage_missing_proxy,boolean,feature,Stage 04,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.0, max=0.0",0.0,1,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
