window,feature,family,action,reason,selected_feature_sets,product_code_policy,watch_presence_policy,timing_label
w1_3,w1_3_total_sessions,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence_flag|pruned_w1_3_early_safer_week1_2_without_product_code_without_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_unique_contents,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence_flag|pruned_w1_3_early_safer_week1_2_without_product_code_without_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_unique_watch_days,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence_flag|pruned_w1_3_early_safer_week1_2_without_product_code_without_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_avg_watch_time_per_session,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence_flag|pruned_w1_3_early_safer_week1_2_without_product_code_without_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_week1_watch_time,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence_flag|pruned_w1_3_early_safer_week1_2_without_product_code_without_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_week2_watch_time,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence_flag|pruned_w1_3_early_safer_week1_2_without_product_code_without_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_week3_watch_time,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence_flag,,,target_adjacent_or_timing_sensitive
w1_3,w1_3_week1_sessions,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence_flag|pruned_w1_3_early_safer_week1_2_without_product_code_without_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_week2_sessions,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence_flag|pruned_w1_3_early_safer_week1_2_without_product_code_without_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_week3_sessions,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence_flag,,,target_adjacent_or_timing_sensitive
w1_3,w1_3_genre_covered_watch_ratio,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag,,,
w1_3,w1_3_genre_entropy,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_genre_ratio_drama,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_genre_ratio_thriller_crime,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_genre_ratio_sf_fantasy,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_genre_ratio_action_adventure,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_genre_ratio_animation_family,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_genre_ratio_romance,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_genre_ratio_comedy,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_genre_ratio_historical_war,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_genre_ratio_horror,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_genre_ratio_other,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag|pruned_w1_3_genre_ratio_only_added_without_product_code_without_watch_presence_flag,,,
w1_3,w1_3_recent_content_watch_ratio,release_month_proxy,keep_feature,Selected by final pruned policy variants.,pruned_w1_3_core_interpretable_without_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_with_product_code_without_watch_presence_flag|pruned_w1_3_core_interpretable_without_product_code_with_watch_presence_flag,,,
w1_4,membership_row_id,metadata,keep_metadata,"ID metadata only, not a model feature.",,,,
w1_4,USER_KEY,group_metadata,keep_group_metadata,"Group split metadata only, not a model feature.",,,,
w1_4,is_repurchase,target,keep_target,Target only.,,,,
w1_4,price,membership,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,max_screen,membership,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,is_promotion,membership,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,is_user_verified,membership,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,gender,membership,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,age,membership,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,payment_device,membership,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,billing_method,membership,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_total_sessions,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_unique_contents,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_unique_watch_days,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_avg_watch_time_per_session,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_week1_watch_time,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_week2_watch_time,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_week3_watch_time,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,target_adjacent_or_timing_sensitive
w1_4,w1_4_week1_sessions,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_week2_sessions,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_week3_sessions,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,target_adjacent_or_timing_sensitive
w1_4,w1_4_week4_watch_time,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,target_adjacent_or_timing_sensitive
w1_4,w1_4_week4_sessions,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,target_adjacent_or_timing_sensitive
w1_4,w1_4_genre_covered_watch_ratio,usage,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_entropy,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_ratio_drama,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_ratio_thriller_crime,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_ratio_sf_fantasy,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_ratio_action_adventure,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_ratio_animation_family,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_ratio_romance,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_ratio_comedy,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_ratio_historical_war,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_ratio_horror,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_genre_ratio_other,genre_preference,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
w1_4,w1_4_recent_content_watch_ratio,release_month_proxy,keep_feature,Selected by final pruned policy variants.,pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence_flag,,,
