window,feature,family,action,reason,selected_feature_sets,product_code_policy,watch_presence_policy,timing_label
w1_3,w1_3_release_month_covered_watch_ratio,release_month_proxy,drop_feature,not_selected_by_final_pruned_policy,,,,
w1_3,w1_3_avg_ott_release_month_weighted,release_month_proxy,drop_feature,release_month_complex_or_complementary_dropped,,,,
w1_3,w1_3_old_content_watch_ratio,release_month_proxy,drop_feature,release_month_complex_or_complementary_dropped,,,,
w1_4,product_code,membership,drop_feature,excluded_from_default_official_set_product_memorization_risk,,sensitivity_only,,
w1_4,is_churn_prevented,membership,drop_feature,excluded_from_default_policy,,,,
w1_4,w1_4_has_watch_obs,usage,drop_feature,watch_presence_proxy_sensitivity_only,,,sensitivity_only,
w1_4,w1_4_no_watch_obs_flag,usage,drop_feature,complementary_watch_presence_proxy,,,sensitivity_only,
w1_4,w1_4_total_watch_time,usage,drop_feature,structural_duplicate_of_weekly_watch_time,,,,
w1_4,w1_4_sessions_per_active_day,usage,drop_feature,unstable_or_redundant_session_span_dropped,,,,
w1_4,w1_4_active_span_days,usage,drop_feature,unstable_or_redundant_session_span_dropped,,,,
w1_4,w1_4_first_watch_rel_day,usage,drop_feature,target_adjacent_timing_dropped,,,,target_adjacent_or_timing_sensitive
w1_4,w1_4_last_watch_rel_day,usage,drop_feature,target_adjacent_timing_dropped,,,,target_adjacent_or_timing_sensitive
w1_4,w1_4_week1_ratio,usage,drop_feature,ratio_derivative_dropped,,,,
w1_4,w1_4_week2_ratio,usage,drop_feature,ratio_derivative_dropped,,,,
w1_4,w1_4_week3_ratio,usage,drop_feature,ratio_derivative_dropped,,,,target_adjacent_or_timing_sensitive
w1_4,w1_4_w2_minus_w1_watch_time,usage,drop_feature,delta_derivative_dropped,,,,
w1_4,w1_4_w3_minus_w1_watch_time,usage,drop_feature,delta_derivative_dropped,,,,
w1_4,w1_4_max_daily_watch_time,usage,drop_feature,not_selected_by_final_pruned_policy,,,,
w1_4,w1_4_max_day_share,usage,drop_feature,not_selected_by_final_pruned_policy,,,,
w1_4,w1_4_one_minute_watch_count,usage,drop_feature,short_watch_redundancy_dropped,,,,
w1_4,w1_4_short_watch_count_le5,usage,drop_feature,short_watch_redundancy_dropped,,,,
w1_4,w1_4_short_watch_time_le5,usage,drop_feature,short_watch_redundancy_dropped,,,,
w1_4,w1_4_week4_ratio,usage,drop_feature,ratio_derivative_dropped,,,,target_adjacent_or_timing_sensitive
w1_4,w1_4_w4_minus_w1_watch_time,usage,drop_feature,delta_derivative_dropped,,,,
w1_4,w1_4_w4_minus_w3_watch_time,usage,drop_feature,delta_derivative_dropped,,,,
w1_4,w1_4_content_has_watch_obs,usage,drop_feature,watch_presence_proxy_sensitivity_only,,,sensitivity_only,
w1_4,w1_4_genre_covered_watch_time,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_missing_watch_time,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_missing_watch_ratio,usage,drop_feature,complement_of_covered_ratio_dropped,,,,
w1_4,w1_4_genre_unique_count,usage,drop_feature,not_selected_by_final_pruned_policy,,,,
w1_4,w1_4_top_genre,usage,drop_feature,top_genre_family_dropped_for_stability,,,,
w1_4,w1_4_top_genre_watch_time,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_top_genre_watch_ratio,usage,drop_feature,top_genre_family_dropped_for_stability,,,,
w1_4,w1_4_genre_watch_time_drama,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_drama,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_watch_time_thriller_crime,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_thriller_crime,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_watch_time_sf_fantasy,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_sf_fantasy,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_watch_time_action_adventure,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_action_adventure,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_watch_time_animation_family,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_animation_family,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_watch_time_romance,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_romance,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_watch_time_comedy,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_comedy,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_watch_time_historical_war,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_historical_war,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_watch_time_horror,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_horror,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_watch_time_other,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_genre_session_count_other,content_volume_proxy,drop_feature,content_volume_usage_proxy_dropped,,,,
w1_4,w1_4_release_month_covered_watch_ratio,release_month_proxy,drop_feature,not_selected_by_final_pruned_policy,,,,
w1_4,w1_4_avg_ott_release_month_weighted,release_month_proxy,drop_feature,release_month_complex_or_complementary_dropped,,,,
w1_4,w1_4_old_content_watch_ratio,release_month_proxy,drop_feature,release_month_complex_or_complementary_dropped,,,,
