trial,mean_valid_auc,mean_train_auc,gap,overfit,n_estimators,max_depth,min_samples_leaf,max_features,class_weight
83,0.848592219158664,0.9662394332655142,0.1176472141068502,True,659,16,7,0.5,balanced
190,0.8485830782040731,0.9611499629490281,0.11256688474495502,True,456,15,8,0.5,
52,0.8485517119086277,0.946838028004569,0.0982863160959413,True,694,16,11,0.5,balanced
27,0.8485372497452117,0.955942448339688,0.10740519859447628,True,561,16,9,0.5,balanced
23,0.848525307294697,0.9427595848844176,0.09423427758972058,True,711,16,12,0.5,balanced
82,0.848519935958884,0.9576549411524262,0.10913500519354224,True,679,14,8,0.5,balanced
60,0.8485189745201552,0.9576182705830544,0.10909929606289914,True,733,14,8,0.5,balanced
57,0.8485169873913143,0.9419797932230669,0.0934628058317526,True,645,15,12,0.5,balanced
127,0.8485063623808019,0.9606740469541677,0.11216768457336579,True,377,16,8,0.5,balanced
48,0.8485006881557332,0.9560863218940818,0.10758563373834862,True,530,15,9,0.5,
149,0.8484970214614809,0.955857156279922,0.10736013481844109,True,401,16,9,0.5,balanced
84,0.8484845649227013,0.9547693251636934,0.1062847602409921,True,632,15,9,0.5,balanced
85,0.8484844318239055,0.9718907914815027,0.12340635965759716,True,675,16,6,0.5,balanced
156,0.8484816184381666,0.9558415078236934,0.10735988938552676,True,380,16,9,0.5,balanced
62,0.8484803850931156,0.9467984667632233,0.0983180816701077,True,614,16,11,0.5,balanced
63,0.8484725255354381,0.9518241935874021,0.10335166805196405,True,653,17,10,0.5,balanced
76,0.8484622073496115,0.9547296734474464,0.10626746609783488,True,616,15,9,0.5,balanced
196,0.8484399903744337,0.9558763851767698,0.10743639480233602,True,420,16,9,0.5,balanced
56,0.848422455229555,0.957017346597149,0.10859489136759404,True,797,18,9,0.5,balanced
68,0.848416098816171,0.9477272742316437,0.09931117541547274,True,628,18,11,0.5,balanced
123,0.8484129617098759,0.9485024252007641,0.10008946349088821,True,396,14,10,0.5,balanced
18,0.8483741427800731,0.9394876940117459,0.09111355123167286,True,800,18,13,0.5,balanced
98,0.8483699666438884,0.9501002865378998,0.10173031989401138,True,444,12,8,0.5,balanced
54,0.8483685639956,0.9672002331669685,0.11883166917136845,True,643,17,7,0.5,balanced
21,0.8483660761730049,0.9435090642794524,0.0951429881064475,True,781,18,12,0.5,balanced
152,0.848342793278624,0.9575530678854838,0.10921027460685973,True,533,14,8,0.5,balanced
64,0.8483394066342731,0.964698552961176,0.11635914632690292,True,695,15,7,0.5,balanced
19,0.8483311993378594,0.9476846440475921,0.09935344470973273,True,791,18,11,0.5,balanced
42,0.8483301578718564,0.9433195337557819,0.09498937588392553,True,765,17,12,0.5,balanced
178,0.8483196336019097,0.9574548709563164,0.10913523735440678,True,437,14,8,0.5,balanced
33,0.8483175295598737,0.9646662336267207,0.11634870406684694,True,745,15,7,0.5,balanced
177,0.8483169911085767,0.9572567163999139,0.10893972529133722,True,376,20,9,0.5,balanced
175,0.8483134585457787,0.966073699569602,0.11776024102382332,True,412,16,7,0.5,balanced
199,0.8483114659344173,0.954670208170068,0.10635874223565067,True,458,15,9,0.5,balanced
74,0.8483085866790192,0.9624174866486683,0.11410889996964912,True,688,14,7,0.5,balanced
189,0.8483044039159735,0.9546685751122024,0.10636417119622887,True,470,15,9,0.5,balanced
144,0.848303917316559,0.9660593573732903,0.11775544005673133,True,434,16,7,0.5,balanced
90,0.8483037464320626,0.9545757869758816,0.106272040543819,True,394,14,9,0.5,
186,0.8483016758609594,0.9546761790156421,0.10637450315468266,True,433,15,9,0.5,balanced
53,0.8482936227803316,0.9382890430955774,0.08999542031524577,True,776,15,13,0.5,balanced
165,0.848291211535221,0.9574513083645794,0.10916009682935834,True,389,14,8,0.5,balanced
119,0.8482839989988218,0.9546718409454854,0.10638784194666362,True,475,15,9,0.5,balanced
29,0.8482793618886045,0.963728500191108,0.11544913830250347,True,560,20,8,0.5,
102,0.8482711287456606,0.957477180509545,0.10920605176388443,True,423,14,8,0.5,balanced
188,0.8482653551815824,0.9574801963628348,0.10921484118125235,True,422,14,8,0.5,balanced
164,0.8482626998455025,0.954676320493947,0.1064136206484445,True,436,15,9,0.5,balanced
111,0.8482551881281184,0.94594379290135,0.0976886047732316,True,428,15,11,0.5,balanced
140,0.8482538462086568,0.9458735850972924,0.09761973888863551,True,351,15,11,0.5,balanced
86,0.8482299964787774,0.9617028995849527,0.1134729031061753,True,712,17,8,0.5,balanced
113,0.8482294010284379,0.9574415791444805,0.10921217811604256,True,301,14,8,0.5,balanced
158,0.8482044349843954,0.9647370640866277,0.11653262910223239,True,367,14,7,0.5,
173,0.8481940778558723,0.954659824683981,0.10646574682810872,True,383,15,9,0.5,balanced
168,0.8481850897518945,0.9717987568134763,0.12361366706158172,True,455,16,6,0.5,balanced
118,0.8481815605771927,0.9615680967383152,0.11338653616112249,True,467,17,8,0.5,balanced
110,0.8481657695882664,0.9678149143589259,0.11964914477065947,True,412,16,7,0.5,
105,0.8481343142474979,0.9616031952049386,0.11346888095744079,True,481,17,8,0.5,balanced
136,0.8481322913470208,0.9677374326558066,0.11960514130878575,True,361,16,7,0.5,
145,0.8481312767760262,0.9717984843987505,0.12366720762272432,True,417,16,6,0.5,balanced
148,0.8481311183008383,0.9574604941998477,0.10932937589900937,True,323,14,8,0.5,balanced
65,0.8481036334376629,0.9385768465864764,0.09047321314881351,True,224,16,13,0.5,balanced
134,0.8480891129372405,0.9644712257545824,0.1163821128173419,True,454,15,7,0.5,balanced
121,0.8480561678141021,0.9644746049600632,0.11641843714596112,True,444,15,7,0.5,balanced
79,0.8480530416573456,0.9640213967820868,0.11596835512474113,True,701,13,6,0.5,balanced
13,0.8480385653726978,0.9294658372525341,0.08142727187983623,True,629,13,15,0.5,balanced
187,0.8480378220164224,0.9644633083239975,0.1164254863075751,True,443,15,7,0.5,balanced
24,0.8480199002514887,0.92622238663936,0.0782024863878713,True,718,16,17,0.5,balanced
22,0.8480126588734048,0.9360445969818434,0.08803193810843857,True,711,19,14,0.5,balanced
139,0.8480084700725943,0.9614547982003459,0.11344632812775157,True,332,17,8,0.5,balanced
51,0.847997270953994,0.9357402831880076,0.0877430122340136,True,729,17,14,0.5,balanced
131,0.8479696750347363,0.9644482887766668,0.11647861374193047,True,438,15,7,0.5,balanced
167,0.8479533637967093,0.9644471737711005,0.11649380997439118,True,424,15,7,0.5,balanced
185,0.8479391220132863,0.9622797333846821,0.11434061137139584,True,448,14,7,0.5,balanced
99,0.8479390307007957,0.9589446443868666,0.11100561368607087,True,433,13,7,0.5,balanced
137,0.8479186014329507,0.9700449231191459,0.1221263216861952,True,389,15,6,0.5,balanced
154,0.8479119579979516,0.9699879697566718,0.12207601175872018,True,446,15,6,0.5,balanced
92,0.8478930176386393,0.9589508207302071,0.11105780309156776,True,469,13,7,0.5,balanced
103,0.8478834265200319,0.9644046973606433,0.11652127084061137,True,369,15,7,0.5,balanced
198,0.8478739473949357,0.9644448184365171,0.11657087104158137,True,408,15,7,0.5,balanced
157,0.8478626355295271,0.9644547465317416,0.11659211100221445,True,411,15,7,0.5,balanced
163,0.8478626355295271,0.9644547465317416,0.11659211100221445,True,411,15,7,0.5,balanced
147,0.8478532666828551,0.9644165258153874,0.1165632591325323,True,371,15,7,0.5,balanced
150,0.8478485869672292,0.9230792492476073,0.07523066228037811,True,460,15,18,0.5,balanced
16,0.8478430395222476,0.9287173960423667,0.0808743565201191,True,612,15,16,0.5,balanced
34,0.8478359325173317,0.9327538136174963,0.08491788110016463,True,667,13,14,0.5,
100,0.8478278471632634,0.9700503569237291,0.12222250976046567,True,400,15,6,0.5,balanced
194,0.847823866836179,0.9644370269880896,0.11661316015191059,True,396,15,7,0.5,balanced
49,0.8477752548450411,0.9676496408512261,0.11987438600618494,True,643,14,6,0.5,balanced
46,0.847741429265278,0.9676216613624637,0.11988023209718579,True,593,14,6,0.5,balanced
77,0.8477035068112855,0.9340356253442659,0.0863321185329804,True,591,11,11,0.5,balanced
117,0.8476762597494776,0.963917480056017,0.11624122030653938,True,383,13,6,0.5,balanced
66,0.8476509842994178,0.9797694400547078,0.13211845575529002,True,580,18,5,0.5,balanced
78,0.8476415702198148,0.9799548508246791,0.13231328060486436,True,546,16,5,0.5,
128,0.8476333787065686,0.9495578515412515,0.10192447283468287,True,112,13,9,0.5,balanced
37,0.8475655289727954,0.9784425647999822,0.1308770358271868,True,740,13,4,0.5,
14,0.8475605688323598,0.9225556466570917,0.07499507782473191,True,625,14,18,0.5,balanced
126,0.8474712964982263,0.9675456636640952,0.12007436716586894,True,452,14,6,0.5,balanced
59,0.8474618193694775,0.929446044949558,0.08198422558008045,True,556,19,16,0.5,balanced
193,0.8474373149777825,0.9675089143117157,0.12007159933393319,True,432,14,6,0.5,balanced
75,0.8474155518318647,0.9785300518774337,0.13111450004556902,True,718,14,4,0.5,balanced
15,0.8473176636714281,0.9201028917159476,0.07278522804451948,True,638,14,19,0.5,balanced
107,0.847292167603775,0.977380180481906,0.130088012878131,True,407,16,5,0.5,balanced
8,0.847267940878387,0.9634852575179373,0.11621731663955037,True,296,12,5,0.5,balanced
169,0.8471699876509435,0.9352011799517724,0.0880311923008289,True,402,10,8,0.5,balanced
40,0.8471535469287437,0.9514029882345121,0.10424944130576841,True,413,11,6,0.5,balanced
174,0.847043067118882,0.9641534846310563,0.11711041751217433,True,196,15,7,0.5,balanced
96,0.847029007578255,0.9757677230456787,0.12873871546742366,True,346,15,5,0.5,balanced
47,0.8468784045146862,0.9795821052544904,0.1327037007398042,True,459,13,3,0.5,balanced
120,0.8468647397718622,0.9833274140078958,0.13646267423603364,True,493,16,4,0.5,balanced
12,0.8465836662151549,0.9322802851733101,0.08569661895815517,True,277,10,9,0.5,balanced
104,0.8465174743815194,0.9115285489233198,0.06501107454180044,True,385,15,23,0.5,balanced
20,0.8462032956996438,0.9080146876781281,0.06181139197848429,True,709,18,25,0.5,balanced
11,0.8461932913946904,0.9404495933566789,0.09425630196198853,True,259,10,7,0.5,
67,0.8452586091701688,0.9227734515071349,0.07751484233696604,True,726,9,9,0.5,
191,0.8452057704770416,0.8996910403176193,0.054485269840577666,True,403,15,30,0.5,balanced
180,0.8436994523296683,0.996854684304334,0.15315523197466574,True,704,16,1,0.5,balanced
28,0.8422171192765553,0.962926544701326,0.1207094254247707,True,671,14,5,sqrt,balanced
109,0.8419613213632152,0.9382199230817319,0.09625860171851663,True,357,14,9,sqrt,balanced
5,0.8418419230355314,0.9671356640934903,0.12529374105795887,True,185,11,2,sqrt,
138,0.8416657939644757,0.9467492546493036,0.10508346068482788,True,284,16,8,sqrt,balanced
89,0.8415603467153229,0.9817632813528799,0.14020293463755706,True,328,15,3,sqrt,balanced
166,0.841503757108972,0.9357170910544375,0.0942133339454655,True,455,16,10,sqrt,balanced
130,0.8412708907255805,0.9643783998474929,0.12310750912191237,True,492,16,5,log2,balanced
36,0.8408431245314372,0.9316693771410021,0.0908262526095649,True,496,19,11,sqrt,balanced
1,0.8403649733624394,0.9977954021184126,0.15743042875597313,True,521,15,1,sqrt,
116,0.840217588015209,0.8943675694370196,0.0541499814218106,True,461,7,7,0.5,balanced
108,0.8401165247783281,0.9518200718634894,0.11170354708516128,True,448,14,6,log2,balanced
3,0.8400186345038513,0.9573163483447112,0.11729771384085996,True,419,17,6,log2,balanced
70,0.8399347088052392,0.9189917828977394,0.07905707409250018,True,502,13,13,sqrt,balanced
35,0.8398012561366068,0.9430792132800176,0.10327795714341081,True,374,17,8,log2,balanced
197,0.8397779628143951,0.94221729211758,0.10243932930318489,True,441,16,8,log2,balanced
159,0.8396336856957083,0.9422138226218928,0.1025801369261845,True,397,16,8,log2,balanced
69,0.8393475954063854,0.941237224411665,0.10188962900527965,True,777,15,8,log2,balanced
50,0.8380663101153886,0.92247552779683,0.08440921768144138,True,603,12,10,log2,balanced
87,0.8379981210680351,0.920002733731172,0.08200461266313697,True,597,14,12,log2,balanced
45,0.8379560661035865,0.9309918090249092,0.09303574292132266,True,526,12,8,log2,balanced
39,0.8377976923384691,0.9009601252451557,0.06316243290668655,True,750,19,20,sqrt,
2,0.837258536638784,0.9116388998613649,0.0743803632225809,True,313,12,13,log2,
38,0.837202130144953,0.9968006572525805,0.15959852710762745,True,681,15,1,log2,balanced
0,0.8369675116923535,0.8960205758271457,0.059053064134792166,True,362,20,22,sqrt,
58,0.8345377503878391,0.8864204521085624,0.05188270172072329,True,698,17,27,sqrt,balanced
30,0.8332607824118092,0.9005654071253663,0.06730462471355703,True,579,8,4,sqrt,balanced
4,0.8330888410522738,0.8823165077381837,0.04922766668590994,True,145,20,29,sqrt,balanced
9,0.8324514094723657,0.8894188389783373,0.056967429505971556,True,103,17,22,log2,balanced
7,0.8181780154037115,0.8536713293919652,0.03549331398825373,True,162,6,2,log2,balanced
6,0.8160523295941176,0.8409660755538214,0.02491374595970386,False,483,6,30,log2,
146,0.8115427249830643,0.8281336748255488,0.016590949842484437,False,442,4,9,0.5,balanced
55,0.8113888397755508,0.8277694101282165,0.016380570352665713,False,760,4,15,0.5,balanced
10,0.7925134118795525,0.8036231605197379,0.011109748640185435,False,762,3,10,0.5,balanced
