dataset,feature_set,model_name,transformed_feature,importance,importance_abs,importance_type
overall,core_reduced,gradient_boosting,stable_2screen_active,0.007767769222154443,0.007767769222154443,feature_importances_
overall,core_reduced,gradient_boosting,premium_action_trial_risk,0.0074368602179920775,0.0074368602179920775,feature_importances_
overall,core_reduced,gradient_boosting,payment_device_ios,0.004355344464044473,0.004355344464044473,feature_importances_
overall,core_reduced,gradient_boosting,watch_days_ratio,0.0037997766941045732,0.0037997766941045732,feature_importances_
overall,core_reduced,gradient_boosting,gender_F,0.0029625616721172844,0.0029625616721172844,feature_importances_
overall,core_reduced,gradient_boosting,payment_device_pc,0.002854136612509245,0.002854136612509245,feature_importances_
overall,core_reduced,gradient_boosting,discount_sensitive_risk,0.002226048501134193,0.002226048501134193,feature_importances_
overall,core_reduced,gradient_boosting,payment_device_ott,0.002014581525343296,0.002014581525343296,feature_importances_
overall,core_reduced,gradient_boosting,gender_M,0.000716042512093286,0.000716042512093286,feature_importances_
overall,core_reduced,gradient_boosting,family_2screen_lifestyle,0.0006907924699823002,0.0006907924699823002,feature_importances_
overall,core_reduced,gradient_boosting,is_user_verified,0.00032008289199874935,0.00032008289199874935,feature_importances_
overall,core_reduced,gradient_boosting,gender_N,0.00017838698020347,0.00017838698020347,feature_importances_
overall,core_reduced,gradient_boosting,metadata_covered_watch_ratio,0.00017322406619013647,0.00017322406619013647,feature_importances_
overall,core_reduced,gradient_boosting,has_watch_obs,0.0,0.0,feature_importances_
overall,core_reduced,lightgbm,w3_minus_w1_watch_time,1252.0,1252.0,feature_importances_
overall,core_reduced,lightgbm,country_entropy_norm,1166.0,1166.0,feature_importances_
overall,core_reduced,lightgbm,genre_tag_entropy_norm,1149.0,1149.0,feature_importances_
overall,core_reduced,lightgbm,max_day_share,1018.0,1018.0,feature_importances_
overall,core_reduced,lightgbm,reg_hour,904.0,904.0,feature_importances_
overall,core_reduced,lightgbm,front_loaded_ratio,777.0,777.0,feature_importances_
overall,core_reduced,lightgbm,late_ratio,707.0,707.0,feature_importances_
overall,core_reduced,lightgbm,age,613.0,613.0,feature_importances_
overall,core_reduced,lightgbm,days_since_last_watch_to_obs_end,546.0,546.0,feature_importances_
overall,core_reduced,lightgbm,billing_method,462.0,462.0,feature_importances_
overall,core_reduced,lightgbm,unique_days,371.0,371.0,feature_importances_
overall,core_reduced,lightgbm,max_screen,271.0,271.0,feature_importances_
overall,core_reduced,lightgbm,is_promotion,206.0,206.0,feature_importances_
overall,core_reduced,lightgbm,is_churn_prevented,189.0,189.0,feature_importances_
overall,core_reduced,lightgbm,payment_device_android,171.0,171.0,feature_importances_
overall,core_reduced,lightgbm,gender_F,113.0,113.0,feature_importances_
overall,core_reduced,lightgbm,payment_device_pc,84.0,84.0,feature_importances_
overall,core_reduced,lightgbm,payment_device_mobile,73.0,73.0,feature_importances_
overall,core_reduced,lightgbm,gender_M,72.0,72.0,feature_importances_
overall,core_reduced,lightgbm,payment_device_smarttv,61.0,61.0,feature_importances_
overall,core_reduced,lightgbm,stable_2screen_active,60.0,60.0,feature_importances_
overall,core_reduced,lightgbm,premium_action_trial_risk,51.0,51.0,feature_importances_
overall,core_reduced,lightgbm,subscription_days,47.0,47.0,feature_importances_
overall,core_reduced,lightgbm,watch_days_ratio,29.0,29.0,feature_importances_
overall,core_reduced,lightgbm,discount_sensitive_risk,25.0,25.0,feature_importances_
overall,core_reduced,lightgbm,is_user_verified,24.0,24.0,feature_importances_
overall,core_reduced,lightgbm,payment_device_ott,22.0,22.0,feature_importances_
overall,core_reduced,lightgbm,family_2screen_lifestyle,18.0,18.0,feature_importances_
overall,core_reduced,lightgbm,gender_N,11.0,11.0,feature_importances_
overall,core_reduced,lightgbm,payment_device_ios,6.0,6.0,feature_importances_
overall,core_reduced,lightgbm,has_watch_obs,2.0,2.0,feature_importances_
overall,core_reduced,lightgbm,metadata_covered_watch_ratio,0.0,0.0,feature_importances_
overall,core_reduced,xgboost,is_promotion,0.08827295899391174,0.08827295899391174,feature_importances_
overall,core_reduced,xgboost,max_screen,0.08233971148729324,0.08233971148729324,feature_importances_
overall,core_reduced,xgboost,age,0.0808960348367691,0.0808960348367691,feature_importances_
overall,core_reduced,xgboost,is_churn_prevented,0.05911191552877426,0.05911191552877426,feature_importances_
overall,core_reduced,xgboost,billing_method,0.05148158594965935,0.05148158594965935,feature_importances_
overall,core_reduced,xgboost,subscription_days,0.048266731202602386,0.048266731202602386,feature_importances_
overall,core_reduced,xgboost,payment_device_android,0.04495413973927498,0.04495413973927498,feature_importances_
overall,core_reduced,xgboost,premium_action_trial_risk,0.044289808720350266,0.044289808720350266,feature_importances_
overall,core_reduced,xgboost,payment_device_ios,0.042734190821647644,0.042734190821647644,feature_importances_
overall,core_reduced,xgboost,payment_device_smarttv,0.03560085594654083,0.03560085594654083,feature_importances_
overall,core_reduced,xgboost,family_2screen_lifestyle,0.02677854336798191,0.02677854336798191,feature_importances_
overall,core_reduced,xgboost,gender_F,0.026753613725304604,0.026753613725304604,feature_importances_
overall,core_reduced,xgboost,payment_device_mobile,0.025992436334490776,0.025992436334490776,feature_importances_
overall,core_reduced,xgboost,stable_2screen_active,0.02568739652633667,0.02568739652633667,feature_importances_
overall,core_reduced,xgboost,gender_M,0.02353774383664131,0.02353774383664131,feature_importances_
overall,core_reduced,xgboost,late_ratio,0.023365819826722145,0.023365819826722145,feature_importances_
overall,core_reduced,xgboost,discount_sensitive_risk,0.023154573515057564,0.023154573515057564,feature_importances_
overall,core_reduced,xgboost,country_entropy_norm,0.022476112470030785,0.022476112470030785,feature_importances_
overall,core_reduced,xgboost,front_loaded_ratio,0.022399548441171646,0.022399548441171646,feature_importances_
overall,core_reduced,xgboost,days_since_last_watch_to_obs_end,0.022322023287415504,0.022322023287415504,feature_importances_
overall,core_reduced,xgboost,max_day_share,0.02224455401301384,0.02224455401301384,feature_importances_
overall,core_reduced,xgboost,reg_hour,0.021800436079502106,0.021800436079502106,feature_importances_
overall,core_reduced,xgboost,genre_tag_entropy_norm,0.021358970552682877,0.021358970552682877,feature_importances_
overall,core_reduced,xgboost,unique_days,0.020160840824246407,0.020160840824246407,feature_importances_
overall,core_reduced,xgboost,w3_minus_w1_watch_time,0.019959645345807076,0.019959645345807076,feature_importances_
overall,core_reduced,xgboost,payment_device_pc,0.018996508792042732,0.018996508792042732,feature_importances_
overall,core_reduced,xgboost,payment_device_ott,0.016645221039652824,0.016645221039652824,feature_importances_
overall,core_reduced,xgboost,is_user_verified,0.015221219509840012,0.015221219509840012,feature_importances_
overall,core_reduced,xgboost,watch_days_ratio,0.011995146982371807,0.011995146982371807,feature_importances_
overall,core_reduced,xgboost,gender_N,0.011201678775250912,0.011201678775250912,feature_importances_
overall,core_reduced,xgboost,has_watch_obs,0.0,0.0,feature_importances_
overall,core_reduced,xgboost,metadata_covered_watch_ratio,0.0,0.0,feature_importances_
overall,core_reduced,catboost,age,11.629937214860043,11.629937214860043,feature_importances_
overall,core_reduced,catboost,max_screen,9.269642349806256,9.269642349806256,feature_importances_
overall,core_reduced,catboost,is_promotion,7.727794495919956,7.727794495919956,feature_importances_
overall,core_reduced,catboost,w3_minus_w1_watch_time,7.584342435897774,7.584342435897774,feature_importances_
overall,core_reduced,catboost,billing_method,7.463137979457208,7.463137979457208,feature_importances_
overall,core_reduced,catboost,reg_hour,6.0123986633878115,6.0123986633878115,feature_importances_
overall,core_reduced,catboost,country_entropy_norm,5.8527325585326455,5.8527325585326455,feature_importances_
overall,core_reduced,catboost,genre_tag_entropy_norm,5.746119529643613,5.746119529643613,feature_importances_
overall,core_reduced,catboost,is_churn_prevented,5.336731147913927,5.336731147913927,feature_importances_
overall,core_reduced,catboost,max_day_share,4.307495188416448,4.307495188416448,feature_importances_
overall,core_reduced,catboost,front_loaded_ratio,3.6680221207297725,3.6680221207297725,feature_importances_
overall,core_reduced,catboost,late_ratio,3.237288287204545,3.237288287204545,feature_importances_
overall,core_reduced,catboost,payment_device_android,3.2333262795003885,3.2333262795003885,feature_importances_
overall,core_reduced,catboost,days_since_last_watch_to_obs_end,3.2109722809342705,3.2109722809342705,feature_importances_
overall,core_reduced,catboost,watch_days_ratio,2.3164041248149614,2.3164041248149614,feature_importances_
overall,core_reduced,catboost,payment_device_smarttv,2.2537520803301727,2.2537520803301727,feature_importances_
overall,core_reduced,catboost,unique_days,1.6827375340540573,1.6827375340540573,feature_importances_
overall,core_reduced,catboost,stable_2screen_active,1.3466978895332749,1.3466978895332749,feature_importances_
overall,core_reduced,catboost,subscription_days,1.319924326489942,1.319924326489942,feature_importances_
overall,core_reduced,catboost,gender_F,1.0011602642580264,1.0011602642580264,feature_importances_
overall,core_reduced,catboost,payment_device_mobile,0.9966948177833516,0.9966948177833516,feature_importances_
overall,core_reduced,catboost,premium_action_trial_risk,0.7816390560836611,0.7816390560836611,feature_importances_
overall,core_reduced,catboost,gender_M,0.7543992291582844,0.7543992291582844,feature_importances_
overall,core_reduced,catboost,discount_sensitive_risk,0.6371175493946705,0.6371175493946705,feature_importances_
overall,core_reduced,catboost,payment_device_ios,0.6333193838054765,0.6333193838054765,feature_importances_
overall,core_reduced,catboost,payment_device_pc,0.485240863441389,0.485240863441389,feature_importances_
overall,core_reduced,catboost,gender_N,0.3630952978402079,0.3630952978402079,feature_importances_
overall,core_reduced,catboost,metadata_covered_watch_ratio,0.32790362857602284,0.32790362857602284,feature_importances_
overall,core_reduced,catboost,payment_device_ott,0.2954289940574943,0.2954289940574943,feature_importances_
overall,core_reduced,catboost,family_2screen_lifestyle,0.2873732592769234,0.2873732592769234,feature_importances_
overall,core_reduced,catboost,is_user_verified,0.2243654211815285,0.2243654211815285,feature_importances_
overall,core_reduced,catboost,has_watch_obs,0.012805747715905013,0.012805747715905013,feature_importances_
overall,tree_candidate,logistic,age_band_60s_plus,-0.6742828168398788,0.6742828168398788,coef
overall,tree_candidate,logistic,payment_device_smarttv,0.6317396654324504,0.6317396654324504,coef
overall,tree_candidate,logistic,age_band_30s,0.4785346070722716,0.4785346070722716,coef
overall,tree_candidate,logistic,price,0.4733398904287874,0.4733398904287874,coef
overall,tree_candidate,logistic,age,0.4177006789792002,0.4177006789792002,coef
overall,tree_candidate,logistic,age_band_50s,-0.3933185039240072,0.3933185039240072,coef
overall,tree_candidate,logistic,age_band_10s_or_less,0.3829739472338992,0.3829739472338992,coef
overall,tree_candidate,logistic,age_band_20s,0.3578766083055699,0.3578766083055699,coef
overall,tree_candidate,logistic,payment_device_pc,-0.33495628109627335,0.33495628109627335,coef
overall,tree_candidate,logistic,payment_device_mobile,-0.3131643678583829,0.3131643678583829,coef
overall,tree_candidate,logistic,payment_device_ott,0.28378289722107164,0.28378289722107164,coef
overall,tree_candidate,logistic,promo_x_2screen,0.17132652495969206,0.17132652495969206,coef
overall,tree_candidate,logistic,is_promotion,0.1695746881495098,0.1695746881495098,coef
overall,tree_candidate,logistic,billing_method,-0.16283365445447454,0.16283365445447454,coef
overall,tree_candidate,logistic,gender_N,0.14337334819933154,0.14337334819933154,coef
overall,tree_candidate,logistic,subscription_days,0.1342179548526753,0.1342179548526753,coef
overall,tree_candidate,logistic,rating_dur_국민학생관람불가,0.11724279122069128,0.11724279122069128,coef
overall,tree_candidate,logistic,total_sessions,-0.11399535481859736,0.11399535481859736,coef
overall,tree_candidate,logistic,payment_device_ios,-0.11245000009265858,0.11245000009265858,coef
overall,tree_candidate,logistic,has_watch_obs,-0.10232198330508913,0.10232198330508913,coef
overall,tree_candidate,logistic,payment_device_android,-0.10046225672573321,0.10046225672573321,coef
overall,tree_candidate,logistic,age_band_40s,-0.09729418496738675,0.09729418496738675,coef
overall,tree_candidate,logistic,days_since_last_watch_to_obs_end,0.09195994449887435,0.09195994449887435,coef
overall,tree_candidate,logistic,metadata_covered_watch_ratio,-0.08810988202909156,0.08810988202909156,coef
overall,tree_candidate,logistic,promo_x_1screen,0.08620819801381781,0.08620819801381781,coef
overall,tree_candidate,logistic,is_churn_prevented,0.08326528444247053,0.08326528444247053,coef
overall,tree_candidate,logistic,avg_runtime_weighted,0.07952743038898147,0.07952743038898147,coef
overall,tree_candidate,logistic,alloc_ratio_액션,-0.07366948061473808,0.07366948061473808,coef
overall,tree_candidate,logistic,gender_F,-0.06997225795297082,0.06997225795297082,coef
overall,tree_candidate,logistic,family_2screen_lifestyle,-0.06643104341032617,0.06643104341032617,coef
overall,tree_candidate,logistic,tag_dur_코미디,0.06519657671471513,0.06519657671471513,coef
overall,tree_candidate,logistic,rating_ratio_전체,0.06170497571231768,0.06170497571231768,coef
overall,tree_candidate,logistic,screen_4_flag,-0.061382252030802026,0.061382252030802026,coef
overall,tree_candidate,logistic,alloc_dur_코미디,-0.06099964532393389,0.06099964532393389,coef
overall,tree_candidate,logistic,promo2_family_lifestyle_candidate,0.0591716068583189,0.0591716068583189,coef
overall,tree_candidate,logistic,is_recent_content_ratio,0.05642013124478801,0.05642013124478801,coef
overall,tree_candidate,logistic,unique_contents,0.05007063297720274,0.05007063297720274,coef
overall,tree_candidate,logistic,max_screen,-0.04844969091131098,0.04844969091131098,coef
overall,tree_candidate,logistic,watch_days_ratio,0.042382908696018795,0.042382908696018795,coef
overall,tree_candidate,logistic,unique_days,0.04238290869601459,0.04238290869601459,coef
overall,tree_candidate,logistic,tag_ratio_액션,0.04165141774937142,0.04165141774937142,coef
overall,tree_candidate,logistic,tag_ratio_애니메이션_키즈,-0.04144859785758314,0.04144859785758314,coef
overall,tree_candidate,logistic,screen_2_flag,0.03876436894927468,0.03876436894927468,coef
overall,tree_candidate,logistic,stable_2screen_active,-0.033534895521414365,0.033534895521414365,coef
overall,tree_candidate,logistic,promo_x_4screen,-0.03203847310170915,0.03203847310170915,coef
overall,tree_candidate,logistic,week3_ratio,0.027814779985213856,0.027814779985213856,coef
overall,tree_candidate,logistic,late_ratio,0.027814779985213856,0.027814779985213856,coef
overall,tree_candidate,logistic,rating_ratio_12세,-0.027675064835317984,0.027675064835317984,coef
overall,tree_candidate,logistic,premium_action_trial_risk,-0.024799263566078016,0.024799263566078016,coef
overall,tree_candidate,logistic,genre_tag_entropy_norm,0.024239505859458936,0.024239505859458936,coef
overall,tree_candidate,logistic,discount_sensitive_risk,-0.019663307870329626,0.019663307870329626,coef
overall,tree_candidate,logistic,gender_M,-0.018911433365893474,0.018911433365893474,coef
overall,tree_candidate,logistic,w3_minus_w1_watch_time,-0.01564115519849222,0.01564115519849222,coef
overall,tree_candidate,logistic,daily_watch_slope,-0.015641155198492043,0.015641155198492043,coef
overall,tree_candidate,logistic,screen_1_flag,0.015217424464138266,0.015217424464138266,coef
overall,tree_candidate,logistic,rating_ratio_15세,0.011479228242530424,0.011479228242530424,coef
overall,tree_candidate,logistic,max_day_share,0.009577741457536672,0.009577741457536672,coef
overall,tree_candidate,logistic,tag_ratio_드라마,-0.00880769095620528,0.00880769095620528,coef
overall,tree_candidate,logistic,front_loaded_ratio,0.008437817802729248,0.008437817802729248,coef
overall,tree_candidate,logistic,week1_ratio,0.008437817802729248,0.008437817802729248,coef
overall,tree_candidate,logistic,is_long_movie_ratio,0.008122799152891352,0.008122799152891352,coef
overall,tree_candidate,logistic,is_user_verified,-0.0067428237063386935,0.0067428237063386935,coef
overall,tree_candidate,logistic,reg_hour,0.006289819556632655,0.006289819556632655,coef
overall,tree_candidate,logistic,total_watch_time,0.006092615952132156,0.006092615952132156,coef
overall,tree_candidate,logistic,tag_ratio_가족,0.002621245085441857,0.002621245085441857,coef
overall,tree_candidate,logistic,rating_ratio_청불,-0.0019658261032415346,0.0019658261032415346,coef
overall,tree_candidate,logistic,country_entropy_norm,-0.0008586336678223585,0.0008586336678223585,coef
overall,tree_candidate,logistic,only_week1_flag,0.0002277559254212066,0.0002277559254212066,coef
overall,tree_candidate,random_forest,age,0.055686681866621325,0.055686681866621325,feature_importances_
overall,tree_candidate,random_forest,price,0.039506142817760236,0.039506142817760236,feature_importances_
overall,tree_candidate,random_forest,billing_method,0.0386615198408029,0.0386615198408029,feature_importances_
overall,tree_candidate,random_forest,promo_x_4screen,0.037571786773296166,0.037571786773296166,feature_importances_
overall,tree_candidate,random_forest,reg_hour,0.03181372750319989,0.03181372750319989,feature_importances_
overall,tree_candidate,random_forest,avg_runtime_weighted,0.030714260728487028,0.030714260728487028,feature_importances_
overall,tree_candidate,random_forest,genre_tag_entropy_norm,0.029588575869458424,0.029588575869458424,feature_importances_
overall,tree_candidate,random_forest,total_watch_time,0.0283127093778514,0.0283127093778514,feature_importances_
overall,tree_candidate,random_forest,country_entropy_norm,0.027990313133422363,0.027990313133422363,feature_importances_
overall,tree_candidate,random_forest,w3_minus_w1_watch_time,0.025908693719742887,0.025908693719742887,feature_importances_
overall,tree_candidate,random_forest,max_day_share,0.025540704925406027,0.025540704925406027,feature_importances_
overall,tree_candidate,random_forest,daily_watch_slope,0.025337177229356904,0.025337177229356904,feature_importances_
overall,tree_candidate,random_forest,tag_ratio_드라마,0.024559185071118445,0.024559185071118445,feature_importances_
overall,tree_candidate,random_forest,alloc_ratio_액션,0.02429299575845895,0.02429299575845895,feature_importances_
