side,purpose,relative_path,file_name,row_count,column_count,feature_like_column_count,has_USER_KEY,has_is_repurchase,has_is_promotion,has_repurchase_score,has_churn_risk,columns_preview,sha256,extension,size_bytes,modified_time,file_role
PUBLIC,segmentation,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments_quality_hotfix_260520\17_small_segment_merge_policy.csv,17_small_segment_merge_policy.csv,14,9,9,False,False,False,False,False,promo_scope; original_segment_id; original_row_count; min_n_status; recommended_action; merge_target_segment_family; preserved_as_subsignal; business_reason; caveat,12c31718fb1b84ed46ed33d219f4a38fcbb44ddd9cfe8e502981c59283a14ff9,,,,
PUBLIC,segmentation,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_representative_segment_assignment.csv,17_representative_segment_assignment.csv,23097,26,25,False,True,False,False,False,row_id; promo_scope; is_repurchase; representative_segment_id; provisional_label; assignment_priority_order; gb_churn_risk_score_oof; lr_churn_risk_score_oof; gb_risk_percentile; lr_risk_percentile; gb_high_risk_top20; lr_high_risk_top20; gb_lr_both_high_risk_top20; week3_inactive; retention_decay; only_w1; cold_start_weak; early_activation_success; low_activity; low_activity_reason; low_watch_count; low_watch_time; low_watch_days; genre_preference_clear; content_preference_signal; stable_usage,85403429f93180698eced2e4fe029beccfd5eff186921935c083a80fb4f29b25,,,,
PUBLIC,segmentation,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_representative_segment_rules.csv,17_representative_segment_rules.csv,13,11,11,False,False,False,False,False,segment_id; promo_scope; priority_order; rule_expression; required_flags; risk_condition; behavior_condition; provisional_label; business_hypothesis; caveat; user_approval_required,029cb84b735f0cea5617df0ab17254fb732ad2ea0451fcdb8f0f135d57c60bcd,,,,
PUBLIC,segmentation,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_action_personalization_matrix.csv,17_segment_action_personalization_matrix.csv,13,13,13,False,False,False,False,False,promo_scope; representative_segment_id; provisional_label; demographic_modifier; observed_demographic_pattern; observed_behavior_difference; recommended_message_direction; recommended_channel_or_touchpoint; recommended_content_strategy; evidence_file; evidence_strength; risk_of_overinterpretation; final_status,9acb794522b31a4e6299bf8a61a505c118081c60b8912b10df5a7051762099b4,,,,
PUBLIC,segmentation,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_summary.csv,17_segment_summary.csv,13,18,18,False,False,False,False,False,promo_scope; representative_segment_id; provisional_label; row_count; row_share_within_scope; actual_repurchase_rate; actual_churn_rate; mean_gb_churn_risk; median_gb_churn_risk; mean_lr_churn_risk; median_lr_churn_risk; gb_top20_share; lr_top20_share; gb_lr_both_top20_share; dominant_flags; primary_behavior_interpretation; user_approval_required; caveat,d56a58555fd12930387f07ce612daef5ee212847678cb857a435a812800bb0b3,,,,
PUBLIC,segmentation,PUBLIC\handoff\PUBLIC_17_demographic_action_layer_hotfix_260520\17_demographic_hotfix_input_validation.csv,17_demographic_hotfix_input_validation.csv,11,7,7,False,False,False,False,False,input_item; expected_path; exists; rows; columns; status; notes,2472c97c5f8807bc15fe0adb2312fdf8cd3cb9d192fb198f30885f0d28c9b641,,,,
PUBLIC,segmentation,PUBLIC\handoff\PUBLIC_17_demographic_action_layer_hotfix_260520\17_demographic_hotfix_source_fingerprint_before_after.csv,17_demographic_hotfix_source_fingerprint_before_after.csv,21,7,7,False,False,False,False,False,file_path; file_role; sha256_before; sha256_after; size_before; size_after; status,ab5a733586e44c22f736cde64aad90c552c9ddfea368d3fd818f5339d95a52b3,,,,
PUBLIC,segmentation,PUBLIC\handoff\PUBLIC_17_demographic_action_layer_hotfix_260520\PUBLIC_17_demographic_action_layer_hotfix_final_checks.csv,PUBLIC_17_demographic_action_layer_hotfix_final_checks.csv,31,5,5,False,False,False,False,False,check_name; status; expected; actual; notes,7ccbd107ede6dc7b7298faa1e1e79b8b28047b09a8e578a12f8a3f33921b1981,,,,
PUBLIC,segmentation,PUBLIC\handoff\PUBLIC_17_demographic_action_layer_hotfix_260520\PUBLIC_17_demographic_action_layer_hotfix_zip_inventory.csv,PUBLIC_17_demographic_action_layer_hotfix_zip_inventory.csv,21,2,2,False,False,False,False,False,full_name; size_bytes,ce427a15cb4c937a3d4af30e1cf208449ef973f2d93da3ca07881a3b9a23d1ae,,,,
PUBLIC,segmentation,PUBLIC\handoff\PUBLIC_17_demographic_action_layer_hotfix_260520\README.md,README.md,,,,,,,,,,1133de66ac5686c7ad12b9fe473ca3ea7bad8fccbf7734defee70ea473fcd0e0,.md,907,2026-05-21T17:37:37,md
