side,source_group,relative_path,model_name,dataset_scope,feature_set,metric_auc,train_valid_gap_or_overfit_metric,auc_columns_available,gap_columns_available,columns_available
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_run_plan.csv,HistGradientBoosting,nonpromotion_only,expanded_no_payment_device,,,,,feature_set_variant; dataset_scope; model_name; will_run; params_source; reason
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,LightGBM,overall_without_promotion,expanded_no_payment_device,0.8738093990564632,0.0626693683589176,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,CatBoost,overall_without_promotion,expanded_no_payment_device,0.8726647096867026,0.0212646367273618,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,HistGradientBoosting,overall_without_promotion,expanded_no_payment_device,0.8726277970684639,0.0554685377269733,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,LightGBM,overall_with_promotion,expanded_no_payment_device,0.8787158139009142,0.0604107542793302,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,CatBoost,overall_with_promotion,expanded_no_payment_device,0.8778380974040094,0.0207406061234441,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,HistGradientBoosting,overall_with_promotion,expanded_no_payment_device,0.877866883875107,0.0567039822280738,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,LightGBM,promotion_only,expanded_no_payment_device,0.861950478004834,0.0970612630612761,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,CatBoost,promotion_only,expanded_no_payment_device,0.861347339153776,0.0408437064814751,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,HistGradientBoosting,promotion_only,expanded_no_payment_device,0.8611535592801833,0.1065781779897036,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,LightGBM,nonpromotion_only,expanded_no_payment_device,0.8847470889366331,0.0896222717825521,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,CatBoost,nonpromotion_only,expanded_no_payment_device,0.8864878252566246,0.0390877753219086,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_model_summary_by_scope.csv,HistGradientBoosting,nonpromotion_only,expanded_no_payment_device,0.8828173876908658,0.0977380173748964,oof_auc; train_valid_auc_gap; fold_auc_std,train_valid_auc_gap,feature_set_variant; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; train_valid_auc_gap; fold_auc_std; row_count; feature_count
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,LightGBM,overall_without_promotion,,0.8732836581727084,0.043617092712235,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,CatBoost,overall_without_promotion,,0.8632427314692961,0.0062926798796589,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,HistGradientBoosting,overall_without_promotion,,0.8719516553234914,0.0456700535859402,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,LightGBM,overall_with_promotion,,0.877345643626692,0.0424048378230198,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,CatBoost,overall_with_promotion,,0.8676213912567694,0.0058389697275407,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,HistGradientBoosting,overall_with_promotion,,0.876570756460676,0.0438719598043829,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,LightGBM,promotion_only,,0.8616083346613972,0.073339986307509,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,CatBoost,promotion_only,,0.851458838275098,0.0123772058041514,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,HistGradientBoosting,promotion_only,,0.8604088460922539,0.0781020864775225,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,LightGBM,nonpromotion_only,,0.8838334084860703,0.0704967274381562,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,CatBoost,nonpromotion_only,,0.8786574847705189,0.0120433969901861,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\audits\15x_payment_device_sensitivity_260516\15x_payment_removed_vs_original_comparison.csv,HistGradientBoosting,nonpromotion_only,,0.8829672731934608,0.0754187479645962,original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original,original_gap; no_payment_gap; gap_change,dataset_scope; model_name; original_reference_step; original_oof_auc; no_payment_oof_auc; delta_auc_no_payment_minus_original; original_oof_ap; no_payment_oof_ap; delta_ap; original_brier; no_payment_brier; delta_brier; original_gap; no_payment_gap; gap_change; interpretation
park,model_metric,park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_260516\16x_SHAP_candidate_plan.csv,LightGBM,overall_with_promotion,expanded_no_payment_device,,,,,feature_set_variant; dataset_scope; model_name; source_step; selection_basis; row_count; feature_count; payment_features_removed yes/no; will_run_SHAP yes/no; reason; params_source; non_payment_extra_removed
park,model_metric,park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_260516\16x_SHAP_candidate_plan.csv,LightGBM,overall_without_promotion,expanded_no_payment_device,,,,,feature_set_variant; dataset_scope; model_name; source_step; selection_basis; row_count; feature_count; payment_features_removed yes/no; will_run_SHAP yes/no; reason; params_source; non_payment_extra_removed
park,model_metric,park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_260516\16x_SHAP_candidate_plan.csv,LightGBM,promotion_only,expanded_no_payment_device,,,,,feature_set_variant; dataset_scope; model_name; source_step; selection_basis; row_count; feature_count; payment_features_removed yes/no; will_run_SHAP yes/no; reason; params_source; non_payment_extra_removed
park,model_metric,park.ingyeom\reports\interpretation\16x_SHAP_candidate_interpretation_260516\16x_SHAP_candidate_plan.csv,CatBoost,nonpromotion_only,expanded_no_payment_device,,,,,feature_set_variant; dataset_scope; model_name; source_step; selection_basis; row_count; feature_count; payment_features_removed yes/no; will_run_SHAP yes/no; reason; params_source; non_payment_extra_removed
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,CatBoost,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
park,model_metric,park.ingyeom\reports\models\12x_model_family_comparison_260516\12x_calibration_decile_summary.csv,ExtraTrees,nonpromotion_only,conservative_safe_22,,,,,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk
