side,purpose,relative_path,file_name,row_count,column_count,feature_like_column_count,has_USER_KEY,has_is_repurchase,has_is_promotion,has_repurchase_score,has_churn_risk,columns_preview,sha256,extension,size_bytes,modified_time,file_role
park,AARRR_storyline,park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\note_tail_copy.md,note_tail_copy.md,,,,,,,,,,4e2ec2d2c4e99e072c8dbe184fd04686aad6c1fb3186b19a18d657088ae40a2b,.md,5199,2026-05-19T19:11:52,md
park,AARRR_storyline,park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\README.md,README.md,,,,,,,,,,1a20b7a5efc64e3ced2e22014fa13710f951aceadca9c4323a338fa235f09712,.md,10331,2026-05-19T19:11:52,md
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_business_recommendation_matrix.csv,18x_business_recommendation_matrix.csv,7,13,13,False,False,False,False,False,representative_segment; row_count; row_share; repurchase_rate; mean_churn_risk; observed_behavior_signal; business_problem; recommended_action_candidate; message_timing; message_type; success_metric_candidate; do_not_say; caution,c04768c7459e5a9e5294b85e45f0df692722d1bdf16ee3a5941c2c226bf764b5,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_final_checks.csv,18x_final_checks.csv,32,3,3,False,False,False,False,False,check_name; status; detail,a60c503ffb89793a94c75f2b2449d3960c988573b58dc62deac8279b71f6f2e9,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_mentor_QA_defense.csv,18x_mentor_QA_defense.csv,10,5,5,False,False,False,False,False,question; risk_type; safe_answer; evidence_file; do_not_answer_like_this,b2eea08492766cbd6031f4588599b61c1d35cdb627a12919a7cefbfcd729acea,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_open_risks.csv,18x_open_risks.csv,9,2,2,False,False,False,False,False,risk; handling,80652183c87a3e6c4dc2d55c85baf77d5427c7214aafc1558a47c3f6ff2378ab,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_preflight_input_validation.csv,18x_preflight_input_validation.csv,12,9,9,False,False,False,False,False,input_file; path; exists; loaded; row_count; column_count; required_columns_present; status; detail,9e296d043f646fe6134972528429e62a86dc3befc7771a38791dd6f170590eed,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_presentation_narrative_script.md,18x_presentation_narrative_script.md,,,,,,,,,,a902227b61c2fd7c0d1b870ecec8b43b6951ece5f288ab511f97cc53259fb7a3,.md,1918,2026-05-19T19:11:53,md
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_review_zip_inventory.csv,18x_review_zip_inventory.csv,18,3,3,False,False,False,False,False,path; arcname; Length,2bcc45ccc13bebfab8cc385ff08be4d81f1274b87847e604509039f165e371e9,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_safe_unsafe_wording.csv,18x_safe_unsafe_wording.csv,17,3,3,False,False,False,False,False,wording_type; wording; reason,2d5c9950c35158baaccf74ae6dd9f7ee2de20d3a4cd8734da60661bb35112108,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_segment_priority_for_presentation.csv,18x_segment_priority_for_presentation.csv,7,9,9,False,False,False,False,False,presentation_priority; representative_segment; why_it_matters; business_actionability; risk_level; recommended_slide_position; row_count; mean_churn_risk; caution,1852992fdcb364dde1c26796be10a457e93310876ecaf05692f1b8766b93d8b1,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_segment_to_message_strategy.csv,18x_segment_to_message_strategy.csv,7,8,8,False,False,False,False,False,representative_segment; primary_message_goal; message_example_safe; message_example_unsafe; timing_candidate; channel_candidate; personalization_basis; why_this_is_safe,2690385af42812d8d7faad2168ce258e435f86537e677e2771f5537fda34c628,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_slide_outline.csv,18x_slide_outline.csv,14,8,8,False,False,False,False,False,slide_no; slide_title; main_message; supporting_evidence; recommended_visual; speaker_note; safe_wording; risk_or_caution,20b8651acf9814659261ead7c50abfdb6303d24d15911c512f5de6ce824b7755,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_source_fingerprint_before_after.csv,18x_source_fingerprint_before_after.csv,12,9,9,False,False,False,False,False,file_path; file_role; sha256_before; mtime_before; size_before; sha256_after; mtime_after; size_after; status,ab2e3a982f3a530232f51ac241c6a5b2f30567d27c1190ef7f66d88a2fd91c41,,,,
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_storyline_master.md,18x_storyline_master.md,,,,,,,,,,3b1a9033c9c0eb5a0cf5b96f7cadb423e0b24050d6553f208c08e860659bd5b2,.md,2226,2026-05-19T19:11:53,md
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_storyline_onepager.md,18x_storyline_onepager.md,,,,,,,,,,745a84ed13aa8c250dcdf6ab00d3e6cecd8f9a37e9022baf3c77306f04f10afb,.md,1473,2026-05-19T19:11:53,md
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\note_tail_copy.md,note_tail_copy.md,,,,,,,,,,e17e257cd1f1d01882cb1b0888232711d452bb51c61459141ed5b46164481577,.md,21435,2026-05-19T19:11:53,md
park,AARRR_storyline,park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\README.md,README.md,,,,,,,,,,f505a52699c9f70032bc68a05f6ba50ba4d0492272e1363f97d385839c46b6e2,.md,1427,2026-05-19T19:11:53,md
park,AARRR_storyline,park.ingyeom\reports\audits\project_guide_v2_review_inventory.csv,project_guide_v2_review_inventory.csv,6,5,5,False,False,False,False,False,relative_path; file_name; extension; size_bytes; sha256,c2b2656e1a16a2e2dd08cd5db42891b967ea63e99cdb733911b0f2650b8480eb,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\project_guide_v2_revision_checklist.csv,project_guide_v2_revision_checklist.csv,19,7,7,False,False,False,False,False,item_id; issue; before_summary; after_summary; status; source_artifact; note,f51cb1f9bc47a17f881532f57ae028b1aa06cef90f6b29b06953dae0b573e2ed,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\project_guide_v2_source_fingerprint.csv,project_guide_v2_source_fingerprint.csv,25,6,6,False,False,False,False,False,file_path; file_role; sha256; mtime; size_bytes; status,e058c1e6b5adacb8ee028451bf0c844cea0f7494a68cdedcf98cc1c59bacbc8c,,,,
park,AARRR_storyline,park.ingyeom\aarrr_visual_guide.html,aarrr_visual_guide.html,,,,,,,,,,a4911bbdfc6cdef8b6bcda71146cdeb258db0d20cdc4d538a743f2e00568b954,.html,87374,2026-05-19T19:11:52,html
park,AARRR_storyline,park.ingyeom\project_guide_v2.html,project_guide_v2.html,,,,,,,,,,a4adb5706c4fc6c4e78317ae98464b9b2b9b380066122bf502883a5635262cd7,.html,101433,2026-05-19T19:11:52,html
park,AARRR_storyline,park.ingyeom\segment_visual_guide.html,segment_visual_guide.html,,,,,,,,,,ec3f474300ac61497048b8045b0d930833ea2b8274990039cba8ef8b9adfe6b5,.html,57853,2026-05-19T19:11:53,html
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_AARRR_summary_by_feature_set.csv,07x_AARRR_summary_by_feature_set.csv,8,4,4,False,False,False,False,False,feature_set_name; AARRR_stage; feature_count; feature_list,786e86d742dbe4d6de2087b0cca687b006ea30830c8e6817cc43f04307e55895,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_caveat_handoff.csv,07x_caveat_handoff.csv,8,5,5,False,False,False,False,False,caveat_item; affected_features; feature_set_name; caveat_reason; handoff_action,0c4b80b6af997cc05bd622138b7cdb1afe7da170a5a6e4b130f83739af305bb2,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_conservative_AARRR_mapping.csv,07x_conservative_AARRR_mapping.csv,24,16,16,False,False,False,False,False,feature_set_name; original_feature_name; safe_model_feature_name; role; use_as_feature; AARRR_stage; feature_family; timing_family; source_table_or_source; caveat_flag; caveat_reason; downstream_allowed_scope; notes; mapping_basis; mapping_confidence; needs_user_review,493c063e0970ba737ede3d59acf896c1978f92c2b9046456df3994621751d352,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_downstream_EDA_handoff.csv,07x_downstream_EDA_handoff.csv,6,7,7,False,False,False,False,False,downstream_step; feature_set_name; comparison_design; recommended_feature_group; candidate_features; excluded_or_guardrail_features; notes,7bab3ba8b4b4a41fc13427bde783f9acc52d0229500d73dd4330d8ba6ebaa584,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_expanded_AARRR_mapping.csv,07x_expanded_AARRR_mapping.csv,82,16,16,False,False,False,False,False,feature_set_name; original_feature_name; safe_model_feature_name; role; use_as_feature; AARRR_stage; feature_family; timing_family; source_table_or_source; caveat_flag; caveat_reason; downstream_allowed_scope; notes; mapping_basis; mapping_confidence; needs_user_review,bc043c95d1abdc1e8809a69d6de142337870c4a93b81fceaf6935930d92faa7d,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_feature_mapping_master.csv,07x_feature_mapping_master.csv,106,16,16,False,False,False,False,False,feature_set_name; original_feature_name; safe_model_feature_name; role; use_as_feature; AARRR_stage; feature_family; timing_family; source_table_or_source; caveat_flag; caveat_reason; downstream_allowed_scope; notes; mapping_basis; mapping_confidence; needs_user_review,bf645d4750d45e8787e8ab79112ae890c580f9758802e329b66fe26a2caa06b7,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_final_checks.csv,07x_final_checks.csv,26,3,3,False,False,False,False,False,check; status; detail,3a479589d7f35b2b7a8d200dbc1a3febfd3e6bca6ca995edf8b955f8b1cff62b,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_preflight_input_validation.csv,07x_preflight_input_validation.csv,14,4,4,False,False,False,False,False,check; status; detail; stop_reason,d087a0918cafb48a632031a058d74572961db2b7978542ffbdaf51dc9542d6d5,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_review_zip_inventory.csv,07x_review_zip_inventory.csv,13,4,4,False,False,False,False,False,required_item; exists; size; include_in_zip,df9bf0a155dadb9794d788fc1409c87d84194341791a107f80a88157ac435f7e,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\07x_scope_policy_handoff.csv,07x_scope_policy_handoff.csv,8,7,7,False,False,False,False,False,scope; feature_set_name; allowed_feature_count; allowed_features; excluded_features; policy; policy_basis,f2535b9cc78645b748d1c5835ce2c37681ec9589640d29e1482362644f76f82f,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\note_tail_copy.md,note_tail_copy.md,,,,,,,,,,4e2ec2d2c4e99e072c8dbe184fd04686aad6c1fb3186b19a18d657088ae40a2b,.md,5199,2026-05-19T19:11:52,md
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\audits\07x_feature_mapping_AARRR_260515\README.md,README.md,,,,,,,,,,1a20b7a5efc64e3ced2e22014fa13710f951aceadca9c4323a338fa235f09712,.md,10331,2026-05-19T19:11:52,md
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_business_recommendation_matrix.csv,18x_business_recommendation_matrix.csv,7,13,13,False,False,False,False,False,representative_segment; row_count; row_share; repurchase_rate; mean_churn_risk; observed_behavior_signal; business_problem; recommended_action_candidate; message_timing; message_type; success_metric_candidate; do_not_say; caution,c04768c7459e5a9e5294b85e45f0df692722d1bdf16ee3a5941c2c226bf764b5,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_final_checks.csv,18x_final_checks.csv,32,3,3,False,False,False,False,False,check_name; status; detail,a60c503ffb89793a94c75f2b2449d3960c988573b58dc62deac8279b71f6f2e9,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_mentor_QA_defense.csv,18x_mentor_QA_defense.csv,10,5,5,False,False,False,False,False,question; risk_type; safe_answer; evidence_file; do_not_answer_like_this,b2eea08492766cbd6031f4588599b61c1d35cdb627a12919a7cefbfcd729acea,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_open_risks.csv,18x_open_risks.csv,9,2,2,False,False,False,False,False,risk; handling,80652183c87a3e6c4dc2d55c85baf77d5427c7214aafc1558a47c3f6ff2378ab,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_preflight_input_validation.csv,18x_preflight_input_validation.csv,12,9,9,False,False,False,False,False,input_file; path; exists; loaded; row_count; column_count; required_columns_present; status; detail,9e296d043f646fe6134972528429e62a86dc3befc7771a38791dd6f170590eed,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_presentation_narrative_script.md,18x_presentation_narrative_script.md,,,,,,,,,,a902227b61c2fd7c0d1b870ecec8b43b6951ece5f288ab511f97cc53259fb7a3,.md,1918,2026-05-19T19:11:53,md
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_review_zip_inventory.csv,18x_review_zip_inventory.csv,18,3,3,False,False,False,False,False,path; arcname; Length,2bcc45ccc13bebfab8cc385ff08be4d81f1274b87847e604509039f165e371e9,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_safe_unsafe_wording.csv,18x_safe_unsafe_wording.csv,17,3,3,False,False,False,False,False,wording_type; wording; reason,2d5c9950c35158baaccf74ae6dd9f7ee2de20d3a4cd8734da60661bb35112108,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_segment_priority_for_presentation.csv,18x_segment_priority_for_presentation.csv,7,9,9,False,False,False,False,False,presentation_priority; representative_segment; why_it_matters; business_actionability; risk_level; recommended_slide_position; row_count; mean_churn_risk; caution,1852992fdcb364dde1c26796be10a457e93310876ecaf05692f1b8766b93d8b1,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_segment_to_message_strategy.csv,18x_segment_to_message_strategy.csv,7,8,8,False,False,False,False,False,representative_segment; primary_message_goal; message_example_safe; message_example_unsafe; timing_candidate; channel_candidate; personalization_basis; why_this_is_safe,2690385af42812d8d7faad2168ce258e435f86537e677e2771f5537fda34c628,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_slide_outline.csv,18x_slide_outline.csv,14,8,8,False,False,False,False,False,slide_no; slide_title; main_message; supporting_evidence; recommended_visual; speaker_note; safe_wording; risk_or_caution,20b8651acf9814659261ead7c50abfdb6303d24d15911c512f5de6ce824b7755,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_source_fingerprint_before_after.csv,18x_source_fingerprint_before_after.csv,12,9,9,False,False,False,False,False,file_path; file_role; sha256_before; mtime_before; size_before; sha256_after; mtime_after; size_after; status,ab2e3a982f3a530232f51ac241c6a5b2f30567d27c1190ef7f66d88a2fd91c41,,,,
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_storyline_master.md,18x_storyline_master.md,,,,,,,,,,3b1a9033c9c0eb5a0cf5b96f7cadb423e0b24050d6553f208c08e860659bd5b2,.md,2226,2026-05-19T19:11:53,md
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\18x_storyline_onepager.md,18x_storyline_onepager.md,,,,,,,,,,745a84ed13aa8c250dcdf6ab00d3e6cecd8f9a37e9022baf3c77306f04f10afb,.md,1473,2026-05-19T19:11:53,md
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\note_tail_copy.md,note_tail_copy.md,,,,,,,,,,e17e257cd1f1d01882cb1b0888232711d452bb51c61459141ed5b46164481577,.md,21435,2026-05-19T19:11:53,md
park,AARRR_storyline,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\storyline\18x_business_recommendation_storyline_260518\README.md,README.md,,,,,,,,,,f505a52699c9f70032bc68a05f6ba50ba4d0492272e1363f97d385839c46b6e2,.md,1427,2026-05-19T19:11:53,md
