feature,count,mean,std,min,25%,50%,75%,max,missing_count,zero_count,zero_rate
rating_dur_12세,12302.0,67.3344849076031,122.38494659437224,0.0,0.0,2.0,103.0,1803.0,0,5288,0.42984880507234596
rating_dur_15세,12302.0,106.7612989757763,161.73021303778626,0.0,0.0,32.0,153.0,2341.5,0,3766,0.30612908470167455
rating_dur_7세,12302.0,0.028288083238497807,1.8798594886805078,0.0,0.0,0.0,0.0,168.0,0,12294,0.9993496992358966
rating_dur_국민학생관람불가,12302.0,0.1867176068931881,4.2766317199570025,0.0,0.0,0.0,0.0,206.0,0,12247,0.9955291822467891
rating_dur_전체,12302.0,45.77383081341787,109.39090710393539,0.0,0.0,0.0,39.5,1873.0,0,7559,0.6144529344821981
rating_dur_청불,12302.0,51.01024223703463,102.19207027382309,0.0,0.0,0.0,70.0,2059.0,0,6682,0.543163713217363
rating_tag_count,12302.0,2.1115265810437327,0.9807920964180401,0.0,1.0,2.0,3.0,5.0,0,213,0.017314257844252966
country_dur_chinese,12302.0,8.81363554254954,33.300935841570784,0.0,0.0,0.0,0.0,878.5,0,9628,0.7826369695984393
country_dur_french,12302.0,10.86622461698059,34.87391056293579,0.0,0.0,0.0,1.0,740.0,0,8925,0.7254917899528532
country_dur_hongkong,12302.0,4.676878904707713,23.377881833005606,0.0,0.0,0.0,0.0,557.0,0,10717,0.8711591611120143
country_dur_japanese,12302.0,10.20604102313987,39.95270185048092,0.0,0.0,0.0,0.0,683.0,0,9461,0.7690619411477808
country_dur_korean,12302.0,69.99355389367584,131.01267602170162,0.0,0.0,2.0,105.0,2137.0,0,5224,0.4246463989595188
country_dur_other_foreign,12302.0,44.72123057807093,87.84759849547548,0.0,0.0,0.8333333333333333,54.4375,864.0,0,5794,0.47098032840188586
country_dur_uk,12302.0,15.864793697243707,40.911781937233826,0.0,0.0,0.0,7.0,740.0,0,7929,0.6445293448219802
country_dur_us,12302.0,138.6995373703592,187.98172585111266,0.0,2.0,85.25,200.5,4388.0,0,2169,0.17631279466753375
country_tag_count,12302.0,3.8809949601690783,2.937051648528177,0.0,2.0,3.0,5.0,24.0,0,35,0.0028450658429523654
country_entropy,12302.0,0.7002296164098604,0.5986013929711052,-0.0,0.025449329950858204,0.6850992398122706,1.145533269138081,2.5429621565313485,0,2979,0.24215574703300277
country_entropy_norm,12302.0,0.49379902117904095,0.3686273829262615,0.0,0.0300479300153816,0.5889714793166262,0.8191580036214361,1.0000000000000002,0,2979,0.24215574703300277
is_kids_animation_watch_time,12302.0,34.84563485612096,101.76739589123345,0.0,0.0,0.0,1.0,1873.0,0,9016,0.7328889611445294
is_family_content_watch_time,12302.0,115.70451959031053,168.77900270538427,0.0,0.0,55.0,164.0,1873.0,0,3361,0.27320760851894
is_adult_content_watch_time,12302.0,46.47780848642497,98.21909739733539,0.0,0.0,0.0,56.0,1968.0,0,7222,0.5870590147943424
is_korean_content_watch_time,12302.0,80.07933669322061,142.50267307591923,0.0,0.0,3.0,113.0,2137.0,0,5224,0.4246463989595188
is_us_content_watch_time,12302.0,158.80539749634207,207.4191803435962,0.0,3.0,100.0,228.0,4388.0,0,2169,0.17631279466753375
is_japanese_content_watch_time,12302.0,14.099252154121281,47.864492672730925,0.0,0.0,0.0,0.0,724.0,0,9461,0.7690619411477808
is_recent_content_watch_time,12302.0,108.12502032189887,156.7326460087772,0.0,1.0,49.0,151.0,1986.0,0,3069,0.249471630629166
is_old_content_watch_time,12302.0,61.78328727036254,116.10965408490598,0.0,0.0,0.0,97.0,1803.0,0,6438,0.5233295399122094
is_long_movie_watch_time,12302.0,100.44862623963583,165.93070010875678,0.0,0.0,10.0,143.0,3160.0,0,4903,0.39855308079986995
is_short_content_watch_time,12302.0,2.0602341082750772,15.100897322785368,0.0,0.0,0.0,0.0,342.0,0,11738,0.9541537961307105
is_kids_animation_ratio,12302.0,0.14210008045458858,0.3100893955380225,0.0,0.0,0.0,0.00641025641025641,1.0,0,9016,0.7328889611445294
is_family_content_ratio,12302.0,0.41377649859759036,0.40448137801734013,0.0,0.0,0.297716658017644,0.8934789989329712,1.0,0,3361,0.27320760851894
is_adult_content_ratio,12302.0,0.1467023152095405,0.2608857781107445,0.0,0.0,0.0,0.20384562462447312,1.0,0,7222,0.5870590147943424
is_korean_content_ratio,12302.0,0.26270688609579035,0.34280749833432284,0.0,0.0,0.054106330702075385,0.4579053897756188,1.0,0,5224,0.4246463989595188
is_us_content_ratio,12302.0,0.5111379021249771,0.3882095240075932,0.0,0.09297526442442218,0.5026741026741026,0.9790933098591549,1.0,0,2169,0.17631279466753375
is_japanese_content_ratio,12302.0,0.05961545422610348,0.1826979865965801,0.0,0.0,0.0,0.0,1.0,0,9461,0.7690619411477808
is_recent_content_ratio,12302.0,0.3910669409999659,0.3841151368203136,0.0,0.0011809596896250347,0.2869612838706605,0.74567224033442,1.0,0,3069,0.249471630629166
is_old_content_ratio,12302.0,0.17741824859516564,0.2768543265461525,0.0,0.0,0.0,0.2845942739379608,1.0,0,6438,0.5233295399122094
is_long_movie_ratio,12302.0,0.27598403304823366,0.3352969159459626,0.0,0.0,0.11003628572186695,0.496422147995889,1.0,0,4903,0.39855308079986995
is_short_content_ratio,12302.0,0.006902026960071705,0.05983153129033092,0.0,0.0,0.0,0.0,1.0,0,11738,0.9541537961307105
avg_runtime_weighted,12302.0,111.22948413291239,20.87588069873474,5.0,99.9,108.33695652173913,118.90733902775426,271.3,0,0,0.0
avg_release_year_weighted,12302.0,1981.130338887527,256.06227579983624,0.0,2011.6325652954479,2015.7482672450374,2018.3561011651705,2026.0,0,202,0.016420094293610795
avg_content_age_from_2021_weighted,12302.0,6.684650545085775,6.3687908205159305,-5.0,2.4072513307587933,5.007402753496503,9.0,74.0,0,593,0.04820354413916436
tag_ratio_SF_판타지,12302.0,0.17941588809302816,0.3051019597285857,0.0,0.0,0.0,0.25,1.0,0,6840,0.5560071533084051
tag_ratio_가족,12302.0,0.1012590881281931,0.24999176143086893,0.0,0.0,0.0,0.0,1.0,0,9381,0.7625589335067469
tag_ratio_공포,12302.0,0.03540757579134854,0.13439324121341853,0.0,0.0,0.0,0.0,1.0,0,10418,0.8468541700536498
tag_ratio_기타,12302.0,0.10814352342425503,0.22767466857940488,0.0,0.0,0.0,0.1018126177024482,1.0,0,7751,0.6300601528206796
tag_ratio_다큐_교양,12302.0,0.03338820780084171,0.12977757694707212,0.0,0.0,0.0,0.0,1.0,0,10283,0.835880344659405
tag_ratio_드라마,12302.0,0.41123457435461264,0.37227618217320485,0.0,0.0,0.37182708413864196,0.7339119530064022,1.0,0,3174,0.25800682815802306
tag_ratio_로맨스,12302.0,0.150344800964347,0.26539363428130086,0.0,0.0,0.0,0.21032554515349092,1.0,0,7037,0.5720208096244513
tag_ratio_모험_어드벤처,12302.0,0.1673421099286343,0.30008008827503263,0.0,0.0,0.0,0.2116147741147741,1.0,0,7363,0.5985205657616648
tag_ratio_스릴러_범죄,12302.0,0.24158264889910097,0.3154838282742162,0.0,0.0,0.046620299934796786,0.42097598870056496,1.0,0,5113,0.41562347585758413
tag_ratio_애니메이션_키즈,12302.0,0.14210008045458858,0.3100893955380225,0.0,0.0,0.0,0.00641025641025641,1.0,0,9016,0.7328889611445294
tag_ratio_액션,12302.0,0.35416219494953377,0.37315829338582107,0.0,0.0,0.24358786993058093,0.6571051135629571,1.0,0,4039,0.32832059827670296
tag_ratio_전쟁_재난,12302.0,0.08129610373119354,0.20372421355868353,0.0,0.0,0.0,0.0,1.0,0,9299,0.755893350674687
tag_ratio_코미디,12302.0,0.2289081760859421,0.3160663542331919,0.0,0.0,0.037825270499865865,0.3726589991261838,1.0,0,5266,0.4280604779710616
alloc_ratio_SF_판타지,12302.0,0.06167842042758288,0.11420426213895568,0.0,0.0,0.0,0.07796648550724637,1.0,0,6840,0.5560071533084051
alloc_ratio_가족,12302.0,0.029837211972890097,0.07922233897018169,0.0,0.0,0.0,0.0,1.0,0,9381,0.7625589335067469
alloc_ratio_공포,12302.0,0.018738686267363486,0.0801000547699571,0.0,0.0,0.0,0.0,1.0,0,10418,0.8468541700536498
alloc_ratio_기타,12302.0,0.04917284859968098,0.12091363651009775,0.0,0.0,0.0,0.03650592978091996,1.0,0,7751,0.6300601528206796
alloc_ratio_다큐_교양,12302.0,0.0319543569686963,0.12519124201265358,0.0,0.0,0.0,0.0,1.0,0,10283,0.835880344659405
alloc_ratio_드라마,12302.0,0.22000680956394056,0.2389439821340012,0.0,0.0,0.1624271561771562,0.3378807448068023,1.0,0,3174,0.25800682815802306
alloc_ratio_로맨스,12302.0,0.06065051052863699,0.1183219991472324,0.0,0.0,0.0,0.07323684368398274,1.0,0,7037,0.5720208096244513
alloc_ratio_모험_어드벤처,12302.0,0.05332883068362149,0.10304471123901883,0.0,0.0,0.0,0.06030776073879522,0.991869918699187,0,7363,0.5985205657616648
alloc_ratio_스릴러_범죄,12302.0,0.11986336722709014,0.1784569394467984,0.0,0.0,0.020803140096618357,0.1908166344760985,1.0,0,5113,0.41562347585758413
alloc_ratio_애니메이션_키즈,12302.0,0.06581446908988257,0.17143599158166847,0.0,0.0,0.0,0.003552490716269111,1.0,0,9016,0.7328889611445294
alloc_ratio_액션,12302.0,0.16486453088988787,0.20520957971556242,0.0,0.0,0.09036582718193661,0.2809691382500661,1.0,0,4039,0.32832059827670296
alloc_ratio_전쟁_재난,12302.0,0.0315508324537573,0.08631135425116641,0.0,0.0,0.0,0.0,1.0,0,9299,0.755893350674687
alloc_ratio_코미디,12302.0,0.09212759856104384,0.14764291952148065,0.0,0.0,0.014421940352791417,0.13578433625793157,1.0,0,5266,0.4280604779710616
rating_ratio_12세,12302.0,0.22442265281334853,0.3198580671197015,0.0,0.0,0.019580457881476613,0.373440041156361,1.0,0,5288,0.42984880507234596
rating_ratio_15세,12302.0,0.32292256118657203,0.33797849657068846,0.0,0.0,0.24306590395616018,0.549934554973822,1.0,0,3766,0.30612908470167455
rating_ratio_7세,12302.0,0.0001731684098324731,0.011098284912118396,0.0,0.0,0.0,0.0,1.0,0,12294,0.9993496992358966
rating_ratio_국민학생관람불가,12302.0,0.0004997294450370859,0.014887600368041792,0.0,0.0,0.0,0.0,1.0,0,12247,0.9955291822467891
rating_ratio_전체,12302.0,0.18008308800258033,0.32857873116655,0.0,0.0,0.0,0.19504147004147004,1.0,0,7559,0.6144529344821981
rating_ratio_청불,12302.0,0.16160213165030204,0.2669924285156806,0.0,0.0,0.0,0.24074102920632007,1.0,0,6682,0.543163713217363
country_ratio_chinese,12302.0,0.03110913329655346,0.11238340182599475,0.0,0.0,0.0,0.0,1.0,0,9628,0.7826369695984393
country_ratio_french,12302.0,0.037737915669643074,0.11865333348095147,0.0,0.0,0.0,0.0028735632183908046,1.0,0,8925,0.7254917899528532
country_ratio_hongkong,12302.0,0.014571020854127337,0.07207372319891434,0.0,0.0,0.0,0.0,1.0,0,10717,0.8711591611120143
country_ratio_japanese,12302.0,0.041203730059692655,0.14192684382889503,0.0,0.0,0.0,0.0,1.0,0,9461,0.7690619411477808
country_ratio_korean,12302.0,0.22727675434158826,0.31596851451657254,0.0,0.0,0.03162886028630899,0.37573614484203505,1.0,0,5224,0.4246463989595188
country_ratio_other_foreign,12302.0,0.135722895945175,0.22062709338107228,0.0,0.0,0.00413650907722054,0.20831780923994037,1.0,0,5794,0.47098032840188586
country_ratio_uk,12302.0,0.04758542368870496,0.1201695019437928,0.0,0.0,0.0,0.03201429209953047,1.0,0,7929,0.6445293448219802
country_ratio_us,12302.0,0.447458348266955,0.3724960889268045,0.0,0.05833429030776298,0.40172141888243584,0.8004213483146068,1.0,0,2169,0.17631279466753375
korean_content_ratio_from_country,12302.0,0.22727675434158826,0.31596851451657254,0.0,0.0,0.03162886028630899,0.37573614484203505,1.0,0,5224,0.4246463989595188
us_content_ratio_from_country,12302.0,0.447458348266955,0.3724960889268045,0.0,0.05833429030776298,0.40172141888243584,0.8004213483146068,1.0,0,2169,0.17631279466753375
japanese_content_ratio_from_country,12302.0,0.041203730059692655,0.14192684382889503,0.0,0.0,0.0,0.0,1.0,0,9461,0.7690619411477808
other_foreign_content_ratio_from_country,12302.0,0.135722895945175,0.22062709338107228,0.0,0.0,0.00413650907722054,0.20831780923994037,1.0,0,5794,0.47098032840188586
