iter	Passed	Remaining
243	3792	3979
244	3806	3961
245	3820	3944
246	3837	3931
247	3854	3916
248	3870	3901
249	3885	3885
250	3899	3868
251	3912	3850
252	3925	3832
253	3939	3815
254	3954	3799
255	3970	3784
256	3986	3769
257	4002	3754
258	4019	3739
259	4033	3723
260	4050	3709
261	4068	3696
262	4085	3681
263	4101	3666
264	4117	3651
265	4133	3636
266	4150	3622
267	4167	3608
268	4185	3594
269	4203	3581
270	4221	3567
271	4238	3552
272	4254	3537
273	4272	3523
274	4288	3508
275	4304	3493
276	4320	3478
277	4336	3463
278	4352	3447
279	4367	3431
280	4383	3416
281	4399	3401
282	4418	3388
283	4436	3374
284	4452	3358
285	4468	3343
286	4484	3327
287	4499	3312
288	4515	3296
289	4531	3281
290	4546	3265
291	4563	3251
292	4582	3237
293	4598	3221
294	4614	3206
295	4629	3190
296	4642	3172
297	4656	3156
298	4670	3139
299	4683	3122
300	4696	3105
301	4710	3088
302	4723	3071
303	4737	3054
304	4751	3037
305	4768	3023
306	4782	3006
307	4799	2992
308	4816	2976
309	4833	2962
310	4852	2949
311	4870	2934
312	4888	2920
313	4904	2905
314	4920	2889
315	4936	2874
316	4952	2858
317	4969	2844
318	4986	2829
319	5005	2815
320	5021	2800
321	5036	2784
322	5051	2768
323	5067	2752
324	5083	2737
325	5101	2722
326	5115	2706
327	5130	2690
328	5146	2675
329	5164	2660
330	5180	2645
331	5197	2630
332	5214	2615
333	5228	2598
334	5241	2581
335	5253	2564
336	5269	2548
337	5284	2532
338	5298	2516
339	5313	2500
340	5327	2483
341	5341	2467
342	5356	2451
343	5372	2436
344	5389	2421
345	5404	2405
346	5421	2390
347	5434	2373
348	5447	2357
349	5461	2340
350	5475	2324
351	5490	2308
352	5506	2292
353	5518	2276
354	5531	2259
355	5545	2242
356	5561	2227
357	5578	2212
358	5595	2197
359	5613	2183
360	5630	2167
361	5644	2151
362	5657	2135
363	5671	2118
364	5686	2103
365	5701	2087
366	5713	2070
367	5727	2054
368	5743	2038
369	5759	2023
370	5776	2008
371	5794	1993
372	5811	1978
373	5824	1962
374	5839	1946
375	5853	1930
376	5867	1914
377	5880	1898
378	5892	1881
379	5906	1865
380	5921	1849
381	5938	1834
382	5957	1819
383	5978	1805
384	5998	1791
385	6016	1776
386	6031	1761
387	6046	1745
388	6062	1729
389	6076	1713
390	6088	1697
391	6103	1681
392	6117	1665
393	6134	1650
394	6150	1634
395	6166	1619
396	6179	1603
397	6193	1587
398	6207	1571
399	6219	1554
400	6232	1538
401	6245	1522
402	6263	1507
403	6280	1492
404	6297	1477
405	6312	1461
406	6329	1446
407	6344	1430
408	6359	1414
409	6375	1399
410	6390	1383
411	6405	1368
412	6417	1351
413	6430	1335
414	6443	1319
415	6457	1303
416	6473	1288
417	6489	1273
418	6506	1257
419	6522	1242
420	6539	1227
421	6556	1211
422	6572	1196
423	6588	1180
424	6603	1165
425	6618	1149
426	6631	1133
427	6645	1117
428	6658	1101
429	6672	1086
430	6687	1070
431	6702	1054
432	6718	1039
433	6735	1024
434	6751	1008
435	6767	993
436	6785	978
437	6800	962
438	6814	946
439	6827	931
440	6840	915
441	6854	899
442	6867	883
443	6882	868
444	6896	852
445	6910	836
446	6922	820
447	6938	805
448	6958	790
449	6972	774
450	6987	759
451	7001	743
452	7015	727
453	7029	712
454	7044	696
455	7058	681
456	7070	665
457	7084	649
458	7098	634
459	7114	618
460	7131	603
461	7147	587
462	7162	572
463	7175	556
464	7191	541
465	7204	525
466	7218	510
467	7231	494
468	7244	478
469	7261	463
470	7277	448
471	7296	432
472	7311	417
473	7327	401
474	7342	386
475	7358	370
476	7374	355
477	7391	340
478	7408	324
479	7428	309
480	7447	294
481	7467	278
482	7486	263
483	7503	248
484	7521	232
485	7539	217
486	7556	201
487	7573	186
488	7590	170
489	7608	155
490	7625	139
491	7642	124
492	7657	108
493	7671	93
494	7686	77
495	7700	62
496	7715	46
497	7730	31
498	7742	15
499	7758	0
