file_path,file_role,sha256_before,sha256_after,size_before,size_after,status
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_metric_summary.csv,input,b7ab83f13f520042506d38cb96983bd7c05d4a7f54ca9523ba8d8528b142a5bf,b7ab83f13f520042506d38cb96983bd7c05d4a7f54ca9523ba8d8528b142a5bf,1235,1235,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_readiness_for_shap_segmentation.csv,input,777b8d3bf2452c8f13dce7885944802c10f800a90842b4b117a3e53ee7015b9d,777b8d3bf2452c8f13dce7885944802c10f800a90842b4b117a3e53ee7015b9d,2227,2227,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_long.csv,input,3ddd6ba3ddac3f9ca1a4a2cdbc4cc8e816d23a6ca110071a40e51512a0a4531f,3ddd6ba3ddac3f9ca1a4a2cdbc4cc8e816d23a6ca110071a40e51512a0a4531f,13852127,13852127,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide.csv,input,1f3af6a7d7baf8a1536f40510796b07125e8410f43bfb3dcac63f17e970ad452,1f3af6a7d7baf8a1536f40510796b07125e8410f43bfb3dcac63f17e970ad452,6227550,6227550,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide_promo0.csv,input,faf40d90f82a4469f73cd3fb241a278500c3947760e29e5378cbfb7190539738,faf40d90f82a4469f73cd3fb241a278500c3947760e29e5378cbfb7190539738,3019403,3019403,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_wide_promo1.csv,input,07786fd8fb2532ed59f98c0113f961e0650735f0763cb04e24b77db4552f5adf,07786fd8fb2532ed59f98c0113f961e0650735f0763cb04e24b77db4552f5adf,3208441,3208441,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_family_interpretation_handoff_for_17.csv,input,36df3af350f1718c5c77d1e9e385eb2b490f1ed7330902b25b2f36b230c5a944,36df3af350f1718c5c77d1e9e385eb2b490f1ed7330902b25b2f36b230c5a944,3689,3689,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_feature_family_mapping_hotfix.csv,input,0c7927ef264afa462e54f153ce30057c8dc6b8c0f48ce70e5122f36358c024ae,0c7927ef264afa462e54f153ce30057c8dc6b8c0f48ce70e5122f36358c024ae,19822,19822,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_promo1_vs_promo0_shap_comparison_hotfix.csv,input,4ba75788c760671d67f53e19de98952b2507df47bffdaa6ad12a074933ecd42b,4ba75788c760671d67f53e19de98952b2507df47bffdaa6ad12a074933ecd42b,49574,49574,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_shap_family_importance_hotfix.csv,input,1fb89776e04beea9ad45ff6d407f91bea1ca0b83bcf475b9171ebfd1a013ba32,1fb89776e04beea9ad45ff6d407f91bea1ca0b83bcf475b9171ebfd1a013ba32,9239,9239,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_demographic_context_audit_for_shap.csv,input,4d04a5a47b1dc2b13c57b8a5ed4bcd049ba34488aafe60c4fcac17f097943916,4d04a5a47b1dc2b13c57b8a5ed4bcd049ba34488aafe60c4fcac17f097943916,3795,3795,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_is_churn_prevented_interpretation_audit.csv,input,d4a948525ed8a63535e121691b3aa9bb95b28d45a13e000ddfe2da48330f60f2,d4a948525ed8a63535e121691b3aa9bb95b28d45a13e000ddfe2da48330f60f2,1520,1520,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_promo1_vs_promo0_shap_comparison.csv,input,5bbe1ef587cdd952d0f27b15608f81602c873cf7eedaf7b078c3ea16289390db,5bbe1ef587cdd952d0f27b15608f81602c873cf7eedaf7b078c3ea16289390db,48296,48296,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_readiness_for_segmentation.csv,input,6351c6afae48062943fae0efc87dd233df134d527f5c0333a49e2eb77d598e39,6351c6afae48062943fae0efc87dd233df134d527f5c0333a49e2eb77d598e39,1850,1850,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_family_importance.csv,input,4eabf77e8f439f14babd56630d3d07953cbfec1c58e9234fdb6070210d547c7d,4eabf77e8f439f14babd56630d3d07953cbfec1c58e9234fdb6070210d547c7d,6515,6515,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_global_importance.csv,input,94218bf019a217f5c0658e200980655715e3bac15b3c157dcc6de758c775efb9,94218bf019a217f5c0658e200980655715e3bac15b3c157dcc6de758c775efb9,48469,48469,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_base_datamart_validation.csv,17_output,8de0179078262331bd5cab51f278b764816d987a88964aae69cf3bd7c05e0225,8de0179078262331bd5cab51f278b764816d987a88964aae69cf3bd7c05e0225,389,389,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_internal_multiflag_assignment.csv,17_output,e84fd4aff12384ebaf877411b2efe69963006668a9768f8ba6ef0bd6a0ee35cd,e84fd4aff12384ebaf877411b2efe69963006668a9768f8ba6ef0bd6a0ee35cd,2917446,2917446,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_internal_multiflag_definitions.csv,17_output,f17568f4f2bc75f11c5d8d3839d5642bc2bc64c799175d3bc8cc2376826de12f,f17568f4f2bc75f11c5d8d3839d5642bc2bc64c799175d3bc8cc2376826de12f,8585,8585,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,17_output,17e58e5b246766bbd3c3124c608a42b14b26180d947e2a79e3665a6d78617b3d,17e58e5b246766bbd3c3124c608a42b14b26180d947e2a79e3665a6d78617b3d,1187,1187,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_representative_segment_assignment.csv,17_output,85403429f93180698eced2e4fe029beccfd5eff186921935c083a80fb4f29b25,85403429f93180698eced2e4fe029beccfd5eff186921935c083a80fb4f29b25,4123234,4123234,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_representative_segment_rules.csv,17_output,029cb84b735f0cea5617df0ab17254fb732ad2ea0451fcdb8f0f135d57c60bcd,029cb84b735f0cea5617df0ab17254fb732ad2ea0451fcdb8f0f135d57c60bcd,4820,4820,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_SHAP_family_evidence_link.csv,17_output,74d8626e022b948b52cd8ab190da35e501aca3cdf7510d3527b9f64170bed1bb,74d8626e022b948b52cd8ab190da35e501aca3cdf7510d3527b9f64170bed1bb,11214,11214,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_action_personalization_matrix.csv,17_output,9acb794522b31a4e6299bf8a61a505c118081c60b8912b10df5a7051762099b4,9acb794522b31a4e6299bf8a61a505c118081c60b8912b10df5a7051762099b4,6934,6934,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_age_gender_behavior_profile.csv,17_output,bed62ad06b09a0800b834f333e53594308ad85f3ae9b90bc67a8f1e28cedd46e,bed62ad06b09a0800b834f333e53594308ad85f3ae9b90bc67a8f1e28cedd46e,260357,260357,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_business_action_candidates.csv,17_output,591bf357c712095cc90bb783b50ffafbd507eb263ed6e97a6c582dabc782a73a,591bf357c712095cc90bb783b50ffafbd507eb263ed6e97a6c582dabc782a73a,6676,6676,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_caveat_and_rejected_alternatives.md,17_output,1c3d08fc8af1847c5617f4e78597b613a82d2b1a0382ab3b683221dd594999c6,1c3d08fc8af1847c5617f4e78597b613a82d2b1a0382ab3b683221dd594999c6,1136,1136,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_demographic_profile.csv,17_output,65834be0c84b776ed908efa8073961659acd6a4af77e400b1154a4e39da01308,65834be0c84b776ed908efa8073961659acd6a4af77e400b1154a4e39da01308,42906,42906,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_feature_profile.csv,17_output,13be6d5aff74ea5a7bc82a33248be6912684d2050651b22ec7cdedd9c1f226fc,13be6d5aff74ea5a7bc82a33248be6912684d2050651b22ec7cdedd9c1f226fc,296215,296215,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_rationale_evidence_table.csv,17_output,876ef3cd451bc8a01d910b2d04356cec1b527b183ed35648f287b3683b480891,876ef3cd451bc8a01d910b2d04356cec1b527b183ed35648f287b3683b480891,22007,22007,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_rationale_memo_for_executives.md,17_output,d654f567085258e3891b5cb38e3119f6251f64527f9696801a4b71b57674e53d,d654f567085258e3891b5cb38e3119f6251f64527f9696801a4b71b57674e53d,7929,7929,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segment_summary.csv,17_output,d56a58555fd12930387f07ce612daef5ee212847678cb857a435a812800bb0b3,d56a58555fd12930387f07ce612daef5ee212847678cb857a435a812800bb0b3,6784,6784,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_segmentation_base_datamart.csv,17_output,f308768a6e04b3900c4a0ac9722b1226b18bb3a67ff45aa2c20cc7444b0ccddf,f308768a6e04b3900c4a0ac9722b1226b18bb3a67ff45aa2c20cc7444b0ccddf,15754590,15754590,unchanged
PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\README.md,17_output,2e88dfaec2f99ee4564c651d242279f73e70e027003394037a2b9b3e9f4d69c7,2e88dfaec2f99ee4564c651d242279f73e70e027003394037a2b9b3e9f4d69c7,2415,2415,unchanged
