trial,objective_value,mean_valid_auc,mean_train_auc,gap,overfit,param_n_estimators,param_learning_rate,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_subsample,param_max_features
44,0.8700054467541194,0.8781373190699864,0.8944010637017202,0.016263744631733856,False,226,0.04730935734585016,2,118,483,0.7201962805449689,
45,0.865169518510243,0.8723563392425333,0.8867299807071138,0.014373641464580533,False,211,0.04817309311080135,2,84,459,0.6738204844056626,sqrt
46,0.8406779632374376,0.8444802009462418,0.8520846763638501,0.007604475417608336,False,143,0.04794589348016615,1,60,400,0.7301426930832732,
47,0.8699181132833544,0.8817428946846224,0.9053924574871584,0.02364956280253594,False,242,0.04182037767359859,3,276,552,0.6541791160540191,
48,0.8456897228575848,0.8503127164684997,0.8595587036903296,0.009245987221829899,False,230,0.013574143511374467,2,194,351,0.7399618537532139,
49,0.8600817212848131,0.865828844253097,0.8773230901896649,0.011494245936567893,False,110,0.0499168867209288,2,125,259,0.7139407146152051,
50,0.8684801145620378,0.8785689822364355,0.898746717585231,0.02017773534879541,False,222,0.03957012505354617,3,79,472,0.6914725575141865,sqrt
51,0.8700976921495518,0.8780517523644213,0.8939598727941604,0.015908120429739103,False,249,0.04346618217862556,2,174,440,0.7011206677200833,
52,0.8703520229111115,0.8788454886313126,0.895832420071715,0.01698693144040242,False,242,0.04789777958553201,2,153,431,0.7230860864735386,
53,0.8699521811056632,0.8785769903050757,0.8958266087039009,0.017249618398825106,False,240,0.04815867877207148,2,138,415,0.7262709992433155,
54,0.8699392976732122,0.8783299233422392,0.8951111746802933,0.016781251338054082,False,230,0.04824834976206399,2,111,508,0.7487506581404502,
55,0.8704361402588923,0.8785514544594728,0.8947820828606339,0.016230628401161074,False,242,0.04484556299441144,2,98,392,0.7152052780542766,
56,0.8603778377501212,0.8664148477365943,0.8784888677095403,0.012074019972945993,False,124,0.04693033610839782,2,162,385,0.7148504223165575,
57,0.8688612641753328,0.8766660948961181,0.8922757563376887,0.01560966144157061,False,217,0.045008333722331775,2,122,322,0.6793773236934751,
58,0.8703639823042089,0.8786227720776338,0.8951403516244838,0.01651757954684996,False,230,0.048781201499061684,2,146,361,0.7489158966376279,
59,0.8682454511297638,0.8764134304876361,0.8927493892033806,0.01633595871574456,False,195,0.0499375375805707,2,65,355,0.763098699364076,
60,0.8682447073352708,0.8760854407671392,0.8917669076308762,0.015681466863736948,False,233,0.04050949106083988,2,108,272,0.74608804770623,
61,0.8706287188293851,0.8788821611942446,0.8953890459239634,0.01650688472971884,False,242,0.04649587665974196,2,153,327,0.7249631409207757,
62,0.8701871307024047,0.8783383178071318,0.8946406920165858,0.016302374209454018,False,241,0.046320559960981535,2,173,325,0.73151672719235,
63,0.8698340949142117,0.8775299740709437,0.8929217323844076,0.015391758313463955,False,229,0.04447030949289212,2,138,399,0.7074727309891743,
64,0.8700548131484447,0.8782342322220025,0.8945930703691181,0.016358838147115584,False,221,0.048844979492142136,2,146,301,0.7539688127048076,
65,0.8677282478434033,0.8747796587989851,0.8888824807101487,0.014102821911163632,False,207,0.042064890924371864,2,155,336,0.6899010002804224,
66,0.8696418309285752,0.8783220273310361,0.8956824201359581,0.017360392804921965,False,244,0.04628316680586715,2,98,454,0.7638696527593511,
67,0.8602645263989426,0.8660840562015999,0.8777231158069145,0.011639059605314639,False,234,0.02467741877773052,2,180,374,0.7351961511984338,
68,0.8672119274245564,0.8745679499956307,0.8892799951377792,0.014712045142148522,False,250,0.04458677197502112,2,90,365,0.7150997558494441,sqrt
69,0.871155689419824,0.8790751225864826,0.8949139889197996,0.015838866333316992,False,243,0.046978442305793414,2,189,423,0.70555939785413,
70,0.870149666133575,0.877566284213877,0.8923995203744808,0.014833236160603835,False,244,0.042833857981064274,2,204,427,0.6727185906409213,
71,0.870660468121567,0.8786256339589558,0.8945559656337331,0.01593033167477731,False,238,0.04690345489489072,2,165,491,0.7058137882186264,
72,0.8705813168995534,0.8782234840461693,0.8935078183394012,0.015284334293231838,False,237,0.04552214914469555,2,197,496,0.7030553738418113,
73,0.8700772629765992,0.8778488748985348,0.8933920987424061,0.015543223843871301,False,236,0.046293150760058764,2,219,496,0.702793973462956,
74,0.8698275403841993,0.8773463741437559,0.8923840416628692,0.015037667519113285,False,219,0.047185191733534936,2,196,517,0.6918912149593615,
75,0.8694263336084258,0.8773235580886258,0.8931180070490259,0.015794448960400054,False,237,0.04565099424480513,2,182,549,0.6612627503955553,
76,0.8693883479017079,0.8766764504923493,0.8912526556736321,0.014576205181282775,False,227,0.04366710476788525,2,214,481,0.682670405861358,
77,0.8714292304466175,0.8797003027632948,0.8962424473966495,0.016542144633354683,False,246,0.048976290351863176,2,189,473,0.7083989692888751,
78,0.8695650128578247,0.8771386616770822,0.8922859593155973,0.015147297638515078,False,211,0.04917132431611467,2,194,490,0.7066418330990241,
79,0.8661531735613446,0.8723162559944576,0.8846424208606838,0.012326164866226175,False,164,0.047160080409510176,2,228,524,0.7253160853277123,
80,0.8179365854064373,0.82168240272345,0.8291740373574751,0.007491634634025135,False,98,0.018609629518197224,2,188,541,0.7207378720860084,sqrt
81,0.8703594595004019,0.878602181271202,0.8950876248128022,0.016485443541600198,False,246,0.04576141958198493,2,169,452,0.6978727405106891,
82,0.8707123479074921,0.8789110115675959,0.8953083388878035,0.0163973273202076,False,238,0.0490236383781687,2,187,468,0.6854841286727613,
83,0.8705326837021037,0.8787014882628352,0.8950390973842982,0.01633760912146298,False,235,0.04900504284121121,2,186,472,0.6866862377253852,
84,0.8698345681464881,0.8777912190757595,0.8937045209343024,0.015913301858542894,False,225,0.04904046477561798,2,188,509,0.6752252439280334,
85,0.8700695299922251,0.8780927891102381,0.8941393073462642,0.016046518236026097,False,234,0.04745191753098134,2,212,466,0.6858588108092358,
86,0.8704735845655456,0.878907836985453,0.895776341825268,0.016868504839814946,False,240,0.04883039701073089,2,166,478,0.7084142824803487,
87,0.8701682140286858,0.8782277328906559,0.8943467706145961,0.01611903772394019,False,244,0.046613758178931514,2,198,498,0.6698594037608762,
88,0.8701922679398493,0.8785754156961805,0.8953417112088428,0.016766295512662288,False,232,0.049407066951175624,2,179,574,0.8862988210836256,
89,0.8401210616195963,0.844937164738629,0.8545693709766944,0.009632206238065377,False,56,0.0481064843439312,2,187,486,0.7410141453691174,
90,0.8701197006000853,0.8781533786169046,0.8942207346505432,0.016067356033638625,False,222,0.049831548722262156,2,204,421,0.7314174372671668,
91,0.8705769409754214,0.8787358509030373,0.8950536707582692,0.016317819855231952,False,250,0.04555788146814763,2,172,444,0.6952764953848675,
92,0.870635303089967,0.8786465697710553,0.8946691031332319,0.016022533362176627,False,246,0.04541194227141553,2,175,446,0.6969027807058795,
93,0.8703293794550023,0.8783980378591354,0.8945353546674015,0.016137316808266133,False,245,0.04539445846803413,2,175,458,0.6978814249475722,
94,0.871387111565664,0.8796224387446161,0.8960930931025203,0.01647065435790418,False,250,0.047447214832812536,2,158,434,0.711438143527365,
95,0.87044635483504,0.8786982046518348,0.8952019042854245,0.016503699633589664,False,238,0.04742396787147439,2,158,433,0.7172676762370618,
96,0.870097147876208,0.8780953246621319,0.8940916782339798,0.01599635357184792,False,245,0.0443043840394302,2,165,409,0.7066961239604979,
97,0.8707033968240688,0.8786716032510536,0.8946080161050233,0.015936412853969628,False,239,0.046896828952543254,2,193,284,0.7240228577207874,
98,0.8699211608517423,0.8779187979820827,0.8939140722427634,0.015995274260680703,False,228,0.04791971799582338,2,192,310,0.7330483691804253,
99,0.8640612465696018,0.870279772591546,0.8827168246354343,0.012437052043888341,False,214,0.042703578914098025,2,180,288,0.7199646381675089,sqrt
