feature_set_name,dataset_scope,model_name,feature_family,AARRR_stage,redundancy_family,mean_abs_shap_sum,mean_abs_shap_mean,feature_count,top_features,interpretation_caution
expanded_feature_set,overall_with_promotion,LightGBM,membership_context,Acquisition_context,registration_timeband_onehot_family,0.03753050312461113,0.009382625781152782,4,reg_hour_evening; reg_hour_morning; reg_hour_night; reg_hour_afternoon,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_with_promotion,LightGBM,onboarding_cold_start_fixed,Activation,not_clustered,0.20414683039451875,0.10207341519725938,2,is_cold_start_3d_fixed; is_cold_start_7d_fixed,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_with_promotion,LightGBM,profile_context_needs_review,Needs_user_review,payment_auth_default_demographic_artifact_family,0.12307361342680466,0.030768403356701165,4,age_group; is_male; is_female; is_user_verified,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_with_promotion,LightGBM,usage_retention_behavior,Retention,active_days_ratio_duplicate_like_family,0.028994519983889556,0.014497259991944778,2,watch_days; active_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_with_promotion,LightGBM,usage_retention_behavior,Retention,gap_recency_family,0.13444718818775905,0.022407864697959842,6,max_inactive_gap_days; recency; avg_gap_w3_watch_days; avg_gap_w1_watch_days; avg_gap_between_watch_days,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_with_promotion,LightGBM,usage_retention_behavior,Retention,not_clustered,0.74271704495733,0.04368923793866647,17,max_watch_time_min; median_watch_time_min; max_day_share; watch_ratio_under_1m; weekend_watch_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_with_promotion,LightGBM,usage_retention_behavior,Retention,watch_summary_volume_family,0.1355150106489135,0.0271030021297827,5,unique_movie; total_watch_time_min; watch_per_day; movie_per_active_day; total_watch_count,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_with_promotion,LightGBM,usage_retention_behavior,Retention,watch_time_session_pair_family,0.05973096188741149,0.029865480943705745,2,watch_session_w3; watch_session_w2,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_with_promotion,LightGBM,usage_retention_behavior,Retention,week_watch_level_change_ratio_family,1.6691663965342523,0.23845234236203602,7,watch_time_min_w3; retention_w2_ratio; retention_w3_ratio; diff_between_w2_w1; diff_between_w3_w2,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,content_preference_context,Retention_context,genre_ratio_compositional_family,1.6817598056631402,0.15288725506028547,11,drama_ratio; family_animation_ratio; romance_ratio; thriller_crime_ratio; action_adventure_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,content_preference_context,Retention_context,new_movie_nested_ratio_family,0.07654440943386064,0.02551480314462021,3,new_movie_in_180d_ratio; new_movie_in_365d_ratio; new_movie_in_90d_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,content_preference_context,Retention_context,not_clustered,0.19287519609009895,0.06429173203003298,3,genre_diversity_count; avg_ott_release_year; old_movie_ratio_5y,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,early_week1_watch_behavior,Activation,not_clustered,0.0407909569864507,0.02039547849322535,2,is_only_w1; is_w1_over_50pct,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,early_week1_watch_behavior,Activation,watch_time_session_pair_family,0.022924904581916174,0.022924904581916174,1,watch_session_w1,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,early_week1_watch_behavior,Activation,week_watch_level_change_ratio_family,0.06326549780712978,0.06326549780712978,1,watch_time_min_w1,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,historical_churn_prevention_context,Retention_context,not_clustered,0.08201052630060207,0.08201052630060207,1,is_churn_prevented,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,membership_context,Acquisition_context,not_clustered,0.020533277497932666,0.010266638748966333,2,payment_is_android; reg_is_weekend,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,membership_context,Acquisition_context,payment_auth_default_demographic_artifact_family,0.10367080190114879,0.0345569339670496,3,payment_is_ios; payment_is_mobile; payment_is_pc,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,membership_context,Acquisition_context,plan_onehot_family,0.1753970247342321,0.0584656749114107,3,is_basic; is_standard; is_premium,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,membership_context,Acquisition_context,registration_timeband_onehot_family,0.08344433736624761,0.020861084341561902,4,reg_hour_morning; reg_hour_evening; reg_hour_afternoon; reg_hour_night,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,onboarding_cold_start_fixed,Activation,not_clustered,0.2175015762495381,0.10875078812476904,2,is_cold_start_3d_fixed; is_cold_start_7d_fixed,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,profile_context_needs_review,Needs_user_review,payment_auth_default_demographic_artifact_family,0.2607429412173043,0.06518573530432607,4,is_user_verified; age_group; is_male; is_female,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,usage_retention_behavior,Retention,active_days_ratio_duplicate_like_family,0.030699306233684085,0.015349653116842043,2,watch_days; active_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,usage_retention_behavior,Retention,gap_recency_family,0.16334539292954156,0.027224232154923592,6,recency; max_inactive_gap_days; avg_gap_w3_watch_days; avg_gap_between_watch_days; avg_gap_w1_watch_days,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,usage_retention_behavior,Retention,not_clustered,0.8165907205348902,0.04803474826675825,17,max_watch_time_min; median_watch_time_min; max_day_share; watch_ratio_under_1m; weekend_watch_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,usage_retention_behavior,Retention,watch_summary_volume_family,0.1533739832265526,0.03067479664531052,5,unique_movie; watch_per_day; movie_per_active_day; total_watch_time_min; total_watch_count,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,usage_retention_behavior,Retention,watch_time_session_pair_family,0.07384648927895393,0.036923244639476965,2,watch_session_w3; watch_session_w2,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,overall_without_promotion,LightGBM,usage_retention_behavior,Retention,week_watch_level_change_ratio_family,1.657475194102808,0.23678217058611545,7,retention_w2_ratio; retention_w3_ratio; watch_time_min_w3; diff_between_w2_w1; diff_between_w3_w2,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,content_preference_context,Retention_context,genre_ratio_compositional_family,1.2895236694756675,0.11722942449778796,11,romance_ratio; drama_ratio; thriller_crime_ratio; family_animation_ratio; action_adventure_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,content_preference_context,Retention_context,new_movie_nested_ratio_family,0.03441198737401448,0.011470662458004826,3,new_movie_in_180d_ratio; new_movie_in_90d_ratio; new_movie_in_365d_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,content_preference_context,Retention_context,not_clustered,0.1375148642032487,0.04583828806774957,3,genre_diversity_count; avg_ott_release_year; old_movie_ratio_5y,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,early_week1_watch_behavior,Activation,not_clustered,0.02586906309672257,0.012934531548361284,2,is_only_w1; is_w1_over_50pct,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,early_week1_watch_behavior,Activation,watch_time_session_pair_family,0.006297321033332675,0.006297321033332675,1,watch_session_w1,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,early_week1_watch_behavior,Activation,week_watch_level_change_ratio_family,0.03399575743861781,0.03399575743861781,1,watch_time_min_w1,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,historical_churn_prevention_context,Retention_context,not_clustered,0.09396746808920987,0.09396746808920987,1,is_churn_prevented,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,membership_context,Acquisition_context,not_clustered,0.0036599737241774953,0.0018299868620887476,2,payment_is_android; reg_is_weekend,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,membership_context,Acquisition_context,payment_auth_default_demographic_artifact_family,0.011222742733638184,0.0037409142445460615,3,payment_is_pc; payment_is_mobile; payment_is_ios,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,membership_context,Acquisition_context,plan_onehot_family,0.14560784482437936,0.04853594827479312,3,is_basic; is_premium; is_standard,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,membership_context,Acquisition_context,registration_timeband_onehot_family,0.008276370052543534,0.0020690925131358834,4,reg_hour_night; reg_hour_evening; reg_hour_morning; reg_hour_afternoon,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,onboarding_cold_start_fixed,Activation,not_clustered,0.19098940988547541,0.09549470494273771,2,is_cold_start_3d_fixed; is_cold_start_7d_fixed,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,profile_context_needs_review,Needs_user_review,payment_auth_default_demographic_artifact_family,0.03524008966010065,0.008810022415025162,4,age_group; is_female; is_male; is_user_verified,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,usage_retention_behavior,Retention,active_days_ratio_duplicate_like_family,0.025263896175181676,0.012631948087590838,2,watch_days; active_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,usage_retention_behavior,Retention,gap_recency_family,0.14530617267447574,0.024217695445745955,6,avg_gap_w3_watch_days; max_inactive_gap_days; avg_gap_between_watch_days; recency; avg_gap_w1_watch_days,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,usage_retention_behavior,Retention,not_clustered,0.45730970228126966,0.026900570722427627,17,max_watch_time_min; median_watch_time_min; max_day_share; avg_watch_time_min; weekend_watch_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,usage_retention_behavior,Retention,watch_summary_volume_family,0.06956387646219805,0.013912775292439611,5,unique_movie; movie_per_active_day; total_watch_count; watch_per_day; total_watch_time_min,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,usage_retention_behavior,Retention,watch_time_session_pair_family,0.03617867204891016,0.01808933602445508,2,watch_session_w3; watch_session_w2,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,promotion_only,HistGradientBoosting,usage_retention_behavior,Retention,week_watch_level_change_ratio_family,1.4951262066451037,0.21358945809215765,7,watch_time_min_w3; retention_w2_ratio; retention_w3_ratio; diff_between_w2_w1; diff_between_w3_w2,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,content_preference_context,Retention_context,genre_ratio_compositional_family,1.5048199980198014,0.13680181800180014,11,drama_ratio; family_animation_ratio; thriller_crime_ratio; romance_ratio; action_adventure_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,content_preference_context,Retention_context,new_movie_nested_ratio_family,0.05487040610761446,0.018290135369204822,3,new_movie_in_90d_ratio; new_movie_in_180d_ratio; new_movie_in_365d_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,content_preference_context,Retention_context,not_clustered,0.12448561410496085,0.04149520470165362,3,genre_diversity_count; avg_ott_release_year; old_movie_ratio_5y,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,early_week1_watch_behavior,Activation,not_clustered,0.04447191076726771,0.022235955383633856,2,is_w1_over_50pct; is_only_w1,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,early_week1_watch_behavior,Activation,watch_time_session_pair_family,0.010469024524814251,0.010469024524814251,1,watch_session_w1,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,early_week1_watch_behavior,Activation,week_watch_level_change_ratio_family,0.030683983460605697,0.030683983460605697,1,watch_time_min_w1,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,historical_churn_prevention_context,Retention_context,not_clustered,0.08393424944373251,0.08393424944373251,1,is_churn_prevented,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,membership_context,Acquisition_context,not_clustered,0.031437529404320826,0.015718764702160413,2,payment_is_android; reg_is_weekend,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,membership_context,Acquisition_context,payment_auth_default_demographic_artifact_family,0.010363763534675227,0.0034545878448917424,3,payment_is_ios; payment_is_pc; payment_is_mobile,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,membership_context,Acquisition_context,plan_onehot_family,0.07865372517449334,0.02621790839149778,3,is_basic; is_standard; is_premium,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,membership_context,Acquisition_context,registration_timeband_onehot_family,0.030663775086685514,0.007665943771671378,4,reg_hour_evening; reg_hour_morning; reg_hour_night; reg_hour_afternoon,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,onboarding_cold_start_fixed,Activation,not_clustered,0.10822659891296593,0.054113299456482966,2,is_cold_start_3d_fixed; is_cold_start_7d_fixed,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,profile_context_needs_review,Needs_user_review,payment_auth_default_demographic_artifact_family,0.09045508937244769,0.02261377234311192,4,age_group; is_male; is_user_verified; is_female,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,usage_retention_behavior,Retention,active_days_ratio_duplicate_like_family,0.00537726077933866,0.00268863038966933,2,watch_days; active_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,usage_retention_behavior,Retention,gap_recency_family,0.1058494569080602,0.017641576151343367,6,max_inactive_gap_days; avg_gap_w1_watch_days; avg_gap_between_watch_days; recency; avg_gap_w3_watch_days,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,usage_retention_behavior,Retention,not_clustered,0.627020157084235,0.036883538652013825,17,median_watch_time_min; max_day_share; max_watch_time_min; std_watch_time_min; weekend_watch_ratio,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,usage_retention_behavior,Retention,watch_summary_volume_family,0.09591113311907173,0.019182226623814348,5,total_watch_time_min; movie_per_active_day; watch_per_day; total_watch_count; unique_movie,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,usage_retention_behavior,Retention,watch_time_session_pair_family,0.07041938194439934,0.03520969097219967,2,watch_session_w3; watch_session_w2,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
expanded_feature_set,nonpromotion_only,LightGBM,usage_retention_behavior,Retention,week_watch_level_change_ratio_family,1.7832947224946356,0.2547563889278051,7,watch_time_min_w3; retention_w3_ratio; retention_w2_ratio; diff_between_w2_w1; diff_between_w3_w2,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
conservative_safe_22,overall_with_promotion,CatBoost,early_week1_watch_behavior,Activation,not_clustered,0.1976779898442967,0.09883899492214834,2,is_only_w1; is_w1_over_50pct,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
conservative_safe_22,overall_with_promotion,CatBoost,early_week1_watch_behavior,Activation,watch_time_session_pair_family,0.012356736607167667,0.012356736607167667,1,watch_session_w1,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
conservative_safe_22,overall_with_promotion,CatBoost,early_week1_watch_behavior,Activation,week_watch_level_change_ratio_family,0.038738575867376494,0.038738575867376494,1,watch_time_min_w1,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
conservative_safe_22,overall_with_promotion,CatBoost,onboarding_cold_start_fixed,Activation,not_clustered,0.16254082801152864,0.08127041400576432,2,is_cold_start_3d_fixed; is_cold_start_7d_fixed,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
conservative_safe_22,overall_with_promotion,CatBoost,usage_retention_behavior,Retention,gap_recency_family,0.08565384682281531,0.02855128227427177,3,avg_gap_w3_watch_days; avg_gap_w1_watch_days; avg_gap_w2_watch_days,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
conservative_safe_22,overall_with_promotion,CatBoost,usage_retention_behavior,Retention,not_clustered,0.10928474832850583,0.02732118708212646,4,is_only_w3; is_only_w2; is_w3_over_50pct; is_w2_over_50pct,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
conservative_safe_22,overall_with_promotion,CatBoost,usage_retention_behavior,Retention,watch_time_session_pair_family,0.11518324025791456,0.05759162012895728,2,watch_session_w3; watch_session_w2,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
conservative_safe_22,overall_with_promotion,CatBoost,usage_retention_behavior,Retention,week_watch_level_change_ratio_family,1.2903111254717328,0.1843301607816761,7,watch_time_min_w3; retention_w3_ratio; retention_w2_ratio; diff_between_w2_w1; diff_between_w3_w2,Prefer family-level reading because correlated features can split SHAP importance; no feature removal was performed.
