dataset_scope,model_name,rank_in_scope,feature,feature_family,mean_abs_shap,mean_signed_shap
overall_with_promotion,LightGBM,32,total_watch_time_min,usage_retention_behavior,0.038468860534686435,-0.011537798904013722
overall_with_promotion,LightGBM,33,unique_movie,content_preference_context,0.0380545354604317,0.0019495330229244011
overall_with_promotion,LightGBM,34,recency,usage_retention_behavior,0.03666579987302464,-0.004348875421750265
overall_with_promotion,LightGBM,35,comedy_ratio,content_preference_context,0.03593213924950302,-0.0003489906785060135
overall_with_promotion,LightGBM,36,other_ratio,content_preference_context,0.03234634204175596,0.0030159189570833664
overall_with_promotion,LightGBM,37,historical_war_ratio,content_preference_context,0.031907474025830336,-0.001112993869316737
overall_with_promotion,LightGBM,38,watch_per_day,usage_retention_behavior,0.029462989696556384,0.0016932910483602726
overall_with_promotion,LightGBM,39,avg_rewatch_ratio,usage_retention_behavior,0.02905522554923389,-0.0008550987874587739
overall_with_promotion,LightGBM,40,is_w1_over_50pct,other_feature_family,0.02765382087484589,0.0025797835964871656
overall_with_promotion,LightGBM,41,watch_time_min_w2,usage_retention_behavior,0.02702078123154912,0.0016577740430425607
overall_with_promotion,LightGBM,42,avg_daily_watch_time_min,usage_retention_behavior,0.026346831721980664,-0.0010191559308622233
overall_with_promotion,LightGBM,43,movie_per_active_day,content_preference_context,0.026167056305091824,-0.00014851246446753217
overall_with_promotion,LightGBM,44,avg_gap_between_watch_days,usage_retention_behavior,0.026099600226943617,-0.0017026552768242644
overall_with_promotion,LightGBM,45,max_inactive_gap_days,usage_retention_behavior,0.02555029911191525,0.004530264731084506
overall_with_promotion,LightGBM,46,max_daily_watch_time_min,usage_retention_behavior,0.025440810838934277,-0.00807236582951837
overall_with_promotion,LightGBM,47,watch_ratio_under_5m,usage_retention_behavior,0.02406955072563883,-0.003337057427989521
overall_with_promotion,LightGBM,48,new_movie_in_90d_ratio,content_preference_context,0.023351478329884053,0.00011236332983118916
overall_with_promotion,LightGBM,49,is_only_w1,usage_retention_behavior,0.02283438208057758,0.004395622531024294
overall_with_promotion,LightGBM,50,total_watch_count,usage_retention_behavior,0.02211670067611156,-0.004245227966618061
overall_with_promotion,LightGBM,51,watch_session_w1,usage_retention_behavior,0.02150763634434482,0.006579633789629112
overall_with_promotion,LightGBM,52,watch_days,usage_retention_behavior,0.021131885950575958,-0.0013229003266252396
overall_with_promotion,LightGBM,53,reg_hour_evening,registration_context,0.020225673909940227,0.00025391372392774694
overall_with_promotion,LightGBM,54,is_male,demographic_proxy_caveat,0.02017173702387421,-0.00018755991777015627
overall_with_promotion,LightGBM,55,avg_gap_w1_watch_days,usage_retention_behavior,0.019578093142761155,0.003146461915833648
overall_with_promotion,LightGBM,56,old_movie_ratio_5y,content_preference_context,0.016321725395274968,-0.0017457412307558997
overall_with_promotion,LightGBM,57,reg_is_weekend,registration_context,0.014082154329894096,0.00013427471077132744
overall_with_promotion,LightGBM,58,is_female,demographic_proxy_caveat,0.01355817195161949,-4.57636773556952e-05
overall_with_promotion,LightGBM,59,day_count_over_3times,other_feature_family,0.013233683717968415,-0.0022495118816036564
overall_with_promotion,LightGBM,60,new_movie_in_365d_ratio,content_preference_context,0.012652922177421852,0.0030579585334544685
overall_with_promotion,LightGBM,61,is_user_verified,auth_proxy_caveat,0.011216658676533736,0.00017899466057422206
overall_with_promotion,LightGBM,62,watch_session_w2,usage_retention_behavior,0.008968042752351808,0.000470381143811258
overall_with_promotion,LightGBM,63,is_standard,membership_context,0.008466575284543507,1.1666259023968344e-05
overall_with_promotion,LightGBM,64,max_daily_sessions,usage_retention_behavior,0.007764774338956882,0.0012609260373995365
overall_with_promotion,LightGBM,65,documentary_ratio,content_preference_context,0.007270498625237862,0.0005607944749361759
overall_with_promotion,LightGBM,66,reg_hour_afternoon,registration_context,0.007015363427627588,0.00010893959348646034
overall_with_promotion,LightGBM,67,reg_hour_morning,registration_context,0.006198769934264009,-0.000202650283936733
overall_with_promotion,LightGBM,68,reg_hour_night,registration_context,0.005777343277792443,-2.476614918798824e-05
overall_with_promotion,LightGBM,69,active_ratio,other_feature_family,0.0042756991874794694,-0.00023791650560889063
overall_with_promotion,LightGBM,70,avg_gap_w2_watch_days,usage_retention_behavior,0.003985439094658351,6.424561565486976e-05
overall_with_promotion,LightGBM,71,is_w3_over_50pct,other_feature_family,0.0036460222783823147,0.0008407439722893855
overall_with_promotion,LightGBM,72,is_w2_over_50pct,other_feature_family,0.0036383763878188027,-0.001604883973688046
overall_with_promotion,LightGBM,73,is_premium,membership_context,0.0026950061693250082,-2.411537812637609e-05
overall_with_promotion,LightGBM,74,is_only_w3,usage_retention_behavior,0.0,0.0
overall_with_promotion,LightGBM,75,is_only_w2,usage_retention_behavior,0.0,0.0
overall_with_promotion,LightGBM,76,is_cold_start_7d_fixed,usage_retention_behavior,0.0,0.0
overall_without_promotion,LightGBM,1,retention_w2_ratio,usage_retention_behavior,0.38907084739909514,0.025222076541825306
overall_without_promotion,LightGBM,2,retention_w3_ratio,usage_retention_behavior,0.353880507324319,0.021832182405431704
overall_without_promotion,LightGBM,3,watch_time_min_w3,usage_retention_behavior,0.3532654354680483,-0.026139839657077862
overall_without_promotion,LightGBM,4,drama_ratio,content_preference_context,0.32484649630387974,0.017164705659266335
overall_without_promotion,LightGBM,5,family_animation_ratio,content_preference_context,0.29554662554446787,0.004529289417597436
overall_without_promotion,LightGBM,6,romance_ratio,content_preference_context,0.2798755932499344,0.019459464131341746
overall_without_promotion,LightGBM,7,thriller_crime_ratio,content_preference_context,0.27209749292850866,0.0008830735853076943
overall_without_promotion,LightGBM,8,action_adventure_ratio,content_preference_context,0.23989510283878968,-0.009414708798546534
overall_without_promotion,LightGBM,9,is_cold_start_3d_fixed,usage_retention_behavior,0.22349380723748855,-0.029975851319900427
overall_without_promotion,LightGBM,10,max_watch_time_min,usage_retention_behavior,0.19447316128831146,0.010959206600850625
overall_without_promotion,LightGBM,11,diff_between_w2_w1,usage_retention_behavior,0.19013835279037597,-0.01078954501683354
overall_without_promotion,LightGBM,12,is_user_verified,auth_proxy_caveat,0.1793949995940034,-0.000806119805686323
overall_without_promotion,LightGBM,13,diff_between_w3_w2,usage_retention_behavior,0.1719742967769306,0.0009080042826968212
overall_without_promotion,LightGBM,14,median_watch_time_min,usage_retention_behavior,0.1520304736272284,-0.009128242900907975
overall_without_promotion,LightGBM,15,is_basic,membership_context,0.1299768040910265,0.0028874495438132703
overall_without_promotion,LightGBM,16,diff_between_w3_w1,usage_retention_behavior,0.11217553094007798,-0.013021856849347046
overall_without_promotion,LightGBM,17,max_day_share,other_feature_family,0.1075587936623463,0.0052745982836289035
overall_without_promotion,LightGBM,18,genre_diversity_count,content_preference_context,0.10221133790293611,0.007835651901175163
overall_without_promotion,LightGBM,19,is_churn_prevented,other_feature_family,0.08831108977665338,-0.0013616483715377567
overall_without_promotion,LightGBM,20,age_group,demographic_proxy_caveat,0.07844750953133611,0.006624449663568113
overall_without_promotion,LightGBM,21,horror_ratio,content_preference_context,0.07738622012757275,-0.0024760652983684996
overall_without_promotion,LightGBM,22,watch_time_min_w1,usage_retention_behavior,0.06802567041357122,0.004909022447877371
overall_without_promotion,LightGBM,23,watch_session_w3,usage_retention_behavior,0.06762640622668553,-0.005756559579460611
overall_without_promotion,LightGBM,24,avg_ott_release_year,content_preference_context,0.06222579311675373,-0.00585467592872023
overall_without_promotion,LightGBM,25,std_watch_time_min,usage_retention_behavior,0.05946021966994828,-0.006053169620220048
overall_without_promotion,LightGBM,26,recency,usage_retention_behavior,0.059436894561011096,0.000986199071928905
overall_without_promotion,LightGBM,27,watch_ratio_under_1m,usage_retention_behavior,0.057757841577663296,0.0007578883029811002
overall_without_promotion,LightGBM,28,sf_fantasy_ratio,content_preference_context,0.053420368479109984,-0.003041187907239464
overall_without_promotion,LightGBM,29,weekend_watch_ratio,usage_retention_behavior,0.050935657259427385,-0.0022475068269119745
overall_without_promotion,LightGBM,30,avg_watch_time_min,usage_retention_behavior,0.050202153951775685,-0.004961539538226564
overall_without_promotion,LightGBM,31,watch_time_min_w2,usage_retention_behavior,0.04547728921742141,-0.0081926367324632
overall_without_promotion,LightGBM,32,new_movie_in_180d_ratio,content_preference_context,0.039839169526758346,0.00041470493915610505
overall_without_promotion,LightGBM,33,is_standard,membership_context,0.03969395554505289,8.834384640633358e-05
overall_without_promotion,LightGBM,34,comedy_ratio,content_preference_context,0.03925242935358694,0.0029573770730099637
overall_without_promotion,LightGBM,35,unique_movie,content_preference_context,0.03732123323028738,0.002152201721457262
overall_without_promotion,LightGBM,36,max_inactive_gap_days,usage_retention_behavior,0.03596517558864181,0.0007751708660676022
overall_without_promotion,LightGBM,37,is_male,demographic_proxy_caveat,0.03585056533102787,-0.0007389577873364859
overall_without_promotion,LightGBM,38,movie_per_active_day,content_preference_context,0.034553363400170185,0.0013550675003926056
overall_without_promotion,LightGBM,39,reg_hour_evening,registration_context,0.033781705584044815,0.0009150576720177718
overall_without_promotion,LightGBM,40,other_ratio,content_preference_context,0.03318353171368463,0.0018624085707813168
overall_without_promotion,LightGBM,41,max_daily_watch_time_min,usage_retention_behavior,0.0314882756623132,-0.011286901007183521
overall_without_promotion,LightGBM,42,reg_hour_morning,registration_context,0.030775578326585572,-0.0007621902236814189
overall_without_promotion,LightGBM,43,total_watch_time_min,usage_retention_behavior,0.030564444374357028,-0.00562545483074628
overall_without_promotion,LightGBM,44,avg_daily_watch_time_min,usage_retention_behavior,0.03029931722011229,-0.000155768049968718
overall_without_promotion,LightGBM,45,watch_per_day,usage_retention_behavior,0.029496264298089638,-0.0007829563584520983
overall_without_promotion,LightGBM,46,old_movie_ratio_5y,content_preference_context,0.02865601793693512,-0.0019989431885584167
overall_without_promotion,LightGBM,47,avg_gap_w3_watch_days,usage_retention_behavior,0.02850410647763178,0.00291681553824406
overall_without_promotion,LightGBM,48,historical_war_ratio,content_preference_context,0.027281347831806323,-0.0016648470754848975
overall_without_promotion,LightGBM,49,watch_ratio_under_5m,usage_retention_behavior,0.027135260734057875,0.0011347575084578545
overall_without_promotion,LightGBM,50,avg_rewatch_ratio,usage_retention_behavior,0.02606448473392727,-0.0007714836982819206
overall_without_promotion,LightGBM,51,watch_days,usage_retention_behavior,0.024668951543016935,-0.0010452617110542322
overall_without_promotion,LightGBM,52,watch_session_w1,usage_retention_behavior,0.02462601910373932,0.01117524365399778
overall_without_promotion,LightGBM,53,is_only_w1,usage_retention_behavior,0.02277815203008186,0.004021805177360374
overall_without_promotion,LightGBM,54,is_w1_over_50pct,other_feature_family,0.022753247170235965,0.0034649343194885405
overall_without_promotion,LightGBM,55,avg_gap_between_watch_days,usage_retention_behavior,0.020747312702299323,-0.0009568825335572252
overall_without_promotion,LightGBM,56,avg_gap_w1_watch_days,usage_retention_behavior,0.018856790935498538,0.004959422048423726
overall_without_promotion,LightGBM,57,new_movie_in_90d_ratio,content_preference_context,0.01695005918074485,-8.863478470527582e-05
overall_without_promotion,LightGBM,58,total_watch_count,usage_retention_behavior,0.016595136096912395,-0.005556501846432987
overall_without_promotion,LightGBM,59,new_movie_in_365d_ratio,content_preference_context,0.01570162312093872,0.0022859672262470114
overall_without_promotion,LightGBM,60,day_count_over_3times,other_feature_family,0.015056105379772021,0.0008396030762727573
overall_without_promotion,LightGBM,61,reg_hour_afternoon,registration_context,0.012818301265771584,0.00019884440744501734
overall_without_promotion,LightGBM,62,max_daily_sessions,usage_retention_behavior,0.01255663463902453,-0.0029943233243439186
overall_without_promotion,LightGBM,63,watch_session_w2,usage_retention_behavior,0.012492889731182589,0.0023243999081611214
overall_without_promotion,LightGBM,64,is_female,demographic_proxy_caveat,0.010992765164543096,0.0006011939081861909
overall_without_promotion,LightGBM,65,active_ratio,other_feature_family,0.00953356611892055,0.0008679106956633244
overall_without_promotion,LightGBM,66,reg_hour_night,registration_context,0.00823919755961674,6.692982246611404e-05
overall_without_promotion,LightGBM,67,documentary_ratio,content_preference_context,0.006540594245525763,0.00010331325571232477
overall_without_promotion,LightGBM,68,reg_is_weekend,registration_context,0.006373321668168115,-4.395501992393919e-05
overall_without_promotion,LightGBM,69,avg_gap_w2_watch_days,usage_retention_behavior,0.00364687861638005,9.566259454821027e-05
overall_without_promotion,LightGBM,70,is_w3_over_50pct,other_feature_family,0.002546365447887343,0.0004958667139204571
overall_without_promotion,LightGBM,71,is_premium,membership_context,0.00045802489358254023,-1.0860441917785068e-05
overall_without_promotion,LightGBM,72,is_w2_over_50pct,other_feature_family,0.0003666221683265098,-6.899185208010754e-05
overall_without_promotion,LightGBM,73,is_only_w3,usage_retention_behavior,0.00018116771389243172,3.0411985259449785e-05
overall_without_promotion,LightGBM,74,is_only_w2,usage_retention_behavior,0.0,0.0
overall_without_promotion,LightGBM,75,is_cold_start_7d_fixed,usage_retention_behavior,0.0,0.0
promotion_only,LightGBM,1,retention_w2_ratio,usage_retention_behavior,0.4674059416936641,0.010202869567322683
promotion_only,LightGBM,2,watch_time_min_w3,usage_retention_behavior,0.3698949061202878,-0.02556864016517233
promotion_only,LightGBM,3,retention_w3_ratio,usage_retention_behavior,0.36629075739999956,0.0221465803646277
promotion_only,LightGBM,4,drama_ratio,content_preference_context,0.3305725573730902,0.01773864941486369
promotion_only,LightGBM,5,romance_ratio,content_preference_context,0.30850951041887614,0.006990211052145485
promotion_only,LightGBM,6,family_animation_ratio,content_preference_context,0.3078454736686964,0.003999927189351427
promotion_only,LightGBM,7,thriller_crime_ratio,content_preference_context,0.28421184072357475,-0.005192494247316695
promotion_only,LightGBM,8,is_cold_start_3d_fixed,usage_retention_behavior,0.26317438831785966,-0.030298068050635216
promotion_only,LightGBM,9,action_adventure_ratio,content_preference_context,0.23944130806869754,-0.010868280299508048
promotion_only,LightGBM,10,is_basic,membership_context,0.20394017169042242,0.002331764566203844
promotion_only,LightGBM,11,max_watch_time_min,usage_retention_behavior,0.20113115237998477,0.01904116479412064
promotion_only,LightGBM,12,diff_between_w3_w2,usage_retention_behavior,0.19728251253537593,0.0029100996456318884
promotion_only,LightGBM,13,diff_between_w2_w1,usage_retention_behavior,0.16825721002330865,0.0038118840767772076
promotion_only,LightGBM,14,is_churn_prevented,other_feature_family,0.13371776642085742,0.00043045438309045387
promotion_only,LightGBM,15,genre_diversity_count,content_preference_context,0.13198244467088555,-0.0038087560434000678
promotion_only,LightGBM,16,median_watch_time_min,usage_retention_behavior,0.1152509672516939,-0.003036848032860371
promotion_only,LightGBM,17,diff_between_w3_w1,usage_retention_behavior,0.1056744671295836,-0.012236341521039178
promotion_only,LightGBM,18,max_day_share,other_feature_family,0.09930941287705347,0.009431507078300089
promotion_only,LightGBM,19,avg_watch_time_min,usage_retention_behavior,0.08293126603286112,-0.012169701038609149
promotion_only,LightGBM,20,watch_ratio_under_1m,usage_retention_behavior,0.07996030372782109,-0.0028106149887595954
promotion_only,LightGBM,21,recency,usage_retention_behavior,0.06978600879541984,-0.0062039636280642315
promotion_only,LightGBM,22,horror_ratio,content_preference_context,0.06579299274624739,-0.0006730260762333399
promotion_only,LightGBM,23,age_group,demographic_proxy_caveat,0.06199322497748741,0.0013633874434230391
promotion_only,LightGBM,24,avg_ott_release_year,content_preference_context,0.05756972598223136,-0.004883364055473574
promotion_only,LightGBM,25,watch_ratio_under_5m,usage_retention_behavior,0.05707394716675269,0.003330690273770601
promotion_only,LightGBM,26,unique_movie,content_preference_context,0.056699542346289454,0.006889821988033496
promotion_only,LightGBM,27,sf_fantasy_ratio,content_preference_context,0.05408397724601921,0.00046045238799804616
promotion_only,LightGBM,28,weekend_watch_ratio,usage_retention_behavior,0.05404375506469796,-0.0027831986147588087
promotion_only,LightGBM,29,watch_days,usage_retention_behavior,0.05306922433592726,0.0008736803556249363
promotion_only,LightGBM,30,std_watch_time_min,usage_retention_behavior,0.05219040903446369,9.514752803124922e-05
promotion_only,LightGBM,31,new_movie_in_180d_ratio,content_preference_context,0.05158915145307723,-0.0032024286539454167
promotion_only,LightGBM,32,watch_time_min_w1,usage_retention_behavior,0.044966523019878336,0.010270264916142245
promotion_only,LightGBM,33,movie_per_active_day,content_preference_context,0.04476111732222522,-0.0019248135525573935
promotion_only,LightGBM,34,watch_session_w3,usage_retention_behavior,0.044314446163899464,-0.00174812622339491
promotion_only,LightGBM,35,avg_gap_w3_watch_days,usage_retention_behavior,0.042834408616320145,-0.0006998271035693573
promotion_only,LightGBM,36,watch_per_day,usage_retention_behavior,0.04056713411150308,-0.004782925477117095
promotion_only,LightGBM,37,total_watch_time_min,usage_retention_behavior,0.0386135274752084,-0.003990565458130215
promotion_only,LightGBM,38,avg_daily_watch_time_min,usage_retention_behavior,0.036946821472670976,0.0009977094114211273
promotion_only,LightGBM,39,other_ratio,content_preference_context,0.03693897274990544,-0.0008050167640798717
promotion_only,LightGBM,40,max_daily_watch_time_min,usage_retention_behavior,0.034400952003636215,-0.011452236392550682
promotion_only,LightGBM,41,comedy_ratio,content_preference_context,0.03430353596947397,-0.0015311981153380851
promotion_only,LightGBM,42,max_inactive_gap_days,usage_retention_behavior,0.03368022613571219,0.0038828677075404047
promotion_only,LightGBM,43,watch_time_min_w2,usage_retention_behavior,0.03356279824705233,-0.007635535731929801
promotion_only,LightGBM,44,watch_session_w1,usage_retention_behavior,0.029465565263946194,0.009579882399980144
promotion_only,LightGBM,45,max_daily_sessions,usage_retention_behavior,0.02908993006881475,0.005778729315865221
promotion_only,LightGBM,46,historical_war_ratio,content_preference_context,0.02850212736044283,-0.0037849380034930746
promotion_only,LightGBM,47,avg_gap_between_watch_days,usage_retention_behavior,0.02833059825073926,0.0006960256687635293
promotion_only,LightGBM,48,old_movie_ratio_5y,content_preference_context,0.028134333209850388,-0.0016524043078253558
promotion_only,LightGBM,49,avg_rewatch_ratio,usage_retention_behavior,0.027621605485062616,0.00131986787382566
promotion_only,LightGBM,50,new_movie_in_365d_ratio,content_preference_context,0.025510454287514504,0.0029165207034686975
promotion_only,LightGBM,51,new_movie_in_90d_ratio,content_preference_context,0.025087863897525053,-0.001023540567524989
promotion_only,LightGBM,52,day_count_over_3times,other_feature_family,0.02251339839656447,-0.002261967394429633
promotion_only,LightGBM,53,is_female,demographic_proxy_caveat,0.01907545906722479,-0.00039800510959057446
promotion_only,LightGBM,54,is_male,demographic_proxy_caveat,0.018789658445065034,-0.00022985070267803994
promotion_only,LightGBM,55,reg_hour_afternoon,registration_context,0.01837890326542696,0.00018760015298015467
promotion_only,LightGBM,56,is_only_w1,usage_retention_behavior,0.015507065435227795,0.0037995896481276183
promotion_only,LightGBM,57,total_watch_count,usage_retention_behavior,0.014665119544158205,-0.0011378315753964926
promotion_only,LightGBM,58,avg_gap_w1_watch_days,usage_retention_behavior,0.013807095273243843,0.004426918667072179
promotion_only,LightGBM,59,watch_session_w2,usage_retention_behavior,0.007783046972229777,-0.0016196062078071929
promotion_only,LightGBM,60,avg_gap_w2_watch_days,usage_retention_behavior,0.006734094315358208,4.3758415229912645e-05
promotion_only,LightGBM,61,reg_hour_night,registration_context,0.0059825043384873315,0.00020328797711181097
promotion_only,LightGBM,62,documentary_ratio,content_preference_context,0.005355509972403783,0.0002104553485133819
promotion_only,LightGBM,63,reg_is_weekend,registration_context,0.004324509438729736,-7.337761298374728e-06
promotion_only,LightGBM,64,is_w1_over_50pct,other_feature_family,0.004216524022091646,0.0008418834277031922
promotion_only,LightGBM,65,is_w2_over_50pct,other_feature_family,0.0032156717480879707,-0.0005622880737354159
promotion_only,LightGBM,66,is_premium,membership_context,0.0018876832283998364,6.328750718307913e-06
promotion_only,LightGBM,67,reg_hour_morning,registration_context,0.0017994996971891694,4.0246235506217955e-05
promotion_only,LightGBM,68,is_standard,membership_context,0.0012161686496103125,1.2519763435816372e-05
promotion_only,LightGBM,69,is_user_verified,auth_proxy_caveat,0.0,0.0
promotion_only,LightGBM,70,reg_hour_evening,registration_context,0.0,0.0
promotion_only,LightGBM,71,active_ratio,other_feature_family,0.0,0.0
promotion_only,LightGBM,72,is_only_w2,usage_retention_behavior,0.0,0.0
promotion_only,LightGBM,73,is_w3_over_50pct,other_feature_family,0.0,0.0
promotion_only,LightGBM,74,is_only_w3,usage_retention_behavior,0.0,0.0
promotion_only,LightGBM,75,is_cold_start_7d_fixed,usage_retention_behavior,0.0,0.0
nonpromotion_only,CatBoost,1,retention_w3_ratio,usage_retention_behavior,0.36864484973268224,0.016680460814979765
nonpromotion_only,CatBoost,2,drama_ratio,content_preference_context,0.3584823278945882,-0.00505684840929061
nonpromotion_only,CatBoost,3,retention_w2_ratio,usage_retention_behavior,0.32727609281392206,-0.007504219869254912
nonpromotion_only,CatBoost,4,family_animation_ratio,content_preference_context,0.30502791646872346,-0.006495246824534601
nonpromotion_only,CatBoost,5,romance_ratio,content_preference_context,0.24757823477046814,0.003056502289735421
nonpromotion_only,CatBoost,6,thriller_crime_ratio,content_preference_context,0.24506949728607283,0.00021103752853030762
nonpromotion_only,CatBoost,7,diff_between_w3_w2,usage_retention_behavior,0.21490801666858833,-0.0032958571617365024
nonpromotion_only,CatBoost,8,median_watch_time_min,usage_retention_behavior,0.20940168933899186,0.003074512063312363
nonpromotion_only,CatBoost,9,action_adventure_ratio,content_preference_context,0.20503762904270084,0.0003983730806562025
nonpromotion_only,CatBoost,10,diff_between_w3_w1,usage_retention_behavior,0.19341218518184197,-0.0014792422710513864
nonpromotion_only,CatBoost,11,watch_time_min_w3,usage_retention_behavior,0.17231514460948455,-0.009300944680514652
nonpromotion_only,CatBoost,12,diff_between_w2_w1,usage_retention_behavior,0.1687734422228823,0.007443668678618538
nonpromotion_only,CatBoost,13,max_watch_time_min,usage_retention_behavior,0.12294133357217395,-0.0027609658912373975
nonpromotion_only,CatBoost,14,is_w1_over_50pct,other_feature_family,0.11048751781479284,0.0015284770548722017
nonpromotion_only,CatBoost,15,is_cold_start_3d_fixed,usage_retention_behavior,0.10566983254051115,-0.002210779274458556
nonpromotion_only,CatBoost,16,is_only_w1,usage_retention_behavior,0.08701089255082127,-0.011167350428148332
nonpromotion_only,CatBoost,17,max_day_share,other_feature_family,0.08365708753623517,-0.002702866036442674
nonpromotion_only,CatBoost,18,total_watch_time_min,usage_retention_behavior,0.08056795522027618,0.009308232541655404
nonpromotion_only,CatBoost,19,is_churn_prevented,other_feature_family,0.07895492833083721,0.008802567204831796
nonpromotion_only,CatBoost,20,avg_gap_w3_watch_days,usage_retention_behavior,0.07602221776111538,-0.0009672269387719691
nonpromotion_only,CatBoost,21,age_group,demographic_proxy_caveat,0.06571928808424808,-0.007793799398776817
nonpromotion_only,CatBoost,22,genre_diversity_count,content_preference_context,0.063189761726057,-0.002612531147837434
nonpromotion_only,CatBoost,23,horror_ratio,content_preference_context,0.06005291301020845,0.0012070038728907613
nonpromotion_only,CatBoost,24,is_basic,membership_context,0.05781583306418246,0.0006314175733068649
nonpromotion_only,CatBoost,25,watch_ratio_under_1m,usage_retention_behavior,0.05641745519289597,0.002772872189129686
nonpromotion_only,CatBoost,26,std_watch_time_min,usage_retention_behavior,0.055207494866724605,0.008624243989343194
nonpromotion_only,CatBoost,27,sf_fantasy_ratio,content_preference_context,0.04785536335444251,-0.002731917566442812
nonpromotion_only,CatBoost,28,watch_time_min_w1,usage_retention_behavior,0.04647464287830553,0.002963999129839057
nonpromotion_only,CatBoost,29,recency,usage_retention_behavior,0.041458660614688746,-0.006520778302940001
nonpromotion_only,CatBoost,30,avg_watch_time_min,usage_retention_behavior,0.04002478417861748,0.0018272479075297405
nonpromotion_only,CatBoost,31,watch_time_min_w2,usage_retention_behavior,0.04001112819450687,0.0047629195940240175
nonpromotion_only,CatBoost,32,watch_days,usage_retention_behavior,0.03748478492453697,0.0035920888275731543
nonpromotion_only,CatBoost,33,avg_gap_between_watch_days,usage_retention_behavior,0.03461962424586658,0.004054159123110239
nonpromotion_only,CatBoost,34,avg_gap_w1_watch_days,usage_retention_behavior,0.03249928552030437,-0.0018689076703987438
nonpromotion_only,CatBoost,35,watch_session_w3,usage_retention_behavior,0.03120650572077773,-0.00021183172308095042
nonpromotion_only,CatBoost,36,comedy_ratio,content_preference_context,0.02890175951407692,0.001864267661698928
nonpromotion_only,CatBoost,37,max_daily_watch_time_min,usage_retention_behavior,0.028853392839592214,0.0028145776044344126
nonpromotion_only,CatBoost,38,avg_daily_watch_time_min,usage_retention_behavior,0.028555910614203765,-0.0012103764850112193
