USER_KEY,is_repurchase,is_churn_prevented,is_user_verified,is_standard,is_premium,age_group,is_female,is_male,reg_is_weekend,reg_hour_morning,reg_hour_afternoon,reg_hour_evening,reg_hour_night,total_watch_count,unique_movie,watch_days,active_ratio,total_watch_time_min,watch_per_day,avg_watch_time_min,median_watch_time_min,std_watch_time_min,avg_daily_watch_time_min,max_watch_time_min,max_daily_watch_time_min,max_daily_sessions,recency,avg_gap_between_watch_days,avg_gap_w1_watch_days,avg_gap_w2_watch_days,avg_gap_w3_watch_days,max_inactive_gap_days,avg_rewatch_ratio,weekend_watch_ratio,watch_ratio_under_1m,watch_ratio_under_5m,movie_per_active_day,max_day_share,day_count_over_3times,watch_time_min_w1,watch_time_min_w2,watch_time_min_w3,watch_session_w1,watch_session_w2,watch_session_w3,retention_w2_ratio,retention_w3_ratio,diff_between_w2_w1,diff_between_w3_w1,diff_between_w3_w2,is_w1_over_50pct,is_w2_over_50pct,is_w3_over_50pct,is_only_w1,is_only_w2,is_only_w3,new_movie_in_90d_ratio,new_movie_in_180d_ratio,new_movie_in_365d_ratio,old_movie_ratio_5y,avg_ott_release_year,genre_diversity_count,action_adventure_ratio,family_animation_ratio,drama_ratio,thriller_crime_ratio,sf_fantasy_ratio,comedy_ratio,romance_ratio,horror_ratio,documentary_ratio,historical_war_ratio,other_ratio,is_basic,is_cold_start_3d_fixed,is_cold_start_7d_fixed
6ed11f433b70f3cb9f774c989bb71d93d7eaf56490c7f0135def999959606e243e1b64dde71d199618dafd4a5fcc14253248964ee4dde610decb58610d95405b,1,0,0,0,0,40,0,0,0,0,0,1,0,6,6,3,0.142857,120,2.0,20.0,4.0,37.978942,40.0,97,97,4,2,4.5,0.0,4.0,0.0,5,0.0,0.166667,0.333333,0.666667,2.0,0.808333,1,0,98,22,0,2,4,99.0,0.232323,98,22,-76,0,1,0,0,0,0,0.666667,0.833333,1.0,0.0,2020.858333,4,0.816667,0.033333,0.0,0.0,0.0,0.108333,0.0,0.041667,0.0,0.0,0.0,1,0,0
c1f7ae1eaebdd5cdd89f308c424154b2f900c4f758fb646f54670431d460cfa819bd55836a8836937bcc708cdc307666e4e0d02d9cdcd69317b49f7055abd030,0,0,0,0,0,40,1,0,0,0,0,0,1,7,5,5,0.238095,207,1.4,29.571429,39.0,23.985114,41.4,56,56,2,0,3.75,0.0,5.0,2.0,5,0.285714,0.571429,0.285714,0.285714,1.0,0.270531,0,40,70,97,2,3,2,1.731707,1.380282,30,57,27,0,0,0,0,0,0,0.714286,0.714286,0.714286,0.142857,2018.864734,5,0.21256,0.0,0.256039,0.193237,0.270531,0.0,0.0,0.067633,0.0,0.0,0.0,1,0,1
6d45315d362a00f79ee58e71c8f5f53221dd01b9816370548356290293bd1ec6afc1b182d7a5bbc5e30490e25883a06dd08a33a934c093e3b9476208c168067f,0,0,0,0,0,40,1,0,0,0,0,1,0,1,1,1,0.047619,12,1.0,12.0,12.0,0.0,12.0,12,12,1,5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,12,0,0,1,1.0,13.0,0,12,12,0,0,1,0,0,1,0.0,0.0,0.0,0.0,2017.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0
e4928824e8ad9da6a73129ef84ee2a2204c2a4679729d3550628432311dc07f0b351ef3a5799d68bbdf50b930d1c775c3bbd585286c850392d88806a73f94575,1,0,0,0,0,40,0,0,0,0,0,0,1,2,1,2,0.095238,40,1.0,20.0,20.0,26.870058,20.0,39,39,1,11,1.0,0.0,1.0,0.0,1,0.5,1.0,0.5,0.5,0.5,0.975,0,0,40,0,0,2,0,41.0,0.02439,40,0,-40,0,1,0,0,1,0,0.0,0.0,0.0,0.0,2017.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
fe9e2fca758c974f49a09db206158db253bf74ed8083707bf0f1ca3674a4c26fea279f7de492bd9492ad1c82986dd7f1d52339aea683c584189119bf074d9098,1,1,0,1,0,40,1,0,0,1,0,0,0,9,7,6,0.285714,475,1.5,52.777778,63.0,52.487565,79.166667,117,180,2,3,3.2,1.5,0.0,1.0,7,0.111111,0.666667,0.333333,0.444444,1.166667,0.378947,0,228,1,246,5,1,3,0.008734,123.5,-227,18,245,0,0,1,0,0,0,0.666667,0.666667,0.666667,0.0,2020.050526,3,0.475789,0.0,0.0,0.002105,0.522105,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
c887b4e54e444c560ee497cd46c3d16a1a3261c1748b4c3cc80cbd14f30e0fb26ecd6329d6cacde21dcae528819ab251671e728edabbe9fc25ddb51421904393,1,0,0,0,0,40,1,0,1,0,1,0,0,3,3,3,0.142857,241,1.0,80.333333,87.0,38.436094,80.333333,115,115,1,1,6.0,0.0,0.0,5.0,7,0.0,0.666667,0.0,0.0,1.0,0.477178,0,0,87,154,0,1,2,88.0,1.761364,87,154,67,0,0,1,0,0,0,0.666667,0.666667,0.666667,0.0,2020.190871,3,0.0,0.161826,0.477178,0.0,0.0,0.0,0.0,0.360996,0.0,0.0,0.0,1,0,0
f2a83e1251239860e793fe15c0e5bec01cea7cd6a1ad2bc23eb6f6388f2684a4bf7035ea33fcf99668145681f86395beb84c47466f16451b78890e6870759a05,0,0,1,1,0,30,0,1,0,0,0,1,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3c6cf38edf4abe1327dd1462d2c7bddaa6df719cc8559552c7644f8d126424a5ecaf9c2bee3f5f71f6fa2d4b2f52b13cb86e6c089c9949d05833109d9f1c9639,0,0,1,0,0,20,1,0,0,0,0,1,0,6,4,2,0.095238,385,3.0,64.166667,40.5,77.803385,192.5,200,303,3,9,7.0,0.0,0.0,0.0,7,0.333333,1.0,0.166667,0.166667,2.0,0.787013,2,82,303,0,3,3,0,3.662651,0.003289,221,-82,-303,0,1,0,0,0,0,0.5,0.5,0.5,0.0,2019.174026,3,0.727273,0.0,0.251948,0.0,0.020779,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
1814e06633b810f4c8d91cdeb7c6c8b13aee0c3c95c957a6edac3bdec7c2e55e3ec614ff5feb37669b920d4c737cb6075abd292c9a65259cad9d63bb641bd634,0,0,0,1,0,40,1,0,0,0,1,0,0,1,1,1,0.047619,7,1.0,7.0,7.0,0.0,7.0,7,7,1,18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,7,0,0,1,0,0,0.125,1.0,-7,-7,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,2019.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1
d024c4c0cfe51211cd9ba4f100cc0814487f24922a52ad46bd3d607b956231ada7ac3bc7cb175b6c1b67ffb9ef9e2a375443cde996080787d274622bae202314,1,0,1,0,0,30,0,1,0,0,0,1,0,1,1,1,0.047619,3,1.0,3.0,3.0,0.0,3.0,3,3,1,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,3,0,0,1,1.0,4.0,0,3,3,0,0,1,0,0,1,1.0,1.0,1.0,0.0,2021.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
e90001316c5e9af579e09f4c374549e6cdb98896251e726c6bf9d0bee4feb4b5d27aeb5064f6176c114033c6ae4e5248a7a99bffa8654e62631f0591a90444e9,1,0,0,0,0,40,1,0,0,0,0,1,0,7,6,5,0.238095,398,1.4,56.857143,49.0,45.193763,79.6,137,141,2,3,3.5,0.0,1.0,2.0,6,0.142857,0.857143,0.0,0.142857,1.2,0.354271,0,141,147,110,2,2,3,1.042254,0.75,6,-31,-37,0,0,0,0,0,0,0.0,0.0,0.0,0.285714,2016.263819,3,0.0,0.0,0.746231,0.032663,0.0,0.0,0.221106,0.0,0.0,0.0,0.0,1,0,1
6be69d6fbce1d6347bf7dacb31db79a882bbee9a2171611cabd4c8a70abeb3e95cc978ad9c3f4c6610ce45a33930c609c4a81657c52ad5ade4ea85e5698d4f8b,1,0,0,0,0,40,0,0,1,0,0,1,0,2,2,2,0.095238,2,1.0,1.0,1.0,0.0,1.0,1,1,1,15,5.0,5.0,0.0,0.0,5,0.0,0.5,1.0,1.0,1.0,0.5,0,2,0,0,2,0,0,0.333333,1.0,-2,-2,0,1,0,0,1,0,0,0.5,0.5,1.0,0.0,2020.5,2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1,1,1
9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b22de4ea097fcbf76811ba6abe54e8f43e11d311bbd48cac4a2e9813e9576d4309429425,1,0,0,0,0,40,0,0,0,0,0,1,0,2,1,2,0.095238,158,1.0,79.0,79.0,0.0,79.0,79,79,1,3,8.0,0.0,0.0,0.0,8,0.5,0.5,0.0,0.0,0.5,0.5,0,0,79,79,0,1,1,80.0,1.0,79,79,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,2017.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e6979641697d6f47b952bdc8fd5db1b6ce840888eb556a2225562d669166e1578afa9f6c659be,0,0,0,0,0,40,0,0,0,0,0,0,1,1,1,1,0.047619,42,1.0,42.0,42.0,0.0,42.0,42,42,1,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,42,0,0,1,1.0,43.0,0,42,42,0,0,1,0,0,1,0.0,0.0,0.0,0.0,2019.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0
a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,1,0,0,1,0,40,0,0,0,0,0,1,0,20,15,10,0.47619,844,2.0,42.2,31.5,43.15163,84.4,171,210,7,4,1.777778,6.0,1.25,1.0,6,0.25,0.5,0.1,0.2,1.5,0.248815,2,231,302,311,2,7,11,1.306034,1.029703,71,80,9,0,0,0,0,0,0,0.05,0.05,0.05,0.4,2016.325829,7,0.088863,0.380332,0.07109,0.0,0.046209,0.090047,0.202607,0.120853,0.0,0.0,0.0,0,1,1
0b3e83e778e4ea290a852641094340f58e029090fdc2e26b20147fdfea6b0397e74d5735d3323bcc9ac31d0cea2bf47ca1eafb19389b985623501e9c919235fc,1,0,1,0,0,30,1,0,0,1,0,0,0,4,3,3,0.142857,145,1.333333,36.25,35.0,18.5,48.333333,60,97,2,9,4.0,0.0,4.0,0.0,4,0.25,0.0,0.0,0.0,1.0,0.668966,0,33,112,0,1,3,0,3.323529,0.00885,79,-33,-112,0,1,0,0,0,0,0.0,0.0,0.0,0.25,2016.751724,2,0.0,0.0,0.896552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103448,1,0,1
be1409957fae7ab50ed9241829bdfd6a89a838714f60b64619fbd5a7d7036b8d3417653d6ae1f4de2259045125dfbd6a30b6a1ac3904ac5739b3f47de1311ba4,1,0,1,0,0,40,1,0,1,0,0,1,0,6,4,3,0.142857,190,2.0,31.666667,35.0,26.379285,63.333333,63,97,4,8,6.0,0.0,1.0,0.0,11,0.333333,0.666667,0.333333,0.333333,1.333333,0.510526,1,97,93,0,4,2,0,0.959184,0.010638,-4,-97,-93,1,0,0,0,0,0,0.5,0.5,0.5,0.166667,2018.110526,4,0.0,0.489474,0.0,0.289474,0.0,0.0,0.005263,0.0,0.0,0.215789,0.0,1,1,1
c494c7c9bdec198be2723c4fd300084e8edb2bb32932731b449106cb4171a41920a05f23e4a92c44d5ecc5adf5f4dd6defa9a8203ea7bdbff8d2a63134fa86bf,0,0,1,0,0,20,0,1,0,0,1,0,0,13,7,8,0.380952,368,1.625,28.307692,20.0,26.160991,46.0,89,100,3,9,1.285714,1.0,2.0,0.0,3,0.230769,0.538462,0.076923,0.153846,0.875,0.271739,2,218,150,0,10,3,0,0.689498,0.006623,-68,-218,-150,1,0,0,0,0,0,0.0,0.153846,0.230769,0.0,2018.540761,4,0.054348,0.0,0.220109,0.0,0.483696,0.0,0.241848,0.0,0.0,0.0,0.0,1,1,1
349c7790951d3a818a75ee3e42036b7296a2f2b4cb686a6fb685eb28ba0bf5d602cd19eddf35ee3d609ce8369fc77ce5c09dc61741f4c49f61d527b888325f98,1,1,1,0,0,30,1,0,0,0,1,0,0,4,3,3,0.142857,336,1.333333,84.0,79.5,57.833093,112.0,156,177,2,1,9.5,6.0,0.0,0.0,13,0.25,0.25,0.0,0.0,1.0,0.526786,0,236,0,100,3,0,1,0.004219,101.0,-236,-136,100,1,0,0,0,0,0,0.5,0.5,0.5,0.0,2019.946429,2,0.473214,0.0,0.0,0.0,0.526786,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e5873f3b45afa188f2b157a125079a90400399d9bbb6de3c90fb3820e5088695b9d6103964,1,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
4b42d3f6ecfbb3bca9de95a38f904728a8b61fdd367b5e00e05bee1580c58b9559702bac762ff403f15190b2eb3cba5742236bbd293bfed43d49f4b12a7045f1,1,1,0,0,1,20,0,0,0,0,1,0,0,4,3,3,0.142857,148,1.333333,37.0,26.5,30.648545,49.333333,80,80,2,10,4.5,3.0,0.0,0.0,6,0.25,0.5,0.0,0.0,1.0,0.540541,0,133,15,0,3,1,0,0.119403,0.0625,-118,-133,-15,1,0,0,0,0,0,0.0,0.0,0.0,0.25,2017.878378,2,0.0,0.0,0.898649,0.0,0.0,0.0,0.101351,0.0,0.0,0.0,0.0,0,1,1
266f04f978453a57d60fe1ece56253b7eeb043a7af98e2b55b1844901391635e9c0e7144df84728b4a9b31c5c26ace1b90e730770c2480c8c7d7d555c3dfe32c,1,1,0,0,0,40,0,0,1,0,0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
6c6e5189a194500f1b87914305f9df56000de73fc56d9d16e8dece1f4740d85af08b19ecbb533ffb2fd3cb7cd9e9fcdcfb0819856c3409181850292f0e39af75,0,0,0,0,0,40,0,0,0,1,0,0,0,2,1,2,0.095238,226,1.0,113.0,113.0,29.698485,113.0,134,134,1,8,7.0,0.0,0.0,0.0,7,0.5,1.0,0.0,0.0,0.5,0.59292,0,134,92,0,1,1,0,0.688889,0.010753,-42,-134,-92,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2018.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1
a0d95aac1fd00133569f6061039d7111db4fbd170eb9bcb7aa991632ac436ac22b63d738523e1dbf311c4c150c0e030878f2b370221ed5986c4c7478c7e9c469,1,0,1,0,0,40,1,0,0,0,0,0,1,2,2,2,0.095238,254,1.0,127.0,127.0,25.455844,127.0,145,145,1,9,11.0,0.0,0.0,0.0,11,0.0,0.5,0.0,0.0,1.0,0.570866,0,145,109,0,1,1,0,0.753425,0.009091,-36,-145,-109,1,0,0,0,0,0,0.0,0.0,0.0,0.5,2016.854331,2,0.0,0.0,0.0,0.429134,0.0,0.570866,0.0,0.0,0.0,0.0,0.0,1,1,1
f564eb45ab6092e8f0eac8991cc6b1407e8151a907a6994d65feffc37da873e486af3bf51ff723561a271b6de61a9b209ef0a6b8a58eb57fc635ef396acde29b,1,0,0,0,0,40,1,0,0,0,1,0,0,8,6,4,0.190476,228,2.0,28.5,12.5,34.673992,57.0,93,93,3,3,4.666667,0.0,1.0,0.0,7,0.25,1.0,0.375,0.5,1.5,0.407895,2,93,58,77,1,4,3,0.62766,1.322034,-35,-16,19,0,0,0,0,0,0,0.0,0.25,0.625,0.125,2017.855263,4,0.241228,0.0,0.346491,0.0,0.0,0.0,0.0,0.0,0.004386,0.407895,0.0,1,0,1
657687567505299f3b1028f3397b1f0805ca3b48afe84fb1b895fc8bdb0fb2084bc133c93431f7777b2cd37bd5685f61b064e78bc43513d1b909e0a8982c2b25,1,0,0,1,0,30,0,1,1,0,0,1,0,18,15,8,0.380952,618,2.25,34.333333,14.0,47.522131,77.25,145,267,6,0,2.142857,1.0,1.5,1.0,6,0.166667,0.166667,0.333333,0.388889,1.875,0.432039,2,196,44,378,6,3,9,0.228426,8.422222,-152,182,334,0,0,1,0,0,0,0.111111,0.111111,0.333333,0.222222,2016.045307,5,0.0,0.001618,0.226537,0.043689,0.0,0.247573,0.480583,0.0,0.0,0.0,0.0,0,0,1
b6e1c605d43a81a333689a8758dc241caf07b10c8bbe2ec2350963a072233fe9a686655a827d94ed5d11ceb8620ab5bccb4f7add3649ab8441ba97de3205e652,0,0,1,0,1,40,0,1,1,0,0,1,0,1,1,1,0.047619,1,1.0,1.0,1.0,0.0,1.0,1,1,1,14,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0.5,1.0,-1,-1,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,2019.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1
f24031228fe56757d75c6c8ef8990aabcddec282a837720a5717c1f3d5a33f111d09a5e7017b1f59308ac39fc6d033de088df732d95b42e4a5f4ceddf60d36e9,1,0,0,1,0,40,0,0,1,0,1,0,0,4,3,2,0.095238,226,2.0,56.5,44.0,66.835619,113.0,137,139,2,12,1.0,0.0,1.0,0.0,1,0.25,1.0,0.25,0.5,1.5,0.615044,0,0,226,0,0,4,0,227.0,0.004405,226,0,-226,0,1,0,0,1,0,0.0,0.25,0.75,0.0,2018.181416,3,0.0,0.0,0.606195,0.0,0.0,0.0,0.0,0.0,0.384956,0.00885,0.0,0,0,0
d974da95ce63bff74270d8e7888a0236d5d70fd2622f4a18ce20cc5baa1a2b5baa2929d51f441fdcf99695c07028bf73dfc6f00df85d7c6aa912aeed99b6a815,0,1,1,0,0,30,1,0,1,0,1,0,0,1,1,1,0.047619,1,1.0,1.0,1.0,0.0,1.0,1,1,1,18,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,0,0.5,1.0,-1,-1,0,1,0,0,1,0,0,0.0,0.0,0.0,1.0,2014.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1
beb0ace233b0f7097c2b10da13120685fe555476e4969f24731e5ec652456d2fecf9f678eb0280b1cb7d25aff62a82a6ab4f7b2df6c0f394613e76a1e6bd8168,1,0,0,0,0,40,0,0,1,0,0,0,1,8,2,3,0.142857,403,2.666667,50.375,23.5,59.937914,134.333333,144,276,5,12,3.5,0.0,1.0,0.0,6,0.25,1.0,0.375,0.5,0.666667,0.684864,1,276,127,0,5,3,0,0.462094,0.007812,-149,-276,-127,1,0,0,0,0,0,0.0,1.0,1.0,0.0,2020.0,2,0.0,0.0,0.0,0.0,0.0,0.684864,0.315136,0.0,0.0,0.0,0.0,1,1,1
