MOVIE_NUM,movie_title,ott_release_month,genre
597,메이즈러너:데스큐어,201802,SF/Fantasy
598,알카트라즈:죽음의수용소,201911,Thriller/Crime
608,너와100번째사랑,201706,Romance
611,호라이즌라인,202102,Thriller/Crime
612,더바버:사라진연쇄살인마,202101,Thriller/Crime
613,메모리즈[단편],201910,SF/Fantasy
614,딥워터,202007,Drama
616,산의톰씨,201802,Drama
617,레이싱:더라이벌,201902,Drama
622,금의위:비검수춘도,202001,Romance
624,깡치2,202006,Comedy
638,철벽선생,201903,Romance
642,에브리데이(2018),201810,Romance
652,프록시마프로젝트,202011,Drama
653,쿵푸요가,201704,Action/Adventure
655,좋은친구들(2014),201407,Other
656,10년,201912,Comedy
662,지상최대의작전,201312,Drama
665,어메이징메리,201711,Drama
677,<소울>나의이웃[별도편성],202103,Comedy
680,페인앤글로리,202002,Drama
684,파워레인져스:더비기닝,201706,SF/Fantasy
688,남산의부장들,202002,Drama
689,로켓맨,201907,SF/Fantasy
691,킹아더:원탁의기사,201811,Action/Adventure
697,헝거게임:캣칭파이어,201403,SF/Fantasy
699,인디펜던스데이[리마스터링],201605,SF/Fantasy
700,젠틀맨,202003,Thriller/Crime
700,젠틀맨,202003,Thriller/Crime
700,젠틀맨,202003,Thriller/Crime
703,라스트미션(2019),201904,Drama
711,7년만의외출,201307,Comedy
719,네무덤에침을뱉어라4,201911,SF/Fantasy
722,가버나움,201902,Drama
727,로닌(1998),201806,SF/Fantasy
734,캡틴아메리카2:윈터솔져,201704,SF/Fantasy
735,다이너소어,200802,Animation/Family
736,원더,201802,Animation/Family
745,나쁜녀석들2,201111,Action/Adventure
746,테라포마스,201804,Horror
753,수영장으로간남자들,201908,Comedy
755,침묵의목격자,201406,Thriller/Crime
756,킹페타르:세계대전의서막,201909,Historical/War
757,국군29초영화제수상작[군인부],201506,Documentary
758,파라노말액티비티,201412,Horror
761,퀼,202003,Drama
768,협도연맹:도둑들의전쟁,201811,Action/Adventure
777,미술관옆동물원(1998),201605,Romance
779,울트라바이올렛(2006),202004,SF/Fantasy
781,빛과철,202103,Drama
784,콘스탄트가드너(2005),201805,Drama
786,코요테어글리(2000),201801,Comedy
796,엘프:사탄의인형,201907,Horror
800,니말을믿으라는거야?,201603,Drama
805,하모니(2009),201904,Drama
815,미스비헤이비어,202006,Drama
816,벤허(1959),201504,Drama
816,벤허(1959),201504,Drama
818,피라냐3DD(2012),202004,Horror
820,성항기병,201909,Thriller/Crime
825,신과함께:죄와벌[가치봄],202009,SF/Fantasy
827,생일,201905,SF/Fantasy
828,정검:금의위,201701,Drama
829,와일드시티,202006,Action/Adventure
834,프린세스다이어리2(2004),201708,Romance
838,B급며느리,201802,Documentary
841,만추(1981),202001,Romance
841,만추(1981),202001,Romance
850,빈폴,202003,Historical/War
853,고스트버스터즈,201112,SF/Fantasy
853,고스트버스터즈,201112,SF/Fantasy
854,뱀파이어시스터,201902,Action/Adventure
858,세인트주디,202008,Drama
861,스피릿(2002),201903,Animation/Family
861,스피릿(2002),201903,Animation/Family
861,스피릿(2002),201903,Animation/Family
865,휘트니,201810,Documentary
866,혈의누,201306,Thriller/Crime
869,진정령난백,202103,Action/Adventure
870,뉴욕아이러브유(2008),201703,Romance
871,라스트보이,202008,SF/Fantasy
872,사랑과영혼2016,201902,Comedy
878,파힘,202102,Drama
882,마을금고연쇄습격사건,201901,Comedy
896,"나의사랑,그리스",201704,Romance
898,슈퍼맨(1978),201503,Action/Adventure
899,허풍,201612,SF/Fantasy
901,허리케인:배틀오브브리튼,201812,Historical/War
904,고양이사무라이2,201904,Comedy
908,마담보바리(2015),201512,Drama
912,레드,201306,SF/Fantasy
912,레드,201306,SF/Fantasy
913,코드8,202007,SF/Fantasy
917,개미(1998),201902,Animation/Family
918,로마의휴일,201701,Comedy
918,로마의휴일,201701,Comedy
924,존카터:바숨전쟁의서막,201206,SF/Fantasy
938,울지마톤즈2:슈크란바바,202002,Documentary
943,고스트헌터-슈퍼내추럴,202003,SF/Fantasy
945,알포인트,201305,Historical/War
953,부에나비스타소셜클럽2:아디오스,201712,Documentary
959,러브인베를린,202003,Romance
961,보르도우정여행,202006,Comedy
963,언더더씨,201707,Animation/Family
966,더셰프,201601,Drama
968,룸13,201903,Thriller/Crime
970,고양이여행리포트,201905,Drama
975,이스케이프플랜3,201909,Action/Adventure
977,포레스트검프,201112,Comedy
985,타인의삶,201910,Drama
985,타인의삶,201910,Drama
986,슈퍼배드,201611,Animation/Family
987,과속스캔들(2008),201901,Comedy
988,전우치,201906,SF/Fantasy
989,레드카펫,201510,Comedy
989,레드카펫,201510,Comedy
990,"아이,토냐",201803,Drama
995,레이디스나잇,201708,Comedy
998,컨택트2020,202007,SF/Fantasy
1000,언노운솔저,201806,Historical/War
1001,트라이앵글(2018),201809,Horror
1002,광야의40일:시험,202101,Action/Adventure
1003,마이애미핫가이즈,202010,Comedy
1011,괴물(2006),202002,Horror
1011,괴물(2006),202002,Horror
1011,괴물(2006),202002,Horror
1012,집행자,201507,Drama
1013,전설의주먹,201904,Drama
1019,대테러님로드작전,201807,Drama
1021,이비자,202009,Comedy
1023,걸리버여행기,201610,Action/Adventure
1028,여자가사랑할때,201612,Drama
1036,"님아,그강을건너지마오",201612,Documentary
1037,청년경찰,201709,Action/Adventure
1038,용문비갑[3D],201612,Action/Adventure
1040,미드나잇버스,202102,Animation/Family
1043,신비한동물사전,201701,SF/Fantasy
1046,베이루트:리미티드아워,202007,Drama
1047,로그원:스타워즈스토리,201703,Action/Adventure
1047,로그원:스타워즈스토리,201703,Action/Adventure
1051,강남1970[무삭제판],202003,Drama
1051,강남1970[무삭제판],202003,Drama
1052,환상속의그대,201612,SF/Fantasy
1055,나쁜녀석들,201112,Action/Adventure
1056,늑대의제국(2005),201602,Action/Adventure
1060,"사랑하니까,괜찮아",201304,Romance
1061,더라스트오브어스:인류최후의생존자들,201705,Horror
1063,오드토머스,201804,Thriller/Crime
1065,온다,202004,Drama
1068,방세옥3:천면수라,202010,Action/Adventure
1069,남매의여름밤,202011,Drama
1073,프로디지,201905,Horror
1075,폭풍의언덕(2012),202103,Romance
1076,역전의명수,201305,Comedy
1082,4등,201702,Drama
1083,싱글맨(2009),201812,Romance
1085,브로큰하츠갤러리,202011,Comedy
1089,대지진(2016),201811,Drama
1089,대지진(2016),201811,Drama
1098,바디오브라이즈,201504,Thriller/Crime
1101,오펀:천사의비밀,201807,Horror
1102,코끼리는그곳에있어,202001,Drama
1111,신몽키킹:여인천국,201709,SF/Fantasy
1117,나인스라이프,201709,Thriller/Crime
1120,이장과군수,201410,Comedy
1121,세상의모든계절,201408,Comedy
1122,하드킬,202103,Thriller/Crime
1124,소림쿵푸:마지막대결,201912,Action/Adventure
1125,트로이그레이트워,201901,Historical/War
1126,본슈프리머시,201611,Action/Adventure
1130,인크레더블,201405,Animation/Family
1130,인크레더블,201405,Animation/Family
1131,7솔져스,201909,Historical/War
1132,USS인디애나폴리스,201901,Historical/War
1133,부러진화살(2011),201704,Drama
1134,내어머니의인생,201903,Drama
1139,어메이징스파이더맨,201503,SF/Fantasy
1140,간기남(2012),201803,Comedy
1141,패왕화스페셜포스,201802,Action/Adventure
1145,람보[특별판],202103,Action/Adventure
1149,데드캠프,201511,Horror
1151,특종병기전랑:마약전쟁,202001,Thriller/Crime
1152,리얼맥코이,201312,Thriller/Crime
1153,폰조,202010,Thriller/Crime
1158,북스마트,202102,Comedy
1162,아나콘다2:사라지지않는저주,202103,Horror
1164,파일:4022일의사육,201512,Thriller/Crime
1175,알이씨REC,201407,Documentary
1177,프로포즈데이,201404,Romance
1183,사랑에대한모든것,201501,Romance
1185,탈출(1995),201808,Drama
1187,딥임팩트,201406,SF/Fantasy
1189,그녀를보기만해도알수있는것,201504,Drama
1195,특별수사:사형수의편지,201607,Thriller/Crime
1196,더보이2:돌아온브람스,202003,Horror
1199,레버넌트:죽음에서돌아온자,201612,Action/Adventure
1201,직지코드,201707,Documentary
1202,마법사멀린:최후의대결,201702,Documentary
1206,그것:저주의시작,201910,Horror
1209,인시디어스:두번째집,201401,Horror
1210,타짜,201906,Thriller/Crime
1215,더스퀘어,201808,Comedy
1216,모놀리스,201704,Drama
1225,플러버,201409,SF/Fantasy
1233,다이버전트시리즈:얼리전트,202007,SF/Fantasy
1234,말로는힘들어,201305,Drama
1236,울프SWAT,201903,Historical/War
1244,엽문[특별판],202004,SF/Fantasy
1247,상류사회(2018),201810,Drama
1247,상류사회(2018),201810,Drama
1247,상류사회(2018),201810,Drama
1247,상류사회(2018),201810,Drama
1254,그녀의비밀정원,202004,Romance
1262,사랑과거짓말(2018),201808,Romance
1263,트루먼쇼,201207,SF/Fantasy
1269,성판17,201711,Documentary
1279,지금은맞고그때는틀리다,201510,Drama
1283,보헤미안랩소디,201901,Drama
1284,아이스브레이커,201901,Drama
1285,아이엠넘버포,201707,SF/Fantasy
1287,소년아메드,202008,Drama
1289,더베스트오브맨,202012,Drama
1295,회초리,201207,Drama
1297,알파:위대한여정,201812,Drama
1299,버즈오브프레이(할리퀸의황홀한해방),202003,Thriller/Crime
1302,잠깐만회사좀관두고올게,201710,Drama
1304,배신자(2019),201911,Drama
1304,배신자(2019),201911,Drama
1319,달콤한인생,201304,Action/Adventure
1327,나의특별한사랑이야기,201701,Romance
1330,사랑과욕망의짐노페디,201707,Romance
1334,제인에어(1996),201810,Romance
1335,파라다이스좀비,202009,Horror
1336,아름다운파도와바다,201705,Other
1337,어댑테이션,202002,Other
1337,어댑테이션,202002,Other
1344,헬보이(2004),201904,SF/Fantasy
1344,헬보이(2004),201904,SF/Fantasy
1346,손오공,201711,SF/Fantasy
1350,레고DC슈퍼히어로:플래시[한글자막],201807,Animation/Family
1356,대지진(2010),202012,Drama
1356,대지진(2010),202012,Drama
1363,쾌락지구3,201508,Romance
1365,찰리컨트리맨,201911,Romance
1366,까시,201610,Romance
1370,정직한후보,202003,Comedy
1372,프리즌브레이커스,202012,Action/Adventure
1378,위아엑스,201706,Documentary
1379,봉신연의:영웅의귀환,202007,SF/Fantasy
1380,비치온더비치,201701,Romance
1383,더와이프,201903,Drama
1384,로렌스애니웨이,202002,Romance
1386,순수의시대(2014)[무삭제판],201504,Historical/War
1386,순수의시대(2014)[무삭제판],201504,Historical/War
1388,솔트앤파이어,201804,Thriller/Crime
1390,"나는내일,어제의너와만난다",201711,Romance
1393,자칼(1997),201810,Horror
1399,7년의밤,201804,Drama
1409,무림:광혼도,202007,Action/Adventure
1414,행성탈출:최후의전쟁,201803,SF/Fantasy
1415,도즈오브해피니스,202102,Drama
1417,앵그리버드2:독수리왕국의침공,201910,Animation/Family
1417,앵그리버드2:독수리왕국의침공,201910,Animation/Family
1420,바람의파이터,201403,Action/Adventure
1424,킬러의보디가드,202006,Thriller/Crime
1427,키드냅,201712,Action/Adventure
1428,씽(2016),201703,Drama
1428,씽(2016),201703,Drama
1431,호텔룸(2017),201706,Romance
1432,테이킹,201710,Thriller/Crime
1434,탱크:무적의T34,201903,Historical/War
1435,아나콘다(1997),202003,Action/Adventure
1435,아나콘다(1997),202003,Comedy
1435,아나콘다(1997),202003,Action/Adventure
1441,저스티스리그[다국어자막],202001,SF/Fantasy
1442,시카리오:암살자의도시,201808,Thriller/Crime
1443,피아니스트(2002),201711,Drama
1451,슈렉,201202,Animation/Family
1453,오션스트웰브,201806,Thriller/Crime
1454,수상한그녀,201404,Drama
1455,몬스터호텔3,201809,SF/Fantasy
1455,몬스터호텔3,201809,SF/Fantasy
1456,대사건,201808,Action/Adventure
1464,아이들...,201112,Thriller/Crime
1465,"힘을내요,미스터리",201910,Comedy
1470,스윙키즈,201901,Drama
1471,택스콜렉터,202012,Action/Adventure
1472,클로버필드,201608,SF/Fantasy
1473,스펙타클워,202007,Historical/War
1486,카오산탱고,202008,Romance
1488,카마수트라:뱀의여인,201606,Drama
1490,폴리스,202102,Thriller/Crime
1493,크로우즈제로2,201511,Action/Adventure
1494,디파이언스(2008),201711,Historical/War
1498,서부전선,201901,Historical/War
1499,항거:유관순이야기,201904,Drama
1500,콜보이,201809,Drama
1506,트랜스포머2:패자의역습,201406,SF/Fantasy
1508,비열한거리,201906,Romance
1509,여자라는이름으로,201810,Drama
1510,레디오어낫,202004,Horror
1512,세븐데이투리브,201511,Horror
1513,용형호제(1986),201807,Action/Adventure
1515,더윈드:악마의속삭임,202006,Horror
1517,흑표천하(1993),201910,Action/Adventure
1519,신데렐라2(2002),201404,Animation/Family
1521,양의나무,201810,Thriller/Crime
1524,앙:단팥인생이야기,201607,Drama
1524,앙:단팥인생이야기,201607,Drama
1525,퇴마전:마령검의비밀,201508,SF/Fantasy
1528,비밀은없다,201607,Thriller/Crime
1529,마파도2,201305,Comedy
1532,쥬피터스타쉽,202005,SF/Fantasy
1536,울지마톤즈(2010),201703,Documentary
1538,크리드(2015),201812,Other
1540,케빈에대하여(2011),201903,Drama
1544,1914전투,202006,Historical/War
1555,그녀,201907,SF/Fantasy
1570,극장판반지의비밀일기,201910,Animation/Family
1574,고백(2015),201508,Drama
1574,고백(2015),201508,Drama
1574,고백(2015),201508,Drama
1576,비행기[2D],201801,Animation/Family
1577,13인의자객(2010),201611,Action/Adventure
1583,파이란(2001),201910,Drama
1588,전장의묵시록(2008),201508,Historical/War
1589,베티블루37.2디오리지널,201611,Romance
1592,열정같은소리하고있네,201610,Drama
1599,미인어,201703,Romance
1600,그래도좋아해,201810,Romance
1601,리버풀클롭의숨겨진우승스토리,202101,Documentary
1602,요가학원:죽음의쿤달리니,202011,Horror
1604,칠드런오브맨(2006),201802,SF/Fantasy
1606,마다가스카,201308,Animation/Family
1608,파수꾼(2010),201811,Drama
1609,삼국지:명장여포,202102,Historical/War
1610,히든피겨스,201704,Drama
1612,폰부스,201512,Thriller/Crime
1616,마스터(2016),201702,Drama
1616,마스터(2016),201702,Drama
1618,공수도-극진파이터,202005,Drama
1622,성기사단:어둠의마법사,202002,Action/Adventure
1623,델타보이즈,201706,Comedy
1625,레트리뷰션:분노의복수,201707,Thriller/Crime
1627,쥬라기공원:다이노어택,202006,Horror
1629,드래곤헌터[우리말],201611,Animation/Family
1631,단지세상의끝,201702,Drama
1638,무사:400vs1,202101,Action/Adventure
1639,케이프피어,201607,Thriller/Crime
1640,트루스,201701,Drama
1641,조블랙의사랑(1998),201904,SF/Fantasy
1643,쿠스코?쿠스코!(2000),201904,Animation/Family
1645,섹터4,201911,Historical/War
1647,굿바이레닌,201311,Comedy
1650,아이스에이지2,201512,Animation/Family
1653,나의사랑나의신부,201611,Romance
1654,반두비(2009),202001,Romance
1659,국제시장,201505,Drama
1662,도신3:소년도신,201909,Documentary
1663,헤이트풀8,202007,Action/Adventure
1666,컨저링:악마의집,202009,Horror
1667,지구최후의밤,201908,Thriller/Crime
1670,몽키킹:왕의귀환,201906,SF/Fantasy
1674,검신의제국2,202102,Other
1676,자토이치(2003),201911,Action/Adventure
1680,음양사1(2001),202006,Documentary
1681,세상끝의사랑,201511,Romance
1686,팅커벨,201404,Animation/Family
1693,미스컨덕트,201604,Thriller/Crime
1696,윤희에게,201912,Romance
1698,스케어리스토리:어둠의속삭임,202004,Horror
1701,변신(2019),201909,Animation/Family
1704,봉신방:달기전,202009,Action/Adventure
1706,우리가이별뒤에알게되는것들,202010,Drama
1707,스윈들러,202010,Thriller/Crime
1715,1940:최강의독일전차부대,201704,Historical/War
1716,시크릿어페어,201807,Romance
1721,괴테스쿨의사고뭉치들,201411,Comedy
1729,촉산전2,202012,Action/Adventure
1734,프랭크,201901,Comedy
1736,누구의딸도아닌해원(2012),201905,Drama
1739,결혼피로연,201706,Comedy
1740,그린마일(1999),201904,SF/Fantasy
1741,넥스트제네레이션패트레이버4,201612,SF/Fantasy
1748,서치,201810,Drama
1750,인천상륙작전,201608,Historical/War
1750,인천상륙작전,201608,Historical/War
1754,미녀와야수(2014),201612,SF/Fantasy
1754,미녀와야수(2014),201612,SF/Fantasy
1757,프리다,201609,Drama
1759,"제자,옥한흠",201901,Documentary
1765,우이러브,201905,Romance
1767,고스트버스터즈2,201210,Horror
1772,세번째살인,201803,Thriller/Crime
1774,베이비드라이버,201710,Thriller/Crime
1775,써니[감독판],201406,Comedy
1776,메이즈러너:스코치트라이얼,201510,SF/Fantasy
1782,쿵푸파이터(2015),202003,Action/Adventure
1784,오목소녀(2018),201806,Drama
1790,밀리언리틀피시즈,202101,Drama
1791,마이베이커리인뉴욕,201701,Comedy
1792,센스앤센서빌리티,201112,Drama
1797,스나이퍼:라스트미션,202011,Action/Adventure
1801,영원한여름,201403,Romance
1804,플레이메이커,201909,Thriller/Crime
1811,패딩턴,201501,Animation/Family
1813,석양의갱들(1971),201907,Historical/War
1817,쉰들러리스트,201707,Historical/War
1828,마녀(2018),201807,Other
1832,서핑업(2007),202003,Romance
1832,서핑업(2007),202003,Romance
1833,학교는끝났다,202011,Thriller/Crime
1834,독고다이,201906,Drama
1839,레이디버드,201805,Thriller/Crime
1842,드론전쟁:굿킬,201701,Drama
1845,스페셜포스vs분노의좀비,201906,Action/Adventure
1850,라스트갓파더,201202,Comedy
1851,더블스파이(2009),202001,Romance
1852,트라이앵글,202003,Horror
1858,문라이트,201703,Drama
1860,이퀼리브리엄,201403,SF/Fantasy
1863,기생수파트2,201511,SF/Fantasy
1864,토이스토리,201405,Animation/Family
1864,토이스토리,201405,Animation/Family
1867,10미니츠곤,201911,Thriller/Crime
1869,넘버3,200703,Thriller/Crime
1873,하이앤로우더레드레인,202003,Action/Adventure
1877,굿바이싱글,201607,Comedy
1878,쇼생크탈출(1994),201504,Drama
1887,그녀를믿지마세요,201204,Comedy
1890,나쁜녀석들:더무비,201910,Thriller/Crime
1891,예루살렘Z:좀비와의전쟁,202003,Horror
1892,해리포터와마법사의돌,201701,SF/Fantasy
1892,해리포터와마법사의돌,201701,SF/Fantasy
1897,아내가결혼했다,201906,Romance
1899,공각기동대:고스트인더쉘,201705,Thriller/Crime
1900,죽여주는여자(2016),201702,Drama
1901,주윤발의도성풍운,201901,Comedy
1903,스푹스:MI5,201701,Drama
1907,더가디언즈,201707,SF/Fantasy
1908,작전명반데라스,201905,Historical/War
1910,미스터앤미스터대디,201811,Comedy
1912,여자들,201708,Romance
1918,너는달밤에빛나고,202006,Romance
1921,"오늘밤,로맨스극장에서",201808,SF/Fantasy
1922,엑소시스트:더하우스,201901,Horror
1923,네이웃의아내를탐하지마라(2014),202005,Thriller/Crime
1924,화해,202003,Other
1925,덕혜옹주,201701,Historical/War
1932,주먹왕랄프,201612,Animation/Family
1932,주먹왕랄프,201612,Animation/Family
1937,장화신은고양이,201203,SF/Fantasy
1939,에이리언3,201606,Horror
1945,내남자,201611,Thriller/Crime
1952,주키퍼스와이프,201710,Historical/War
1958,박물관이살아있다,201505,Animation/Family
1962,메카닉,201701,Drama
1964,"미안해요,리키",202001,Drama
1967,빈센트(2016),202007,Drama
1968,뮬란2(2020),202101,Action/Adventure
1971,인턴,201712,Drama
1979,삽질,201911,Documentary
1982,칠드런액트,201907,Drama
1984,블랙북(2007),201701,Historical/War
1986,비바리움,202008,Horror
1988,택시2,202004,Comedy
1993,파라다이스로스트마약카르텔의왕,201512,Thriller/Crime
1994,타이페이카페스토리,201309,Romance
1996,월터의상상은현실이된다,201410,Action/Adventure
1999,전망좋은방(1985),202009,Romance
2001,주토피아[3D],201901,Animation/Family
2007,작은아씨들(2019),202003,Romance
2007,작은아씨들(2019),202003,Romance
2009,아르고[확장판],201506,Thriller/Crime
