duplicate_group_id,source_row_number,keep_or_exclude,USER_KEY,is_promotion,is_repurchase,reg_date,end_date,duration_days
7,1914,keep_first_source_row,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-08,2021-03-09,1
7,1915,exclude_extra_duplicate,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-08,2021-03-09,1
8,1969,keep_first_source_row,63370177497798e110c86c207966d8348c67f2120eda7ba945226ff26336244fab642d3e92d9c87a3d195cabfca2910beefee7a4af4f4c681e44341d05e1ccd8,0,1,2021-03-13,2021-04-14,32
8,1970,exclude_extra_duplicate,63370177497798e110c86c207966d8348c67f2120eda7ba945226ff26336244fab642d3e92d9c87a3d195cabfca2910beefee7a4af4f4c681e44341d05e1ccd8,0,1,2021-03-13,2021-04-14,32
9,3259,keep_first_source_row,30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee11b2d0477664db2ba37212d274be16254452d1965b0481d9e43ee1889611a604902c89a1,0,1,2021-03-04,2021-04-04,31
9,3260,exclude_extra_duplicate,30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee11b2d0477664db2ba37212d274be16254452d1965b0481d9e43ee1889611a604902c89a1,0,1,2021-03-04,2021-04-04,31
10,4734,keep_first_source_row,6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d23d008d30360c95fe000694668cd0c5fd557fb0e1a6d4473abbb18652a717ebf2d5c471e,0,1,2021-03-02,2021-03-04,2
10,4735,exclude_extra_duplicate,6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d23d008d30360c95fe000694668cd0c5fd557fb0e1a6d4473abbb18652a717ebf2d5c471e,0,1,2021-03-02,2021-03-04,2
11,5606,keep_first_source_row,bd62ee7470586d63761161ce63ff64a17f677340e516a43f743f89ef376ed5e47c9952e20cdf4485348345c27835d42efd3835bc449cda00c7f35ffca3c67207,0,1,2021-03-12,2021-04-12,31
11,5607,exclude_extra_duplicate,bd62ee7470586d63761161ce63ff64a17f677340e516a43f743f89ef376ed5e47c9952e20cdf4485348345c27835d42efd3835bc449cda00c7f35ffca3c67207,0,1,2021-03-12,2021-04-12,31
12,5665,keep_first_source_row,0258fd467c5765400d487d203f7c77afb597120daa9b1ede96e6a06122e89ea3120f1c5b6932ce435b954aab5da1999305ab7de84225bd741ee334c26ff1ce33,0,1,2021-03-11,2021-04-12,32
12,5666,exclude_extra_duplicate,0258fd467c5765400d487d203f7c77afb597120daa9b1ede96e6a06122e89ea3120f1c5b6932ce435b954aab5da1999305ab7de84225bd741ee334c26ff1ce33,0,1,2021-03-11,2021-04-12,32
13,6179,keep_first_source_row,6b8b057c60966804a172c907bbc80ee5e7e5df5329c23846e0ef6ce45e02960cfbe71f15b74fe3ada09b86a3e8ad4c6bab987058728a296077858143a79c6046,0,1,2021-03-15,2021-04-15,31
13,6180,exclude_extra_duplicate,6b8b057c60966804a172c907bbc80ee5e7e5df5329c23846e0ef6ce45e02960cfbe71f15b74fe3ada09b86a3e8ad4c6bab987058728a296077858143a79c6046,0,1,2021-03-15,2021-04-15,31
14,6404,keep_first_source_row,a6e6e6128f41e37c3fab8276d6861b58a12e2f99976df1f55bc736bdb52db94c58487e29a9cef71c7045834409303e02f24127af76d1d08091312406fcfa3bd5,0,0,2021-03-02,2021-03-02,0
14,6405,exclude_extra_duplicate,a6e6e6128f41e37c3fab8276d6861b58a12e2f99976df1f55bc736bdb52db94c58487e29a9cef71c7045834409303e02f24127af76d1d08091312406fcfa3bd5,0,0,2021-03-02,2021-03-02,0
15,6958,keep_first_source_row,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-04,2021-03-06,2
15,6959,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-04,2021-03-06,2
15,6960,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-04,2021-03-06,2
16,7225,keep_first_source_row,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-05,2021-03-07,2
16,7226,exclude_extra_duplicate,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-05,2021-03-07,2
17,7363,keep_first_source_row,6a66ddde66361935bf866d6d1ccd8c3a1186f958dc147ad5cd264b37bb18d74853e4ba4eb9f45710a9c30e7675764c7ad1d210349bbe2939d5c3f1aceaccb7e1,0,1,2021-03-06,2021-04-06,31
17,7364,exclude_extra_duplicate,6a66ddde66361935bf866d6d1ccd8c3a1186f958dc147ad5cd264b37bb18d74853e4ba4eb9f45710a9c30e7675764c7ad1d210349bbe2939d5c3f1aceaccb7e1,0,1,2021-03-06,2021-04-06,31
18,7386,keep_first_source_row,06413c96660e23ddd8e6cc93b3e03e299201a9a1aa05ba70ea10b8a8c6f7a17686772ce450d9427ac59dd24d830052c31a8122bb355ce6d58ae7d6d16a9c8d65,0,1,2021-03-12,2021-04-12,31
18,7387,exclude_extra_duplicate,06413c96660e23ddd8e6cc93b3e03e299201a9a1aa05ba70ea10b8a8c6f7a17686772ce450d9427ac59dd24d830052c31a8122bb355ce6d58ae7d6d16a9c8d65,0,1,2021-03-12,2021-04-12,31
19,7540,keep_first_source_row,126884c4fdf03b822ef72f87d2f5d64cfbc6f26764b7df292e72c57a571d07e6459a00e1e2e97ea0bd4393c36a1705f42dc6a5ad857831e8d74414f29c9f0e6a,0,1,2021-03-01,2021-04-01,31
19,7541,exclude_extra_duplicate,126884c4fdf03b822ef72f87d2f5d64cfbc6f26764b7df292e72c57a571d07e6459a00e1e2e97ea0bd4393c36a1705f42dc6a5ad857831e8d74414f29c9f0e6a,0,1,2021-03-01,2021-04-01,31
20,8510,keep_first_source_row,8f5d8a903132cff07ffcc50aff14854b977f8c8beba9189ca61ef3a6e1e2ec2d50ffa755ff9e5fde59778535b23584e2844fba29d6d9695482ba4b066d7f8c14,0,1,2021-03-01,2021-03-09,8
20,8511,exclude_extra_duplicate,8f5d8a903132cff07ffcc50aff14854b977f8c8beba9189ca61ef3a6e1e2ec2d50ffa755ff9e5fde59778535b23584e2844fba29d6d9695482ba4b066d7f8c14,0,1,2021-03-01,2021-03-09,8
21,9061,keep_first_source_row,03207f956c0a2d363285286b1a9ede62e03373a9242253c7d6d5fb99819d4eb983fc1191e4dda5dd1b15ad690f9f115c47140236a4887ee22e1ab344985982d5,0,1,2021-03-13,2021-04-13,31
21,9062,exclude_extra_duplicate,03207f956c0a2d363285286b1a9ede62e03373a9242253c7d6d5fb99819d4eb983fc1191e4dda5dd1b15ad690f9f115c47140236a4887ee22e1ab344985982d5,0,1,2021-03-13,2021-04-13,31
22,9154,keep_first_source_row,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-02,2021-03-04,2
22,9155,exclude_extra_duplicate,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-02,2021-03-04,2
23,9253,keep_first_source_row,638304111623b221d3535beb1e6aafe04b2794ba90a8a734b582c5faf8924ce6a62f5d5ceb06dd11348172e8ec8dbbe54401a71058c9073a413fb3755795fd88,0,1,2021-03-14,2021-04-14,31
23,9254,exclude_extra_duplicate,638304111623b221d3535beb1e6aafe04b2794ba90a8a734b582c5faf8924ce6a62f5d5ceb06dd11348172e8ec8dbbe54401a71058c9073a413fb3755795fd88,0,1,2021-03-14,2021-04-14,31
24,9549,keep_first_source_row,89650c59c905843525002ab7e970196d4ea04a86193a4dd6d8c3d26ac57e7f7c2478a5e8c7d57c5980c314e89e2f5fdab25a87a495d2ab015711f3401c2c8eed,0,1,2021-03-01,2021-04-01,31
24,9550,exclude_extra_duplicate,89650c59c905843525002ab7e970196d4ea04a86193a4dd6d8c3d26ac57e7f7c2478a5e8c7d57c5980c314e89e2f5fdab25a87a495d2ab015711f3401c2c8eed,0,1,2021-03-01,2021-04-01,31
25,9945,keep_first_source_row,8e7c2a309dab310d431faf504e9fe0de8cda99bac1293e5ef39931f7c06fdb7538d8f079ea8ff88d9bcfb64b039baf17ed7729e3743979e9065718ecbf0c8b89,0,1,2021-03-06,2021-04-07,32
25,9946,exclude_extra_duplicate,8e7c2a309dab310d431faf504e9fe0de8cda99bac1293e5ef39931f7c06fdb7538d8f079ea8ff88d9bcfb64b039baf17ed7729e3743979e9065718ecbf0c8b89,0,1,2021-03-06,2021-04-07,32
26,10341,keep_first_source_row,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-14,2021-04-14,31
26,10342,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-14,2021-04-14,31
26,10343,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-14,2021-04-14,31
27,10404,keep_first_source_row,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-07,2021-03-10,3
27,10405,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-07,2021-03-10,3
27,10406,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-07,2021-03-10,3
28,12076,keep_first_source_row,8f5d8a903132cff07ffcc50aff14854b977f8c8beba9189ca61ef3a6e1e2ec2d50ffa755ff9e5fde59778535b23584e2844fba29d6d9695482ba4b066d7f8c14,0,1,2021-03-09,2021-04-09,31
28,12077,exclude_extra_duplicate,8f5d8a903132cff07ffcc50aff14854b977f8c8beba9189ca61ef3a6e1e2ec2d50ffa755ff9e5fde59778535b23584e2844fba29d6d9695482ba4b066d7f8c14,0,1,2021-03-09,2021-04-09,31
29,12240,keep_first_source_row,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-07,2021-03-08,1
29,12241,exclude_extra_duplicate,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-07,2021-03-08,1
30,12349,keep_first_source_row,bbde69b7a6515144f270e2fecb881da3acd4986b74567a95098106971d617a005eda83a6cd7b4406833303e09c06df28295265efdf17ac03f96fb06cd19ae773,0,1,2021-03-13,2021-04-13,31
30,12350,exclude_extra_duplicate,bbde69b7a6515144f270e2fecb881da3acd4986b74567a95098106971d617a005eda83a6cd7b4406833303e09c06df28295265efdf17ac03f96fb06cd19ae773,0,1,2021-03-13,2021-04-13,31
31,12930,keep_first_source_row,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-10,2021-03-14,4
31,12931,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-10,2021-03-14,4
31,12932,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-10,2021-03-14,4
32,13274,keep_first_source_row,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-03,2021-03-04,1
32,13276,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-03,2021-03-04,1
33,13582,keep_first_source_row,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-06,2021-03-07,1
33,13584,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-06,2021-03-07,1
34,13752,keep_first_source_row,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-04,2021-03-05,1
34,13753,exclude_extra_duplicate,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,0,1,2021-03-04,2021-03-05,1
35,13904,keep_first_source_row,56412a01be53adfa434e714d21ec717f17516ad6267c1364ea562057a9157f88c219b6a2688c96e3ecc486befb66becae99aa064e1df2177a8c2fb8e1002f564,0,1,2021-03-10,2021-04-10,31
35,13905,exclude_extra_duplicate,56412a01be53adfa434e714d21ec717f17516ad6267c1364ea562057a9157f88c219b6a2688c96e3ecc486befb66becae99aa064e1df2177a8c2fb8e1002f564,0,1,2021-03-10,2021-04-10,31
36,13987,keep_first_source_row,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-02,2021-03-03,1
36,13989,exclude_extra_duplicate,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,1,2021-03-02,2021-03-03,1
37,16133,keep_first_source_row,fd77b680d4f9bfe25d663b880cc4097601888b1a1c0c22a87c9adc1f30673578b46b355fdc542a8b0dad5dda500fa1c25db251e05e8dfdd5a82c1d1a3c206fcd,0,1,2021-03-15,2021-04-15,31
37,16134,exclude_extra_duplicate,fd77b680d4f9bfe25d663b880cc4097601888b1a1c0c22a87c9adc1f30673578b46b355fdc542a8b0dad5dda500fa1c25db251e05e8dfdd5a82c1d1a3c206fcd,0,1,2021-03-15,2021-04-15,31
38,17259,keep_first_source_row,10d58f5fa156cbd2367fb314196f300432043cd5206dcf8cfc5bdf91af8455e81e0c3caf27e844f422348b69097cf5c9d1299524985bb5910ddd4a375d2fba11,0,0,2021-03-07,2021-03-07,0
38,17260,exclude_extra_duplicate,10d58f5fa156cbd2367fb314196f300432043cd5206dcf8cfc5bdf91af8455e81e0c3caf27e844f422348b69097cf5c9d1299524985bb5910ddd4a375d2fba11,0,0,2021-03-07,2021-03-07,0
39,18790,keep_first_source_row,ce0e31d41025c395b502d42a4bc521deaca9975b391d24a9b7ffa827d5982d2fc0128609ef6a8a4bfafe715b99d74eb75ff424e0497c3d70d8cd09827efb5c68,0,0,2021-03-02,2021-04-03,32
39,18791,exclude_extra_duplicate,ce0e31d41025c395b502d42a4bc521deaca9975b391d24a9b7ffa827d5982d2fc0128609ef6a8a4bfafe715b99d74eb75ff424e0497c3d70d8cd09827efb5c68,0,0,2021-03-02,2021-04-03,32
40,18903,keep_first_source_row,ce0e31d41025c395b502d42a4bc521deaca9975b391d24a9b7ffa827d5982d2fc0128609ef6a8a4bfafe715b99d74eb75ff424e0497c3d70d8cd09827efb5c68,0,1,2021-03-14,2021-04-15,32
40,18904,exclude_extra_duplicate,ce0e31d41025c395b502d42a4bc521deaca9975b391d24a9b7ffa827d5982d2fc0128609ef6a8a4bfafe715b99d74eb75ff424e0497c3d70d8cd09827efb5c68,0,1,2021-03-14,2021-04-15,32
41,19505,keep_first_source_row,4c3fc8f9cf38f445820a0647cadf1358be30da49efe33b52e4ea572828042e26b42673334a80df7b25255afa02b2e1e9c96df3adc858e50e8400a8ca3b8a717b,0,0,2021-03-01,2021-03-01,0
41,19506,exclude_extra_duplicate,4c3fc8f9cf38f445820a0647cadf1358be30da49efe33b52e4ea572828042e26b42673334a80df7b25255afa02b2e1e9c96df3adc858e50e8400a8ca3b8a717b,0,0,2021-03-01,2021-03-01,0
42,21414,keep_first_source_row,48297a1071254880823e32ae88ff41c01ea1351f9e6bd6e04c0084509856c5e6f3b39272569a7bf1b9df60162dc5ca0a0b133721f6c8407c6f8796b4267492e8,0,1,2021-03-15,2021-04-15,31
42,21415,exclude_extra_duplicate,48297a1071254880823e32ae88ff41c01ea1351f9e6bd6e04c0084509856c5e6f3b39272569a7bf1b9df60162dc5ca0a0b133721f6c8407c6f8796b4267492e8,0,1,2021-03-15,2021-04-15,31
43,21619,keep_first_source_row,1b0a1584b71eb15974a900237b339a586598666781d8dcd03cccee800ad3471cd1b7a176579a5f1d8ac98e20cb475afa82f4aa1fbb4bdd649ec671d73045c0d9,0,0,2021-03-06,2021-04-06,31
43,21620,exclude_extra_duplicate,1b0a1584b71eb15974a900237b339a586598666781d8dcd03cccee800ad3471cd1b7a176579a5f1d8ac98e20cb475afa82f4aa1fbb4bdd649ec671d73045c0d9,0,0,2021-03-06,2021-04-06,31
44,21916,keep_first_source_row,780f9ae1a82aeaffe1da44f3f51f770f3e169381aa6ccb1ab5a874ae9334e04fecc13b0a25f859e66bbc724c7be84e2be9e71a91a87c655cbe1172b51aae1f80,0,1,2021-03-12,2021-04-13,32
44,21917,exclude_extra_duplicate,780f9ae1a82aeaffe1da44f3f51f770f3e169381aa6ccb1ab5a874ae9334e04fecc13b0a25f859e66bbc724c7be84e2be9e71a91a87c655cbe1172b51aae1f80,0,1,2021-03-12,2021-04-13,32
