model_role,window,model_name,feature_set,explanation_method,original_feature,feature_family,importance_mean_auc_drop,importance_std
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_unique_watch_days,usage,0.00018300000000011086,0.00011904998950019302
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_thriller_crime,genre,0.0001768000000000436,0.0001953081155507593
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_unique_contents,content,0.0001683000000000545,8.676957992291006e-05
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week3_sessions,usage,0.00016700000000007264,0.0007016747822174939
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_recent_content_watch_ratio,release_month,0.00012170000000011338,0.00018129302248014016
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week2_sessions,usage,0.00011540000000005435,0.00010555301985253174
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_comedy,genre,0.0001132000000000355,6.558170476593057e-05
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_historical_war,genre,9.940000000008276e-05,8.022119420700415e-05
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_comedy,genre,9.0400000000046e-05,0.00011138375105910093
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_one_minute_watch_count,usage,4.6300000000076837e-05,0.0001302208124686712
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_sf_fantasy,genre,3.530000000004918e-05,0.00020975762203071806
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,payment_device,membership,2.220000000006106e-05,0.00011452100244058385
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_other,genre,2.6000000000081515e-06,5.200000000016303e-06
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_covered_watch_ratio,genre,0.0,0.0
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_release_month_covered_watch_ratio,release_month,0.0,0.0
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_no_watch_obs_flag,usage,0.0,0.0
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,is_promotion,membership,0.0,0.0
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_has_watch_obs,usage,0.0,0.0
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_missing_watch_ratio,genre,0.0,0.0
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_missing_watch_time,genre,0.0,0.0
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_covered_watch_time,genre,0.0,0.0
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_content_has_watch_obs,content,0.0,0.0
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_comedy,genre,-2.9499999999971217e-05,8.47667387599638e-05
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_total_sessions,usage,-3.0399999999941586e-05,5.711952380753112e-05
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,age,membership,-3.5799999999941436e-05,9.868211590763936e-05
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,billing_method,membership,-4.399999999993298e-05,5.342377747781338e-05
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_action_adventure,genre,-5.4399999999965584e-05,8.16004901946077e-05
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_avg_ott_release_month_weighted,release_month,-5.929999999989555e-05,0.00023502501994466886
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,gender,membership,-6.0499999999930056e-05,0.00010264550647739707
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_short_watch_count_le5,usage,-9.819999999993723e-05,0.0003094326421048861
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_entropy,genre,-9.929999999997996e-05,7.19205116778993e-05
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_historical_war,genre,-0.00010239999999994698,0.0002797297624494155
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_top_genre_watch_time,genre,-0.00016969999999993934,0.00033276712578025414
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_other,genre,-0.00018879999999996678,6.280573222245497e-05
primary_conservative,w1_3,HistGradientBoostingClassifier,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_other,genre,-0.0004991999999999442,0.00023795789543527068
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_unique_count,genre,0.07656413200995286,0.005654438136256647
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week1_ratio,usage,0.05608946490580502,0.0033576665329815413
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_avg_watch_time_per_session,usage,0.04922702540125249,0.0003191776923244816
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_first_watch_rel_day,usage,0.022583326497689682,0.001225758341528459
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_thriller_crime,genre,0.0144543789134061,0.0021048739844324094
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_entropy,genre,0.013840264676127312,0.0014568495568187797
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_drama,genre,0.012262051239985952,0.0011639494972150114
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_animation_family,genre,0.011793399502365243,0.0014512435387019067
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_active_span_days,usage,0.011064993301069212,0.0002402701465713703
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week3_ratio,usage,0.010246356601864903,0.0003138746605420746
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,price,membership,0.010192765154622455,0.0014478455085590901
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_max_day_share,usage,0.010143548519399767,0.0013354100254265458
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_drama,genre,0.009117108249255046,0.0017953640361097112
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_top_genre_watch_ratio,genre,0.007193831515052225,0.0013046366388018065
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_romance,genre,0.007168676345938392,4.811671759486471e-05
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week2_ratio,usage,0.006280589505919772,0.001519562277966286
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_no_watch_obs_flag,usage,0.00560358734585642,0.00045928169163973737
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_release_month_covered_watch_ratio,release_month,0.005387034150876491,0.0004450034131916784
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_content_has_watch_obs,content,0.005387034150876491,0.0004450034131916784
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_covered_watch_ratio,genre,0.005387034150876491,0.0004450034131916784
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_has_watch_obs,usage,0.005387034150876491,0.0004450034131916784
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week3_sessions,usage,0.005251414978262796,0.0018693344149701401
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_romance,genre,0.00464933147403838,0.0013598946768560447
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_thriller_crime,genre,0.003870068083012231,0.0010361734996002178
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_action_adventure,genre,0.0036387498974654875,0.000959247058410805
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_animation_family,genre,0.0027550378694666997,0.0007895941104884915
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_horror,genre,0.0026194186968531152,0.0008744246153020677
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week1_sessions,usage,0.0024252864134745775,0.0006651422961505643
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_romance,genre,0.0019686654089082767,0.0013541589139071453
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,payment_device,membership,0.0019183550706806847,0.0010087087686928816
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_short_watch_time_le5,usage,0.0018489049298664462,0.0009662638578104384
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_action_adventure,genre,0.0016941459546661042,0.0012572873618905444
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_w3_minus_w1_watch_time,usage,0.0015776665846391296,0.0006316132486257195
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_other,genre,0.0014573592540946996,0.0006108803700987179
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_recent_content_watch_ratio,release_month,0.0014168922429116382,0.0006219545791174936
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_comedy,genre,0.0013020534273919804,0.001106428307941295
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_top_genre_watch_time,genre,0.001130342055614982,0.0015959101982075995
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_top_genre,genre,0.0009373034752414208,0.0009537820773798149
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_last_watch_rel_day,usage,0.0009077734941077923,0.0003755695539545382
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_horror,genre,0.0008902742460286106,0.0010985529412064427
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,product_code,membership,0.0008880868400187314,0.0011595322996493722
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_horror,genre,0.0008826183249939593,0.0004112723237041782
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week2_sessions,usage,0.0008306674322588655,0.0007347075606721193
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,billing_method,membership,0.0007027041806798214,0.0014731365469570882
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week3_watch_time,usage,0.0006890328931180578,0.0009620878946270725
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,max_screen,membership,0.0006414568124027964,0.0008098193159151341
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_ratio_sf_fantasy,genre,0.0004030295573238159,0.000599167600621487
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_session_count_sf_fantasy,genre,0.00036912476417035506,0.00044483739585241667
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week2_watch_time,usage,0.0003013151778635444,0.0002575281597700492
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_short_watch_count_le5,usage,0.0002870970387993295,0.00042180014453007807
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_historical_war,genre,0.000271785196729953,0.0003546541747268803
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_week1_watch_time,usage,0.00025373909714832,0.0001045530877819701
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_sf_fantasy,genre,0.00016788341125976528,0.0002906987697571681
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_other,genre,0.0001110108550024987,0.0001658304076278708
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_unique_contents,content,0.00010116752795789423,3.421210689768629e-05
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,age,membership,9.296475542075466e-05,0.00011807687745189818
business_interpretable,w1_3,LogisticRegression,membership_plus_usage_content_w1_3_without_churn_prevented,permutation_importance_fallback_not_shap,w1_3_genre_watch_time_action_adventure,genre,5.6872556257488625e-05,0.00014780982376417544
