feature_set_name,dataset_scope,model_name,score_type,decile,row_count,observed_repurchase_rate,observed_nonrepurchase_rate,mean_repurchase_score,mean_churn_risk
conservative_safe_22,nonpromotion_only,GradientBoosting,repurchase_score,5,1118,0.813953488372093,0.18604651162790697,0.8155452785264143,0.18445472147358571
conservative_safe_22,nonpromotion_only,GradientBoosting,repurchase_score,6,1117,0.8594449418084154,0.1405550581915846,0.8754003757342302,0.12459962426576963
conservative_safe_22,nonpromotion_only,GradientBoosting,repurchase_score,7,1117,0.9221128021486124,0.07788719785138765,0.912287619502838,0.08771238049716212
conservative_safe_22,nonpromotion_only,GradientBoosting,repurchase_score,8,1118,0.9508050089445438,0.049194991055456175,0.9357577568788749,0.064242243121125
conservative_safe_22,nonpromotion_only,GradientBoosting,repurchase_score,9,1117,0.955237242614145,0.044762757385854966,0.9539254252289678,0.04607457477103222
conservative_safe_22,nonpromotion_only,GradientBoosting,repurchase_score,10,1118,0.9838998211091234,0.016100178890876567,0.9703687615591283,0.02963123844087157
conservative_safe_22,nonpromotion_only,GradientBoosting,churn_risk,1,1118,0.9838998211091234,0.016100178890876567,0.9703687615591283,0.02963123844087157
conservative_safe_22,nonpromotion_only,GradientBoosting,churn_risk,2,1117,0.955237242614145,0.044762757385854966,0.9539254252289678,0.04607457477103222
conservative_safe_22,nonpromotion_only,GradientBoosting,churn_risk,3,1118,0.9508050089445438,0.049194991055456175,0.9357577568788749,0.064242243121125
conservative_safe_22,nonpromotion_only,GradientBoosting,churn_risk,4,1117,0.9221128021486124,0.07788719785138765,0.912287619502838,0.08771238049716212
conservative_safe_22,nonpromotion_only,GradientBoosting,churn_risk,5,1118,0.8586762075134168,0.1413237924865832,0.8753812476998898,0.12461875230011028
conservative_safe_22,nonpromotion_only,GradientBoosting,churn_risk,6,1117,0.8146821844225605,0.18531781557743957,0.8155108381013337,0.18448916189866627
conservative_safe_22,nonpromotion_only,GradientBoosting,churn_risk,7,1117,0.7242614145031334,0.2757385854968666,0.7208852631030425,0.27911473689695765
conservative_safe_22,nonpromotion_only,GradientBoosting,churn_risk,8,1118,0.6735241502683363,0.32647584973166366,0.6513903978223987,0.3486096021776013
conservative_safe_22,nonpromotion_only,GradientBoosting,churn_risk,9,1117,0.4637421665174575,0.5362578334825425,0.47029093801779565,0.5297090619822044
conservative_safe_22,nonpromotion_only,GradientBoosting,churn_risk,10,1118,0.2772808586762075,0.7227191413237924,0.3180157269463791,0.681984273053621
conservative_safe_22,nonpromotion_only,HistGradientBoosting,repurchase_score,1,1118,0.26118067978533094,0.738819320214669,0.2798034283469566,0.7201965716530434
conservative_safe_22,nonpromotion_only,HistGradientBoosting,repurchase_score,2,1117,0.4709042076991943,0.5290957923008057,0.4530172052082619,0.5469827947917381
conservative_safe_22,nonpromotion_only,HistGradientBoosting,repurchase_score,3,1118,0.6815742397137746,0.3184257602862254,0.6430561210003574,0.3569438789996427
conservative_safe_22,nonpromotion_only,HistGradientBoosting,repurchase_score,4,1117,0.738585496866607,0.26141450313339304,0.7254988049574649,0.2745011950425352
conservative_safe_22,nonpromotion_only,HistGradientBoosting,repurchase_score,5,1118,0.8014311270125224,0.19856887298747763,0.8073337571129052,0.19266624288709475
conservative_safe_22,nonpromotion_only,HistGradientBoosting,repurchase_score,6,1117,0.8657117278424351,0.13428827215756492,0.8782954679698072,0.12170453203019287
conservative_safe_22,nonpromotion_only,HistGradientBoosting,repurchase_score,7,1117,0.918531781557744,0.08146821844225605,0.9280078250215593,0.07199217497844064
conservative_safe_22,nonpromotion_only,HistGradientBoosting,repurchase_score,8,1118,0.943649373881932,0.05635062611806798,0.9567973229431108,0.04320267705688929
conservative_safe_22,nonpromotion_only,HistGradientBoosting,repurchase_score,9,1117,0.9686660698299016,0.03133393017009848,0.9755997085896423,0.02440029141035764
conservative_safe_22,nonpromotion_only,HistGradientBoosting,repurchase_score,10,1118,0.9740608228980322,0.0259391771019678,0.98977620296123,0.010223797038770063
conservative_safe_22,nonpromotion_only,HistGradientBoosting,churn_risk,1,1118,0.9740608228980322,0.0259391771019678,0.98977620296123,0.010223797038770063
conservative_safe_22,nonpromotion_only,HistGradientBoosting,churn_risk,2,1117,0.9686660698299016,0.03133393017009848,0.9755997085896423,0.02440029141035764
conservative_safe_22,nonpromotion_only,HistGradientBoosting,churn_risk,3,1118,0.943649373881932,0.05635062611806798,0.9567973229431108,0.04320267705688929
conservative_safe_22,nonpromotion_only,HistGradientBoosting,churn_risk,4,1117,0.9176365264100269,0.08236347358997315,0.9280078250215593,0.07199217497844063
conservative_safe_22,nonpromotion_only,HistGradientBoosting,churn_risk,5,1118,0.8667262969588551,0.13327370304114491,0.8782672786383136,0.12173272136168654
conservative_safe_22,nonpromotion_only,HistGradientBoosting,churn_risk,6,1117,0.8012533572068039,0.19874664279319607,0.8072984428441076,0.19270155715589235
conservative_safe_22,nonpromotion_only,HistGradientBoosting,churn_risk,7,1117,0.7403760071620412,0.25962399283795884,0.7254988049574649,0.2745011950425351
conservative_safe_22,nonpromotion_only,HistGradientBoosting,churn_risk,8,1118,0.6797853309481217,0.32021466905187834,0.6430561210003574,0.3569438789996427
conservative_safe_22,nonpromotion_only,HistGradientBoosting,churn_risk,9,1117,0.4700089525514772,0.5299910474485229,0.4530172052082619,0.5469827947917381
conservative_safe_22,nonpromotion_only,HistGradientBoosting,churn_risk,10,1118,0.2620751341681574,0.7379248658318426,0.2798034283469566,0.7201965716530434
conservative_safe_22,nonpromotion_only,LightGBM,repurchase_score,1,1118,0.2772808586762075,0.7227191413237924,0.27784090484575374,0.7221590951542463
conservative_safe_22,nonpromotion_only,LightGBM,repurchase_score,2,1117,0.459265890778872,0.540734109221128,0.4522574866854697,0.5477425133145303
conservative_safe_22,nonpromotion_only,LightGBM,repurchase_score,3,1118,0.669051878354204,0.33094812164579607,0.6451167325150164,0.35488326748498367
conservative_safe_22,nonpromotion_only,LightGBM,repurchase_score,4,1117,0.738585496866607,0.26141450313339304,0.7268873434872968,0.27311265651270317
conservative_safe_22,nonpromotion_only,LightGBM,repurchase_score,5,1118,0.8005366726296959,0.19946332737030412,0.8105537234498129,0.1894462765501871
conservative_safe_22,nonpromotion_only,LightGBM,repurchase_score,6,1117,0.8719785138764548,0.12802148612354522,0.8801251292332116,0.11987487076678828
conservative_safe_22,nonpromotion_only,LightGBM,repurchase_score,7,1117,0.9176365264100269,0.08236347358997315,0.9283134653603982,0.07168653463960198
conservative_safe_22,nonpromotion_only,LightGBM,repurchase_score,8,1118,0.947227191413238,0.052772808586762074,0.9557979267428108,0.04420207325718929
conservative_safe_22,nonpromotion_only,LightGBM,repurchase_score,9,1117,0.9659803043867502,0.03401969561324977,0.9732901796241747,0.026709820375825224
conservative_safe_22,nonpromotion_only,LightGBM,repurchase_score,10,1118,0.9767441860465116,0.023255813953488372,0.986919606222528,0.013080393777472072
conservative_safe_22,nonpromotion_only,LightGBM,churn_risk,1,1118,0.9767441860465116,0.023255813953488372,0.986919606222528,0.013080393777472072
conservative_safe_22,nonpromotion_only,LightGBM,churn_risk,2,1117,0.9659803043867502,0.03401969561324977,0.9732901796241747,0.026709820375825224
conservative_safe_22,nonpromotion_only,LightGBM,churn_risk,3,1118,0.947227191413238,0.052772808586762074,0.9557979267428108,0.04420207325718929
conservative_safe_22,nonpromotion_only,LightGBM,churn_risk,4,1117,0.9176365264100269,0.08236347358997315,0.9283134653603982,0.07168653463960198
conservative_safe_22,nonpromotion_only,LightGBM,churn_risk,5,1118,0.872093023255814,0.12790697674418605,0.8800973698306359,0.11990263016936396
conservative_safe_22,nonpromotion_only,LightGBM,churn_risk,6,1117,0.8003581020590869,0.19964189794091317,0.8105192235449752,0.1894807764550248
conservative_safe_22,nonpromotion_only,LightGBM,churn_risk,7,1117,0.7412712623097583,0.25872873769024174,0.7268873434872968,0.27311265651270317
conservative_safe_22,nonpromotion_only,LightGBM,churn_risk,8,1118,0.6663685152057245,0.3336314847942755,0.6451167325150164,0.35488326748498367
conservative_safe_22,nonpromotion_only,LightGBM,churn_risk,9,1117,0.459265890778872,0.540734109221128,0.4522574866854697,0.5477425133145303
conservative_safe_22,nonpromotion_only,LightGBM,churn_risk,10,1118,0.2772808586762075,0.7227191413237924,0.27784090484575374,0.7221590951542463
conservative_safe_22,nonpromotion_only,LogisticRegression,repurchase_score,1,1118,0.33184257602862255,0.6681574239713775,0.33859323794279755,0.6614067620572025
conservative_safe_22,nonpromotion_only,LogisticRegression,repurchase_score,2,1117,0.4628469113697404,0.5371530886302597,0.5254108359215147,0.4745891640784853
conservative_safe_22,nonpromotion_only,LogisticRegression,repurchase_score,3,1118,0.6699463327370304,0.3300536672629696,0.6478586084108026,0.3521413915891974
conservative_safe_22,nonpromotion_only,LogisticRegression,repurchase_score,4,1117,0.7412712623097583,0.25872873769024174,0.711081926979076,0.2889180730209239
conservative_safe_22,nonpromotion_only,LogisticRegression,repurchase_score,5,1118,0.7996422182468694,0.2003577817531306,0.7778034396248314,0.2221965603751685
conservative_safe_22,nonpromotion_only,LogisticRegression,repurchase_score,6,1117,0.8585496866606983,0.1414503133393017,0.8388514205143035,0.16114857948569647
conservative_safe_22,nonpromotion_only,LogisticRegression,repurchase_score,7,1117,0.8773500447627574,0.12264995523724262,0.8903438301546511,0.1096561698453488
conservative_safe_22,nonpromotion_only,LogisticRegression,repurchase_score,8,1118,0.9400715563506261,0.05992844364937388,0.9333583176431546,0.0666416823568455
conservative_safe_22,nonpromotion_only,LogisticRegression,repurchase_score,9,1117,0.9668755595344674,0.03312444046553268,0.9669034143261317,0.033096585673868306
conservative_safe_22,nonpromotion_only,LogisticRegression,repurchase_score,10,1118,0.9758497316636852,0.024150268336314847,0.9941460016349821,0.005853998365017787
conservative_safe_22,nonpromotion_only,LogisticRegression,churn_risk,1,1118,0.9758497316636852,0.024150268336314847,0.9941460016349821,0.005853998365017787
conservative_safe_22,nonpromotion_only,LogisticRegression,churn_risk,2,1117,0.9668755595344674,0.03312444046553268,0.9669034143261317,0.033096585673868306
conservative_safe_22,nonpromotion_only,LogisticRegression,churn_risk,3,1118,0.9400715563506261,0.05992844364937388,0.9333583176431546,0.0666416823568455
conservative_safe_22,nonpromotion_only,LogisticRegression,churn_risk,4,1117,0.8773500447627574,0.12264995523724262,0.8903438301546511,0.1096561698453488
conservative_safe_22,nonpromotion_only,LogisticRegression,churn_risk,5,1118,0.8577817531305904,0.14221824686940965,0.8388250279984708,0.1611749720015292
conservative_safe_22,nonpromotion_only,LogisticRegression,churn_risk,6,1117,0.8003581020590869,0.19964189794091317,0.7777752022495509,0.22222479775044915
conservative_safe_22,nonpromotion_only,LogisticRegression,churn_risk,7,1117,0.738585496866607,0.26141450313339304,0.7110819269790761,0.28891807302092387
conservative_safe_22,nonpromotion_only,LogisticRegression,churn_risk,8,1118,0.6726296958855098,0.32737030411449014,0.6478586084108026,0.3521413915891974
conservative_safe_22,nonpromotion_only,LogisticRegression,churn_risk,9,1117,0.4601611459265891,0.5398388540734109,0.5254108359215148,0.47458916407848517
conservative_safe_22,nonpromotion_only,LogisticRegression,churn_risk,10,1118,0.334525939177102,0.6654740608228981,0.33859323794279755,0.6614067620572025
conservative_safe_22,nonpromotion_only,RandomForest,repurchase_score,1,1118,0.2737030411449016,0.7262969588550984,0.2702823705695911,0.7297176294304089
conservative_safe_22,nonpromotion_only,RandomForest,repurchase_score,2,1117,0.4646374216651746,0.5353625783348255,0.4782871943415756,0.5217128056584244
conservative_safe_22,nonpromotion_only,RandomForest,repurchase_score,3,1118,0.6538461538461539,0.34615384615384615,0.6490004847098919,0.35099951529010814
conservative_safe_22,nonpromotion_only,RandomForest,repurchase_score,4,1117,0.7573858549686661,0.24261414503133394,0.7406886115513178,0.25931138844868235
conservative_safe_22,nonpromotion_only,RandomForest,repurchase_score,5,1118,0.7987477638640429,0.20125223613595708,0.7989863639707332,0.20101363602926675
conservative_safe_22,nonpromotion_only,RandomForest,repurchase_score,6,1117,0.8666069829901522,0.13339301700984782,0.8693560492815665,0.13064395071843343
conservative_safe_22,nonpromotion_only,RandomForest,repurchase_score,7,1117,0.9068934646374217,0.09310653536257833,0.9163020677745741,0.08369793222542597
conservative_safe_22,nonpromotion_only,RandomForest,repurchase_score,8,1118,0.9534883720930233,0.046511627906976744,0.9462108478270014,0.05378915217299847
conservative_safe_22,nonpromotion_only,RandomForest,repurchase_score,9,1117,0.9749328558639212,0.025067144136078783,0.9671126424590303,0.032887357540969595
conservative_safe_22,nonpromotion_only,RandomForest,repurchase_score,10,1118,0.9740608228980322,0.0259391771019678,0.9853608348885833,0.014639165111416687
conservative_safe_22,nonpromotion_only,RandomForest,churn_risk,1,1118,0.9740608228980322,0.0259391771019678,0.9853608348885833,0.014639165111416687
conservative_safe_22,nonpromotion_only,RandomForest,churn_risk,2,1117,0.9749328558639212,0.025067144136078783,0.9671126424590303,0.032887357540969595
conservative_safe_22,nonpromotion_only,RandomForest,churn_risk,3,1118,0.9534883720930233,0.046511627906976744,0.9462108478270014,0.05378915217299847
conservative_safe_22,nonpromotion_only,RandomForest,churn_risk,4,1117,0.9068934646374217,0.09310653536257833,0.9163020677745741,0.08369793222542597
conservative_safe_22,nonpromotion_only,RandomForest,churn_risk,5,1118,0.8667262969588551,0.13327370304114491,0.8693284405038503,0.13067155949614978
conservative_safe_22,nonpromotion_only,RandomForest,churn_risk,6,1117,0.7976723366159355,0.20232766338406447,0.7989509986423321,0.20104900135766782
conservative_safe_22,nonpromotion_only,RandomForest,churn_risk,7,1117,0.7582811101163832,0.24171888988361684,0.7406886115513178,0.25931138844868235
conservative_safe_22,nonpromotion_only,RandomForest,churn_risk,8,1118,0.6538461538461539,0.34615384615384615,0.6490004847098919,0.35099951529010814
conservative_safe_22,nonpromotion_only,RandomForest,churn_risk,9,1117,0.4646374216651746,0.5353625783348255,0.4782871943415756,0.5217128056584244
conservative_safe_22,nonpromotion_only,RandomForest,churn_risk,10,1118,0.2737030411449016,0.7262969588550984,0.2702823705695911,0.7297176294304089
conservative_safe_22,nonpromotion_only,XGBoost,repurchase_score,1,1118,0.29338103756708406,0.7066189624329159,0.33606387453556913,0.6639361254644308
conservative_safe_22,nonpromotion_only,XGBoost,repurchase_score,2,1117,0.44136078782453,0.55863921217547,0.46899558098164645,0.5310044190183535
conservative_safe_22,nonpromotion_only,XGBoost,repurchase_score,3,1118,0.682468694096601,0.31753130590339895,0.6371646747926053,0.36283532520739464
conservative_safe_22,nonpromotion_only,XGBoost,repurchase_score,4,1117,0.7188898836168308,0.2811101163831692,0.708792373017744,0.29120762698225605
conservative_safe_22,nonpromotion_only,XGBoost,repurchase_score,5,1118,0.8067978533094812,0.19320214669051877,0.8056001477143419,0.1943998522856581
conservative_safe_22,nonpromotion_only,XGBoost,repurchase_score,6,1117,0.8675022381378693,0.13249776186213072,0.8721654213424656,0.12783457865753448
conservative_safe_22,nonpromotion_only,XGBoost,repurchase_score,7,1117,0.9194270367054611,0.08057296329453895,0.9140521530178688,0.08594784698213118
conservative_safe_22,nonpromotion_only,XGBoost,repurchase_score,8,1118,0.9525939177101967,0.04740608228980322,0.9410601917234431,0.0589398082765569
conservative_safe_22,nonpromotion_only,XGBoost,repurchase_score,9,1117,0.964189794091316,0.03581020590868397,0.9615953799967479,0.038404620003252024
conservative_safe_22,nonpromotion_only,XGBoost,repurchase_score,10,1118,0.9776386404293381,0.022361359570661897,0.9784133298345883,0.021586670165411687
conservative_safe_22,nonpromotion_only,XGBoost,churn_risk,1,1118,0.9776386404293381,0.022361359570661897,0.9784133298345883,0.021586670165411687
conservative_safe_22,nonpromotion_only,XGBoost,churn_risk,2,1117,0.964189794091316,0.03581020590868397,0.9615953799967479,0.038404620003252024
conservative_safe_22,nonpromotion_only,XGBoost,churn_risk,3,1118,0.9525939177101967,0.04740608228980322,0.9410601917234431,0.0589398082765569
conservative_safe_22,nonpromotion_only,XGBoost,churn_risk,4,1117,0.9194270367054611,0.08057296329453895,0.9140521530178688,0.08594784698213118
conservative_safe_22,nonpromotion_only,XGBoost,churn_risk,5,1118,0.8667262969588551,0.13327370304114491,0.8721418878686663,0.12785811213133375
conservative_safe_22,nonpromotion_only,XGBoost,churn_risk,6,1117,0.8075201432408237,0.19247985675917637,0.8055641093527299,0.19443589064727004
conservative_safe_22,nonpromotion_only,XGBoost,churn_risk,7,1117,0.7233661593554163,0.2766338406445837,0.708792373017744,0.29120762698225605
conservative_safe_22,nonpromotion_only,XGBoost,churn_risk,8,1118,0.6779964221824687,0.3220035778175313,0.6371646747926053,0.36283532520739464
conservative_safe_22,nonpromotion_only,XGBoost,churn_risk,9,1117,0.4395702775290958,0.5604297224709042,0.46899558098164645,0.5310044190183535
conservative_safe_22,nonpromotion_only,XGBoost,churn_risk,10,1118,0.295169946332737,0.7048300536672629,0.33606387453556913,0.6639361254644308
conservative_safe_22,overall_with_promotion,CatBoost,repurchase_score,1,2308,0.26126516464471405,0.738734835355286,0.30250760290070905,0.6974923970992909
conservative_safe_22,overall_with_promotion,CatBoost,repurchase_score,2,2308,0.4137781629116118,0.5862218370883883,0.4356977328436932,0.5643022671563068
conservative_safe_22,overall_with_promotion,CatBoost,repurchase_score,3,2308,0.6074523396880416,0.3925476603119584,0.5846967444460576,0.41530325555394243
conservative_safe_22,overall_with_promotion,CatBoost,repurchase_score,4,2308,0.6520797227036396,0.3479202772963605,0.6448553547624488,0.3551446452375512
conservative_safe_22,overall_with_promotion,CatBoost,repurchase_score,5,2308,0.7413344887348353,0.2586655112651646,0.7436748474079407,0.25632515259205935
conservative_safe_22,overall_with_promotion,CatBoost,repurchase_score,6,2307,0.8101430429128739,0.18985695708712613,0.8133090406029195,0.1866909593970804
conservative_safe_22,overall_with_promotion,CatBoost,repurchase_score,7,2308,0.8617850953206239,0.13821490467937608,0.8608194251285889,0.139180574871411
conservative_safe_22,overall_with_promotion,CatBoost,repurchase_score,8,2308,0.902946273830156,0.09705372616984402,0.8971787219552618,0.10282127804473809
conservative_safe_22,overall_with_promotion,CatBoost,repurchase_score,9,2308,0.949740034662045,0.05025996533795494,0.9309824501737632,0.0690175498262366
conservative_safe_22,overall_with_promotion,CatBoost,repurchase_score,10,2308,0.9735701906412478,0.026429809358752165,0.9629492830090407,0.037050716990959215
conservative_safe_22,overall_with_promotion,CatBoost,churn_risk,1,2308,0.9735701906412478,0.026429809358752165,0.9629492830090407,0.037050716990959215
conservative_safe_22,overall_with_promotion,CatBoost,churn_risk,2,2308,0.949740034662045,0.05025996533795494,0.9309824501737632,0.0690175498262366
conservative_safe_22,overall_with_promotion,CatBoost,churn_risk,3,2308,0.902946273830156,0.09705372616984402,0.8971787219552618,0.10282127804473809
conservative_safe_22,overall_with_promotion,CatBoost,churn_risk,4,2308,0.8617850953206239,0.13821490467937608,0.8608194251285889,0.139180574871411
conservative_safe_22,overall_with_promotion,CatBoost,churn_risk,5,2308,0.8102253032928943,0.18977469670710573,0.8132966625488507,0.18670333745114934
conservative_safe_22,overall_with_promotion,CatBoost,churn_risk,6,2307,0.741222366710013,0.258777633289987,0.7436570469552298,0.2563429530447702
conservative_safe_22,overall_with_promotion,CatBoost,churn_risk,7,2308,0.6520797227036396,0.3479202772963605,0.6448553547624488,0.3551446452375512
conservative_safe_22,overall_with_promotion,CatBoost,churn_risk,8,2308,0.6074523396880416,0.3925476603119584,0.5846967444460576,0.41530325555394243
conservative_safe_22,overall_with_promotion,CatBoost,churn_risk,9,2308,0.4137781629116118,0.5862218370883883,0.4356977328436932,0.5643022671563068
conservative_safe_22,overall_with_promotion,CatBoost,churn_risk,10,2308,0.26126516464471405,0.738734835355286,0.30250760290070905,0.6974923970992909
conservative_safe_22,overall_with_promotion,ExtraTrees,repurchase_score,1,2308,0.27339688041594457,0.7266031195840554,0.30548495713703583,0.6945150428629642
conservative_safe_22,overall_with_promotion,ExtraTrees,repurchase_score,2,2308,0.39731369150779894,0.6026863084922011,0.46826055250686593,0.5317394474931341
conservative_safe_22,overall_with_promotion,ExtraTrees,repurchase_score,3,2308,0.5831889081455806,0.4168110918544194,0.619050003863528,0.3809499961364719
conservative_safe_22,overall_with_promotion,ExtraTrees,repurchase_score,4,2308,0.6737435008665511,0.3262564991334489,0.6852679790827134,0.3147320209172867
conservative_safe_22,overall_with_promotion,ExtraTrees,repurchase_score,5,2308,0.7517331022530329,0.24826689774696706,0.7379841212098482,0.26201587879015176
conservative_safe_22,overall_with_promotion,ExtraTrees,repurchase_score,6,2307,0.8058084091894235,0.19419159081057652,0.7904298851829039,0.20957011481709611
conservative_safe_22,overall_with_promotion,ExtraTrees,repurchase_score,7,2308,0.8661178509532063,0.13388214904679377,0.8338082517533701,0.16619174824662997
conservative_safe_22,overall_with_promotion,ExtraTrees,repurchase_score,8,2308,0.9064124783362218,0.09358752166377816,0.87120399495053,0.12879600504946986
conservative_safe_22,overall_with_promotion,ExtraTrees,repurchase_score,9,2308,0.9419410745233969,0.05805892547660312,0.908534852262655,0.09146514773734482
conservative_safe_22,overall_with_promotion,ExtraTrees,repurchase_score,10,2308,0.9744367417677643,0.0255632582322357,0.9506206611645679,0.04937933883543214
conservative_safe_22,overall_with_promotion,ExtraTrees,churn_risk,1,2308,0.9744367417677643,0.0255632582322357,0.9506206611645679,0.04937933883543214
