USER_KEY,is_repurchase,repurchase_score_oof_logisticregression,churn_risk_score_oof_logisticregression,repurchase_score_oof_gradientboosting,churn_risk_score_oof_gradientboosting
9050b32b60b3ac034396ca9e1dd11cf888cf8203e142f5f7e28e42b79872b6fd7da0fd9f57333f8c193333747a135739cb796141817ca79a3fe38d431ac63b5e,0,0.07397839,0.92602161,0.27373998,0.72626002
69d2bf8e8eeaf6841830a7463d812e7b4004b31bdb8268b89c5330490197ffb4becbd6930202b813364a83fe20cea166db50b472de6fbc64f1b587fc93a9b942,1,0.72509286,0.27490714,0.78209029,0.21790971
02198818f8c5721f3d4fd3ebeb263dc131dc95f4a50d722f9f8846517ab7e584a78a3524a29ae9053306ecebfd7e57608ef59206e047f6176430150bdda2570a,1,0.84683752,0.15316248,0.83537142,0.16462858
2c2f37050b3ffe8b4282f7f9172473db0975b38f868a40d8ca41c6857b760f52f633f5d75a6d1b747b753e5d8b470730dca0c00c07030088b958772a1307b582,0,0.44125743,0.55874257,0.54568236,0.45431764
1e4aa5b1e9967225fcec114e8e2e5000412299fdabd5813f17c9987baa7e7220432fc64fa8530c28be46da2a78cbb84c4442a383cc07782459687b0f0850e37e,1,0.69757151,0.30242849,0.93342371,0.06657629
dc8dafd268a9c3a699e010de41d5aa73c3ca5a11d88ea73be55c6e401ca9299c6a5008d162f9f19e8fba973f7fa52db6c4107630e9791bf94375913ed71ae653,1,0.74070815,0.25929185,0.91339509,0.08660491
cc1e16a034095c8b9035f55a4ca780ef0c94435849d2a18ce4f9cea37664114c7090c32d24a1584ba229156107b773de0a57f3b4023b946cd2f02c9e7231a082,0,0.45770779,0.54229221,0.62225425,0.37774575
28d269c769a85cb8f4343b9a7e8210ea2b2d3e0a28fda97b8c0d21dc963828e56fe22dd94b1310699bd6a3d02f9b82fd3cb3748af0a3408739fa71b48f43d208,1,0.98794392,0.01205608,0.95534684,0.04465316
f946c579531646697febf1e38e760f0217e136cdfa808fd1145172ef34d1442806c4d6b12765045484b2c470245855b5970b36eebf92a5d2698172f406192589,0,0.58280783,0.41719217,0.70828864,0.29171136
8baa8b09a4b498a9097b18ef469f3b4ee04c94faf9d439b6534732140e5812092c7766d9e350ac29a62ae37fe0c340e05621700a641e94f5db208c3a1c2bcf3b,0,0.2728783,0.7271217,0.7231601,0.2768399
0c5a1d530e0dd25f2911bb80a5872cf08379b9303959f2994215fe78ff519dc59bee96e0cf7b73778c507959c327dfa263c8a2adfdc0e91e6eae5901de2a906f,1,0.36332915,0.63667085,0.67487512,0.32512488
0634a799ece50ee4596fa291c85f94c9cf09f374434dc48c1eb597aae100178f102fb48866139f3938c68e5900c403912572fb7625075023373cf1c8bdec35d0,1,0.84935259,0.15064741,0.94874094,0.05125906
ece2758d62c1c7e69df595d89a524978ccb68683f58d549696d74151454323c2097252aa1b7eea981a76d23435dae47de88d76d688e9025088cd5c2dae929d2a,0,0.10714953,0.89285047,0.22462247,0.77537753
3134c156e69d7c9e8e2893d8ec976fdd9d9afde58f700cc075e359925b748c31777663ce4ced40b3be6caf843d9b92a517b43ca5cd0cfd82b8b3c76807acc7d9,0,0.31653521,0.68346479,0.40578874,0.59421126
15497b85b92e58b55250665b8a75679f2745e1f84e268d6cb8ec4b62c85642f3d6685f0af24b72c3e7ca36220d0c50dcd2d33299c0d5a249136f8e96e26032f2,0,0.27732659,0.72267341,0.61140886,0.38859114
741d16f6440fffc00898b82522558be4687e5bd6f5e2d7a562b51382a988b706bc25bf716827c1df0b00d81048c917a5eaff404c9a4e4ca17e5f56285e437bfa,1,0.96751957,0.03248043,0.98562127,0.01437873
18d719c58cd371d331ab87fc7b3249f385936fbf8863bb283fd53b017d4022ba74d7ff752aa3191343105b7e3201605af1fedf1ea5b8c61c2701f5e389dec332,1,0.79240741,0.20759259,0.88553412,0.11446588
1c6242a43fcea66f9e2daffe936de5c2e45a23c91221cbda6bdce85df22775a3136ad4fcc8783a918098fff9b864b447d43bef672687eca6e53f98385dbab4c6,1,0.43120385,0.56879615,0.4372095,0.5627905
f39748364504f9707b0d82b2decf7099851539e4ac149d26b70fdd7649482123388d8dadf39e81bedadf660b2fb794d4c61ceabec79bbebf977aba4036d7cd36,1,0.45968579,0.54031421,0.42359756,0.57640244
182fe9399eaa49e3e95538174ab93219d7b4cf7778779c17b4422d84716715088833399b23bf47f337efe5c8b00b36778e5876b642e9173ed0ac6380e28db64d,0,0.27397457,0.72602543,0.40280715,0.59719285
9e5e07f2d797df575acc7fedb9a338d4622b7f60334b6f267336aaf301e644610caa5756e26bc5c766f950229340f5183fc3a0bf03778f8fcf92247591cc028f,0,0.46886107,0.53113893,0.4537237,0.5462763
74b3856768916f75165868c8304c2ddfbc750ac6bc3e1db7c8ac7abe64f68de8e777eb6c449716ef0395679586c8b74b88b6239bfe3d5042c6a3ac08e60bcc53,1,0.60909741,0.39090259,0.93447686,0.06552314
25b0cd8710ae8c7b2775d2e90c64d36fc7881bedcf767f4e23fec8fe46048c7b072f960a48d9bf3f73e509eba46c58af13d03b5fad8255ccd6085fe04df82fb1,1,0.95116055,0.04883945,0.93030907,0.06969093
5a487d3aa101ab8b4cc15a613a6fd204a6baadf6bb63547478f16ed56a72304c442a3efc86218ae09f6a13e11344047d443e14e647b07c02d971c2a1954e1663,0,0.42894813,0.57105187,0.32068376,0.67931624
3739ed960741c2b2e7a9555b21d4a8c3b782572cc8ee9a39354901034fe195bd09e5eb13054e1cef4987a78674499f8c8b4caeb756be48c1ba14fb6b387f8bac,1,0.42654824,0.57345176,0.57654241,0.42345759
5cf3368d41f51281e67b370690b69ea21467b274ada97409797094dee2639bf08cc5973e877996ad42984cf10889f965d506fcd6976b6dc0d41fe25aadd194c4,1,0.9098332,0.0901668,0.92086715,0.07913285
b8e123e9dda924cdfbac13d7ab5e0623c416e1c443821cafcc907a6cf46ad32f8e4655f0f96dcba036b18098fa4238b795b4a13a33e1291df4800f3e411495d6,1,0.96587861,0.03412139,0.97089896,0.02910104
5b77d82612515d3b0cdd2f4d64a00e08fbd0f18666a053f52beb5b545e10fec254c0dd4280c201b36fa8cb24748420944ed00fab69347abe42afd212cc77ed60,1,0.76703939,0.23296061,0.87619818,0.12380182
065f3e98d3e834c59aa9c21ba2f6ee42debd6a17285dc570dc48a122ae66188703c5cd800abd3e6fbec5217415d32e28df92046efb37a61e5a98f4f0b3d07f0b,1,0.65595882,0.34404118,0.88688163,0.11311837
be00ce3db8d8a59a5cf50b67a7f1539a8abe0b5ce8b59735d0233728fb588d0b5d06af1caf6480ba85bb663266815caf7a9128d6f026b46024ff0eb4be4b9d5b,1,0.10514493,0.89485507,0.31991211,0.68008789
7795af8e7027a5d237881cff7cdca153bae0e0734bccfecfeffd9f94620092c38e840f75b53fc35cbfb94e5f85c76656903874629c0117a6fe964281a0de7b7d,0,0.4733651,0.5266349,0.81649027,0.18350973
50ab814f4ed1779d6695a1c25bcbe8de8efae7bceb5bab853acfcd5308e01ca5b89a5a33535abe2884f47913556241456cdd5a7bacdbaa0653bb8aa8f39dda2d,0,0.76359308,0.23640692,0.82557844,0.17442156
dd0eb177d15098722cc26b6512bc64866a2cdb9f6ac74ede30ae378250d8218419ea79acc544033a25e2841af65fcf9967f827c73db90b527478cdc44527669c,1,0.50914299,0.49085701,0.66533169,0.33466831
3261f5ce41af3af3fa5f8f3db4c93f7ee92b3efb6022a6d82ab44bb12c4d4259c3de18f54a34836ddf159007b1e1e550f07a2b21568160669a2b70d4e862a0a8,1,0.8276357,0.1723643,0.93127962,0.06872038
4db58bee92eba1e88aa80eaa84269bf855f4746016efb516351114a32510f4d1a2e1348265a6460e03b1ed6af6b909a4912c5412440f6cb77ca25e5712260137,1,0.40563056,0.59436944,0.88063427,0.11936573
3b7d52c8ae85e043a4a61532a0763f526ea978452c8c5c7c1dca840106a6d3228a3f4cc83ae624c4707938b2bcb2616c0aceb70e0653680e01660a179c976213,0,0.10418772,0.89581228,0.17101987,0.82898013
8037ea66e35daa54e6733e9cd39385019b0c268dca62848dbd2c3b2a50ddf5437e6373686d8be4eb691c8c353c93a4bb41eafb4fa662edd3d17fe9c73d8d8fb2,0,0.57255641,0.42744359,0.64078837,0.35921163
2697fe2a7799a58d07c2001c7e3bd7ef31bbfcd6dc9d6dfafa15b591a97831d685d3bb6ccfc6beff2370173fec9d4d344c5051e3a37f8f0030501efcc318c897,0,0.01769257,0.98230743,0.06017589,0.93982411
cc2c7782e218b52d57ef1a503d7516d284c23967ab5b244a8f328ed3099d19d201f459145d23c65abf09b614fb19e9c015e4a77346f8d42454b876084cea27d7,1,0.43736185,0.56263815,0.84449812,0.15550188
489089df04cffa0bdee0ef3d59eb349da5b6bf8b06b5ebdd29045873518a24b3a719ddb22e6e55365dc49b59e8274862abd785a1f83fb679d0b28189bd9b9505,1,0.79655468,0.20344532,0.90011052,0.09988948
a3fb0fbb5c6baa68768bafa2fe84070a0d09d05de1d5a3fb1031913cf212c7bb9807f0c8da6fd21367d92c053dacab372728848ac2aea6837338ae14b81d4d03,1,0.09713388,0.90286612,0.26491159,0.73508841
dddf5847ca5153cc02dda33f8b5419348a0b5eaba950a863eb1d980a58d4d31927d5e2400e7b0dfa58b6e367b4947810fcd325cc2d35d31d2c5ca73dc7d9a100,1,0.76180823,0.23819177,0.7540176,0.2459824
7312665ad1b68f4e989b7b4ac0502f3d32ce897f7de89b137172a5cc6a19a501cffd27ab774085e19489272bf52e3061d455adbab1f40678fdfd09867dc60f9d,1,0.59756801,0.40243199,0.60505988,0.39494012
d427e1a3b914a272681b982e3c6e2078fe05595913e175148f3b7e49992e988a08a6be88ae4a95153ff2e514a452400bc0ad13777ddccc34751a1948c024efe9,0,0.23489635,0.76510365,0.39758911,0.60241089
15cd00cee059253a4c317fa0109475fafbde3f809173b7eba22919ffc63dc2d48e8e0aa87fe190a28c0437294dd654fc17ddc001770a5b9d2b5b38d89793ff67,1,0.96870514,0.03129486,0.94951824,0.05048176
508f10bed294a8b2bce2578e426a914a547a1b2b6672e2d4e62cf3db69c01cb69e9c7c5233dfb9d15d388a8e510a882ff2264eb1f26ea1c585eeac9d32d1e18d,1,0.8793862,0.1206138,0.8255132,0.1744868
0e5f2d3c3fd319d6d721106a5fded2d87d8d276e13d9a6c789d7834f3fe26280ab7157997ec3d80ca5972b77edcc8d47e920702f165f189c01c226162e86268a,0,0.19477671,0.80522329,0.23390218,0.76609782
2d2349f3b96be44e19a17ce4a70c1d13865e50eaa763fd467b9d3291ca73ba8de331f47981dec91aa5000952c15ae80524962c1ea409ba7f0f7b5ae77b69d541,1,0.56388475,0.43611525,0.34969059,0.65030941
0889251d20b0a9d1d8641c270fa1fb427281c8449b4c0b66e833bb871bce979e7e23a074cc6881f4598b2b67f636a423ef4b7e46ec80b275e0deccb3ad9e4e3a,1,0.90691306,0.09308694,0.8260206,0.1739794
9e45e179fb0c1e17a0057f5b0b39dd17485cae2b1292050b49c6241345599af94c2fae6746926664b39ab931b3c63cced7904d4c769e4e410a3e5ee1814e8c0a,1,0.80253895,0.19746105,0.91746983,0.08253017
4f390bc5e89e38631e6e34985556c2eb369fa844164e881b55e2646e472b77eaf5e1100a802e8affdcc4580cdb68f4648def4547de20710ecdb9852f67013dd7,1,0.97398613,0.02601387,0.97672743,0.02327257
05c743acf2c538811d5b522370f1d4f3ff65cf46d8f6f7597b17fdd52be4073d62f0e2ced17fd4ea906f89fc620fc069335b94e140be0b9e36099d44245ab0d1,1,0.80944769,0.19055231,0.95563321,0.04436679
c01511c8c09b96a42d5860d06757e77ec8f4875884614198fcdc86665ddeed7c72f19c699bb3f9b5665c2dec47fd5f3b58c2532339c061bdcef2d75e9f98e8f4,1,0.21962489,0.78037511,0.42057482,0.57942518
19e3f5e6ca1894ddb544b0ff90d74f7d598b6b51e355c156d470b35d8394721ddbc9baabd77ef67192ee3c7259b26dad0ec2bde1d60c24fc833654ac0966e4c4,0,0.55622947,0.44377053,0.73435721,0.26564279
6a37e15545e9533a200135a89b4a82af8b65ae907622d1f75a08122acc8ec9ffa8348ab636d53639c3afbb7d6aa1bbceebe0057e5f8f2eb5db246cd1be1e39a9,1,0.97771579,0.02228421,0.97534892,0.02465108
138a6f1e75cfda462f9f122c4db162fe4451c89fbdf57aa6a7046501c3d2848adb3e82fa5b4a88d47ad421419bbd76ea59722a6923c4220ce6a36c23df0811d0,1,0.77983776,0.22016224,0.91594318,0.08405682
717dd89e18db1e535d982891dff20c3080a8b5a670782ae01d614fcedee8589616600c072c691973a73e7e6bb8c698efff014b01b3436b024d7ec1148f630d2d,1,0.87046544,0.12953456,0.93874682,0.06125318
e5c7736419800994b0cc9a118ded0ed984f7a0431b897a2e16bfb03c876ca1e9205294f31cb7b823ecc875bac9d31d50638ed44932fd1528b71e44a4f3f22fc7,1,0.89866903,0.10133097,0.93136807,0.06863193
a0798c6ed0bc9798f5ff50994fc1292216ea3eab1bf2de467f7878e7fa88d6d99a6391dfb09cfa90444d4102d6081b605fa89d42f6988bb65df79f0e92f935fe,1,0.94117117,0.05882883,0.97068075,0.02931925
8eab77a5a8d57481919512be8958efcf9443228393ec5881d0c041810db8324bcbe523b1970bda64895de466be79a1ee6c5b5011b8fe5bb4715c9188248eb812,1,0.57092664,0.42907336,0.74472939,0.25527061
5f84baf133c8709b6a7a8c203293ceb026cd1e0de58edbbda0276b117fed94d706c1da43a1cef849679772d555a49feb3b9736e2b3bc3719a84fa033b4f282ad,1,0.55985335,0.44014665,0.64101607,0.35898393
0bcceae7ed86d0975af22d1f8f0131108b6182e28d2fbfbe3c2b36e42bd558ae343a37e1114a00d146121d8eadfc77e8391bdd757a138450a8dc67f90199f635,1,0.41996363,0.58003637,0.65344537,0.34655463
2de60ec1fe67a80ecec1d1fc206b5929e8da69a7b48ab7dc1b1b95e91433dfe2a63f415e96e9592efc568c93d41421be6fad2ab1fb692d7fa93b22a019e61df2,1,0.1245074,0.8754926,0.39558192,0.60441808
b779413bd4fb91a51393f0584e472634b780aa0e4ae38829acb3c2ad6f367769581e45037f3e0a2f07488863b1dfeb177e27e7103e708e38034abfbbcc85ec5d,1,0.40165272,0.59834728,0.83059282,0.16940718
1d9352e2b420b2d0876eb98c1a5e48f85c47a4e3a513d0431ace8117b8d92d086967cb290a27dcbe8726e5b67728d3776a473d8e8cff9fc323c6a7b2261cd6b5,1,0.70715669,0.29284331,0.77148497,0.22851503
1db549803aac8d89735ea55c67f64f03841cbd93d6ba44e9984b285e3e2afcbf0cf740aa7502f1ac2135e8ea6fcc5c743d82979f917144e611fd106ac6029f66,1,0.91955258,0.08044742,0.95516289,0.04483711
6b4c8cdb5acfaf76ab6a03843984dda20f3667338fd17af179e7f8562961e5411fedda39bc973a3f4cdc60ecc67622efa0c249b0ed3ffdb1deaf5531a0a8718a,1,0.87886045,0.12113955,0.90137245,0.09862755
94684fe40dc8fc921fc1ec7ba96b280f4cb1a8bfcd4df111a170d5a80a5a1c8f961d9eb4651725216d6a08053bd600837ed021bdb015bd08175cc6bcef33b16f,0,0.01813882,0.98186118,0.12990404,0.87009596
e47d5a8c12bed1b46681b8c5d82cc2eeb401f7909f8cd822feb9d8578f84dae76376adc578768264b7d5c0feb6d4a8268ef0db09da26f8fc2b27097710451615,1,0.3552569,0.6447431,0.48948273,0.51051727
ad9657c8ef53910752c89379ffed05ace4208a36944646582c6f15b68a9f0b16bc779f250d0c922eaef9a58319482b0acca27efa275c995e1585b7c3d5f1dd99,0,0.45415178,0.54584822,0.77825488,0.22174512
ae592779f69395eb5857ec544841881bc97c59eb8deaf5f3e0fd266649016edb197fe91ad1f6b1dfb8ca303dbef96052dedd76d27e191d4e482a6db4b9896320,0,0.04604793,0.95395207,0.09992447,0.90007553
4206c923cfe0aa27c0b1106c88b876d60e1520b08f874de37ddf78314f52839680a761d54467c8ab3637a15fc0cfaab5566121efa658ec5aa37801b19d5649c0,1,0.42122401,0.57877599,0.59572456,0.40427544
a36a0b0eead50465d1f4f2ee5df8e63c79b44b40b3942d55c90ca2ae17baf82e92889894685704d09c9bff7496054269de86f8fbb1b788b7c59eb7c0042688dc,1,0.78984466,0.21015534,0.77772518,0.22227482
35662057ca337ad466cef4b23a61f5e21c156d585468031147598a8f7f5af85a6c1ea3fd4f9950a3026fc33fc991a877c2fa8a4cf59865c07654c6d946a86e0b,1,0.93593198,0.06406802,0.97873495,0.02126505
672527cbf3f77bf857496910121f524d203918b509e9f13099b25570c9d3e5fe6eb6f7bda1c7c5fe9b582d427d44d378269bed2992cd6f5ee1dd7a5f788d4d04,1,0.83525562,0.16474438,0.94659983,0.05340017
72ebb4c03c7b4d781d9eb4a91a244e1416a5d2a9ac84d9cebffb208faaf99a4a89e53d7c94036e4eb0f57b1922b75854a4a2731e26a34129bebc133706b774f3,1,0.88916716,0.11083284,0.96167535,0.03832465
e7a426edefb4144f2b597d6e30cb6e1d9d42b3df7a73c3fcfc0272f12b1eb93fc2ef76eaa90702309b98537a62913045d7dfcc3a58e8baf8fcf0185f48add677,1,0.34683282,0.65316718,0.70200276,0.29799724
95ad4624b114ace4472ea69ca6f800c0d3f212aed646922eb6e639cdde4a3336c60e7ae17046db66c932dbb481569b2d82d647b5fb51776c7d5dbf13e075a572,1,0.34325578,0.65674422,0.48754245,0.51245755
e5f9154f81303b2f3c6cc09b41e06d23b3ecdca857e2a2cf026d0592e820f95bdabc75d574e540d7dfaa6c1c0eed2389de8f1effbfac77e568fac89a9bb9de61,1,0.79529319,0.20470681,0.90695939,0.09304061
0f2eea8d12d60fad4c85144478f71e4f1502c43b4130f3d7a22948a42549685477dae0adf825e914ccb153fffd7e7c4545725984e24873841e1a93b89c78ac67,0,0.08496344,0.91503656,0.21457707,0.78542293
68347eec1112c7ead8d5c1ceec983f85ba0440a2b2475cdd0808f0f11ab2225860fdc4259bde4e5def4cd384cafe1fde1d9057a8c02ca5b2bff3fd0f806128ea,1,0.88739709,0.11260291,0.9591491,0.0408509
f2483465cff9ee890714d65ce4a2aeaf7441106d159ff91ac4b26c28f6407f989d45171b23f56611ee7463c5f8cbb394fd79218a29684fc1329b794533551d13,1,0.85951789,0.14048211,0.95766028,0.04233972
70d15485ae5f036315eb364ec933fd42134cb109bb2091d9be7a1a627b187b89ac66748ba8e72b9e03b96f0a3b5181e8905c21ae35041e9c052f8aef30fd325c,1,0.87176589,0.12823411,0.97781627,0.02218373
b8e7ad2054cb152f89b3bb652a039bed8531ef06b3bb7f13a3e01e4b9a299c8ff600a1ca3f324f16d4698772a99e5dfb151845b3cf7dd091fb9f41e428efc934,1,0.40173064,0.59826936,0.60803867,0.39196133
03876e0a8f98477e9ee45f1e6c2ade39b5631dc98f0dd461c00b1e427fec3bb3603b24428af35f93b0b5341edc3b2b8f1cde29ff54e1d8d2f9eb196d745b6e76,1,0.65995544,0.34004456,0.80012531,0.19987469
afaa9198157147c4b691b6f9f357b00f1b33ea0b9aceb96c6aac41c09e3ff08f767e8aba4f4a5c4a7baef2e05328b190553fece8bad76138dede15f7204a8129,0,0.07512452,0.92487548,0.29514969,0.70485031
803cb62eba9a88f1d2e8f481cc9540cf57b7bf90b80590af916215233796b00df2220755a3cc87cded30dd6d3b7ddc371d95ba0e4124677c1aaa0c6a9a436318,1,0.92010278,0.07989722,0.94337466,0.05662534
705b16763962b66c368bc9f46a0ffe0f5157140b41fedd033251468857939f7273aaaef2101bcf965be499c9bb534ad94cb8166e5c1456360e1ebc80c117b93a,0,0.59617533,0.40382467,0.52368733,0.47631267
ffe0e11f91a3f98d00d4e438e223af7f18a520914bd2d15645fe8f536731c8f120de5b5292a104242cad4e95fe4ff62d6dd928da20d6167af29eb200a28dccfb,1,0.6194973,0.3805027,0.68614354,0.31385646
4e6260945cc14a71986cd6ff5b324b15700271ec8095f8fdd8158072cf6b2e3bcf17ac92db3f9bf967d5a119dbbbf13c4deaea63bd6a33d08c8efdef6d55d90a,1,0.86556504,0.13443496,0.94039446,0.05960554
14cb5012b3878471085305d74a3aae019f81174fae3dd0eb1723f73247dce24733ac4b68eb5ed7ed7c8776548c511becede263f876e2ce93fc25e9df7db3e1c6,1,0.3522127,0.6477873,0.38238052,0.61761948
c66d9f6a0e2d6d63afaeada0eedb0d276dd1e5014d485ea6b50a3bdc5d12eedd1066ee917cb27dcd587a27d5e3cde7f1b337e828b2428cff3b8796001ad7ee29,0,0.13740366,0.86259634,0.27366173,0.72633827
3e8964dcab17350f567fb7ac89eb15357fa229949fdff4726f679db7d0f8c4b6b1554e3e7a7b5bef0b54ce34e321edbed9dba2c13963ae26f6c1bbfbebb749f3,1,0.88355004,0.11644996,0.8471458,0.1528542
4ea762a6ba10ca9c8744997d8f8b14f054af99d1c027f3a2a0d4ba7109f4a948bf1338ca10b0c2dd7f751eb5f080621cee1fdce75d35a69b3e5994b18c1b4db5,1,0.09483235,0.90516765,0.2658691,0.7341309
86bb471d413d716a0f21528e6ae3435648e5f0ea045cc9e2fc25a901c72ae9837a4e5e2c966442c5ea3e6bfbb2a042cdb199571480bf84b149510c1786aa2ce7,0,0.66451445,0.33548555,0.61233696,0.38766304
72e04462ef8120009ce3553bac081f54b874d242cf911e0a9d9349022e65750e91ee8a57ec6f183d746974e70e10de13287716b497b0037e52e830cdd022a6eb,0,0.38255615,0.61744385,0.55024893,0.44975107
0ab1b881ad442fe4bd3648c4927aabfaf8bee1248be6c242363ad9a8661c7f34f9d3131952a40cc35aa11a15bcb69c2917e4e92d6b353d0f4c478be3f03d094f,1,0.07295297,0.92704703,0.12463383,0.87536617
7f5914849f0bd171475c6283afcfefcd8be75edc04e49ae958e5aabf9a6fa8157c5e424268a965d8aa5fa77ac9181c1559317aa8aac8330c0d4b97141bd0c1e7,0,0.33760881,0.66239119,0.51497984,0.48502016
