feature_name,feature_family,repurchase_1_mean,repurchase_0_mean,difference,abs_difference,smd_if_possible,direction,interpretation,possible_explainable_signal,can_be_used_for_future_rule_candidate,caution
watch_session_w2,behavior,2.439505800813621,0.8379666401906275,1.6015391606229934,1.6015391606229934,0.5439826578764161,repurchase_1_higher,큰 차이. general_observation 내부의 사전 행동 신호 후보로 볼 수 있으나 target 기준 재분할에는 쓰지 않는다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_after_validation_not_final_now,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule.
max_inactive_gap_days,behavior,4.585505499472653,3.142176330420969,1.443329169051684,1.443329169051684,0.32243777777183896,repurchase_1_higher,중간 차이. general_observation 내부의 사전 행동 신호 후보로 볼 수 있으나 target 기준 재분할에는 쓰지 않는다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_after_validation_not_final_now,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule.
genre_diversity_count,content_genre_proxy,2.7316558686153383,1.6513105639396346,1.0803453046757037,1.0803453046757037,0.5723005363434203,repurchase_1_higher,큰 차이. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
watch_session_w3,behavior,2.2945607955401535,1.2629070691024622,1.0316537264376913,1.0316537264376913,0.41728298013531345,repurchase_1_higher,중간 차이. general_observation 내부의 사전 행동 신호 후보로 볼 수 있으나 target 기준 재분할에는 쓰지 않는다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_after_validation_not_final_now,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule.
age_group,demographic_or_auth_personalization,31.978303450354076,31.485305798252583,0.4929976521014936,0.4929976521014936,0.0452930879484064,repurchase_1_higher,차이 작음. 원인이나 segment rule이 아니라 비교 또는 메시지 개인화 layer로만 해석한다. 방향: repurchase=1 higher.,limited_or_not_rule_signal,no_personalization_or_scope_only,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. demographic/promo variable is personalization or comparison layer only.
watch_session_w1,behavior,1.6524031942142534,1.3971405877680698,0.2552626064461836,0.2552626064461836,0.09050335277003559,repurchase_1_higher,차이 작음. general_observation 내부의 사전 행동 신호 후보로 볼 수 있으나 target 기준 재분할에는 쓰지 않는다. 방향: repurchase=1 higher.,limited_or_not_rule_signal,weak_not_recommended_now,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule.
repurchase_score,score_source,0.8603846433373574,0.6768936665230539,0.18349097681430349,0.18349097681430349,1.2549476789529033,repurchase_1_higher,큰 차이. score 자체는 target과 모델 출력에 가까우므로 행동 rule 후보가 아니라 우선순위 해석 근거다. 방향: repurchase=1 higher.,limited_or_not_rule_signal,no_score_layer_only,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. score output must not be re-described as causal behavior.
churn_risk,score_source,0.13961535666264263,0.323106333476946,-0.18349097681430337,0.18349097681430337,-1.2549476789529026,repurchase_0_higher,큰 차이. score 자체는 target과 모델 출력에 가까우므로 행동 rule 후보가 아니라 우선순위 해석 근거다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,no_score_layer_only,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. score output must not be re-described as causal behavior.
is_promotion,promotion_scope,0.4874190146150369,0.6052422557585385,-0.11782324114350162,0.11782324114350162,-0.23828378084107232,repurchase_0_higher,중간 차이. 원인이나 segment rule이 아니라 비교 또는 메시지 개인화 layer로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,no_personalization_or_scope_only,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. demographic/promo variable is personalization or comparison layer only.
max_genre_ratio,content_genre_proxy,0.5811367126713877,0.480946683081811,0.10019002958957668,0.10019002958957668,0.2728965154239189,repurchase_1_higher,중간 차이. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
drama_ratio,content_genre_proxy,0.20164877007684193,0.11855447180301829,0.08309429827382364,0.08309429827382364,0.2958365389979243,repurchase_1_higher,중간 차이. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
is_only_w2,behavior_flag,0.0955250866355281,0.027005559968228753,0.06851952666729935,0.06851952666729935,0.28863415409336934,repurchase_1_higher,중간 차이. general_observation 내부의 사전 행동 신호 후보로 볼 수 있으나 target 기준 재분할에는 쓰지 않는다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_after_validation_not_final_now,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule.
active_ratio,behavior,0.15917246798252224,0.090774909451946,0.06839755853057625,0.06839755853057625,0.5607184552885551,repurchase_1_higher,큰 차이. general_observation 내부의 사전 행동 신호 후보로 볼 수 있으나 target 기준 재분할에는 쓰지 않는다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_after_validation_not_final_now,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule.
is_cold_start_7d_fixed,behavior_flag,0.4670784993219828,0.409054805401112,0.05802369392087081,0.05802369392087081,0.11712106110138194,repurchase_1_higher,약한 차이. general_observation 내부의 사전 행동 신호 후보로 볼 수 있으나 target 기준 재분할에는 쓰지 않는다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,weak_not_recommended_now,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule.
is_cold_start_3d_fixed,behavior_flag,0.284013861684496,0.22954725972994441,0.05446660195455158,0.05446660195455158,0.12489309338307976,repurchase_1_higher,약한 차이. general_observation 내부의 사전 행동 신호 후보로 볼 수 있으나 target 기준 재분할에는 쓰지 않는다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,weak_not_recommended_now,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule.
is_user_verified,demographic_or_auth_personalization,0.7542564411631761,0.8085782366957903,-0.05432179553261418,0.05432179553261418,-0.1316946962270538,repurchase_0_higher,약한 차이. 원인이나 segment rule이 아니라 비교 또는 메시지 개인화 layer로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,no_personalization_or_scope_only,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. demographic/promo variable is personalization or comparison layer only.
romance_ratio,content_genre_proxy,0.1147177060418864,0.06542512946783162,0.04929257657405478,0.04929257657405478,0.22192407479249435,repurchase_1_higher,중간 차이. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
is_only_w3,behavior_flag,0.12701521771884888,0.1675933280381255,-0.040578110319276606,0.040578110319276606,-0.11465402074498637,repurchase_0_higher,약한 차이. general_observation 내부의 사전 행동 신호 후보로 볼 수 있으나 target 기준 재분할에는 쓰지 않는다. 방향: repurchase=0 higher.,yes_behavior_or_content_difference_visible,weak_not_recommended_now,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule.
family_animation_ratio,content_genre_proxy,0.11403727723368992,0.07527530976965847,0.03876196746403145,0.03876196746403145,0.1590808477411312,repurchase_1_higher,약한 차이. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
flag_new_movie_oriented,content_proxy_flag,0.090100949224047,0.11914217633042097,-0.029041227106373968,0.029041227106373968,-0.09496840092984438,repurchase_0_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
comedy_ratio,content_genre_proxy,0.08964659921651348,0.06169477521842732,0.027951823998086163,0.027951823998086163,0.1418484437710049,repurchase_1_higher,약한 차이. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
is_male,demographic_or_auth_personalization,0.3023956606900708,0.329626687847498,-0.0272310271574272,0.0272310271574272,-0.05858283080980052,repurchase_0_higher,차이 작음. 원인이나 segment rule이 아니라 비교 또는 메시지 개인화 layer로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,no_personalization_or_scope_only,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. demographic/promo variable is personalization or comparison layer only.
old_movie_ratio_5y,content_genre_proxy,0.11345109612776857,0.09109190786338363,0.022359188264384947,0.022359188264384947,0.10729017561530217,repurchase_1_higher,약한 차이. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,yes_behavior_or_content_difference_visible,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
flag_genre_focused,content_proxy_flag,0.18396866053940034,0.20492454328832407,-0.020955882748923738,0.020955882748923738,-0.05295480372241442,repurchase_0_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
sf_fantasy_ratio,content_genre_proxy,0.09720085957510922,0.08060794519459889,0.016592914380510332,0.016592914380510332,0.07299151750513655,repurchase_1_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
thriller_crime_ratio,content_genre_proxy,0.07445351574506553,0.089359402700556,-0.014905886955490472,0.014905886955490472,-0.07509203205081966,repurchase_0_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
historical_war_ratio,content_genre_proxy,0.05862742549344584,0.04603820095313741,0.012589224540308426,0.012589224540308426,0.07504762391370202,repurchase_1_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
flag_old_movie_oriented,content_proxy_flag,0.08693686906734971,0.09531374106433678,-0.00837687199698707,0.00837687199698707,-0.029103876620820476,repurchase_0_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
action_adventure_ratio,content_genre_proxy,0.05401006689769475,0.06237032883240667,-0.00836026193471192,0.00836026193471192,-0.048528577448404824,repurchase_0_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
new_movie_in_90d_ratio,content_genre_proxy,0.08513885656169956,0.08829679904686259,-0.0031579424851630317,0.0031579424851630317,-0.014833804057176951,repurchase_0_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
new_movie_in_365d_ratio,content_genre_proxy,0.1423717687208076,0.139363597299444,0.003008171421363587,0.003008171421363587,0.011445104575270263,repurchase_1_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
documentary_ratio,content_genre_proxy,0.016982602832605095,0.014649830023828435,0.0023327728087766605,0.0023327728087766605,0.02515601139805467,repurchase_1_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=1 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
is_female,demographic_or_auth_personalization,0.5336748530962785,0.5313741064336776,0.0023007466626009387,0.0023007466626009387,0.004610181942227588,repurchase_1_higher,차이 작음. 원인이나 segment rule이 아니라 비교 또는 메시지 개인화 layer로만 해석한다. 방향: repurchase=1 higher.,limited_or_not_rule_signal,no_personalization_or_scope_only,is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. demographic/promo variable is personalization or comparison layer only.
horror_ratio,content_genre_proxy,0.01091585264426699,0.01286875853852264,-0.00195290589425565,0.00195290589425565,-0.025814692118111788,repurchase_0_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
other_ratio,content_genre_proxy,0.0202529290342022,0.02128927005559968,-0.0010363410213974807,0.0010363410213974807,-0.008725863520654312,repurchase_0_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
new_movie_in_180d_ratio,content_genre_proxy,0.10476078243182162,0.10545299205718825,-0.0006922096253666327,0.0006922096253666327,-0.003007822179254978,repurchase_0_higher,차이 작음. Movie_Master 기반 content proxy라서 취향 확정이 아니라 큐레이션 단서로만 해석한다. 방향: repurchase=0 higher.,limited_or_not_rule_signal,possible_action_layer_only,"is_repurchase is target; this comparison is diagnostic only and is not a new segment rule. content is proxy from mapping, not confirmed taste."
is_only_w1,behavior_flag,,,,,,not_available,17x base와 06x expanded merge 기준에서 해당 컬럼을 찾지 못했다.,not_available,no_not_available,파일에서 확인되지 않은 컬럼은 추정하지 않았다.
