row_id,promo_scope,is_repurchase,representative_segment_id,provisional_label,assignment_priority_order,gb_churn_risk_score_oof,lr_churn_risk_score_oof,gb_risk_percentile,lr_risk_percentile,gb_high_risk_top20,lr_high_risk_top20,gb_lr_both_high_risk_top20,week3_inactive,retention_decay,only_w1,cold_start_weak,early_activation_success,low_activity,low_activity_reason,low_watch_count,low_watch_time,low_watch_days,genre_preference_clear,content_preference_signal,stable_usage
19,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2650068437471155,0.6291609698955292,34.97721790404717,25.0960421692129,0,0,0,0,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
20,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.1130032888436817,0.2357354796847393,54.462610560171534,58.03627267041901,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
21,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.72846932083951,0.9501598999406924,5.780398463325293,4.047172339855266,1,1,1,1,0,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,0,1,0
22,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0564716926056323,0.0219061911602501,71.24988832305905,95.3095684803002,0,0,0,0,0,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
23,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2492333931539786,0.5927214300599659,37.75574019476458,27.75842044134727,0,0,0,0,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
24,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0289033023613178,0.0166396367282521,87.77807558295363,96.75690163495042,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
25,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1528281317804102,0.4648808664854419,47.81559903511123,39.84633252925936,0,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
26,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2881789730990859,0.6016828592360545,30.000893415527564,27.1508978826052,0,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
27,promo0,0,promo0_s99,promo0_other_needs_review,99,0.3196573003302515,0.7791696606700982,27.275976056463865,15.947467166979362,0,1,0,1,1,0,0,1,0,none,0,0,0,0,1,0
28,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1367731521053701,0.3297338031891865,50.38863575448941,49.94192799070848,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
29,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2723694218965097,0.5365194129979087,33.05637451978916,32.54712766907889,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
30,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.488244860761358,0.7136403383614706,17.037434110604842,20.20012507817386,1,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
31,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2865820662720709,0.6155310429597485,30.215313142142406,26.194943268114,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
32,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2614047549793536,0.4888274974232418,35.477530599481824,37.62172786563031,0,0,0,1,1,0,0,1,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
33,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.4698370117575275,0.5649663245513766,17.930849638166713,29.84901277584204,1,0,0,1,1,0,0,1,1,"low_watch_count,low_watch_days",1,0,1,0,1,0
34,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2103385068897924,0.4771566729683333,41.22219244170464,38.71169480925579,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
35,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0176498441465496,0.0477035420221372,95.87242026266416,88.45707138390065,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
36,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7633406618633698,0.9738438194140404,4.50281425891182,2.054855713392299,1,1,1,1,0,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
37,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0489147474401023,0.0864599674265522,74.99329938354329,79.1566157419816,0,0,0,1,1,0,1,0,1,low_watch_days,0,0,1,0,1,0
38,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7341656299205908,0.9172276353903746,5.521307960332351,6.6559456803359245,1,1,1,1,0,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
39,promo0,1,promo0_s99,promo0_other_needs_review,99,0.4099014187964525,0.7743336569525154,20.91485750022336,16.367372464933442,0,1,0,1,1,0,0,1,0,none,0,0,0,0,1,0
40,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2173455450886295,0.2388880199843437,40.60573572768695,57.759313856874826,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
41,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0571871226656061,0.0596472229067439,70.8925221120343,85.12463146609488,0,0,0,0,0,0,0,1,1,low_watch_time,0,1,0,1,1,0
42,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0522335367313396,0.1176871338266357,73.29580988117573,73.30474403645135,0,0,0,1,1,0,1,0,1,low_watch_days,0,0,1,1,1,0
43,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.5388228338374476,0.7906429061503101,14.696685428392744,15.14339319217368,1,1,1,1,1,1,0,1,1,low_watch_days,0,0,1,1,1,0
44,promo0,1,promo0_s99,promo0_other_needs_review,99,0.4259542401100277,0.9130125596564814,20.23586169927633,6.977575270258198,0,1,0,0,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
45,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1188165624115976,0.1196782254112299,53.39051192709729,72.97418029125346,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
46,promo0,1,promo0_s99,promo0_other_needs_review,99,0.278751679322912,0.5499605496569608,31.62690967569016,31.28741177521665,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
47,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0250221564641053,0.0483768160737241,90.66380773697848,88.29625658893951,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,1
48,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.6114420185383764,0.8699557384672485,11.11408916286965,9.925846511212365,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,1,0,1,0
49,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3388975208112951,0.3566311396138497,25.757169659608685,48.00321629589922,0,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
50,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.7108176689422119,0.8443361997684435,6.602340748682211,11.59653354775306,1,1,1,1,1,0,0,1,1,low_watch_days,0,0,1,0,1,0
51,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0618624028208376,0.022075411917105,68.74832484588582,95.26489770392207,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
52,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0183269188771919,0.0414209418735,95.38997587778076,90.03841686768516,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
53,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.5776234810712971,0.9275756295986136,12.686500491378542,5.780398463325293,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
54,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0635830171603037,0.2546376101379668,68.0693290449388,56.41919056553203,0,0,0,1,1,0,0,1,0,none,0,0,0,1,1,0
55,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0848424046605598,0.0551590770628134,60.84159742696328,86.32180827302778,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
56,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.1856325654733251,0.4332915199313364,43.89350486911462,42.49977664611811,0,0,0,0,0,0,0,1,1,low_watch_time,0,1,0,0,1,1
57,promo0,0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.7832871485029392,0.949039065785928,3.788081836862325,4.16331635843831,1,1,1,0,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
58,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0719370379421049,0.6389686266093589,64.93344054319664,24.49745376574645,0,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
59,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.5887264316500038,0.714513521947775,12.177253640668274,20.164388457071382,1,0,0,1,0,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
60,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.5450501036981013,0.9162135963036666,14.357187527919235,6.75422138836773,1,1,1,1,1,0,0,1,0,none,0,0,0,0,1,0
61,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1473906531190487,0.128130076613855,48.72688287322433,71.75913517376932,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
62,promo0,1,promo0_s99,promo0_other_needs_review,99,0.030311532392847,0.1005683795135732,86.7059769498794,76.53890824622532,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
63,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0306780801939096,0.0410884608828727,86.3754132046815,90.11882426516571,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
64,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0608250265745836,0.0788891778954913,69.20396676494236,80.63075136245868,0,0,0,0,0,0,1,0,1,low_watch_days,0,0,1,1,1,0
65,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0208444265750232,0.1316263042519199,93.8890377914768,71.07120521754669,0,0,0,0,1,0,0,1,0,none,0,0,0,0,0,0
66,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0912011006422361,0.1906632596280437,59.02796390601268,62.86965067452872,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,0
67,promo0,0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.5196538049958808,0.8423921415395956,15.41141785044224,11.703743411060485,1,1,1,0,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
68,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2627889635733402,0.5501600993746534,35.28097918341821,31.207004377736087,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
69,promo0,0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.6093811956998276,0.9454081522969282,11.167694094523362,4.413472706155633,1,1,1,0,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
70,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1022072948272941,0.4769035119887909,56.54426873939069,38.72062896453141,0,0,0,0,1,0,0,1,0,none,0,0,0,1,1,0
71,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4063457684767654,0.6195602922236995,21.173948003216296,25.8107745912624,0,0,0,1,1,0,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
72,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1007867610942002,0.394667869714607,56.83016170821049,45.09068167604753,0,0,0,0,1,0,0,1,0,none,0,0,0,1,1,0
73,promo0,0,promo0_s99,promo0_other_needs_review,99,0.0774923512536975,0.3183854080106463,62.94112391673367,50.79960689716787,0,0,0,0,0,0,1,0,1,"low_watch_time,low_watch_days",0,1,1,0,1,0
74,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.634260332271078,0.8116765970717554,10.104529616724738,13.722862503350308,1,1,1,1,1,0,0,1,1,low_watch_days,0,0,1,0,1,0
75,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0284077970775937,0.0589736906911818,88.09077101760029,85.30331457160726,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
76,promo0,0,promo0_s99,promo0_other_needs_review,99,0.0243632671384745,0.0132500021310586,91.27133029572056,97.57884392030734,0,0,0,0,0,0,1,0,0,none,0,0,0,1,1,0
77,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1371745721597299,0.615293106213036,50.30822835700884,26.212811578665235,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
78,promo0,1,promo0_s99,promo0_other_needs_review,99,0.278751679322912,0.5499605496569608,31.635843830965783,31.29634593049227,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
79,promo0,0,promo0_s99,promo0_other_needs_review,99,0.3776452401765404,0.8274531701591255,22.99651567944251,12.731171267756633,0,1,0,1,1,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,0,1,0
80,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0252838072410921,0.0509705068021133,90.47619047619048,87.6261949432681,0,0,0,0,0,0,0,1,0,none,0,0,0,1,1,1
81,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2338893839176881,0.3870762444467992,39.283480746895385,45.71607254534084,0,0,0,1,1,0,0,1,1,low_watch_days,0,0,1,0,1,0
82,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0717783610332033,0.262120752781393,65.00491378540158,55.72232645403376,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
83,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0260977859018863,0.0184391894805335,89.82399714107031,96.31019387116947,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
84,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0348250177270099,0.2535565891126412,83.2216563923881,56.52640042883945,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
85,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1256622031030803,0.2479833165509678,52.2469400518181,56.99097650317162,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
86,promo0,0,promo0_s99,promo0_other_needs_review,99,0.1044665663470305,0.3424246048870596,56.11542928616099,48.932368444563565,0,0,0,0,1,0,0,1,1,low_watch_time,0,1,0,0,1,0
87,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0451340637411094,0.3386364244558945,77.01241847583312,49.20039310283213,0,0,0,1,1,0,0,1,0,none,0,0,0,1,1,0
88,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1734237480796261,0.266357112349693,45.2693647815599,55.3560260877334,0,0,0,1,1,0,0,1,1,"low_watch_time,low_watch_days",0,1,1,1,1,0
89,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2916096384567784,0.4280016830452727,29.53631734119539,42.803537925489145,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
90,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0657149212271938,0.2278591198537916,67.22058429375502,58.84928080050032,0,0,0,0,0,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,0,1,0
91,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0757191625264174,0.253855068575859,63.566514786026985,56.48172965246136,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
92,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.8464136953776558,0.9838142702749773,2.0012507817385865,1.098901098901099,1,1,1,1,0,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
93,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7894659429551015,0.9471750709969774,3.537925489145002,4.270526221745734,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
94,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2629959111073572,0.4484258539805615,35.26311087286697,41.347270615563296,0,0,0,1,1,1,0,1,1,low_watch_days,0,0,1,0,1,0
95,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1254809437897991,0.0727161183682653,52.28267667292058,81.97087465380149,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
96,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.2050907786946298,0.5800751806969918,41.78504422406861,28.57142857142857,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
97,promo0,0,promo0_s05,promo0_stable_usage_lower_risk,5,0.1172727260235162,0.354794202950129,53.71214151701956,48.119360314482265,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
98,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7672273868406916,0.9783348382400562,4.324131153399446,1.590279639060127,1,1,1,1,0,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
99,promo0,1,promo0_s02,promo0_high_risk_retention_decay,2,0.430804875571778,0.494366072494779,19.9321004199053,37.08567854909318,1,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
100,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.115329100478245,0.2034745007768372,54.08737603859555,61.350844277673545,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
101,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.013784125464245,0.0201771792395549,98.20423478960063,95.80988117573484,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
102,promo0,0,promo0_s05,promo0_stable_usage_lower_risk,5,0.0239237029189577,0.0365828711653273,91.60189404091842,91.307066916823,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,1
103,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2330099116414875,0.5408934825227553,39.35495398910033,32.0736174394711,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
104,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0385912520986684,0.0731993864938117,80.65755382828553,81.85473063521844,0,0,0,1,1,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
105,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2745399250735609,0.5462354331203751,32.50245689270079,31.66264629679264,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
106,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4040268735115211,0.7898868038069594,21.28115786652372,15.21486643437863,0,1,0,1,1,0,0,1,0,none,0,0,0,0,1,0
107,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1173630867612381,0.1794697261921449,53.70320736174394,64.29018136335209,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
108,promo0,0,promo0_s05,promo0_stable_usage_lower_risk,5,0.2030204175501283,0.5376872365960093,42.0173322612347,32.40418118466899,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
109,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2625471186891089,0.5029844797208927,35.33458411507192,36.30840704011436,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
110,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0253326639184083,0.0434851421381662,90.39578307870993,89.44876261949433,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
111,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2846672091352908,0.4953570789582364,30.393996247654787,36.97846868578576,0,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
112,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0589958958390033,0.2391850238118241,70.03484320557492,57.7414455463236,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
113,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0188028803030521,0.0114391163833429,95.09514875368536,98.03448583936388,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,1
114,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0815440012793802,0.3351410351400159,61.85115697310819,49.47735191637631,0,0,0,1,1,0,1,0,0,none,0,0,0,0,1,0
115,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0142632649523845,0.0300673135975966,97.95407844188333,93.19217367997857,0,0,0,0,0,0,1,0,0,none,0,0,0,0,1,1
116,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2383573415442412,0.7767470542465628,38.93504869114625,16.117216117216117,0,1,0,0,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
117,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0552392612372165,0.1336802498603467,71.81274010542303,70.74064147234878,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
118,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2636463583062213,0.6670296545481079,35.102296077905834,22.808898418654515,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
119,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0229569591786314,0.0239183688313993,92.27195568658983,94.78245331903868,0,0,0,0,0,0,0,1,0,none,0,0,0,1,1,1
120,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0202758454827033,0.099284813986763,94.27320646832842,76.78906459394264,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
121,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.781553719310009,0.9617373849729614,3.8416867685160367,3.055481104261592,1,1,1,1,0,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
122,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0259662701142422,0.0860366402662116,89.94014115965335,79.21915482891093,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
123,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1015933875257978,0.3504300745576529,56.68721522380059,48.36058250692397,0,0,0,0,1,0,0,1,0,none,0,0,0,0,1,0
124,promo0,1,promo0_s05,promo0_stable_usage_lower_risk,5,0.0289002790235755,0.192886049188138,87.78700973822924,62.63736263736264,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,1
125,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.6482322258462081,0.7281762491825632,9.443402126328955,19.396051103368176,1,1,1,1,1,0,0,1,0,none,0,0,0,0,1,0
126,promo0,1,promo0_s02,promo0_high_risk_retention_decay,2,0.6659315754124921,0.7571892223275817,8.692933083176985,17.359063700527116,1,1,1,0,1,0,0,1,1,low_watch_time,0,1,0,0,1,0
127,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2836431106872451,0.5274373964084399,30.49227195568659,33.82471187349236,0,0,0,1,0,0,1,0,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
128,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7517691781309792,0.9023949581404678,5.012061109622086,7.701241847583311,1,1,1,1,1,1,0,1,1,"low_watch_count,low_watch_time,low_watch_days",1,1,1,1,1,0
129,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0544424598380854,0.0995988842355642,72.26838202447958,76.74439381756454,0,0,0,0,0,0,1,0,1,"low_watch_count,low_watch_days",1,0,1,1,1,0
130,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1966720391485675,0.6597358400903797,42.67845975163048,23.34494773519164,0,0,0,1,1,0,0,1,0,none,0,0,0,0,1,0
131,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0247282594989027,0.0709333447288511,90.86035915304208,82.41758241758241,0,0,0,0,0,0,0,1,0,none,0,0,0,0,1,0
