promo_scope,representative_segment_id,demographic_group,feature_name,feature_family,mean,median,q25,q75,actual_repurchase_rate,mean_gb_churn_risk,difference_vs_segment_overall,interpretation,caveat
promo0,promo0_s01,age_group=40,total_watch_count,weekly_usage,3.249706916764361,2.0,1.0,4.0,0.3118405627198124,0.6587180507029504,-0.10974008784393385,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=40,watch_days,weekly_usage,1.8757327080890973,1.0,1.0,2.0,0.3118405627198124,0.6587180507029504,-0.04419816748693961,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=40,total_watch_time_min,weekly_usage,106.46893317702228,77.0,6.0,149.0,0.3118405627198124,0.6587180507029504,-7.675076039567585,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=40,active_ratio,usage_concentration,0.08932060514709982,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.3118405627198124,0.6587180507029504,-0.002104674642235252,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=40,log_retention_w2_ratio,retention_decay,-2.206054280175454,-2.079441541679836,-4.510859506516858,-0.4828517717235845,0.3118405627198124,0.6587180507029504,0.00636681468038125,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=40,log_retention_w3_ratio,retention_decay,-1.1051110528084431,0.0,-1.6094379124341005,0.0,0.3118405627198124,0.6587180507029504,0.062458922629639924,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=40,recency,inactivity_recency,13.821805392731536,14.0,11.0,17.0,0.3118405627198124,0.6587180507029504,-0.018632395286896752,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=40,max_inactive_gap_days,inactivity_recency,2.223915592028136,0.0,0.0,4.0,0.3118405627198124,0.6587180507029504,-0.013411596911955925,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=50,total_watch_count,weekly_usage,3.883116883116883,2.0,1.0,5.0,0.24675324675324675,0.675485677674904,0.523669878508588,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=50,watch_days,weekly_usage,2.142857142857143,1.0,1.0,3.0,0.24675324675324675,0.675485677674904,0.22292626728110587,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=50,total_watch_time_min,weekly_usage,119.88311688311688,87.0,13.0,162.0,0.24675324675324675,0.675485677674904,5.739107666527019,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=50,active_ratio,usage_concentration,0.10204081632653056,0.0476190476190476,0.0476190476190476,0.1428571428571428,0.24675324675324675,0.675485677674904,0.010615536537195491,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=50,log_retention_w2_ratio,retention_decay,-2.6946912361437794,-2.833213344056216,-4.59511985013459,-0.6931471805599453,0.24675324675324675,0.675485677674904,-0.4822701412879442,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=50,log_retention_w3_ratio,retention_decay,-1.0035293571145765,0.0,-0.6931471805599453,0.0,0.24675324675324675,0.675485677674904,0.16404061832350658,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=50,recency,inactivity_recency,14.532467532467532,15.0,11.0,17.0,0.24675324675324675,0.675485677674904,0.6920297444490995,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=50,max_inactive_gap_days,inactivity_recency,1.9090909090909092,0.0,0.0,3.0,0.24675324675324675,0.675485677674904,-0.3282362798491829,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=60,total_watch_count,weekly_usage,2.736842105263158,2.0,1.0,4.0,0.2631578947368421,0.6667278488653399,-0.622604899345137,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=60,watch_days,weekly_usage,1.631578947368421,1.0,1.0,2.0,0.2631578947368421,0.6667278488653399,-0.2883519282076159,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=60,total_watch_time_min,weekly_usage,93.52631578947368,55.0,10.5,113.5,0.2631578947368421,0.6667278488653399,-20.61769342711618,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=60,active_ratio,usage_concentration,0.0776942355889724,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.2631578947368421,0.6667278488653399,-0.013731044200362669,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=60,log_retention_w2_ratio,retention_decay,-1.801188018531734,-2.3978952727983707,-3.417022708808525,-0.9547712524422193,0.2631578947368421,0.6667278488653399,0.4112330763241012,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=60,log_retention_w3_ratio,retention_decay,-1.3179907783227052,-0.6931471805599453,-2.389561746555765,0.0,0.2631578947368421,0.6667278488653399,-0.15042080288462212,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=60,recency,inactivity_recency,13.578947368421053,13.0,10.5,17.5,0.2631578947368421,0.6667278488653399,-0.2614904195973793,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=60,max_inactive_gap_days,inactivity_recency,2.6842105263157894,0.0,0.0,6.0,0.2631578947368421,0.6667278488653399,0.4468833373756973,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=70,total_watch_count,weekly_usage,4.0,2.0,1.0,4.0,0.2,0.5984420962838182,0.6405529953917051,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=70,watch_days,weekly_usage,2.8,2.0,1.0,4.0,0.2,0.5984420962838182,0.8800691244239629,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=70,total_watch_time_min,weekly_usage,155.0,119.0,19.0,206.0,0.2,0.5984420962838182,40.855990783410135,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=70,active_ratio,usage_concentration,0.1333333333333333,0.0952380952380952,0.0476190476190476,0.1904761904761904,0.2,0.5984420962838182,0.041908053543998236,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=70,log_retention_w2_ratio,retention_decay,-1.2805098751788622,-1.6326947745983678,-2.302585092994045,-0.6755100390738384,0.2,0.5984420962838182,0.931911219676973,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=70,log_retention_w3_ratio,retention_decay,-2.296987485686015,-2.995732273553991,-3.526360524616164,0.0,0.2,0.5984420962838182,-1.129417510247932,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=70,recency,inactivity_recency,12.2,10.0,8.0,16.0,0.2,0.5984420962838182,-1.640437788018433,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,age_group=70,max_inactive_gap_days,inactivity_recency,3.2,1.0,0.0,7.0,0.2,0.5984420962838182,0.9626728110599081,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=female,total_watch_count,weekly_usage,3.355614973262032,2.0,1.0,4.0,0.31283422459893045,0.6672230836485739,-0.0038320313462629763,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=female,watch_days,weekly_usage,1.9385026737967914,1.0,1.0,3.0,0.31283422459893045,0.6672230836485739,0.0185717982207545,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=female,total_watch_time_min,weekly_usage,119.9812834224599,82.5,10.0,160.5,0.31283422459893045,0.6672230836485739,5.837274205870031,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=female,active_ratio,usage_concentration,0.09230965113318051,0.0476190476190476,0.0476190476190476,0.1428571428571428,0.31283422459893045,0.6672230836485739,0.000884371343845447,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=female,log_retention_w2_ratio,retention_decay,-2.257389765456688,-2.461504171532206,-4.543294782270007,-0.5139768889062657,0.31283422459893045,0.6672230836485739,-0.04496867060085297,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=female,log_retention_w3_ratio,retention_decay,-1.1781039870889043,0.0,-1.9792929972114444,0.0,0.31283422459893045,0.6672230836485739,-0.01053401165082124,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=female,recency,inactivity_recency,13.882352941176471,14.0,10.0,17.0,0.31283422459893045,0.6672230836485739,0.04191515315803862,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=female,max_inactive_gap_days,inactivity_recency,2.212566844919786,0.0,0.0,4.0,0.31283422459893045,0.6672230836485739,-0.024760344020306135,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=male,total_watch_count,weekly_usage,3.351528384279476,3.0,1.0,4.0,0.31222707423580787,0.6693114580299784,-0.00791862032881907,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=male,watch_days,weekly_usage,1.8646288209606987,1.5,1.0,2.0,0.31222707423580787,0.6693114580299784,-0.055302054615338214,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=male,total_watch_time_min,weekly_usage,112.20305676855895,76.5,7.0,153.75,0.31222707423580787,0.6693114580299784,-1.940952448030913,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=male,active_ratio,usage_concentration,0.08879184861717611,0.0714285714285714,0.0476190476190476,0.0952380952380952,0.31222707423580787,0.6693114580299784,-0.0026334311721589593,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=male,log_retention_w2_ratio,retention_decay,-2.154054719205675,-2.079441541679836,-4.488636369732147,-0.49431670974534797,0.31222707423580787,0.6693114580299784,0.05836637565016023,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=male,log_retention_w3_ratio,retention_decay,-1.1674335726073244,0.0,-2.19722457733622,0.0,0.31222707423580787,0.6693114580299784,0.000136402830758664,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=male,recency,inactivity_recency,14.008733624454148,14.0,11.0,17.0,0.31222707423580787,0.6693114580299784,0.16829583643571588,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=male,max_inactive_gap_days,inactivity_recency,2.1353711790393013,0.5,0.0,4.0,0.31222707423580787,0.6693114580299784,-0.10195600990079079,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=unknown_or_ambiguous,total_watch_count,weekly_usage,3.371698113207547,3.0,1.0,4.0,0.3132075471698113,0.6495936440722673,0.01225110859925227,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=unknown_or_ambiguous,watch_days,weekly_usage,1.941509433962264,2.0,1.0,3.0,0.3132075471698113,0.6495936440722673,0.02157855838622713,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=unknown_or_ambiguous,total_watch_time_min,weekly_usage,107.58301886792452,81.0,7.0,155.75,0.3132075471698113,0.6495936440722673,-6.560990348665342,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=unknown_or_ambiguous,active_ratio,usage_concentration,0.09245283018867922,0.0952380952380952,0.0476190476190476,0.1428571428571428,0.3132075471698113,0.6495936440722673,0.001027550399344157,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=unknown_or_ambiguous,log_retention_w2_ratio,retention_decay,-2.199393235305526,-2.2276630046620243,-4.488636369732147,-0.43162211695319375,0.3132075471698113,0.6495936440722673,0.013027859550309273,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=unknown_or_ambiguous,log_retention_w3_ratio,retention_decay,-1.1528209787997303,0.0,-2.0460586935237055,0.0,0.3132075471698113,0.6495936440722673,0.014748996638352718,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=unknown_or_ambiguous,recency,inactivity_recency,13.635849056603774,14.0,10.0,17.0,0.3132075471698113,0.6495936440722673,-0.20458873141465794,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s01,gender_profile=unknown_or_ambiguous,max_inactive_gap_days,inactivity_recency,2.360377358490566,1.0,0.0,4.0,0.3132075471698113,0.6495936440722673,0.12305016955047376,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=10,total_watch_count,weekly_usage,6.666666666666667,7.0,6.0,7.5,0.3333333333333333,0.45652558844167584,-0.07359307359307365,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=10,watch_days,weekly_usage,4.333333333333333,5.0,4.0,5.0,0.3333333333333333,0.45652558844167584,0.27489177489177496,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=10,total_watch_time_min,weekly_usage,269.3333333333333,229.0,205.5,313.0,0.3333333333333333,0.45652558844167584,79.98917748917748,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=10,active_ratio,usage_concentration,0.20634920634920628,0.238095238095238,0.1904761904761904,0.238095238095238,0.3333333333333333,0.45652558844167584,0.013090084518655953,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=10,log_retention_w2_ratio,retention_decay,0.005927512113997141,0.079336742236521,-0.048643396721397905,0.09720303601065411,0.3333333333333333,0.45652558844167584,1.6291647373703948,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=10,log_retention_w3_ratio,retention_decay,-2.6055222272350425,-2.531426665422894,-2.846336688727229,-2.327659984836782,0.3333333333333333,0.45652558844167584,-1.414211078313003,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=10,recency,inactivity_recency,1.6666666666666667,1.0,0.5,2.5,0.3333333333333333,0.45652558844167584,-1.248917748917749,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=10,max_inactive_gap_days,inactivity_recency,8.333333333333334,9.0,8.0,9.0,0.3333333333333333,0.45652558844167584,-1.2640692640692635,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=20,total_watch_count,weekly_usage,7.7631578947368425,7.5,4.0,10.75,0.34210526315789475,0.5592988029352552,1.0228981544771019,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=20,watch_days,weekly_usage,4.368421052631579,4.0,3.0,5.0,0.34210526315789475,0.5592988029352552,0.3099794941900207,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=20,total_watch_time_min,weekly_usage,262.2368421052632,184.0,108.25,375.25,0.34210526315789475,0.5592988029352552,72.89268626110734,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=20,active_ratio,usage_concentration,0.20802005012531327,0.1904761904761904,0.1428571428571428,0.238095238095238,0.34210526315789475,0.5592988029352552,0.014760928294762943,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=20,log_retention_w2_ratio,retention_decay,-2.240152876186446,-1.7885440240629102,-3.8153165175533377,-1.0123682277402888,0.34210526315789475,0.5592988029352552,-0.6169156509300486,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=20,log_retention_w3_ratio,retention_decay,-0.9720552252837136,-0.03279864124290665,-2.9979349183089745,0.6931471805599453,0.34210526315789475,0.5592988029352552,0.2192559236383258,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=20,recency,inactivity_recency,3.3421052631578947,4.0,1.0,5.0,0.34210526315789475,0.5592988029352552,0.42652084757347897,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=20,max_inactive_gap_days,inactivity_recency,9.421052631578947,9.5,7.0,12.0,0.34210526315789475,0.5592988029352552,-0.17634996582365048,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=30,total_watch_count,weekly_usage,6.314285714285714,5.0,3.0,7.0,0.45714285714285713,0.5458707016060916,-0.42597402597402656,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=30,watch_days,weekly_usage,3.9714285714285715,3.0,3.0,4.5,0.45714285714285713,0.5458707016060916,-0.08701298701298654,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=30,total_watch_time_min,weekly_usage,148.77142857142857,109.0,58.5,183.0,0.45714285714285713,0.5458707016060916,-40.57272727272726,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=30,active_ratio,usage_concentration,0.18911564625850333,0.1428571428571428,0.1428571428571428,0.2142857142857142,0.45714285714285713,0.5458707016060916,-0.004143475572047001,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=30,log_retention_w2_ratio,retention_decay,-1.2214059624228977,-1.328128187444578,-3.1567740231385484,0.0327711846530966,0.45714285714285713,0.5458707016060916,0.4018312628334999,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=30,log_retention_w3_ratio,retention_decay,-1.2087433330893445,-1.6094379124341005,-2.3865515026649735,0.6931471805599453,0.45714285714285713,0.5458707016060916,-0.017432184167305076,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=30,recency,inactivity_recency,2.4857142857142858,3.0,0.5,4.0,0.45714285714285713,0.5458707016060916,-0.42987012987012996,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=30,max_inactive_gap_days,inactivity_recency,9.714285714285714,9.0,7.0,12.0,0.45714285714285713,0.5458707016060916,0.11688311688311614,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=40,total_watch_count,weekly_usage,6.432835820895522,5.0,3.0,9.0,0.43283582089552236,0.5584137865427634,-0.30742391936421853,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=40,watch_days,weekly_usage,4.029850746268656,4.0,3.0,5.0,0.43283582089552236,0.5584137865427634,-0.028590812172901714,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=40,total_watch_time_min,weekly_usage,165.91044776119404,147.0,80.0,237.5,0.43283582089552236,0.5584137865427634,-23.4337080829618,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=40,active_ratio,usage_concentration,0.19189765458422164,0.1904761904761904,0.1428571428571428,0.238095238095238,0.43283582089552236,0.5584137865427634,-0.0013614672463286848,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=40,log_retention_w2_ratio,retention_decay,-1.4268396073957454,-1.148622709242771,-3.441218735498926,0.14493873150760825,0.43283582089552236,0.5584137865427634,0.19639761786065213,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=40,log_retention_w3_ratio,retention_decay,-1.3594590084257065,-1.9169226121820613,-3.157191908662247,0.6931471805599453,0.43283582089552236,0.5584137865427634,-0.16814785950366717,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=40,recency,inactivity_recency,2.791044776119403,3.0,1.0,5.0,0.43283582089552236,0.5584137865427634,-0.1245396394650129,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=40,max_inactive_gap_days,inactivity_recency,9.686567164179104,9.0,7.0,11.0,0.43283582089552236,0.5584137865427634,0.08916456677650686,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=50,total_watch_count,weekly_usage,6.333333333333333,4.0,4.0,10.0,0.2222222222222222,0.5594222247896556,-0.4069264069264076,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=50,watch_days,weekly_usage,3.2222222222222223,3.0,3.0,3.0,0.2222222222222222,0.5594222247896556,-0.8362193362193358,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=50,total_watch_time_min,weekly_usage,145.66666666666666,152.0,38.0,209.0,0.2222222222222222,0.5594222247896556,-43.67748917748918,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
promo0,promo0_s02,age_group=50,active_ratio,usage_concentration,0.15343915343915338,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.2222222222222222,0.5594222247896556,-0.039819968391396954,Demographic modifier with behavior profile evidence.,Do not use demographic group as primary segment name.
