membership_row_id,w1_3_has_watch_obs,w1_3_total_watch_time,w1_3_total_sessions,w1_3_unique_contents,w1_3_unique_watch_days,w1_3_avg_watch_time_per_session,w1_3_max_daily_watch_time,w1_3_max_day_share,w1_3_one_minute_watch_count,w1_3_short_watch_count_le5,w1_3_short_watch_time_le5,w1_3_week1_watch_time,w1_3_week1_sessions,w1_3_week2_watch_time,w1_3_week2_sessions,w1_3_week3_watch_time,w1_3_week3_sessions,w1_3_week1_ratio,w1_3_week2_ratio,w1_3_week3_ratio,w1_3_w2_minus_w1_watch_time,w1_3_w3_minus_w2_watch_time
15,1,771.0,14,9,4,55.071429,333.0,0.431907,0,1,5.0,333.0,6,438.0,8,0.0,0,0.431907,0.568093,0.0,105.0,-438.0
16,1,19.0,3,3,2,6.333333,18.0,0.947368,1,2,3.0,1.0,1,18.0,2,0.0,0,0.052632,0.947368,0.0,17.0,-18.0
17,1,326.0,5,4,4,65.2,136.0,0.417178,0,0,0.0,50.0,1,38.0,1,238.0,3,0.153374,0.116564,0.730061,-12.0,200.0
18,1,1018.0,24,16,10,42.416667,249.0,0.244597,3,8,18.0,0.0,0,979.0,19,39.0,5,0.0,0.96169,0.03831,979.0,-940.0
19,1,333.0,8,5,8,41.625,81.0,0.243243,0,1,2.0,119.0,3,145.0,3,69.0,2,0.357357,0.435435,0.207207,26.0,-76.0
20,1,100.0,9,8,3,11.111111,71.0,0.71,0,0,0.0,94.0,8,0.0,0,6.0,1,0.94,0.0,0.06,-94.0,6.0
21,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
22,1,125.0,3,2,2,41.666667,97.0,0.776,1,1,1.0,0.0,0,97.0,1,28.0,2,0.0,0.776,0.224,97.0,-69.0
23,1,4.0,1,1,1,4.0,4.0,1.0,0,1,4.0,0.0,0,4.0,1,0.0,0,0.0,1.0,0.0,4.0,-4.0
24,1,120.0,6,6,3,20.0,97.0,0.808333,2,4,10.0,0.0,0,98.0,2,22.0,4,0.0,0.816667,0.183333,98.0,-76.0
25,1,207.0,7,5,5,29.571429,56.0,0.270531,2,2,2.0,40.0,2,70.0,3,97.0,2,0.193237,0.338164,0.468599,30.0,27.0
26,1,12.0,1,1,1,12.0,12.0,1.0,0,0,0.0,0.0,0,0.0,0,12.0,1,0.0,0.0,1.0,0.0,12.0
27,1,40.0,2,1,2,20.0,39.0,0.975,1,1,1.0,0.0,0,40.0,2,0.0,0,0.0,1.0,0.0,40.0,-40.0
28,1,475.0,9,7,6,52.777778,180.0,0.378947,3,4,5.0,228.0,5,1.0,1,246.0,3,0.48,0.002105,0.517895,-227.0,245.0
29,1,241.0,3,3,3,80.333333,115.0,0.477178,0,0,0.0,0.0,0,87.0,1,154.0,2,0.0,0.360996,0.639004,87.0,67.0
30,1,156.0,2,1,1,78.0,156.0,1.0,0,1,5.0,156.0,2,0.0,0,0.0,0,1.0,0.0,0.0,-156.0,0.0
31,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
32,1,385.0,6,4,2,64.166667,303.0,0.787013,1,1,1.0,82.0,3,303.0,3,0.0,0,0.212987,0.787013,0.0,221.0,-303.0
33,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,7.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-7.0,0.0
34,1,3.0,1,1,1,3.0,3.0,1.0,0,1,3.0,0.0,0,0.0,0,3.0,1,0.0,0.0,1.0,0.0,3.0
35,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
36,1,398.0,7,6,5,56.857143,141.0,0.354271,0,1,4.0,141.0,2,147.0,2,110.0,3,0.354271,0.369347,0.276382,6.0,-37.0
37,1,328.0,5,3,4,65.6,172.0,0.52439,0,0,0.0,42.0,1,194.0,3,92.0,1,0.128049,0.591463,0.280488,152.0,-102.0
38,1,146.0,5,3,4,29.2,112.0,0.767123,0,1,4.0,8.0,1,138.0,4,0.0,0,0.054795,0.945205,0.0,130.0,-138.0
39,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
40,1,2.0,2,2,2,1.0,1.0,0.5,2,2,2.0,2.0,2,0.0,0,0.0,0,1.0,0.0,0.0,-2.0,0.0
41,1,576.0,19,12,7,30.315789,258.0,0.447917,7,8,12.0,390.0,11,174.0,6,12.0,2,0.677083,0.302083,0.020833,-216.0,-162.0
42,1,71.0,2,2,2,35.5,67.0,0.943662,0,1,4.0,4.0,1,67.0,1,0.0,0,0.056338,0.943662,0.0,63.0,-67.0
43,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
44,1,207.0,6,5,6,34.5,200.0,0.966184,4,5,7.0,3.0,3,0.0,0,204.0,3,0.014493,0.0,0.985507,-3.0,204.0
45,1,158.0,2,1,2,79.0,79.0,0.5,0,0,0.0,0.0,0,79.0,1,79.0,1,0.0,0.5,0.5,79.0,0.0
46,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
47,1,42.0,1,1,1,42.0,42.0,1.0,0,0,0.0,0.0,0,0.0,0,42.0,1,0.0,0.0,1.0,0.0,42.0
48,1,844.0,20,15,10,42.2,210.0,0.248815,2,4,7.0,231.0,2,302.0,7,311.0,11,0.273697,0.35782,0.368483,71.0,9.0
50,1,145.0,4,3,3,36.25,97.0,0.668966,0,0,0.0,33.0,1,112.0,3,0.0,0,0.227586,0.772414,0.0,79.0,-112.0
51,1,284.0,11,8,9,25.818182,101.0,0.355634,6,6,6.0,209.0,6,74.0,4,1.0,1,0.735915,0.260563,0.003521,-135.0,-73.0
52,1,679.0,10,8,6,67.9,243.0,0.357879,1,1,1.0,0.0,0,415.0,7,264.0,3,0.0,0.611193,0.388807,415.0,-151.0
53,1,190.0,6,4,3,31.666667,97.0,0.510526,2,2,2.0,97.0,4,93.0,2,0.0,0,0.510526,0.489474,0.0,-4.0,-93.0
54,1,368.0,13,7,8,28.307692,100.0,0.271739,1,2,5.0,218.0,10,150.0,3,0.0,0,0.592391,0.407609,0.0,-68.0,-150.0
55,1,336.0,4,3,3,84.0,177.0,0.526786,0,0,0.0,236.0,3,0.0,0,100.0,1,0.702381,0.0,0.297619,-236.0,100.0
56,1,230.0,8,7,4,28.75,136.0,0.591304,2,5,12.0,136.0,1,89.0,6,5.0,1,0.591304,0.386957,0.021739,-47.0,-84.0
57,1,839.0,13,8,5,64.538462,328.0,0.390942,1,2,4.0,839.0,13,0.0,0,0.0,0,1.0,0.0,0.0,-839.0,0.0
58,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
59,1,148.0,4,3,3,37.0,80.0,0.540541,0,0,0.0,133.0,3,15.0,1,0.0,0,0.898649,0.101351,0.0,-118.0,-15.0
60,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
61,1,226.0,2,1,2,113.0,134.0,0.59292,0,0,0.0,134.0,1,92.0,1,0.0,0,0.59292,0.40708,0.0,-42.0,-92.0
62,1,254.0,2,2,2,127.0,145.0,0.570866,0,0,0.0,145.0,1,109.0,1,0.0,0,0.570866,0.429134,0.0,-36.0,-109.0
63,1,318.0,5,3,2,63.6,193.0,0.606918,2,2,2.0,318.0,5,0.0,0,0.0,0,1.0,0.0,0.0,-318.0,0.0
64,1,480.0,8,1,4,60.0,246.0,0.5125,0,0,0.0,0.0,0,0.0,0,480.0,8,0.0,0.0,1.0,0.0,480.0
65,1,228.0,8,6,4,28.5,93.0,0.407895,3,4,5.0,93.0,1,58.0,4,77.0,3,0.407895,0.254386,0.337719,-35.0,19.0
66,1,1180.0,24,12,13,49.166667,228.0,0.19322,5,7,10.0,590.0,12,408.0,7,182.0,5,0.5,0.345763,0.154237,-182.0,-226.0
67,1,618.0,18,15,8,34.333333,267.0,0.432039,6,7,8.0,196.0,6,44.0,3,378.0,9,0.317152,0.071197,0.61165,-152.0,334.0
68,1,84.0,5,4,4,16.8,60.0,0.714286,2,2,2.0,23.0,2,60.0,2,1.0,1,0.27381,0.714286,0.011905,37.0,-59.0
69,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-1.0,0.0
70,1,226.0,4,3,2,56.5,139.0,0.615044,1,2,3.0,0.0,0,226.0,4,0.0,0,0.0,1.0,0.0,226.0,-226.0
71,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-1.0,0.0
72,1,403.0,8,2,3,50.375,276.0,0.684864,3,4,5.0,276.0,5,127.0,3,0.0,0,0.684864,0.315136,0.0,-149.0,-127.0
73,1,333.0,6,4,3,55.5,117.0,0.351351,2,3,4.0,232.0,3,0.0,0,101.0,3,0.696697,0.0,0.303303,-232.0,101.0
74,1,219.0,5,4,4,43.8,77.0,0.351598,1,1,1.0,0.0,0,140.0,2,79.0,3,0.0,0.639269,0.360731,140.0,-61.0
75,1,56.0,5,1,4,11.2,38.0,0.678571,1,1,1.0,1.0,1,0.0,0,55.0,4,0.017857,0.0,0.982143,-1.0,55.0
76,1,506.0,6,2,1,84.333333,506.0,1.0,2,2,2.0,0.0,0,506.0,6,0.0,0,0.0,1.0,0.0,506.0,-506.0
77,1,117.0,3,3,1,39.0,117.0,1.0,1,2,3.0,0.0,0,117.0,3,0.0,0,0.0,1.0,0.0,117.0,-117.0
78,1,643.0,18,9,7,35.722222,214.0,0.332815,5,7,12.0,0.0,0,570.0,15,73.0,3,0.0,0.88647,0.11353,570.0,-497.0
79,1,464.0,7,5,3,66.285714,431.0,0.928879,1,2,4.0,4.0,2,0.0,0,460.0,5,0.008621,0.0,0.991379,-4.0,460.0
80,1,95.0,3,1,1,31.666667,95.0,1.0,1,2,4.0,95.0,3,0.0,0,0.0,0,1.0,0.0,0.0,-95.0,0.0
81,1,405.0,6,4,4,67.5,157.0,0.387654,0,0,0.0,283.0,4,122.0,2,0.0,0,0.698765,0.301235,0.0,-161.0,-122.0
82,1,267.0,4,4,2,66.75,149.0,0.558052,0,0,0.0,0.0,0,267.0,4,0.0,0,0.0,1.0,0.0,267.0,-267.0
83,1,10.0,2,1,2,5.0,9.0,0.9,1,1,1.0,0.0,0,0.0,0,10.0,2,0.0,0.0,1.0,0.0,10.0
84,1,383.0,7,6,4,54.714286,209.0,0.545692,1,2,5.0,6.0,1,209.0,3,168.0,3,0.015666,0.545692,0.438642,203.0,-41.0
85,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
86,1,639.0,14,11,5,45.642857,221.0,0.345853,5,5,5.0,0.0,0,381.0,9,258.0,5,0.0,0.596244,0.403756,381.0,-123.0
87,1,8.0,1,1,1,8.0,8.0,1.0,0,0,0.0,0.0,0,0.0,0,8.0,1,0.0,0.0,1.0,0.0,8.0
88,1,408.0,7,5,4,58.285714,153.0,0.375,1,1,1.0,164.0,3,0.0,0,244.0,4,0.401961,0.0,0.598039,-164.0,244.0
89,1,168.0,2,2,2,84.0,162.0,0.964286,0,0,0.0,168.0,2,0.0,0,0.0,0,1.0,0.0,0.0,-168.0,0.0
90,1,6.0,4,4,1,1.5,6.0,1.0,2,4,6.0,6.0,4,0.0,0,0.0,0,1.0,0.0,0.0,-6.0,0.0
91,1,135.0,2,1,2,67.5,112.0,0.82963,0,0,0.0,135.0,2,0.0,0,0.0,0,1.0,0.0,0.0,-135.0,0.0
92,1,122.0,5,5,3,24.4,118.0,0.967213,4,4,4.0,118.0,1,4.0,4,0.0,0,0.967213,0.032787,0.0,-114.0,-4.0
93,1,150.0,12,10,6,12.5,50.0,0.333333,1,1,1.0,51.0,4,66.0,5,33.0,3,0.34,0.44,0.22,15.0,-33.0
94,1,140.0,4,4,2,35.0,94.0,0.671429,0,0,0.0,94.0,1,46.0,3,0.0,0,0.671429,0.328571,0.0,-48.0,-46.0
95,1,533.0,23,14,8,23.173913,233.0,0.437148,14,14,14.0,14.0,2,94.0,6,425.0,15,0.026266,0.17636,0.797373,80.0,331.0
96,1,716.0,24,16,8,29.833333,172.0,0.240223,5,9,17.0,125.0,2,560.0,21,31.0,1,0.174581,0.782123,0.043296,435.0,-529.0
97,1,283.0,8,5,5,35.375,137.0,0.484099,1,1,1.0,89.0,3,194.0,5,0.0,0,0.314488,0.685512,0.0,105.0,-194.0
98,1,187.0,3,2,3,62.333333,128.0,0.684492,0,0,0.0,128.0,1,59.0,2,0.0,0,0.684492,0.315508,0.0,-69.0,-59.0
99,1,65.0,3,3,3,21.666667,58.0,0.892308,1,1,1.0,58.0,1,6.0,1,1.0,1,0.892308,0.092308,0.015385,-52.0,-5.0
100,1,296.0,13,7,5,22.769231,180.0,0.608108,7,8,9.0,116.0,9,0.0,0,180.0,4,0.391892,0.0,0.608108,-116.0,180.0
101,1,100.0,5,2,3,20.0,61.0,0.61,0,2,6.0,76.0,4,24.0,1,0.0,0,0.76,0.24,0.0,-52.0,-24.0
102,1,114.0,1,1,1,114.0,114.0,1.0,0,0,0.0,114.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-114.0,0.0
103,1,332.0,15,9,10,22.133333,159.0,0.478916,8,9,13.0,225.0,7,73.0,5,34.0,3,0.677711,0.21988,0.10241,-152.0,-39.0
104,1,363.0,6,4,5,60.5,110.0,0.30303,0,0,0.0,64.0,2,299.0,4,0.0,0,0.176309,0.823691,0.0,235.0,-299.0
105,1,465.0,6,4,5,77.5,177.0,0.380645,0,0,0.0,111.0,2,354.0,4,0.0,0,0.23871,0.76129,0.0,243.0,-354.0
106,1,682.0,11,6,8,62.0,348.0,0.510264,2,7,14.0,173.0,5,353.0,4,156.0,2,0.253666,0.517595,0.228739,180.0,-197.0
107,1,70.0,9,8,6,7.777778,20.0,0.285714,1,4,13.0,43.0,6,11.0,2,16.0,1,0.614286,0.157143,0.228571,-32.0,5.0
108,1,1570.0,28,17,10,56.071429,321.0,0.204459,6,8,12.0,440.0,6,736.0,13,394.0,9,0.280255,0.46879,0.250955,296.0,-342.0
109,1,11.0,7,6,4,1.571429,7.0,0.636364,3,7,11.0,7.0,4,1.0,1,3.0,2,0.636364,0.090909,0.272727,-6.0,2.0
110,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
111,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,0.0,0,1.0,1,0.0,0.0,1.0,0.0,1.0
112,1,470.0,10,5,6,47.0,201.0,0.42766,5,5,5.0,134.0,3,134.0,4,202.0,3,0.285106,0.285106,0.429787,0.0,68.0
113,1,350.0,10,4,5,35.0,134.0,0.382857,2,2,2.0,71.0,2,0.0,0,279.0,8,0.202857,0.0,0.797143,-71.0,279.0
114,1,165.0,5,2,5,33.0,89.0,0.539394,0,1,3.0,11.0,1,154.0,4,0.0,0,0.066667,0.933333,0.0,143.0,-154.0
115,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,2.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-2.0,0.0
116,1,200.0,4,2,2,50.0,118.0,0.59,0,0,0.0,0.0,0,0.0,0,200.0,4,0.0,0.0,1.0,0.0,200.0
117,1,869.0,12,9,8,72.416667,172.0,0.197929,1,2,3.0,394.0,7,179.0,2,296.0,3,0.453395,0.205984,0.340621,-215.0,117.0
118,1,1094.0,15,4,5,72.933333,365.0,0.333638,2,3,6.0,952.0,13,142.0,2,0.0,0,0.870201,0.129799,0.0,-810.0,-142.0
119,1,367.0,8,4,6,45.875,112.0,0.305177,0,0,0.0,130.0,2,206.0,5,31.0,1,0.354223,0.561308,0.084469,76.0,-175.0
120,1,27.0,6,3,2,4.5,21.0,0.777778,3,4,8.0,21.0,4,6.0,2,0.0,0,0.777778,0.222222,0.0,-15.0,-6.0
121,1,149.0,5,3,3,29.8,82.0,0.550336,0,0,0.0,0.0,0,15.0,1,134.0,4,0.0,0.100671,0.899329,15.0,119.0
122,1,31.0,4,2,3,7.75,16.0,0.516129,1,2,6.0,0.0,0,15.0,3,16.0,1,0.0,0.483871,0.516129,15.0,1.0
123,1,403.0,7,2,3,57.571429,155.0,0.384615,0,0,0.0,0.0,0,248.0,5,155.0,2,0.0,0.615385,0.384615,248.0,-93.0
124,1,7.0,1,1,1,7.0,7.0,1.0,0,0,0.0,0.0,0,7.0,1,0.0,0,0.0,1.0,0.0,7.0,-7.0
125,1,973.0,10,7,6,97.3,351.0,0.36074,0,1,3.0,151.0,3,121.0,1,701.0,6,0.15519,0.124358,0.720452,-30.0,580.0
126,1,287.0,3,3,2,95.666667,286.0,0.996516,1,1,1.0,0.0,0,1.0,1,286.0,2,0.0,0.003484,0.996516,1.0,285.0
127,1,413.0,7,7,5,59.0,162.0,0.392252,1,3,7.0,144.0,1,1.0,1,268.0,5,0.348668,0.002421,0.64891,-143.0,267.0
128,1,326.0,4,3,3,81.5,174.0,0.533742,0,0,0.0,0.0,0,0.0,0,326.0,4,0.0,0.0,1.0,0.0,326.0
129,1,16.0,1,1,1,16.0,16.0,1.0,0,0,0.0,0.0,0,0.0,0,16.0,1,0.0,0.0,1.0,0.0,16.0
130,1,508.0,7,5,5,72.571429,137.0,0.269685,1,2,6.0,0.0,0,245.0,3,263.0,4,0.0,0.482283,0.517717,245.0,18.0
131,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
132,1,4.0,1,1,1,4.0,4.0,1.0,0,1,4.0,0.0,0,0.0,0,4.0,1,0.0,0.0,1.0,0.0,4.0
133,1,377.0,17,8,8,22.176471,189.0,0.501326,8,11,18.0,196.0,8,27.0,4,154.0,5,0.519894,0.071618,0.408488,-169.0,127.0
134,1,16.0,2,1,2,8.0,15.0,0.9375,1,1,1.0,15.0,1,1.0,1,0.0,0,0.9375,0.0625,0.0,-14.0,-1.0
135,1,344.0,8,4,6,43.0,141.0,0.409884,3,3,3.0,100.0,2,243.0,5,1.0,1,0.290698,0.706395,0.002907,143.0,-242.0
136,1,212.0,6,3,3,35.333333,202.0,0.95283,2,3,4.0,8.0,1,202.0,3,2.0,2,0.037736,0.95283,0.009434,194.0,-200.0
137,1,2.0,1,1,1,2.0,2.0,1.0,0,1,2.0,0.0,0,0.0,0,2.0,1,0.0,0.0,1.0,0.0,2.0
138,1,192.0,9,5,5,21.333333,108.0,0.5625,2,3,7.0,145.0,4,28.0,2,19.0,3,0.755208,0.145833,0.098958,-117.0,-9.0
140,1,33.0,4,4,2,8.25,31.0,0.939394,2,2,2.0,0.0,0,0.0,0,33.0,4,0.0,0.0,1.0,0.0,33.0
141,1,218.0,4,4,2,54.5,125.0,0.573394,0,0,0.0,93.0,2,125.0,2,0.0,0,0.426606,0.573394,0.0,32.0,-125.0
142,1,1080.0,9,8,8,120.0,200.0,0.185185,1,1,1.0,483.0,4,222.0,2,375.0,3,0.447222,0.205556,0.347222,-261.0,153.0
143,1,21.0,3,3,1,7.0,21.0,1.0,1,1,1.0,21.0,3,0.0,0,0.0,0,1.0,0.0,0.0,-21.0,0.0
144,1,228.0,4,2,4,57.0,81.0,0.355263,0,0,0.0,17.0,1,211.0,3,0.0,0,0.074561,0.925439,0.0,194.0,-211.0
145,1,398.0,4,1,3,99.5,244.0,0.613065,0,0,0.0,0.0,0,0.0,0,398.0,4,0.0,0.0,1.0,0.0,398.0
146,1,191.0,6,6,4,31.833333,97.0,0.507853,1,3,6.0,64.0,1,2.0,1,125.0,4,0.335079,0.010471,0.65445,-62.0,123.0
147,1,164.0,4,3,3,41.0,79.0,0.481707,0,0,0.0,164.0,4,0.0,0,0.0,0,1.0,0.0,0.0,-164.0,0.0
148,1,326.0,7,4,3,46.571429,217.0,0.665644,0,0,0.0,217.0,2,26.0,2,83.0,3,0.665644,0.079755,0.254601,-191.0,57.0
149,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
150,1,567.0,12,5,5,47.25,210.0,0.37037,2,2,2.0,307.0,5,129.0,4,131.0,3,0.541446,0.227513,0.231041,-178.0,2.0
151,1,352.0,7,5,3,50.285714,196.0,0.556818,2,3,5.0,349.0,6,3.0,1,0.0,0,0.991477,0.008523,0.0,-346.0,-3.0
152,1,106.0,2,2,1,53.0,106.0,1.0,0,0,0.0,0.0,0,106.0,2,0.0,0,0.0,1.0,0.0,106.0,-106.0
153,1,153.0,10,8,2,15.3,152.0,0.993464,6,8,10.0,153.0,10,0.0,0,0.0,0,1.0,0.0,0.0,-153.0,0.0
154,1,1158.0,22,16,9,52.636364,436.0,0.376511,0,1,5.0,269.0,5,758.0,15,131.0,2,0.232297,0.654577,0.113126,489.0,-627.0
155,1,161.0,3,2,2,53.666667,155.0,0.962733,0,0,0.0,6.0,1,0.0,0,155.0,2,0.037267,0.0,0.962733,-6.0,155.0
156,1,597.0,8,3,5,74.625,201.0,0.336683,0,0,0.0,189.0,3,100.0,2,308.0,3,0.316583,0.167504,0.515913,-89.0,208.0
157,1,280.0,4,2,2,70.0,185.0,0.660714,1,1,1.0,95.0,3,185.0,1,0.0,0,0.339286,0.660714,0.0,90.0,-185.0
159,1,309.0,9,8,6,34.333333,247.0,0.799353,5,5,5.0,13.0,1,293.0,5,3.0,3,0.042071,0.94822,0.009709,280.0,-290.0
160,1,402.0,15,13,4,26.8,296.0,0.736318,5,9,18.0,2.0,1,296.0,5,104.0,9,0.004975,0.736318,0.258706,294.0,-192.0
161,1,51.0,6,6,3,8.5,38.0,0.745098,3,3,3.0,38.0,4,12.0,1,1.0,1,0.745098,0.235294,0.019608,-26.0,-11.0
162,1,298.0,8,5,3,37.25,105.0,0.352349,4,4,4.0,200.0,7,0.0,0,98.0,1,0.671141,0.0,0.328859,-200.0,98.0
163,1,657.0,11,7,4,59.727273,271.0,0.412481,1,1,1.0,271.0,2,290.0,7,96.0,2,0.412481,0.4414,0.146119,19.0,-194.0
165,1,47.0,8,7,5,5.875,20.0,0.425532,1,5,17.0,28.0,3,4.0,1,15.0,4,0.595745,0.085106,0.319149,-24.0,11.0
166,1,363.0,5,3,4,72.6,203.0,0.559229,1,1,1.0,1.0,1,362.0,4,0.0,0,0.002755,0.997245,0.0,361.0,-362.0
167,1,56.0,4,2,2,14.0,55.0,0.982143,2,2,2.0,1.0,1,55.0,3,0.0,0,0.017857,0.982143,0.0,54.0,-55.0
168,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,0.0,0,1.0,1,0.0,0,0.0,1.0,0.0,1.0,-1.0
169,1,1172.0,20,14,9,58.6,429.0,0.366041,1,3,9.0,771.0,14,400.0,5,1.0,1,0.65785,0.341297,0.000853,-371.0,-399.0
170,1,167.0,2,2,2,83.5,84.0,0.502994,0,0,0.0,0.0,0,0.0,0,167.0,2,0.0,0.0,1.0,0.0,167.0
171,1,523.0,8,6,7,65.375,121.0,0.231358,0,0,0.0,176.0,4,181.0,2,166.0,2,0.33652,0.34608,0.3174,5.0,-15.0
172,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-1.0,0.0
173,1,76.0,2,2,1,38.0,76.0,1.0,1,1,1.0,76.0,2,0.0,0,0.0,0,1.0,0.0,0.0,-76.0,0.0
174,1,1247.0,27,19,13,46.185185,231.0,0.185245,5,12,22.0,616.0,12,426.0,8,205.0,7,0.493986,0.34162,0.164395,-190.0,-221.0
175,1,292.0,4,4,2,73.0,194.0,0.664384,0,0,0.0,292.0,4,0.0,0,0.0,0,1.0,0.0,0.0,-292.0,0.0
176,1,135.0,5,5,1,27.0,135.0,1.0,2,2,2.0,0.0,0,135.0,5,0.0,0,0.0,1.0,0.0,135.0,-135.0
177,1,274.0,4,4,3,68.5,161.0,0.587591,0,1,2.0,86.0,1,0.0,0,188.0,3,0.313869,0.0,0.686131,-86.0,188.0
178,1,214.0,20,11,6,10.7,196.0,0.915888,18,18,18.0,205.0,11,3.0,3,6.0,6,0.957944,0.014019,0.028037,-202.0,3.0
179,1,175.0,11,5,7,15.909091,51.0,0.291429,0,3,11.0,81.0,5,51.0,3,43.0,3,0.462857,0.291429,0.245714,-30.0,-8.0
180,1,1247.0,13,10,6,95.923077,265.0,0.21251,1,1,1.0,137.0,1,1110.0,12,0.0,0,0.109864,0.890136,0.0,973.0,-1110.0
181,1,46.0,2,1,1,23.0,46.0,1.0,1,1,1.0,0.0,0,0.0,0,46.0,2,0.0,0.0,1.0,0.0,46.0
182,1,627.0,13,6,6,48.230769,288.0,0.45933,1,3,9.0,362.0,8,124.0,4,141.0,1,0.577352,0.197767,0.22488,-238.0,17.0
183,1,1.0,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,0.0,0,0.0,0,1.0,0.0,0.0,-1.0,0.0
184,1,207.0,2,2,2,103.5,118.0,0.570048,0,0,0.0,89.0,1,0.0,0,118.0,1,0.429952,0.0,0.570048,-89.0,118.0
