row_id,promo_scope,is_repurchase,representative_segment_id,provisional_label,assignment_priority_order,gb_churn_risk_score_oof,lr_churn_risk_score_oof,gb_risk_percentile,lr_risk_percentile,key_flags_used_for_assignment,hotfix_assignment_changed,previous_representative_segment_id
55,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0848424046605598,0.0551590770628134,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
56,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1856325654733251,0.4332915199313364,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
57,promo0,0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.7832871485029392,0.949039065785928,,,"gb_high_risk_top20,only_w1,cold_start_weak",False,promo0_s03
58,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0719370379421049,0.6389686266093589,,,fallback,False,promo0_s99
59,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.5887264316500038,0.714513521947775,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
60,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.5450501036981013,0.9162135963036666,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
61,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1473906531190487,0.128130076613855,,,fallback,False,promo0_s99
62,promo0,1,promo0_s99,promo0_other_needs_review,99,0.030311532392847,0.1005683795135732,,,fallback,False,promo0_s99
63,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0306780801939096,0.0410884608828727,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
64,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0608250265745836,0.0788891778954913,,,fallback,False,promo0_s99
65,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0208444265750232,0.1316263042519199,,,fallback,False,promo0_s99
66,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0912011006422361,0.1906632596280437,,,fallback,False,promo0_s99
67,promo0,0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.5196538049958808,0.8423921415395956,,,"gb_high_risk_top20,only_w1,cold_start_weak",False,promo0_s03
68,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2627889635733402,0.5501600993746534,,,fallback,False,promo0_s99
69,promo0,0,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.6093811956998276,0.9454081522969282,,,"gb_high_risk_top20,only_w1,cold_start_weak",False,promo0_s03
70,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1022072948272941,0.4769035119887909,,,fallback,False,promo0_s99
71,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4063457684767654,0.6195602922236995,,,fallback,False,promo0_s99
72,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1007867610942002,0.394667869714607,,,fallback,False,promo0_s99
73,promo0,0,promo0_s99,promo0_other_needs_review,99,0.0774923512536975,0.3183854080106463,,,fallback,False,promo0_s99
74,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.634260332271078,0.8116765970717554,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
75,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0284077970775937,0.0589736906911818,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
76,promo0,0,promo0_s99,promo0_other_needs_review,99,0.0243632671384745,0.0132500021310586,,,fallback,False,promo0_s99
77,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1371745721597299,0.615293106213036,,,fallback,False,promo0_s99
78,promo0,1,promo0_s99,promo0_other_needs_review,99,0.278751679322912,0.5499605496569608,,,fallback,False,promo0_s99
79,promo0,0,promo0_s99,promo0_other_needs_review,99,0.3776452401765404,0.8274531701591255,,,fallback,False,promo0_s99
80,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0252838072410921,0.0509705068021133,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
81,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2338893839176881,0.3870762444467992,,,fallback,False,promo0_s99
82,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0717783610332033,0.262120752781393,,,fallback,False,promo0_s99
83,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0260977859018863,0.0184391894805335,,,fallback,False,promo0_s99
84,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0348250177270099,0.2535565891126412,,,fallback,False,promo0_s99
85,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1256622031030803,0.2479833165509678,,,fallback,False,promo0_s99
86,promo0,0,promo0_s99,promo0_other_needs_review,99,0.1044665663470305,0.3424246048870596,,,fallback,False,promo0_s99
87,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0451340637411094,0.3386364244558945,,,fallback,False,promo0_s99
88,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1734237480796261,0.266357112349693,,,fallback,False,promo0_s99
89,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2916096384567784,0.4280016830452727,,,fallback,False,promo0_s99
90,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0657149212271938,0.2278591198537916,,,fallback,False,promo0_s99
91,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0757191625264174,0.253855068575859,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
92,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.8464136953776558,0.9838142702749773,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
93,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7894659429551015,0.9471750709969774,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
94,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2629959111073572,0.4484258539805615,,,fallback,False,promo0_s99
95,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1254809437897991,0.0727161183682653,,,fallback,False,promo0_s99
96,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.2050907786946298,0.5800751806969918,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
97,promo0,0,promo0_s06,promo0_stable_usage_lower_risk,6,0.1172727260235162,0.354794202950129,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
98,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7672273868406916,0.9783348382400562,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
99,promo0,1,promo0_s02,promo0_high_risk_retention_decay,2,0.430804875571778,0.494366072494779,,,"gb_high_risk_top20,retention_decay",False,promo0_s02
100,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.115329100478245,0.2034745007768372,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
101,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.013784125464245,0.0201771792395549,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
102,promo0,0,promo0_s06,promo0_stable_usage_lower_risk,6,0.0239237029189577,0.0365828711653273,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
103,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2330099116414875,0.5408934825227553,,,fallback,False,promo0_s99
104,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0385912520986684,0.0731993864938117,,,fallback,False,promo0_s99
105,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2745399250735609,0.5462354331203751,,,fallback,False,promo0_s99
106,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4040268735115211,0.7898868038069594,,,fallback,False,promo0_s99
107,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1173630867612381,0.1794697261921449,,,fallback,False,promo0_s99
108,promo0,0,promo0_s06,promo0_stable_usage_lower_risk,6,0.2030204175501283,0.5376872365960093,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
109,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2625471186891089,0.5029844797208927,,,fallback,False,promo0_s99
110,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0253326639184083,0.0434851421381662,,,fallback,False,promo0_s99
111,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2846672091352908,0.4953570789582364,,,fallback,False,promo0_s99
112,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0589958958390033,0.2391850238118241,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
113,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0188028803030521,0.0114391163833429,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
114,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0815440012793802,0.3351410351400159,,,fallback,False,promo0_s99
115,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0142632649523845,0.0300673135975966,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
116,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2383573415442412,0.7767470542465628,,,fallback,False,promo0_s99
117,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0552392612372165,0.1336802498603467,,,fallback,False,promo0_s99
118,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2636463583062213,0.6670296545481079,,,fallback,False,promo0_s99
119,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0229569591786314,0.0239183688313993,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
120,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0202758454827033,0.099284813986763,,,fallback,False,promo0_s99
121,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.781553719310009,0.9617373849729614,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
122,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0259662701142422,0.0860366402662116,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
123,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1015933875257978,0.3504300745576529,,,fallback,False,promo0_s99
124,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0289002790235755,0.192886049188138,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
125,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.6482322258462081,0.7281762491825632,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
126,promo0,1,promo0_s02,promo0_high_risk_retention_decay,2,0.6659315754124921,0.7571892223275817,,,"gb_high_risk_top20,retention_decay",False,promo0_s02
127,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2836431106872451,0.5274373964084399,,,fallback,False,promo0_s99
128,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7517691781309792,0.9023949581404678,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
129,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0544424598380854,0.0995988842355642,,,fallback,False,promo0_s99
130,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1966720391485675,0.6597358400903797,,,fallback,False,promo0_s99
131,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0247282594989027,0.0709333447288511,,,fallback,False,promo0_s99
132,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2524267884774562,0.4419462612915124,,,fallback,False,promo0_s99
133,promo0,1,promo0_s99,promo0_other_needs_review,99,0.323989888184186,0.5349949778300452,,,fallback,False,promo0_s99
134,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2118422811903425,0.5218418652425337,,,fallback,False,promo0_s99
135,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2885345550585012,0.4477272411469298,,,fallback,False,promo0_s99
136,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.8115705243414998,0.9930099857531066,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
137,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.4929380038003291,0.7735066293039696,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
138,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1515319043050932,0.3791863478299069,,,fallback,False,promo0_s99
139,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1619529845802761,0.3258849485100301,,,fallback,False,promo0_s99
140,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0434155676270894,0.0457212395509457,,,fallback,False,promo0_s99
141,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0199685450682204,0.0544836827075415,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
142,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2609994934148048,0.4503482617972233,,,fallback,False,promo0_s99
143,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2723694218965097,0.5365194129979087,,,fallback,False,promo0_s99
144,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0531864724478593,0.0487675276278533,,,fallback,False,promo0_s99
145,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.2027848700479908,0.401188047303796,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
146,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0901972340317459,0.1986429858055307,,,fallback,False,promo0_s99
147,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0549352256447085,0.0612239139480916,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
148,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0694305440442162,0.1806056392638046,,,fallback,False,promo0_s99
149,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0123054264537241,0.0099074682349847,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
150,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2140520900437218,0.2967506359805061,,,fallback,False,promo0_s99
151,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7915719569729609,0.9845035129274394,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
152,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2639639221904335,0.4345308264416341,,,fallback,False,promo0_s99
153,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.5067858720867011,0.8571032501365665,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
154,promo0,1,promo0_s99,promo0_other_needs_review,99,0.022019081601396,0.2056707092060024,,,fallback,False,promo0_s99
155,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3175162130295997,0.4281907874460587,,,fallback,False,promo0_s99
156,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0667349830878339,0.1473835128519498,,,fallback,False,promo0_s99
157,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.4549945631972071,0.6627650146098731,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
158,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2484200579724513,0.5879448714280153,,,fallback,False,promo0_s99
159,promo0,0,promo0_s99,promo0_other_needs_review,99,0.3082045620754606,0.8552635588180318,,,fallback,False,promo0_s99
160,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0391784510743944,0.0715718235132031,,,fallback,False,promo0_s99
161,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.892926282864947,0.9852774360725512,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
162,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0073512368854071,0.0104316433747585,,,fallback,False,promo0_s99
163,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.6401635569460582,0.9037481595721314,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
164,promo0,0,promo0_s01,promo0_high_risk_week3_inactive,1,0.7175118514294612,0.9423389585492808,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
165,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1031154194036487,0.2956197343655883,,,fallback,False,promo0_s99
166,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0253077863235076,0.3272037836347202,,,fallback,False,promo0_s99
167,promo0,0,promo0_s99,promo0_other_needs_review,99,0.2595768129312509,0.5128465734838061,,,fallback,False,promo0_s99
168,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0159976407747174,0.0776391121990435,,,fallback,False,promo0_s99
169,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2419610829305658,0.3589503037385204,,,fallback,False,promo0_s99
170,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.2262305981307479,0.2480138481620806,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
171,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4769457820735552,0.8002037691826474,,,fallback,False,promo0_s99
172,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.037198888867027,0.0076051221103999,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
173,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3960886942859869,0.741294124287383,,,fallback,False,promo0_s99
174,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3427189817600802,0.1629787741205169,,,fallback,False,promo0_s99
175,promo0,1,promo0_s99,promo0_other_needs_review,99,0.279905165769801,0.5318957436580184,,,fallback,False,promo0_s99
176,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.6910683291377371,0.8299461889621209,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
177,promo0,0,promo0_s99,promo0_other_needs_review,99,0.3646632373345052,0.4045423601745315,,,fallback,False,promo0_s99
178,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3255418970980934,0.6048688331287337,,,fallback,False,promo0_s99
179,promo0,1,promo0_s03,promo0_high_risk_only_w1_or_cold_start_weak,3,0.4406886648414633,0.6934796889899655,,,"gb_high_risk_top20,only_w1,cold_start_weak",False,promo0_s03
180,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.6319716465817204,0.8364366194896504,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
181,promo0,1,promo0_s99,promo0_other_needs_review,99,0.1376566256962458,0.0971463968082905,,,fallback,False,promo0_s99
182,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0589686807533473,0.0220986483168669,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
183,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3578858578833856,0.3740777414805792,,,fallback,False,promo0_s99
184,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0624233274570193,0.2521948316643031,,,fallback,False,promo0_s99
185,promo0,1,promo0_s99,promo0_other_needs_review,99,0.3898134462657714,0.9128522555059184,,,fallback,False,promo0_s99
186,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0911663857722571,0.2055758743078958,,,fallback,False,promo0_s99
187,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0766801933871924,0.0306328227296051,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
188,promo0,0,promo0_s06,promo0_stable_usage_lower_risk,6,0.1023598197159116,0.2160764135311185,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
189,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2538430764597439,0.3954594644458629,,,fallback,False,promo0_s99
190,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2995922326669947,0.7525844406282509,,,fallback,False,promo0_s99
191,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0917128296223105,0.1952376495004081,,,fallback,False,promo0_s99
192,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1388826318042257,0.31125658764919,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
193,promo0,0,promo0_s99,promo0_other_needs_review,99,0.4226292506354665,0.7531985866118768,,,fallback,False,promo0_s99
194,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2723694218965097,0.527093161422594,,,fallback,False,promo0_s99
195,promo0,1,promo0_s02,promo0_high_risk_retention_decay,2,0.4659196097811506,0.8190978849189534,,,"gb_high_risk_top20,retention_decay",False,promo0_s02
196,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.0211395339846136,0.0097393638132992,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
197,promo0,1,promo0_s01,promo0_high_risk_week3_inactive,1,0.7539908629182662,0.7596246114302907,,,"gb_high_risk_top20,week3_inactive",False,promo0_s01
198,promo0,1,promo0_s99,promo0_other_needs_review,99,0.2625219459751661,0.4556200042009412,,,fallback,False,promo0_s99
199,promo0,1,promo0_s06,promo0_stable_usage_lower_risk,6,0.1790032899054553,0.1429092059064651,,,"gb_high_risk_top20,stable_usage",True,promo0_s05
200,promo0,1,promo0_s99,promo0_other_needs_review,99,0.0413014629504892,0.0163874836958366,,,fallback,False,promo0_s99
