evidence_item,related_scope,related_segment_or_family,source_file,metric_or_field,value,interpretation,caveat
content_preference_signal_prevalence,promo1,promo1_s04,17_content_preference_signal_audit.csv,content_preference_signal_rate,1.0,Broad marker; demoted from representative rule.,Use as profile/action cue only.
content_preference_signal_prevalence,promo1,promo1_s05,17_content_preference_signal_audit.csv,content_preference_signal_rate,0.9914529914529916,Broad marker; demoted from representative rule.,Use as profile/action cue only.
content_preference_signal_prevalence,promo1,promo1_s06,17_content_preference_signal_audit.csv,content_preference_signal_rate,0.909875359539789,Broad marker; demoted from representative rule.,Use as profile/action cue only.
content_preference_signal_prevalence,promo1,promo1_s99,17_content_preference_signal_audit.csv,content_preference_signal_rate,0.9762032804517344,Broad marker; demoted from representative rule.,Use as profile/action cue only.
segment_quality,promo0,promo0_high_risk_week3_inactive,17_segment_quality_audit.csv,row_count/churn/risk/status,n=1736; churn=0.6872; risk=0.6624; status=keep_as_representative,"high_risk_week3_inactivity_or_retention_decay; n_status=pass_representative_candidate; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo0,promo0_high_risk_retention_decay,17_segment_quality_audit.csv,row_count/churn/risk/status,n=154; churn=0.6039; risk=0.5552; status=merge_into_behavior_family,"high_risk_week3_inactivity_or_retention_decay; n_status=small_provisional_subsignal; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo0,promo0_high_risk_only_w1_or_cold_start_weak,17_segment_quality_audit.csv,row_count/churn/risk/status,n=230; churn=0.7870; risk=0.6343; status=merge_into_behavior_family,"high_risk_activation_or_low_engagement; n_status=small_provisional_subsignal; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo0,promo0_high_risk_low_activity,17_segment_quality_audit.csv,row_count/churn/risk/status,n=43; churn=0.5581; risk=0.5998; status=merge_into_behavior_family,"high_risk_activation_or_low_engagement; n_status=rare_pattern_note; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo0,promo0_high_risk_genre_preference_clear,17_segment_quality_audit.csv,row_count/churn/risk/status,n=5; churn=0.8000; risk=0.5638; status=demote_to_profile_note,"genre_or_content_action_cue; n_status=case_note_only; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo0,promo0_stable_usage_lower_risk,17_segment_quality_audit.csv,row_count/churn/risk/status,n=2031; churn=0.0817; risk=0.0800; status=keep_as_representative,"stable_usage_lower_risk; n_status=pass_representative_candidate; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo0,promo0_other_needs_review,17_segment_quality_audit.csv,row_count/churn/risk/status,n=6994; churn=0.1423; risk=0.1541; status=keep_as_other_needs_review,"other_needs_review_residual; n_status=pass_representative_candidate; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo1,promo1_high_risk_week3_inactive,17_segment_quality_audit.csv,row_count/churn/risk/status,n=1700; churn=0.7494; risk=0.7455; status=keep_as_representative,"high_risk_week3_inactivity_or_retention_decay; n_status=pass_representative_candidate; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo1,promo1_high_risk_retention_decay,17_segment_quality_audit.csv,row_count/churn/risk/status,n=193; churn=0.6839; risk=0.6899; status=merge_into_behavior_family,"high_risk_week3_inactivity_or_retention_decay; n_status=small_provisional_subsignal; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo1,promo1_high_risk_only_w1_or_cold_start_weak,17_segment_quality_audit.csv,row_count/churn/risk/status,n=329; churn=0.8024; risk=0.7326; status=keep_as_representative,"high_risk_activation_or_low_engagement; n_status=pass_representative_candidate; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo1,promo1_high_risk_low_activity,17_segment_quality_audit.csv,row_count/churn/risk/status,n=41; churn=0.6341; risk=0.7245; status=merge_into_behavior_family,"high_risk_activation_or_low_engagement; n_status=rare_pattern_note; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo1,promo1_high_risk_genre_preference_clear,17_segment_quality_audit.csv,row_count/churn/risk/status,n=11; churn=0.8182; risk=0.6915; status=demote_to_profile_note,"genre_or_content_action_cue; n_status=case_note_only; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo1,promo1_stable_usage_lower_risk,17_segment_quality_audit.csv,row_count/churn/risk/status,n=2086; churn=0.1448; risk=0.1497; status=keep_as_representative,"stable_usage_lower_risk; n_status=pass_representative_candidate; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
segment_quality,promo1,promo1_other_needs_review,17_segment_quality_audit.csv,row_count/churn/risk/status,n=7544; churn=0.2466; risk=0.2476; status=keep_as_other_needs_review,"other_needs_review_residual; n_status=pass_representative_candidate; content_preference_signal treated as broad marker, not representative discriminator.","Descriptive, not causal."
other_decomposition,promo0,other_demographic_or_profile_note,17_other_needs_review_decomposition_quality_hotfix.csv,row_count/share/churn/risk,n=4037; share_other=0.5772; churn=0.1246; risk=0.1504,"Other contains mixed residual subgroups, not a single mid-risk segment.",Other decomposition is not a new final representative segment.
other_decomposition,promo0,other_high_risk_unexplained,17_other_needs_review_decomposition_quality_hotfix.csv,row_count/share/churn/risk,n=71; share_other=0.0102; churn=0.6338; risk=0.5316,"Other contains mixed residual subgroups, not a single mid-risk segment.",Other decomposition is not a new final representative segment.
other_decomposition,promo0,other_low_risk_general,17_other_needs_review_decomposition_quality_hotfix.csv,row_count/share/churn/risk,n=83; share_other=0.0119; churn=0.1084; risk=0.1233,"Other contains mixed residual subgroups, not a single mid-risk segment.",Other decomposition is not a new final representative segment.
other_decomposition,promo0,other_mid_risk_watchlist,17_other_needs_review_decomposition_quality_hotfix.csv,row_count/share/churn/risk,n=1054; share_other=0.1507; churn=0.3956; risk=0.3523,"Other contains mixed residual subgroups, not a single mid-risk segment.",Other decomposition is not a new final representative segment.
other_decomposition,promo0,other_stable_like_residual,17_other_needs_review_decomposition_quality_hotfix.csv,row_count/share/churn/risk,n=1749; share_other=0.2501; churn=0.0120; risk=0.0295,"Other contains mixed residual subgroups, not a single mid-risk segment.",Other decomposition is not a new final representative segment.
other_decomposition,promo1,other_demographic_or_profile_note,17_other_needs_review_decomposition_quality_hotfix.csv,row_count/share/churn/risk,n=4350; share_other=0.5766; churn=0.2510; risk=0.2564,"Other contains mixed residual subgroups, not a single mid-risk segment.",Other decomposition is not a new final representative segment.
other_decomposition,promo1,other_high_risk_unexplained,17_other_needs_review_decomposition_quality_hotfix.csv,row_count/share/churn/risk,n=107; share_other=0.0142; churn=0.8131; risk=0.6672,"Other contains mixed residual subgroups, not a single mid-risk segment.",Other decomposition is not a new final representative segment.
other_decomposition,promo1,other_low_risk_general,17_other_needs_review_decomposition_quality_hotfix.csv,row_count/share/churn/risk,n=97; share_other=0.0129; churn=0.2680; risk=0.2404,"Other contains mixed residual subgroups, not a single mid-risk segment.",Other decomposition is not a new final representative segment.
other_decomposition,promo1,other_mid_risk_watchlist,17_other_needs_review_decomposition_quality_hotfix.csv,row_count/share/churn/risk,n=1104; share_other=0.1463; churn=0.5688; risk=0.5140,"Other contains mixed residual subgroups, not a single mid-risk segment.",Other decomposition is not a new final representative segment.
other_decomposition,promo1,other_stable_like_residual,17_other_needs_review_decomposition_quality_hotfix.csv,row_count/share/churn/risk,n=1886; share_other=0.2500; churn=0.0143; risk=0.0478,"Other contains mixed residual subgroups, not a single mid-risk segment.",Other decomposition is not a new final representative segment.
promo1_vs_promo0_differential,promo1_vs_promo0,genre_or_content_action_cue,17_promo1_vs_promo0_segment_differential_analysis.csv,churn_delta/risk_delta,churn_delta=0.018181818181818188; risk_delta=0.12763988267986015,Common observed behavior signal; compare strength by scope without causal wording.,"Descriptive OOF/behavior comparison, not causal inference."
promo1_vs_promo0_differential,promo1_vs_promo0,high_risk_activation_or_low_engagement,17_promo1_vs_promo0_segment_differential_analysis.csv,churn_delta/risk_delta,churn_delta=0.03286803286803286; risk_delta=0.10280800143687141,Common observed behavior signal; compare strength by scope without causal wording.,"Descriptive OOF/behavior comparison, not causal inference."
promo1_vs_promo0_differential,promo1_vs_promo0,high_risk_week3_inactivity_or_retention_decay,17_promo1_vs_promo0_segment_differential_analysis.csv,churn_delta/risk_delta,churn_delta=0.062313116829757154; risk_delta=0.08620232756445789,Common observed behavior signal; compare strength by scope without causal wording.,"Descriptive OOF/behavior comparison, not causal inference."
promo1_vs_promo0_differential,promo1_vs_promo0,other_needs_review_residual,17_promo1_vs_promo0_segment_differential_analysis.csv,churn_delta/risk_delta,churn_delta=0.10428875409341931; risk_delta=0.09346651347605459,Common observed behavior signal; compare strength by scope without causal wording.,"Descriptive OOF/behavior comparison, not causal inference."
promo1_vs_promo0_differential,promo1_vs_promo0,stable_usage_lower_risk,17_promo1_vs_promo0_segment_differential_analysis.csv,churn_delta/risk_delta,churn_delta=0.06304155201283268; risk_delta=0.06971465870796628,Common observed behavior signal; compare strength by scope without causal wording.,"Descriptive OOF/behavior comparison, not causal inference."
revised_proposal,promo0,high_risk_activation_or_low_engagement,17_revised_representative_segment_proposal.csv,estimated_row_count/representative_status,n=273; status=subsignal_only,This family groups behaviorally similar small signals so presentation and action design are more defensible.,Proposal does not replace official assignment before user approval.
revised_proposal,promo0,high_risk_week3_inactivity_or_retention_decay,17_revised_representative_segment_proposal.csv,estimated_row_count/representative_status,n=1890; status=representative_candidate_after_review,This family groups behaviorally similar small signals so presentation and action design are more defensible.,Proposal does not replace official assignment before user approval.
revised_proposal,promo0,mid_risk_retention_watchlist,17_revised_representative_segment_proposal.csv,estimated_row_count/representative_status,n=1195; status=representative_candidate_after_review,This family groups behaviorally similar small signals so presentation and action design are more defensible.,Proposal does not replace official assignment before user approval.
revised_proposal,promo0,other_needs_review_residual,17_revised_representative_segment_proposal.csv,estimated_row_count/representative_status,n=5869; status=needs_user_review,This family groups behaviorally similar small signals so presentation and action design are more defensible.,Proposal does not replace official assignment before user approval.
revised_proposal,promo0,stable_usage_lower_risk,17_revised_representative_segment_proposal.csv,estimated_row_count/representative_status,n=1966; status=representative_candidate_after_review,This family groups behaviorally similar small signals so presentation and action design are more defensible.,Proposal does not replace official assignment before user approval.
revised_proposal,promo1,high_risk_activation_or_low_engagement,17_revised_representative_segment_proposal.csv,estimated_row_count/representative_status,n=370; status=representative_candidate_after_review,This family groups behaviorally similar small signals so presentation and action design are more defensible.,Proposal does not replace official assignment before user approval.
revised_proposal,promo1,high_risk_week3_inactivity_or_retention_decay,17_revised_representative_segment_proposal.csv,estimated_row_count/representative_status,n=1893; status=representative_candidate_after_review,This family groups behaviorally similar small signals so presentation and action design are more defensible.,Proposal does not replace official assignment before user approval.
revised_proposal,promo1,mid_risk_retention_watchlist,17_revised_representative_segment_proposal.csv,estimated_row_count/representative_status,n=1309; status=representative_candidate_after_review,This family groups behaviorally similar small signals so presentation and action design are more defensible.,Proposal does not replace official assignment before user approval.
revised_proposal,promo1,other_needs_review_residual,17_revised_representative_segment_proposal.csv,estimated_row_count/representative_status,n=6333; status=needs_user_review,This family groups behaviorally similar small signals so presentation and action design are more defensible.,Proposal does not replace official assignment before user approval.
revised_proposal,promo1,stable_usage_lower_risk,17_revised_representative_segment_proposal.csv,estimated_row_count/representative_status,n=1999; status=representative_candidate_after_review,This family groups behaviorally similar small signals so presentation and action design are more defensible.,Proposal does not replace official assignment before user approval.
