user_group_key,group,USER_NUM,USER_KEY,product_code,price,billing_method,max_screen,is_promotion,is_churn_prevented,is_repurchase,payment_device,is_user_verified,gender,age,reg_date,reg_hour,end_date,reg_date_dt,end_date_dt,age_band,vh_has_safe_watch,vh_event_count,vh_title_count,vh_active_day_count,vh_total_watch_min,vh_avg_watch_min,vh_median_watch_min,vh_std_watch_min,vh_max_watch_min,vh_avg_watch_seq,vh_max_watch_seq,vh_weekend_ratio,vh_mean_runtime_min,vh_mean_event_completion,vh_high_completion_event_ratio,vh_low_completion_event_ratio,vh_short_sample_ratio,vh_recent_release_180d_ratio,vh_recent_release_365d_ratio,vh_old_catalog_5y_ratio,vh_mean_content_age_days,vh_first_watch_lag,vh_last_watch_gap,vh_watch_span_days,vh_tenure_days,vh_active_day_ratio,vh_watch_span_ratio,vh_first_watch_lag_ratio,vh_last_watch_gap_ratio,vh_max_daily_events,vh_multi_event_day_ratio,vh_avg_daily_watch_min,vh_std_daily_watch_min,vh_max_daily_watch_min,vh_mean_gap_days,vh_std_gap_days,vh_max_gap_days,vh_mean_title_completion,vh_completed_title_ratio_50,vh_completed_title_ratio_80,vh_sampled_title_ratio_10,vh_avg_events_per_title,vh_title_watch_hhi,vh_first_half_watch_ratio,vh_last_7d_watch_ratio,vh_last_14d_watch_ratio,vh_genre_unique_count,vh_genre_watch_entropy,vh_top_genre_share,genre_share__드라마,genre_share__액션,genre_share__코미디,genre_share__스릴러,genre_share__판타지,genre_share__로맨스,genre_share__범죄,genre_share__가족,genre_share__유럽에서 제작,genre_share__SF,vh_country_unique_count,vh_country_watch_entropy,vh_top_country_share,country_share__미국,country_share__대한민국,country_share__영국,country_share__프랑스,country_share__일본,vh_events_per_active_day,vh_titles_per_active_day,vh_watch_min_per_active_day,vh_event_per_tenure_day,vh_watch_min_per_tenure_day,vh_rewatch_event_ratio
0_42,0,42,76f312035f515f366230400790b77317cd9a5f79d589329ae6d4a171e359ce7d7154e2bfde380c34820bbc79473c23b56b759f9583b1d1d83a9512906ab1704e,pk_1488,10900.0,180.0,2.0,0.0,0.0,1.0,ott,1.0,F,25.0,2021-03-12,22.0,2021-04-12,2021-03-12,2021-04-12,20,1,11.0,6.0,5.0,363.0,33.0,19.0,44.052241713674455,135.0,1.8181818181818181,3.0,0.5454545454545454,172.0,0.15741248333455535,0.0,0.6363636363636364,0.45454545454545453,0.7272727272727273,0.7272727272727273,0.0,311.0,0.0,15.0,17.0,31.0,0.16129032258064516,0.5483870967741935,0.0,0.4838709677419355,3.0,0.6,72.6,75.71525605847212,173.0,4.0,2.449489742783178,6.0,0.28858955278001813,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.8333333333333333,0.6950724373714607,0.6611570247933884,0.0,0.0,9.0,1.4112343897727944,0.27382753403933435,0.0015128593040847202,0.27382753403933435,0.0007564296520423601,0.0007564296520423601,0.22390317700453857,,0.0007564296520423601,,0.0007564296520423601,0.273071104387292,3.0,0.0379704845178259,0.9944903581267218,0.9944903581267218,,0.0027548209366391185,0.0027548209366391185,,2.2,1.2,72.6,0.3548387096774194,11.709677419354838,0.45454545454545453
0_43,0,43,6be611dd0143fa854fb471be30b3ab1e69e0e89e11924fb40da8fb6cedf48bf46c5e0de568709ae28abf076050e67c3928886f4857edc819a92802c3348af43f,pk_1507,16.49,140.0,4.0,0.0,0.0,1.0,ios,0.0,N,40.0,2021-03-02,4.0,2021-04-03,2021-03-02,2021-04-03,40,1,7.0,6.0,4.0,498.0,71.14285714285714,94.0,44.979360346083816,108.0,1.4285714285714286,2.0,0.5714285714285714,104.42857142857143,0.6922604489904266,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,929.0,0.0,20.0,13.0,32.0,0.125,0.40625,0.0,0.625,2.0,0.75,124.5,47.085029467974216,195.0,4.0,3.0,7.0,0.8076371904888311,0.8333333333333334,0.8333333333333334,0.16666666666666666,1.1666666666666667,0.19964194125901197,1.0,0.0,0.0,12.0,1.9417107269222276,0.28829353523587653,0.1712288875946418,0.1770529994175888,0.0017472335468841002,0.28829353523587653,0.0017472335468841002,,0.10716365754222482,0.0017472335468841002,,0.0681421083284799,3.0,0.7747767020869916,0.727007299270073,0.727007299270073,,0.145985401459854,,,1.75,1.5,124.5,0.21875,15.5625,0.14285714285714285
0_47,0,47,5a84505324da5eaa2a65d4053cbbba6a35d23ed1430a522443af12cc1a10a86420c5f17b5632965a2774ee41bcdf47cbc526eed44d0e224ca9bc13839445afa4,pk_1488,10900.0,180.0,2.0,0.0,0.0,1.0,pc,1.0,F,20.0,2021-03-14,19.0,2021-04-14,2021-03-14,2021-04-14,20,1,8.0,5.0,2.0,26.0,3.25,1.0,6.363961030678928,19.0,3.625,7.0,0.125,103.375,0.027876403539437804,0.0,0.875,0.875,1.0,1.0,0.0,30.375,17.0,11.0,4.0,31.0,0.06451612903225806,0.12903225806451613,0.5483870967741935,0.3548387096774194,7.0,0.5,13.0,8.48528137423857,19.0,3.0,,3.0,0.04460224566310049,0.0,0.0,0.8,1.6,0.6627218934911242,0.0,0.0,1.0,7.0,1.3877360260473508,0.4098360655737705,0.3770491803278688,0.4098360655737705,0.03278688524590164,0.06557377049180328,,,0.04918032786885246,,0.01639344262295082,0.04918032786885246,4.0,0.8577790885148956,0.7241379310344828,0.13793103448275862,,0.10344827586206896,0.034482758620689655,,4.0,2.5,13.0,0.25806451612903225,0.8387096774193549,0.375
0_48,0,48,7bf0926a882e1db98bc86be4686110fbefe287837f01a6818d63e1117b702a9b92cc818fc7459ee428083932dffba738584f0493e2b90fb53da73f7bd602e9d0,pk_1487,7900.0,134.0,1.0,0.0,1.0,1.0,pc,0.0,F,40.0,2021-03-12,23.0,2021-04-12,2021-03-12,2021-04-12,40,1,4.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,1.75,3.0,0.75,98.5,0.01018325909439786,0.0,1.0,1.0,1.0,1.0,0.0,48.5,1.0,27.0,4.0,31.0,0.06451612903225806,0.12903225806451613,0.03225806451612903,0.8709677419354839,3.0,0.5,2.0,1.4142135623730951,3.0,3.0,,3.0,0.01018325909439786,0.0,0.0,1.0,1.0,0.25,1.0,0.0,0.0,6.0,1.6326309271543518,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.25,,,0.16666666666666666,,,0.08333333333333333,9.0,2.0947290475276485,0.25,0.16666666666666666,0.08333333333333333,0.25,,,2.0,2.0,2.0,0.12903225806451613,0.12903225806451613,0.0
0_53,0,53,6f04fdc9f867f7f38f33a97dee3c0c119f9f17d10399741e01f83d407de6e326d166e753dc36b21c164bd0e2387ae7f51ff544055ad1df498d5f15bfb3f2595f,pk_1488,10900.0,134.0,2.0,0.0,0.0,1.0,smarttv,0.0,N,40.0,2021-03-13,18.0,2021-04-13,2021-03-13,2021-04-13,40,1,8.0,7.0,3.0,85.0,10.625,1.0,26.032603184688018,75.0,2.125,4.0,0.5,96.25,0.14077819380516332,0.125,0.875,0.875,0.625,0.625,0.125,675.25,13.0,10.0,9.0,31.0,0.0967741935483871,0.2903225806451613,0.41935483870967744,0.3225806451612903,4.0,0.6666666666666666,28.333333333333332,45.62163229580167,81.0,4.0,2.8284271247461903,6.0,0.16088936434875806,0.14285714285714285,0.14285714285714285,0.8571428571428571,1.1428571428571428,0.8646366782006921,0.03529411764705882,0.0,0.9647058823529412,9.0,1.5351316982400594,0.24629080118694363,0.2403560830860534,0.24629080118694363,0.005934718100890208,0.005934718100890208,0.2344213649851632,,0.008902077151335312,,0.002967359050445104,0.008902077151335312,9.0,0.5731058392726002,0.8876404494382022,0.011235955056179775,0.033707865168539325,0.011235955056179775,0.011235955056179775,0.011235955056179775,2.6666666666666665,2.3333333333333335,28.333333333333332,0.25806451612903225,2.7419354838709675,0.125
0_54,0,54,ca643fd0f8eab6bd9371252ee10590bff135dc2e92b35373cf1bbb8b31aed4cccc9d02be59c15436ddb6ae08737b97d47b3b2623393c72bb7cdd1b11bc280eb9,pk_1487,3950.0,180.0,1.0,0.0,0.0,1.0,mobile,1.0,M,25.0,2021-03-03,11.0,2021-04-03,2021-03-03,2021-04-03,20,1,9.0,7.0,2.0,59.0,6.555555555555555,2.0,14.449144534462162,45.0,3.0,6.0,1.0,93.77777777777777,0.0670309550227542,0.0,0.8888888888888888,0.8888888888888888,1.0,1.0,0.0,10.333333333333334,3.0,20.0,9.0,31.0,0.06451612903225806,0.2903225806451613,0.0967741935483871,0.6451612903225806,6.0,1.0,29.5,36.062445840513924,55.0,8.0,,8.0,0.08618265645782684,0.14285714285714285,0.0,0.8571428571428571,1.2857142857142858,0.7506463659867855,1.0,0.0,0.0,12.0,1.3776718820276748,0.6707317073170732,0.6707317073170732,0.04878048780487805,0.024390243902439025,0.06097560975609756,0.024390243902439025,,0.036585365853658534,0.012195121951219513,,0.024390243902439025,4.0,0.49662788315472034,0.864406779661017,0.1016949152542373,0.01694915254237288,0.01694915254237288,,,4.5,3.5,29.5,0.2903225806451613,1.903225806451613,0.2222222222222222
0_56,0,56,cdee73dd3d6090b16c2d889b372d43e830da09723d539d2ec3750ab26914ee970ff4617020094e2f963ff45ccd545ad8ed584a6d7369992d00ab83e2af1c8930,pk_1487,7900.0,131.0,1.0,0.0,0.0,1.0,android,0.0,N,40.0,2021-03-05,15.0,2021-04-05,2021-03-05,2021-04-05,40,1,7.0,4.0,5.0,390.0,55.714285714285715,48.0,42.01473664368367,122.0,1.2857142857142858,2.0,0.14285714285714285,101.85714285714286,0.6359510125889436,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.0,589.2857142857143,14.0,10.0,8.0,31.0,0.16129032258064516,0.25806451612903225,0.45161290322580644,0.3225806451612903,2.0,0.4,78.0,38.21648858804273,122.0,1.75,0.5,2.0,1.1129142720306513,1.0,0.75,0.0,1.75,0.25687047994740303,0.13333333333333333,0.0,0.7974358974358975,9.0,2.1303750852116154,0.17709251101321585,0.07753303964757709,,0.06960352422907488,,0.10748898678414097,,,0.17709251101321585,0.07753303964757709,,6.0,1.736954365721922,0.2889908256880734,0.18654434250764526,,0.2889908256880734,0.1345565749235474,,1.4,0.8,78.0,0.22580645161290322,12.580645161290322,0.42857142857142855
0_60,0,60,3dd73e75162d61596bdd6280a93e6b6da6a0292539ba896918cb27e501896701602bdfcea8f65091ec27b24b87702b0665eb95c6c0bb39f5042218bccad4e99e,pk_1507,16.49,140.0,4.0,0.0,0.0,1.0,ios,0.0,N,40.0,2021-03-15,12.0,2021-04-16,2021-03-15,2021-04-16,40,1,8.0,5.0,4.0,485.0,60.625,52.5,46.3555744837046,124.0,1.875,4.0,0.0,91.25,0.9251041111034507,0.625,0.25,0.25,0.0,0.0,0.25,1587.375,0.0,23.0,10.0,32.0,0.125,0.3125,0.0,0.71875,4.0,0.5,121.25,70.83019600895275,222.0,3.0,2.6457513110645907,6.0,1.0801665777655212,0.8,0.8,0.0,1.6,0.21374853863322352,1.0,0.0,0.0,9.0,2.1130721407078688,0.1767328739359546,0.08512363194162952,0.1767328739359546,0.1767328739359546,0.07053100932306446,0.12606404539927038,,0.07053100932306446,0.12606404539927038,,0.04215646534252128,3.0,0.7341975498668658,0.7359635811836115,0.7359635811836115,,,0.07435508345978756,,2.0,1.25,121.25,0.25,15.15625,0.375
0_61,0,61,240a14472d038c26fa1db9dea2452f26130bfbf30affd597c7c7a748cb31891d7b71ed33c7bf869879879d37fc2c20afab0a04a857411ccdc008a3a71018c63e,pk_1508,9.99,140.0,1.0,0.0,1.0,1.0,ios,0.0,N,40.0,2021-03-04,0.0,2021-04-05,2021-03-04,2021-04-05,40,1,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,100.0,0.010025062656641603,0.0,1.0,1.0,1.0,1.0,0.0,8.5,2.0,23.0,8.0,32.0,0.0625,0.25,0.0625,0.71875,1.0,0.0,1.0,0.0,1.0,7.0,,7.0,0.010025062656641603,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,5.0,1.5607104090414063,0.3333333333333333,,0.16666666666666666,0.16666666666666666,0.3333333333333333,,,0.16666666666666666,,,,2.0,0.6931471805599453,0.5,0.5,0.5,,,,1.0,1.0,1.0,0.0625,0.0625,0.0
0_64,0,64,88164fc033b329711d0e41c0408f85cc1257eadaf7c19a81d97a0056a92b5ac075dfa9ef30fd62a822f0819a01d2f6a6383e09ac2f455d5635ea2cfcf3e13283,pk_1487,7900.0,134.0,1.0,0.0,0.0,1.0,android,0.0,N,40.0,2021-03-02,10.0,2021-04-02,2021-03-02,2021-04-02,40,1,4.0,2.0,2.0,143.0,35.75,21.5,46.385162857678246,99.0,1.75,3.0,0.0,110.5,0.34064000662361316,0.25,0.5,0.5,0.5,1.0,0.0,134.25,13.0,17.0,2.0,31.0,0.06451612903225806,0.06451612903225806,0.41935483870967744,0.5483870967741935,3.0,0.5,71.5,41.71930009000631,101.0,1.0,,1.0,0.6812800132472264,0.5,0.5,0.0,2.0,0.5794415374834955,1.0,0.0,0.0,7.0,1.8716256921235053,0.1890359168241966,0.1890359168241966,0.1890359168241966,0.08128544423440454,0.1890359168241966,,0.08128544423440454,0.1890359168241966,,0.08128544423440454,,3.0,1.0107992083989243,0.5376344086021505,0.5376344086021505,,,0.23118279569892472,,2.0,1.0,71.5,0.12903225806451613,4.612903225806452,0.5
