age_band,feature,group_abs_smd,churn_abs_smd,priority_score_sum,priority_score_product
30,vh_event_per_tenure_day,0.02859334979014721,0.09723620023515205,0.12582955002529925,0.0027803086855884966
30,vh_last_14d_watch_ratio,0.06413142151469826,0.050619753708616926,0.11475117522331518,0.003246316762057523
30,country_share__일본,0.07505857267036023,0.03470119383348262,0.10975976650384285,0.0026046220790987115
30,vh_first_watch_lag_ratio,0.055194856019417274,0.04308349977591932,0.09827835579533659,0.0023779875669444634
30,vh_first_half_watch_ratio,0.07651796782760421,0.012360271260955371,0.08887823908855959,0.0009457828386862441
30,country_share__미국,0.053028848468233795,0.03408070917802915,0.08710955764626294,0.0018072607626916524
30,vh_first_watch_lag,0.05107514539583903,0.03500259908947173,0.08607774448531076,0.0017877628377270314
30,vh_avg_daily_watch_min,0.021030308533996834,0.06293420200759958,0.08396451054159641,0.0013235256855607023
30,vh_watch_min_per_active_day,0.021030308533996834,0.06293420200759958,0.08396451054159641,0.0013235256855607023
30,country_share__영국,0.036041131281440916,0.04394190493570602,0.07998303621714695,0.0015837159645443774
30,vh_low_completion_event_ratio,0.024421702605893405,0.055324326936452235,0.07974602954234564,0.0013511142593132543
30,vh_sampled_title_ratio_10,0.021508927381966494,0.057942974795408324,0.07945190217737481,0.0012462912371695525
30,genre_share__로맨스,0.02245212109630221,0.0563622924573334,0.07881441355363561,0.0012654530155172502
30,vh_std_daily_watch_min,0.033156977836956716,0.045318951535168524,0.07847592937212525,0.0015026394716456982
30,vh_total_watch_min,0.0348856231291153,0.04312336139099257,0.07800898452010788,0.001504385333546808
30,vh_multi_event_day_ratio,0.056790236043942316,0.020696501312338727,0.07748673735628105,0.0011753591948114783
30,country_share__대한민국,0.04106040393444407,0.03618553346518133,0.0772459373996254,0.0014857926206636892
30,vh_recent_release_365d_ratio,0.0658650652856203,0.009047248628971287,0.07491231391459159,0.0005958976216024327
30,vh_mean_gap_days,0.00252873477284139,0.07103188139979595,0.07356061617263734,0.00017962078847600957
30,genre_share__드라마,0.07088271624260589,0.0004916095750149785,0.07137432581762088,3.4846622007934794e-05
30,vh_max_daily_watch_min,0.02778594256291667,0.042027238194283396,0.06981318075720007,0.0011677664265443762
30,vh_median_watch_min,0.025693106016041672,0.04385271253770757,0.06954581855374924,0.0011267123923223204
30,vh_max_daily_events,0.02554278561530944,0.04256364252061344,0.06810642813592288,0.0010871939959106983
30,vh_max_watch_seq,0.025625634459340255,0.04239308878498046,0.0680187232443207,0.001086349796806266
30,vh_recent_release_180d_ratio,0.06552230414467705,0.0012301647073391687,0.06675246885201622,8.060322610232465e-05
30,vh_avg_watch_min,0.03980099340658085,0.026935514384697982,0.06673650779127883,0.001072060230428228
30,vh_completed_title_ratio_50,0.023348703314721497,0.038472911513714306,0.0618216148284358,0.0008982925965872481
30,vh_watch_span_days,0.01568525061123554,0.0448384053497952,0.06052365596103074,0.000703301624919702
30,vh_mean_content_age_days,0.04685503335479796,0.01316783944499743,0.06002287279979539,0.0006169795564059788
30,vh_rewatch_event_ratio,0.04554098402290256,0.013919301957827793,0.05946028598073035,0.0006338987080713918
30,vh_max_gap_days,0.008420009971065723,0.04878856957974146,0.05720857955080719,0.00041080024233545694
30,vh_avg_events_per_title,0.049488049993153184,0.006498559333015878,0.055986609326169064,0.000321601029155762
30,vh_short_sample_ratio,0.006581675770639155,0.047414308639128586,0.053995984409767744,0.00031206560635175937
30,vh_completed_title_ratio_80,0.030663528509597734,0.02196917825469341,0.052632706764291146,0.000673652523745226
30,vh_high_completion_event_ratio,0.04585545158300555,0.004319379013610099,0.05017483059661565,0.0001980670752272482
30,vh_std_watch_min,0.013258684766288942,0.036781449006919806,0.05004013377320875,0.00048767363763008116
30,vh_mean_event_completion,0.020388605821580422,0.02944060860865786,0.049829214430238286,0.0006002529640693524
30,vh_country_watch_entropy,0.029729875457672528,0.019920377955822095,0.04965025341349462,0.0005922303556963562
30,vh_max_watch_min,0.03618978535235378,0.0131429476608572,0.04933273301321098,0.00047564045474364226
30,genre_share__스릴러,0.012468766200075976,0.036210683526538966,0.04867944972661494,0.000451502546837357
30,vh_genre_unique_count,0.02215178877286542,0.02614865360436552,0.04830044237723094,0.000579239451338731
30,genre_share__판타지,0.007911777272394288,0.037891034794551026,0.045802812066945316,0.00029978542791502997
30,genre_share__유럽에서 제작,0.0357553368311285,0.009793300516996981,0.045548637348125476,0.0003501627586736919
30,vh_title_count,0.029721633140209532,0.01225824081564747,0.041979873955857006,0.00036433493646701695
30,vh_watch_span_ratio,0.011746925355868394,0.02914687207252236,0.040893797428390756,0.0003423861305929653
30,vh_titles_per_active_day,0.020038411341881446,0.019373655237267615,0.03941206657914906,0.00038821727284016425
30,vh_weekend_ratio,0.0022745393366522112,0.037069246506668034,0.039343785843320246,8.431545935947401e-05
30,vh_top_country_share,0.03623158929641474,0.002196071052548346,0.03842766034896309,7.95671444416769e-05
30,vh_mean_title_completion,0.004464035564478969,0.031500069794802944,0.03596410535928191,0.00014061743184757007
30,vh_top_genre_share,0.00942597435722383,0.026190387046342387,0.03561636140356622,0.00024686991670459053
30,vh_avg_watch_seq,0.016932485611164446,0.018298047152360882,0.03523053276352533,0.0003098314201197592
30,vh_event_count,0.027324810126704128,0.006311208749544954,0.033636018876249084,0.00017245258075130967
30,vh_old_catalog_5y_ratio,0.014177594063419965,0.018288600059458877,0.03246619412287884,0.0002592883476312462
30,vh_genre_watch_entropy,0.016941621260597683,0.014088694558403381,0.031030315819001064,0.0002386853272647136
30,country_share__프랑스,0.005718581552094043,0.024742624169023363,0.030461205721117407,0.00014149271412337318
30,vh_std_gap_days,0.005974019656408677,0.020574927970007782,0.02654894762641646,0.00012291502412201916
30,vh_active_day_count,0.016455869693245792,0.0066217017102667385,0.02307757140351253,0.00010896586049169225
30,vh_events_per_active_day,0.0019093435306759294,0.01844123297023858,0.020350576500914506,3.5210648869412685e-05
30,vh_title_watch_hhi,0.013497963982007937,0.005324599852078783,0.01882256383408672,7.18712570219642e-05
30,vh_mean_runtime_min,0.0016150663227208475,0.01211458572397893,0.013729652046699778,1.9565859416513127e-05
30,vh_country_unique_count,0.010747848418125401,0.001225097563157071,0.011972945981282472,1.3167162906227009e-05
30,genre_share__코미디,0.0010453545324388127,0.0013996416490811106,0.0024449961815199233,1.4631217416570731e-06
50,country_share__프랑스,0.1163798466906375,0.34094360357123465,0.45732345026187216,0.039678964313773775
50,vh_recent_release_365d_ratio,0.1456817734341767,0.1402985553863042,0.2859803288204809,0.02043894235892986
50,vh_short_sample_ratio,0.1031859516875848,0.17334336956254384,0.27652932125012863,0.017886600557043806
50,vh_recent_release_180d_ratio,0.13864370107523233,0.12065876704709523,0.25930246812232755,0.016728578030583564
50,vh_low_completion_event_ratio,0.07319972195279026,0.17118840328844379,0.24438812524123404,0.012530943522256211
50,vh_last_7d_watch_ratio,0.044872688143679194,0.1976483157325544,0.2425210038762336,0.008869011233990356
50,vh_median_watch_min,0.14013011771699496,0.08694259188010081,0.22707270959709577,0.012183275634779177
50,vh_rewatch_event_ratio,0.05545857378189773,0.16997604114238482,0.22543461492428254,0.009426628818849833
50,country_share__일본,0.09055145265687352,0.13198442599248658,0.22253587864936009,0.011951381501703275
50,vh_avg_watch_min,0.13260170986772996,0.08959683210424017,0.22219854197197014,0.011880693135754168
50,vh_avg_daily_watch_min,0.1525873030909744,0.06855070559759972,0.22113800868857414,0.010459967292121104
50,vh_watch_min_per_active_day,0.1525873030909744,0.06855070559759972,0.22113800868857414,0.010459967292121104
50,vh_active_day_ratio,0.05347631671611591,0.15227445746071586,0.20575077417683177,0.008143077114943961
50,vh_mean_event_completion,0.14048097594261322,0.06369969440280394,0.20418067034541715,0.008948595236952114
50,vh_last_watch_gap,0.08942260523664315,0.11308441346531539,0.20250701870195853,0.010112302863726231
50,country_share__영국,0.09261601298616429,0.10593411314249024,0.19855012612865452,0.009811195198482673
50,vh_high_completion_event_ratio,0.15885387576252846,0.03792299353694146,0.19677686929946991,0.006024214503860468
50,genre_share__드라마,0.11029777041870918,0.08370510625642336,0.19400287667513255,0.009232486592744641
50,vh_last_watch_gap_ratio,0.09116176009776317,0.08856173818959438,0.17972349828735756,0.008073443930680714
50,genre_share__SF,0.10334717311454604,0.07178891251265877,0.1751360856272048,0.007419181169150747
50,vh_max_watch_min,0.1532824423514939,0.014058141434888734,0.16734058378638264,0.0021548662540624803
50,vh_event_per_tenure_day,0.02002458604701009,0.14503685760684418,0.16506144365385428,0.0029043030351362012
50,vh_watch_min_per_tenure_day,0.10756260981163548,0.05528210234136981,0.16284471215300528,0.005946287203711661
50,vh_mean_title_completion,0.13216209916450128,0.026816183143167274,0.15897828230766856,0.0035440830557807008
50,genre_share__가족,0.01846616609630304,0.1346099832568092,0.15307614935311226,0.00248573030904081
50,vh_mean_content_age_days,0.08090684384036431,0.07103052551131575,0.15193736935168006,0.005746855635443037
50,genre_share__코미디,0.15052750819811517,0.0008357922843522795,0.15136330048246743,0.00012580972993475915
50,vh_sampled_title_ratio_10,0.05326761229744076,0.09596574347224843,0.14923335576968919,0.005111866017115385
50,vh_max_daily_watch_min,0.13122955532337174,0.017227741319380385,0.14845729664275212,0.0022607888325683655
50,genre_share__유럽에서 제작,0.012266318717191324,0.13254730753628907,0.1448136262534804,0.0016258675193456973
50,vh_std_gap_days,0.007999915184428236,0.13444446862609782,0.14244438381052607,0.0010755443460243057
50,vh_top_genre_share,0.06837807294238936,0.07079511948171782,0.1391731924241072,0.004840833843886071
50,vh_max_watch_seq,0.04407884421176607,0.09187045243365989,0.13594929664542596,0.0040495433604877595
50,vh_max_daily_events,0.04407884421176607,0.09187045243365989,0.13594929664542596,0.0040495433604877595
50,vh_genre_watch_entropy,0.07146550380381136,0.05858954560522142,0.13005504940903279,0.004187131394313531
50,vh_std_daily_watch_min,0.10134022427752967,0.025438587690960413,0.12677881196849008,0.0025779521819055337
50,vh_completed_title_ratio_80,0.1059602428653801,0.019418469509578734,0.12537871237495885,0.002057585745308941
50,vh_weekend_ratio,0.05466109952864498,0.07019403974847144,0.12485513927711642,0.003836883393008859
50,genre_share__스릴러,0.10992388500586035,0.014596683810164823,0.12452056881602518,0.0016045241926154615
50,vh_std_watch_min,0.11577441133547223,0.007845578328278886,0.12361998966375111,0.0009083172125428263
50,vh_events_per_active_day,0.05749707208592733,0.06591160042093236,0.12340867250685969,0.003789724040701186
50,vh_completed_title_ratio_50,0.07821436246396685,0.044159962007293184,0.12237432447126004,0.003453943274833434
50,vh_avg_events_per_title,0.03237073621548054,0.08874428640712145,0.12111502262260199,0.0028727178859159837
50,vh_watch_span_ratio,0.055797505872820306,0.06525776890938277,0.12105527478220307,0.0036412207439684356
50,vh_avg_watch_seq,0.048960589633927035,0.07177892213083853,0.12073951176476556,0.0035143383508135888
50,genre_share__로맨스,0.0074932964908285896,0.10649133202276591,0.1139846285135945,0.000797971124549854
50,vh_event_count,0.04471476492616015,0.06605181207423648,0.11076657700039663,0.002953491249846391
50,genre_share__액션,0.027603071318692378,0.07931955101964652,0.10692262233833891,0.0021894632237619617
50,vh_total_watch_min,0.08803784586022574,0.01472931211977947,0.10276715798000521,0.0012967369100282998
50,vh_mean_runtime_min,0.06292033051048466,0.036107067389579375,0.09902739790006404,0.002271868613916677
50,vh_max_gap_days,0.020195256359530053,0.07679004426534812,0.09698530062487817,0.0015507946297983659
50,vh_multi_event_day_ratio,0.028739640872403327,0.06585649066423288,0.09459613153663621,0.0018926918908068354
50,vh_mean_gap_days,0.04831684156205684,0.04237725689408062,0.09069409845613746,0.002047535207185874
50,vh_top_country_share,0.006783926312349567,0.07326122903653555,0.08004515534888512,0.0004969987793360216
50,vh_old_catalog_5y_ratio,0.005145815824077999,0.06591941185386475,0.07106522767794275,0.00033920915263153207
50,vh_country_watch_entropy,0.02333267675008056,0.045375372659727985,0.06870804940980854,0.0010587289026838763
50,vh_genre_unique_count,0.05511654563495392,0.01151988120502302,0.06663642683997693,0.0006349360581458992
50,vh_country_unique_count,0.02636071223897226,0.030345407396283854,0.05670611963525611,0.0007999265521478192
50,country_share__대한민국,0.014495991779102676,0.04217386247601949,0.056669854255122165,0.0006113519637453854
50,vh_titles_per_active_day,0.027356437982825166,0.02562894242821363,0.0529853804110388,0.0007011165741028228
50,genre_share__범죄,0.04465615750611819,0.007969103518086494,0.052625261024204686,0.00035586954188623107
50,vh_active_day_count,0.0027313611057985738,0.048876862951563876,0.05160822405736245,0.00013350036243934884
50,vh_watch_span_days,0.03278118287150798,0.014155384051174108,0.04693656692268209,0.00046403023319796597
50,vh_title_watch_hhi,0.0458253453439151,0.0008908992753053199,0.04671624461922042,4.0825766957509976e-05
50,vh_first_half_watch_ratio,0.022682039984234736,0.023315289538485,0.04599732952271973,0.0005288383295559266
50,country_share__미국,0.017405724678088357,0.028330194438247233,0.045735919116335594,0.0004931075644688414
50,vh_last_14d_watch_ratio,0.026269370847999355,0.01280058016606392,0.03906995101406328,0.0003362631874518783
50,vh_title_count,0.0018324026525726957,0.030863902415277256,0.03269630506784995,5.6555096654498874e-05
50,vh_first_watch_lag_ratio,0.017847845284525543,0.0074054831959294775,0.02525332848045502,0.00013217191833810306
50,genre_share__판타지,0.0021575087182129416,0.021093046885146006,0.02325055560335895,4.550843254837684e-05
50,vh_first_watch_lag,0.016472783171985857,0.001837068535099372,0.01830985170708523,3.0261631650769647e-05
