no,column_name,presentation_label_ko,presentation_label_en,window,feature_family,interpretation_group,value_type,modeling_role,source_stage,source_table,used_in_any_feature_set,used_in_primary_model,used_in_stage07r_true_shap,shap_rank,mean_abs_shap,example_values_or_range,missing_rate,unique_count,calculation_logic,plain_interpretation,caution,target_adjacent_or_redundancy_flag,final_use_recommendation,do_not_claim
24,w1_3_last_watch_rel_day,1~3주 마지막 시청 상대일,w1 3 last watch rel day,w1_3,usage,watch_timing_rel_day,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,13,0.0924686080166058,"min=0.0, median=16.0, max=20.0",0.06259140099444283,21,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 첫 시청 또는 마지막 시청이 구독 시작 후 더 늦게 발생했다는 뜻입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,use_with_caution,"Do not claim causality, independent effect, or guaranteed retention impact."
25,w1_3_week1_watch_time,1~3주 1주차 시청 시간,w1 3 week1 watch time,w1_3,usage,weekly_watch_time,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,38,0.0157627700382605,"min=0.0, median=26.0, max=4766.0",0.0,863,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
26,w1_3_week2_watch_time,1~3주 2주차 시청 시간,w1 3 week2 watch time,w1_3,usage,weekly_watch_time,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,28,0.0442396255948881,"min=0.0, median=23.0, max=2957.0",0.0,859,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
27,w1_3_week3_watch_time,1~3주 3주차 시청 시간,w1 3 week3 watch time,w1_3,usage,weekly_watch_time,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,1,0.6197008105835925,"min=0.0, median=26.0, max=2691.0",0.0,845,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
28,w1_3_week1_sessions,1~3주 1주차 세션 수,w1 3 week1 sessions,w1_3,usage,weekly_sessions,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,52,0.0072694340720925,"min=0, median=1.0, max=70",0.0,37,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
29,w1_3_week2_sessions,1~3주 2주차 세션 수,w1 3 week2 sessions,w1_3,usage,weekly_sessions,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,54,0.0064420320232905,"min=0, median=1.0, max=60",0.0,36,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
30,w1_3_week3_sessions,1~3주 3주차 세션 수,w1 3 week3 sessions,w1_3,usage,weekly_sessions,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,20,0.0752554623068768,"min=0, median=1.0, max=41",0.0,37,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
31,w1_3_week1_ratio,1~3주 1주차 시청 비중,w1 3 week1 ratio,w1_3,usage,weekly_ratio,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,3,0.2271942557578525,"min=0.0, median=0.205674, max=1.0",0.0,10087,해당 주차 시청 시간이 관측창 총 시청 시간에서 차지하는 비율입니다.,특정 주차에 시청이 몰린 정도입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
32,w1_3_week2_ratio,1~3주 2주차 시청 비중,w1 3 week2 ratio,w1_3,usage,weekly_ratio,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,19,0.0778312643183661,"min=0.0, median=0.181818, max=1.0",0.0,10324,해당 주차 시청 시간이 관측창 총 시청 시간에서 차지하는 비율입니다.,특정 주차에 시청이 몰린 정도입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
33,w1_3_week3_ratio,1~3주 3주차 시청 비중,w1 3 week3 ratio,w1_3,usage,weekly_ratio,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,11,0.1088529268431624,"min=0.0, median=0.190678, max=1.0",0.0,10129,해당 주차 시청 시간이 관측창 총 시청 시간에서 차지하는 비율입니다.,특정 주차에 시청이 몰린 정도입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
34,w1_3_w2_minus_w1_watch_time,1~3주 w2 minus w1 watch time,w1 3 w2 minus w1 watch time,w1_3,usage,week_to_week_delta,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,2,0.2647630997593521,"min=-3444.0, median=0.0, max=2957.0",0.0,1390,두 주차의 시청 시간 차이입니다.,주차 간 시청량 증가 또는 감소 흐름입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
35,w1_3_w3_minus_w1_watch_time,1~3주 w3 minus w1 watch time,w1 3 w3 minus w1 watch time,w1_3,usage,week_to_week_delta,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,12,0.102541538997512,"min=-4380.0, median=0.0, max=2691.0",0.0,1493,두 주차의 시청 시간 차이입니다.,주차 간 시청량 증가 또는 감소 흐름입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
36,w1_3_max_daily_watch_time,1~3주 일 최대 시청 시간,w1 3 max daily watch time,w1_3,usage,session_intensity,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,17,0.0832244467348795,"min=0.0, median=113.0, max=1248.0",0.0,643,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
37,w1_3_max_day_share,1~3주 최대 시청일 집중도,w1 3 max day share,w1_3,usage,session_intensity,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,24,0.0551020486274181,"min=0.0, median=0.53211, max=1.0",0.0,12202,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
38,w1_3_one_minute_watch_count,1~3주 1분 시청 횟수,w1 3 one minute watch count,w1_3,usage,short_watch_behavior,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,69,0.0025466494955258,"min=0, median=1.0, max=41",0.0,33,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
39,w1_3_short_watch_count_le5,1~3주 5분 이하 짧은 시청 횟수,w1 3 short watch count le5,w1_3,usage,short_watch_behavior,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,44,0.0112212321906517,"min=0, median=1.0, max=51",0.0,38,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
40,w1_3_short_watch_time_le5,1~3주 5분 이하 짧은 시청 시간,w1 3 short watch time le5,w1_3,usage,short_watch_behavior,numeric,feature,Stage 03,modeling_dataset_v2_w1_3.csv,Y,Y,Y,39,0.0146095798262026,"min=0.0, median=2.0, max=79.0",0.0,56,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
85,w1_4_has_watch_obs,1~4주 시청 관측 여부,w1 4 has watch obs,w1_4,usage,watch_presence,boolean,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=1.0, max=1",0.0,2,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
86,w1_4_no_watch_obs_flag,1~4주 무시청 여부,w1 4 no watch obs flag,w1_4,usage,watch_presence,boolean,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=0.0, max=1",0.0,2,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
87,w1_4_total_watch_time,1~4주 총 시청 시간,w1 4 total watch time,w1_4,usage,usage_volume,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=225.0, max=6474.0",0.0,1645,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
88,w1_4_total_sessions,1~4주 총 시청 세션 수,w1 4 total sessions,w1_4,usage,usage_volume,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=6.0, max=104",0.0,64,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
89,w1_4_unique_contents,1~4주 고유 콘텐츠 수,w1 4 unique contents,w1_4,usage,usage_volume,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=4.0, max=67",0.0,45,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
90,w1_4_unique_watch_days,1~4주 시청일 수,w1 4 unique watch days,w1_4,usage,usage_volume,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=3.0, max=21",0.0,22,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
91,w1_4_avg_watch_time_per_session,1~4주 세션당 평균 시청 시간,w1 4 avg watch time per session,w1_4,usage,session_intensity,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=41.5, max=200.0",0.0,5788,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
92,w1_4_sessions_per_active_day,1~4주 활성일당 세션 수,w1 4 sessions per active day,w1_4,usage,session_intensity,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=1.6, max=18.0",0.0,268,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
93,w1_4_active_span_days,1~4주 활동 기간,w1 4 active span days,w1_4,usage,other,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=12.0, max=28",0.0,29,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,예측 설명에는 사용할 수 있지만 인과효과로 해석하지 않습니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",N,use,"Do not claim causality, independent effect, or guaranteed retention impact."
94,w1_4_first_watch_rel_day,1~4주 첫 시청 상대일,w1 4 first watch rel day,w1_4,usage,watch_timing_rel_day,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=4.0, max=27.0",0.0076881293611331634,28,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 첫 시청 또는 마지막 시청이 구독 시작 후 더 늦게 발생했다는 뜻입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,use_with_caution,"Do not claim causality, independent effect, or guaranteed retention impact."
95,w1_4_last_watch_rel_day,1~4주 마지막 시청 상대일,w1 4 last watch rel day,w1_4,usage,watch_timing_rel_day,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=18.0, max=27.0",0.0076881293611331634,28,Stage 03/04/05 산출물에서 membership_row_id 단위로 집계 또는 보존된 변수입니다.,값이 클수록 첫 시청 또는 마지막 시청이 구독 시작 후 더 늦게 발생했다는 뜻입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,use_with_caution,"Do not claim causality, independent effect, or guaranteed retention impact."
96,w1_4_week1_watch_time,1~4주 1주차 시청 시간,w1 4 week1 watch time,w1_4,usage,weekly_watch_time,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=26.0, max=4766.0",0.0,863,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
97,w1_4_week2_watch_time,1~4주 2주차 시청 시간,w1 4 week2 watch time,w1_4,usage,weekly_watch_time,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=23.0, max=2957.0",0.0,859,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
98,w1_4_week3_watch_time,1~4주 3주차 시청 시간,w1 4 week3 watch time,w1_4,usage,weekly_watch_time,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=26.0, max=2691.0",0.0,845,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
99,w1_4_week1_sessions,1~4주 1주차 세션 수,w1 4 week1 sessions,w1_4,usage,weekly_sessions,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=1.0, max=70",0.0,37,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
100,w1_4_week2_sessions,1~4주 2주차 세션 수,w1 4 week2 sessions,w1_4,usage,weekly_sessions,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=1.0, max=60",0.0,36,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
101,w1_4_week3_sessions,1~4주 3주차 세션 수,w1 4 week3 sessions,w1_4,usage,weekly_sessions,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0, median=1.0, max=41",0.0,37,관측창 안의 주차별 시청 시간 또는 세션 수를 집계한 변수입니다.,값이 클수록 관측창 안의 시청 활동량 또는 집중도가 큽니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
102,w1_4_week1_ratio,1~4주 1주차 시청 비중,w1 4 week1 ratio,w1_4,usage,weekly_ratio,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.188612, max=1.0",0.0,10384,해당 주차 시청 시간이 관측창 총 시청 시간에서 차지하는 비율입니다.,특정 주차에 시청이 몰린 정도입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
103,w1_4_week2_ratio,1~4주 2주차 시청 비중,w1 4 week2 ratio,w1_4,usage,weekly_ratio,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.166667, max=1.0",0.0,10610,해당 주차 시청 시간이 관측창 총 시청 시간에서 차지하는 비율입니다.,특정 주차에 시청이 몰린 정도입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
104,w1_4_week3_ratio,1~4주 3주차 시청 비중,w1 4 week3 ratio,w1_4,usage,weekly_ratio,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=0.0, median=0.172043, max=1.0",0.0,10525,해당 주차 시청 시간이 관측창 총 시청 시간에서 차지하는 비율입니다.,특정 주차에 시청이 몰린 정도입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
105,w1_4_w2_minus_w1_watch_time,1~4주 w2 minus w1 watch time,w1 4 w2 minus w1 watch time,w1_4,usage,week_to_week_delta,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=-3444.0, median=0.0, max=2957.0",0.0,1390,두 주차의 시청 시간 차이입니다.,주차 간 시청량 증가 또는 감소 흐름입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
106,w1_4_w3_minus_w1_watch_time,1~4주 w3 minus w1 watch time,w1 4 w3 minus w1 watch time,w1_4,usage,week_to_week_delta,numeric,feature,Stage 03,modeling_dataset_v2_w1_4.csv,Y,N,N,,,"min=-4380.0, median=0.0, max=2691.0",0.0,1493,두 주차의 시청 시간 차이입니다.,주차 간 시청량 증가 또는 감소 흐름입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,Y,group_for_interpretation,"Do not claim causality, independent effect, or guaranteed retention impact."
