dataset_scope,model_name,fold,train_auc,valid_auc,train_valid_gap,valid_average_precision,valid_brier_score,train_row_count,valid_row_count,feature_count,warning
overall_without_promotion,GradientBoosting,2,0.8263233874287469,0.815915020205932,0.010408367222814907,0.9156164302848271,0.15054408198397914,18464,4615,22,
overall_without_promotion,GradientBoosting,3,0.8264421198019121,0.8170806134228162,0.00936150637909583,0.912108880912478,0.14863537701005847,18464,4615,22,
overall_without_promotion,GradientBoosting,4,0.8264490724014386,0.8159344228791678,0.01051464952227077,0.9126844854011533,0.14920789615236013,18461,4618,22,
overall_without_promotion,GradientBoosting,5,0.8287945804505906,0.8049411887869585,0.023853391663632095,0.9055757411669556,0.1528184560924168,18464,4615,22,
overall_without_promotion,ExtraTrees,1,0.7873041324995034,0.778361150936546,0.008942981562957364,0.8921163017968315,0.16562632478082626,18463,4616,22,
overall_without_promotion,ExtraTrees,2,0.7848414734371383,0.7867360471601448,-0.0018945737230064985,0.9000236221722998,0.1663545070417161,18464,4615,22,
overall_without_promotion,ExtraTrees,3,0.7848266653479485,0.7865809821509635,-0.0017543168030149658,0.8965513257354263,0.16506109941990124,18464,4615,22,
overall_without_promotion,ExtraTrees,4,0.7863829923666067,0.7880976919975438,-0.0017146996309370666,0.8984060809389885,0.16436849000738077,18461,4618,22,
overall_without_promotion,ExtraTrees,5,0.7891276882360604,0.7786447572972042,0.010482930938856216,0.891716007913347,0.16493139001063015,18464,4615,22,
overall_without_promotion,LightGBM,1,0.8954998024233274,0.8110331736611245,0.0844666287622029,0.906953015824015,0.15084630499218807,18463,4616,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
overall_without_promotion,LightGBM,2,0.8946338841373433,0.8177342257542713,0.076899658383072,0.9153042593409233,0.1499423983244182,18464,4615,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
overall_without_promotion,LightGBM,3,0.893892307762645,0.8154964952296955,0.07839581253294958,0.9112279445941026,0.14859134526115253,18464,4615,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
overall_without_promotion,LightGBM,4,0.8936689053283216,0.8171070116741017,0.07656189365421984,0.9110315633092422,0.147906183836357,18461,4618,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
overall_without_promotion,LightGBM,5,0.8969186558311868,0.8069351464628964,0.08998350936829036,0.9059220196886689,0.15233563721153576,18464,4615,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
overall_without_promotion,XGBoost,1,0.8487886545990799,0.8099277862985685,0.038860868300511386,0.9076259280621918,0.15103131532669067,18463,4616,22,
overall_without_promotion,XGBoost,2,0.8464293580792444,0.8198564971196588,0.026572860959585554,0.9172265991457856,0.14919579029083252,18464,4615,22,
overall_without_promotion,XGBoost,3,0.8466068236600943,0.8202747904827372,0.026332033177357106,0.914384186936412,0.14725856482982635,18464,4615,22,
overall_without_promotion,XGBoost,4,0.8463157615907844,0.8186017618424071,0.027713999748377294,0.9134688270317114,0.14793947339057922,18461,4618,22,
overall_without_promotion,XGBoost,5,0.8501259259070638,0.8089376738256748,0.04118825208138899,0.9066218904926816,0.15155918896198273,18464,4615,22,
overall_with_promotion,LogisticRegression,1,0.7938199015198574,0.7916978092306097,0.0021220922892476457,0.8986433532708968,0.15771450516201355,18463,4616,23,
overall_with_promotion,LogisticRegression,2,0.7928641590536064,0.7933733854246767,-0.0005092263710703149,0.9057907274498802,0.15891379101900546,18464,4615,23,
overall_with_promotion,LogisticRegression,3,0.7922836414467234,0.7967917640213973,-0.004508122574673923,0.9024095068745853,0.15677119841687034,18464,4615,23,
overall_with_promotion,LogisticRegression,4,0.794297969832348,0.7905960320630905,0.003701937769257535,0.8958863661622989,0.1581276601302378,18461,4618,23,
overall_with_promotion,LogisticRegression,5,0.7944394952326779,0.7895767825411855,0.00486271269149241,0.8979104180422813,0.15839393889333875,18464,4615,23,
overall_with_promotion,HistGradientBoosting,1,0.8575218112058312,0.8195387983091788,0.0379830128966524,0.9127782372066193,0.14810809269374187,18463,4616,23,
overall_with_promotion,HistGradientBoosting,2,0.8660713371124368,0.8227550199835834,0.04331631712885342,0.9196889298661224,0.14869820113855442,18464,4615,23,
overall_with_promotion,HistGradientBoosting,3,0.857014826955578,0.8286864013429858,0.02832842561259219,0.9185673033413511,0.14482876187907714,18464,4615,23,
overall_with_promotion,HistGradientBoosting,4,0.8543893531417112,0.8230002413609429,0.03138911178076831,0.9156257307114756,0.14652895511269348,18461,4618,23,
overall_with_promotion,HistGradientBoosting,5,0.8676905911759588,0.813065136105156,0.05462545507080285,0.9099311602565558,0.15020784898965178,18464,4615,23,
overall_with_promotion,RandomForest,1,0.8241174124878586,0.8066123188405796,0.017505093647279035,0.9076715355209372,0.15299536010896037,18463,4616,23,
overall_with_promotion,RandomForest,2,0.8225534736232557,0.8166565297307914,0.0058969438924643125,0.9183938098713682,0.15211115937000272,18464,4615,23,
overall_with_promotion,RandomForest,3,0.8222776105684646,0.8173569279201324,0.004920682648332231,0.9142103904418057,0.15056068278150359,18464,4615,23,
overall_with_promotion,RandomForest,4,0.8223904595900293,0.8116637906799535,0.010726668910075787,0.910009830163104,0.1512529042488504,18461,4618,23,
overall_with_promotion,RandomForest,5,0.8244114511568599,0.8038028101161214,0.02060864104073845,0.9057268827845057,0.1536487027560652,18464,4615,23,
overall_with_promotion,GradientBoosting,1,0.8355599884304425,0.8173850989893602,0.018174889441082365,0.9125197142519941,0.14916164227076034,18463,4616,23,
overall_with_promotion,GradientBoosting,2,0.8343152343133071,0.8228586668717215,0.01145656744158563,0.9202446211240757,0.14880442416035056,18464,4615,23,
overall_with_promotion,GradientBoosting,3,0.8333908536328822,0.8259017163461448,0.007489137286737391,0.9173447260007335,0.14609426746507542,18464,4615,23,
overall_with_promotion,GradientBoosting,4,0.8334680134533927,0.8224953253656481,0.010972688087744653,0.9164329153956519,0.14700856853112082,18461,4618,23,
overall_with_promotion,GradientBoosting,5,0.8364976442767972,0.8130973303340974,0.023400313942699813,0.9106078035463525,0.15031640540251698,18464,4615,23,
overall_with_promotion,ExtraTrees,1,0.7944078856460077,0.7877542807711686,0.006653604874839125,0.8984217554981125,0.16480170135340208,18463,4616,23,
overall_with_promotion,ExtraTrees,2,0.7926834019824871,0.7906151043278308,0.002068297654656326,0.9041050691459528,0.16571225501415746,18464,4615,23,
overall_with_promotion,ExtraTrees,3,0.7929828335544153,0.7954182979953417,-0.0024354644409263493,0.902591619383037,0.16408370904529773,18464,4615,23,
overall_with_promotion,ExtraTrees,4,0.7929404500946067,0.7920836153834773,0.0008568347111294061,0.9009627917124352,0.16386710635419477,18461,4618,23,
overall_with_promotion,ExtraTrees,5,0.7943016577478612,0.7841861020987858,0.010115555649075403,0.8960047520807071,0.16429597832291679,18464,4615,23,
overall_with_promotion,LightGBM,1,0.9016052543964247,0.8228925861711271,0.07871266822529754,0.9153661274817341,0.14720294594784444,18463,4616,23,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
overall_with_promotion,LightGBM,2,0.9003050639990133,0.8224717570915316,0.07783330690748169,0.9193219994490287,0.14866828309629176,18464,4615,23,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
overall_with_promotion,LightGBM,3,0.9007497913556871,0.8272384716866811,0.07351131966900604,0.9184853589037967,0.14475570018461698,18464,4615,23,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
overall_with_promotion,LightGBM,4,0.901059390972864,0.8264656435182102,0.07459374745465386,0.9180969359603034,0.14523572185486852,18461,4618,23,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
overall_with_promotion,LightGBM,5,0.902372633505305,0.8163549693992695,0.08601766410603551,0.9120498124445608,0.14942470409505554,18464,4615,23,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
overall_with_promotion,XGBoost,1,0.8552950548244519,0.8211539280845264,0.03414112673992553,0.914859253325325,0.14779691398143768,18463,4616,23,
overall_with_promotion,XGBoost,2,0.8542237951221359,0.8263592681394791,0.027864526982656734,0.9222030138434678,0.14757733047008514,18464,4615,23,
overall_with_promotion,XGBoost,3,0.854632142468778,0.8291151172981677,0.025517025170610386,0.918688524370599,0.14441266655921936,18464,4615,23,
overall_with_promotion,XGBoost,4,0.8534977387577671,0.826034476699884,0.027463262057883187,0.9179079878611964,0.1456061750650406,18461,4618,23,
overall_with_promotion,XGBoost,5,0.8571360840102905,0.8157772103770107,0.041358873633279836,0.9109809523394974,0.149534672498703,18464,4615,23,
promotion_only,LogisticRegression,1,0.7717536312116006,0.7738596000379476,-0.00210596882634706,0.8757660274011458,0.17463348894153255,9523,2381,22,
promotion_only,LogisticRegression,2,0.7760521213662812,0.7609513800506511,0.015100741315630106,0.8548099326541216,0.17893110033580653,9522,2382,22,
promotion_only,LogisticRegression,3,0.772833965503895,0.7757840656700028,-0.0029501001661077497,0.8712520342321783,0.17455922706285576,9524,2380,22,
promotion_only,LogisticRegression,4,0.7712845036072506,0.7797127718458162,-0.008428268238565573,0.8737598253184987,0.17291235334393829,9523,2381,22,
promotion_only,LogisticRegression,5,0.7746283379962824,0.765094657831882,0.009533680164400371,0.8646588565182796,0.17726089089724248,9524,2380,22,
promotion_only,HistGradientBoosting,1,0.8938235085596885,0.7979816982870485,0.09584181027264005,0.8898549894570222,0.16622013635473673,9523,2381,22,
promotion_only,HistGradientBoosting,2,0.9005565631041489,0.7862150809261187,0.1143414821780302,0.8713182830884066,0.17037007309481528,9522,2382,22,
promotion_only,HistGradientBoosting,3,0.8940554185545495,0.8011062532854725,0.09294916526907704,0.8891256864716833,0.1651798559167572,9524,2380,22,
promotion_only,HistGradientBoosting,4,0.8978326030150026,0.7980694039504933,0.09976319906450926,0.8863320916164061,0.16556857613168072,9523,2381,22,
promotion_only,HistGradientBoosting,5,0.894564757354072,0.8014133669722776,0.09315139038179443,0.8892061113744483,0.1650805741835106,9524,2380,22,
promotion_only,RandomForest,1,0.8132903073664056,0.7970953145878255,0.016194992778580164,0.888547035200191,0.1680068575188496,9523,2381,22,
promotion_only,RandomForest,2,0.8167902504096451,0.7850813760654094,0.03170887434423575,0.8689280182110941,0.17046765597990543,9522,2382,22,
promotion_only,RandomForest,3,0.8136560402364081,0.796258445626387,0.017397594610021105,0.8883912628506625,0.1669745437763391,9524,2380,22,
promotion_only,RandomForest,4,0.8121569170401209,0.8019853835608504,0.010171533479270578,0.8903831966055209,0.165028513984966,9523,2381,22,
promotion_only,RandomForest,5,0.813510697974608,0.787902779801499,0.025607918173108923,0.8824998140998888,0.16958759119092207,9524,2380,22,
promotion_only,GradientBoosting,1,0.8232392765684214,0.8020510235420294,0.021188253026392045,0.8947298876478917,0.16585457788269814,9523,2381,22,
promotion_only,GradientBoosting,2,0.8278693623607907,0.7877380699859875,0.040131292374803174,0.8724831591447615,0.1690509044080284,9522,2382,22,
promotion_only,GradientBoosting,3,0.8273286680385757,0.8027488888763664,0.024579779162209325,0.8920222696127766,0.1645800146140652,9524,2380,22,
promotion_only,GradientBoosting,4,0.8240467980867642,0.8037874984714204,0.020259299615343784,0.8911109042731673,0.16371503300881898,9523,2381,22,
promotion_only,GradientBoosting,5,0.8250627814231327,0.7965627417564327,0.028500039666700006,0.8891125734981473,0.16631222121469955,9524,2380,22,
promotion_only,ExtraTrees,1,0.7768694071145449,0.7781540386133663,-0.0012846314988214091,0.8792620421415183,0.1799735336257117,9523,2381,22,
promotion_only,ExtraTrees,2,0.7774898205406847,0.7666994484939642,0.010790372046720509,0.8608204660771392,0.182415884122295,9522,2382,22,
promotion_only,ExtraTrees,3,0.7777119413383251,0.7741881210196979,0.003523820318627191,0.8757436149477171,0.17919479152863058,9524,2380,22,
promotion_only,ExtraTrees,4,0.7784433526452686,0.7745341050246826,0.003909247620586087,0.870029102237351,0.17959615700312076,9523,2381,22,
promotion_only,ExtraTrees,5,0.7778505229104442,0.7698249331232778,0.008025589787166387,0.8705734348495446,0.18142411106402123,9524,2380,22,
promotion_only,LightGBM,1,0.9203751610896828,0.798051644211613,0.12232351687806975,0.8917140493734987,0.16689493284210336,9523,2381,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
promotion_only,LightGBM,2,0.9241841936621548,0.7835519591962666,0.14063223446588813,0.8705014380477492,0.17172722554959935,9522,2382,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
promotion_only,LightGBM,3,0.9187995176536938,0.7991416112077578,0.11965790644593599,0.8877930508184197,0.1657927611601306,9524,2380,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
promotion_only,LightGBM,4,0.9203137085984112,0.800085922264486,0.12022778633392517,0.8869165259123695,0.16492734116456093,9523,2381,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
promotion_only,LightGBM,5,0.916525965572256,0.7993513179322997,0.11717464763995622,0.888925955398618,0.1661042209067189,9524,2380,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
promotion_only,XGBoost,1,0.8554967847429529,0.8044364207625232,0.05106036398042968,0.8961740712504129,0.16455039381980896,9523,2381,22,
promotion_only,XGBoost,2,0.8577843526169635,0.788477669790582,0.06930668282638153,0.8720365629036195,0.16925033926963806,9522,2382,22,
promotion_only,XGBoost,3,0.8572063422809009,0.803918979947851,0.05328736233304987,0.8924186726311758,0.1637459099292755,9524,2380,22,
promotion_only,XGBoost,4,0.8574083748866215,0.8059291189588924,0.05147925592772906,0.8916666872696943,0.1627051830291748,9523,2381,22,
promotion_only,XGBoost,5,0.8570312429314351,0.800584602776823,0.05644664015461209,0.8903939440870747,0.16498659551143646,9524,2380,22,
nonpromotion_only,LogisticRegression,1,0.8159394426860731,0.8048320621745386,0.011107380511534481,0.9268985962586436,0.14048238140214353,8941,2234,22,
nonpromotion_only,LogisticRegression,2,0.8168113983638063,0.8037228490481636,0.013088549315642739,0.9208659461980195,0.13918836494374856,8939,2236,22,
nonpromotion_only,LogisticRegression,3,0.812025823333546,0.8219277380229638,-0.009901914689417812,0.9307397703846301,0.13512365685036476,8941,2234,22,
nonpromotion_only,LogisticRegression,4,0.8155801426729837,0.8073181238298789,0.008262018843104846,0.9260002866976862,0.14035027768894154,8939,2236,22,
nonpromotion_only,LogisticRegression,5,0.8114195757959559,0.8228268701979611,-0.011407294402005164,0.9305027460634723,0.13560684900317455,8940,2235,22,
nonpromotion_only,HistGradientBoosting,1,0.9250797068478688,0.819333446128633,0.10574626071923576,0.931775035871554,0.1349259595154296,8941,2234,22,
nonpromotion_only,HistGradientBoosting,2,0.9263115662387582,0.8159191698284098,0.11039239641034837,0.9239967195706358,0.13443536595304237,8939,2236,22,
nonpromotion_only,HistGradientBoosting,3,0.9224020926966953,0.8382471168083795,0.08415497588831578,0.9359987740430783,0.1268801079676658,8941,2234,22,
nonpromotion_only,HistGradientBoosting,4,0.9271246889477488,0.8294243694462393,0.09770031950150948,0.9323323380175008,0.13260978336567095,8939,2236,22,
nonpromotion_only,HistGradientBoosting,5,0.9249504599789572,0.8395157511295014,0.08543470884945581,0.9369932553194299,0.12917814395455848,8940,2235,22,
nonpromotion_only,RandomForest,1,0.8534182710941709,0.8174137143602793,0.03600455673389158,0.9303277236139312,0.135476388973576,8941,2234,22,
nonpromotion_only,RandomForest,2,0.8516647253966478,0.8262455059065228,0.025419219490125045,0.9273404878540022,0.13168902376389438,8939,2236,22,
nonpromotion_only,RandomForest,3,0.8481075891195906,0.8425117743917071,0.005595814727883508,0.9414817142863026,0.12816556574399027,8941,2234,22,
nonpromotion_only,RandomForest,4,0.8502300508598928,0.8301058700730652,0.02012418078682754,0.9334499236478035,0.13174255736426854,8939,2236,22,
nonpromotion_only,RandomForest,5,0.8491671791972804,0.837390475937862,0.011776703259418375,0.938067582474923,0.13143231351572598,8940,2235,22,
nonpromotion_only,GradientBoosting,1,0.8634785930377337,0.8193185173389599,0.04416007569877378,0.9315586684116148,0.13506696998734918,8941,2234,22,
nonpromotion_only,GradientBoosting,2,0.8642802516880759,0.819977246494469,0.04430300519360686,0.9245113377044677,0.13321856704919216,8939,2236,22,
nonpromotion_only,GradientBoosting,3,0.8576840136282754,0.8464269877130531,0.011257025915222263,0.9418970533505124,0.12537256615306724,8941,2234,22,
nonpromotion_only,GradientBoosting,4,0.8610722511685617,0.835790380568948,0.02528187059961362,0.9337112830343226,0.12990810944953785,8939,2236,22,
nonpromotion_only,GradientBoosting,5,0.8598638036236881,0.8438386912813983,0.01602511234228976,0.9411839341017767,0.1290457194350389,8940,2235,22,
nonpromotion_only,ExtraTrees,1,0.8126193254539512,0.7947540233088171,0.017865302145134154,0.9214834895446031,0.1470842896878414,8941,2234,22,
nonpromotion_only,ExtraTrees,2,0.8114712132454028,0.8014745597030999,0.009996653542302947,0.9186111248503378,0.1435210508615776,8939,2236,22,
nonpromotion_only,ExtraTrees,3,0.8082237424606203,0.8136699056611076,-0.005446163200487297,0.9293500016946966,0.14426242323939792,8941,2234,22,
nonpromotion_only,ExtraTrees,4,0.8096321535109354,0.802811052018269,0.006821101492666459,0.9208368435894149,0.14522644904843582,8939,2236,22,
nonpromotion_only,ExtraTrees,5,0.8071121773405656,0.8139024826927669,-0.006790305352201265,0.9282977520544087,0.1422934196834255,8940,2235,22,
nonpromotion_only,LightGBM,1,0.9442681583954151,0.8205150321853647,0.12375312621005041,0.9325887589510314,0.1353834657279159,8941,2234,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
nonpromotion_only,LightGBM,2,0.9455915899485046,0.815038299893412,0.13055329005509253,0.9222332366157624,0.13511540114609386,8939,2236,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
nonpromotion_only,LightGBM,3,0.9439897265808559,0.8358386054077604,0.10815112117309544,0.9352600404391439,0.12815149519457175,8941,2234,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
nonpromotion_only,LightGBM,4,0.945762539153551,0.8273169088368652,0.11844563031668587,0.9312715261537677,0.13446417543208633,8939,2236,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
nonpromotion_only,LightGBM,5,0.9440723071558668,0.8381447662749882,0.10592754088087852,0.9346285397254667,0.12969341358464762,8940,2235,22,"X does not have valid feature names, but LGBMClassifier was fitted with feature names; X does not have valid feature names, but LGBMClassifier was fitted with feature names"
nonpromotion_only,XGBoost,1,0.88962141699037,0.8243168972888212,0.06530451970154882,0.9324987044895414,0.13281603157520294,8941,2234,22,
nonpromotion_only,XGBoost,2,0.8894786964613618,0.8211861645431902,0.06829253191817164,0.9255657894892696,0.13268868625164032,8939,2236,22,
nonpromotion_only,XGBoost,3,0.8851448909022449,0.84316311195597,0.04198177894627486,0.9389901878471776,0.12538538873195648,8941,2234,22,
nonpromotion_only,XGBoost,4,0.8895023923907742,0.8353966123785697,0.05410578001220456,0.9345735727442671,0.13038012385368347,8939,2236,22,
nonpromotion_only,XGBoost,5,0.8872062757508643,0.8414525918852727,0.04575368386559164,0.9390955441952116,0.12878374755382538,8940,2235,22,
