MovieCd,movieNm(api),movieNmEn,showTm,prdtYear,openDt,typeNm,nationNm,genreNm,directors,actors,watchGrade,wavve_title
20088397,미스터 노바디,Mr. Nobody,139.0,2009.0,20131024.0,장편,캐나다|벨기에|프랑스|독일,판타지|멜로/로맨스,자코 반 도마엘,자레드 레토|사라 폴리|다이앤 크루거,15세이상관람가,미스터노바디
20120363,바람의 검심,Rurouni Kenshin,134.0,2012.0,20130103.0,장편,일본,액션,오오토모 케이시,타케이 에미|킷카와 코지|아오이 유우|사토 타케루,청소년관람불가,바람의검심
20202725,우리가 이별 뒤에 알게 되는 것들,The Rest of Us,80.0,2019.0,20200930.0,장편,캐나다,드라마,아이스링 친-이,헤더 그레이엄|조디 발포어|소피 넬리스|애비게일 프니오브스키,12세이상관람가,우리가이별뒤에알게되는것들
20194459,블루스 인 인디아,Blues In India,106.0,2017.0,20190821.0,장편,미국,코미디|뮤지컬|멜로/로맨스,댄 바론,브리 라슨|우카쉬 엠부드카,전체관람가,블루스인인디아
20189383,새벽의 약속,Promise at Dawn,130.0,2017.0,20181122.0,장편,프랑스,드라마,에릭 바르비에,샤를로뜨 갱스부르|피에르 니네,15세이상관람가,새벽의약속
20197083,비블리아 고서당 사건수첩,The Antique: Secret of The Old Books,120.0,2018.0,20190620.0,장편,일본,미스터리|드라마,미시마 유키코,쿠로키 하루|노무라 슈헤이|히가시데 마사히로|카호,12세이상관람가,비블리아고서당사건수첩
20204791,다크 워터스,Dark Waters,127.0,2019.0,20200311.0,장편,미국,드라마,토드 헤인즈,마크 러팔로|앤 해서웨이|팀 로빈스|빌 캠프|빅터 가버,12세이상관람가,다크워터스
20030008,디 아워스,The Hours,114.0,2002.0,20030221.0,장편,미국,드라마,스티븐 달드리,니콜 키드먼|줄리안 무어|메릴 스트립,12세관람가,디아워스
20179187,공범자들,Criminal Conspiracy,105.0,2017.0,20170817.0,장편,한국,다큐멘터리,최승호,이명박|김재철|김장겸|고대영,15세이상관람가,공범자들
20162244,백엔의 사랑,100 Yen Love,113.0,2014.0,20160616.0,장편,일본,멜로/로맨스|드라마,타케 마사하루,안도 사쿠라|아라이 히로후미,청소년관람불가,백엔의사랑
20010271,왕의 춤,The King Is Dancing,113.0,2000.0,20011109.0,장편,프랑스,드라마|뮤지컬,제라르 꼬르비오,브누와 마지멜,15세관람가,왕의춤
20187291,정상회담 살인사건,The Confessions,107.0,2016.0,,장편,이탈리아,드라마|스릴러,로베르토 안도,토니 세르빌로|코니 닐슨|피에르프란체스코 파비노,15세이상관람가,정상회담살인사건
20081691,브레이킹 더 웨이브,Breaking The Waves,159.0,1996.0,19961207.0,장편,덴마크|아이슬란드|프랑스|노르웨이|스웨덴,드라마|뮤지컬,라스 폰 트리에,에밀리 왓슨|스텔란 스카스가드,연소자관람불가,브레이킹더웨이브(1996)
20138741,폴링 오버나잇,Falling Overnight,88.0,2011.0,20130516.0,장편,미국,드라마,콘래드 잭슨,파커 크로프트|에밀리아 조리안,15세이상관람가,폴링오버나잇
2010A941,아드레날린24 2,Crank: High Voltage,95.0,2009.0,,장편,미국,액션|스릴러,마크 네빌딘|브라이언 테일러,제이슨 스타뎀|에이미 스마트,,아드레날린242(2009)
20090037,24 시티,24 City,112.0,2008.0,20090129.0,장편,중국,드라마,지아 장 커,조안 첸|여려평|자오 타오,전체관람가,24시티
20162344,군중낙원,Paradise in Service,133.0,2014.0,,장편,대만,드라마|멜로/로맨스,유승택,원경천|완첸|진의함|왕백걸|진건빈,청소년관람불가,군중낙원
20080606,천녀유혼 2-인간도,A Chinese Ghost Story II : The Story Continues,103.0,1990.0,19900714.0,장편,홍콩,공포(호러)|드라마|판타지,정소동,장국영|왕조현,중학생이상관람가,천녀유혼2-인간도
20165001,더 테이블,The Table,70.0,2016.0,20170824.0,장편,한국,드라마|멜로/로맨스,김종관,정유미|한예리|정은채|임수정|전성우,12세이상관람가,더테이블
20129368,파파로티,My Paparotti,127.0,2013.0,20130314.0,장편,한국,드라마,윤종찬,한석규|이제훈|오달수|조진웅|강소라,15세이상관람가,파파로티
20185784,나의 특별한 형제,Inseparable Bros,113.0,2018.0,20190501.0,장편,한국,드라마|코미디,육상효,신하균|이광수|이솜|박철민|권해효,12세이상관람가,나의특별한형제
20197277,#아이엠히어,#iamhere,97.0,2019.0,20210114.0,장편,프랑스,멜로/로맨스|코미디,에릭 라티고,알랭 샤바|배두나|이명자|선종남|김자금,12세이상관람가,#아이엠히어
19830123,람보,First Blood,93.0,1982.0,19830617.0,장편,미국,액션,테드 코체프,실베스터 스탤론|리차드 크레나|브라이언 데니히|빌 맥키니,국민학생관람불가,람보[특별판]
20262525,눈길,Glance,7.0,2025.0,,단편,한국,드라마,김다희,,,눈길(2017)
20129262,제로 다크 서티,Zero Dark Thirty,157.0,2012.0,20130307.0,장편,미국,전쟁|액션|스릴러,캐서린 비글로우,제시카 차스테인|제이슨 클락|크리스 프랫|조엘 에저튼|에드가 라미레즈,15세이상관람가,제로다크서티
20058666,토미리존스의 쓰리베리얼,The Three Burials Of Melquiades Estrada,121.0,2005.0,20141007.0,장편,미국|프랑스,어드벤처|범죄|드라마,토미 리 존스,토미 리 존스|배리 페퍼|드라이트 요아캄,청소년관람불가,토미리존스의쓰리베리얼
20174761,암고양이들,Dawn of the Felines,84.0,2016.0,20170727.0,장편,일본,드라마,시라이시 카즈야,,청소년관람불가,암고양이들
20155924,더 서치,The Search,134.0,2014.0,20190117.0,장편,프랑스,드라마,미셀 하자나비시우스,베레니스 베조|아네트 베닝,15세이상관람가,더서치
20132021,진링의 13소녀,The Flowers of War,146.0,2011.0,20131114.0,장편,중국,전쟁|드라마,장예모,크리스찬 베일|니니|장흠예,청소년관람불가,진링의13소녀
20178469,올 더 머니,All the Money in the World,132.0,2017.0,20180201.0,장편,미국,범죄|드라마|미스터리|스릴러,리들리 스콧,미쉘 윌리엄스|크리스토퍼 플러머|마크 월버그|스테이시 마틴,15세이상관람가,올더머니
20122233,해피 이벤트,A Happy Event,109.0,2012.0,20130425.0,장편,프랑스,멜로/로맨스|드라마|코미디,레미 베잔송,루이즈 보르고앙|피오 마르마이,청소년관람불가,해피이벤트
20182564,"오늘 밤, 로맨스 극장에서",Color Me True,108.0,2018.0,20180711.0,장편,일본,판타지|멜로/로맨스,타케우치 히데키,아야세 하루카|사카구치 켄타로,전체관람가,"오늘밤,로맨스극장에서"
20180302,허리케인 하이스트,The Hurricane Heist,102.0,2017.0,20180314.0,장편,미국,액션|범죄,롭 코헨,토비 켑벨|매기 그레이스,15세이상관람가,허리케인하이스트
20176667,세 얼간이,Three idiots,62.0,2017.0,,장편,한국,다큐멘터리,,,,세얼간이[감독판]
20251633,커넥트,Connected,12.0,2022.0,,단편,이탈리아,드라마,,,,커넥트(2020)[별도편성][예고편]
20183358,겨울밤에,Winter's Night,91.0,2018.0,20201210.0,장편,한국,드라마,장우진,서영화|양흥주|이상희|우지현|김선영,12세이상관람가,겨울밤에
20200311,더블패티,,107.0,2020.0,20210217.0,장편,한국,드라마,백승환,신승호|배주현|신지연|송지인|이병수,15세이상관람가,더블패티
20081621,와인 미라클,Bottle Shock,108.0,2008.0,20081113.0,장편,미국,코미디|드라마,랜덜 밀러,알란 릭맨|빌 풀만,15세이상관람가,와인미라클
20206441,마이 스파이,My Spy,100.0,2020.0,20200429.0,장편,미국,액션|코미디,피터 시걸,데이브 바티스타|클로이 콜먼|켄 정|크리스틴 스칼,12세이상관람가,마이스파이
20173941,호수괴물,Lake eerie,103.0,2016.0,20170328.0,장편,미국,공포(호러)|스릴러,크리스 메이저스,랜스 헨릭슨|벳시 베이커,15세이상관람가,호수괴물
19910259,의적 로빈후드,Robin Hood-Prince Of Thieves,135.0,1991.0,19910720.0,장편,미국,액션|드라마|어드벤처,케빈 레이놀즈,케빈 코스트너|모건 프리먼|크리스찬 슬레이터,연소자관람불가,의적로빈후드
20158745,고백할 수 없는,Unconfessional,90.0,2014.0,20160331.0,장편,한국,스릴러,최인규,배성우|정성일|박리디아|한제인|양인화,청소년관람불가,고백할수없는
20253008,수상한 가족,,68.0,2024.0,20250314.0,장편,한국,성인물(에로)|드라마,선우용,민도윤,청소년관람불가,수상한가족
20131247,악의교전,Lesson of the Evil,128.0,2012.0,20130829.0,장편,일본,스릴러,미이케 다카시,이토 히데아키|소메타니 쇼타|야마다 타카유키,청소년관람불가,악의교전
20168250,골든슬럼버,Golden Slumber,108.0,2017.0,20180214.0,장편,한국,범죄|드라마,노동석,강동원|김의성|한효주|김성균|김대명,15세이상관람가,골든슬럼버[가치봄]
20193117,여자적인걸 유비춘,The One Who Steals Other's Heart,92.0,2018.0,,장편,중국,액션|드라마|코미디,,,,여자적인걸유비춘
20080607,천녀유혼 3-도도도,A Chinese Ghost Story III,105.0,1991.0,19910803.0,장편,홍콩,드라마|공포(호러)|판타지,정소동,왕조현|양조위|장학우,중학생이상관람가,천녀유혼3-도도도
19990124,라운더스,Rounders,122.0,1998.0,19990130.0,장편,미국,드라마,존 달,맷 데이먼|에드워드 노튼,18세 미만인 자는 관람할 수 없는 등급,라운더스
20157538,프리즈너스,Prisoners,20.0,1999.0,,단편,벨기에,기타,,,,프리즈너스
19890214,인디아나 존스 : 최후의 성전,Indiana Jones And The Last Crusade,126.0,1989.0,19890722.0,장편,미국,액션|어드벤처,스티븐 스필버그,해리슨 포드|숀 코네리,연소자관람가,인디아나존스-최후의성전
20216861,진정령 난백,Fatal Journey,80.0,2019.0,,장편,중국,액션,구중유,,,진정령난백
20205924,진정령 생혼,The Living Dead,80.0,2019.0,,장편,중국,액션|어드벤처|드라마,구중유,,,진정령생혼
20186645,밤의 문이 열린다,Ghost Walk,89.0,2018.0,20190815.0,장편,한국,판타지|드라마,유은정,한해인|전소니|감소현|최솔희|성인자,12세이상관람가,밤의문이열린다
20201445,레플리카,Replica,13.0,2020.0,,단편,스페인,스릴러|판타지,,,,레플리카
20156564,부산행,TRAIN TO BUSAN,118.0,2016.0,20160720.0,장편,한국,액션|스릴러,연상호,공유|정유미|마동석|김수안|최우식,15세이상관람가,부산행
20201814,만신,Manxin,53.0,2020.0,,장편,한국,SF,노덕,이연희|이동휘|남명렬,,만신
20150970,범죄의 여왕,The Queen of Crime,103.0,2016.0,20160825.0,장편,한국,스릴러|코미디,김태곤|이요섭,박지영|조복래|김대현|허정도|백수장,15세이상관람가,범죄의여왕
20156003,허밍버드,Hummingbird,100.0,2013.0,,장편,영국,범죄|드라마|액션,스티븐 나이트,제이슨 스타뎀,청소년관람불가,허밍버드
20168323,염력,Psychokinesis,101.0,2017.0,20180131.0,장편,한국,드라마|코미디,연상호,류승룡|심은경|박정민|김민재|정유미,15세이상관람가,염력
20154987,희랍인 조르바,Zorba The Greek,141.0,1964.0,,장편,미국|그리스,어드벤처|드라마,미하리스 카코지아니스,앤소니 퀸|앨런 베이츠|이렌느 파파스,고등학생이상관람가,희랍인조르바
20190009,카잔자키스,Kazantzakis,121.0,2018.0,20200130.0,장편,기타,드라마,,오디세즈 파파스필리오풀로스,12세이상관람가,카잔자키스
20214941,인투 더 미러,PARALLEL,103.0,2018.0,20210217.0,장편,캐나다,SF|스릴러,아이작 에즈반,마르틴 발스트룀|조지아 킹|마크 오브라이언|에멜 아민,15세이상관람가,인투더미러
20197277,#아이엠히어,#iamhere,97.0,2019.0,20210114.0,장편,프랑스,멜로/로맨스|코미디,에릭 라티고,알랭 샤바|배두나|이명자|선종남|김자금,12세이상관람가,#아이엠히어[별도편성][예고편]
19790082,디어헌터,The Deer Hunter,125.0,1978.0,19790303.0,장편,미국,드라마|전쟁,마이클 치미노,로버트 드 니로|크리스토퍼 월켄|메릴 스트립|존 사베지,미성년자관람불가,디어헌터(1978)
2022A125,북 오브 헨리,The Book of Henry,,2016.0,,온라인전용,미국,드라마,,,,북오브헨리
20048945,침입자,The Intruder,130.0,2004.0,,장편,프랑스,드라마,클레르 드니,미셸 쉬보르|그레고리 콜린,,침입자(2020)[별도편성][예고편]
20000249,뉴욕의 가을,Autumn In New York,105.0,2000.0,20000929.0,장편,미국,드라마|멜로/로맨스,조안 첸,리차드 기어|위노나 라이더,15세관람가,뉴욕의가을
20149020,깨끗하고 연약한,Beyond the Memories,126.0,2013.0,20141030.0,장편,일본,멜로/로맨스|드라마,신조 타케히코,나가사와 마사미|오카다 마사키|코라 켄고,12세이상관람가,깨끗하고연약한
20129116,옴 샨티 옴,Om Shanti Om,137.0,2007.0,20130214.0,장편,인도,멜로/로맨스|액션,파라 칸,샤룩 칸|디피카 파드콘,15세이상관람가,옴샨티옴
20131262,허삼관,Chronicle of a Blood Merchant,123.0,2014.0,20150114.0,장편,한국,드라마,하정우,하정우|하지원|전혜진|장광|주진모,12세이상관람가,허삼관
20197400,독수인심,The Kindhearted and Bitter,93.0,2018.0,20200430.0,장편,홍콩,액션,황송,,15세이상관람가,독수인심
20181416,유열의 음악앨범,Tune in for Love,122.0,2019.0,20190828.0,장편,한국,멜로/로맨스|드라마,정지우,김고은|정해인|최강희|박해준|김국희,12세이상관람가,유열의음악앨범
20179034,메이메이 쇼핑몰의 기적,MBA PARTMERS,100.0,2016.0,,장편,중국,멜로/로맨스|드라마,장태유,야오천|곽부성|탕연|학뢰|리 첸,15세이상관람가,메이메이쇼핑몰의기적
20081737,7급 공무원,My Girlfriend Is an Agent,112.0,2008.0,20090422.0,장편,한국,코미디|액션|드라마|범죄,신태라,김하늘|강지환|임성현|유승목|강규영,12세이상관람가,7급공무원
20203689,마이 미씽 발렌타인,My Missing Valentine,119.0,2020.0,20210114.0,장편,기타,멜로/로맨스|코미디,진옥훈,유관정|이패유,12세이상관람가,마이미씽발렌타인
20126410,헤이와이어,Haywire,92.0,2011.0,20120705.0,장편,미국|아일랜드,액션|스릴러|미스터리|어드벤처|드라마,스티븐 소더버그,이완 맥그리거|지나 카라노|마이클 패스벤더|채닝 테이텀|마이클 더글라스,15세이상관람가,헤이와이어(2012)
20176481,바스티유 데이,Bastille Day,7.0,2015.0,,단편,프랑스,기타,,,,바스티유데이
20000077,캅 랜드,Cop Land,104.0,1997.0,20000115.0,장편,미국,범죄|스릴러|액션,제임스 맨골드,실베스터 스탤론|하비 케이틀|로버트 드 니로,12세관람가,캅랜드
20154523,완벽한 거짓말,A Perfect Man,103.0,2014.0,20170824.0,장편,프랑스,스릴러,얀 고즐런,피에르 니네|아나 지라르도|마크 바르베|앙드레 마르콩,15세이상관람가,완벽한거짓말
20251756,지구인,EARTHMAN,6.0,2022.0,,단편,인도,기타,,,,지구인
20088147,줄무늬 파자마를 입은 소년,The Boy in the Striped Pajamas,94.0,2008.0,,장편,영국|미국,드라마|전쟁,마크 허만,에이사 버터필드|잭 스캔론|데이빗 듈리스,12세이상관람가,줄무늬파자마를입은소년(2008)
20196782,초미의 관심사,Jazzy Misfits,92.0,2019.0,20200527.0,장편,한국,드라마,남연우,조민수|김은영|김성욱|박종빈|나나,15세이상관람가,초미의관심사
20174962,레이디 맥베스,LADY MACBETH,88.0,2016.0,20170803.0,장편,영국,드라마,윌리엄 올드로이드,플로렌스 퓨,청소년관람불가,레이디맥베스
20090024,벤자민 버튼의 시간은 거꾸로 간다,The Curious Case Of Benjamin Button,166.0,2008.0,20090212.0,장편,미국,드라마|판타지,데이빗 핀처,브래드 피트|케이트 블란쳇,12세이상관람가,벤자민버튼의시간은거꾸로간다
20241845,북스마트,Booksmart,2.0,2022.0,,단편,프랑스,드라마,,,,북스마트[별도편성][예고편]
20183423,오목소녀,Omok Girl,57.0,2018.0,20180524.0,장편,한국,드라마,백승화,박세완|안우연|이지원|장햇살|김정영,전체관람가,오목소녀(2018)
20060215,레이디 인 더 워터,Lady In The Water,109.0,2006.0,20061013.0,장편,미국,판타지,M. 나이트 샤말란,폴 지아마티|브라이스 달라스 하워드,전체관람가,레이디인더워터(2006)
20131462,해피엔딩 프로젝트,Still Mine,102.0,2012.0,20140220.0,장편,캐나다,드라마,마이클 맥고완,제임스 크롬웰|쥬느비에브 뷰졸드|캠벨 스코트,12세이상관람가,해피엔딩프로젝트
20030072,니모를 찾아서,Finding Nemo,107.0,2003.0,20030605.0,장편,미국,애니메이션|코미디|어드벤처|가족,앤드류 스탠튼,엘렌 드제너스|알버트 브룩스,전체관람가,니모를찾아서[2D]
20070585,어거스트 러쉬,August Rush,113.0,2007.0,20071129.0,장편,미국,드라마,커스틴 쉐리단,프레디 하이모어|조나단 리스 마이어스|케리 러셀,전체관람가,어거스트러쉬(2007)
20176122,안시성,The Great Battle,135.0,2018.0,20180919.0,장편,한국,사극|액션,김광식,조인성|남주혁|박성웅|김동진|배성우,12세이상관람가,안시성
20134047,로렌스 애니웨이,Laurence Anyways,168.0,2012.0,20131219.0,장편,캐나다|프랑스,멜로/로맨스|드라마,자비에 돌란,멜빌 푸포|수잔 클레망,15세이상관람가,로렌스애니웨이
20205122,천재 화가 고야 특급살인,The Goya Murders,99.0,2019.0,,장편,스페인,범죄|미스터리|스릴러,게라도 헤레로,마리벨 베르두|오라 가리도|로베르토 알라모|히네스 가르시아 밀란,,천재화가고야특급살인
20194908,화이트 라이언 찰리,Mia and the White Lion,98.0,2018.0,,장편,프랑스,드라마,쥘 드 메스트르,멜라니 로랑|랭글리 커크우드,전체관람가,화이트라이언찰리
20119511,사랑이 무서워,Shotgun Love,112.0,2011.0,20110310.0,장편,한국,코미디|멜로/로맨스,정우철,임창정|김규리|손현우|윤지민|안석환,15세이상관람가,사랑이무서워
20188242,타샤 튜더,Tasha Tudor: A Still Water Story,104.0,2017.0,20180913.0,장편,일본,다큐멘터리,마츠타니 미츠에,,전체관람가,타샤튜더
20142885,어덜트 월드,Adult World,93.0,2013.0,20141030.0,장편,미국,드라마|코미디,스콧 코페이,엠마 로버츠|존 쿠삭|에반 피터스,청소년관람불가,어덜트월드
20151230,원라인,ONE-LINE,131.0,2016.0,20170329.0,장편,한국,범죄,양경모,임시완|진구|박병은|이동휘|김선영,15세이상관람가,원라인
20080834,당신이 잠든 사이에,What Happened Last Night,98.0,2008.0,20080814.0,장편,한국,코미디,김정민,예지원|탁재훈|이재훈|김선영|김현숙,15세이상관람가,당신이잠든사이에
20162641,거짓말은 자란다,April Fools,118.0,2015.0,,장편,일본,코미디|드라마,이시카와 준이치,토다 에리카|마츠자카 토리|유스케 산타마리아|오자와 유키요시,15세이상관람가,거짓말은자란다
20214732,위대한 사랑,Amazing Love,80.0,2012.0,,장편,미국,드라마,,숀 애스틴|일라이저 알렉산더,,위대한사랑
20208741,루키스,The Rookies,112.0,2019.0,20200520.0,장편,중국,액션,원금린,밀라 요보비치|왕대륙|상드린 피나|데이비드 맥기니스,15세이상관람가,루키스
20172121,영원한 여름,Eternal Summer,22.0,2012.0,,단편,한국,드라마,김태진,홍수민,,영원한여름
20040823,금발이 너무해 2,"Legally Blonde 2: Red, White & Blonde",95.0,2003.0,20031002.0,장편,미국,코미디,찰스 허먼-움펠드,리즈 위더스푼|루크 윌슨,12세관람가,금발이너무해2(2003)
19900119,가면속의 아리아,The Music Teacher,100.0,1987.0,19900113.0,장편,벨기에,드라마,제라르 꼬르비오,호세 반 담|안느 루셀|제롬 루로엣트,중학생이상관람가,가면속의아리아
19900204,죽은 시인의 사회,Dead Poets Society,128.0,1989.0,19900519.0,장편,미국,드라마,피터 위어,로빈 윌리엄스|에단 호크|로버트 숀 레오나드,연소자관람가,죽은시인의사회
