membership_row_id,USER_KEY,is_repurchase,target_repurchase,repurchase_score,churn_risk_score,sample_role
218,7779e8eb5539b84ca126d3409df51ce8e2435bf23095b9018852d84248ad10f4470d6bde0d5abffa3c5db833bece40967d7f1bde873bc9c155e03335b1ffbb12,Y,1,0.7282133294631493,0.2717866705368507,primary_conservative_holdout_interpretation_sample
226,ddeae98e77f826e2a521b2ad2e9be5e5412989af30ff7138d364caf4b8f59f06127794126e25d3a217c49dea618d91178530237fa0e0698cdbf9fd0004cdc7d6,Y,1,0.9386086773377808,0.06139132266221925,primary_conservative_holdout_interpretation_sample
257,4d0d027bca1a302a45a03bf0be15bfe6e1e3da0305f921a279bb10618d926ae4a638cb0fd4923ef66c49588547072fb232f2c35a3834495494850cee3c237851,Y,1,0.490810379658613,0.509189620341387,primary_conservative_holdout_interpretation_sample
262,2c4af42e31bf7bd8ab9a6bc435a3c8dd4895ca4bdd2c449dfd2127fac72493723f0c4823e63d037dfe20ddbdcab7946049cdcea45eea78327a65b63eb0c030e1,Y,1,0.760151821521051,0.23984817847894901,primary_conservative_holdout_interpretation_sample
281,1efc80d053b0d267ba7e14c60bbc1cdbbcfafbc41799691020a14106d55872663c39b0ac8fff0b501dc849ed139f916bb74681804146659740dc3e7e564c6b30,Y,1,0.9832215771651308,0.01677842283486919,primary_conservative_holdout_interpretation_sample
286,296cc376f5950c654f1d06a2bf33eef8eaa1df676343b04c9aa11fd654bdcd11f3d08e58bd7fc169617d47ff01bfa2c61c641af74117bde3590c10d654be5708,Y,1,0.5976302281983872,0.4023697718016128,primary_conservative_holdout_interpretation_sample
291,7f5914849f0bd171475c6283afcfefcd8be75edc04e49ae958e5aabf9a6fa8157c5e424268a965d8aa5fa77ac9181c1559317aa8aac8330c0d4b97141bd0c1e7,N,0,0.47060217290901507,0.5293978270909849,primary_conservative_holdout_interpretation_sample
294,039ec6c89a1bc57826bd5275fdb4fa6fc7aa47559d3d0ab34ba3877ec8d7b2357f66ce0aed1974cf2cbfd45de3863cf0dc7e8a39f4c27b2baa642d260f426b80,Y,1,0.9567464285168047,0.04325357148319531,primary_conservative_holdout_interpretation_sample
370,8d8df41c004dec0c45b7e486f55dcd736e9b21ac5c565825d32c1f24da94dff710a106b5afad9f279e4e3cc97196c7d3bbd28538a9eb07b631bb859aa7993b7a,Y,1,0.7683196997498767,0.23168030025012332,primary_conservative_holdout_interpretation_sample
374,5b6312a1e8187773c9e7d11e5dd19ab50c258141ab5b97c4e5f81d0f6fca20897fb444ae04c9c594562f8cf317612f689bf7776ddc922fbc57a7e71b0baaadf6,Y,1,0.7439779777306743,0.2560220222693257,primary_conservative_holdout_interpretation_sample
376,c1d67f0469f61d9cf25647644495e55c00eb05a7ed329f1b62ad74e955f8684d57c7939287e2d12f80674d5d50fdb9c690ccfe594b34d250065a4d6610a8f8ed,Y,1,0.9711889096804612,0.028811090319538768,primary_conservative_holdout_interpretation_sample
377,cce962efcb3c8e18f1d2af2b1dd206cffcbcb1091e026366880b2563474d77a35895d69ba4a31c178d727f1776e5914cbdf04bd66d1fe0451b24a07dbb167577,N,0,0.6762426208911838,0.3237573791088162,primary_conservative_holdout_interpretation_sample
392,29a8b8e980f1be50aee02dbabc26046e2d6eebd109b4a598b4c9eb8a5bc95e642d60bbd48116ac7c24dc50eac384409dc85fb3f7039c8c0514e3d05c72352b22,Y,1,0.9674197448061632,0.03258025519383678,primary_conservative_holdout_interpretation_sample
414,735cee031394b334e39d9ef29aac49398827fc526f7b3296e788d2b0b2781b700e6ae06a64561b8cafbe990c6ef208879fdb5b2d0cbef1ccf3af223ff597d0fb,Y,1,0.7232686868311666,0.27673131316883337,primary_conservative_holdout_interpretation_sample
432,7f9b3d366a77bf22f3530d235e825a3eca3fe16ab0d9082cfe9d4988cc36c6b7ad1554fcd8bdbed7660b83a97ef68ffb42ca5e290f012d346e5411293a456654,Y,1,0.9069946360198693,0.0930053639801307,primary_conservative_holdout_interpretation_sample
456,0258e889a5cbd225842d557c8b31bc13517d5428048dbf094abf655021c33c46029ab8bb142bbfd66b56c5dc3e2bed241aaf04feee60832b2b3a8872aaa43745,N,0,0.8530566429612753,0.14694335703872474,primary_conservative_holdout_interpretation_sample
464,ec1e7d4bb7ee5513606b86b02ce3ad1cd4cf1f128f3c284d6ea45c14fe89af6d0ff86c5bb0f060754c6a334d082a4d2afcb4814b58f51ae9d9507856ad7d5fce,N,0,0.8287604704253941,0.17123952957460586,primary_conservative_holdout_interpretation_sample
468,ab4a934c1c8e4ff77a985fb3cbc23cc99fd1d67ae3689d164d5bd16cf47174325244af28df08fcd0dc66d6935fa573460718f4426b76c41d64e3806166a13c1d,Y,1,0.9534518262953351,0.04654817370466491,primary_conservative_holdout_interpretation_sample
493,01e98562e54a1468c47727e4d3932bab55e5d2ba76b4d3fab69530f54047242f1812287dc007b8e5a491d3de32f87e23621bdd5186a1acbf6493c9d829e708a4,N,0,0.786187376329302,0.21381262367069798,primary_conservative_holdout_interpretation_sample
495,1acb3a28082a1fcb760fe4f991daa1426536d7d45622e03f8cdce4d494521145e2ab7c6ac8f23049e3026f66b4078a27d4c43b1bc3dbe32ecec013a6a6e0fbd5,N,0,0.6661555534864194,0.3338444465135806,primary_conservative_holdout_interpretation_sample
496,c013f952bdd4a52461af2167fe68f0cd8b16b8a6c7c697587f2e450a49bda49b8e2d305a9d2b7fcfceebe2f94eaa430e3a2d0ce33913bce030e355414dd29b4a,Y,1,0.45078775977475816,0.5492122402252418,primary_conservative_holdout_interpretation_sample
504,b483d75060761766d71d6c4039c1d622e9bf01bfbffade66d579e3fa9102e0bcf6e3fe4965bd54dc0e3f0f34f0e98d7a3a9313f0cc1f936386954016d6d2149d,N,0,0.7038972306354311,0.2961027693645689,primary_conservative_holdout_interpretation_sample
515,1b92f273d5eb0a5fdb7a9bb4b833e46066aae226aaf4f32a597b3d68e208db51940eaf4b1eb24105de992cf87323ea5d82fa16580d3402c8b1852bb9fe279a15,Y,1,0.873383277799428,0.12661672220057196,primary_conservative_holdout_interpretation_sample
532,91ff555dad07ea8e35c0b0a2dd11dce4487ae235f24a52bce18a35665f026a869cd0f8fb0940431cd1853ea40b5fefb034b22321ce21ba591727adf5348a857d,Y,1,0.45504883677551977,0.5449511632244802,primary_conservative_holdout_interpretation_sample
535,464af1d0bd1aaf3b634c4a99b534ad9037f8fcb0c1162d251055a275f147dcd965f1dcc266ee77bff908b7f77222909a3404d0d6181c8fee98c5b8b75355e7a0,N,0,0.5099110631617749,0.4900889368382251,primary_conservative_holdout_interpretation_sample
538,3d2dce022af89ad3e2f8c34e25650b4a5780e2656ba844714dff92da99f02374dcab2a35a7d6fdee3e6f7308c29e28e352736c6a7ca460785d67eae064702e81,N,0,0.20037516621840396,0.7996248337815961,primary_conservative_holdout_interpretation_sample
553,92245242f168922ac928fc6f45d26acdba2aab00f088685b95ae3607879090381b430efc1dad5cb10f9745b8515b1d919cf7e7ecbc7141186b0b13e0b8b7dc91,Y,1,0.875602164411329,0.12439783558867101,primary_conservative_holdout_interpretation_sample
559,ac79d7eeba87ec4012b0c54f74988babb3d3498c344b9d83f6f58d1bb7e3c3a57ab11fb3add6f1cb9ec8a30e9e702eeb92d4bf0419b4be29d72ec6670bb87b10,Y,1,0.9785714048536165,0.02142859514638351,primary_conservative_holdout_interpretation_sample
561,5aa96c0fcf04cdd19fb33479a1533e9738e6857ccb7bf85fde63083bf2182dccefcb3569b07f36c2a79e5204a65529722a003564fd403c5840c9ec66fa15dd91,Y,1,0.8416688692897375,0.1583311307102625,primary_conservative_holdout_interpretation_sample
564,f451655ea7b453d5fde4bfd76ce012c792a436c04f0101e32f8903dd80e1222fe6d45766a08c6671471305a8e98522758e2317e6a762b8a287f1c7125f41bd8a,N,0,0.18316251251366517,0.8168374874863349,primary_conservative_holdout_interpretation_sample
579,5785f6f08142a7b87626f96a264431bde43e574f75a184f77024818aea3f821d4e9779ffc63484d896e0d1840ded1537d77b4fde6a3870a1deb2b01706ef4e4b,N,0,0.5192442549350608,0.48075574506493923,primary_conservative_holdout_interpretation_sample
588,19d1c87884f8988261164301d8b6d2996f71bf1963962fb6bc22d235f39c1db741d9f996f65425465823a1c4fc93dec17d5a62922b134d2814e2b5c98cfc2155,N,0,0.28085986012038044,0.7191401398796196,primary_conservative_holdout_interpretation_sample
593,20e81365813f0ac984c292cb37fbede42957c9f20fd94851c4e1d4b9b62bba425435cff1b418b94cfa4cfdd56931d508aed7882d9bbbfc44b38798e221cfc3df,Y,1,0.9872497807312615,0.012750219268738539,primary_conservative_holdout_interpretation_sample
606,b790969e9f042a79109b71dda85cbd9f436297bb522bb58eda37ff64dcfe985710dc369f1a0091fa7bee4c907404121b4c461ace3a1af5a2b66c68be00e8bf30,Y,1,0.799032328140772,0.20096767185922804,primary_conservative_holdout_interpretation_sample
619,c7f8dcebf5fc38674be9df7f78677ac1c795690b54addf0c0331b1a85a073e3f86024c6b47af717b022b79f44cd523525284917b4d998f8a292bc8e60158e246,N,0,0.8375893231587328,0.1624106768412672,primary_conservative_holdout_interpretation_sample
654,419c40cef51e936caebb1e802d4388afd6ad7dbe1b7fb0873e341fef68185d8a4292b65f3f87b6266de9fa13f64bd1ce906f4b725fc5ac40700412d750b07e1b,Y,1,0.31318328646020605,0.686816713539794,primary_conservative_holdout_interpretation_sample
666,a11a96c4b10f61389edf8dd4c4842a6a76f4a8bd1f1e405e27c27647d4b60f0e74bf374d8ddb343ca3e755ae78894cbe19f21fc8eae9523d9a7e9f3037376fb8,N,0,0.717045378902709,0.28295462109729097,primary_conservative_holdout_interpretation_sample
682,d37e3111134a77f6affa07ab17687180b4bb81ffa67927a04e9ddb6b3b601b7dde2f972b6cc495261dc2340843a6a98553c71e66f6b9fe1ccad1c00d46bb2a96,N,0,0.3146831836741314,0.6853168163258686,primary_conservative_holdout_interpretation_sample
686,5b0239344366873bef255f0bf2fec2497c9aa500e32219dcc73d4d979a73c8f9edd8133f8030ea78b93136312683eeec99f531409f67dde3f35e5266357ace48,Y,1,0.9605434448489119,0.039456555151088146,primary_conservative_holdout_interpretation_sample
691,8ae73d1abad5fdcc9cd1cbe4e97da55abab00b4e6e01243cbe889fdb49a8e42b726fe8555efa0a41ae3672d9405fac9028d1182a791d839a3dde5668b39648ab,Y,1,0.9597596718992081,0.04024032810079192,primary_conservative_holdout_interpretation_sample
693,6379d316afee94cccc5c0d05e29a764047ed9c1868a9b84f63b3725b097bd7f7b6b60642a3795f21542b6da11fc5eddd69e68b213d84a45037f164e68310fa51,N,0,0.41650222362592976,0.5834977763740703,primary_conservative_holdout_interpretation_sample
720,bcbb63ad53c9feb2a55dd1f753a6eb098fb9c6969291f31bbc4e468773aadb0a64f6eac37a679b59285a60c4491008f503f36a61dc153cc922aa26e64ccc1aea,Y,1,0.9833249068293815,0.01667509317061855,primary_conservative_holdout_interpretation_sample
747,b7d57f6b470f5023c2f1f6bbb2287b9b28bfa298f668cfecad396e55d6f7a0930884de7b388ad4f1b9e33faa8f8a8fe68079feea47ab5c00453cec616f06626d,Y,1,0.5659934959458958,0.43400650405410424,primary_conservative_holdout_interpretation_sample
763,3234490bb138d74a2e86628e3ba70dd1e401421cb944f0eee219cede9ab54e5127f0eebb6fc662bcfbf73d47028de6cd5bfd534a62b879083d9273ff28eb596c,N,0,0.5651322027419271,0.4348677972580729,primary_conservative_holdout_interpretation_sample
765,f7e1abe5172e1755b0def13d2bf8ebde1bb310fbf2e4d88b2ee4134d5d01a65f32a9771db3db93a27b78e4b34c089da163f95018c301240f3c6f5bd81b7a338e,N,0,0.2361713369647874,0.7638286630352126,primary_conservative_holdout_interpretation_sample
767,7401c5c3e28efefc193c5ec306413e6812af9b1508ea4c533d3ef95f70a091e986b3a050e21b23c84dbb6e722f95fc53a77cb303925fd5ba893283b2a34efa5b,N,0,0.2362341003708385,0.7637658996291615,primary_conservative_holdout_interpretation_sample
774,ba2430249d7901e9b5005a315cac882436e841d824afa1cc30d639ab96ed444de42a3bb1db2caa1d798caa97a28d5413f68854ed5cd155bdcc7f51ce8a7ecad7,N,0,0.2405851053528726,0.7594148946471274,primary_conservative_holdout_interpretation_sample
782,0e87b0be766a664829f23b94eb8252aabc91a4bc374ab2b01343dc6c20dbd19df75ce2ebe45c166059d4bb8e1220ef617e8b2ba16b94120aed8fa810b34352db,Y,1,0.967784120263215,0.03221587973678497,primary_conservative_holdout_interpretation_sample
787,607fca701208ee848ef56de892713da9028135ae3d973561c1b2846478411cb76ad3e7072b4ee5b4a3090b6842b0532a9cf3c74078cb90661d29c3d4ef95fdaf,Y,1,0.9744588519021774,0.025541148097822597,primary_conservative_holdout_interpretation_sample
817,3608662a72e2437226dffcea6fd482cbc9fcbd27728719a97b2bf9cfc23bc1eed49b909cd87f7730144ee2aee46789f35836959d4db49c808f01bc0bc81c0c21,N,0,0.4848277961539343,0.5151722038460658,primary_conservative_holdout_interpretation_sample
825,9cdad589c728321fcb9c92287c85b6cf9862c11742afe66276b571d8762d8561f738b09e1273e0c06b70daa94b86c3c7b4e3055991cdba5aafe4f51d0c04ce96,Y,1,0.9784615683930136,0.02153843160698643,primary_conservative_holdout_interpretation_sample
830,040606f09d876f5870dc0e21a3c8894f1318fcc53366fac9adb34f11a8d4d78d17890f7c5ec2f3d62aec64ce7b3b4fedb7d1e696c90f8ae691f07b28a6a9b7f8,Y,1,0.760151821521051,0.23984817847894901,primary_conservative_holdout_interpretation_sample
837,9e336bfdaff724e54d3c9460fb765af50682c4a61f7249d8a60b49177539182b4d05975fef3904d77c147715e2ac709a7ce4ba396109c4f1534341699ba4ba3a,N,0,0.2850032433859655,0.7149967566140345,primary_conservative_holdout_interpretation_sample
844,fc06a5306d642012c3c6f539b82f7fb67a93c27e5526da31acd08d5ea06990491d4e764310de4d10e5134523ec7bcf2ebd51a275169244e69547312b14572588,Y,1,0.9885273917145757,0.01147260828542429,primary_conservative_holdout_interpretation_sample
859,0a2fe142bcf56e2832e9c212509d03e78837a27df9d73343742e66e3b48193b6fefaabe754adb34f4631f8a0af58dad45fac6d171d9f403d749db7211ac424b5,N,0,0.4379788388737015,0.5620211611262985,primary_conservative_holdout_interpretation_sample
893,dcd0582979965147cf3cca0efe7767401482dfa5d48c6e5011973f9c4b1cad4b14d0b18feb52263718067e120c7f51c36cc23ac0cd51dddb7b317fe48cb088bf,N,0,0.738019913404615,0.26198008659538496,primary_conservative_holdout_interpretation_sample
911,7fd0dcba460ed5ceab4f55177b0e3ac81f42a1f3916e04b5c7cafbc51789f9bf125e7b77e426143db2563e7511fd703d010e9f35e0184e1fe532d9d3d2826d9e,Y,1,0.6850534463488096,0.3149465536511904,primary_conservative_holdout_interpretation_sample
940,7de27474a9033c00f27c5d59d2f0431e8f152295135ee305bb4cfcceaecada9ad70bdc556ae5dd8327147d1e1888cbb87a8b603270926c80be295d8d676ba598,Y,1,0.7230459915657376,0.27695400843426243,primary_conservative_holdout_interpretation_sample
956,de5163447ad3c656e5df68f400b80d0672e42078ae550a7c304e462f36104148a74880717484c83d217a7dd3c632553406fb91f41fb2c7f55bd60ef12ac4fbae,N,0,0.7156896523463262,0.2843103476536738,primary_conservative_holdout_interpretation_sample
972,514fb5b982fc1db5e7e979862ee7969aa8f47346bc83a31944d359cfff369c525a550ea2885b080230bcaaf8c9d7c02028e453ceb46987f13ccfc569e1ba1b8b,N,0,0.45400761364043396,0.545992386359566,primary_conservative_holdout_interpretation_sample
993,b78633d45440e2fb9f2a5c7016ef9444777f39d8f59dfb9eb3f438daa3ae19b936d6fd7960d03a38fe086f356a2571da349ed343ce1a4e5f9ab8a0779916ce15,N,0,0.24769736718701485,0.7523026328129852,primary_conservative_holdout_interpretation_sample
1006,916e9916349d1f38576460288479861dfc0cbca0dc3121e20ed409404b861aa1c04ceeb5c02b749ca5ad280ebcdef1bfdfb80411af6b5e43b08aa634b76c884e,N,0,0.21461732611408202,0.785382673885918,primary_conservative_holdout_interpretation_sample
1010,6eba4716a6a0291284273f367b0a9ba355e5ab2fd0c7038ec32e94e51d8fb9028c3b311d30340f89434f172cd3a3b4d26621139fa0add12f33e2bad4a188439e,Y,1,0.9744084190250919,0.0255915809749081,primary_conservative_holdout_interpretation_sample
1013,0238f2d7add0d45da329ef60dbf3f8e0de0d1f57bd4326afe200969ef0aacda19075b607eefb336b33574f7510ac32891dca9414f35869500807012a4787689f,Y,1,0.6276887573010209,0.3723112426989791,primary_conservative_holdout_interpretation_sample
1020,160622e620db467a60efee87d0360b8a85292a4f339d7d45ff934d70e2af5628780c6577db53b9225d71fd5abc18e8926f5e6e8c29dce98b6c28852f9e57186e,N,0,0.4215210732669963,0.5784789267330037,primary_conservative_holdout_interpretation_sample
1040,a457c3e8673aeabb66257fa74ad802bf360086be12be296ce6ed0e125c394da666114fe4dca3d48eaa80e384d269ebe70a9ba4f637745802ae503cca2db9513f,Y,1,0.9451887972792865,0.05481120272071349,primary_conservative_holdout_interpretation_sample
1042,a314b99db9accc0284a85b54e8aa45fe052408b4af00d7143cd49ba7f135315a5c9a1376cb3a606a32b1b3ebe9100accef5550ce2cfc853278d0ad4c832b9af2,N,0,0.26008760291502286,0.7399123970849771,primary_conservative_holdout_interpretation_sample
1044,81af0c47cc944f31341493baff183ec080524570b83e56c5ebe50c1d1e7f32cab33da84c9f247c1f5e44ba3af55123f03c809d5d4b518c1ab2e0c7f6ae2810d2,Y,1,0.9743481370126414,0.025651862987358554,primary_conservative_holdout_interpretation_sample
1050,0502d1be3332cfc3a97e58e71edd81565cd543bf529c89986847d9505bf00d669fd33eeee98cab7143113b1a539c092394dd8ae4fec5ca4a494af850488f865e,N,0,0.7624054226919644,0.23759457730803557,primary_conservative_holdout_interpretation_sample
1057,739d6860f231a4419c1abcd27df115d3c684d04ca02de044a53ff4b92c28b776446b0e443d9c9663366f31f38cb7570d947d28a89111df916c648628287dcebe,N,0,0.5793461318883989,0.4206538681116011,primary_conservative_holdout_interpretation_sample
1058,a658f2627fd91cdb24b56c47e83e74a2651b631d87ef8c0cbe0cbfb6fc1d7489238aae6c31774318ee43f71ff430e5edf63247801aed43f6dc5c71ee85ea0122,Y,1,0.9771155473926932,0.02288445260730676,primary_conservative_holdout_interpretation_sample
1071,099cb55950e1a03cf9fcbf0be35b3795bb8f2f94450c568fa3a82ce8a4edd0a9fc6b25468716afb2bd059142323ec6210f85fbfe711053f98d25fb3f3235ce06,N,0,0.17280087724851018,0.8271991227514899,primary_conservative_holdout_interpretation_sample
1076,22128c6d2229f1b7e9f8f09e05b5eb97334dc1d51dd369bc18d0f57e29192299b31cb577b98febe39d1504a26acab649817ffc7a03902a61914b9fcf745f2084,N,0,0.7828300061209813,0.2171699938790187,primary_conservative_holdout_interpretation_sample
1103,9080b634b36913a03efb80a7a2378de9ea73b6f2d073ea73a5beff4795d47d1faa79af408e2edcc24390e624b7aa04f99ae454dba7bbd8bda3e5009b82e64d4a,Y,1,0.22325458028266312,0.7767454197173369,primary_conservative_holdout_interpretation_sample
1115,df4dce0675cf9f9070ec81ff4c8e34fe202abe4476665554b5e5dde2239145b51090ffc8d2948db820ed40c0fd154aaa1cf80754842c1ee840d2125d1ee36875,N,0,0.4121575707799735,0.5878424292200265,primary_conservative_holdout_interpretation_sample
1121,c888589ae77253979dd5eda32b18dfd77dd3fccc9bcbc198ec2445fa86f61a9d7daff5341cf0a154792df97d356b6f47824dbc1d81f3261fbbfb7df446b09627,Y,1,0.8696620620884663,0.1303379379115337,primary_conservative_holdout_interpretation_sample
1138,11425b8fdacc0372e6005863417da01fe03ceac9378889c6b065113c52b28f392372ffa979594af98d23f030cdf2cc28e9fc23d637915013f586a6dd2262ca86,N,0,0.6598569991880258,0.34014300081197424,primary_conservative_holdout_interpretation_sample
1148,8a6c3dcc9a665cf7c9287bbde1f66d31354b8a865caf7142c84755a877a93b54a4a38cdc0b92f0d010fe99f3b5481e1bbe027355737db979d32a8404010a4221,Y,1,0.6372732721943325,0.3627267278056675,primary_conservative_holdout_interpretation_sample
1158,a13aa6848e51b5d450254d23d13b3e8287cd6d02fd0508e14655ca97a98422045927bbba64c71f7b60d7afc494168b1f274768fd23f0c25982e4223d0cf0cb7f,N,0,0.3981166275016269,0.6018833724983731,primary_conservative_holdout_interpretation_sample
1160,d501e58686b31c412c8c4cbb7658db7b43c3d14fb86bf2eac078e998afcc3fd599b8afdc3f132e74f52a137caec4aa018c04210671fa9f2628cff072feae7ee1,Y,1,0.9087888224523515,0.09121117754764851,primary_conservative_holdout_interpretation_sample
1190,91c5b412fc34936eca85c9f2ac5867ab86d374432e43ca07204eee8de9900caf42a59f25d25018aa805e7228a23b2b3120a04ae777bd4e33860344c9258e4b93,N,0,0.6029158397532924,0.39708416024670756,primary_conservative_holdout_interpretation_sample
1193,b3272d2adc0cf26de5658f2b60a3a94d060ec283f356dbb5a1658a3b0a93837ed1a34eaa36a5e94819b0f0f729c9d5427ea882cfffb29ad2bf50ece64643499d,Y,1,0.7906760560323052,0.20932394396769483,primary_conservative_holdout_interpretation_sample
1194,5dea8c36ad28466a310c76abaf742ca2f03a5a89cc2dbde1b8c4f6cdf42272d4d29711c8573ef86e3187aaba88a182eda04c7df9d6df35ecf9dcc58ff079da6b,N,0,0.7689185212893664,0.23108147871063356,primary_conservative_holdout_interpretation_sample
1208,30f0c711f9068679d5d0c326fc50af85ad55b20759c25c1a8a386a752e8d33a525b1762af61cae6ef093e75e4fbd9d7b5f5b380f1607e4f2e18f47bf96a84131,Y,1,0.3016576818638138,0.6983423181361862,primary_conservative_holdout_interpretation_sample
1214,4bd8d810690f9448b54f0e92b517193195d5ce24ccffed6d01f8bd20bb5db009a9ea41a25a8fa7a91189fa8b8dd8a6c1c4ee56935e3a7a427cda687a7f8bc7a3,N,0,0.4597807329758059,0.5402192670241941,primary_conservative_holdout_interpretation_sample
1219,1c66eb14307752fe2d4311264f380ffdd24f9efa583570e1cba2746cfc9cbf219e06a5b0fa395dfa733476b90158045df42f27b4b1376b1a397980693e1d9170,Y,1,0.9468695969427178,0.05313040305728223,primary_conservative_holdout_interpretation_sample
1232,706a77d4fe0ccb1d8c23a2c8f4020aa518e006690ee381c1f3cfbf8a0da7045d77b58bbd87ca66f7d241cd180d544fb85e14bc06e9791c1232c5ec6a56632b9c,N,0,0.9251306897305807,0.07486931026941934,primary_conservative_holdout_interpretation_sample
1241,eeb30b1ab2c61535ef9051e2860e7c8cf6b982e0fe44d0354679c94e2d4fd73705d4cc03f257480e52e487463ad8ea294a9c6df1b87336e04d66a8ae20a4dbe4,Y,1,0.37924756895930684,0.6207524310406931,primary_conservative_holdout_interpretation_sample
1242,c02ac0c4658df7438b9d4f600dcf37f789e30181ddff1e4db20979eaf3f848aad3cccdf080bfa49f1f1b655ac9a99bddcd045ce8f5eb7bc626394aa795072f20,Y,1,0.8252526190813544,0.1747473809186456,primary_conservative_holdout_interpretation_sample
1244,03e4a4b5aeaf13a6407f0bf3ffa3e6dc9767a45178fb4db9e36d1256770fdd2e6ed1f8a79b126297775670b6e4db4aa05bf7f630265daae9873288f33505f580,N,0,0.6312375921829867,0.3687624078170133,primary_conservative_holdout_interpretation_sample
1245,80fd4f70438993a7958e844eca16e40d63e6bf16acda68e4c73ee8b68e86fc79c5d2059470d496456b081cd229b1b221208fd6f35b4a76c385eb0d0336926fce,Y,1,0.5800074575404696,0.41999254245953044,primary_conservative_holdout_interpretation_sample
