feature,age,alloc_dur_코미디,alloc_ratio_액션,billing_method,country_entropy_norm,daily_watch_slope,days_since_last_watch_to_obs_end,discount_sensitive_risk,family_2screen_lifestyle,front_loaded_ratio,has_content_feature,has_prior_churn_prevention_benefit,has_usage_feature,has_watch_obs,is_100won,is_churn_prevented,is_promotion,is_user_verified,late_ratio,max_screen,metadata_covered_watch_ratio,metadata_missing_watch_ratio,no_content_feature_flag,no_usage_feature_flag,no_watch_obs_flag,only_week1_flag,premium_action_trial_risk,price,promo2_family_lifestyle_candidate,promo_x_1screen,promo_x_2screen,promo_x_4screen,rating_dur_국민학생관람불가,rating_ratio_12세,screen_1_flag,screen_2_flag,screen_4_flag,stable_2screen_active,tag_dur_코미디,total_sessions,total_watch_time,unique_contents,unique_days,usable_metadata_watch_ratio,w3_minus_w1_watch_time,week1_ratio,week1_watch_time,week2_ratio,week2_watch_time,week3_ratio,week3_watch_time
is_100won,-0.11384091779556738,-0.009338464701374288,-0.015788460171490496,0.08067760074875609,-0.00743570076532101,0.008424223135624406,-0.014887947281672179,0.1537314768146594,-0.05401884039422677,-0.00715507874529429,-0.005674011570115,-0.12917335816909734,-0.005674011570115,-0.005674011570115,1.0,-0.12917335816909734,1.0,0.39666383464320176,0.011217554086925659,0.07972495336633806,-0.0045393197406964365,-0.02256877657780592,0.005674011570115,0.005674011570115,0.005674011570115,-0.006126808894272143,0.1840117136435011,-0.5340270290161808,0.12748149297533937,0.6134759652912866,0.27463285556794315,0.323754564549385,-0.002492268946734005,-0.008105781480237217,-0.03649668530562273,-0.1182897127966109,0.17380373635845892,-0.06197539769492492,-0.008108909544290832,-0.003462561077851953,-0.002941418693321245,-0.006091108683079808,9.300047213231208e-06,-0.0045393197406964365,0.008424223135624406,-0.00715507874529429,-0.0031222947870101847,-0.007365500597702559,-8.789162527106876e-05,0.011217554086925659,0.009449258374908348
is_churn_prevented,-0.020036708911426948,0.005705707289135441,0.011669944603161272,0.0057770278951074115,-0.0029096271253970935,-0.0012554145678981394,0.002167722351610143,-0.023334170938255783,0.005319211653979856,0.006672874828699075,0.0029878303642409316,1.0,0.0029878303642409316,0.0029878303642409316,-0.12917335816909734,1.0,-0.12917335816909734,0.03878096351090469,0.004145670574260318,-0.003673332618580074,0.003563571749568165,-0.011535608916101139,-0.0029878303642409316,-0.0029878303642409316,-0.0029878303642409316,0.005133351193635465,-0.023013777352852566,0.2110747175760274,-0.01334285374400485,-0.07751200587703912,-0.03529223848671663,-0.04440591665268857,-0.002608621742442532,0.007448330557685131,-0.0038161675020355864,0.026195122570948436,-0.02322396581603271,0.01901816314318911,0.004690259326836109,0.0007298228111692731,0.0016284073939809801,-0.0009186157217475473,0.0058405362660581325,0.003563571749568165,-0.0012554145678981394,0.006672874828699075,0.008566347824818344,-0.0008137503942082167,0.0016396600060242944,0.004145670574260318,0.00222055598588744
is_promotion,-0.11384091779556738,-0.009338464701374288,-0.015788460171490496,0.08067760074875609,-0.00743570076532101,0.008424223135624406,-0.014887947281672179,0.1537314768146594,-0.05401884039422677,-0.00715507874529429,-0.005674011570115,-0.12917335816909734,-0.005674011570115,-0.005674011570115,1.0,-0.12917335816909734,1.0,0.39666383464320176,0.011217554086925659,0.07972495336633806,-0.0045393197406964365,-0.02256877657780592,0.005674011570115,0.005674011570115,0.005674011570115,-0.006126808894272143,0.1840117136435011,-0.5340270290161808,0.12748149297533937,0.6134759652912866,0.27463285556794315,0.323754564549385,-0.002492268946734005,-0.008105781480237217,-0.03649668530562273,-0.1182897127966109,0.17380373635845892,-0.06197539769492492,-0.008108909544290832,-0.003462561077851953,-0.002941418693321245,-0.006091108683079808,9.300047213231208e-06,-0.0045393197406964365,0.008424223135624406,-0.00715507874529429,-0.0031222947870101847,-0.007365500597702559,-8.789162527106876e-05,0.011217554086925659,0.009449258374908348
is_user_verified,-0.19475848367285367,-0.00030337066747554133,-0.00984689113405911,0.012044822298157136,-0.007897239246929807,0.006435419344884599,-0.004650637498308847,0.06097971709866526,0.007459654576678034,-0.0034912848501704626,0.004904871708913658,0.03878096351090469,0.004904871708913658,0.004904871708913658,0.39666383464320176,0.03878096351090469,0.39666383464320176,1.0,0.013143870861253798,0.051931220982500366,0.005519537685267968,-0.012341852784513392,-0.004904871708913658,-0.004904871708913658,-0.004904871708913658,0.006161272259233216,0.07299079195309792,-0.0453413163028165,0.05056729784963851,0.24334372885388145,0.10893692160859293,0.12842172705739904,-0.010680510931606216,-0.006540547588875108,-0.04317161956757866,-0.0038546361219223644,0.05952390259602385,0.003251282241819493,-0.0003260563438553625,0.0052608060865203775,-0.0016717834692715823,0.0025033427759469764,0.0051117423812014244,0.005519537685267968,0.006435419344884599,-0.0034912848501704626,-0.003804074697819387,-0.0044984158263681445,-0.0006003882387938829,0.013143870861253798,0.008024377104074014
late_ratio,0.006900986631934359,0.25676017734117484,0.22123631499575253,-0.005260075218647559,0.2992633686024349,0.6213082910376395,-0.261732529791942,0.2596308596984307,0.06081365559430809,-0.13976795936352399,0.4686169120746503,0.004145670574260318,0.4686169120746503,0.4686169120746503,0.011217554086925659,0.004145670574260318,0.011217554086925659,0.013143870861253798,1.0,-0.004029519312548238,0.4677661973938285,0.010246009202406793,-0.4686169120746503,-0.4686169120746503,-0.4686169120746503,-0.31237066350253573,0.1259226089725695,-0.003501240679780854,0.04151157775640144,0.00900757079860836,0.0027192730097390853,0.000976590089864813,0.010378626095289188,0.20442417642302552,0.004697565810425052,-0.004786367426089008,-0.0008885851113980353,0.07420608903649678,0.2583998457584225,0.42286645627199304,0.4124436141696789,0.4102763985710797,0.43111097759065975,0.4677661973938285,0.6213082910376395,-0.13976795936352399,0.014328894862574854,-0.06835221071178871,0.07233102889073231,1.0,0.8755204472074517
max_screen,-0.0678017629754902,3.2110188824545154e-05,-0.014067015221236353,-0.0054290571817958285,-0.016623896945078175,0.0013152160499069136,0.006250513135902746,0.31228071102797217,0.18634042678490187,-0.004943154244948229,-0.004646068648633255,-0.003673332618580074,-0.004646068648633255,-0.004646068648633255,0.07972495336633806,-0.003673332618580074,0.07972495336633806,0.051931220982500366,-0.004029519312548238,1.0,-0.00506323047627988,0.008393782285707715,0.004646068648633255,0.004646068648633255,0.004646068648633255,-0.0005044701343150135,0.3737901304581015,0.09105917521211919,0.13892034055457475,-0.5776546784934674,0.29927551782245226,0.6576552031561087,-0.014891034027763353,-0.0017941678578873748,-0.971779334901306,0.4557640931545789,0.7574703804674255,0.27682831965343874,-0.00011138780328870423,-0.0017310323195393182,-0.005029671926335775,-0.0033096224128484003,-0.00274830044073119,-0.00506323047627988,0.0013152160499069136,-0.004943154244948229,-0.0065169944611077335,0.0016162768580130148,0.000527373325040774,-0.004029519312548238,-0.005362655525989113
metadata_covered_watch_ratio,0.0012722630108575465,0.4066305800549976,0.46297513758507736,0.0001187999495172676,0.5123843592677717,-0.008777237766388247,0.5483346061121595,0.08740939290912461,0.09650643772904557,0.46860736315570234,0.9987445296302131,0.003563571749568165,0.9987445296302131,0.9987445296302131,-0.0045393197406964365,0.003563571749568165,-0.0045393197406964365,0.005519537685267968,0.4677661973938285,-0.00506323047627988,1.0,-0.03941576463356745,-0.9987445296302131,-0.9987445296302131,-0.9987445296302131,0.1417026245476935,0.10462627765644647,0.002969596629843109,0.072484049064054,-0.0003734473419744187,-2.2787500866918247e-05,-0.005922522926956375,0.028119656475458457,0.40734088781899047,0.0065745649676054565,-0.008549586993285506,0.000743086892172871,0.14342116017854348,0.40665305794708134,0.6600930325066214,0.6589959050921116,0.6613244640770075,0.6635565568957655,1.0,-0.008777237766388247,0.46860736315570234,0.4680802788613244,0.46208886526180715,0.4614997937624741,0.4677661973938285,0.46708306737892075
metadata_missing_watch_ratio,0.0073762111195610075,0.026050853715635768,0.008060566574368462,0.002687785583011897,0.007816519648808916,0.0072161300752966225,-0.006334577666231041,-0.004378897105142435,0.009499576011744695,-0.0002501544067460946,0.010688350527791466,-0.011535608916101139,0.010688350527791466,0.010688350527791466,-0.02256877657780592,-0.011535608916101139,-0.02256877657780592,-0.012341852784513392,0.010246009202406793,0.008393782285707715,-0.03941576463356745,1.0,-0.010688350527791466,-0.010688350527791466,-0.010688350527791466,0.003175021588339164,-0.005241401285419708,0.0033644630931179303,-0.0036311909058283263,-0.011452066751393156,-0.0078226596214471,-0.009221845485756532,-0.0014086939428351868,-0.007271095795197706,-0.011531435270631007,0.016558848913229476,-0.0029815323256680406,0.01310045057031057,0.026032588800162484,0.02836249708763733,0.026116394184892342,0.03132155972222398,0.017465635691958265,-0.03941576463356745,0.0072161300752966225,-0.0002501544067460946,0.007176371750276448,0.01078010629399832,0.021169998875962267,0.010246009202406793,0.020700521241884158
no_content_feature_flag,-0.001642942162382635,-0.4082296070909899,-0.4637128190492797,-0.0002535974616992811,-0.5131454215441129,0.008421794543981441,-0.5484120855661913,-0.08725284984479298,-0.09705216079106237,-0.4689324431161981,-1.0,-0.0029878303642409316,-1.0,-1.0,0.005674011570115,-0.0029878303642409316,0.005674011570115,-0.004904871708913658,-0.4686169120746503,0.004646068648633255,-0.9987445296302131,-0.010688350527791466,1.0,1.0,1.0,-0.14196387681594222,-0.1044389005615045,-0.0031404407394390026,-0.07235423606824189,0.0009478287157312942,0.00041497351979045006,0.006389104653823813,-0.02806929647356258,-0.40726984317451226,-0.00600118957826206,0.007725590212447044,-0.0005941451363840448,-0.14418120133178752,-0.4082511856631231,-0.6619905190040175,-0.660780016660279,-0.663371184946793,-0.6649102520332403,-0.9987445296302131,0.008421794543981441,-0.4689324431161981,-0.46877729187359174,-0.46296225925885426,-0.46289363387022264,-0.4686169120746503,-0.4684574065717711
no_usage_feature_flag,-0.001642942162382635,-0.4082296070909899,-0.4637128190492797,-0.0002535974616992811,-0.5131454215441129,0.008421794543981441,-0.5484120855661913,-0.08725284984479298,-0.09705216079106237,-0.4689324431161981,-1.0,-0.0029878303642409316,-1.0,-1.0,0.005674011570115,-0.0029878303642409316,0.005674011570115,-0.004904871708913658,-0.4686169120746503,0.004646068648633255,-0.9987445296302131,-0.010688350527791466,1.0,1.0,1.0,-0.14196387681594222,-0.1044389005615045,-0.0031404407394390026,-0.07235423606824189,0.0009478287157312942,0.00041497351979045006,0.006389104653823813,-0.02806929647356258,-0.40726984317451226,-0.00600118957826206,0.007725590212447044,-0.0005941451363840448,-0.14418120133178752,-0.4082511856631231,-0.6619905190040175,-0.660780016660279,-0.663371184946793,-0.6649102520332403,-0.9987445296302131,0.008421794543981441,-0.4689324431161981,-0.46877729187359174,-0.46296225925885426,-0.46289363387022264,-0.4686169120746503,-0.4684574065717711
no_watch_obs_flag,-0.001642942162382635,-0.4082296070909899,-0.4637128190492797,-0.0002535974616992811,-0.5131454215441129,0.008421794543981441,-0.5484120855661913,-0.08725284984479298,-0.09705216079106237,-0.4689324431161981,-1.0,-0.0029878303642409316,-1.0,-1.0,0.005674011570115,-0.0029878303642409316,0.005674011570115,-0.004904871708913658,-0.4686169120746503,0.004646068648633255,-0.9987445296302131,-0.010688350527791466,1.0,1.0,1.0,-0.14196387681594222,-0.1044389005615045,-0.0031404407394390026,-0.07235423606824189,0.0009478287157312942,0.00041497351979045006,0.006389104653823813,-0.02806929647356258,-0.40726984317451226,-0.00600118957826206,0.007725590212447044,-0.0005941451363840448,-0.14418120133178752,-0.4082511856631231,-0.6619905190040175,-0.660780016660279,-0.663371184946793,-0.6649102520332403,-0.9987445296302131,0.008421794543981441,-0.4689324431161981,-0.46877729187359174,-0.46296225925885426,-0.46289363387022264,-0.4686169120746503,-0.4684574065717711
only_week1_flag,0.004020658115550788,-0.08740421728905345,0.0003645097912799839,0.010726924093044663,-0.07412048553033772,-0.306702746335691,0.49614905949570937,-0.058161005068812735,-0.030354971308292532,0.5089100750282848,0.14196387681594222,0.005133351193635465,0.14196387681594222,0.14196387681594222,-0.006126808894272143,0.005133351193635465,-0.006126808894272143,0.006161272259233216,-0.31237066350253573,-0.0005044701343150135,0.1417026245476935,0.003175021588339164,-0.14196387681594222,-0.14196387681594222,-0.14196387681594222,1.0,-0.026417047150736315,0.00880240913183484,-0.0014787908715275186,-0.002951761255226273,-0.008726873948710674,0.00310154732183497,-0.006910597107095668,-0.00981112587195843,0.001500651758590119,-0.004042573770720425,0.0024143782922623758,-0.0667861857418844,-0.08838368020030633,-0.149515120992727,-0.11579317136792101,-0.1390043536309034,-0.17877938907457808,0.1417026245476935,-0.306702746335691,0.5089100750282848,0.1884890810078656,-0.30860138500141043,-0.3085556406895266,-0.31237066350253573,-0.3122643403236601
premium_action_trial_risk,-0.06296531011651023,0.040605786036172486,0.1511048139496453,0.04008663237613318,0.07260892181849166,0.08652809105933609,0.008109356804708387,0.4926779237957568,-0.04759287403611613,0.007868077775097538,0.1044389005615045,-0.023013777352852566,0.1044389005615045,0.1044389005615045,0.1840117136435011,-0.023013777352852566,0.1840117136435011,0.07299079195309792,0.1259226089725695,0.3737901304581015,0.10462627765644647,-0.005241401285419708,-0.1044389005615045,-0.1044389005615045,-0.1044389005615045,-0.026417047150736315,1.0,-0.09826722874121513,-0.03548139490256837,-0.1707462195469045,-0.0764374229874387,0.5683679360617394,-0.008609981260068043,0.07874470656884003,-0.28724366623489517,-0.11640588921012435,0.49347161301203646,-0.0707042243823137,0.04212380481479064,0.1081520776172102,0.11680282100949238,0.10227947015786537,0.11056477294147758,0.10462627765644647,0.08652809105933609,0.007868077775097538,0.04196528536620851,0.04796840009382201,0.07485402645884123,0.1259226089725695,0.13213207631345797
