trial,mean_valid_auc,mean_train_auc,gap,overfit,n_estimators,max_depth,min_samples_leaf,max_features,class_weight
179,0.8675519581067469,0.9660236632105054,0.09847170510375847,True,788,20,8,0.5,balanced
143,0.8675516229378635,0.966031929975782,0.09848030703791855,True,781,20,8,0.5,balanced
177,0.8675498484329622,0.9574275184932766,0.08987767006031433,True,712,20,10,0.5,balanced
154,0.8675417286501508,0.9614372511899025,0.09389552253975175,True,676,19,9,0.5,balanced
108,0.8675410056187165,0.9614485644588793,0.09390755884016277,True,693,19,9,0.5,balanced
166,0.8675351468638416,0.961438828148111,0.0939036812842694,True,750,19,9,0.5,balanced
81,0.8675316270562629,0.9611155730652626,0.09358394600899977,True,709,18,9,0.5,balanced
136,0.867527196934023,0.9614476807462694,0.09392048381224638,True,726,19,9,0.5,balanced
123,0.867527196934023,0.9614476807462694,0.09392048381224638,True,726,19,9,0.5,balanced
40,0.8675152872009779,0.9701108169643693,0.10259552976339137,True,442,18,7,0.5,balanced
56,0.8675149755760737,0.9536112594475341,0.0860962838714604,True,476,20,11,0.5,balanced
61,0.8675090899137938,0.9537120942604739,0.08620300434668005,True,590,20,11,0.5,balanced
74,0.8675075093139009,0.9614447439367602,0.0939372346228593,True,740,19,9,0.5,balanced
82,0.8675053963292256,0.9611170839499634,0.0936116876207378,True,712,18,9,0.5,balanced
57,0.8675014958939832,0.953715116598058,0.08621362070407479,True,591,20,11,0.5,balanced
140,0.8674964341659059,0.9611093562063193,0.09361292204041338,True,749,18,9,0.5,balanced
79,0.8674941989242324,0.9574548220578784,0.08996062313364594,True,620,20,10,0.5,balanced
73,0.8674879265730784,0.9499037382190801,0.08241581164600176,True,693,18,12,0.5,balanced
125,0.8674843276724633,0.9611201280847771,0.09363580041231379,True,741,18,9,0.5,balanced
12,0.8674697567689048,0.9422349542565763,0.07476519748767152,True,277,10,9,0.5,balanced
51,0.8674617944539907,0.9536080429016722,0.08614624844768148,True,469,20,11,0.5,balanced
145,0.8674578323559456,0.9614530919206622,0.09399525956471655,True,631,19,9,0.5,balanced
160,0.8674558073283721,0.9535633060484386,0.08610749872006651,True,758,19,11,0.5,balanced
41,0.8674438039799812,0.9701136037544668,0.10266979977448554,True,528,18,7,0.5,balanced
44,0.8674392786132173,0.9700925736380303,0.10265329502481291,True,432,18,7,0.5,balanced
55,0.8674298282976842,0.94963034395723,0.08220051565954578,True,503,17,12,0.5,balanced
126,0.8674257254963347,0.9535803809869934,0.0861546554906587,True,711,19,11,0.5,balanced
23,0.8674200433738386,0.9508474404499523,0.08342739707611369,True,331,11,8,0.5,balanced
175,0.8673490970221917,0.950730761079383,0.08338166405719138,True,741,14,11,0.5,balanced
116,0.8673305830799997,0.970715954100862,0.10338537102086232,True,774,19,7,0.5,balanced
78,0.8673154129786482,0.949229566997057,0.08191415401840874,True,563,16,12,0.5,balanced
70,0.8672835846702563,0.9465240601577254,0.07924047548746904,True,648,17,13,0.5,balanced
27,0.8672807088536105,0.9455396425940764,0.07825893374046589,True,465,11,10,0.5,balanced
106,0.8672670206391329,0.9707328552472468,0.10346583460811398,True,696,19,7,0.5,balanced
156,0.8672659579542475,0.9573276982200298,0.09006174026578229,True,741,19,10,0.5,balanced
21,0.8672434186220297,0.9620756652635636,0.09483224664153389,True,330,12,6,0.5,balanced
168,0.8672317576774093,0.9573378855942802,0.09010612791687089,True,716,19,10,0.5,balanced
127,0.8672312055675746,0.971577287728319,0.10434608216074437,True,683,15,6,0.5,balanced
150,0.8671940123147657,0.9709974571050836,0.10380344479031789,True,783,20,7,0.5,balanced
84,0.8671869446185265,0.9464874780416566,0.07930053342313004,True,738,17,13,0.5,balanced
135,0.8671415228321449,0.9709815054476131,0.10383998261546823,True,748,20,7,0.5,balanced
33,0.8671227925095726,0.96627690380101,0.09915411129143736,True,348,13,6,0.5,balanced
13,0.8671089182906148,0.9385796612226779,0.07147074293206312,True,629,13,15,0.5,balanced
8,0.8671057761502408,0.9658783461197193,0.09877256996947859,True,296,12,5,0.5,balanced
130,0.8671009201516959,0.9658018175059713,0.09870089735427534,True,701,19,8,0.5,balanced
142,0.867086271276243,0.9709785476275894,0.10389227635134635,True,734,20,7,0.5,balanced
114,0.8670604654094387,0.9658252170833206,0.09876475167388188,True,796,19,8,0.5,balanced
120,0.8670601257559879,0.9658270295977575,0.09876690384176956,True,791,19,8,0.5,balanced
72,0.8670537295186573,0.943777653448812,0.0767239239301547,True,753,19,14,0.5,balanced
188,0.8670427893631878,0.9709816533079293,0.1039388639447415,True,708,20,7,0.5,balanced
22,0.8670388531039404,0.9402161304289202,0.0731772773249798,True,395,10,10,0.5,balanced
65,0.8670247445663323,0.9437901739360355,0.07676542936970321,True,706,19,14,0.5,balanced
190,0.8670211187583121,0.9658099315770053,0.09878881281869323,True,752,19,8,0.5,balanced
60,0.8670136233989858,0.9438567233681988,0.07684309996921301,True,673,20,14,0.5,balanced
54,0.8670131716313481,0.9359467593945684,0.06893358776322034,True,603,19,17,0.5,balanced
174,0.867012363393132,0.9709774004426277,0.10396503704949567,True,700,20,7,0.5,balanced
129,0.8670082348580543,0.970989010638533,0.10398077578047871,True,662,20,7,0.5,balanced
31,0.8670020700839846,0.9553749500668879,0.08837287998290333,True,350,12,8,0.5,balanced
110,0.8669977296530942,0.9761441000975338,0.10914637044443964,True,782,20,6,0.5,balanced
42,0.8669731025093583,0.9657079125755686,0.09873481006621032,True,536,19,8,0.5,balanced
99,0.8669663093878069,0.9761444023129358,0.10917809292512881,True,768,20,6,0.5,balanced
53,0.8669621713755584,0.9438800753563253,0.07691790398076692,True,545,20,14,0.5,balanced
19,0.8669424848765782,0.94610119840851,0.07915871353193182,True,412,16,13,0.5,balanced
159,0.8668965227523516,0.9761225775609234,0.10922605480857173,True,711,20,6,0.5,balanced
43,0.8668510886859442,0.946763248425273,0.07991215973932886,True,491,19,13,0.5,balanced
15,0.8668290145225315,0.9349821784337256,0.06815316391119408,True,628,14,17,0.5,balanced
69,0.8668177880203844,0.9383536482805883,0.07153586026020387,True,726,19,16,0.5,balanced
25,0.8667415461825808,0.9552731867003427,0.08853164051776186,True,214,10,4,0.5,balanced
17,0.8665103408782773,0.928782435792591,0.062272094914313736,True,580,14,20,0.5,balanced
46,0.866466472731849,0.9815353870197521,0.11506891428790311,True,522,20,5,0.5,balanced
172,0.8664287464811519,0.931463074465398,0.06503432798424613,True,723,20,19,0.5,balanced
18,0.8664122132814296,0.9332366849044738,0.06682447162304417,True,722,9,10,0.5,balanced
198,0.8663382309474542,0.9605180839188068,0.09417985297135256,True,762,19,9,0.5,
68,0.8663030946747616,0.9483892563810852,0.08208616170632355,True,777,17,12,0.5,
66,0.8662971881662876,0.9312951958770398,0.06499800771075215,True,648,16,19,0.5,balanced
80,0.8662736764536397,0.9452266049415081,0.07895292848786839,True,652,19,13,0.5,
37,0.8661627524581345,0.9523856154076438,0.08622286294950932,True,203,12,9,0.5,
169,0.8661562305215778,0.9256813511479942,0.05952512062641646,True,735,20,22,0.5,balanced
97,0.8661346137577794,0.9605980990351405,0.09446348527736104,True,785,20,9,0.5,
49,0.8661306897785576,0.9592960408745006,0.09316535109594304,True,146,16,9,0.5,balanced
11,0.8659153708276541,0.9478000320716007,0.08188466124394655,True,259,10,7,0.5,
29,0.8658197004060346,0.9683174177546056,0.10249771734857094,True,439,11,4,0.5,
32,0.8657972579475187,0.9313239243698422,0.06552666642232352,True,273,9,11,0.5,balanced
164,0.8656815237626809,0.9652209400282473,0.0995394162655664,True,106,20,8,0.5,balanced
34,0.8655406878932006,0.9840948524755415,0.11855416458234092,True,466,15,4,0.5,
48,0.8655114270874413,0.9699471458111854,0.10443571872374402,True,424,18,7,0.5,
16,0.8653870255995946,0.9197967832074557,0.05440975760786115,True,800,8,13,0.5,balanced
187,0.8652668299793469,0.917996353109948,0.052729523130601086,True,775,19,27,0.5,balanced
14,0.8652254174052363,0.9154485239251928,0.05022310651995654,True,625,8,17,0.5,balanced
26,0.8651538399557879,0.9264991572802674,0.061345317324479565,True,310,8,8,0.5,balanced
20,0.8651139967701514,0.918492675102103,0.053378678331951535,True,237,13,26,0.5,balanced
47,0.864357899206089,0.9935547241186043,0.12919682491251538,True,675,17,2,0.5,balanced
117,0.8643531212319738,0.9483009838526417,0.08394786262066789,True,705,20,9,sqrt,
139,0.8638916722478797,0.9435695114461999,0.07967783919832028,True,669,19,10,sqrt,
5,0.863147251963797,0.972483268366209,0.10933601640241197,True,185,11,2,sqrt,
176,0.8630587008109423,0.912508485927107,0.04944978511616471,True,678,7,9,0.5,balanced
167,0.8628225172510959,0.949956196015244,0.08713367876414801,True,770,20,8,log2,
39,0.8624852674938112,0.9549216331198854,0.09243636562607427,True,289,10,3,sqrt,
90,0.862071716425669,0.9534450005114918,0.09137328408582279,True,798,20,8,sqrt,balanced
77,0.8617313570411241,0.9436281220645168,0.08189676502339271,True,799,18,10,sqrt,balanced
1,0.8616112101642802,0.9977715351731685,0.1361603250088883,True,521,15,1,sqrt,
170,0.8614596896020716,0.948237170885333,0.08677748128326135,True,693,19,9,sqrt,balanced
109,0.8606835351855139,0.9685634355147869,0.10787990032927297,True,720,18,5,log2,balanced
3,0.8606236024766638,0.960801295103385,0.10017769262672116,True,419,17,6,log2,balanced
50,0.8606124902784524,0.9681566278707138,0.10754413759226134,True,249,18,5,log2,balanced
2,0.8605525761209778,0.9248290330366139,0.0642764569156361,True,313,12,13,log2,
45,0.8604244198937963,0.9551666827233006,0.09474226282950438,True,436,18,7,log2,balanced
59,0.8602315192443237,0.9238813252187216,0.06364980597439784,True,677,19,16,sqrt,balanced
38,0.860052019183905,0.9567295689556505,0.09667754977174559,True,378,14,6,log2,balanced
199,0.8599658153343759,0.9554975276020856,0.09553171226770973,True,774,20,7,log2,balanced
0,0.8598073610786485,0.9107377417729128,0.050930380694264255,True,362,20,22,sqrt,
137,0.8594943376306148,0.935831651303792,0.0763373136731772,True,716,20,11,log2,balanced
35,0.8593467740162432,0.9723759652167139,0.11302919120047072,True,396,11,1,log2,balanced
36,0.8588983233939471,0.9158335471704057,0.05693522377645854,True,330,9,12,sqrt,balanced
24,0.8586799345112499,0.8971015818936291,0.03842164738237919,True,358,6,8,0.5,balanced
76,0.8580996755069183,0.9229414350064126,0.06484175949949422,True,781,19,15,log2,balanced
4,0.8556765480341844,0.9006644185794788,0.044987870545294406,True,145,20,29,sqrt,balanced
89,0.8552768326106752,0.9028712339377091,0.04759440132703385,True,771,20,25,log2,balanced
9,0.8543461987456951,0.9067321968611713,0.052385998115476284,True,103,17,22,log2,balanced
30,0.8532320811489266,0.8921002572646742,0.038868176115747666,True,562,7,15,sqrt,balanced
118,0.8527651594069237,0.8794874994203026,0.02672234001337892,False,748,5,7,0.5,balanced
7,0.8462410032162013,0.8810118407204021,0.034770837504200736,True,162,6,2,log2,balanced
6,0.8454805552360414,0.869256651789953,0.023776096553911663,False,483,6,30,log2,
28,0.8341807901257695,0.8484890931215878,0.014308302995818312,False,495,4,11,sqrt,balanced
148,0.8300422136377353,0.8409081169335995,0.010865903295864121,False,751,3,8,0.5,balanced
10,0.8300373116198394,0.8408592055053614,0.010821893885522016,False,762,3,10,0.5,balanced
