feature_set_name,original_feature_name,safe_model_feature_name,role,use_as_feature,AARRR_stage,feature_family,timing_family,source_table_or_source,caveat_flag,caveat_reason,downstream_allowed_scope,notes,mapping_basis,mapping_confidence,needs_user_review
expanded_feature_set,historical_war_ratio,historical_war_ratio,feature,True,Retention_context,content_preference_context,observation_window_aggregate,"View_History_v2, Movie_Master_v2, User_Mapping_v2",True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,horror_ratio,horror_ratio,feature,True,Retention_context,content_preference_context,observation_window_aggregate,"View_History_v2, Movie_Master_v2, User_Mapping_v2",True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,is_basic,is_basic,feature,True,Acquisition_context,membership_context,registration_or_payment_context,max_screen,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,is_churn_prevented,is_churn_prevented,feature,True,Retention_context,historical_churn_prevention_context,historical_context,membership/source master,True,Historical ever-benefited churn prevention flag; do not interpret as current-cycle outcome.,all_06x_scopes_subject_to_scope_policy,expanded context/history feature,explicit user rule + 06x schema caveat,high,0
expanded_feature_set,is_cold_start_3d_fixed,is_cold_start_3d_fixed,feature,True,Activation,onboarding_cold_start_fixed,day0_early_observation,View_History_v2 + User_Mapping_v2 + source master hotfix,True,Fixed cold_start feature generated from row-level first watch timing; original cold_start fields are not model features.,all_06x_scopes_subject_to_scope_policy,fixed replacement used,explicit user rule + 05y formula validation + 06x hotfix,high,0
expanded_feature_set,is_cold_start_7d_fixed,is_cold_start_7d_fixed,feature,True,Activation,onboarding_cold_start_fixed,day0_early_observation,View_History_v2 + User_Mapping_v2 + source master hotfix,True,Fixed cold_start feature generated from row-level first watch timing; original cold_start fields are not model features.,all_06x_scopes_subject_to_scope_policy,fixed replacement used,explicit user rule + 05y formula validation + 06x hotfix,high,0
expanded_feature_set,is_female,is_female,feature,True,Needs_user_review,profile_context_needs_review,membership_context,gender,False,,all_06x_scopes_subject_to_scope_policy,Name alone does not prove an AARRR stage; left for user review.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,low,1
expanded_feature_set,is_male,is_male,feature,True,Needs_user_review,profile_context_needs_review,membership_context,gender,False,,all_06x_scopes_subject_to_scope_policy,Name alone does not prove an AARRR stage; left for user review.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,low,1
expanded_feature_set,is_only_w1,is_only_w1,feature,True,Activation,early_week1_watch_behavior,week1,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,high,0
expanded_feature_set,is_only_w2,is_only_w2,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,is_only_w3,is_only_w3,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,is_premium,is_premium,feature,True,Acquisition_context,membership_context,registration_or_payment_context,max_screen,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,is_standard,is_standard,feature,True,Acquisition_context,membership_context,registration_or_payment_context,max_screen,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,is_user_verified,is_user_verified,feature,True,Needs_user_review,profile_context_needs_review,membership_context,Membership_v2.is_user_verified,False,,all_06x_scopes_subject_to_scope_policy,Name alone does not prove an AARRR stage; left for user review.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,low,1
expanded_feature_set,is_w1_over_50pct,is_w1_over_50pct,feature,True,Activation,early_week1_watch_behavior,week1,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,high,0
expanded_feature_set,is_w2_over_50pct,is_w2_over_50pct,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,is_w3_over_50pct,is_w3_over_50pct,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,max_daily_sessions,max_daily_sessions,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,max_daily_watch_time(min),max_daily_watch_time_min,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,max_day_share,max_day_share,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,max_inactive_gap_days,max_inactive_gap_days,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,max_watch_time(min),max_watch_time_min,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,median_watch_time(min),median_watch_time_min,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,movie_per_active_day,movie_per_active_day,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,new_movie_in_180d_ratio,new_movie_in_180d_ratio,feature,True,Retention_context,content_preference_context,observation_window_aggregate,"View_History_v2, Movie_Master_v2, User_Mapping_v2",False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,new_movie_in_365d_ratio,new_movie_in_365d_ratio,feature,True,Retention_context,content_preference_context,observation_window_aggregate,"View_History_v2, Movie_Master_v2, User_Mapping_v2",False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,new_movie_in_90d_ratio,new_movie_in_90d_ratio,feature,True,Retention_context,content_preference_context,observation_window_aggregate,"View_History_v2, Movie_Master_v2, User_Mapping_v2",False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,old_movie_ratio(5y),old_movie_ratio_5y,feature,True,Retention_context,content_preference_context,observation_window_aggregate,source master old_movie_ratio(5y); Movie_Master_v2 used for caveat only,True,Use Kwangil master value as-is; raw Movie_Master reconstruction has 9-row mismatch caveat.,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,other_ratio,other_ratio,feature,True,Retention_context,content_preference_context,observation_window_aggregate,"View_History_v2, Movie_Master_v2, User_Mapping_v2",True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,payment_is_android,payment_is_android,feature,True,Acquisition_context,membership_context,registration_or_payment_context,payment_device,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,payment_is_ios,payment_is_ios,feature,True,Acquisition_context,membership_context,registration_or_payment_context,payment_device,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,payment_is_mobile,payment_is_mobile,feature,True,Acquisition_context,membership_context,registration_or_payment_context,payment_device,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,payment_is_pc,payment_is_pc,feature,True,Acquisition_context,membership_context,registration_or_payment_context,payment_device,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,recency,recency,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,reg_hour_afternoon,reg_hour_afternoon,feature,True,Acquisition_context,membership_context,registration_or_payment_context,reg_hour,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,reg_hour_evening,reg_hour_evening,feature,True,Acquisition_context,membership_context,registration_or_payment_context,reg_hour,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,reg_hour_morning,reg_hour_morning,feature,True,Acquisition_context,membership_context,registration_or_payment_context,reg_hour,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,reg_hour_night,reg_hour_night,feature,True,Acquisition_context,membership_context,registration_or_payment_context,reg_hour,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,reg_is_weekend,reg_is_weekend,feature,True,Acquisition_context,membership_context,registration_or_payment_context,reg_date,False,,all_06x_scopes_subject_to_scope_policy,Context feature only; not a causal acquisition measurement.,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,retention_w2_ratio,retention_w2_ratio,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,retention_w3_ratio,retention_w3_ratio,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,romance_ratio,romance_ratio,feature,True,Retention_context,content_preference_context,observation_window_aggregate,"View_History_v2, Movie_Master_v2, User_Mapping_v2",True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,sf_fantasy_ratio,sf_fantasy_ratio,feature,True,Retention_context,content_preference_context,observation_window_aggregate,"View_History_v2, Movie_Master_v2, User_Mapping_v2",True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,std_watch_time(min),std_watch_time_min,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,thriller_crime_ratio,thriller_crime_ratio,feature,True,Retention_context,content_preference_context,observation_window_aggregate,"View_History_v2, Movie_Master_v2, User_Mapping_v2",True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,total_watch_count,total_watch_count,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,total_watch_time(min),total_watch_time_min,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,unique_movie,unique_movie,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,watch_days,watch_days,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,watch_per_day,watch_per_day,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,watch_ratio_under_1m,watch_ratio_under_1m,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,True,Official dictionary uses <= 1 minute and <= 5 minutes thresholds.,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,watch_ratio_under_5m,watch_ratio_under_5m,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,True,Official dictionary uses <= 1 minute and <= 5 minutes thresholds.,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,watch_session_w1,watch_session_w1,feature,True,Activation,early_week1_watch_behavior,week1,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,high,0
expanded_feature_set,watch_session_w2,watch_session_w2,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,watch_session_w3,watch_session_w3,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,watch_time(min)_w1,watch_time_min_w1,feature,True,Activation,early_week1_watch_behavior,week1,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,high,0
expanded_feature_set,watch_time(min)_w2,watch_time_min_w2,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,watch_time(min)_w3,watch_time_min_w3,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,weekend_watch_ratio,weekend_watch_ratio,feature,True,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,View_History_v2 grouped by USER_NUM/USER_KEY within observation window,False,,all_06x_scopes_subject_to_scope_policy,,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,medium,0
expanded_feature_set,USER_KEY,USER_KEY,group_key,False,Identifier,identifier,not_time_bound,membership/source master,False,"USER_KEY is an identifier and group key, not a model feature.",grouping_or_join_only_not_model_feature,identifier only,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,high,0
expanded_feature_set,is_promotion,is_promotion,scope_conditional_feature,True,Acquisition,acquisition_split_key,membership_context,membership/source master,True,"Allowed as a feature only for overall_with_promotion; excluded for overall_without_promotion, promotion_only, and nonpromotion_only.",overall_with_promotion_only,split key and scope-conditional feature,explicit user rule + 06x_scope_feature_policy,high,0
expanded_feature_set,is_repurchase,is_repurchase,target,False,Revenue_proxy,target_proxy,post_observation_target,membership/source master,True,"is_repurchase is the target and may be described only as a Revenue proxy, not as a feature.",target_only_not_model_feature,target/proxy only,06x_model_feature_lists + 06x_schema + name_pattern_review + 05y_dictionary,high,0
