dataset_scope,ladder_step,model_name,fold,train_auc,valid_auc,train_valid_gap,valid_average_precision,valid_brier_score,train_row_count,valid_row_count,feature_count,warning
nonpromotion_only,L1_activation_safe,HistGradientBoosting,2,0.7764017903898153,0.6912211232058143,0.08518066718400097,0.8515934083819905,0.1600302678070149,8939,2236,6,
nonpromotion_only,L1_activation_safe,HistGradientBoosting,3,0.7740040131752153,0.7041003303132943,0.06990368286192095,0.8540219053893667,0.15843358559037352,8941,2234,6,
nonpromotion_only,L1_activation_safe,HistGradientBoosting,4,0.7721975245698464,0.7026779550563039,0.06951956951354243,0.8593182032273144,0.1589677961332984,8939,2236,6,
nonpromotion_only,L1_activation_safe,HistGradientBoosting,5,0.7695603993152259,0.7220061581036755,0.047554241211550385,0.8684847128656847,0.15404480408098672,8940,2235,6,
nonpromotion_only,L1_activation_safe,RandomForest,1,0.7358873435111678,0.701485027529794,0.03440231598137378,0.8624577910947017,0.15694918287327558,8941,2234,6,
nonpromotion_only,L1_activation_safe,RandomForest,2,0.7341159207630228,0.7158136863440308,0.018302234418992036,0.8687428193521141,0.1535203208543907,8939,2236,6,
nonpromotion_only,L1_activation_safe,RandomForest,3,0.7343932803971018,0.7115746776763726,0.02281860272072922,0.8604410015688324,0.1548182229508676,8941,2234,6,
nonpromotion_only,L1_activation_safe,RandomForest,4,0.7315411818672944,0.7191703806794021,0.012370801187892355,0.8732652098553533,0.15431469443414622,8939,2236,6,
nonpromotion_only,L1_activation_safe,RandomForest,5,0.7279219149248914,0.7403986852691794,-0.012476770344287957,0.8814953652161976,0.15083882964179024,8940,2235,6,
nonpromotion_only,L2_add_week2_retention,LogisticRegression,1,0.7653263885263025,0.7562327696885854,0.009093618837717088,0.8992266050600661,0.14959697682225764,8941,2234,13,
nonpromotion_only,L2_add_week2_retention,LogisticRegression,2,0.7693467591844179,0.7482788519420558,0.02106790724236207,0.887642293005978,0.1497272881389157,8939,2236,13,
nonpromotion_only,L2_add_week2_retention,LogisticRegression,3,0.7633582696079122,0.767091528962405,-0.0037332593544927573,0.9012026115411857,0.1466438148530098,8941,2234,13,
nonpromotion_only,L2_add_week2_retention,LogisticRegression,4,0.7654431829643539,0.7628399909427792,0.002603192021574663,0.9002220751211942,0.14971444329119613,8939,2236,13,
nonpromotion_only,L2_add_week2_retention,LogisticRegression,5,0.758442111394039,0.7814271062659701,-0.022984994871931064,0.9083876613785362,0.14486272599071762,8940,2235,13,
nonpromotion_only,L2_add_week2_retention,HistGradientBoosting,1,0.8851722748076082,0.7750823018645506,0.11008997294305756,0.9046773076876435,0.1456093179580039,8941,2234,13,
nonpromotion_only,L2_add_week2_retention,HistGradientBoosting,2,0.8850955367369806,0.7808406647116325,0.10425487202534811,0.9045233611914733,0.1451459400021715,8939,2236,13,
nonpromotion_only,L2_add_week2_retention,HistGradientBoosting,3,0.8869041945927248,0.7941480250317098,0.09275616956101507,0.9096185873881639,0.14093546290330405,8941,2234,13,
nonpromotion_only,L2_add_week2_retention,HistGradientBoosting,4,0.8883755231411823,0.8011078527207559,0.08726767042042638,0.9208579900210028,0.1409111693545633,8939,2236,13,
nonpromotion_only,L2_add_week2_retention,HistGradientBoosting,5,0.8835343945341857,0.8042464611902426,0.07928793334394313,0.9187562854765337,0.1396822661525992,8940,2235,13,
nonpromotion_only,L2_add_week2_retention,RandomForest,1,0.8157825291098165,0.7731852397397745,0.042597289370042035,0.9048318694983826,0.1455761916989493,8941,2234,13,
nonpromotion_only,L2_add_week2_retention,RandomForest,2,0.8152834945071039,0.7820584190731813,0.03322507543392261,0.9036700090892145,0.14298031842022893,8939,2236,13,
nonpromotion_only,L2_add_week2_retention,RandomForest,3,0.8096702894917354,0.8014708728255112,0.008199416666224146,0.9205857557071135,0.14016495606780544,8941,2234,13,
nonpromotion_only,L2_add_week2_retention,RandomForest,4,0.8108603349485253,0.7967581777313872,0.014102157217138034,0.9168302669570432,0.1421298294292813,8939,2236,13,
nonpromotion_only,L2_add_week2_retention,RandomForest,5,0.8086835119316022,0.8030705418954405,0.00561297003616168,0.9208803658839442,0.14158982521263472,8940,2235,13,
nonpromotion_only,L3_add_week3_retention,LogisticRegression,1,0.8158177517875854,0.805121791277827,0.010695960509758407,0.9268739756200188,0.14053200171493066,8941,2234,21,
nonpromotion_only,L3_add_week3_retention,LogisticRegression,2,0.8167615540108296,0.8037510147953013,0.013010539215528305,0.9209503113495711,0.13925572674990502,8939,2236,21,
nonpromotion_only,L3_add_week3_retention,LogisticRegression,3,0.8121458566942564,0.8224308935267661,-0.010285036832509697,0.9309950020876046,0.135112472266506,8941,2234,21,
nonpromotion_only,L3_add_week3_retention,LogisticRegression,4,0.8155557559001483,0.8073998597235338,0.008155896176614497,0.9262108235252681,0.14040526063421305,8939,2236,21,
nonpromotion_only,L3_add_week3_retention,LogisticRegression,5,0.8113688062540338,0.8228180286995039,-0.011449222445470086,0.9304899112289786,0.13575903941652268,8940,2235,21,
nonpromotion_only,L3_add_week3_retention,HistGradientBoosting,1,0.9238965011311314,0.8185980650076911,0.10529843612344036,0.9304112527686743,0.13585293807663507,8941,2234,21,
nonpromotion_only,L3_add_week3_retention,HistGradientBoosting,2,0.923559729631518,0.8216020235156374,0.10195770611588062,0.9260941259870805,0.13313603291706333,8939,2236,21,
nonpromotion_only,L3_add_week3_retention,HistGradientBoosting,3,0.9221237644782472,0.8394209620112065,0.08270280246704065,0.9360620032538094,0.12632470115823582,8941,2234,21,
nonpromotion_only,L3_add_week3_retention,HistGradientBoosting,4,0.9246895349656582,0.8282160036670698,0.09647353129858838,0.9314693593809772,0.13299984256910655,8939,2236,21,
nonpromotion_only,L3_add_week3_retention,HistGradientBoosting,5,0.9224128117733393,0.8361996366144134,0.0862131751589259,0.9365099710864222,0.1304603433276532,8940,2235,21,
nonpromotion_only,L3_add_week3_retention,RandomForest,1,0.8535205204558118,0.8172793552532199,0.03624116520259191,0.9297920662286212,0.13539802250474536,8941,2234,21,
nonpromotion_only,L3_add_week3_retention,RandomForest,2,0.8513519805790097,0.8257092521718,0.025642728407209714,0.9284156709258284,0.13177253127831792,8939,2236,21,
nonpromotion_only,L3_add_week3_retention,RandomForest,3,0.8482598408708484,0.842949685555456,0.005310155315392362,0.9416456511208929,0.12816961277471756,8941,2234,21,
nonpromotion_only,L3_add_week3_retention,RandomForest,4,0.8501583413125748,0.8303350619370302,0.019823279375544622,0.9332084597280905,0.1316976156142145,8939,2236,21,
nonpromotion_only,L3_add_week3_retention,RandomForest,5,0.8487636822188624,0.8370638930886006,0.011699789130261817,0.9374847670952468,0.1316224422359602,8940,2235,21,
nonpromotion_only,L4_all_conservative_behavior,LogisticRegression,1,0.8159394426860731,0.8048320621745386,0.011107380511534481,0.9268985962586436,0.14048238140214353,8941,2234,22,
nonpromotion_only,L4_all_conservative_behavior,LogisticRegression,2,0.8168113983638063,0.8037228490481636,0.013088549315642739,0.9208659461980195,0.13918836494374856,8939,2236,22,
nonpromotion_only,L4_all_conservative_behavior,LogisticRegression,3,0.812025823333546,0.8219277380229638,-0.009901914689417812,0.9307397703846301,0.13512365685036476,8941,2234,22,
nonpromotion_only,L4_all_conservative_behavior,LogisticRegression,4,0.8155801426729837,0.8073181238298789,0.008262018843104846,0.9260002866976862,0.14035027768894154,8939,2236,22,
nonpromotion_only,L4_all_conservative_behavior,LogisticRegression,5,0.8114195757959559,0.8228268701979611,-0.011407294402005164,0.9305027460634723,0.13560684900317455,8940,2235,22,
nonpromotion_only,L4_all_conservative_behavior,HistGradientBoosting,1,0.9250797068478688,0.819333446128633,0.10574626071923576,0.931775035871554,0.1349259595154296,8941,2234,22,
nonpromotion_only,L4_all_conservative_behavior,HistGradientBoosting,2,0.9263115662387582,0.8159191698284098,0.11039239641034837,0.9239967195706358,0.13443536595304237,8939,2236,22,
nonpromotion_only,L4_all_conservative_behavior,HistGradientBoosting,3,0.9224020926966953,0.8382471168083795,0.08415497588831578,0.9359987740430783,0.1268801079676658,8941,2234,22,
nonpromotion_only,L4_all_conservative_behavior,HistGradientBoosting,4,0.9271246889477488,0.8294243694462393,0.09770031950150948,0.9323323380175008,0.13260978336567095,8939,2236,22,
nonpromotion_only,L4_all_conservative_behavior,HistGradientBoosting,5,0.9249504599789572,0.8395157511295014,0.08543470884945581,0.9369932553194299,0.12917814395455848,8940,2235,22,
nonpromotion_only,L4_all_conservative_behavior,RandomForest,1,0.8534182710941709,0.8174137143602793,0.03600455673389158,0.9303277236139312,0.135476388973576,8941,2234,22,
nonpromotion_only,L4_all_conservative_behavior,RandomForest,2,0.8516647253966478,0.8262455059065228,0.025419219490125045,0.9273404878540022,0.13168902376389438,8939,2236,22,
nonpromotion_only,L4_all_conservative_behavior,RandomForest,3,0.8481075891195906,0.8425117743917071,0.005595814727883508,0.9414817142863026,0.1281655657439903,8941,2234,22,
nonpromotion_only,L4_all_conservative_behavior,RandomForest,4,0.8502300508598928,0.8301058700730652,0.02012418078682754,0.9334499236478035,0.13174255736426854,8939,2236,22,
nonpromotion_only,L4_all_conservative_behavior,RandomForest,5,0.8491671791972804,0.837390475937862,0.011776703259418375,0.938067582474923,0.13143231351572598,8940,2235,22,
overall_with_promotion,L0_dummy_prior,DummyPrior,1,0.5,0.5,0.0,0.7175043327556326,0.20269188051576534,18463,4616,0,
overall_with_promotion,L0_dummy_prior,DummyPrior,2,0.5,0.5,0.0,0.7174431202600217,0.20271849167059822,18464,4615,0,
overall_with_promotion,L0_dummy_prior,DummyPrior,3,0.5,0.5,0.0,0.7174431202600217,0.20271849167059822,18464,4615,0,
overall_with_promotion,L0_dummy_prior,DummyPrior,4,0.5,0.5,0.0,0.7171935902988307,0.2028270144709839,18461,4618,0,
overall_with_promotion,L0_dummy_prior,DummyPrior,5,0.5,0.5,0.0,0.7174431202600217,0.20271849167059822,18464,4615,0,
overall_with_promotion,L1_activation_safe,LogisticRegression,1,0.694565845699781,0.6936957494220681,0.0008700962777128396,0.8241977337969328,0.1766509586424733,18463,4616,6,
overall_with_promotion,L1_activation_safe,LogisticRegression,2,0.6959621285035997,0.6897508166679945,0.006211311835605193,0.8276093489213988,0.17882637830980783,18464,4615,6,
overall_with_promotion,L1_activation_safe,LogisticRegression,3,0.6945853596133247,0.6947826125223043,-0.00019725290897965042,0.8288714630867317,0.17715036570038417,18464,4615,6,
overall_with_promotion,L1_activation_safe,LogisticRegression,4,0.6930145607093312,0.6995186883651079,-0.006504127655776681,0.831804776092413,0.17614414356102576,18461,4618,6,
overall_with_promotion,L1_activation_safe,LogisticRegression,5,0.6946069532363004,0.69333572512521,0.0012712281110903723,0.8258551618611508,0.17536612016491773,18464,4615,6,
overall_with_promotion,L1_activation_safe,HistGradientBoosting,1,0.7173012704954147,0.6976228383124388,0.019678432182975936,0.8311615624490977,0.17603571521975583,18463,4616,6,
overall_with_promotion,L1_activation_safe,HistGradientBoosting,2,0.7175429182841749,0.6895828971285527,0.02796002115562224,0.8246908313913557,0.17885691943361592,18464,4615,6,
overall_with_promotion,L1_activation_safe,HistGradientBoosting,3,0.7189256624952465,0.6983381061084728,0.020587556386773675,0.8294725517332797,0.17673988514544117,18464,4615,6,
overall_with_promotion,L1_activation_safe,HistGradientBoosting,4,0.7174920953502537,0.7003262302934801,0.017165865056773644,0.833222135227319,0.17626150287385464,18461,4618,6,
overall_with_promotion,L1_activation_safe,HistGradientBoosting,5,0.7168971495954695,0.7019083071301648,0.01498884246530463,0.8310922109648589,0.1755476186231112,18464,4615,6,
overall_with_promotion,L1_activation_safe,RandomForest,1,0.7064219508479013,0.7004058721214546,0.006016078726446716,0.8325285800619496,0.17561040381652346,18463,4616,6,
overall_with_promotion,L1_activation_safe,RandomForest,2,0.7071309217961009,0.692071696316239,0.015059225479861937,0.8286913984593711,0.17861108965360453,18464,4615,6,
overall_with_promotion,L1_activation_safe,RandomForest,3,0.7070301298534145,0.7009905399921808,0.006039589861233763,0.8339650940729473,0.1757765100791308,18464,4615,6,
overall_with_promotion,L1_activation_safe,RandomForest,4,0.7060712660408952,0.7020142541669442,0.004057011873951022,0.8360296609720831,0.1750940717020114,18461,4618,6,
overall_with_promotion,L1_activation_safe,RandomForest,5,0.705735604815605,0.6989255928833614,0.00681001193224362,0.8308538364809983,0.1752159862960931,18464,4615,6,
overall_with_promotion,L2_add_week2_retention,LogisticRegression,1,0.737801575722797,0.7352001042870692,0.0026014714357278645,0.8574029432952514,0.17036249447056556,18463,4616,13,
overall_with_promotion,L2_add_week2_retention,LogisticRegression,2,0.7385821168515795,0.7323467925283449,0.006235324323234592,0.8613942778643991,0.17202506818015836,18464,4615,13,
overall_with_promotion,L2_add_week2_retention,LogisticRegression,3,0.7356146032673458,0.7426721071053358,-0.007057503837989976,0.8647450293879746,0.16902705752359115,18464,4615,13,
overall_with_promotion,L2_add_week2_retention,LogisticRegression,4,0.7369811605606469,0.7376181142774707,-0.0006369537168238182,0.8590121550251064,0.17034883150189153,18461,4618,13,
overall_with_promotion,L2_add_week2_retention,LogisticRegression,5,0.7372854577706283,0.7366458801577933,0.0006395776128349517,0.8592514894823936,0.16968450414466713,18464,4615,13,
overall_with_promotion,L2_add_week2_retention,HistGradientBoosting,1,0.8150688928370463,0.766631518404908,0.04843737443213836,0.8800712757124634,0.16347737081619043,18463,4616,13,
overall_with_promotion,L2_add_week2_retention,HistGradientBoosting,2,0.7997919286234765,0.7794291152562661,0.020362813367210353,0.8898963596400119,0.16183070381806167,18464,4615,13,
overall_with_promotion,L2_add_week2_retention,HistGradientBoosting,3,0.8071166157496029,0.7796191538522826,0.027497461897320274,0.8906243233901285,0.15980756140838862,18464,4615,13,
overall_with_promotion,L2_add_week2_retention,HistGradientBoosting,4,0.8110299899024286,0.7768049359699934,0.034225053932435134,0.8849780118195975,0.16038203402911647,18461,4618,13,
overall_with_promotion,L2_add_week2_retention,HistGradientBoosting,5,0.812300235476831,0.7731643267561373,0.03913590872069361,0.8860248810168427,0.1611617235148274,18464,4615,13,
overall_with_promotion,L2_add_week2_retention,RandomForest,1,0.7834400724848114,0.7634474517278682,0.01999262075694319,0.8771619321114568,0.16482290179299253,18463,4616,13,
overall_with_promotion,L2_add_week2_retention,RandomForest,2,0.7809199123557886,0.7700768075554065,0.010843104800382086,0.8839862941318426,0.16489348368026854,18464,4615,13,
overall_with_promotion,L2_add_week2_retention,RandomForest,3,0.7798198963077843,0.7770051677527781,0.0028147285550061962,0.8872242106221512,0.16232131216556334,18464,4615,13,
overall_with_promotion,L2_add_week2_retention,RandomForest,4,0.7801652999627131,0.7700717979448254,0.010093502017887723,0.8816811231354544,0.16298915215880067,18461,4618,13,
overall_with_promotion,L2_add_week2_retention,RandomForest,5,0.7809018200103742,0.7641543433025814,0.016747476707792863,0.8801267045742474,0.16398737042039968,18464,4615,13,
overall_with_promotion,L3_add_week3_retention,LogisticRegression,1,0.7880413155900655,0.783771737278089,0.004269578311976496,0.8927979812713214,0.1601831885576664,18463,4616,21,
overall_with_promotion,L3_add_week3_retention,LogisticRegression,2,0.7858670945710117,0.7899677455516376,-0.004100650980625953,0.9021242898575048,0.16015928562629606,18464,4615,21,
overall_with_promotion,L3_add_week3_retention,LogisticRegression,3,0.7865812973211407,0.7885172681505968,-0.0019359708294560685,0.8970461814241906,0.1594388816438518,18464,4615,21,
overall_with_promotion,L3_add_week3_retention,LogisticRegression,4,0.7876593450590222,0.7857595656612735,0.0018997793977487687,0.8918560347963442,0.15975552108333152,18461,4618,21,
overall_with_promotion,L3_add_week3_retention,LogisticRegression,5,0.7880046028199926,0.7833014556423745,0.0047031471776181055,0.8929283366367128,0.1599058785620449,18464,4615,21,
overall_with_promotion,L3_add_week3_retention,HistGradientBoosting,1,0.8539000882764759,0.8094408508935717,0.04445923738290425,0.9070293727678349,0.15111312473024538,18463,4616,21,
overall_with_promotion,L3_add_week3_retention,HistGradientBoosting,2,0.8589408985505116,0.8168588438241742,0.042082054726337415,0.9149376888807178,0.15007587453920482,18464,4615,21,
overall_with_promotion,L3_add_week3_retention,HistGradientBoosting,3,0.8569035311802077,0.818028374464742,0.03887515671546571,0.9122694415092815,0.14812369074703094,18464,4615,21,
overall_with_promotion,L3_add_week3_retention,HistGradientBoosting,4,0.8480418803136731,0.8161886147916343,0.03185326552203882,0.9106841577730777,0.14883438237162644,18461,4618,21,
overall_with_promotion,L3_add_week3_retention,HistGradientBoosting,5,0.8615874809824202,0.807272722640464,0.054314758341956204,0.9060842697048962,0.15194930987952687,18464,4615,21,
overall_with_promotion,L3_add_week3_retention,RandomForest,1,0.821433458911359,0.8025871713938532,0.018846287517505833,0.903946794484494,0.1535904627276184,18463,4616,21,
overall_with_promotion,L3_add_week3_retention,RandomForest,2,0.8191962186549573,0.8137744514010743,0.005421767253882992,0.915627461936843,0.15230528055419637,18464,4615,21,
overall_with_promotion,L3_add_week3_retention,RandomForest,3,0.8183578145939846,0.8134990633563897,0.004858751237594938,0.911384636089648,0.1512075132568454,18464,4615,21,
overall_with_promotion,L3_add_week3_retention,RandomForest,4,0.8191050506383935,0.8091557406914205,0.009949309946972962,0.9069501230851513,0.15157660919060356,18461,4618,21,
overall_with_promotion,L3_add_week3_retention,RandomForest,5,0.8213976469215638,0.8002626029983713,0.021135043923192542,0.9028399647957501,0.15411508837777324,18464,4615,21,
overall_with_promotion,L4_all_conservative_behavior,LogisticRegression,1,0.7881615110802821,0.7835880077279866,0.004573503352295449,0.8926820342841824,0.16025762692018194,18463,4616,22,
overall_with_promotion,L4_all_conservative_behavior,LogisticRegression,2,0.7858642154212815,0.7899557016674293,-0.004091486246147857,0.9021198426526449,0.16016272700577594,18464,4615,22,
overall_with_promotion,L4_all_conservative_behavior,LogisticRegression,3,0.7866987926726884,0.7884751145558679,-0.0017763218831795546,0.8970012528188418,0.15944979757638728,18464,4615,22,
overall_with_promotion,L4_all_conservative_behavior,LogisticRegression,4,0.7877148556464183,0.7856006234695312,0.0021142321768871097,0.8918279440044432,0.15980281917601327,18461,4618,22,
overall_with_promotion,L4_all_conservative_behavior,LogisticRegression,5,0.7880605653886155,0.7828685706503513,0.00519199473826415,0.8927852649378945,0.16000918563233713,18464,4615,22,
overall_with_promotion,L4_all_conservative_behavior,HistGradientBoosting,1,0.8510947382677005,0.8085196561675706,0.042575082100129946,0.9069436272255189,0.15122867437976115,18463,4616,22,
overall_with_promotion,L4_all_conservative_behavior,HistGradientBoosting,2,0.8538678584282435,0.818154256216034,0.03571360221220954,0.9151987134438004,0.14957037114115382,18464,4615,22,
overall_with_promotion,L4_all_conservative_behavior,HistGradientBoosting,3,0.8534997902416444,0.8186887035777748,0.03481108666386956,0.9122241643555844,0.1476817654889138,18464,4615,22,
overall_with_promotion,L4_all_conservative_behavior,HistGradientBoosting,4,0.8499780780222654,0.8162238710596208,0.03375420696264464,0.9113671739548951,0.14870924594159474,18461,4618,22,
overall_with_promotion,L4_all_conservative_behavior,HistGradientBoosting,5,0.851153312147807,0.8084398213428745,0.042713490804932475,0.9062204848816988,0.15148241167506682,18464,4615,22,
overall_with_promotion,L4_all_conservative_behavior,RandomForest,1,0.8210693781333916,0.801772255008743,0.019297123124648596,0.9037304503935661,0.15378318924360324,18463,4616,22,
overall_with_promotion,L4_all_conservative_behavior,RandomForest,2,0.8188843228242728,0.8136759000024087,0.005208422821864067,0.9155921582692846,0.15240999322587268,18464,4615,22,
overall_with_promotion,L4_all_conservative_behavior,RandomForest,3,0.8190798735164928,0.8133705180537825,0.0057093554627103416,0.9107998714153712,0.15108252494677255,18464,4615,22,
overall_with_promotion,L4_all_conservative_behavior,RandomForest,4,0.8193024352863796,0.8094214920360137,0.009880943250365926,0.9073063526813658,0.15151439366204508,18461,4618,22,
overall_with_promotion,L4_all_conservative_behavior,RandomForest,5,0.8212899392322897,0.8000998947549811,0.021190044477308545,0.9025679466017558,0.1541438727526921,18464,4615,22,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,LogisticRegression,1,0.7938199015198574,0.7916978092306097,0.0021220922892476457,0.8986433532708968,0.15771450516201355,18463,4616,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,LogisticRegression,2,0.7928641590536064,0.7933733854246767,-0.0005092263710703149,0.9057907274498802,0.15891379101900546,18464,4615,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,LogisticRegression,3,0.7922836414467234,0.7967917640213973,-0.004508122574673923,0.9024095068745853,0.15677119841687034,18464,4615,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,LogisticRegression,4,0.794297969832348,0.7905960320630905,0.003701937769257535,0.8958863661622989,0.1581276601302378,18461,4618,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,LogisticRegression,5,0.7944394952326779,0.7895767825411855,0.00486271269149241,0.8979104180422813,0.15839393889333875,18464,4615,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,HistGradientBoosting,1,0.8575218112058312,0.8195387983091788,0.0379830128966524,0.9127782372066193,0.14810809269374187,18463,4616,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,HistGradientBoosting,2,0.8660713371124368,0.8227550199835834,0.04331631712885342,0.9196889298661224,0.14869820113855442,18464,4615,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,HistGradientBoosting,3,0.857014826955578,0.8286864013429858,0.02832842561259219,0.9185673033413511,0.14482876187907714,18464,4615,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,HistGradientBoosting,4,0.8543893531417112,0.8230002413609429,0.03138911178076831,0.9156257307114756,0.14652895511269348,18461,4618,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,HistGradientBoosting,5,0.8676905911759588,0.813065136105156,0.05462545507080285,0.9099311602565558,0.15020784898965178,18464,4615,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,RandomForest,1,0.8241174124878586,0.8066123188405796,0.017505093647279035,0.9076715355209372,0.15299536010896037,18463,4616,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,RandomForest,2,0.8225534736232557,0.8166565297307914,0.0058969438924643125,0.9183938098713682,0.1521111593700027,18464,4615,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,RandomForest,3,0.8222776105684646,0.8173569279201324,0.004920682648332231,0.9142103904418057,0.15056068278150359,18464,4615,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,RandomForest,4,0.8223904595900293,0.8116637906799535,0.010726668910075787,0.910009830163104,0.1512529042488504,18461,4618,23,
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,RandomForest,5,0.8244114511568599,0.8038028101161214,0.02060864104073845,0.9057268827845057,0.1536487027560652,18464,4615,23,
overall_without_promotion,L0_dummy_prior,DummyPrior,1,0.5,0.5,0.0,0.7175043327556326,0.20269188051576534,18463,4616,0,
overall_without_promotion,L0_dummy_prior,DummyPrior,2,0.5,0.5,0.0,0.7174431202600217,0.20271849167059822,18464,4615,0,
overall_without_promotion,L0_dummy_prior,DummyPrior,3,0.5,0.5,0.0,0.7174431202600217,0.20271849167059822,18464,4615,0,
overall_without_promotion,L0_dummy_prior,DummyPrior,4,0.5,0.5,0.0,0.7171935902988307,0.2028270144709839,18461,4618,0,
overall_without_promotion,L0_dummy_prior,DummyPrior,5,0.5,0.5,0.0,0.7174431202600217,0.20271849167059822,18464,4615,0,
overall_without_promotion,L1_activation_safe,LogisticRegression,1,0.694565845699781,0.6936957494220681,0.0008700962777128396,0.8241977337969328,0.1766509586424733,18463,4616,6,
overall_without_promotion,L1_activation_safe,LogisticRegression,2,0.6959621285035997,0.6897508166679945,0.006211311835605193,0.8276093489213988,0.17882637830980783,18464,4615,6,
overall_without_promotion,L1_activation_safe,LogisticRegression,3,0.6945853596133247,0.6947826125223043,-0.00019725290897965042,0.8288714630867317,0.17715036570038417,18464,4615,6,
overall_without_promotion,L1_activation_safe,LogisticRegression,4,0.6930145607093312,0.6995186883651079,-0.006504127655776681,0.831804776092413,0.17614414356102576,18461,4618,6,
overall_without_promotion,L1_activation_safe,LogisticRegression,5,0.6946069532363004,0.69333572512521,0.0012712281110903723,0.8258551618611508,0.17536612016491773,18464,4615,6,
overall_without_promotion,L1_activation_safe,HistGradientBoosting,1,0.7173012704954147,0.6976228383124388,0.019678432182975936,0.8311615624490977,0.17603571521975583,18463,4616,6,
overall_without_promotion,L1_activation_safe,HistGradientBoosting,2,0.7175429182841749,0.6895828971285527,0.02796002115562224,0.8246908313913557,0.17885691943361592,18464,4615,6,
overall_without_promotion,L1_activation_safe,HistGradientBoosting,3,0.7189256624952465,0.6983381061084728,0.020587556386773675,0.8294725517332797,0.17673988514544117,18464,4615,6,
overall_without_promotion,L1_activation_safe,HistGradientBoosting,4,0.7174920953502537,0.7003262302934801,0.017165865056773644,0.833222135227319,0.17626150287385464,18461,4618,6,
overall_without_promotion,L1_activation_safe,HistGradientBoosting,5,0.7168971495954695,0.7019083071301648,0.01498884246530463,0.8310922109648589,0.1755476186231112,18464,4615,6,
overall_without_promotion,L1_activation_safe,RandomForest,1,0.7064219508479013,0.7004058721214546,0.006016078726446716,0.8325285800619496,0.17561040381652346,18463,4616,6,
overall_without_promotion,L1_activation_safe,RandomForest,2,0.7071309217961009,0.692071696316239,0.015059225479861937,0.8286913984593711,0.17861108965360453,18464,4615,6,
overall_without_promotion,L1_activation_safe,RandomForest,3,0.7070301298534145,0.7009905399921808,0.006039589861233763,0.8339650940729473,0.17577651007913078,18464,4615,6,
overall_without_promotion,L1_activation_safe,RandomForest,4,0.7060712660408952,0.7020142541669442,0.004057011873951022,0.8360296609720831,0.1750940717020114,18461,4618,6,
overall_without_promotion,L1_activation_safe,RandomForest,5,0.705735604815605,0.6989255928833614,0.00681001193224362,0.8308538364809983,0.1752159862960931,18464,4615,6,
