dataset_scope,ladder_step,model_name,feature_count,n_folds_completed,mean_valid_auc,std_valid_auc,min_valid_auc,max_valid_auc,mean_train_auc,mean_train_valid_gap,mean_valid_average_precision,mean_valid_brier_score,oof_auc,oof_average_precision,oof_brier_score,performance_status,caution
overall_with_promotion,L1_activation_safe,LogisticRegression,6,5,0.694216718420537,0.0035150731775699445,0.6897508166679945,0.6995186883651079,0.6945469695524674,0.00033025113193041467,0.8276676967517254,0.17682759327572178,0.6934931064435264,0.8317228184880173,0.17682749678177587,usable_baseline,Baseline only; not final model.
overall_with_promotion,L1_activation_safe,HistGradientBoosting,6,5,0.6975556757946217,0.00476453773812985,0.6895828971285527,0.7019083071301648,0.7176318192441119,0.020076143449490026,0.8299278583531823,0.17668832825915576,0.6965318317065388,0.8341426372443903,0.17668824449949566,usable_baseline,Baseline only; not final model.
overall_with_promotion,L1_activation_safe,RandomForest,6,5,0.698881591096036,0.003967407184674502,0.692071696316239,0.7020142541669442,0.7064779746707833,0.007596383574747412,0.8324137140094698,0.17606161230947268,0.6975720665159825,0.835797022786746,0.17606146698990444,usable_baseline,Baseline only; not final model.
overall_with_promotion,L2_add_week2_retention,LogisticRegression,13,5,0.7368965996712028,0.003792056544567063,0.7323467925283449,0.7426721071053358,0.7372529828345995,0.00035638316339672296,0.860361179011025,0.17028959116417472,0.736505284810854,0.8622536201158597,0.17028960202358456,usable_baseline,Baseline only; not final model.
overall_with_promotion,L2_add_week2_retention,HistGradientBoosting,13,5,0.7751298100479175,0.005420525005547181,0.766631518404908,0.7796191538522826,0.809061532517877,0.03393172246995955,0.8863189703158089,0.1613318787173169,0.7747857396609896,0.8882951062838412,0.16133184821157723,usable_baseline,Baseline only; not final model.
overall_with_promotion,L2_add_week2_retention,RandomForest,13,5,0.7689511136566919,0.005492954757387227,0.7634474517278682,0.7770051677527781,0.7810494002242943,0.012098286567602413,0.8820360529150305,0.16380284404360496,0.7682618511127969,0.883590298375319,0.16380278247170388,usable_baseline,Baseline only; not final model.
overall_with_promotion,L3_add_week3_retention,LogisticRegression,21,5,0.7862635544567944,0.0029170809049989337,0.7833014556423745,0.7899677455516376,0.7872307310722466,0.0009671766154522698,0.8953505647972146,0.15988855109463812,0.7860623546912928,0.8955553462565552,0.15988854656876736,usable_baseline,Baseline only; not final model.
overall_with_promotion,L3_add_week3_retention,HistGradientBoosting,21,5,0.8135578813229172,0.004854265654272775,0.807272722640464,0.818028374464742,0.8558747758606577,0.04231689453774048,0.9102009861271616,0.15001927645352686,0.8132494796441357,0.9103428442170796,0.15001916982698463,usable_baseline,Baseline only; not final model.
overall_with_promotion,L3_add_week3_retention,RandomForest,21,5,0.8078558059682217,0.006204469953450781,0.8002626029983713,0.8137744514010743,0.8198980379440517,0.012042231975829853,0.9081497960783773,0.1525589908214074,0.8075950471674919,0.9082277038861989,0.1525589078163818,usable_baseline,Baseline only; not final model.
overall_with_promotion,L4_all_conservative_behavior,LogisticRegression,22,5,0.7860976036142333,0.0030622374795236844,0.7828685706503513,0.7899557016674293,0.7872999880418572,0.0012023844276238594,0.8952832677396014,0.15993643126213913,0.7858647805041071,0.8954734732378626,0.15993642781135703,usable_baseline,Baseline only; not final model.
overall_with_promotion,L4_all_conservative_behavior,HistGradientBoosting,22,5,0.8140052616727749,0.005126816878759007,0.8084398213428745,0.8186887035777748,0.8519187554215322,0.03791349374875723,0.9103908327722996,0.14973449372529807,0.8136740303172799,0.9107105194151872,0.14973442519708208,usable_baseline,Baseline only; not final model.
overall_with_promotion,L4_all_conservative_behavior,RandomForest,22,5,0.8076680119711858,0.006397740517438921,0.8000998947549811,0.8136759000024087,0.8199251897985652,0.012257177827379496,0.9079993558722688,0.15258679476619713,0.8073749698036077,0.9080728141240723,0.15258670720569473,usable_baseline,Baseline only; not final model.
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,LogisticRegression,23,5,0.7924071546561919,0.0028263378899583257,0.7895767825411855,0.7967917640213973,0.7935410334170425,0.0011338787608506707,0.9001280743599885,0.1579842187242932,0.7923500015567012,0.9001929354330684,0.15798422568346193,usable_baseline,Baseline only; not final model.
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,HistGradientBoosting,23,5,0.8214091194203693,0.0057101249583655905,0.813065136105156,0.8286864013429858,0.8605375839183033,0.039128464497933835,0.9153182722764249,0.14767437196274374,0.8211437468292977,0.9153863565148331,0.14767424186482705,usable_baseline,Baseline only; not final model.
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,RandomForest,23,5,0.8112184754575157,0.005992914770742448,0.8038028101161214,0.8173569279201324,0.8231500814852936,0.011931606027777963,0.9112024897563442,0.15211376185307646,0.8108659302034433,0.9111250351532166,0.1521136881508122,usable_baseline,Baseline only; not final model.
overall_without_promotion,L0_dummy_prior,DummyPrior,0,5,0.5,0.0,0.5,0.5,0.5,0.0,0.7174054567669057,0.20273487399970874,0.4998773437961437,0.7173482232935685,0.2027348841140088,weak,Weak baseline signal.
overall_without_promotion,L1_activation_safe,LogisticRegression,6,5,0.694216718420537,0.0035150731775699445,0.6897508166679945,0.6995186883651079,0.6945469695524674,0.00033025113193041467,0.8276676967517254,0.17682759327572178,0.6934931064435264,0.8317228184880173,0.17682749678177587,usable_baseline,Baseline only; not final model.
overall_without_promotion,L1_activation_safe,HistGradientBoosting,6,5,0.6975556757946217,0.00476453773812985,0.6895828971285527,0.7019083071301648,0.7176318192441119,0.020076143449490026,0.8299278583531823,0.17668832825915576,0.6965318317065388,0.8341426372443903,0.17668824449949566,usable_baseline,Baseline only; not final model.
overall_without_promotion,L1_activation_safe,RandomForest,6,5,0.698881591096036,0.003967407184674502,0.692071696316239,0.7020142541669442,0.7064779746707833,0.007596383574747412,0.8324137140094698,0.17606161230947265,0.6975720665159825,0.835797022786746,0.17606146698990444,usable_baseline,Baseline only; not final model.
overall_without_promotion,L2_add_week2_retention,LogisticRegression,13,5,0.7368965996712028,0.003792056544567063,0.7323467925283449,0.7426721071053358,0.7372529828345995,0.00035638316339672296,0.860361179011025,0.17028959116417472,0.736505284810854,0.8622536201158597,0.17028960202358456,usable_baseline,Baseline only; not final model.
overall_without_promotion,L2_add_week2_retention,HistGradientBoosting,13,5,0.7751298100479175,0.005420525005547181,0.766631518404908,0.7796191538522826,0.809061532517877,0.03393172246995955,0.8863189703158089,0.1613318787173169,0.7747857396609896,0.8882951062838412,0.16133184821157723,usable_baseline,Baseline only; not final model.
overall_without_promotion,L2_add_week2_retention,RandomForest,13,5,0.7689511136566919,0.005492954757387227,0.7634474517278682,0.7770051677527781,0.7810494002242943,0.012098286567602413,0.8820360529150305,0.16380284404360496,0.7682618511127969,0.883590298375319,0.16380278247170388,usable_baseline,Baseline only; not final model.
overall_without_promotion,L3_add_week3_retention,LogisticRegression,21,5,0.7862635544567944,0.0029170809049989337,0.7833014556423745,0.7899677455516376,0.7872307310722466,0.0009671766154522698,0.8953505647972146,0.15988855109463812,0.7860623546912928,0.8955553462565552,0.15988854656876736,usable_baseline,Baseline only; not final model.
overall_without_promotion,L3_add_week3_retention,HistGradientBoosting,21,5,0.8135578813229172,0.004854265654272775,0.807272722640464,0.818028374464742,0.8558747758606577,0.04231689453774048,0.9102009861271616,0.15001927645352686,0.8132494796441357,0.9103428442170796,0.15001916982698463,usable_baseline,Baseline only; not final model.
overall_without_promotion,L3_add_week3_retention,RandomForest,21,5,0.8078558059682217,0.006204469953450781,0.8002626029983713,0.8137744514010743,0.8198980379440517,0.012042231975829853,0.9081497960783773,0.1525589908214074,0.8075950471674919,0.9082277038861989,0.1525589078163818,usable_baseline,Baseline only; not final model.
overall_without_promotion,L4_all_conservative_behavior,LogisticRegression,22,5,0.7860976036142333,0.0030622374795236844,0.7828685706503513,0.7899557016674293,0.7872999880418572,0.0012023844276238594,0.8952832677396014,0.15993643126213913,0.7858647805041071,0.8954734732378626,0.15993642781135703,usable_baseline,Baseline only; not final model.
overall_without_promotion,L4_all_conservative_behavior,HistGradientBoosting,22,5,0.8140052616727749,0.005126816878759007,0.8084398213428745,0.8186887035777748,0.8519187554215322,0.03791349374875723,0.9103908327722996,0.14973449372529807,0.8136740303172799,0.9107105194151872,0.14973442519708208,usable_baseline,Baseline only; not final model.
overall_without_promotion,L4_all_conservative_behavior,RandomForest,22,5,0.8076680119711858,0.006397740517438921,0.8000998947549811,0.8136759000024087,0.8199251897985652,0.012257177827379496,0.9079993558722688,0.1525867947661971,0.8073749698036077,0.9080728141240723,0.15258670720569473,usable_baseline,Baseline only; not final model.
promotion_only,L0_dummy_prior,DummyPrior,0,5,0.5,0.0,0.5,0.5,0.5,0.0,0.6751512269799056,0.2193220593154514,0.49981995927228084,0.67505545031541,0.21932206537757173,weak,Weak baseline signal.
promotion_only,L1_activation_safe,LogisticRegression,6,5,0.6801651125136147,0.00570442743895336,0.6722620746397213,0.6847762293197236,0.6800083276968094,-0.00015678481680529987,0.7901933556813054,0.19412710449829226,0.6786058074629562,0.7941536623690848,0.19412742910934958,usable_baseline,Baseline only; not final model.
promotion_only,L1_activation_safe,HistGradientBoosting,6,5,0.6767084606710438,0.008637699672455647,0.6664761243204392,0.6860611238760916,0.7419390178557475,0.06523055718470347,0.788158297318527,0.19563836538014917,0.6751343403708971,0.7919084982899365,0.19563878561863482,usable_baseline,Baseline only; not final model.
promotion_only,L1_activation_safe,RandomForest,6,5,0.6876973964702775,0.0057739577749926375,0.6818668286474603,0.6947450956399516,0.6984226869784275,0.010725290508149899,0.794967750485887,0.19292620785496956,0.6854791932540858,0.7986412186806859,0.19292649956484564,usable_baseline,Baseline only; not final model.
promotion_only,L2_add_week2_retention,LogisticRegression,13,5,0.719693146954465,0.0052621280797520795,0.7104063018242122,0.722875582328606,0.7216454491883372,0.0019523022338722607,0.8248919091276574,0.1872660596318396,0.718988632192093,0.8266582498725417,0.18726634235839348,usable_baseline,Baseline only; not final model.
promotion_only,L2_add_week2_retention,HistGradientBoosting,13,5,0.7549369341028825,0.007386073889064797,0.7431302788383664,0.761225347384623,0.8484860324728281,0.0935490983699456,0.8531415004164449,0.17927740254653468,0.7539054165665592,0.8540608347020522,0.17927796427058507,usable_baseline,Baseline only; not final model.
promotion_only,L2_add_week2_retention,RandomForest,13,5,0.7549421431663658,0.0034744970120190464,0.7504784700528366,0.7590736747659222,0.7740203188396271,0.019078175673261356,0.8524996345774355,0.18012353612057774,0.7536477673614459,0.8536707409105876,0.18012365755550167,usable_baseline,Baseline only; not final model.
promotion_only,L3_add_week3_retention,LogisticRegression,21,5,0.771577488564467,0.007690167655963179,0.7622574305475207,0.7798861449544001,0.7734520483263099,0.001874559761843053,0.8681436204525808,0.1756245898862709,0.7710378901511207,0.8682256813191174,0.17562479721396154,usable_baseline,Baseline only; not final model.
promotion_only,L3_add_week3_retention,HistGradientBoosting,21,5,0.7981802476272577,0.0059169403594194255,0.7880453996169026,0.8034166498284108,0.894073197922598,0.0958929502953402,0.8855901782070468,0.1660452472407858,0.7977506186718082,0.8853526967738592,0.16604577306431104,usable_baseline,Baseline only; not final model.
promotion_only,L3_add_week3_retention,RandomForest,21,5,0.7935737807634473,0.006536024327950671,0.7855100305963721,0.8018091946477188,0.8137752512281018,0.02020147046465446,0.8836911994449173,0.16800183263876017,0.7929113665176499,0.8830242245053255,0.1680019715308084,usable_baseline,Baseline only; not final model.
promotion_only,L4_all_conservative_behavior,LogisticRegression,22,5,0.77108049508726,0.0077908988836785905,0.7609513800506511,0.7797127718458162,0.7733105119370619,0.002230016849802019,0.8680493352248447,0.17565941211627514,0.7706160308032295,0.8681488265933421,0.17565964484430702,usable_baseline,Baseline only; not final model.
promotion_only,L4_all_conservative_behavior,HistGradientBoosting,22,5,0.7969571606842821,0.006219963500855166,0.7862150809261187,0.8014133669722776,0.8961665701174922,0.09920940943321019,0.8851674324015933,0.1664838431363001,0.7965464484967525,0.8849792821318818,0.16648439702458395,usable_baseline,Baseline only; not final model.
promotion_only,L4_all_conservative_behavior,RandomForest,22,5,0.7936646599283943,0.006975019388438803,0.7850813760654094,0.8019853835608504,0.8138808426054375,0.020216182677043303,0.8837498653934714,0.16801303249019645,0.7931624035577116,0.8832238462399067,0.1680131936590055,usable_baseline,Baseline only; not final model.
