USER_KEY,is_repurchase,is_promotion,is_churn_prevented,is_user_verified,is_standard,is_premium,age_group,is_female,is_male,reg_is_weekend,reg_hour_morning,reg_hour_afternoon,reg_hour_evening,reg_hour_night,payment_is_mobile,payment_is_pc,payment_is_android,payment_is_ios,total_watch_count,unique_movie,watch_days,active_ratio,total_watch_time_min,watch_per_day,avg_watch_time_min,median_watch_time_min,std_watch_time_min,avg_daily_watch_time_min,max_watch_time_min,max_daily_watch_time_min,max_daily_sessions,recency,avg_gap_between_watch_days,avg_gap_w1_watch_days,avg_gap_w2_watch_days,avg_gap_w3_watch_days,max_inactive_gap_days,avg_rewatch_ratio,weekend_watch_ratio,watch_ratio_under_1m,watch_ratio_under_5m,movie_per_active_day,max_day_share,day_count_over_3times,watch_time_min_w1,watch_time_min_w2,watch_time_min_w3,watch_session_w1,watch_session_w2,watch_session_w3,retention_w2_ratio,retention_w3_ratio,diff_between_w2_w1,diff_between_w3_w1,diff_between_w3_w2,is_w1_over_50pct,is_w2_over_50pct,is_w3_over_50pct,is_only_w1,is_only_w2,is_only_w3,new_movie_in_90d_ratio,new_movie_in_180d_ratio,new_movie_in_365d_ratio,old_movie_ratio_5y,avg_ott_release_year,genre_diversity_count,action_adventure_ratio,family_animation_ratio,drama_ratio,thriller_crime_ratio,sf_fantasy_ratio,comedy_ratio,romance_ratio,horror_ratio,documentary_ratio,historical_war_ratio,other_ratio,is_basic,is_cold_start_3d_fixed,is_cold_start_7d_fixed,log_retention_w2_ratio,log_retention_w3_ratio
6ed11f433b70f3cb9f774c989bb71d93d7eaf56490c7f0135def999959606e243e1b64dde71d199618dafd4a5fcc14253248964ee4dde610decb58610d95405b,1,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,6,6,3,0.1428571428571428,120,2.0,20.0,4.0,37.978941533434025,40.0,97,97,4,2,4.5,0.0,4.0,0.0,5,0.0,0.1666666666666666,0.3333333333333333,0.6666666666666666,2.0,0.8083333333333333,1,0,98,22,0,2,4,99.0,0.2323232323232323,98,22,-76,0,1,0,0,0,0,0.6666666666666666,0.8333333333333334,1.0,0.0,2020.858333333333,4,0.8166666666666667,0.0333333333333333,0.0,0.0,0.0,0.1083333333333333,0.0,0.0416666666666666,0.0,0.0,0.0,1,0,0,4.59511985013459,-1.4596256342054403
c1f7ae1eaebdd5cdd89f308c424154b2f900c4f758fb646f54670431d460cfa819bd55836a8836937bcc708cdc307666e4e0d02d9cdcd69317b49f7055abd030,0,0,0,0,0,0,40,1,0,0,0,0,0,1,0,0,0,1,7,5,5,0.238095238095238,207,1.4,29.571428571428573,39.0,23.98511443136585,41.4,56,56,2,0,3.75,0.0,5.0,2.0,5,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.2857142857142857,1.0,0.2705314009661835,0,40,70,97,2,3,2,1.7317073170731707,1.380281690140845,30,57,27,0,0,0,0,0,0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.1428571428571428,2018.8647342995168,5,0.2125603864734299,0.0,0.2560386473429952,0.1932367149758454,0.2705314009661835,0.0,0.0,0.0676328502415458,0.0,0.0,0.0,1,0,1,0.5491078103370076,0.32228760162925646
6d45315d362a00f79ee58e71c8f5f53221dd01b9816370548356290293bd1ec6afc1b182d7a5bbc5e30490e25883a06dd08a33a934c093e3b9476208c168067f,0,0,0,0,0,0,40,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0.0476190476190476,12,1.0,12.0,12.0,0.0,12.0,12,12,1,5,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,12,0,0,1,1.0,13.0,0,12,12,0,0,1,0,0,1,0.0,0.0,0.0,0.0,2017.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0.0,2.5649493574615367
e4928824e8ad9da6a73129ef84ee2a2204c2a4679729d3550628432311dc07f0b351ef3a5799d68bbdf50b930d1c775c3bbd585286c850392d88806a73f94575,1,0,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0.0952380952380952,40,1.0,20.0,20.0,26.87005768508881,20.0,39,39,1,11,1.0,0.0,1.0,0.0,1,0.5,1.0,0.5,0.5,0.5,0.975,0,0,40,0,0,2,0,41.0,0.024390243902439,40,0,-40,0,1,0,0,1,0,0.0,0.0,0.0,0.0,2017.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3.713572066704308,-3.713572066704309
fe9e2fca758c974f49a09db206158db253bf74ed8083707bf0f1ca3674a4c26fea279f7de492bd9492ad1c82986dd7f1d52339aea683c584189119bf074d9098,1,0,1,0,1,0,40,1,0,0,1,0,0,0,0,0,1,0,9,7,6,0.2857142857142857,475,1.5,52.77777777777778,63.0,52.48756466482747,79.16666666666667,117,180,2,3,3.2,1.5,0.0,1.0,7,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.1666666666666667,0.3789473684210526,0,228,1,246,5,1,3,0.0087336244541484,123.5,-227,18,245,0,0,1,0,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,2020.0505263157893,3,0.4757894736842105,0.0,0.0,0.0021052631578947,0.5221052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,-4.7405748229943026,4.816241156068032
c887b4e54e444c560ee497cd46c3d16a1a3261c1748b4c3cc80cbd14f30e0fb26ecd6329d6cacde21dcae528819ab251671e728edabbe9fc25ddb51421904393,1,0,0,0,0,0,40,1,0,1,0,1,0,0,0,0,0,1,3,3,3,0.1428571428571428,241,1.0,80.33333333333333,87.0,38.4360941477322,80.33333333333333,115,115,1,1,6.0,0.0,0.0,5.0,7,0.0,0.6666666666666666,0.0,0.0,1.0,0.4771784232365145,0,0,87,154,0,1,2,88.0,1.7613636363636365,87,154,67,0,0,1,0,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,2020.1908713692949,3,0.0,0.1618257261410788,0.4771784232365145,0.0,0.0,0.0,0.0,0.3609958506224066,0.0,0.0,0.0,1,0,0,4.477336814478207,0.5660883024410402
f2a83e1251239860e793fe15c0e5bec01cea7cd6a1ad2bc23eb6f6388f2684a4bf7035ea33fcf99668145681f86395beb84c47466f16451b78890e6870759a05,0,0,0,1,1,0,30,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
3c6cf38edf4abe1327dd1462d2c7bddaa6df719cc8559552c7644f8d126424a5ecaf9c2bee3f5f71f6fa2d4b2f52b13cb86e6c089c9949d05833109d9f1c9639,0,0,0,1,0,0,20,1,0,0,0,0,1,0,0,0,0,1,6,4,2,0.0952380952380952,385,3.0,64.16666666666667,40.5,77.8033846735903,192.5,200,303,3,9,7.0,0.0,0.0,0.0,7,0.3333333333333333,1.0,0.1666666666666666,0.1666666666666666,2.0,0.787012987012987,2,82,303,0,3,3,0,3.6626506024096384,0.0032894736842105,221,-82,-303,0,1,0,0,0,0,0.5,0.5,0.5,0.0,2019.1740259740257,3,0.7272727272727273,0.0,0.2519480519480519,0.0,0.0207792207792207,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.2981870936096238,-5.71702770140623
1814e06633b810f4c8d91cdeb7c6c8b13aee0c3c95c957a6edac3bdec7c2e55e3ec614ff5feb37669b920d4c737cb6075abd292c9a65259cad9d63bb641bd634,0,0,0,0,1,0,40,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0476190476190476,7,1.0,7.0,7.0,0.0,7.0,7,7,1,18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,7,0,0,1,0,0,0.125,1.0,-7,-7,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,2019.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,-2.0794415416798357,0.0
d024c4c0cfe51211cd9ba4f100cc0814487f24922a52ad46bd3d607b956231ada7ac3bc7cb175b6c1b67ffb9ef9e2a375443cde996080787d274622bae202314,1,0,0,1,0,0,30,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0.0476190476190476,3,1.0,3.0,3.0,0.0,3.0,3,3,1,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,3,0,0,1,1.0,4.0,0,3,3,0,0,1,0,0,1,1.0,1.0,1.0,0.0,2021.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,1.3862943611198906
e90001316c5e9af579e09f4c374549e6cdb98896251e726c6bf9d0bee4feb4b5d27aeb5064f6176c114033c6ae4e5248a7a99bffa8654e62631f0591a90444e9,1,0,0,0,0,0,40,1,0,0,0,0,1,0,0,0,0,1,7,6,5,0.238095238095238,398,1.4,56.85714285714285,49.0,45.193762738636735,79.6,137,141,2,3,3.5,0.0,1.0,2.0,6,0.1428571428571428,0.8571428571428571,0.0,0.1428571428571428,1.2,0.3542713567839196,0,141,147,110,2,2,3,1.0422535211267605,0.75,6,-31,-37,0,0,0,0,0,0,0.0,0.0,0.0,0.2857142857142857,2016.2638190954767,3,0.0,0.0,0.7462311557788944,0.0326633165829145,0.0,0.0,0.2211055276381909,0.0,0.0,0.0,0.0,1,0,1,0.04138521616285428,-0.2876820724517809
6be69d6fbce1d6347bf7dacb31db79a882bbee9a2171611cabd4c8a70abeb3e95cc978ad9c3f4c6610ce45a33930c609c4a81657c52ad5ade4ea85e5698d4f8b,1,0,0,0,0,0,40,0,0,1,0,0,1,0,0,0,0,1,2,2,2,0.0952380952380952,2,1.0,1.0,1.0,0.0,1.0,1,1,1,15,5.0,5.0,0.0,0.0,5,0.0,0.5,1.0,1.0,1.0,0.5,0,2,0,0,2,0,0,0.3333333333333333,1.0,-2,-2,0,1,0,0,1,0,0,0.5,0.5,1.0,0.0,2020.5,2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1,1,1,-1.0986122886681098,0.0
9a6a9df054887c0beecc9e54a999bd28546d43d5154eeec0d0d2bff5b22de4ea097fcbf76811ba6abe54e8f43e11d311bbd48cac4a2e9813e9576d4309429425,1,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,2,1,2,0.0952380952380952,158,1.0,79.0,79.0,0.0,79.0,79,79,1,3,8.0,0.0,0.0,0.0,8,0.5,0.5,0.0,0.0,0.5,0.5,0,0,79,79,0,1,1,80.0,1.0,79,79,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,2017.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,4.382026634673881,0.0
dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e6979641697d6f47b952bdc8fd5db1b6ce840888eb556a2225562d669166e1578afa9f6c659be,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0.0476190476190476,42,1.0,42.0,42.0,0.0,42.0,42,42,1,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,42,0,0,1,1.0,43.0,0,42,42,0,0,1,0,0,1,0.0,0.0,0.0,0.0,2019.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,3.7612001156935624
a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,1,0,0,0,1,0,40,0,0,0,0,0,1,0,0,1,0,0,16,11,6,0.2857142857142857,503,2.6666666666666665,31.4375,30.5,28.13531292403433,83.83333333333333,98,210,7,4,1.8,0.0,2.5,1.0,3,0.3125,0.5,0.125,0.25,1.8333333333333333,0.4174950298210735,2,0,192,311,0,5,11,193.0,1.616580310880829,192,311,119,0,0,1,0,0,0,0.0625,0.0625,0.0625,0.4375,2015.799204771372,4,0.1332007952286282,0.6381709741550696,0.0,0.0,0.0775347912524851,0.151093439363817,0.0,0.0,0.0,0.0,0.0,0,1,1,5.262690188904886,0.4803129989045968
0b3e83e778e4ea290a852641094340f58e029090fdc2e26b20147fdfea6b0397e74d5735d3323bcc9ac31d0cea2bf47ca1eafb19389b985623501e9c919235fc,1,0,0,1,0,0,30,1,0,0,1,0,0,0,0,1,0,0,4,3,3,0.1428571428571428,145,1.3333333333333333,36.25,35.0,18.5,48.333333333333336,60,97,2,9,4.0,0.0,4.0,0.0,4,0.25,0.0,0.0,0.0,1.0,0.6689655172413793,0,33,112,0,1,3,0,3.323529411764706,0.0088495575221238,79,-33,-112,0,1,0,0,0,0,0.0,0.0,0.0,0.25,2016.751724137931,2,0.0,0.0,0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034482758620689,1,0,1,1.2010272940961793,-4.7273878187123515
be1409957fae7ab50ed9241829bdfd6a89a838714f60b64619fbd5a7d7036b8d3417653d6ae1f4de2259045125dfbd6a30b6a1ac3904ac5739b3f47de1311ba4,1,0,0,1,0,0,40,1,0,1,0,0,1,0,1,0,0,0,6,4,3,0.1428571428571428,190,2.0,31.666666666666668,35.0,26.37928480203105,63.333333333333336,63,97,4,8,6.0,0.0,1.0,0.0,11,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.5105263157894737,1,97,93,0,4,2,0,0.9591836734693876,0.0106382978723404,-4,-97,-93,1,0,0,0,0,0,0.5,0.5,0.5,0.1666666666666666,2018.1105263157888,4,0.0,0.4894736842105263,0.0,0.2894736842105263,0.0,0.0,0.0052631578947368,0.0,0.0,0.2157894736842105,0.0,1,1,1,-0.041672696400568185,-4.5432947822700065
c494c7c9bdec198be2723c4fd300084e8edb2bb32932731b449106cb4171a41920a05f23e4a92c44d5ecc5adf5f4dd6defa9a8203ea7bdbff8d2a63134fa86bf,0,0,0,1,0,0,20,0,1,0,0,1,0,0,0,1,0,0,13,7,8,0.3809523809523809,368,1.625,28.307692307692307,20.0,26.16099072851477,46.0,89,100,3,9,1.2857142857142858,1.0,2.0,0.0,3,0.2307692307692307,0.5384615384615384,0.0769230769230769,0.1538461538461538,0.875,0.2717391304347826,2,218,150,0,10,3,0,0.6894977168949772,0.0066225165562913,-68,-218,-150,1,0,0,0,0,0,0.0,0.1538461538461538,0.2307692307692307,0.0,2018.5407608695648,4,0.0543478260869565,0.0,0.2201086956521739,0.0,0.483695652173913,0.0,0.2418478260869565,0.0,0.0,0.0,0.0,1,1,1,-0.37179189300157645,-5.0172798368149385
349c7790951d3a818a75ee3e42036b7296a2f2b4cb686a6fb685eb28ba0bf5d602cd19eddf35ee3d609ce8369fc77ce5c09dc61741f4c49f61d527b888325f98,1,0,1,1,0,0,30,1,0,0,0,1,0,0,0,0,1,0,4,3,3,0.1428571428571428,336,1.3333333333333333,84.0,79.5,57.83309317913635,112.0,156,177,2,1,9.5,6.0,0.0,0.0,13,0.25,0.25,0.0,0.0,1.0,0.5267857142857143,0,236,0,100,3,0,1,0.0042194092827004,101.0,-236,-136,100,1,0,0,0,0,0,0.5,0.5,0.5,0.0,2019.946428571429,2,0.4732142857142857,0.0,0.0,0.0,0.5267857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-5.468060141135137,4.61512051684126
01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e5873f3b45afa188f2b157a125079a90400399d9bbb6de3c90fb3820e5088695b9d6103964,1,0,0,0,0,0,40,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0
4b42d3f6ecfbb3bca9de95a38f904728a8b61fdd367b5e00e05bee1580c58b9559702bac762ff403f15190b2eb3cba5742236bbd293bfed43d49f4b12a7045f1,1,0,1,0,0,1,20,0,0,0,0,1,0,0,1,0,0,0,4,3,3,0.1428571428571428,148,1.3333333333333333,37.0,26.5,30.648545370593585,49.333333333333336,80,80,2,10,4.5,3.0,0.0,0.0,6,0.25,0.5,0.0,0.0,1.0,0.5405405405405406,0,133,15,0,3,1,0,0.1194029850746268,0.0625,-118,-133,-15,1,0,0,0,0,0,0.0,0.0,0.0,0.25,2017.8783783783783,2,0.0,0.0,0.8986486486486487,0.0,0.0,0.0,0.1013513513513513,0.0,0.0,0.0,0.0,0,1,1,-2.125251077711131,-2.772588722239781
266f04f978453a57d60fe1ece56253b7eeb043a7af98e2b55b1844901391635e9c0e7144df84728b4a9b31c5c26ace1b90e730770c2480c8c7d7d555c3dfe32c,1,0,1,0,0,0,40,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0
6c6e5189a194500f1b87914305f9df56000de73fc56d9d16e8dece1f4740d85af08b19ecbb533ffb2fd3cb7cd9e9fcdcfb0819856c3409181850292f0e39af75,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,1,0,2,1,2,0.0952380952380952,226,1.0,113.0,113.0,29.698484809834994,113.0,134,134,1,8,7.0,0.0,0.0,0.0,7,0.5,1.0,0.0,0.0,0.5,0.5929203539823009,0,134,92,0,1,1,0,0.6888888888888889,0.010752688172043,-42,-134,-92,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2018.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,-0.3726752852851735,-4.532599493153257
