feature_set_name,model,transformed_feature,original_feature,feature_family,coefficient_for_repurchase_score,direction,coefficient_interpretation_caveat
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_121,billing_method,other,0.060875443735672594,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_smarttv,payment_device,other,0.05937661929151212,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_134,billing_method,other,0.05765462299195183,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_unique_watch_days,w1_3_unique_watch_days,other,0.04586483686445243,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_170,billing_method,other,0.038599541551943915,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_131,billing_method,other,0.03792320414608604,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_160,billing_method,other,0.024644592881069214,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__age,age,membership_context,0.02069741164448855,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_recent_content_watch_ratio,w1_3_recent_content_watch_ratio,other,0.02011864017785213,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_ott_cjhello,payment_device,other,0.0022995552195954863,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_android,payment_device,other,0.001701590372736438,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_132,billing_method,other,-0.023520527398780952,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_lgchplus,payment_device,other,-0.024810946913840344,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_180,billing_method,other,-0.047693702570834884,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_lgtv,payment_device,other,-0.05363075793374287,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_romance,w1_3_genre_ratio_romance,other,-0.059028096825842105,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_animation_family,w1_3_genre_ratio_animation_family,other,-0.10066233319517556,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_other,w1_3_genre_ratio_other,other,-0.10324982327379129,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_drama,w1_3_genre_ratio_drama,other,-0.12453653486009854,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_190,billing_method,other,-0.14404532799407133,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week1_sessions,w1_3_week1_sessions,other,-0.17439453679058908,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_historical_war,w1_3_genre_ratio_historical_war,other,-0.23779533107241524,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_comedy,w1_3_genre_ratio_comedy,other,-0.2712204351271485,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week1_watch_time,w1_3_week1_watch_time,other,-0.2918919032389525,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_sstv,payment_device,other,-0.31594402800287,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_horror,w1_3_genre_ratio_horror,other,-0.335553822597115,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_sf_fantasy,w1_3_genre_ratio_sf_fantasy,other,-0.4126533120631888,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_action_adventure,w1_3_genre_ratio_action_adventure,other,-0.5361726891000912,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_thriller_crime,w1_3_genre_ratio_thriller_crime,other,-0.6131703335309193,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,num__w1_3_unique_contents,w1_3_unique_contents,other,0.8179011995850417,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,num__w1_3_unique_watch_days,w1_3_unique_watch_days,other,0.46532579487979525,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__is_promotion_O,is_promotion,other,0.35631641301561334,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__payment_device_ios,payment_device,other,0.305093366577755,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__billing_method_140,billing_method,other,0.305093366577755,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,num__w1_3_avg_watch_time_per_session,w1_3_avg_watch_time_per_session,other,0.3050704843993177,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,num__w1_3_week2_watch_time,w1_3_week2_watch_time,other,0.23433058433963877,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,num__price,price,membership_context,0.22302696798863678,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__is_user_verified_N,is_user_verified,other,0.20933039078631588,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__payment_device_pc,payment_device,other,0.156082652350725,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__is_user_verified_Y,is_user_verified,other,0.14698602222929769,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__payment_device_ott,payment_device,other,0.13741259340704895,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__gender_F,gender,membership_context,0.13664533724948838,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__gender_N,gender,membership_context,0.1359347727339769,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__gender_M,gender,membership_context,0.08373630303214649,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,num__max_screen,max_screen,other,0.08104990989096604,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__billing_method_151,billing_method,other,0.0739898126687549,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__payment_device_mobile,payment_device,other,0.04803315914835806,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__billing_method_121,billing_method,other,0.04642420637202331,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__payment_device_smarttv,payment_device,other,0.04327212318490981,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__billing_method_160,billing_method,other,0.032302644995580485,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__billing_method_134,billing_method,other,0.020408635137606868,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__billing_method_131,billing_method,other,0.01314066730175299,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,num__age,age,membership_context,0.012808365026033079,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__payment_device_ott_cjhello,payment_device,other,0.006145324661803579,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__billing_method_170,billing_method,other,0.004977430498266075,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__payment_device_lgchplus,payment_device,other,0.0032796412694065464,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__billing_method_180,billing_method,other,-0.011243538396793016,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__payment_device_android,payment_device,other,-0.016810171921769066,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__payment_device_lgtv,payment_device,other,-0.02842747783510507,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__billing_method_132,billing_method,other,-0.030173500947328603,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__billing_method_190,billing_method,other,-0.09860331119200363,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,num__w1_3_week1_watch_time,w1_3_week1_watch_time,other,-0.20226168434134664,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,num__w1_3_week2_sessions,w1_3_week2_sessions,other,-0.2585455001237875,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,cat__payment_device_sstv,payment_device,other,-0.2977647978275213,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_early_safer_week1_2_reference,LogisticRegression,num__w1_3_week1_sessions,w1_3_week1_sessions,other,-0.5893603536209447,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week3_watch_time,w1_3_week3_watch_time,other,0.6325840087236727,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week3_sessions,w1_3_week3_sessions,other,0.6149655160277225,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__is_promotion_O,is_promotion,other,0.4411181997557816,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_avg_watch_time_per_session,w1_3_avg_watch_time_per_session,other,0.4399907886232982,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_unique_contents,w1_3_unique_contents,other,0.4318107765518578,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_ios,payment_device,other,0.3502750355261065,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_140,billing_method,other,0.3502750355261065,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__is_user_verified_N,is_user_verified,other,0.2600480554877083,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__price,price,membership_context,0.2510430993689845,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week2_watch_time,w1_3_week2_watch_time,other,0.22334107688160873,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_pc,payment_device,other,0.1811705347971313,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__is_user_verified_Y,is_user_verified,other,0.18107014426806564,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__gender_F,gender,membership_context,0.17640981581509121,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_ott,payment_device,other,0.172013400415151,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__gender_N,gender,membership_context,0.16670591275690164,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_entropy,w1_3_genre_entropy,other,0.12484870797344756,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__gender_M,gender,membership_context,0.09800247118378007,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__max_screen,max_screen,other,0.09436849219066112,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_151,billing_method,other,0.08462558791740889,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week2_sessions,w1_3_week2_sessions,other,0.07406052512371816,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_121,billing_method,other,0.07057026608952562,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_smarttv,payment_device,other,0.06933045366395918,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_mobile,payment_device,other,0.06876263465381405,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_134,billing_method,other,0.05780225685093233,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_unique_watch_days,w1_3_unique_watch_days,other,0.046479317266059764,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_131,billing_method,other,0.03978945526986751,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_160,billing_method,other,0.028434876063364152,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_170,billing_method,other,0.027685860831144056,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__age,age,membership_context,0.02100768393104659,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_ott_cjhello,payment_device,other,0.002666478195325607,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_android,payment_device,other,-0.005056287182440835,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_132,billing_method,other,-0.023349463244822868,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_lgchplus,payment_device,other,-0.02877999403478164,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_lgtv,payment_device,other,-0.044730134445751246,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_180,billing_method,other,-0.04805007189378654,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_romance,w1_3_genre_ratio_romance,other,-0.05496736398584625,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_other,w1_3_genre_ratio_other,other,-0.09686516852492265,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_animation_family,w1_3_genre_ratio_animation_family,other,-0.09700262126770863,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_drama,w1_3_genre_ratio_drama,other,-0.12129100668388279,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_190,billing_method,other,-0.14666560365397713,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week1_sessions,w1_3_week1_sessions,other,-0.17729694354910405,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_historical_war,w1_3_genre_ratio_historical_war,other,-0.23592295337232705,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_comedy,w1_3_genre_ratio_comedy,other,-0.26604344125644996,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week1_watch_time,w1_3_week1_watch_time,other,-0.29271370346859954,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_sstv,payment_device,other,-0.32453392183274504,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_horror,w1_3_genre_ratio_horror,other,-0.3315326092380694,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_sf_fantasy,w1_3_genre_ratio_sf_fantasy,other,-0.4077874787640133,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_action_adventure,w1_3_genre_ratio_action_adventure,other,-0.5269579370067755,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_genre_ratio_thriller_crime,w1_3_genre_ratio_thriller_crime,other,-0.6059765567270038,negative_to_churn_risk,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week3_watch_time,w1_3_week3_watch_time,other,0.7581403902421615,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week3_sessions,w1_3_week3_sessions,other,0.507781381360393,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__is_promotion_O,is_promotion,other,0.4153598040819819,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_week2_watch_time,w1_3_week2_watch_time,other,0.3502846699899601,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_unique_contents,w1_3_unique_contents,other,0.32051600968959826,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_ios,payment_device,other,0.31921282064938156,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__billing_method_140,billing_method,other,0.31921282064938156,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__is_user_verified_N,is_user_verified,other,0.23506911842838318,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__price,price,membership_context,0.2273478907348782,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,num__w1_3_avg_watch_time_per_session,w1_3_avg_watch_time_per_session,other,0.19213628755081946,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__is_user_verified_Y,is_user_verified,other,0.1802906856535978,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__gender_N,gender,membership_context,0.1765334564151185,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_pc,payment_device,other,0.17199188452101252,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__gender_F,gender,membership_context,0.1475528758419109,positive_to_repurchase_score,unstable_family_level_only
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,LogisticRegression,cat__payment_device_ott,payment_device,other,0.13041271930874046,positive_to_repurchase_score,unstable_family_level_only
