roc_auc,average_precision,brier_score,accuracy,balanced_accuracy,precision_repurchase,recall_repurchase,f1_repurchase,precision_churn,recall_churn,f1_churn,cm_tn_churn_correct,cm_fp_churn_as_repurchase,cm_fn_repurchase_as_churn,cm_tp_repurchase_correct,dataset,feature_set,model_name,n_train,n_test,n_features_original,target_rate_train,target_rate_test,top10_actual_churn_rate,top10_churn_capture_rate,top20_actual_churn_rate,selection_score
0.6379543522037794,0.7707754674396012,0.23615180424332882,0.6038595550790673,0.5987485211403236,0.7540263543191801,0.6133386264390631,0.6764448336252189,0.42092746730083236,0.5841584158415841,0.4892881824464409,708,504,974,1545,overall,without_churn_prevention,logistic,11191,3731,55,0.6752747743722635,0.6751541141785045,0.5106951871657754,0.15759075907590758,0.48460508701472554,0.6440013658027051
0.6422007921316149,0.7732868737238943,0.2261915440998953,0.6403109086035915,0.6002714354404872,0.7428807263722658,0.7145692735212386,0.7284500202347228,0.4503058103975535,0.485973597359736,0.46746031746031746,589,623,719,1800,overall,tree_candidate,random_forest,11191,3731,56,0.6752747743722635,0.6751541141785045,0.5561497326203209,0.1716171617161716,0.4966532797858099,0.6386305743872087
0.6285721912802634,0.763637767467061,0.23814640109298743,0.6027874564459931,0.5985967046486308,0.754291319274154,0.610559745930925,0.6748573935936815,0.42021276595744683,0.5866336633663366,0.4896694214876033,711,501,981,1538,overall,promotion_plan_focused,logistic,11191,3731,21,0.6752747743722635,0.6751541141785045,0.5106951871657754,0.15759075907590758,0.47523427041499333,0.6383662555227007
0.6398359268241235,0.7675245106794484,0.22690966258737313,0.6403109086035915,0.6006995350190041,0.7432823480777181,0.7137753076617706,0.7282300526528959,0.4504573170731707,0.4876237623762376,0.4683042789223455,591,621,721,1798,overall,promotion_reduced_interpretable,random_forest,11191,3731,34,0.6752747743722635,0.6751541141785045,0.5614973262032086,0.17326732673267325,0.4899598393574297,0.6371754580276345
0.6426171001379614,0.7744244557607175,0.22549777326376053,0.6488876976681854,0.6042686146343892,0.7440452159870812,0.7316395394998015,0.7377902321857486,0.4609250398724083,0.4768976897689769,0.46877534468775345,578,634,676,1843,overall,content_added,random_forest,11191,3731,97,0.6752747743722635,0.6751541141785045,0.5508021390374331,0.16996699669966997,0.49129852744310576,0.6369387833232235
0.6380519602178558,0.7732137699958463,0.22700399404993682,0.6360225140712945,0.5975236715811318,0.7415730337078652,0.7074235807860262,0.724095895977245,0.4450301204819277,0.4876237623762376,0.4653543307086614,591,621,737,1782,overall,without_churn_prevention,random_forest,11191,3731,55,0.6752747743722635,0.6751541141785045,0.5320855614973262,0.16419141914191418,0.4859437751004016,0.6333832231780313
0.6155603551621538,0.7536717840587446,0.23954525672925736,0.5826856070758509,0.5794288489984369,0.7400199600798403,0.5887256847955538,0.6557594516913553,0.40011580775911987,0.5701320132013201,0.47022796869683564,691,521,1036,1483,overall,core_reduced,logistic,11191,3731,25,0.6752747743722635,0.6751541141785045,0.5106951871657754,0.15759075907590758,0.46184738955823296,0.6275441858927198
0.6133857927277444,0.7527986748586983,0.23959586580163236,0.5810774591262396,0.5771676512629429,0.7380478087649402,0.5883287018658198,0.6547382372432075,0.3981427742309925,0.566006600660066,0.4674616695059625,686,526,1037,1482,overall,promotion_reduced_interpretable,logistic,11191,3731,34,0.6752747743722635,0.6751541141785045,0.5213903743315508,0.1608910891089109,0.47523427041499333,0.6273328216909021
0.6456925714405501,0.7768547996651894,0.20615784298912349,0.6850710265344412,0.5555053867832198,0.7025316455696202,0.9253672092100039,0.7986979612814802,0.5447941888619855,0.18564356435643564,0.27692307692307694,225,987,188,2331,overall,tree_candidate,xgboost,11191,3731,56,0.6752747743722635,0.6751541141785045,0.553475935828877,0.1707920792079208,0.5046854082998661,0.5956432820923417
0.6491026286034718,0.7764942372638023,0.20597203268785086,0.686947199142321,0.5489749848347281,0.6987349220358929,0.9428344581183009,0.8026360256843528,0.5662650602409639,0.1551155115511551,0.24352331606217617,188,1024,144,2375,overall,promotion_reduced_interpretable,hist_gradient_boosting,11191,3731,34,0.6752747743722635,0.6751541141785045,0.5641711229946524,0.1740924092409241,0.5180722891566265,0.594112737369384
0.6478781065879515,0.7734776822048293,0.20609367739108075,0.6856070758509782,0.5578288178162795,0.7038158691701999,0.9225883287018658,0.7984882322624979,0.5454545454545454,0.19306930693069307,0.2851919561243144,234,978,195,2324,overall,promotion_plan_focused,gradient_boosting,11191,3731,21,0.6752747743722635,0.6751541141785045,0.5347593582887701,0.16501650165016502,0.5220883534136547,0.594088868298705
0.6449942483331302,0.7755975124824104,0.20625456704722336,0.6904315196998124,0.5534818219813248,0.7009428403064231,0.944422389837237,0.8046676813800101,0.5845697329376854,0.16254125412541254,0.2543576500968367,197,1015,140,2379,overall,tree_candidate,hist_gradient_boosting,11191,3731,56,0.6752747743722635,0.6751541141785045,0.5668449197860963,0.17491749174917492,0.48728246318607765,0.5935547159572375
0.6458316137290585,0.7768044045730135,0.20625258844214936,0.684534977217904,0.552539806382385,0.7008982035928144,0.9293370385073442,0.7991124765318314,0.5447570332480819,0.17574257425742573,0.2657517155333749,213,999,178,2341,overall,tree_candidate,gradient_boosting,11191,3731,56,0.6752747743722635,0.6751541141785045,0.5481283422459893,0.16914191419141913,0.5060240963855421,0.5934059647968419
0.6471815849707241,0.7725080388183748,0.20629970667638192,0.6831948539265612,0.5554002452647011,0.7026371627765989,0.9202064311234617,0.7968374011687865,0.5347222222222222,0.1905940594059406,0.28102189781021897,231,981,201,2318,overall,promotion_plan_focused,xgboost,11191,3731,21,0.6752747743722635,0.6751541141785045,0.5347593582887701,0.16501650165016502,0.5234270414993306,0.5931617355956261
0.6371261580306502,0.763628105801939,0.21004224212306322,0.6799785580273385,0.5598679409425659,0.7055538318336954,0.9027391822151647,0.7920585161964472,0.5177165354330708,0.21699669966996699,0.3058139534883721,263,949,245,2274,overall,promotion_plan_focused,lightgbm,11191,3731,21,0.6752747743722635,0.6751541141785045,0.5508021390374331,0.16996699669966997,0.500669344042838,0.5927836233703874
0.646562199888111,0.7726624699426063,0.20602112549037815,0.6837309032430984,0.554084829880368,0.7018390111546579,0.9241762604208019,0.7978067169294037,0.538647342995169,0.183993399339934,0.2742927429274293,223,989,191,2328,overall,core_reduced,xgboost,11191,3731,25,0.6752747743722635,0.6751541141785045,0.5374331550802139,0.16584158415841585,0.5207496653279786,0.5923325905983237
0.6431827680584652,0.7738356106671035,0.20653368810223552,0.6848030018761726,0.5540225965828024,0.7017122258936618,0.927352123858674,0.79890560875513,0.5447761194029851,0.1806930693069307,0.27137546468401486,219,993,183,2336,overall,promotion_reduced_interpretable,xgboost,11191,3731,34,0.6752747743722635,0.6751541141785045,0.5481283422459893,0.16914191419141913,0.5127175368139224,0.5922143600260232
0.6464387159239942,0.7743119057012042,0.20608271959382732,0.6850710265344412,0.5512243909980518,0.7001191185229303,0.9333068678046844,0.800068061936362,0.5495978552278821,0.16914191419141913,0.2586750788643533,205,1007,168,2351,overall,tree_candidate,catboost,11191,3731,56,0.6752747743722635,0.6751541141785045,0.5481283422459893,0.16914191419141913,0.5113788487282463,0.5920659370567096
0.6462900110971795,0.7754071057436281,0.20630406839542292,0.684534977217904,0.5503993084898009,0.6997023809523809,0.9333068678046844,0.7997958836536826,0.5471698113207547,0.1674917491749175,0.25647504737839544,203,1009,168,2351,overall,content_added,xgboost,11191,3731,97,0.6752747743722635,0.6751541141785045,0.5481283422459893,0.16914191419141913,0.49129852744310576,0.5920252951427738
0.6478122703100004,0.7739817170563013,0.20634681013846617,0.6829268292682927,0.5530612559072501,0.7013261000602773,0.9237792774910679,0.7973273942093542,0.5351089588377724,0.18234323432343233,0.272,221,991,192,2327,overall,promotion_plan_focused,catboost,11191,3731,21,0.6752747743722635,0.6751541141785045,0.5294117647058824,0.16336633663366337,0.5167336010709505,0.5917742007579727
0.6440037562708236,0.7697021938101711,0.20661482895562933,0.6829268292682927,0.5526331563287333,0.7010836845273931,0.9245732433505359,0.7974661872966957,0.5354523227383863,0.1806930693069307,0.270203578038248,219,993,190,2329,overall,core_reduced,gradient_boosting,11191,3731,25,0.6752747743722635,0.6751541141785045,0.5374331550802139,0.16584158415841585,0.5087014725568942,0.589946172432485
0.641319208340048,0.7752250576223385,0.20719396486060224,0.6823907799517556,0.5496675759278985,0.6994617224880383,0.9285430726478762,0.7978850417874808,0.5348837209302325,0.1707920792079208,0.2589118198874296,207,1005,180,2339,overall,without_churn_prevention,xgboost,11191,3731,55,0.6752747743722635,0.6751541141785045,0.5427807486631016,0.1674917491749175,0.4979919678714859,0.5894358323392596
0.6467543042513859,0.7738760552148285,0.20611190212468244,0.682122755293487,0.5477566861489642,0.6984221494492409,0.9313219531560143,0.7982306907111262,0.5349462365591398,0.16419141914191418,0.25126262626262624,199,1013,173,2346,overall,core_reduced,catboost,11191,3731,25,0.6752747743722635,0.6751541141785045,0.5347593582887701,0.16501650165016502,0.500669344042838,0.5893510673314334
0.6309357464130694,0.7622283120043727,0.21039292068401494,0.6789064593942643,0.5556491784549634,0.703168255921255,0.907502977371973,0.7923743500866551,0.5145833333333333,0.2037953795379538,0.2919621749408983,247,965,233,2286,overall,core_reduced,lightgbm,11191,3731,25,0.6752747743722635,0.6751541141785045,0.5614973262032086,0.17326732673267325,0.4685408299866131,0.5892720697481487
0.6462150035964296,0.7750720501090848,0.2059118355171411,0.6904315196998124,0.5489867764068983,0.6984866123399301,0.9527590313616514,0.8060453400503779,0.5966101694915255,0.14521452145214522,0.23357664233576642,176,1036,119,2400,overall,content_added,hist_gradient_boosting,11191,3731,97,0.6752747743722635,0.6751541141785045,0.5508021390374331,0.16996699669966997,0.5020080321285141,0.5889672632191013
0.6436216765781382,0.7720256881336475,0.20657713183620702,0.683998927901367,0.5485039770352581,0.6986951364175563,0.9352917824533545,0.799864199626549,0.5459610027855153,0.1617161716171617,0.2495225970719287,196,1016,163,2356,overall,content_added,gradient_boosting,11191,3731,97,0.6752747743722635,0.6751541141785045,0.5454545454545454,0.16831683168316833,0.500669344042838,0.5887117840543301
0.6295674327258054,0.7650739495454981,0.21027924578530094,0.6805146073438756,0.5551277289300982,0.7027192178429575,0.9130607383882493,0.7941988950276243,0.5218340611353712,0.1971947194719472,0.28622754491017965,239,973,219,2300,overall,content_added,lightgbm,11191,3731,97,0.6752747743722635,0.6751541141785045,0.553475935828877,0.1707920792079208,0.48058902275769744,0.5871744304081106
0.639212447445618,0.7665644822166683,0.20764579584611748,0.684534977217904,0.5512555076468345,0.7001789976133651,0.9317189360857483,0.799523079543519,0.5461741424802111,0.1707920792079208,0.26021370207416716,207,1005,172,2347,overall,promotion_plan_focused,hist_gradient_boosting,11191,3731,21,0.6752747743722635,0.6751541141785045,0.5427807486631016,0.1674917491749175,0.5100401606425703,0.5863226460853486
0.638620739803238,0.7718366355323052,0.2072102813987404,0.6898954703832753,0.5488038432664227,0.6984265734265734,0.9515680825724494,0.8055788943034784,0.5919732441471572,0.14603960396039603,0.2342819324950364,177,1035,122,2397,overall,without_churn_prevention,hist_gradient_boosting,11191,3731,55,0.6752747743722635,0.6751541141785045,0.5481283422459893,0.16914191419141913,0.4979919678714859,0.5844636837254913
0.6389623678525058,0.7683194403971964,0.2071984081413939,0.6834628785848298,0.5440400481096145,0.6963028169014085,0.9420404922588329,0.8007423654462629,0.5479876160990712,0.14603960396039603,0.23061889250814332,177,1035,146,2373,overall,core_reduced,hist_gradient_boosting,11191,3731,25,0.6752747743722635,0.6751541141785045,0.5481283422459893,0.16914191419141913,0.499330655957162,0.5837381175638845
0.6312216920381994,0.7681519455439783,0.21049892824736977,0.6794425087108014,0.5530494643350797,0.7016153611703749,0.9138547042477173,0.7937931034482759,0.5177777777777778,0.19224422442244224,0.28038507821901326,233,979,217,2302,overall,tree_candidate,lightgbm,11191,3731,56,0.6752747743722635,0.6751541141785045,0.5240641711229946,0.1617161716171617,0.48728246318607765,0.5835340071349998
0.6407345428866031,0.7689630623508055,0.20749489113551053,0.6794425087108014,0.5457717715002941,0.69752164825321,0.927352123858674,0.7961826857532379,0.5209424083769634,0.16419141914191418,0.24968632371392724,199,1013,183,2336,overall,promotion_reduced_interpretable,gradient_boosting,11191,3731,34,0.6752747743722635,0.6751541141785045,0.5213903743315508,0.1608910891089109,0.5073627844712182,0.5834085789076926
0.6442422080636012,0.7734988411176782,0.20694268059324714,0.6802465826856071,0.5418722003204687,0.6953447259870359,0.9368797141722905,0.7982411635379671,0.5281899109792285,0.14686468646864687,0.22982569399612654,178,1034,159,2360,overall,content_added,catboost,11191,3731,97,0.6752747743722635,0.6751541141785045,0.5187165775401069,0.16006600660066006,0.499330655957162,0.5831208935093531
0.6377273644395007,0.7717005266115861,0.20768384538742196,0.6813186813186813,0.5456628632295544,0.6973293768545994,0.9329098848749504,0.7980981490915265,0.5318559556786704,0.15841584158415842,0.24411951684678956,192,1020,169,2350,overall,without_churn_prevention,gradient_boosting,11191,3731,55,0.6752747743722635,0.6751541141785045,0.5267379679144385,0.16254125412541254,0.4899598393574297,0.5826755170754614
0.6393989835664788,0.7691441914156828,0.2073313371805505,0.6799785580273385,0.541245609277085,0.6950250220783044,0.9372766971020247,0.7981744421906694,0.5269461077844312,0.14521452145214522,0.2276843467011643,176,1036,158,2361,overall,promotion_reduced_interpretable,catboost,11191,3731,34,0.6752747743722635,0.6751541141785045,0.5347593582887701,0.16501650165016502,0.4966532797858099,0.5820116724199735
0.6399263288774293,0.771092141342633,0.2076774355372352,0.6799785580273385,0.5410315594878266,0.6949102677258017,0.9376736800317587,0.7982426495437648,0.5271084337349398,0.1443894389438944,0.2266839378238342,175,1037,157,2362,overall,without_churn_prevention,catboost,11191,3731,55,0.6752747743722635,0.6751541141785045,0.5213903743315508,0.1608910891089109,0.49129852744310576,0.5806068553218182
0.6248381934263296,0.7587296439319297,0.21188421161485335,0.6786384347359957,0.5522399401512204,0.7012195121951219,0.9130607383882493,0.7932402138299707,0.5144124168514412,0.19141914191419143,0.2790138304269393,232,980,219,2300,overall,promotion_reduced_interpretable,lightgbm,11191,3731,34,0.6752747743722635,0.6751541141785045,0.5240641711229946,0.1617161716171617,0.4819277108433735,0.5781820949804087
0.6165225146968846,0.7594290060917515,0.21274922977451707,0.6791744840525328,0.5511385745561456,0.7005461165048543,0.9166335847558555,0.7941530524505589,0.5172413793103449,0.18564356435643564,0.273224043715847,225,987,210,2309,overall,without_churn_prevention,lightgbm,11191,3731,55,0.6752747743722635,0.6751541141785045,0.5240641711229946,0.1617161716171617,0.4685408299866131,0.5737485434584505
0.5070639705891987,0.6782736731351234,0.4317877244706513,0.5682122755293487,0.5070639705891986,0.6797307996832938,0.6816196903533148,0.6806739345887017,0.33443983402489624,0.3325082508250825,0.33347124534546957,403,809,802,1717,overall,core_reduced,dummy,11191,3731,25,0.6752747743722635,0.6751541141785045,0.3315508021390374,0.10231023102310231,0.3319946452476573,0.49735606299353824
0.5070639705891987,0.6782736731351234,0.4317877244706513,0.5682122755293487,0.5070639705891986,0.6797307996832938,0.6816196903533148,0.6806739345887017,0.33443983402489624,0.3325082508250825,0.33347124534546957,403,809,802,1717,overall,tree_candidate,dummy,11191,3731,56,0.6752747743722635,0.6751541141785045,0.3315508021390374,0.10231023102310231,0.3319946452476573,0.49735606299353824
0.5070639705891987,0.6782736731351234,0.4317877244706513,0.5682122755293487,0.5070639705891986,0.6797307996832938,0.6816196903533148,0.6806739345887017,0.33443983402489624,0.3325082508250825,0.33347124534546957,403,809,802,1717,overall,content_added,dummy,11191,3731,97,0.6752747743722635,0.6751541141785045,0.3315508021390374,0.10231023102310231,0.3319946452476573,0.49735606299353824
0.5070639705891987,0.6782736731351234,0.4317877244706513,0.5682122755293487,0.5070639705891986,0.6797307996832938,0.6816196903533148,0.6806739345887017,0.33443983402489624,0.3325082508250825,0.33347124534546957,403,809,802,1717,overall,without_churn_prevention,dummy,11191,3731,55,0.6752747743722635,0.6751541141785045,0.3315508021390374,0.10231023102310231,0.3319946452476573,0.49735606299353824
0.5070639705891987,0.6782736731351234,0.4317877244706513,0.5682122755293487,0.5070639705891986,0.6797307996832938,0.6816196903533148,0.6806739345887017,0.33443983402489624,0.3325082508250825,0.33347124534546957,403,809,802,1717,overall,promotion_plan_focused,dummy,11191,3731,21,0.6752747743722635,0.6751541141785045,0.3315508021390374,0.10231023102310231,0.3319946452476573,0.49735606299353824
0.5070639705891987,0.6782736731351234,0.4317877244706513,0.5682122755293487,0.5070639705891986,0.6797307996832938,0.6816196903533148,0.6806739345887017,0.33443983402489624,0.3325082508250825,0.33347124534546957,403,809,802,1717,overall,promotion_reduced_interpretable,dummy,11191,3731,34,0.6752747743722635,0.6751541141785045,0.3315508021390374,0.10231023102310231,0.3319946452476573,0.49735606299353824
0.6612508766413325,0.7617347581743787,0.22956707347761143,0.6251113089937667,0.6203271714927743,0.7336032388663968,0.638477801268499,0.6827430293896006,0.49258160237388726,0.6021765417170496,0.5418933623503809,498,329,513,906,promotion_only,tree_candidate,logistic,6737,2246,53,0.6317351937063975,0.6317898486197685,0.6177777777777778,0.16807738814993953,0.5377777777777778,0.6709897319564184
0.6574315751082433,0.7558436158584166,0.23044507494315272,0.6228851291184327,0.6167997286779099,0.729903536977492,0.6398872445384073,0.6819376642883965,0.49001996007984033,0.5937122128174124,0.5369054127938764,491,336,511,908,promotion_only,tree_candidate,extra_trees,6737,2246,53,0.6317351937063975,0.6317898486197685,0.6177777777777778,0.16807738814993953,0.5466666666666666,0.6665286113525922
0.6563655451622605,0.7549429318933755,0.2289590071496823,0.6273374888691006,0.6200711027487552,0.731687898089172,0.6476391825229034,0.6871028037383178,0.494949494949495,0.592503022974607,0.5393505778756191,490,337,500,919,promotion_only,promotion_plan_focused,random_forest,6737,2246,20,0.6317351937063975,0.6317898486197685,0.6,0.16324062877871826,0.5311111111111111,0.6629756817425522
0.6557520027473066,0.7579451213863528,0.2317064184558282,0.6170970614425646,0.6157503155056654,0.7323358270989194,0.6208597603946441,0.6720061022120518,0.4841802492809204,0.6106408706166868,0.5401069518716578,505,322,538,881,promotion_only,core_reduced,extra_trees,6737,2246,23,0.6317351937063975,0.6317898486197685,0.5777777777777777,0.15719467956469166,0.54,0.6628374788420459
0.6566672035162797,0.7580553504683274,0.23049828185807666,0.6197684772929652,0.6108019255006123,0.7233201581027668,0.6448202959830867,0.6818181818181818,0.48623853211009177,0.5767835550181378,0.5276548672566371,477,350,504,915,promotion_only,content_added,extra_trees,6737,2246,94,0.6317351937063975,0.6317898486197685,0.6044444444444445,0.16444981862152358,0.54,0.6621982791187951
0.6556395199712317,0.7549588659474946,0.2314559469406277,0.6170970614425646,0.6122190380507075,0.727051177904143,0.6307258632840028,0.6754716981132075,0.483743842364532,0.5937122128174124,0.5331161780673181,491,336,524,895,promotion_only,promotion_plan_focused,extra_trees,6737,2246,20,0.6317351937063975,0.6317898486197685,0.5822222222222222,0.15840386940749698,0.5422222222222223,0.6601676657298732
0.651771646330292,0.7540979158920784,0.23181577709001755,0.6055209260908282,0.6023009544845264,0.7200660611065235,0.6145172656800564,0.6631178707224334,0.4714975845410628,0.5900846432889963,0.5241675617615468,488,339,547,872,promotion_only,content_added,logistic,6737,2246,94,0.6317351937063975,0.6317898486197685,0.5911111111111111,0.1608222490931076,0.5422222222222223,0.6590010829816672
0.6523280952149657,0.7545466048927131,0.23214657019453785,0.6175422974176313,0.6113102283485569,0.7254428341384863,0.634954193093728,0.6771890266816986,0.48406374501992033,0.5876662636033857,0.5308574549426542,486,341,518,901,promotion_only,promotion_reduced_interpretable,extra_trees,6737,2246,32,0.6317351937063975,0.6317898486197685,0.5777777777777777,0.15719467956469166,0.5311111111111111,0.6570009002770874
0.6509007569579544,0.7527409375763563,0.23294934416797902,0.6179875333926982,0.6093924822307039,0.7224425059476606,0.6420014094432699,0.6798507462686567,0.4842639593908629,0.5767835550181378,0.5264900662251656,477,350,508,911,promotion_only,promotion_plan_focused,logistic,6737,2246,20,0.6317351937063975,0.6317898486197685,0.5822222222222222,0.15840386940749698,0.5466666666666666,0.6549414416112226
0.6557366641869327,0.756974120463497,0.2285671186601634,0.6157613535173642,0.602081527856956,0.7138461538461538,0.6539816772374912,0.6826038984920927,0.4809725158562368,0.5501813784764208,0.5132543711223915,455,372,491,928,promotion_only,core_reduced,random_forest,6737,2246,23,0.6317351937063975,0.6317898486197685,0.5866666666666667,0.1596130592503023,0.5288888888888889,0.654852235771457
0.6550046740002029,0.7628373530995959,0.22793015554660714,0.6237756010685663,0.6038838087008835,0.7119645494830132,0.6793516560958421,0.6952758745041472,0.4899103139013453,0.528415961305925,0.508435136707388,437,390,455,964,promotion_only,tree_candidate,random_forest,6737,2246,53,0.6317351937063975,0.6317898486197685,0.5955555555555555,0.16203143893591293,0.5488888888888889,0.6540571691042123
0.6474137908996321,0.7542564806258834,0.23282068946622966,0.6121994657168299,0.6025416846681715,0.7164296998420221,0.6391825229034531,0.6756052141527001,0.4775510204081633,0.56590084643289,0.5179856115107914,468,359,512,907,promotion_only,without_churn_prevention,logistic,6737,2246,52,0.6317351937063975,0.6317898486197685,0.5911111111111111,0.1608222490931076,0.54,0.6534521196929054
0.6455505818853307,0.7502443581437706,0.2328889893886428,0.5997328584149599,0.5906577089474083,0.7073365231259968,0.6250880902043693,0.6636737747848859,0.4637096774193548,0.5562273276904474,0.5057724024189115,460,367,532,887,promotion_only,without_churn_prevention,extra_trees,6737,2246,52,0.6317351937063975,0.6317898486197685,0.5911111111111111,0.1608222490931076,0.5377777777777778,0.6501596172045753
0.6446988657134604,0.747045905906595,0.23369930572031647,0.6073018699910953,0.5991701838837746,0.7146282973621103,0.6300211416490487,0.6696629213483146,0.4723618090452261,0.5683192261185006,0.5159165751920965,470,357,525,894,promotion_only,core_reduced,logistic,6737,2246,23,0.6317351937063975,0.6317898486197685,0.5822222222222222,0.15840386940749698,0.54,0.6494571832988144
0.6422050714393449,0.7432983249728254,0.23416193982338654,0.6059661620658949,0.5988698037431199,0.714975845410628,0.6257928118393234,0.6674182638105975,0.4711155378486056,0.5719467956469165,0.5166575641725832,473,354,531,888,promotion_only,promotion_reduced_interpretable,logistic,6737,2246,32,0.6317351937063975,0.6317898486197685,0.5866666666666667,0.1596130592503023,0.5311111111111111,0.648608882737949
0.6521014253783299,0.7571665536836296,0.22879863355535346,0.6202137132680321,0.6000559857453646,0.7090103397341211,0.6765327695560254,0.6923909123692752,0.4854260089686099,0.5235792019347038,0.5037812681791739,433,394,459,960,promotion_only,promotion_reduced_interpretable,random_forest,6737,2246,32,0.6317351937063975,0.6317898486197685,0.5822222222222222,0.15840386940749698,0.5244444444444445,0.6486074934646948
0.6535517714759018,0.7620470525984975,0.2280016808401202,0.6255565449688335,0.6007530381001318,0.7073170731707317,0.6948555320648344,0.7010309278350515,0.49178403755868544,0.5066505441354293,0.4991066110780226,419,408,433,986,promotion_only,content_added,random_forest,6737,2246,94,0.6317351937063975,0.6317898486197685,0.5777777777777777,0.15719467956469166,0.5355555555555556,0.6472743086007613
0.6414113009399982,0.7530750115378538,0.23048463427997806,0.6108637577916296,0.5901340675390898,0.7014042867701404,0.6687808315715292,0.6847041847041847,0.47368421052631576,0.5114873035066505,0.49186046511627907,423,404,470,949,promotion_only,without_churn_prevention,random_forest,6737,2246,52,0.6317351937063975,0.6317898486197685,0.5866666666666667,0.1596130592503023,0.5355555555555556,0.6416269338334601
0.6612449116456315,0.7595526574188123,0.2158793587204161,0.6509349955476402,0.5713997203269159,0.6722734671730873,0.8731501057082452,0.759656652360515,0.5533498759305211,0.26964933494558646,0.36260162601626017,223,604,180,1239,promotion_only,promotion_plan_focused,catboost,6737,2246,20,0.6317351937063975,0.6317898486197685,0.6044444444444445,0.16444981862152358,0.5511111111111111,0.618562441503742
