dataset_scope,model_name,score_type,decile,row_count,mean_score,observed_repurchase_rate,observed_nonrepurchase_rate,mean_churn_risk
overall_without_promotion,HistGradientBoosting,repurchase_score,7,2308,0.6583898046431295,0.6733102253032929,0.3266897746967071,
overall_without_promotion,HistGradientBoosting,repurchase_score,8,2308,0.5744213807886093,0.5922876949740035,0.40771230502599654,
overall_without_promotion,HistGradientBoosting,repurchase_score,9,2308,0.4121430234972385,0.4059792027729636,0.5940207972270364,
overall_without_promotion,HistGradientBoosting,repurchase_score,10,2308,0.26612059689877865,0.2517331022530329,0.7482668977469671,
overall_without_promotion,HistGradientBoosting,churn_risk,1,2308,0.7338794031012214,0.2517331022530329,0.7482668977469671,0.7338794031012214
overall_without_promotion,HistGradientBoosting,churn_risk,2,2308,0.5878569765027615,0.4059792027729636,0.5940207972270364,0.5878569765027615
overall_without_promotion,HistGradientBoosting,churn_risk,3,2308,0.4255786192113907,0.5922876949740035,0.40771230502599654,0.4255786192113907
overall_without_promotion,HistGradientBoosting,churn_risk,4,2308,0.3416101953568706,0.6733102253032929,0.3266897746967071,0.3416101953568706
overall_without_promotion,HistGradientBoosting,churn_risk,5,2308,0.2657089134916111,0.7318024263431543,0.2681975736568457,0.2657089134916111
overall_without_promotion,HistGradientBoosting,churn_risk,6,2307,0.18557801091589268,0.8144776766363242,0.1855223233636758,0.18557801091589268
overall_without_promotion,HistGradientBoosting,churn_risk,7,2308,0.1297545930246135,0.8626516464471404,0.13734835355285957,0.1297545930246135
overall_without_promotion,HistGradientBoosting,churn_risk,8,2308,0.08500991371112114,0.9168110918544194,0.08318890814558055,0.08500991371112114
overall_without_promotion,HistGradientBoosting,churn_risk,9,2308,0.049077166361796265,0.9506065857885615,0.0493934142114385,0.049077166361796265
overall_without_promotion,HistGradientBoosting,churn_risk,10,2308,0.022431824479370765,0.9744367417677643,0.025563258232235708,0.022431824479370765
overall_without_promotion,RandomForest,repurchase_score,1,2308,0.9573740077050563,0.9748700173310225,0.02512998266897748,
overall_without_promotion,RandomForest,repurchase_score,2,2308,0.9227370823981607,0.9415077989601387,0.0584922010398613,
overall_without_promotion,RandomForest,repurchase_score,3,2308,0.8868792788750324,0.9111785095320624,0.08882149046793764,
overall_without_promotion,RandomForest,repurchase_score,4,2308,0.8503622900899617,0.8721837088388215,0.12781629116117854,
overall_without_promotion,RandomForest,repurchase_score,5,2308,0.8059000806432745,0.8076256499133448,0.19237435008665515,
overall_without_promotion,RandomForest,repurchase_score,6,2307,0.7313447795253437,0.7360208062418726,0.2639791937581274,
overall_without_promotion,RandomForest,repurchase_score,7,2308,0.6515502091795597,0.6494800693240901,0.3505199306759099,
overall_without_promotion,RandomForest,repurchase_score,8,2308,0.6028145108399219,0.6039861351819757,0.39601386481802425,
overall_without_promotion,RandomForest,repurchase_score,9,2308,0.4504643046838201,0.39168110918544197,0.608318890814558,
overall_without_promotion,RandomForest,repurchase_score,10,2308,0.31264154703587493,0.285528596187175,0.714471403812825,
overall_without_promotion,RandomForest,churn_risk,1,2308,0.6873584529641251,0.285528596187175,0.714471403812825,0.6873584529641251
overall_without_promotion,RandomForest,churn_risk,2,2308,0.5495356953161799,0.39168110918544197,0.608318890814558,0.5495356953161799
overall_without_promotion,RandomForest,churn_risk,3,2308,0.39718548916007795,0.6048526863084922,0.3951473136915078,0.39718548916007795
overall_without_promotion,RandomForest,churn_risk,4,2308,0.3484497908204403,0.6486135181975736,0.3513864818024264,0.3484497908204403
overall_without_promotion,RandomForest,churn_risk,5,2308,0.2686338996354936,0.7361351819757366,0.2638648180242634,0.2686338996354936
overall_without_promotion,RandomForest,churn_risk,6,2307,0.19408893244544237,0.8075422626788037,0.1924577373211963,0.19408893244544237
overall_without_promotion,RandomForest,churn_risk,7,2308,0.14963770991003833,0.8721837088388215,0.12781629116117854,0.14963770991003833
overall_without_promotion,RandomForest,churn_risk,8,2308,0.11312072112496761,0.9111785095320624,0.08882149046793764,0.11312072112496761
overall_without_promotion,RandomForest,churn_risk,9,2308,0.0772629176018393,0.9415077989601387,0.0584922010398613,0.0772629176018393
overall_without_promotion,RandomForest,churn_risk,10,2308,0.042625992294943904,0.9748700173310225,0.02512998266897748,0.042625992294943904
overall_without_promotion,GradientBoosting,repurchase_score,1,2308,0.9683391890597589,0.9770363951473137,0.022963604852686337,
overall_without_promotion,GradientBoosting,repurchase_score,2,2308,0.9391732049800047,0.9519064124783362,0.048093587521663816,
overall_without_promotion,GradientBoosting,repurchase_score,3,2308,0.9046560606145314,0.9042461005199307,0.0957538994800693,
overall_without_promotion,GradientBoosting,repurchase_score,4,2308,0.8654031552168017,0.8721837088388215,0.12781629116117854,
overall_without_promotion,GradientBoosting,repurchase_score,5,2308,0.8166037411494452,0.8071923743500866,0.19280762564991338,
overall_without_promotion,GradientBoosting,repurchase_score,6,2307,0.742049492151932,0.7312527091460772,0.2687472908539228,
overall_without_promotion,GradientBoosting,repurchase_score,7,2308,0.6532927794536836,0.6685441941074524,0.33145580589254764,
overall_without_promotion,GradientBoosting,repurchase_score,8,2308,0.589693795516377,0.5879549393414212,0.4120450606585788,
overall_without_promotion,GradientBoosting,repurchase_score,9,2308,0.42359436349587115,0.4246100519930676,0.5753899480069324,
overall_without_promotion,GradientBoosting,repurchase_score,10,2308,0.2722646316996089,0.24913344887348354,0.7508665511265165,
overall_without_promotion,GradientBoosting,churn_risk,1,2308,0.7277353683003911,0.24913344887348354,0.7508665511265165,0.7277353683003911
overall_without_promotion,GradientBoosting,churn_risk,2,2308,0.5764056365041289,0.4246100519930676,0.5753899480069324,0.5764056365041289
overall_without_promotion,GradientBoosting,churn_risk,3,2308,0.410306204483623,0.587521663778163,0.41247833622183705,0.410306204483623
overall_without_promotion,GradientBoosting,churn_risk,4,2308,0.34670722054631653,0.6689774696707106,0.3310225303292894,0.34670722054631653
overall_without_promotion,GradientBoosting,churn_risk,5,2308,0.2579302616887611,0.7309358752166378,0.26906412478336217,0.2579302616887611
overall_without_promotion,GradientBoosting,churn_risk,6,2307,0.1833841972496369,0.8075422626788037,0.1924577373211963,0.1833841972496369
overall_without_promotion,GradientBoosting,churn_risk,7,2308,0.13459684478319828,0.8721837088388215,0.12781629116117854,0.13459684478319828
overall_without_promotion,GradientBoosting,churn_risk,8,2308,0.0953439393854685,0.9042461005199307,0.0957538994800693,0.0953439393854685
overall_without_promotion,GradientBoosting,churn_risk,9,2308,0.06082679501999532,0.9519064124783362,0.048093587521663816,0.06082679501999532
overall_without_promotion,GradientBoosting,churn_risk,10,2308,0.03166081094024097,0.9770363951473137,0.022963604852686337,0.03166081094024097
overall_without_promotion,ExtraTrees,repurchase_score,1,2308,0.9026249824525268,0.9727036395147314,0.027296360485268623,
overall_without_promotion,ExtraTrees,repurchase_score,2,2308,0.8536890895394499,0.9311091854419411,0.0688908145580589,
overall_without_promotion,ExtraTrees,repurchase_score,3,2308,0.819642812739765,0.8782495667244368,0.12175043327556323,
overall_without_promotion,ExtraTrees,repurchase_score,4,2308,0.7878667562045376,0.834055459272097,0.165944540727903,
overall_without_promotion,ExtraTrees,repurchase_score,5,2308,0.760974609125179,0.7881282495667244,0.21187175043327555,
overall_without_promotion,ExtraTrees,repurchase_score,6,2307,0.733522749669714,0.7433896835717382,0.2566103164282618,
overall_without_promotion,ExtraTrees,repurchase_score,7,2308,0.6934620331148232,0.6850086655112652,0.31499133448873484,
overall_without_promotion,ExtraTrees,repurchase_score,8,2308,0.658311287892348,0.5979202772963604,0.40207972270363956,
overall_without_promotion,ExtraTrees,repurchase_score,9,2308,0.5973278386497525,0.43457538994800693,0.5654246100519931,
overall_without_promotion,ExtraTrees,repurchase_score,10,2308,0.36617846641941343,0.3089254766031196,0.6910745233968805,
overall_without_promotion,ExtraTrees,churn_risk,1,2308,0.6338215335805866,0.3089254766031196,0.6910745233968805,0.6338215335805866
overall_without_promotion,ExtraTrees,churn_risk,2,2308,0.4026721613502474,0.43457538994800693,0.5654246100519931,0.4026721613502474
overall_without_promotion,ExtraTrees,churn_risk,3,2308,0.34168871210765195,0.5957538994800693,0.4042461005199307,0.34168871210765195
overall_without_promotion,ExtraTrees,churn_risk,4,2308,0.30653796688517687,0.6871750433275563,0.3128249566724437,0.30653796688517687
overall_without_promotion,ExtraTrees,churn_risk,5,2308,0.2664706232027367,0.7435008665511266,0.25649913344887343,0.2664706232027367
overall_without_promotion,ExtraTrees,churn_risk,6,2307,0.2390201214994107,0.788036410923277,0.21196358907672297,0.2390201214994107
overall_without_promotion,ExtraTrees,churn_risk,7,2308,0.21213324379546245,0.834055459272097,0.165944540727903,0.21213324379546245
overall_without_promotion,ExtraTrees,churn_risk,8,2308,0.18035718726023497,0.8782495667244368,0.12175043327556323,0.18035718726023497
overall_without_promotion,ExtraTrees,churn_risk,9,2308,0.1463109104605502,0.9311091854419411,0.0688908145580589,0.1463109104605502
overall_without_promotion,ExtraTrees,churn_risk,10,2308,0.09737501754747332,0.9727036395147314,0.027296360485268623,0.09737501754747332
overall_without_promotion,LightGBM,repurchase_score,1,2308,0.988666528630705,0.9748700173310225,0.02512998266897748,
overall_without_promotion,LightGBM,repurchase_score,2,2308,0.9643985994067743,0.9510398613518197,0.048960138648180274,
overall_without_promotion,LightGBM,repurchase_score,3,2308,0.9291953781944923,0.9176776429809359,0.0823223570190641,
overall_without_promotion,LightGBM,repurchase_score,4,2308,0.8797319955530944,0.8557192374350087,0.14428076256499134,
overall_without_promotion,LightGBM,repurchase_score,5,2308,0.8187845404301953,0.8123916811091855,0.18760831889081453,
overall_without_promotion,LightGBM,repurchase_score,6,2307,0.7359904477261383,0.7386215864759428,0.2613784135240572,
overall_without_promotion,LightGBM,repurchase_score,7,2308,0.6639317340834298,0.6750433275563258,0.3249566724436742,
overall_without_promotion,LightGBM,repurchase_score,8,2308,0.5705490773132057,0.5935875216637782,0.40641247833622185,
overall_without_promotion,LightGBM,repurchase_score,9,2308,0.40333000905664856,0.39991334488734837,0.6000866551126516,
overall_without_promotion,LightGBM,repurchase_score,10,2308,0.24269749939161697,0.2551993067590988,0.7448006932409013,
overall_without_promotion,LightGBM,churn_risk,1,2308,0.757302500608383,0.2551993067590988,0.7448006932409013,0.757302500608383
overall_without_promotion,LightGBM,churn_risk,2,2308,0.5966699909433515,0.39991334488734837,0.6000866551126516,0.5966699909433515
overall_without_promotion,LightGBM,churn_risk,3,2308,0.4294509226867943,0.5935875216637782,0.40641247833622185,0.4294509226867943
overall_without_promotion,LightGBM,churn_risk,4,2308,0.33606826591657013,0.6750433275563258,0.3249566724436742,0.33606826591657013
overall_without_promotion,LightGBM,churn_risk,5,2308,0.26398854518130316,0.738734835355286,0.26126516464471405,0.26398854518130316
overall_without_promotion,LightGBM,churn_risk,6,2307,0.18120058756153462,0.8123103597745991,0.1876896402254009,0.18120058756153462
overall_without_promotion,LightGBM,churn_risk,7,2308,0.12026800444690551,0.8557192374350087,0.14428076256499134,0.12026800444690551
overall_without_promotion,LightGBM,churn_risk,8,2308,0.0708046218055076,0.9176776429809359,0.0823223570190641,0.0708046218055076
overall_without_promotion,LightGBM,churn_risk,9,2308,0.03560140059322576,0.9510398613518197,0.048960138648180274,0.03560140059322576
overall_without_promotion,LightGBM,churn_risk,10,2308,0.011333471369294981,0.9748700173310225,0.02512998266897748,0.011333471369294981
overall_without_promotion,XGBoost,repurchase_score,1,2308,0.9820425131292029,0.9735701906412478,0.026429809358752165,
overall_without_promotion,XGBoost,repurchase_score,2,2308,0.9545299572485985,0.9558058925476604,0.04419410745233965,
overall_without_promotion,XGBoost,repurchase_score,3,2308,0.9163811385270008,0.91421143847487,0.08578856152513004,
overall_without_promotion,XGBoost,repurchase_score,4,2308,0.8685391497519028,0.871317157712305,0.128682842287695,
overall_without_promotion,XGBoost,repurchase_score,5,2308,0.81335394185172,0.8015597920277296,0.19844020797227035,
overall_without_promotion,XGBoost,repurchase_score,6,2307,0.7320739771310106,0.7403554399653229,0.25964456003467706,
overall_without_promotion,XGBoost,repurchase_score,7,2308,0.6592468661441754,0.6707105719237435,0.3292894280762565,
overall_without_promotion,XGBoost,repurchase_score,8,2308,0.5754557543626277,0.584055459272097,0.415944540727903,
overall_without_promotion,XGBoost,repurchase_score,9,2308,0.41703349748300306,0.4150779896013865,0.5849220103986135,
overall_without_promotion,XGBoost,repurchase_score,10,2308,0.2565298915309654,0.2474003466204506,0.7525996533795494,
overall_without_promotion,XGBoost,churn_risk,1,2308,0.7434701084690346,0.2474003466204506,0.7525996533795494,0.7434701084690346
overall_without_promotion,XGBoost,churn_risk,2,2308,0.5829665025169969,0.4150779896013865,0.5849220103986135,0.5829665025169969
overall_without_promotion,XGBoost,churn_risk,3,2308,0.4245442456373722,0.584055459272097,0.415944540727903,0.4245442456373722
overall_without_promotion,XGBoost,churn_risk,4,2308,0.3407531338558247,0.6707105719237435,0.3292894280762565,0.3407531338558247
overall_without_promotion,XGBoost,churn_risk,5,2308,0.2679046209598125,0.7400346620450606,0.25996533795493937,0.2679046209598125
overall_without_promotion,XGBoost,churn_risk,6,2307,0.1866322374467887,0.8019072388383182,0.19809276116168184,0.1866322374467887
overall_without_promotion,XGBoost,churn_risk,7,2308,0.13146085024809714,0.871317157712305,0.128682842287695,0.13146085024809714
overall_without_promotion,XGBoost,churn_risk,8,2308,0.0836188614729992,0.91421143847487,0.08578856152513004,0.0836188614729992
overall_without_promotion,XGBoost,churn_risk,9,2308,0.045470042751401506,0.9558058925476604,0.04419410745233965,0.045470042751401506
overall_without_promotion,XGBoost,churn_risk,10,2308,0.01795748687079709,0.9735701906412478,0.026429809358752165,0.01795748687079709
overall_with_promotion,LogisticRegression,repurchase_score,1,2308,0.983395593924182,0.9653379549393414,0.03466204506065862,
overall_with_promotion,LogisticRegression,repurchase_score,2,2308,0.9380043983299262,0.9410745233968805,0.05892547660311953,
overall_with_promotion,LogisticRegression,repurchase_score,3,2308,0.8908319079691963,0.9046793760831889,0.09532062391681106,
overall_with_promotion,LogisticRegression,repurchase_score,4,2308,0.8400811773902702,0.8522530329289428,0.14774696707105717,
overall_with_promotion,LogisticRegression,repurchase_score,5,2308,0.7846274209071062,0.7898613518197574,0.21013864818024264,
overall_with_promotion,LogisticRegression,repurchase_score,6,2307,0.7175143478578602,0.7286519289120069,0.2713480710879931,
overall_with_promotion,LogisticRegression,repurchase_score,7,2308,0.6639174305993674,0.6702772963604853,0.3297227036395147,
overall_with_promotion,LogisticRegression,repurchase_score,8,2308,0.5778052596145372,0.5948873483535528,0.40511265164644716,
overall_with_promotion,LogisticRegression,repurchase_score,9,2308,0.4797414402765141,0.4406412478336222,0.5593587521663779,
overall_with_promotion,LogisticRegression,repurchase_score,10,2308,0.29727511876518925,0.28639514731369153,0.7136048526863085,
overall_with_promotion,LogisticRegression,churn_risk,1,2308,0.7027248812348108,0.28639514731369153,0.7136048526863085,0.7027248812348108
overall_with_promotion,LogisticRegression,churn_risk,2,2308,0.5202585597234859,0.43890814558058927,0.5610918544194108,0.5202585597234859
overall_with_promotion,LogisticRegression,churn_risk,3,2308,0.4221947403854628,0.5966204506065858,0.40337954939341425,0.4221947403854628
overall_with_promotion,LogisticRegression,churn_risk,4,2308,0.33608256940063264,0.669844020797227,0.33015597920277295,0.33608256940063264
overall_with_promotion,LogisticRegression,churn_risk,5,2308,0.2824701271998916,0.7287694974003466,0.2712305025996534,0.2824701271998916
overall_with_promotion,LogisticRegression,churn_risk,6,2307,0.2153590197056634,0.7902037277850021,0.20979627221499786,0.2153590197056634
overall_with_promotion,LogisticRegression,churn_risk,7,2308,0.15991882260972973,0.8522530329289428,0.14774696707105717,0.15991882260972973
overall_with_promotion,LogisticRegression,churn_risk,8,2308,0.10916809203080362,0.9046793760831889,0.09532062391681106,0.10916809203080362
overall_with_promotion,LogisticRegression,churn_risk,9,2308,0.061995601670073876,0.9410745233968805,0.05892547660311953,0.061995601670073876
overall_with_promotion,LogisticRegression,churn_risk,10,2308,0.016604406075817986,0.9653379549393414,0.03466204506065862,0.016604406075817986
overall_with_promotion,HistGradientBoosting,repurchase_score,1,2308,0.9793866477255064,0.979636048526863,0.020363951473136965,
overall_with_promotion,HistGradientBoosting,repurchase_score,2,2308,0.9566857902205624,0.9553726169844021,0.04462738301559788,
overall_with_promotion,HistGradientBoosting,repurchase_score,3,2308,0.9255079199763917,0.9272097053726169,0.07279029462738307,
overall_with_promotion,HistGradientBoosting,repurchase_score,4,2308,0.8758575987534248,0.8661178509532063,0.13388214904679374,
overall_with_promotion,HistGradientBoosting,repurchase_score,5,2308,0.8149844772721521,0.8175909878682842,0.1824090121317158,
overall_with_promotion,HistGradientBoosting,repurchase_score,6,2307,0.7391858021381383,0.7355873428695275,0.26441265713047246,
overall_with_promotion,HistGradientBoosting,repurchase_score,7,2308,0.6588355753833166,0.6616117850953206,0.3383882149046794,
overall_with_promotion,HistGradientBoosting,repurchase_score,8,2308,0.5553058553969119,0.5853552859618717,0.4146447140381283,
overall_with_promotion,HistGradientBoosting,repurchase_score,9,2308,0.40502070848102056,0.3964471403812825,0.6035528596187175,
overall_with_promotion,HistGradientBoosting,repurchase_score,10,2308,0.26591420719541836,0.24913344887348354,0.7508665511265165,
overall_with_promotion,HistGradientBoosting,churn_risk,1,2308,0.7340857928045817,0.24913344887348354,0.7508665511265165,0.7340857928045817
overall_with_promotion,HistGradientBoosting,churn_risk,2,2308,0.5949792915189793,0.39601386481802425,0.6039861351819757,0.5949792915189793
overall_with_promotion,HistGradientBoosting,churn_risk,3,2308,0.44469414460308815,0.58578856152513,0.41421143847486996,0.44469414460308815
overall_with_promotion,HistGradientBoosting,churn_risk,4,2308,0.34116442461668334,0.6620450606585788,0.3379549393414212,0.34116442461668334
overall_with_promotion,HistGradientBoosting,churn_risk,5,2308,0.2607974674315474,0.7352686308492201,0.2647313691507799,0.2607974674315474
overall_with_promotion,HistGradientBoosting,churn_risk,6,2307,0.18499940446084798,0.8175119202427394,0.18248807975726056,0.18499940446084798
overall_with_promotion,HistGradientBoosting,churn_risk,7,2308,0.12414240124657522,0.8661178509532063,0.13388214904679374,0.12414240124657522
overall_with_promotion,HistGradientBoosting,churn_risk,8,2308,0.07449208002360826,0.9272097053726169,0.07279029462738307,0.07449208002360826
overall_with_promotion,HistGradientBoosting,churn_risk,9,2308,0.04331420977943759,0.9553726169844021,0.04462738301559788,0.04331420977943759
overall_with_promotion,HistGradientBoosting,churn_risk,10,2308,0.020613352274493447,0.979636048526863,0.020363951473136965,0.020613352274493447
overall_with_promotion,RandomForest,repurchase_score,1,2308,0.9548125879065028,0.9766031195840554,0.023396880415944565,
overall_with_promotion,RandomForest,repurchase_score,2,2308,0.9202950653796469,0.9532062391681109,0.04679376083188913,
overall_with_promotion,RandomForest,repurchase_score,3,2308,0.8846862183016733,0.9116117850953206,0.08838821490467941,
overall_with_promotion,RandomForest,repurchase_score,4,2308,0.8484763621014074,0.8700173310225303,0.12998266897746968,
overall_with_promotion,RandomForest,repurchase_score,5,2308,0.8042578497875662,0.8054592720970537,0.1945407279029463,
overall_with_promotion,RandomForest,repurchase_score,6,2307,0.7334651068945606,0.7373211963589077,0.2626788036410923,
overall_with_promotion,RandomForest,repurchase_score,7,2308,0.6514744891266643,0.6546793760831889,0.34532062391681106,
overall_with_promotion,RandomForest,repurchase_score,8,2308,0.5995456879277395,0.5901213171577123,0.4098786828422877,
overall_with_promotion,RandomForest,repurchase_score,9,2308,0.45831298487254146,0.39168110918544197,0.608318890814558,
overall_with_promotion,RandomForest,repurchase_score,10,2308,0.3167857153715643,0.2833622183708839,0.7166377816291161,
overall_with_promotion,RandomForest,churn_risk,1,2308,0.6832142846284357,0.2833622183708839,0.7166377816291161,0.6832142846284357
overall_with_promotion,RandomForest,churn_risk,2,2308,0.5416870151274585,0.39168110918544197,0.608318890814558,0.5416870151274585
overall_with_promotion,RandomForest,churn_risk,3,2308,0.40045431207226045,0.5901213171577123,0.4098786828422877,0.40045431207226045
overall_with_promotion,RandomForest,churn_risk,4,2308,0.34852551087333583,0.6546793760831889,0.34532062391681106,0.34852551087333583
overall_with_promotion,RandomForest,churn_risk,5,2308,0.2665162002461597,0.7374350086655113,0.26256499133448874,0.2665162002461597
overall_with_promotion,RandomForest,churn_risk,6,2307,0.19573016511331137,0.8053749458170785,0.19462505418292153,0.19573016511331137
overall_with_promotion,RandomForest,churn_risk,7,2308,0.15152363789859258,0.8700173310225303,0.12998266897746968,0.15152363789859258
overall_with_promotion,RandomForest,churn_risk,8,2308,0.11531378169832675,0.9116117850953206,0.08838821490467941,0.11531378169832675
overall_with_promotion,RandomForest,churn_risk,9,2308,0.07970493462035311,0.9532062391681109,0.04679376083188913,0.07970493462035311
overall_with_promotion,RandomForest,churn_risk,10,2308,0.04518741209349717,0.9766031195840554,0.023396880415944565,0.04518741209349717
overall_with_promotion,GradientBoosting,repurchase_score,1,2308,0.9707161588317774,0.9774696707105719,0.022530329289428108,
overall_with_promotion,GradientBoosting,repurchase_score,2,2308,0.9427919968566841,0.9597053726169844,0.04029462738301559,
overall_with_promotion,GradientBoosting,repurchase_score,3,2308,0.9107611890713243,0.9280762564991335,0.0719237435008665,
overall_with_promotion,GradientBoosting,repurchase_score,4,2308,0.8693412012290255,0.8596187175043327,0.14038128249566728,
overall_with_promotion,GradientBoosting,repurchase_score,5,2308,0.8157168525433646,0.8175909878682842,0.1824090121317158,
overall_with_promotion,GradientBoosting,repurchase_score,6,2307,0.7427146325090594,0.7334200260078023,0.2665799739921977,
overall_with_promotion,GradientBoosting,repurchase_score,7,2308,0.6674613229422243,0.6694107452339688,0.3305892547660312,
overall_with_promotion,GradientBoosting,repurchase_score,8,2308,0.5633134420092757,0.5675909878682842,0.4324090121317158,
overall_with_promotion,GradientBoosting,repurchase_score,9,2308,0.4207157824826301,0.4150779896013865,0.5849220103986135,
overall_with_promotion,GradientBoosting,repurchase_score,10,2308,0.2707377567683879,0.24610051993067592,0.7538994800693241,
overall_with_promotion,GradientBoosting,churn_risk,1,2308,0.729262243231612,0.24610051993067592,0.7538994800693241,0.729262243231612
overall_with_promotion,GradientBoosting,churn_risk,2,2308,0.5792842175173699,0.4150779896013865,0.5849220103986135,0.5792842175173699
overall_with_promotion,GradientBoosting,churn_risk,3,2308,0.4366865579907243,0.5675909878682842,0.4324090121317158,0.4366865579907243
overall_with_promotion,GradientBoosting,churn_risk,4,2308,0.33253867705777573,0.669844020797227,0.33015597920277295,0.33253867705777573
overall_with_promotion,GradientBoosting,churn_risk,5,2308,0.25726896346892736,0.7326689774696707,0.26733102253032925,0.25726896346892736
overall_with_promotion,GradientBoosting,churn_risk,6,2307,0.18426791480070662,0.8179453836150845,0.1820546163849155,0.18426791480070662
overall_with_promotion,GradientBoosting,churn_risk,7,2308,0.1306587987709745,0.8596187175043327,0.14038128249566728,0.1306587987709745
overall_with_promotion,GradientBoosting,churn_risk,8,2308,0.08923881092867553,0.9280762564991335,0.0719237435008665,0.08923881092867553
overall_with_promotion,GradientBoosting,churn_risk,9,2308,0.057208003143315964,0.9597053726169844,0.04029462738301559,0.057208003143315964
overall_with_promotion,GradientBoosting,churn_risk,10,2308,0.02928384116822255,0.9774696707105719,0.022530329289428108,0.02928384116822255
overall_with_promotion,ExtraTrees,repurchase_score,1,2308,0.9016877231398979,0.9744367417677643,0.025563258232235708,
overall_with_promotion,ExtraTrees,repurchase_score,2,2308,0.8514928465298623,0.9493067590987868,0.05069324090121319,
overall_with_promotion,ExtraTrees,repurchase_score,3,2308,0.8167133075039162,0.8851819757365684,0.11481802426343157,
overall_with_promotion,ExtraTrees,repurchase_score,4,2308,0.7872264574380649,0.8318890814558059,0.16811091854419413,
overall_with_promotion,ExtraTrees,repurchase_score,5,2308,0.7610074091286863,0.7803292894280762,0.21967071057192378,
overall_with_promotion,ExtraTrees,repurchase_score,6,2307,0.7318010517935137,0.7381881231035977,0.2618118768964023,
overall_with_promotion,ExtraTrees,repurchase_score,7,2308,0.7006231677969357,0.682842287694974,0.317157712305026,
overall_with_promotion,ExtraTrees,repurchase_score,8,2308,0.6547097213114578,0.6035528596187175,0.3964471403812825,
overall_with_promotion,ExtraTrees,repurchase_score,9,2308,0.6016342868304452,0.41984402079722705,0.580155979202773,
overall_with_promotion,ExtraTrees,repurchase_score,10,2308,0.36625070589080055,0.30849220103986136,0.6915077989601386,
overall_with_promotion,ExtraTrees,churn_risk,1,2308,0.6337492941091994,0.30849220103986136,0.6915077989601386,0.6337492941091994
