USER_NUM,MOVIE_NUM,watch_time(min),watch_day,watch_seq
75,7340,1,20210313,1
75,12298,1,20210325,1
75,12300,1,20210327,1
75,12364,1,20210327,2
75,7020,1,20210328,1
75,12300,129,20210328,2
76,12364,53,20210306,1
76,5220,14,20210316,1
76,5220,133,20210318,1
76,6377,1,20210319,1
76,13893,200,20210319,2
76,13893,138,20210325,1
76,13893,113,20210325,2
79,2767,1,20210314,1
79,1887,16,20210314,2
79,6094,1,20210314,3
79,2198,32,20210322,1
79,6094,200,20210322,2
79,6094,37,20210322,3
79,2198,192,20210322,4
79,2198,64,20210323,1
79,14489,1,20210327,1
79,14489,91,20210327,2
79,13176,1,20210327,3
80,4201,118,20210321,1
80,4367,1,20210321,2
80,12399,90,20210323,1
80,1616,82,20210324,1
80,1616,4,20210326,1
81,1832,84,20210321,1
82,10828,1,20210307,1
82,11132,1,20210307,2
82,12693,1,20210307,3
82,11132,77,20210307,4
82,2198,99,20210314,1
82,14250,1,20210314,2
82,4216,132,20210318,1
82,4216,1,20210318,2
82,611,1,20210318,3
82,447,140,20210319,1
82,9524,131,20210320,1
82,13893,200,20210327,1
84,11582,101,20210320,1
84,7106,114,20210323,1
84,8970,1,20210323,2
84,12764,36,20210324,1
84,10237,61,20210403,1
86,14596,1,20210306,1
86,9934,1,20210306,2
86,608,1,20210313,1
86,1390,114,20210313,2
86,608,113,20210314,1
86,608,1,20210314,2
86,9934,111,20210314,3
86,4804,1,20210321,1
86,13110,26,20210321,2
86,13110,1,20210321,3
86,1065,1,20210321,4
86,13584,1,20210321,5
86,7321,1,20210327,1
87,1914,1,20210312,1
87,4216,76,20210320,1
87,4216,76,20210327,1
87,6612,102,20210328,1
87,4248,94,20210328,2
88,7874,15,20210401,1
88,7874,15,20210401,1
88,7874,15,20210401,1
89,9302,1,20210308,1
89,6847,1,20210308,2
89,14467,3,20210313,1
89,14026,1,20210315,1
89,14274,1,20210318,1
89,9110,1,20210320,1
89,1616,1,20210320,2
89,1832,1,20210322,1
89,8037,1,20210323,1
89,10526,1,20210328,1
93,722,1,20210328,1
93,722,122,20210328,2
93,6612,99,20210328,3
94,7628,89,20210305,1
94,987,106,20210306,1
94,1616,140,20210314,1
94,1616,140,20210314,1
94,1494,128,20210317,1
94,4792,13,20210319,1
94,8649,150,20210320,1
94,14043,6,20210320,2
94,10365,139,20210326,1
94,12956,120,20210327,1
95,14407,2,20210314,1
95,300,17,20210314,2
95,12930,5,20210314,3
95,7525,4,20210315,1
95,4201,18,20210318,1
95,255,10,20210324,1
95,3620,3,20210401,1
95,5822,18,20210401,2
95,255,14,20210401,3
96,688,108,20210301,1
96,7211,133,20210306,1
96,5038,40,20210313,1
96,1589,33,20210313,2
96,5991,10,20210313,3
97,12298,1,20210321,1
97,8283,1,20210321,2
97,458,1,20210321,3
97,2198,1,20210321,4
98,11132,74,20210314,1
98,4216,126,20210320,1
98,12438,116,20210322,1
98,9534,3,20210322,2
98,12484,52,20210322,3
98,10232,1,20210322,4
99,14509,116,20210309,1
99,5298,113,20210309,2
99,12181,37,20210312,1
99,7874,17,20210317,1
99,1900,108,20210317,2
100,11814,76,20210313,1
100,11814,19,20210313,2
100,1046,109,20210314,1
100,10085,89,20210314,2
100,912,35,20210314,3
100,6654,59,20210319,1
100,5084,87,20210320,1
100,8760,103,20210320,2
100,4216,124,20210325,1
100,4278,67,20210325,2
100,13938,29,20210329,1
100,11488,13,20210329,2
100,7693,114,20210401,1
100,3010,137,20210401,2
100,11369,95,20210402,1
100,14452,54,20210403,1
100,11312,111,20210403,2
100,13733,9,20210403,3
100,9152,51,20210403,4
101,14434,2,20210313,1
101,9497,2,20210320,1
101,8480,111,20210321,1
101,2198,94,20210330,1
101,14489,47,20210402,1
101,13835,2,20210403,1
101,13835,93,20210403,2
102,9328,1,20210316,1
102,14434,2,20210403,1
102,14434,111,20210403,2
103,5184,30,20210318,1
103,5184,1,20210318,2
103,7941,38,20210325,1
103,5298,117,20210403,1
103,10925,54,20210403,2
105,2012,90,20210307,1
105,1428,101,20210314,1
105,6096,100,20210320,1
105,5244,69,20210321,1
106,596,110,20210321,1
107,7340,13,20210309,1
109,14250,1,20210315,1
109,4364,1,20210316,1
109,5414,1,20210403,1
110,987,23,20210320,1
110,4008,5,20210322,1
110,4008,18,20210330,1
111,10508,4,20210317,1
111,2508,69,20210318,1
111,10978,109,20210326,1
112,13118,6,20210410,1
112,13118,1,20210410,2
112,13118,30,20210411,1
112,13118,1,20210411,2
113,2198,17,20210313,1
113,1000,44,20210314,1
113,10958,119,20210321,1
113,10958,1,20210321,2
113,6271,1,20210325,1
113,12365,99,20210325,2
113,6271,94,20210328,1
113,8693,101,20210403,1
114,7465,107,20210306,1
114,12746,1,20210306,2
114,11977,1,20210311,1
114,11008,18,20210311,2
114,5520,1,20210317,1
114,3347,76,20210323,1
116,6172,166,20210312,1
116,6172,11,20210312,2
116,1706,200,20210312,3
116,1706,40,20210312,4
116,1706,17,20210313,1
116,1706,1,20210317,1
116,7243,200,20210317,2
116,8968,61,20210317,3
116,8556,31,20210318,1
116,2276,121,20210318,2
116,8556,143,20210318,3
116,9224,2,20210318,4
116,10655,2,20210318,5
116,2276,19,20210318,6
116,10593,2,20210318,7
116,8556,1,20210318,8
116,11008,2,20210318,9
116,1791,1,20210318,10
116,8968,48,20210319,1
116,8968,19,20210319,2
116,8968,193,20210320,1
116,8968,20,20210320,2
116,616,3,20210320,3
116,8968,30,20210320,4
116,12329,62,20210321,1
117,7485,3,20210304,1
117,13071,10,20210304,2
117,2943,2,20210312,1
117,5038,33,20210312,2
117,8536,44,20210314,1
117,8536,15,20210317,1
118,10173,4,20210328,1
118,1676,200,20210329,1
118,10909,77,20210330,1
118,13643,120,20210330,2
118,10925,162,20210331,1
118,10508,138,20210401,1
118,10508,138,20210401,1
118,10925,81,20210401,2
118,10508,61,20210403,1
118,10508,61,20210403,1
119,14250,1,20210317,1
119,14250,101,20210325,1
119,5184,109,20210328,1
119,9152,65,20210330,1
120,13953,24,20210303,1
120,9056,1,20210303,2
120,5220,1,20210307,1
120,5991,28,20210308,1
121,10958,1,20210310,1
121,10958,1,20210310,2
121,5654,104,20210311,1
121,6654,105,20210312,1
121,8480,1,20210312,2
121,6654,1,20210312,3
121,10365,200,20210313,1
121,10365,3,20210313,2
121,14134,10,20210313,3
121,14134,80,20210313,4
121,120,108,20210315,1
121,1047,53,20210315,2
122,12385,1,20210315,1
122,7874,8,20210315,2
122,13209,1,20210316,1
122,7874,6,20210317,1
122,7874,7,20210317,2
122,5184,14,20210320,1
122,5184,100,20210321,1
122,3674,8,20210321,2
122,7874,3,20210330,1
124,5184,50,20210316,1
124,7898,58,20210316,2
124,4915,26,20210316,3
124,7898,128,20210317,1
124,7898,54,20210319,1
124,5184,63,20210319,2
124,5184,9,20210319,3
124,8811,140,20210320,1
124,697,162,20210320,2
124,8811,75,20210320,3
124,5184,33,20210320,4
124,5541,10,20210331,1
124,5541,18,20210401,1
124,5541,44,20210401,2
127,4213,1,20210301,1
127,1698,1,20210301,2
127,12454,7,20210301,3
127,11604,2,20210301,4
127,8965,1,20210301,5
127,6521,1,20210301,6
127,11769,116,20210301,7
127,2198,1,20210301,8
127,4848,1,20210305,1
127,5636,1,20210305,2
127,5081,2,20210305,3
127,11538,1,20210305,4
130,2170,1,20210327,1
130,2170,1,20210327,1
130,2170,2,20210327,2
130,2170,2,20210327,2
130,6491,2,20210327,3
130,2170,91,20210327,4
130,2170,91,20210327,4
130,1864,82,20210328,1
130,1864,82,20210328,1
130,10347,1,20210328,2
130,1864,1,20210328,3
130,1864,1,20210328,3
130,6242,91,20210329,1
130,6242,91,20210329,1
131,10828,1,20210307,1
132,4033,1,20210311,1
132,14250,1,20210312,1
132,7220,1,20210313,1
132,9302,1,20210313,2
132,9859,1,20210319,1
132,7220,78,20210320,1
132,6588,1,20210322,1
132,10130,1,20210324,1
132,10526,1,20210324,2
133,9119,35,20210313,1
133,5184,25,20210320,1
133,8049,19,20210320,2
133,9670,117,20210320,3
133,6201,124,20210321,1
133,10365,14,20210328,1
135,8536,61,20210312,1
135,6718,14,20210321,1
135,14380,1,20210327,1
135,9944,4,20210327,2
135,14380,93,20210331,1
135,11674,1,20210331,2
135,6708,1,20210331,3
136,2950,88,20210303,1
136,7628,113,20210304,1
136,1908,111,20210304,2
136,1588,27,20210309,1
136,7898,125,20210311,1
137,7211,145,20210303,1
137,13596,31,20210303,2
137,13596,1,20210303,3
137,3674,96,20210309,1
137,3674,96,20210309,1
137,1616,54,20210310,1
137,1616,54,20210310,1
137,1616,86,20210310,2
137,1616,86,20210310,2
137,9119,142,20210312,1
137,13117,1,20210315,1
137,13117,99,20210315,2
137,5184,114,20210316,1
137,1900,111,20210319,1
137,10365,63,20210323,1
137,10365,80,20210323,2
137,10365,1,20210323,3
137,10978,1,20210324,1
137,10978,11,20210324,2
137,12216,1,20210325,1
137,7874,98,20210325,2
137,7874,98,20210325,2
137,7874,98,20210325,2
137,12216,117,20210325,3
137,2737,9,20210329,1
138,12117,1,20210313,1
138,9110,1,20210319,1
138,9110,1,20210320,1
138,8037,1,20210322,1
138,8283,1,20210325,1
138,10526,1,20210327,1
138,5619,1,20210329,1
138,3620,8,20210330,1
138,94,1,20210330,2
139,2170,2,20210322,1
139,2170,1,20210322,2
139,2170,3,20210322,3
139,14282,1,20210323,1
139,14447,107,20210323,2
139,4108,2,20210323,3
139,2012,1,20210323,4
139,8564,1,20210323,5
139,5269,1,20210323,6
139,3683,1,20210323,7
139,2170,7,20210323,8
139,1195,1,20210323,9
139,14380,1,20210323,10
139,14571,1,20210323,11
139,5388,1,20210323,12
139,14282,28,20210326,1
139,14380,1,20210327,1
139,14287,107,20210327,2
139,2170,92,20210328,1
139,4108,78,20210328,2
139,14571,11,20210328,3
139,1968,3,20210328,4
139,2012,70,20210328,5
139,10317,1,20210328,6
139,14282,29,20210329,1
139,2012,12,20210329,2
139,14380,20,20210329,3
139,14282,49,20210330,1
140,8470,50,20210307,1
140,14071,38,20210309,1
140,8470,51,20210318,1
140,4530,85,20210318,2
140,9210,102,20210321,1
141,2198,9,20210313,1
141,11132,1,20210313,2
141,2198,1,20210313,3
141,2198,1,20210315,1
141,2198,88,20210315,2
141,6654,102,20210317,1
141,7758,82,20210320,1
141,611,2,20210320,2
141,4216,124,20210324,1
141,3255,1,20210327,1
141,7321,158,20210327,2
141,7321,1,20210327,3
141,7069,97,20210329,1
141,3255,105,20210401,1
142,14134,1,20210313,1
142,10232,1,20210313,2
142,1285,84,20210313,3
142,8579,5,20210313,4
142,8579,5,20210313,4
142,14380,101,20210313,5
142,14380,101,20210313,5
142,14380,101,20210313,5
142,14380,101,20210313,5
142,8224,125,20210314,1
142,2461,10,20210320,1
142,2461,10,20210320,1
142,5085,13,20210320,2
142,5085,13,20210320,2
142,6003,1,20210320,3
142,6924,2,20210320,4
142,2461,1,20210323,1
142,2461,1,20210323,1
142,8091,19,20210323,2
142,14287,1,20210328,1
142,14287,1,20210328,1
142,14287,1,20210328,1
143,1698,100,20210308,1
143,1698,1,20210308,2
143,10872,110,20210309,1
143,1043,101,20210309,2
143,1698,108,20210311,1
143,1698,59,20210311,2
143,1043,110,20210311,3
143,1698,49,20210312,1
143,10872,119,20210319,1
143,3211,79,20210319,2
144,11363,43,20210307,1
144,13646,34,20210310,1
144,8579,118,20210313,1
144,8579,15,20210317,1
144,11363,74,20210321,1
144,11363,93,20210321,2
144,13606,36,20210321,3
144,13646,52,20210324,1
144,13606,52,20210324,2
145,5946,1,20210315,1
145,5946,1,20210315,2
145,5946,1,20210316,1
146,2198,4,20210313,1
146,4278,1,20210313,2
146,13684,27,20210318,1
146,4216,125,20210318,2
146,8536,43,20210322,1
146,6782,120,20210322,2
146,8536,21,20210323,1
146,2943,7,20210323,2
146,8536,5,20210325,1
146,13684,1,20210327,1
146,5184,107,20210327,2
146,10508,5,20210327,3
147,8645,54,20210318,1
147,10651,118,20210327,1
147,10651,48,20210328,1
147,10978,109,20210403,1
148,7363,87,20210403,1
148,7363,25,20210404,1
149,7996,39,20210317,1
149,7996,85,20210317,2
149,3183,115,20210319,1
149,13799,118,20210322,1
149,13799,1,20210322,2
151,10561,98,20210320,1
152,8106,180,20210315,1
152,1900,3,20210316,1
152,5184,119,20210316,2
152,1616,101,20210316,3
152,1616,38,20210317,1
152,10091,3,20210318,1
152,5022,13,20210320,1
152,10365,2,20210328,1
152,4201,34,20210328,2
152,10365,95,20210329,1
152,5541,17,20210330,1
153,12693,1,20210314,1
153,6654,1,20210315,1
153,9859,1,20210321,1
153,1832,1,20210321,2
153,478,26,20210330,1
153,2673,97,20210331,1
154,8182,33,20210309,1
154,6654,81,20210324,1
154,7373,121,20210326,1
154,5857,115,20210403,1
154,5857,1,20210403,2
154,13352,1,20210403,3
155,2461,67,20210312,1
155,13985,129,20210319,1
155,6708,1,20210320,1
155,11363,1,20210322,1
155,8579,1,20210322,2
155,1428,24,20210322,3
155,1428,6,20210322,4
155,2861,9,20210322,5
155,2461,2,20210322,6
157,11604,2,20210309,1
157,11604,2,20210309,2
157,3753,1,20210309,3
157,11604,110,20210309,4
157,11202,21,20210309,5
157,6049,94,20210315,1
157,11978,1,20210315,2
157,6049,59,20210316,1
157,13608,101,20210323,1
157,13608,1,20210323,2
158,6377,1,20210406,1
158,13893,1,20210406,2
159,8579,93,20210303,1
159,8579,20,20210305,1
159,7541,22,20210309,1
159,8579,60,20210314,1
159,12759,102,20210314,2
159,8579,103,20210320,1
160,5654,152,20210301,1
160,2198,22,20210305,1
160,2198,61,20210305,2
160,2198,35,20210306,1
160,8708,64,20210307,1
160,8708,54,20210311,1
160,6654,41,20210312,1
160,6654,16,20210313,1
160,6654,32,20210315,1
160,6654,44,20210316,1
160,14134,77,20210316,2
160,14134,60,20210316,3
160,7592,34,20210316,4
160,7592,70,20210317,1
160,7592,8,20210317,2
160,7758,27,20210318,1
160,7758,28,20210319,1
160,7758,65,20210320,1
160,7758,13,20210320,2
161,3674,5,20210315,1
161,1900,6,20210317,1
161,1189,5,20210319,1
161,3433,25,20210319,2
161,9715,33,20210330,1
161,9715,62,20210330,2
161,5991,7,20210330,3
161,5991,15,20210401,1
161,5991,59,20210402,1
162,6654,91,20210315,1
162,6654,1,20210315,2
162,14250,4,20210316,1
162,4248,78,20210316,2
162,10253,154,20210404,1
163,7758,49,20210404,1
164,5038,152,20210317,1
164,8106,92,20210317,2
164,2943,129,20210318,1
164,1900,108,20210318,2
164,5184,110,20210318,3
164,1494,139,20210319,1
164,1647,26,20210319,2
164,13215,124,20210319,3
164,2922,1,20210325,1
164,2922,1,20210325,1
164,2922,99,20210325,2
164,2922,99,20210325,2
164,3642,68,20210328,1
164,10978,1,20210330,1
164,10978,5,20210330,2
164,5541,107,20210330,3
167,7431,47,20210301,1
167,10200,92,20210301,2
167,13417,134,20210301,3
167,12142,78,20210313,1
167,2198,90,20210315,1
168,7592,1,20210311,1
168,7592,86,20210311,2
168,2198,61,20210327,1
168,2198,73,20210327,2
169,10628,1,20210312,1
169,10628,36,20210312,2
170,7941,50,20210306,1
170,9909,1,20210310,1
170,7941,2,20210310,2
170,9909,124,20210310,3
170,9909,98,20210311,1
170,7459,28,20210311,2
170,4530,1,20210311,3
170,10068,100,20210314,1
170,7941,58,20210317,1
170,7459,57,20210318,1
171,3742,148,20210309,1
171,5871,109,20210309,2
171,3742,1,20210309,3
171,5871,1,20210309,4
171,8317,57,20210310,1
171,8317,8,20210310,2
171,5871,49,20210310,3
171,5894,2,20210310,4
171,7011,113,20210310,5
171,7011,11,20210310,6
171,4309,2,20210310,7
171,4485,40,20210311,1
171,4485,20,20210311,2
171,4682,125,20210315,1
171,9709,101,20210315,2
171,6094,30,20210315,3
171,6201,56,20210315,4
171,9640,43,20210315,5
171,10410,2,20210315,6
171,9709,1,20210315,7
171,9709,46,20210315,8
172,6654,99,20210314,1
172,6654,64,20210328,1
174,6288,28,20210314,1
174,5308,73,20210314,2
174,13893,2,20210331,1
175,5220,146,20210326,1
175,5445,23,20210326,2
175,5220,1,20210326,3
175,6654,38,20210328,1
175,5445,48,20210328,2
175,6654,62,20210329,1
175,3042,96,20210330,1
175,13893,2,20210330,2
176,1588,10,20210305,1
176,987,90,20210305,2
176,1616,48,20210314,1
176,1616,104,20210315,1
176,7874,107,20210315,2
176,4792,6,20210315,3
176,9287,1,20210315,4
176,9287,27,20210316,1
176,9287,45,20210316,2
176,4201,145,20210316,3
176,1900,109,20210316,4
176,4915,8,20210316,5
176,9287,61,20210316,6
176,13336,2,20210318,1
176,7848,1,20210318,2
176,10365,13,20210325,1
176,10365,98,20210326,1
176,10508,7,20210326,2
176,6755,125,20210326,3
176,4791,1,20210326,4
176,10365,42,20210326,5
179,8468,1,20210317,1
179,8468,137,20210319,1
181,11656,22,20210301,1
181,11656,26,20210301,2
181,11656,64,20210301,3
181,11656,12,20210301,4
181,11982,1,20210301,5
181,8599,93,20210304,1
181,8599,51,20210304,2
181,7211,22,20210306,1
181,7211,142,20210307,1
181,7211,135,20210307,2
181,7211,70,20210308,1
181,1616,94,20210309,1
181,1616,66,20210313,1
181,1616,13,20210314,1
181,9287,11,20210315,1
181,12276,5,20210315,2
181,9287,1,20210315,3
181,4792,24,20210316,1
181,4792,6,20210318,1
181,4792,4,20210319,1
183,6654,105,20210327,1
183,2198,94,20210328,1
183,3255,91,20210328,2
184,7211,3,20210308,1
184,13643,1,20210308,2
184,5298,100,20210308,3
184,9302,1,20210308,4
184,5298,3,20210308,5
184,7301,2,20210310,1
184,12378,7,20210310,2
184,13186,9,20210310,3
184,14407,2,20210310,4
184,5991,5,20210310,5
184,12823,4,20210310,6
184,2198,1,20210312,1
184,1900,13,20210317,1
184,5038,9,20210317,2
185,2508,91,20210306,1
185,9416,53,20210313,1
185,6201,119,20210314,1
189,10828,1,20210305,1
189,14282,44,20210310,1
189,14282,1,20210310,2
189,10828,1,20210311,1
189,14109,104,20210311,2
190,12705,86,20210309,1
190,12705,53,20210311,1
190,2854,128,20210311,2
190,1616,38,20210316,1
190,1616,146,20210316,2
190,1616,114,20210318,1
190,13215,86,20210318,2
190,13215,113,20210319,1
