trial,objective_value,mean_valid_auc,mean_train_auc,gap,overfit,param_n_estimators,param_learning_rate,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_subsample,param_max_features
65,0.845593817905915,0.8589506319887834,0.88566426015452,0.026713628165736636,False,213,0.04653817762244344,3,150,392,0.6625012598882642,
66,0.8464838991273169,0.8599768847613161,0.8869628560293144,0.026985971267998288,False,220,0.04809430728790466,3,141,442,0.6724055954461005,
67,0.845141763894022,0.8583947137847922,0.8849006135663325,0.026505899781540387,False,199,0.04796387606784263,3,120,444,0.6549153599445462,
68,0.8427781331783344,0.850759270595822,0.8667215454307973,0.015962274834975254,False,219,0.04530366781912967,2,142,406,0.6714313963058903,
69,0.8427910421936763,0.8536238741458858,0.8752895380503048,0.02166566390441904,False,210,0.04727273944660777,3,165,374,0.6410663126757226,sqrt
70,0.8450092042570496,0.8579764731616708,0.8839110109709132,0.025934537809242375,False,202,0.04873280591707477,3,139,493,0.6119310908408647,
71,0.8450423517106171,0.8592771088623838,0.8877466231659172,0.028469514303533394,False,229,0.04584939229719459,3,128,468,0.7086205928598136,
72,0.8452785590471013,0.8573650569044557,0.8815380526191647,0.02417299571470899,False,192,0.04305611743429202,3,110,434,0.6668090723562136,
73,0.847072626120448,0.8597644203787007,0.8851480088952062,0.025383588516505462,False,227,0.04454296982404097,3,157,526,0.6780016975799442,
74,0.8469698775552449,0.8596485819625096,0.885005990777039,0.025357408814529414,False,228,0.044605505572399125,3,157,544,0.6805471015485939,
75,0.8467630172442002,0.8591960679742989,0.8840621694344964,0.02486610146019752,False,223,0.04461105771883147,3,159,580,0.6788082658459123,
76,0.8473700476053769,0.8594882300706228,0.8837245950011144,0.02423636493049164,False,219,0.04455184574641063,3,176,542,0.6772458600812739,
77,0.8470948553931995,0.8594668215487834,0.8842107538599512,0.024743932311167782,False,221,0.045737834549213326,3,177,579,0.6773971059324614,
78,0.8435855105961654,0.8513329681748679,0.8668278833322731,0.015494915157405198,False,223,0.04538119539900546,2,182,580,0.6879527511702406,
79,0.8460325431449102,0.8596887807385795,0.887001255925918,0.027312475187338592,False,219,0.04854441702700714,3,162,543,0.7265579095724963,
80,0.8454553333572351,0.856033778701633,0.8771906693904288,0.021156890688795782,False,180,0.042073557694049815,3,176,576,0.6799235902818165,
81,0.8468068720997538,0.8589071611484254,0.8831077392457685,0.024200578097343106,False,205,0.04604626338302214,3,157,533,0.6752539795927517,
82,0.8464350430731237,0.8584093826592323,0.8823580618314495,0.023948679172217213,False,206,0.044070339756339505,3,157,541,0.6756979027740039,
83,0.8461624687258695,0.8594355005742222,0.8859815642709276,0.026546063696705313,False,215,0.04929165858883954,3,178,527,0.6998342495475073,
84,0.8459117210820146,0.8576532554923689,0.8811363243130774,0.023483068820708497,False,193,0.04564433222180689,3,165,589,0.6756476100914222,
85,0.846578874215427,0.8598506115496687,0.8863940862181522,0.026543474668483502,False,232,0.04767188002064634,3,189,562,0.6857990149774515,
86,0.8430283764591858,0.8529412963708882,0.872767136194293,0.0198258398234048,False,233,0.03912088625631737,3,188,554,0.7127440839754803,sqrt
87,0.8389599167698127,0.8471405838319788,0.8635019179563109,0.01636133412433216,False,104,0.043519579325150486,3,205,565,0.6890870947812695,
88,0.8443530942528215,0.858667777541432,0.887297144118653,0.028629366577221038,False,229,0.04491391399479565,3,173,598,0.8862988210836256,
89,0.8454965869723473,0.8576081656672029,0.881831323056914,0.024223157389711147,False,205,0.04225947906346238,3,197,525,0.7432687669363858,
90,0.8213927453632484,0.825603332538981,0.8340245068904464,0.008421174351465388,False,224,0.04734149491582749,1,170,580,0.6829468940540017,
91,0.8463521251208923,0.8595311437515983,0.8858891810130105,0.02635803726141217,False,220,0.047803651274682696,3,158,545,0.6696249896446768,
92,0.8460180798712549,0.8594031034492561,0.8861731506052584,0.026770047156002286,False,234,0.046022509175977416,3,139,562,0.6494692749038474,
93,0.8459899100261017,0.8590774962624442,0.8852526687351293,0.026175172472685082,False,212,0.049629406771813066,3,166,530,0.6544615482899756,
94,0.8459354660326392,0.8572754994582089,0.8799555663093483,0.022680066851139435,False,186,0.04609399260873406,3,186,554,0.666463805751709,
95,0.847128517922916,0.8593611628394507,0.8838264526725202,0.024465289833069503,False,220,0.044628408171072026,3,178,572,0.6960681762851787,
96,0.8342289964263785,0.8418870341518538,0.8572031096028045,0.015316075450950706,False,82,0.044434872511567636,3,179,575,0.6970890063478246,
97,0.839935289341835,0.8489613884008799,0.8670135865189694,0.018052198118089557,False,231,0.021690912806131436,3,158,539,0.684958545885506,
98,0.8391971093050941,0.8480256060898741,0.8656825996594341,0.017656993569559964,False,121,0.04044729332763999,3,175,521,0.66049534686581,
99,0.8418921551520367,0.8517364354881589,0.8714249961604033,0.019688560672244337,False,202,0.043585785407526036,3,192,588,0.6770138248641999,sqrt
