USER_KEY,product_code,price,billing_method,max_screen,is_promotion,is_churn_prevented,payment_device,is_user_verified,gender,age,reg_date,reg_hour,end_date,is_repurchase
2c2f37050b3ffe8b4282f7f9172473db0975b38f868a40d8ca41c6857b760f52f633f5d75a6d1b747b753e5d8b470730dca0c00c07030088b958772a1307b582,pk_1487,100.0,134,1.0,1,0,pc,1,F,40.0,2014-03-21,23,2014-04-21,0
1e4aa5b1e9967225fcec114e8e2e5000412299fdabd5813f17c9987baa7e7220432fc64fa8530c28be46da2a78cbb84c4442a383cc07782459687b0f0850e37e,pk_1488,100.0,132,2.0,1,0,mobile,1,F,25.0,2001-03-21,21,2001-04-21,1
dc8dafd268a9c3a699e010de41d5aa73c3ca5a11d88ea73be55c6e401ca9299c6a5008d162f9f19e8fba973f7fa52db6c4107630e9791bf94375913ed71ae653,pk_1487,100.0,134,1.0,1,1,android,1,F,45.0,2001-03-21,0,2001-04-21,1
cc1e16a034095c8b9035f55a4ca780ef0c94435849d2a18ce4f9cea37664114c7090c32d24a1584ba229156107b773de0a57f3b4023b946cd2f02c9e7231a082,pk_2025,100.0,151,1.0,1,1,android,1,F,35.0,2006-03-21,22,2006-04-21,0
28d269c769a85cb8f4343b9a7e8210ea2b2d3e0a28fda97b8c0d21dc963828e56fe22dd94b1310699bd6a3d02f9b82fd3cb3748af0a3408739fa71b48f43d208,pk_2025,100.0,151,1.0,1,0,android,1,M,35.0,2004-03-21,16,2004-04-21,1
f946c579531646697febf1e38e760f0217e136cdfa808fd1145172ef34d1442806c4d6b12765045484b2c470245855b5970b36eebf92a5d2698172f406192589,pk_1489,100.0,134,4.0,1,0,pc,1,F,20.0,2002-03-21,14,2002-04-21,0
8baa8b09a4b498a9097b18ef469f3b4ee04c94faf9d439b6534732140e5812092c7766d9e350ac29a62ae37fe0c340e05621700a641e94f5db208c3a1c2bcf3b,pk_1487,100.0,132,1.0,1,0,mobile,1,F,25.0,2002-03-21,18,2002-04-21,0
0c5a1d530e0dd25f2911bb80a5872cf08379b9303959f2994215fe78ff519dc59bee96e0cf7b73778c507959c327dfa263c8a2adfdc0e91e6eae5901de2a906f,pk_2025,100.0,151,1.0,1,1,android,1,F,65.0,2006-03-21,22,2006-04-21,1
0634a799ece50ee4596fa291c85f94c9cf09f374434dc48c1eb597aae100178f102fb48866139f3938c68e5900c403912572fb7625075023373cf1c8bdec35d0,pk_1487,100.0,132,1.0,1,0,pc,1,F,40.0,2006-03-21,22,2006-04-21,1
ece2758d62c1c7e69df595d89a524978ccb68683f58d549696d74151454323c2097252aa1b7eea981a76d23435dae47de88d76d688e9025088cd5c2dae929d2a,pk_1487,100.0,132,1.0,1,0,pc,1,M,45.0,2006-03-21,14,2006-04-21,0
3134c156e69d7c9e8e2893d8ec976fdd9d9afde58f700cc075e359925b748c31777663ce4ced40b3be6caf843d9b92a517b43ca5cd0cfd82b8b3c76807acc7d9,pk_2025,100.0,151,1.0,1,0,android,1,M,20.0,2005-03-21,18,2005-04-21,0
15497b85b92e58b55250665b8a75679f2745e1f84e268d6cb8ec4b62c85642f3d6685f0af24b72c3e7ca36220d0c50dcd2d33299c0d5a249136f8e96e26032f2,pk_2025,100.0,151,1.0,1,1,android,1,M,30.0,2007-03-21,21,2007-04-21,0
741d16f6440fffc00898b82522558be4687e5bd6f5e2d7a562b51382a988b706bc25bf716827c1df0b00d81048c917a5eaff404c9a4e4ca17e5f56285e437bfa,pk_2025,100.0,151,1.0,1,1,android,1,F,20.0,2007-03-21,9,2007-04-21,1
18d719c58cd371d331ab87fc7b3249f385936fbf8863bb283fd53b017d4022ba74d7ff752aa3191343105b7e3201605af1fedf1ea5b8c61c2701f5e389dec332,pk_2026,100.0,151,2.0,1,0,android,1,M,35.0,2010-03-21,5,2010-04-21,1
1c6242a43fcea66f9e2daffe936de5c2e45a23c91221cbda6bdce85df22775a3136ad4fcc8783a918098fff9b864b447d43bef672687eca6e53f98385dbab4c6,pk_1487,100.0,132,1.0,1,0,android,1,F,45.0,2001-03-21,13,2001-04-21,1
f39748364504f9707b0d82b2decf7099851539e4ac149d26b70fdd7649482123388d8dadf39e81bedadf660b2fb794d4c61ceabec79bbebf977aba4036d7cd36,pk_2025,100.0,151,1.0,1,0,android,1,F,40.0,2001-03-21,10,2001-04-21,1
182fe9399eaa49e3e95538174ab93219d7b4cf7778779c17b4422d84716715088833399b23bf47f337efe5c8b00b36778e5876b642e9173ed0ac6380e28db64d,pk_1488,100.0,134,2.0,1,0,pc,1,F,30.0,2015-03-21,21,2015-04-21,0
9e5e07f2d797df575acc7fedb9a338d4622b7f60334b6f267336aaf301e644610caa5756e26bc5c766f950229340f5183fc3a0bf03778f8fcf92247591cc028f,pk_1489,100.0,190,4.0,1,0,mobile,1,M,25.0,2014-03-21,20,2014-04-21,0
74b3856768916f75165868c8304c2ddfbc750ac6bc3e1db7c8ac7abe64f68de8e777eb6c449716ef0395679586c8b74b88b6239bfe3d5042c6a3ac08e60bcc53,pk_2027,100.0,151,4.0,1,0,android,1,M,35.0,2008-03-21,11,2008-04-21,1
25b0cd8710ae8c7b2775d2e90c64d36fc7881bedcf767f4e23fec8fe46048c7b072f960a48d9bf3f73e509eba46c58af13d03b5fad8255ccd6085fe04df82fb1,pk_1488,100.0,134,2.0,1,1,smarttv,1,M,35.0,2014-03-21,18,2014-04-21,1
5a487d3aa101ab8b4cc15a613a6fd204a6baadf6bb63547478f16ed56a72304c442a3efc86218ae09f6a13e11344047d443e14e647b07c02d971c2a1954e1663,pk_2025,100.0,151,1.0,1,0,android,1,F,40.0,2014-03-21,6,2014-04-21,0
3739ed960741c2b2e7a9555b21d4a8c3b782572cc8ee9a39354901034fe195bd09e5eb13054e1cef4987a78674499f8c8b4caeb756be48c1ba14fb6b387f8bac,pk_1487,100.0,134,1.0,1,0,pc,1,M,50.0,2001-03-21,19,2001-04-21,1
5cf3368d41f51281e67b370690b69ea21467b274ada97409797094dee2639bf08cc5973e877996ad42984cf10889f965d506fcd6976b6dc0d41fe25aadd194c4,pk_1487,100.0,134,1.0,1,0,android,1,F,50.0,2001-03-21,13,2001-04-21,1
b8e123e9dda924cdfbac13d7ab5e0623c416e1c443821cafcc907a6cf46ad32f8e4655f0f96dcba036b18098fa4238b795b4a13a33e1291df4800f3e411495d6,pk_1487,100.0,170,1.0,1,0,mobile,1,F,20.0,2001-03-21,18,2001-04-21,1
5b77d82612515d3b0cdd2f4d64a00e08fbd0f18666a053f52beb5b545e10fec254c0dd4280c201b36fa8cb24748420944ed00fab69347abe42afd212cc77ed60,pk_2026,100.0,151,2.0,1,0,android,1,F,25.0,2013-03-21,12,2013-04-21,1
065f3e98d3e834c59aa9c21ba2f6ee42debd6a17285dc570dc48a122ae66188703c5cd800abd3e6fbec5217415d32e28df92046efb37a61e5a98f4f0b3d07f0b,pk_2025,100.0,151,1.0,1,0,android,1,F,65.0,2013-03-21,22,2013-04-21,1
be00ce3db8d8a59a5cf50b67a7f1539a8abe0b5ce8b59735d0233728fb588d0b5d06af1caf6480ba85bb663266815caf7a9128d6f026b46024ff0eb4be4b9d5b,pk_2025,100.0,151,1.0,1,1,android,1,F,45.0,2003-03-21,7,2003-04-21,1
7795af8e7027a5d237881cff7cdca153bae0e0734bccfecfeffd9f94620092c38e840f75b53fc35cbfb94e5f85c76656903874629c0117a6fe964281a0de7b7d,pk_1487,100.0,190,1.0,1,1,mobile,1,F,25.0,2007-03-21,14,2007-04-21,0
50ab814f4ed1779d6695a1c25bcbe8de8efae7bceb5bab853acfcd5308e01ca5b89a5a33535abe2884f47913556241456cdd5a7bacdbaa0653bb8aa8f39dda2d,pk_1487,100.0,180,1.0,1,0,mobile,1,F,25.0,2007-03-21,9,2007-04-21,0
dd0eb177d15098722cc26b6512bc64866a2cdb9f6ac74ede30ae378250d8218419ea79acc544033a25e2841af65fcf9967f827c73db90b527478cdc44527669c,pk_2025,100.0,151,1.0,1,0,android,1,M,25.0,2010-03-21,6,2010-04-21,1
3261f5ce41af3af3fa5f8f3db4c93f7ee92b3efb6022a6d82ab44bb12c4d4259c3de18f54a34836ddf159007b1e1e550f07a2b21568160669a2b70d4e862a0a8,pk_1487,100.0,132,1.0,1,0,pc,1,F,25.0,2015-03-21,11,2015-04-21,1
4db58bee92eba1e88aa80eaa84269bf855f4746016efb516351114a32510f4d1a2e1348265a6460e03b1ed6af6b909a4912c5412440f6cb77ca25e5712260137,pk_1487,100.0,134,1.0,1,0,mobile,1,F,20.0,2014-03-21,23,2014-04-21,1
3b7d52c8ae85e043a4a61532a0763f526ea978452c8c5c7c1dca840106a6d3228a3f4cc83ae624c4707938b2bcb2616c0aceb70e0653680e01660a179c976213,pk_1487,100.0,190,1.0,1,0,pc,1,F,25.0,2013-03-21,14,2013-04-21,0
8037ea66e35daa54e6733e9cd39385019b0c268dca62848dbd2c3b2a50ddf5437e6373686d8be4eb691c8c353c93a4bb41eafb4fa662edd3d17fe9c73d8d8fb2,pk_1487,100.0,131,1.0,1,0,android,1,M,60.0,2007-03-21,3,2007-04-21,0
2697fe2a7799a58d07c2001c7e3bd7ef31bbfcd6dc9d6dfafa15b591a97831d685d3bb6ccfc6beff2370173fec9d4d344c5051e3a37f8f0030501efcc318c897,pk_1487,100.0,134,1.0,1,0,mobile,1,F,20.0,2005-03-21,1,2005-04-21,0
cc2c7782e218b52d57ef1a503d7516d284c23967ab5b244a8f328ed3099d19d201f459145d23c65abf09b614fb19e9c015e4a77346f8d42454b876084cea27d7,pk_1489,100.0,132,4.0,1,0,mobile,1,F,35.0,2013-03-21,0,2013-04-21,1
489089df04cffa0bdee0ef3d59eb349da5b6bf8b06b5ebdd29045873518a24b3a719ddb22e6e55365dc49b59e8274862abd785a1f83fb679d0b28189bd9b9505,pk_1488,100.0,180,2.0,1,0,mobile,1,F,25.0,2002-03-21,2,2002-04-21,1
a3fb0fbb5c6baa68768bafa2fe84070a0d09d05de1d5a3fb1031913cf212c7bb9807f0c8da6fd21367d92c053dacab372728848ac2aea6837338ae14b81d4d03,pk_1489,100.0,134,4.0,1,0,pc,1,M,35.0,2003-03-21,19,2003-04-21,1
dddf5847ca5153cc02dda33f8b5419348a0b5eaba950a863eb1d980a58d4d31927d5e2400e7b0dfa58b6e367b4947810fcd325cc2d35d31d2c5ca73dc7d9a100,pk_1488,100.0,132,2.0,1,0,android,1,F,25.0,2015-03-21,11,2015-04-21,1
7312665ad1b68f4e989b7b4ac0502f3d32ce897f7de89b137172a5cc6a19a501cffd27ab774085e19489272bf52e3061d455adbab1f40678fdfd09867dc60f9d,pk_1488,100.0,190,2.0,1,0,android,1,F,20.0,2015-03-21,8,2015-04-21,1
d427e1a3b914a272681b982e3c6e2078fe05595913e175148f3b7e49992e988a08a6be88ae4a95153ff2e514a452400bc0ad13777ddccc34751a1948c024efe9,pk_1487,100.0,132,1.0,1,0,android,1,M,30.0,2006-03-21,0,2006-04-21,0
15cd00cee059253a4c317fa0109475fafbde3f809173b7eba22919ffc63dc2d48e8e0aa87fe190a28c0437294dd654fc17ddc001770a5b9d2b5b38d89793ff67,pk_1489,100.0,131,4.0,1,0,pc,1,M,30.0,2006-03-21,19,2006-04-21,1
508f10bed294a8b2bce2578e426a914a547a1b2b6672e2d4e62cf3db69c01cb69e9c7c5233dfb9d15d388a8e510a882ff2264eb1f26ea1c585eeac9d32d1e18d,pk_1487,100.0,134,1.0,1,0,mobile,1,M,20.0,2004-03-21,8,2004-04-21,1
0e5f2d3c3fd319d6d721106a5fded2d87d8d276e13d9a6c789d7834f3fe26280ab7157997ec3d80ca5972b77edcc8d47e920702f165f189c01c226162e86268a,pk_1488,100.0,131,2.0,1,0,smarttv,1,F,40.0,2015-03-21,23,2015-04-21,0
2d2349f3b96be44e19a17ce4a70c1d13865e50eaa763fd467b9d3291ca73ba8de331f47981dec91aa5000952c15ae80524962c1ea409ba7f0f7b5ae77b69d541,pk_2026,100.0,151,2.0,1,1,android,1,F,30.0,2014-03-21,0,2014-04-21,1
0889251d20b0a9d1d8641c270fa1fb427281c8449b4c0b66e833bb871bce979e7e23a074cc6881f4598b2b67f636a423ef4b7e46ec80b275e0deccb3ad9e4e3a,pk_2029,100.0,151,1.0,1,0,android,1,M,20.0,2001-03-21,17,2001-04-21,1
9e45e179fb0c1e17a0057f5b0b39dd17485cae2b1292050b49c6241345599af94c2fae6746926664b39ab931b3c63cced7904d4c769e4e410a3e5ee1814e8c0a,pk_1489,100.0,180,4.0,1,0,pc,1,F,20.0,2006-03-21,21,2006-04-21,1
4f390bc5e89e38631e6e34985556c2eb369fa844164e881b55e2646e472b77eaf5e1100a802e8affdcc4580cdb68f4648def4547de20710ecdb9852f67013dd7,pk_2025,100.0,151,1.0,1,0,android,1,M,40.0,2006-03-21,14,2006-04-21,1
05c743acf2c538811d5b522370f1d4f3ff65cf46d8f6f7597b17fdd52be4073d62f0e2ced17fd4ea906f89fc620fc069335b94e140be0b9e36099d44245ab0d1,pk_2025,100.0,151,1.0,1,0,android,1,F,20.0,2013-03-21,17,2013-04-21,1
c01511c8c09b96a42d5860d06757e77ec8f4875884614198fcdc86665ddeed7c72f19c699bb3f9b5665c2dec47fd5f3b58c2532339c061bdcef2d75e9f98e8f4,pk_1487,100.0,131,1.0,1,0,android,1,M,40.0,2013-03-21,17,2013-04-21,1
19e3f5e6ca1894ddb544b0ff90d74f7d598b6b51e355c156d470b35d8394721ddbc9baabd77ef67192ee3c7259b26dad0ec2bde1d60c24fc833654ac0966e4c4,pk_1487,100.0,134,1.0,1,1,pc,1,F,25.0,2012-03-21,9,2012-04-21,0
6a37e15545e9533a200135a89b4a82af8b65ae907622d1f75a08122acc8ec9ffa8348ab636d53639c3afbb7d6aa1bbceebe0057e5f8f2eb5db246cd1be1e39a9,pk_1487,100.0,190,1.0,1,0,pc,1,M,30.0,2007-03-21,6,2007-04-21,1
138a6f1e75cfda462f9f122c4db162fe4451c89fbdf57aa6a7046501c3d2848adb3e82fa5b4a88d47ad421419bbd76ea59722a6923c4220ce6a36c23df0811d0,pk_1487,100.0,190,1.0,1,0,pc,1,M,35.0,2002-03-21,13,2002-04-21,1
717dd89e18db1e535d982891dff20c3080a8b5a670782ae01d614fcedee8589616600c072c691973a73e7e6bb8c698efff014b01b3436b024d7ec1148f630d2d,pk_1487,100.0,190,1.0,1,0,mobile,1,F,30.0,2011-03-21,1,2011-04-21,1
e5c7736419800994b0cc9a118ded0ed984f7a0431b897a2e16bfb03c876ca1e9205294f31cb7b823ecc875bac9d31d50638ed44932fd1528b71e44a4f3f22fc7,pk_1487,100.0,190,1.0,1,0,pc,1,F,40.0,2015-03-21,21,2015-04-21,1
a0798c6ed0bc9798f5ff50994fc1292216ea3eab1bf2de467f7878e7fa88d6d99a6391dfb09cfa90444d4102d6081b605fa89d42f6988bb65df79f0e92f935fe,pk_1489,100.0,131,4.0,1,0,mobile,1,F,25.0,2013-03-21,8,2013-04-21,1
8eab77a5a8d57481919512be8958efcf9443228393ec5881d0c041810db8324bcbe523b1970bda64895de466be79a1ee6c5b5011b8fe5bb4715c9188248eb812,pk_1487,100.0,134,1.0,1,0,pc,1,M,25.0,2006-03-21,22,2006-04-21,1
5f84baf133c8709b6a7a8c203293ceb026cd1e0de58edbbda0276b117fed94d706c1da43a1cef849679772d555a49feb3b9736e2b3bc3719a84fa033b4f282ad,pk_2027,100.0,151,4.0,1,0,android,1,F,45.0,2001-03-21,12,2001-04-21,1
0bcceae7ed86d0975af22d1f8f0131108b6182e28d2fbfbe3c2b36e42bd558ae343a37e1114a00d146121d8eadfc77e8391bdd757a138450a8dc67f90199f635,pk_1487,100.0,132,1.0,1,0,android,1,F,25.0,2007-03-21,8,2007-04-21,1
2de60ec1fe67a80ecec1d1fc206b5929e8da69a7b48ab7dc1b1b95e91433dfe2a63f415e96e9592efc568c93d41421be6fad2ab1fb692d7fa93b22a019e61df2,pk_1489,100.0,134,4.0,1,0,pc,1,M,30.0,2007-03-21,2,2007-04-21,1
b779413bd4fb91a51393f0584e472634b780aa0e4ae38829acb3c2ad6f367769581e45037f3e0a2f07488863b1dfeb177e27e7103e708e38034abfbbcc85ec5d,pk_1487,100.0,190,1.0,1,0,pc,1,M,25.0,2007-03-21,0,2007-04-21,1
1d9352e2b420b2d0876eb98c1a5e48f85c47a4e3a513d0431ace8117b8d92d086967cb290a27dcbe8726e5b67728d3776a473d8e8cff9fc323c6a7b2261cd6b5,pk_1487,100.0,132,1.0,1,0,pc,1,F,30.0,2010-03-21,11,2010-04-21,1
1db549803aac8d89735ea55c67f64f03841cbd93d6ba44e9984b285e3e2afcbf0cf740aa7502f1ac2135e8ea6fcc5c743d82979f917144e611fd106ac6029f66,pk_1487,100.0,134,1.0,1,1,pc,1,F,20.0,2001-03-21,15,2001-04-21,1
6b4c8cdb5acfaf76ab6a03843984dda20f3667338fd17af179e7f8562961e5411fedda39bc973a3f4cdc60ecc67622efa0c249b0ed3ffdb1deaf5531a0a8718a,pk_1489,100.0,132,4.0,1,1,android,1,F,50.0,2004-03-21,6,2004-04-21,1
94684fe40dc8fc921fc1ec7ba96b280f4cb1a8bfcd4df111a170d5a80a5a1c8f961d9eb4651725216d6a08053bd600837ed021bdb015bd08175cc6bcef33b16f,pk_1487,100.0,190,1.0,1,0,mobile,1,F,30.0,2009-03-21,9,2009-04-21,0
e47d5a8c12bed1b46681b8c5d82cc2eeb401f7909f8cd822feb9d8578f84dae76376adc578768264b7d5c0feb6d4a8268ef0db09da26f8fc2b27097710451615,pk_1487,100.0,190,1.0,1,0,pc,1,F,20.0,2015-03-21,17,2015-04-21,1
ad9657c8ef53910752c89379ffed05ace4208a36944646582c6f15b68a9f0b16bc779f250d0c922eaef9a58319482b0acca27efa275c995e1585b7c3d5f1dd99,pk_1487,100.0,131,1.0,1,0,android,1,F,45.0,2006-03-21,15,2006-04-21,0
ae592779f69395eb5857ec544841881bc97c59eb8deaf5f3e0fd266649016edb197fe91ad1f6b1dfb8ca303dbef96052dedd76d27e191d4e482a6db4b9896320,pk_1487,100.0,134,1.0,1,0,pc,1,M,35.0,2003-03-21,21,2003-04-21,0
4206c923cfe0aa27c0b1106c88b876d60e1520b08f874de37ddf78314f52839680a761d54467c8ab3637a15fc0cfaab5566121efa658ec5aa37801b19d5649c0,pk_1487,100.0,134,1.0,1,0,mobile,1,M,20.0,2013-03-21,10,2013-04-21,1
a36a0b0eead50465d1f4f2ee5df8e63c79b44b40b3942d55c90ca2ae17baf82e92889894685704d09c9bff7496054269de86f8fbb1b788b7c59eb7c0042688dc,pk_2026,100.0,151,2.0,1,0,android,1,M,45.0,2012-03-21,4,2012-04-21,1
35662057ca337ad466cef4b23a61f5e21c156d585468031147598a8f7f5af85a6c1ea3fd4f9950a3026fc33fc991a877c2fa8a4cf59865c07654c6d946a86e0b,pk_1487,100.0,134,1.0,1,0,android,1,M,50.0,2007-03-21,13,2007-04-21,1
672527cbf3f77bf857496910121f524d203918b509e9f13099b25570c9d3e5fe6eb6f7bda1c7c5fe9b582d427d44d378269bed2992cd6f5ee1dd7a5f788d4d04,pk_1489,100.0,134,4.0,1,0,pc,1,M,20.0,2007-03-21,15,2007-04-21,1
72ebb4c03c7b4d781d9eb4a91a244e1416a5d2a9ac84d9cebffb208faaf99a4a89e53d7c94036e4eb0f57b1922b75854a4a2731e26a34129bebc133706b774f3,pk_1489,100.0,134,4.0,1,0,pc,1,M,35.0,2015-03-21,9,2015-04-21,1
e7a426edefb4144f2b597d6e30cb6e1d9d42b3df7a73c3fcfc0272f12b1eb93fc2ef76eaa90702309b98537a62913045d7dfcc3a58e8baf8fcf0185f48add677,pk_2026,100.0,151,2.0,1,0,android,1,F,25.0,2014-03-21,8,2014-04-21,1
