dataset_scope,ladder_step,model_name,feature_count,n_folds_completed,mean_valid_auc,std_valid_auc,min_valid_auc,max_valid_auc,mean_train_auc,mean_train_valid_gap,mean_valid_average_precision,mean_valid_brier_score,oof_auc,oof_average_precision,oof_brier_score,performance_status,caution
overall_with_promotion,L4_all_conservative_behavior,LogisticRegression,22,5,0.7860976036142333,0.0030622374795236844,0.7828685706503513,0.7899557016674293,0.7872999880418572,0.0012023844276238594,0.8952832677396014,0.15993643126213913,0.7858647805041071,0.8954734732378626,0.15993642781135703,usable_baseline,Baseline only; not final model.
overall_with_promotion,L4_all_conservative_behavior,HistGradientBoosting,22,5,0.8140052616727749,0.005126816878759007,0.8084398213428745,0.8186887035777748,0.8519187554215322,0.03791349374875723,0.9103908327722996,0.14973449372529807,0.8136740303172799,0.9107105194151872,0.14973442519708208,usable_baseline,Baseline only; not final model.
overall_with_promotion,L4_all_conservative_behavior,RandomForest,22,5,0.8076680119711858,0.006397740517438921,0.8000998947549811,0.8136759000024087,0.8199251897985652,0.012257177827379496,0.9079993558722688,0.15258679476619713,0.8073749698036077,0.9080728141240723,0.15258670720569473,usable_baseline,Baseline only; not final model.
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,LogisticRegression,23,5,0.7924071546561919,0.0028263378899583257,0.7895767825411855,0.7967917640213973,0.7935410334170425,0.0011338787608506707,0.9001280743599885,0.1579842187242932,0.7923500015567012,0.9001929354330684,0.15798422568346193,usable_baseline,Baseline only; not final model.
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,HistGradientBoosting,23,5,0.8214091194203693,0.0057101249583655905,0.813065136105156,0.8286864013429858,0.8605375839183033,0.039128464497933835,0.9153182722764249,0.14767437196274374,0.8211437468292977,0.9153863565148331,0.14767424186482705,usable_baseline,Baseline only; not final model.
overall_with_promotion,L5_all_conservative_plus_promotion_indicator,RandomForest,23,5,0.8112184754575157,0.005992914770742448,0.8038028101161214,0.8173569279201324,0.8231500814852936,0.011931606027777963,0.9112024897563442,0.15211376185307646,0.8108659302034433,0.9111250351532166,0.1521136881508122,usable_baseline,Baseline only; not final model.
overall_without_promotion,L0_dummy_prior,DummyPrior,0,5,0.5,0.0,0.5,0.5,0.5,0.0,0.7174054567669057,0.20273487399970874,0.4998773437961437,0.7173482232935685,0.2027348841140088,weak,Weak baseline signal.
overall_without_promotion,L1_activation_safe,LogisticRegression,6,5,0.6942251723007986,0.0035016726413871595,0.6897930860693023,0.6995186883651079,0.6945469695524674,0.00032179725166885386,0.8276715628474614,0.17682759327572178,0.6934947964969203,0.8317236951172342,0.17682749678177587,usable_baseline,Baseline only; not final model.
overall_without_promotion,L1_activation_safe,HistGradientBoosting,6,5,0.6975556757946217,0.00476453773812985,0.6895828971285527,0.7019083071301648,0.7176318192441119,0.020076143449490026,0.8299278583531823,0.17668832825915576,0.6965318317065388,0.8341426372443903,0.17668824449949566,usable_baseline,Baseline only; not final model.
overall_without_promotion,L1_activation_safe,RandomForest,6,5,0.6987042754392494,0.0038336562027697393,0.6923693192240774,0.7024099335286416,0.7066994870264525,0.007995211587203177,0.8322046364046782,0.1760552674221234,0.6974455393953113,0.8357249022356246,0.17605511894079234,usable_baseline,Baseline only; not final model.
overall_without_promotion,L2_add_week2_retention,LogisticRegression,14,5,0.7720009192955916,0.005380066989273251,0.7673287447011563,0.7784206715669835,0.7723414803760285,0.0003405610804370074,0.8890239813780634,0.16375140902914848,0.7720720834350375,0.8891820171832916,0.1637515268903897,usable_baseline,Baseline only; not final model.
overall_without_promotion,L2_add_week2_retention,HistGradientBoosting,14,5,0.8108423759376407,0.007243748824096988,0.8033730519017293,0.8187256458764519,0.8423097957250502,0.03146741978740934,0.9084175862496151,0.15079931619982162,0.8104638132527486,0.9082846334039455,0.15079938163001066,usable_baseline,Baseline only; not final model.
overall_without_promotion,L2_add_week2_retention,RandomForest,14,5,0.8035800168436547,0.006422984234541313,0.7967239180448119,0.8124019118276501,0.8145669946959071,0.0109869778522526,0.9050452212547826,0.15503477152318473,0.8030597032244016,0.9049315780633563,0.15503476891022064,usable_baseline,Baseline only; not final model.
overall_without_promotion,L3_add_week3_retention,LogisticRegression,21,5,0.7862637629935394,0.0029174953234895914,0.7833014556423745,0.7899690194240059,0.7872307310722466,0.0009669680787071089,0.8953506482277662,0.15988855109463812,0.7860623963638422,0.8955553625985817,0.15988854656876736,usable_baseline,Baseline only; not final model.
overall_without_promotion,L3_add_week3_retention,HistGradientBoosting,21,5,0.8135581129360752,0.0048538908101491566,0.8072738807062533,0.818028374464742,0.8558756150738367,0.04231750213776153,0.9102020228124392,0.1500192601561969,0.8132497389399989,0.910344113419054,0.1500191535324793,usable_baseline,Baseline only; not final model.
overall_without_promotion,L3_add_week3_retention,RandomForest,21,5,0.8078191634275524,0.00626981555044164,0.8006547240746129,0.8141854489496807,0.8198103549065845,0.01199119147903196,0.9080327555239813,0.15263327054843961,0.8075279960354403,0.9081278294342778,0.1526331997009606,usable_baseline,Baseline only; not final model.
overall_without_promotion,L4_all_conservative_behavior,LogisticRegression,22,5,0.7860976036142333,0.0030622374795236844,0.7828685706503513,0.7899557016674293,0.7872999880418572,0.0012023844276238594,0.8952832677396014,0.15993643126213913,0.7858647805041071,0.8954734732378626,0.15993642781135703,usable_baseline,Baseline only; not final model.
overall_without_promotion,L4_all_conservative_behavior,HistGradientBoosting,22,5,0.8140052616727749,0.005126816878759007,0.8084398213428745,0.8186887035777748,0.8519187554215322,0.03791349374875723,0.9103908327722996,0.14973449372529807,0.8136740303172799,0.9107105194151872,0.14973442519708208,usable_baseline,Baseline only; not final model.
overall_without_promotion,L4_all_conservative_behavior,RandomForest,22,5,0.8076680119711858,0.006397740517438921,0.8000998947549811,0.8136759000024087,0.8199251897985652,0.012257177827379496,0.9079993558722688,0.15258679476619713,0.8073749698036077,0.9080728141240723,0.15258670720569473,usable_baseline,Baseline only; not final model.
promotion_only,L0_dummy_prior,DummyPrior,0,5,0.5,0.0,0.5,0.5,0.5,0.0,0.6751512269799056,0.2193220593154514,0.49981995927228084,0.67505545031541,0.21932206537757173,weak,Weak baseline signal.
promotion_only,L1_activation_safe,LogisticRegression,6,5,0.6801651125136147,0.00570442743895336,0.6722620746397213,0.6847762293197236,0.6800083276968094,-0.00015678481680529987,0.7901933556813054,0.19412710449829224,0.6786058074629562,0.7941536623690848,0.19412742910934958,usable_baseline,Baseline only; not final model.
promotion_only,L1_activation_safe,HistGradientBoosting,6,5,0.6767084606710438,0.008637699672455647,0.6664761243204392,0.6860611238760916,0.7419390178557475,0.06523055718470347,0.788158297318527,0.19563836538014917,0.6751343403708971,0.7919084982899365,0.19563878561863482,usable_baseline,Baseline only; not final model.
promotion_only,L1_activation_safe,RandomForest,6,5,0.6866058528170343,0.00499061036705012,0.6813043953359815,0.6918506598315424,0.6986299013865706,0.012024048569536316,0.7940588107151381,0.1929513897106134,0.6845743080095779,0.797918341807208,0.19295168687713268,usable_baseline,Baseline only; not final model.
promotion_only,L2_add_week2_retention,LogisticRegression,14,5,0.7588731629726881,0.007119712366719522,0.7510485363878283,0.7699829603599081,0.7603188872421428,0.0014457242694546624,0.8616996401580403,0.1791065095033973,0.7587812528164043,0.8619230005867256,0.17910672193881713,usable_baseline,Baseline only; not final model.
promotion_only,L2_add_week2_retention,HistGradientBoosting,14,5,0.7921827778471824,0.007272673675778692,0.7812592399758315,0.8009137688015293,0.8813415056246747,0.08915872777749242,0.8813606999353809,0.16804574723663568,0.7915541030028592,0.8807575008947736,0.16804609507696183,usable_baseline,Baseline only; not final model.
promotion_only,L2_add_week2_retention,RandomForest,14,5,0.7903127388939045,0.00582753044575012,0.7835061610551892,0.7981772090388937,0.8080098969796266,0.01769715808572201,0.8801972560676827,0.17037648747497633,0.7898239359023477,0.8797387201784659,0.1703765848358756,usable_baseline,Baseline only; not final model.
promotion_only,L3_add_week3_retention,LogisticRegression,21,5,0.771577488564467,0.007690167655963179,0.7622574305475207,0.7798861449544001,0.7734520432973676,0.001874554732900724,0.8681436204525808,0.17562458988627094,0.7710378901511207,0.8682256813191174,0.1756247972139616,usable_baseline,Baseline only; not final model.
promotion_only,L3_add_week3_retention,HistGradientBoosting,21,5,0.798201027624257,0.00595486900287798,0.7880076362374175,0.8034947364014648,0.894073197922598,0.09587217029834079,0.885604250258387,0.16603710797460342,0.7977733027416932,0.8853654108512022,0.16603763600081348,usable_baseline,Baseline only; not final model.
promotion_only,L3_add_week3_retention,RandomForest,21,5,0.7932732013217618,0.00681171336419321,0.7858286088935169,0.801897691362077,0.8138142113497112,0.020541010027949325,0.8833119598502556,0.16811930538300074,0.7926724920001651,0.8827475029575903,0.16811940353381605,usable_baseline,Baseline only; not final model.
promotion_only,L4_all_conservative_behavior,LogisticRegression,22,5,0.77108049508726,0.0077908988836785905,0.7609513800506511,0.7797127718458162,0.7733105119370619,0.002230016849802019,0.8680493352248447,0.17565941211627514,0.7706160308032295,0.8681488265933421,0.17565964484430702,usable_baseline,Baseline only; not final model.
promotion_only,L4_all_conservative_behavior,HistGradientBoosting,22,5,0.7969571606842821,0.006219963500855166,0.7862150809261187,0.8014133669722776,0.8961665701174922,0.09920940943321019,0.8851674324015933,0.1664838431363001,0.7965464484967525,0.8849792821318818,0.16648439702458395,usable_baseline,Baseline only; not final model.
promotion_only,L4_all_conservative_behavior,RandomForest,22,5,0.7936646599283943,0.006975019388438803,0.7850813760654094,0.8019853835608504,0.8138808426054375,0.020216182677043303,0.8837498653934714,0.16801303249019645,0.7931624035577116,0.8832238462399067,0.1680131936590055,usable_baseline,Baseline only; not final model.
