feature_set_name,safe_model_feature_name,AARRR_stage,feature_family,timing_family,promotion_n,nonpromotion_n,standardized_mean_difference,missing_count,caveat_flag,caveat_reason,needs_user_review,interpretation_guardrail,promotion_mean,nonpromotion_mean,mean_diff_promotion_minus_nonpromotion,promotion_median,nonpromotion_median,median_diff_promotion_minus_nonpromotion,promotion_std,nonpromotion_std,effect_size_abs
conservative_safe_22,watch_session_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.010976478237508722,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",2.221438172043011,2.188903803131991,0.03253436891102002,1.0,1.0,0.0,2.9526819312483426,2.9752908819863966,0.010976478237508722
conservative_safe_22,watch_time_min_w1,Activation,early_week1_watch_behavior,week1,11904,11175,0.0032938113531343384,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",100.42330309139786,99.88348993288591,0.5398131585119472,26.0,29.0,-3.0,161.49133536127383,166.24832422406837,0.0032938113531343384
conservative_safe_22,watch_time_min_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.003126216850093657,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",98.10173051075269,97.61834451901566,0.48338599173702335,22.0,24.0,-2.0,154.95775355096816,154.2881380287149,0.003126216850093657
conservative_safe_22,watch_time_min_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.0036552716176584434,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",99.10559475806451,98.52635346756152,0.579241290502992,29.0,23.0,6.0,153.72570177425052,163.07122727375872,0.0036552716176584434
expanded_feature_set,action_adventure_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,0.004573239571037701,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.10503282997311826,0.10399610630872484,0.0010367236643934186,0.0,0.0,0.0,0.22589369189471942,0.22749048731959717,0.004573239571037701
expanded_feature_set,active_ratio,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.018043573005078948,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.17034675016801076,0.16812597950782998,0.002220770660180782,0.142857,0.142857,0.0,0.12397139142331386,0.12217849836737711,0.018043573005078948
expanded_feature_set,age_group,Needs_user_review,profile_context_needs_review,membership_context,11904,11175,-0.4366344211947471,0,False,,True,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",29.533770161290324,34.11454138702461,-4.580771225734285,30.0,40.0,-10.0,11.333474926163248,9.5748788829098,0.4366344211947471
expanded_feature_set,avg_daily_watch_time_min,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.014791242517254402,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",73.381810187416,74.26652091901566,-0.8847107315996681,67.0,67.25,-0.25,58.99075316275798,60.624381576341925,0.014791242517254402
expanded_feature_set,avg_gap_between_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.01402620290884547,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",3.270680748655914,3.317411566800895,-0.04673081814498081,2.666667,2.666667,0.0,3.308126892569605,3.355067543733043,0.01402620290884547
expanded_feature_set,avg_gap_w1_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.004271088547973553,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.6763356859038979,0.6710633851454139,0.005272300758484061,0.0,0.0,0.0,1.2331755886314308,1.235655501802304,0.004271088547973553
expanded_feature_set,avg_gap_w2_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.01955207141332982,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.6610677082493279,0.638010439821029,0.023057268428298916,0.0,0.0,0.0,1.2003735412134953,1.1577919808962955,0.01955207141332982
expanded_feature_set,avg_gap_w3_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.026469464503076266,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.694142025033602,0.6616584643400447,0.03248356069355729,0.0,0.0,0.0,1.2401716962532512,1.2141075787520168,0.026469464503076266
expanded_feature_set,avg_ott_release_year,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,-0.00754262400501969,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",1891.3822733033433,1895.0460940266669,-3.6638207233236244,2017.641286,2017.623188,0.01809800000000905,489.07653506772346,482.3981535044997,0.00754262400501969
expanded_feature_set,avg_rewatch_ratio,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-9.412674384030176e-05,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.1493472893985215,0.14936084608501118,-1.3556686489696324e-05,0.142857,0.142857,0.0,0.14448707099599697,0.143563194164768,9.412674384030176e-05
expanded_feature_set,avg_watch_time_min,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.002025804763718826,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",42.43732342296707,42.372988491991045,0.06433493097602394,39.333333,39.25,0.08333300000000321,31.86482848658737,31.65023965088112,0.002025804763718826
expanded_feature_set,comedy_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,-0.009545928029213042,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.08752619069220431,0.08951773360178972,-0.001991542909585406,0.0,0.0,0.0,0.20810488317088152,0.20914877115166955,0.009545928029213042
expanded_feature_set,day_count_over_3times,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.00519859083932804,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.7086693548387096,0.7141834451901566,-0.00551409035144701,0.0,0.0,0.0,1.0461767876442696,1.0750061677029439,0.00519859083932804
expanded_feature_set,diff_between_w2_w1,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.00030021661129932476,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",-2.3215725806451615,-2.265145413870246,-0.05642716677491544,0.0,0.0,0.0,186.65349653248714,189.24724589810964,0.00030021661129932476
expanded_feature_set,diff_between_w3_w1,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.0001871048661809142,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",-1.3177083333333333,-1.3571364653243847,0.03942813199105144,0.0,0.0,0.0,203.03899859743154,218.14509937323612,0.0001871048661809142
expanded_feature_set,diff_between_w3_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.0005005122994051537,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",1.003864247311828,0.9080089485458613,0.09585529876596666,0.0,0.0,0.0,186.35699792282665,196.53645665122647,0.0005005122994051537
expanded_feature_set,documentary_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,-0.002602852373687439,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.018507652637768816,0.018765552125279642,-0.0002578994875108258,0.0,0.0,0.0,0.09863566336912093,0.09952914132505852,0.002602852373687439
expanded_feature_set,drama_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,-0.0109864412170332,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.16783051663306453,0.17084985906040268,-0.0030193424273381453,0.0,0.0,0.0,0.2743766835776947,0.2752714448891163,0.0109864412170332
expanded_feature_set,family_animation_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,0.0013438238430956023,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.10736402091733871,0.10701348492170024,0.0003505359956384735,0.0,0.0,0.0,0.26000302876815645,0.26169355677400546,0.0013438238430956023
expanded_feature_set,genre_diversity_count,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,0.010604423198586982,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",2.9224630376344085,2.9026398210290827,0.019823216605325822,3.0,3.0,0.0,1.876275412840222,1.8623681861808319,0.010604423198586982
expanded_feature_set,historical_war_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,-0.01356721259398887,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.06474023219086021,0.06719735731543625,-0.0024571251245760345,0.0,0.0,0.0,0.17842427247129303,0.1837517198913501,0.01356721259398887
expanded_feature_set,horror_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,0.009466188945077919,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.026671772849462365,0.02557887051454139,0.0010929023349209761,0.0,0.0,0.0,0.11762592393173756,0.11323890951030884,0.009466188945077919
expanded_feature_set,max_daily_sessions,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.0011706611241812685,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",2.706989247311828,2.7045190156599554,0.0024702316518725453,2.0,2.0,0.0,2.125602711046304,2.09451630437313,0.0011706611241812685
expanded_feature_set,max_daily_watch_time_min,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.00996159238060563,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",128.69556451612902,129.7703803131991,-1.0748157970700731,113.0,113.0,0.0,106.26857116914697,109.49920938810952,0.00996159238060563
expanded_feature_set,max_day_share,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.007594948988638544,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.5765734687499999,0.5788683136465325,-0.002294844896532533,0.530303,0.534375,-0.0040720000000000756,0.30381120973695025,0.30048783078969804,0.007594948988638544
expanded_feature_set,max_inactive_gap_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.007701395828690996,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",5.113407258064516,5.146935123042506,-0.033527864977989985,5.0,5.0,0.0,4.343122758891315,4.363810655113503,0.007701395828690996
expanded_feature_set,max_watch_time_min,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.011087701573076751,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",90.57426075268818,89.96008948545861,0.6141712672295654,100.0,101.0,-1.0,55.45979464836909,55.324357362939196,0.011087701573076751
expanded_feature_set,median_watch_time_min,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.0012409926382188764,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",36.67981350806452,36.725503355704696,-0.04568984764017614,24.0,25.0,-1.0,36.97895157673972,36.65469171707953,0.0012409926382188764
expanded_feature_set,movie_per_active_day,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.00035441685713893885,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",1.2860519760584679,1.2857399735123043,0.00031200254616359224,1.0,1.0,0.0,0.9029408313728153,0.8571156843483055,0.00035441685713893885
expanded_feature_set,new_movie_in_180d_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,0.012736032212237736,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.20898946572580643,0.20494643767337808,0.0040430280524283435,0.0,0.0,0.0,0.3188882390946766,0.31600121236689155,0.012736032212237736
expanded_feature_set,new_movie_in_365d_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,0.0062230308096885385,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.2573600698924731,0.25522435454138703,0.002135715351086087,0.0,0.0,0.0,0.3433116686667999,0.3430790286412463,0.0062230308096885385
expanded_feature_set,new_movie_in_90d_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,0.021867853104492428,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.17435289112903224,0.1679888902013423,0.006364000927689933,0.0,0.0,0.0,0.2934142005351737,0.2886076277521787,0.021867853104492428
expanded_feature_set,old_movie_ratio_5y,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,0.008613105263698054,0,True,Use Kwangil master value as-is; raw Movie_Master reconstruction has 9-row mismatch caveat.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.16568629813508065,0.1635977184787472,0.002088579656333439,0.0,0.0,0.0,0.2422161184352002,0.24276073380860672,0.008613105263698054
expanded_feature_set,other_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,-0.0015380111635037825,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.025510368195564518,0.02570149378076063,-0.00019112558519611064,0.0,0.0,0.0,0.12346289192779107,0.1250679434020796,0.0015380111635037825
expanded_feature_set,recency,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.02653392861180279,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",6.21875,6.387829977628635,-0.16907997762863491,4.0,4.0,0.0,6.371592570495927,6.372843377002139,0.02653392861180279
expanded_feature_set,retention_w2_ratio,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.001661288326660862,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",29.26623676033266,29.41738015991051,-0.15114339957785106,1.0,1.0,0.0,92.33355351634081,89.60525401805918,0.001661288326660862
expanded_feature_set,retention_w3_ratio,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.0026464443996136082,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",31.58756242237903,31.33263265172259,0.25492977065643885,1.0,1.0,0.0,90.73500165212772,101.61581710320083,0.0026464443996136082
expanded_feature_set,romance_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,0.02078652984316742,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.09645138961693549,0.0919723954362416,0.0044789941806938904,0.0,0.0,0.0,0.2187589001373313,0.2121419000848407,0.02078652984316742
expanded_feature_set,sf_fantasy_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,-0.009637063920663136,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.11517303175403226,0.11766444787472036,-0.0024914161206880947,0.0,0.0,0.0,0.25749441124249456,0.25955029167545435,0.009637063920663136
expanded_feature_set,std_watch_time_min,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.008310444331670193,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",32.64793463390457,32.45129469270693,0.19663994119763828,36.188739999999996,36.017605,0.1711349999999925,23.647332733909227,23.676227041374542,0.008310444331670193
expanded_feature_set,thriller_crime_ratio,Retention_context,content_preference_context,observation_window_aggregate,11904,11175,0.006884750871394563,0,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.12252398899529571,0.12089259463087249,0.001631394364423222,0.0,0.0,0.0,0.23706818667114096,0.2368470550864567,0.006884750871394563
expanded_feature_set,total_watch_count,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.003901567162369212,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",6.664902553763441,6.641073825503356,0.023828728260085086,5.0,5.0,0.0,6.009250313418936,6.204146975339472,0.003901567162369212
expanded_feature_set,total_watch_time_min,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.004804817906407996,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",297.63062836021504,296.0281879194631,1.6024404407519341,205.0,203.0,2.0,332.2281612249148,334.78096835266456,0.004804817906407996
expanded_feature_set,unique_movie,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.004045570205500509,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",4.657678091397849,4.6407158836689035,0.016962207728945522,4.0,4.0,0.0,4.140034288928617,4.244881041834737,0.004045570205500509
expanded_feature_set,watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.018043560500639672,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",3.577284946236559,3.530648769574944,0.046636176661615014,3.0,3.0,0.0,2.603400568130752,2.5657499022669166,0.018043560500639672
expanded_feature_set,watch_per_day,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.0064312645817740394,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",1.7422462295866936,1.7494885679642056,-0.007242338377511981,1.5,1.5,0.0,1.125756063768636,1.1264722248631145,0.0064312645817740394
expanded_feature_set,watch_ratio_under_1m,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.016120811810047007,0,True,Official dictionary uses <= 1 minute and <= 5 minutes thresholds.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.21218353175403226,0.20789749252796422,0.004286039226068045,0.125,0.111111,0.013888999999999999,0.26632511700535016,0.2654139770841958,0.016120811810047007
expanded_feature_set,watch_ratio_under_5m,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.010828718616615699,0,True,Official dictionary uses <= 1 minute and <= 5 minutes thresholds.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.30732043304771506,0.30403199087248317,0.003288442175231887,0.25,0.25,0.0,0.3038854425776428,0.3034701500667666,0.010828718616615699
expanded_feature_set,watch_session_w1,Activation,early_week1_watch_behavior,week1,11904,11175,-0.002951120347742134,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",2.23807123655914,2.247248322147651,-0.009177085588511158,1.0,1.0,0.0,3.062091021037749,3.1565820851872317,0.002951120347742134
expanded_feature_set,watch_session_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.00015432973703535506,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",2.2053931451612905,2.204921700223714,0.0004714449375766705,1.0,1.0,0.0,3.034274701744338,3.0751684403756276,0.00015432973703535506
expanded_feature_set,watch_session_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.010976478237508722,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",2.221438172043011,2.188903803131991,0.03253436891102002,1.0,1.0,0.0,2.9526819312483426,2.9752908819863966,0.010976478237508722
expanded_feature_set,watch_time_min_w1,Activation,early_week1_watch_behavior,week1,11904,11175,0.0032938113531343384,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",100.42330309139786,99.88348993288591,0.5398131585119472,26.0,29.0,-3.0,161.49133536127383,166.24832422406837,0.0032938113531343384
expanded_feature_set,watch_time_min_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.003126216850093657,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",98.10173051075269,97.61834451901566,0.48338599173702335,22.0,24.0,-2.0,154.95775355096816,154.2881380287149,0.003126216850093657
expanded_feature_set,watch_time_min_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.0036552716176584434,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",99.10559475806451,98.52635346756152,0.579241290502992,29.0,23.0,6.0,153.72570177425052,163.07122727375872,0.0036552716176584434
expanded_feature_set,weekend_watch_ratio,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.007422216332853474,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.3631174058299731,0.3657590440268456,-0.00264163819687252,0.285714,0.285714,0.0,0.355013842818492,0.3568031488977563,0.007422216332853474
