feature_name,AARRR_stage_primary,feature_family,repurchase_mean,nonrepurchase_mean,mean_difference_repurchase_minus_nonrepurchase,repurchase_median,nonrepurchase_median,median_difference,repurchase_zero_rate,nonrepurchase_zero_rate,zero_rate_difference,simple_standardized_mean_difference,absolute_standardized_mean_difference,descriptive_effect_size_bucket,direction_interpretation,safe_claim,unsafe_claim,next_check_needed
retention_w2_ratio,retention,retention_ratio,37.604983033345775,11.935359130074993,25.669623903270782,1.0,0.875,0.125,0.0,0.0,0.0,0.31222955333492197,0.31222955333492197,moderate,repurchase rows have higher retention_w2_ratio mean than nonrepurchase rows,"Within promotion rows, retention_w2_ratio has a descriptive target-separation bucket of moderate.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
diff_between_w2_w1,retention,retention_change,13.771929824561404,-35.76958882854926,49.541518653110664,0.0,-1.0,1.0,0.16224959562025631,0.18593224722006724,-0.023682651599810922,0.28536081099433275,0.28536081099433275,moderate,repurchase rows have higher diff_between_w2_w1 mean than nonrepurchase rows,"Within promotion rows, diff_between_w2_w1 has a descriptive target-separation bucket of moderate.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
avg_gap_w2_watch_days,retention,usage_observation,0.7472668076396665,0.4819153519524179,0.26535145568724855,0.0,0.0,0.0,0.6279706358093816,0.7667442461856736,-0.138773610376292,0.22750159424911742,0.22750159424911742,moderate,repurchase rows have higher avg_gap_w2_watch_days mean than nonrepurchase rows,"Within promotion rows, avg_gap_w2_watch_days has a descriptive target-separation bucket of moderate.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
diff_between_w3_w2,retention,retention_change,11.321761851437103,-20.44039306956297,31.76215492100007,0.0,0.0,0.0,0.1014059972626602,0.2940263770364624,-0.1926203797738022,0.18831283022752407,0.18831283022752407,small,repurchase rows have higher diff_between_w3_w2 mean than nonrepurchase rows,"Within promotion rows, diff_between_w3_w2 has a descriptive target-separation bucket of small.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
is_w2_over_50pct,retention,usage_observation,0.28368794326241137,0.21773985001292992,0.06594809324948145,0.0,0.0,0.0,0.7163120567375887,0.78226014998707,-0.06594809324948137,0.15258412885961023,0.15258412885961023,small,repurchase rows have higher is_w2_over_50pct mean than nonrepurchase rows,"Within promotion rows, is_w2_over_50pct has a descriptive target-separation bucket of small.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
is_cold_start_3d,activation,activation_onboarding,0.47791464476794826,0.42461856736488235,0.05329607740306591,0.0,0.0,0.0,0.5220853552320518,0.5753814326351177,-0.053296077403065856,0.10724575857511606,0.10724575857511606,small,repurchase rows have higher is_cold_start_3d mean than nonrepurchase rows,"Within promotion rows, is_cold_start_3d has a descriptive target-separation bucket of small.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
is_only_w2,retention,usage_observation,0.06893119323130521,0.09283682441168865,-0.02390563118038344,0.0,0.0,0.0,0.9310688067686947,0.9071631755883114,0.023905631180383358,-0.08775217216812371,0.08775217216812371,negligible,repurchase rows have lower is_only_w2 mean than nonrepurchase rows,"Within promotion rows, is_only_w2 has a descriptive target-separation bucket of negligible.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
watch_time(min)_w1,activation,usage_observation,103.8167226577081,93.37057150245668,10.446151155251414,23.0,34.0,-11.0,0.37688192111484387,0.3408326868373416,0.036049234277502284,0.06699148989422397,0.06699148989422397,negligible,repurchase rows have higher watch_time(min)_w1 mean than nonrepurchase rows,"Within promotion rows, watch_time(min)_w1 has a descriptive target-separation bucket of negligible.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
is_cold_start_7d,activation,activation_onboarding,0.6697772800796317,0.6901991207654512,-0.020421840685819537,1.0,1.0,0.0,0.3302227199203683,0.30980087923454874,0.020421840685819537,-0.043784855771949745,0.043784855771949745,negligible,repurchase rows have lower is_cold_start_7d mean than nonrepurchase rows,"Within promotion rows, is_cold_start_7d has a descriptive target-separation bucket of negligible.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
avg_gap_w1_watch_days,retention,usage_observation,0.6924121774293891,0.6429230243082493,0.04948915312113977,0.0,0.0,0.0,0.6712703745178549,0.6837341608482027,-0.012463786330347837,0.040341345527741074,0.040341345527741074,negligible,repurchase rows have higher avg_gap_w1_watch_days mean than nonrepurchase rows,"Within promotion rows, avg_gap_w1_watch_days has a descriptive target-separation bucket of negligible.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
is_only_w3,retention,usage_observation,0.09941520467836257,0.11093871217998448,-0.011523507501621913,0.0,0.0,0.0,0.9005847953216374,0.8890612878200155,0.011523507501621899,-0.037565581813782875,0.037565581813782875,negligible,repurchase rows have lower is_only_w3 mean than nonrepurchase rows,"Within promotion rows, is_only_w3 has a descriptive target-separation bucket of negligible.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
watch_session_w1,activation,usage_observation,2.237650864750529,2.238944918541505,-0.0012940537909762462,1.0,1.0,0.0,0.37688192111484387,0.3408326868373416,0.036049234277502284,-0.00042570755534786995,0.00042570755534786995,negligible,repurchase rows have lower watch_session_w1 mean than nonrepurchase rows,"Within promotion rows, watch_session_w1 has a descriptive target-separation bucket of negligible.",This feature caused repurchase or nonrepurchase.,Inspect distribution shape and stability in step 10 before any modeling use.
