trial,mean_valid_auc,mean_train_auc,gap,overfit,iterations,depth,learning_rate,l2_leaf_reg,border_count
150,0.8826011426094056,0.9347260737487808,0.05212493113937522,True,744,6,0.01340064307164096,3.5148442898105046,61
168,0.882596432280501,0.956659052286108,0.07406262000560704,True,946,6,0.01633197691471217,3.373344180134849,248
104,0.8825795043863071,0.9512189200930556,0.06863941570674859,True,817,5,0.022030993499931324,0.5677244449767801,71
163,0.8825732281111562,0.9415723703546375,0.05899914224348124,True,795,6,0.014857208130218385,4.491496885237202,226
144,0.8825715180719126,0.9573066093098109,0.07473509123789834,True,795,6,0.018189942919309227,1.759899778151543,82
131,0.8825441731399994,0.9377370892490202,0.05519291610902077,True,766,6,0.012648423398630022,1.165545144399302,76
193,0.8825404738971871,0.9540624591786582,0.07152198528147102,True,738,6,0.019039216159643903,2.335512945694406,229
101,0.8825370660987252,0.9375683818222764,0.055031315723551244,True,849,5,0.016299838997830482,0.6765238407593617,46
41,0.8825269581108064,0.9153818995698828,0.032854941459076414,True,671,4,0.01894486038414461,0.7125021867812831,69
105,0.8825221499622741,0.9363228505414612,0.05380070057918718,True,816,5,0.016252651693981972,0.5242191640510837,71
110,0.8825003902003526,0.9686075298846768,0.08610713968432415,True,813,6,0.02113450101261235,0.9150556709209036,74
97,0.8824795373108646,0.9329054044815421,0.05042586717067754,True,743,5,0.01690420074025144,0.6510469952488259,61
109,0.8824775571289658,0.9297947873306196,0.04731723020165379,True,830,5,0.014346005583273105,0.7952883700240381,87
177,0.8824768060952521,0.9644647831542557,0.08198797705900351,True,985,6,0.017898344411378116,2.6088226916938098,234
154,0.8824766401925231,0.9370090057343049,0.05453236554178176,True,807,6,0.01256224397170459,2.5465621938665115,57
145,0.8824757511532901,0.9584587801853436,0.07598302903205345,True,693,6,0.020513244226551628,1.022278967464442,71
52,0.8824749915357968,0.9319634479318587,0.04948845639606192,True,734,4,0.02427500994232538,0.14061357763563487,142
72,0.8824743153383027,0.9284356283664102,0.045961313028107575,True,674,5,0.018098447882444305,2.063783775083595,40
115,0.8824693136175827,0.9691283981374752,0.08665908451989246,True,868,6,0.019298565107874054,0.6130736672077478,63
71,0.882459939382092,0.9498045132489844,0.06734457386689241,True,705,5,0.027274513347632846,2.328153932499685,80
180,0.882413724037408,0.9631343606760472,0.08072063663863915,True,751,7,0.015853878470794076,3.0383089487737567,248
141,0.882406971224429,0.9550287830838166,0.07262181185938754,True,798,6,0.01676499791115351,1.12846347597252,89
44,0.882406503865875,0.9166572251237601,0.034250721257885086,True,659,4,0.019184814416579564,0.14955520305906983,68
61,0.8824004096449407,0.9468027455517605,0.06440233590681976,True,705,5,0.025350995094253335,2.28571888882579,67
173,0.8823879680614167,0.9396682433864167,0.05728027532500002,True,888,6,0.011865850568052887,2.14818483824527,248
74,0.882369426572447,0.925793822718014,0.043424396145567035,True,746,5,0.01583581372522046,2.9963499763466777,39
45,0.8823693311264398,0.918341431826779,0.03597210070033918,True,653,4,0.020446830291645013,0.2597377142407761,98
135,0.8823651579209033,0.9599647865288151,0.07759962860791181,True,759,6,0.018878895225562634,0.7770221367050748,54
134,0.882360373114867,0.936526658890279,0.05416628577541194,True,799,6,0.011609171774443672,0.8943026736126085,74
181,0.8823018494186694,0.9700829806526139,0.08778113123394449,True,688,7,0.020781712474260024,3.8468976831285264,245
65,0.882300486854602,0.9350055352435203,0.05270504838891821,True,718,5,0.017274702018597845,0.2076129144728691,73
108,0.8822714200326531,0.9317007295720039,0.04942930953935076,True,927,5,0.013044135070192059,0.44001891058254117,45
83,0.8822330250996346,0.9357783986079529,0.05354537350831823,True,596,5,0.023456638164614695,1.6886619724691636,83
140,0.8822178499794122,0.9423426416845363,0.06012479170512408,True,783,6,0.014114048373598665,1.9506302756249787,95
46,0.882195019404327,0.9174254317692909,0.03523041236496394,True,652,4,0.019691813523753442,0.15331209838575433,100
169,0.8821938880757699,0.957466097830291,0.07527220975452109,True,927,6,0.01818349213790731,5.746242471283522,219
142,0.8821819878724305,0.9429115435147922,0.06072955564236171,True,709,6,0.01480895843095727,0.9281549780554104,78
122,0.882179507153223,0.9527403426563399,0.07056083550311687,True,971,7,0.008587566088722978,0.8465113865708124,58
183,0.8821773638451826,0.9679839391908569,0.08580657534567426,True,756,7,0.01901075213250094,5.152331628286433,237
33,0.8821757230364492,0.923641727916557,0.041466004880107765,True,861,3,0.029831045014291385,0.0305598284101596,34
102,0.8821655795749568,0.9357698610015296,0.05360428142657281,True,857,5,0.015607998767263298,0.6865324405699611,55
92,0.8821583373659418,0.9249762990640885,0.04281796169814667,True,698,4,0.022375157238828228,0.22182572718781102,65
186,0.8821393875798489,0.9473729300794886,0.06523354249963975,True,713,7,0.013669938676727878,6.338713625887362,235
84,0.8821274435469071,0.9643333240052355,0.08220588045832844,True,637,6,0.02750420688573423,2.5929111311599597,91
157,0.8821196561301244,0.9601937776092256,0.0780741214791012,True,826,6,0.0197131176025828,2.9486990706371574,41
185,0.8821167606934959,0.9597650720853185,0.0776483113918226,True,770,7,0.015339475628353699,4.474414984187354,223
60,0.8820799797406084,0.9182897324720773,0.03620975273146898,True,733,5,0.014365955969222669,6.7049338595812085,76
171,0.8820529780533221,0.9412993208309366,0.059246342777614536,True,832,6,0.013494294362547234,2.8307409694114796,228
191,0.8820471550699172,0.9588921691483774,0.07684501407846023,True,703,6,0.023597185256703297,4.048826651320811,241
31,0.8819950827046057,0.9597139973205652,0.07771891461595948,True,913,6,0.013138418164445506,0.061189210133182396,44
187,0.8819911463928236,0.968571257609921,0.08658011121709741,True,747,7,0.018053686567516148,3.2243934146735422,252
117,0.8819816253928179,0.9522681250045177,0.07028649961169986,True,915,6,0.014385774757529847,1.7099146188027972,32
79,0.8819678834686002,0.9493279001828269,0.06736001671422664,True,790,5,0.022968722736688076,1.0927448571462486,38
133,0.8819479795206329,0.9374123256574427,0.05546434613680984,True,725,6,0.013186746469709921,1.0376693889806101,60
119,0.8819367339065393,0.9626560178350602,0.0807192839285209,True,890,7,0.011841667442560107,1.2657360328539136,78
94,0.8819341318499921,0.9190710428748119,0.03713691102481975,True,775,3,0.028481850893403503,0.11014842691233731,69
48,0.8819224801285245,0.945844216026611,0.06392173589808647,True,657,4,0.03778869029627047,0.2672210375889856,85
192,0.8819088609168066,0.9593296232946529,0.07742076237784623,True,750,6,0.022417588111638992,4.340294424008606,157
121,0.881889728156839,0.9655142174418627,0.08362448928502375,True,960,6,0.017018663006212166,1.040051107213668,45
103,0.8818844605240134,0.9232692352407265,0.04138477471671309,True,879,5,0.011480459152513289,0.4025546244409242,49
21,0.8818686287737447,0.9526520562205238,0.07078342744677912,True,885,6,0.011934114303797413,0.058233273983472965,46
89,0.8818602077103239,0.9219990569282654,0.04013884921794153,True,565,5,0.019079901355541256,2.8181528251226475,78
155,0.8818582182527374,0.9289991004261614,0.04714088217342405,True,787,6,0.010651981956484566,1.8314529537265865,77
63,0.8818365667335412,0.9214954432043223,0.039658876470781146,True,589,5,0.017486943319161553,1.4417957665338277,82
9,0.881836086122768,0.9186041446787753,0.03676805855600729,True,696,4,0.01942099825171803,0.43664735929796333,73
91,0.8818208742326146,0.9150554249376899,0.033234550705075305,True,657,4,0.018564920950379687,0.18742533394203073,68
162,0.881789537518664,0.9301882809112951,0.04839874339263117,True,818,6,0.011651296923261893,5.610143316432928,238
149,0.8817892034183876,0.9689722134479803,0.08718301002959272,True,715,8,0.011243993583835701,1.206317390903693,83
47,0.8817660623920751,0.9160815152703019,0.03431545287822679,True,562,4,0.022524874742740134,0.29319538830327785,120
51,0.8817432226463717,0.9202537021370043,0.038510479490632576,True,674,4,0.020342977296860396,0.15073787370391373,100
143,0.8817421523149764,0.9345988650314702,0.052856712716493726,True,750,6,0.01225040404732794,1.3268847517052216,66
20,0.8816857724873902,0.9523186593963088,0.07063288690891856,True,903,6,0.011688667859972576,0.06305502734513918,45
82,0.8816749601683608,0.9541636834168656,0.07248872324850486,True,685,5,0.030294402766296278,1.9838658541487726,60
126,0.8816392364961321,0.9831612759177579,0.10152203942162585,True,1000,7,0.014373754347810703,0.37461303210595637,64
88,0.8816087001198701,0.9221168406420432,0.04050814052217311,True,672,6,0.012193083714419649,7.038293175013123,53
106,0.8815962629683789,0.9721953654469292,0.0905991024785503,True,848,6,0.020862195489964968,0.536555577758448,72
137,0.8815880597393004,0.9262104183511861,0.04462235861188568,True,737,6,0.010380193492477466,1.4220631979353142,103
123,0.8815431798936743,0.9302652098839932,0.04872202999031894,True,875,6,0.00959483174898058,1.2485951572082044,37
90,0.8815386976120703,0.9455432945600506,0.06400459694798033,True,805,4,0.03313562553794989,0.9747077104237537,47
100,0.8815138906038671,0.9226192181957232,0.041105327591856144,True,789,5,0.012757566179697285,0.5722203188061074,62
176,0.8814899650848005,0.9661858558933021,0.0846958908085016,True,859,6,0.02190754727414917,3.329651280873419,239
67,0.8814376054531532,0.9278496616124915,0.0464120561593383,True,748,5,0.01373546553744756,0.07428127501259774,177
196,0.8814085069852142,0.925470129454568,0.044061622469353745,True,724,6,0.011303047014029873,3.7161192356101562,173
34,0.8813166512052168,0.9303358964994922,0.04901924529427537,True,937,3,0.03273332170276835,0.02816002930941423,34
146,0.8812835377178143,0.9218393668227745,0.04055582910496014,True,762,6,0.009428278452787216,2.4342333010810786,74
85,0.8812690001419586,0.9125398192492152,0.0312708191072566,True,759,4,0.015666635218158857,0.8244071975676341,115
55,0.8812610115327459,0.935867390507062,0.05460637897431608,True,734,4,0.02582630786041313,0.08775063536925319,203
120,0.8812577425018574,0.977669663389493,0.09641192088763562,True,934,8,0.010769756132842544,1.5784555594469099,53
130,0.8811973680893791,0.9281503573611316,0.04695298927175251,True,778,6,0.010348606498394032,1.5193125912685383,86
170,0.8811117264662286,0.9723006333946269,0.09118890692839832,True,910,6,0.024456300465039986,3.950642271330629,245
11,0.8810938552887579,0.9665925806089767,0.08549872532021874,True,812,6,0.021712696442771462,1.7138890273524,33
69,0.8810898902126423,0.9098764766979184,0.0287865864852761,False,694,3,0.02448234473262313,0.127913010953486,63
73,0.8810815111657743,0.962366162266507,0.08128465110073269,True,826,5,0.030312194428929934,2.0112706996452365,42
80,0.8810699531647224,0.9085653122938252,0.027495359129102837,False,630,4,0.018007016090072298,4.9298843803629735,149
194,0.8810075299004059,0.97101612802985,0.09000859812944417,True,809,6,0.027474141495045356,4.883541485587622,127
56,0.8809593739904873,0.9508333478558783,0.06987397386539096,True,771,4,0.03480304299519309,0.14609111959052495,231
39,0.8809216046808979,0.907395158523143,0.026473553842245146,False,949,3,0.01588382902332657,0.03762354637946584,253
166,0.8807660727166693,0.9216318277911725,0.040865755074503185,True,779,6,0.009924219739016043,5.485466018515839,242
19,0.8807370269161303,0.9064000160856007,0.025662989169470407,False,537,3,0.028007374233920537,0.18776128271921902,214
113,0.8806735532469542,0.9784135797853006,0.09774002653834646,True,841,6,0.02490346308034136,0.692508421805299,66
42,0.8806656521393418,0.9050366217526108,0.02437096961326901,False,803,4,0.012343110160868613,0.7368229418560682,43
49,0.8805719266624547,0.9063526015577263,0.025780674895271694,False,585,4,0.01744909229415478,0.8940431867188595,71
96,0.8803615560204274,0.9685075557318905,0.08814599971146309,True,723,5,0.03922778506985636,1.9309987658726726,193
27,0.8803220654339083,0.9257478274296804,0.045425761995772085,True,615,5,0.015488067209596697,0.022438119262832627,63
190,0.8802126237106321,0.9167114946713086,0.0364988709606765,True,470,6,0.014016965979954393,3.873984049941918,249
148,0.8801313786981464,0.9346948035447753,0.054563424846628905,True,734,7,0.008204893817236537,1.546814769910642,50
22,0.8800982758615914,0.9802121656201537,0.10011388975856228,True,722,7,0.014718235502061326,0.01966049945383338,54
38,0.8800511984901489,0.9303127956183269,0.050261597128178015,True,865,6,0.008089902658975115,0.0953342397991211,32
81,0.8800338949871616,0.9662294582347195,0.08619556324755795,True,711,5,0.038850904794010294,2.3925485691086794,78
124,0.8800285996060749,0.9894045608110602,0.10937596120498527,True,846,7,0.022893448218384668,0.9699749579385584,56
16,0.8800124257848561,0.9863205531451505,0.10630812736029449,True,412,7,0.03777226394710539,0.3402177061832456,56
70,0.8799132618236893,0.9072956195361694,0.0273823577124801,False,237,5,0.0340802791909603,9.614036798751066,92
25,0.8798428153174427,0.96551988811655,0.0856770727991073,True,762,5,0.029191808096530835,0.11444678876312729,40
99,0.8798372980290686,0.9109997717709819,0.031162473741913277,True,831,5,0.009069395419891732,0.5086138235269494,58
10,0.8796174620936981,0.9286243492178364,0.049006887124138365,True,978,6,0.006185067826056206,0.01132102180423039,35
93,0.8795054532444881,0.9027250191387255,0.02321956589423735,False,609,4,0.014638812363835041,0.17065178126294378,84
1,0.8792656328141513,0.9329028787903348,0.05363724597618358,True,240,3,0.13983740016490973,0.6358358856676253,190
53,0.879245545638291,0.9591380969381049,0.07989255129981387,True,614,4,0.054651470655880996,0.2601987341252823,143
78,0.8790659099722413,0.9074420485722587,0.02837613860001742,False,676,5,0.0104933674315947,1.4414628434038235,133
64,0.8789911646486905,0.9583647812321023,0.0793736165834118,True,764,4,0.04431206654261455,0.35569985086082273,59
128,0.8789887479659066,0.9151596794279062,0.03617093146199957,True,755,6,0.007527906949473155,1.3526487536912768,81
32,0.8789717405231746,0.9875393712554853,0.10856763073231068,True,1000,6,0.021833243856996788,0.05878762169726738,66
132,0.8785571022100959,0.9122233693783434,0.0336662671682475,True,779,6,0.006474646405198725,0.8117778490313535,66
28,0.8784307722704808,0.9902559963967322,0.1118252241262514,True,704,6,0.042307187872307965,0.49452836593554905,123
17,0.8784171700248391,0.8985807353356405,0.020163565310801435,False,745,4,0.011135167108167542,3.1855848520363206,112
35,0.8784054235931513,0.9491989935980577,0.07079357000490638,True,845,3,0.054582870500289926,0.01220179052614755,91
62,0.8783943178677731,0.8975273642312569,0.019133046363483786,False,826,4,0.009889543537947548,4.743293425520518,54
14,0.8782253821525481,0.8961563345410838,0.017930952388535704,False,970,3,0.011328170499652703,0.38555941862320475,109
54,0.8781304107366152,0.9085741125055578,0.03044370176894251,True,682,5,0.009479986531458207,0.11095131254750809,167
107,0.8778663501842374,0.9043208274468928,0.026454477262655374,False,812,5,0.007265414315081396,0.32365823391140724,94
29,0.8777901488651455,0.9353437940789059,0.057553645213760385,True,458,8,0.008761703289494873,1.4130490232818727,49
24,0.8777079984079211,0.9136040741868239,0.03589607577890275,True,616,6,0.008018078538585986,0.33425057092224264,106
86,0.8774037251223247,0.9816976072445562,0.10429388212223156,True,723,5,0.05317136235939472,1.2608720651356602,74
37,0.877035339361751,0.9289245809633421,0.05188924160159103,True,904,7,0.003986621491682677,0.01753254923523856,62
12,0.8768013713185256,0.9874676926772041,0.11066632135867849,True,804,5,0.04702845465065941,0.08939976719034042,183
23,0.8759286363232921,0.9189085495579308,0.04297991323463868,True,906,7,0.0037527724619716885,0.20337590603296432,81
50,0.8757137152201466,0.9863319434666801,0.11061822824653345,True,496,5,0.08367421660684467,0.4711328965397893,98
199,0.8754832289707462,0.9092761175646501,0.03379288859390395,True,361,6,0.01077241440546159,0.047352099675534096,250
30,0.8753658106379973,0.9955370532149346,0.12017124257693723,True,385,7,0.06666336898822897,0.5753500953547194,150
59,0.8751532315127534,0.8950440678678071,0.01989083635505373,False,793,5,0.006036271123716098,3.0884664278750993,57
40,0.8746531581731805,0.9988610948398581,0.12420793666667762,True,877,8,0.025908642647493704,0.20003988826927757,88
68,0.8744921543969693,0.8906070546894185,0.01611490029244922,False,537,4,0.01090390239670617,0.4156501096397345,51
0,0.8741503218144002,0.9988957074762798,0.12474538566187954,True,437,8,0.06504856968981275,0.6251373574521749,66
3,0.8731040976823639,0.8885032610654126,0.015399163383048697,False,265,4,0.0199473547030745,0.19762189340280073,97
26,0.8721865048789862,0.9870991057753125,0.11491260089632627,True,907,4,0.08525859401119226,1.0472252713984216,74
66,0.8711036628414014,0.8852584036860389,0.014154740844637526,False,628,4,0.007355378030825632,0.6227270510595062,68
36,0.8668886062639622,0.9816175153711659,0.11472890910720368,True,779,3,0.1542481278599235,0.05571266430223187,47
87,0.8657407374691626,0.8769143960450251,0.0111736585758625,False,168,4,0.020766190314126985,4.12300656167914,57
18,0.8652329677267815,0.880009843472874,0.014776875746092544,False,860,5,0.0029678518070488887,0.7737864789719568,79
13,0.8639053125860775,0.8751513012513357,0.011245988665258166,False,512,4,0.006113902863990299,2.232104829073891,56
114,0.8613829306199706,0.999441491565204,0.1380585609452334,True,895,6,0.23685295350510607,1.1519556655572263,51
2,0.8610602786736491,0.9958267628129948,0.13476648413934567,True,118,8,0.11536162338241392,0.04335281794951567,72
4,0.858947800841185,0.8675302264115748,0.008582425570389796,False,651,3,0.005292705365436975,0.1256277350380703,134
138,0.8553659953201509,0.8740853450783668,0.018719349758215875,False,982,7,0.0010004188175979118,1.7293313744194796,69
76,0.8526972577437668,0.8627980133258444,0.01010075558207757,False,109,5,0.013339078362451552,3.6275954302028683,50
15,0.8497113279371888,0.9993523410461707,0.1496410131089818,True,702,5,0.29326060138888105,0.036525645041671384,164
7,0.8467622238500722,0.8547835430768366,0.008021319226764412,False,828,4,0.0017456037635797405,1.1290133559092674,130
77,0.8406948997197464,0.8519089306695857,0.011214030949839304,False,317,6,0.001848003968131812,3.789293121492748,109
6,0.834185772235163,0.8417950568840545,0.0076092846488915455,False,647,4,0.0014492412389916862,7.025166339242156,248
8,0.8232148774848763,0.8305644095308364,0.0073495320459601166,False,209,5,0.0012167028814593455,5.345166110646819,89
