membership_row_id,source_row_number,USER_KEY,is_repurchase,reason_code,reason_detail,source_rule_name
2245,2246,baba1c14dcdecfb7538102b30e4cb0f1de2b0db35fdc5306c8df2bc196954d82db4e8a05c1ab4562dfde6bfca92fb5c94f6b94a4aca605c4e6a1e0673a00b24a,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=2244.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
3218,3219,a6e6e6128f41e37c3fab8276d6861b58a12e2f99976df1f55bc736bdb52db94c58487e29a9cef71c7045834409303e02f24127af76d1d08091312406fcfa3bd5,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
3219,3220,a6e6e6128f41e37c3fab8276d6861b58a12e2f99976df1f55bc736bdb52db94c58487e29a9cef71c7045834409303e02f24127af76d1d08091312406fcfa3bd5,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
3367,3368,30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee11b2d0477664db2ba37212d274be16254452d1965b0481d9e43ee1889611a604902c89a1,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=3366.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
3414,3415,7fde7d15ef62456f67f8323066203ec3090257e53d48a8d88b6c4462e105099b85e499e0efccd162e5789c765e85912cf42eba356b5b22e46c68df7749793bb0,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
3415,3416,7fde7d15ef62456f67f8323066203ec3090257e53d48a8d88b6c4462e105099b85e499e0efccd162e5789c765e85912cf42eba356b5b22e46c68df7749793bb0,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
4101,4102,b4ef3e6518e866e89b69393c18b42f3770a1868d7496e70ea97aae3db2db13cef627f6b5fdc7ebf6e3c7cdb439e91905e8885298e01a8c6beaa98aad0d5715c0,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
4102,4103,b4ef3e6518e866e89b69393c18b42f3770a1868d7496e70ea97aae3db2db13cef627f6b5fdc7ebf6e3c7cdb439e91905e8885298e01a8c6beaa98aad0d5715c0,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
4474,4475,e7607ee4e1a48b7147ad4807c099fbca1627cce1c30ab25a639cc2f2a05d8df6df46ac106d95d84d0e827213b85ee7c53b4f3283a2f362e025ec51451ced55b0,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
4475,4476,e7607ee4e1a48b7147ad4807c099fbca1627cce1c30ab25a639cc2f2a05d8df6df46ac106d95d84d0e827213b85ee7c53b4f3283a2f362e025ec51451ced55b0,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
4729,4730,b4ef3e6518e866e89b69393c18b42f3770a1868d7496e70ea97aae3db2db13cef627f6b5fdc7ebf6e3c7cdb439e91905e8885298e01a8c6beaa98aad0d5715c0,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
4730,4731,b4ef3e6518e866e89b69393c18b42f3770a1868d7496e70ea97aae3db2db13cef627f6b5fdc7ebf6e3c7cdb439e91905e8885298e01a8c6beaa98aad0d5715c0,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
4881,4882,6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d23d008d30360c95fe000694668cd0c5fd557fb0e1a6d4473abbb18652a717ebf2d5c471e,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=4880.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
5193,5194,6b8b057c60966804a172c907bbc80ee5e7e5df5329c23846e0ef6ce45e02960cfbe71f15b74fe3ada09b86a3e8ad4c6bab987058728a296077858143a79c6046,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=5192.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
5607,5608,56412a01be53adfa434e714d21ec717f17516ad6267c1364ea562057a9157f88c219b6a2688c96e3ecc486befb66becae99aa064e1df2177a8c2fb8e1002f564,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=5606.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
5777,5778,bd62ee7470586d63761161ce63ff64a17f677340e516a43f743f89ef376ed5e47c9952e20cdf4485348345c27835d42efd3835bc449cda00c7f35ffca3c67207,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=5776.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
5838,5839,0258fd467c5765400d487d203f7c77afb597120daa9b1ede96e6a06122e89ea3120f1c5b6932ce435b954aab5da1999305ab7de84225bd741ee334c26ff1ce33,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=5837.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
5863,5864,a6e6e6128f41e37c3fab8276d6861b58a12e2f99976df1f55bc736bdb52db94c58487e29a9cef71c7045834409303e02f24127af76d1d08091312406fcfa3bd5,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
5864,5865,a6e6e6128f41e37c3fab8276d6861b58a12e2f99976df1f55bc736bdb52db94c58487e29a9cef71c7045834409303e02f24127af76d1d08091312406fcfa3bd5,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6068,6069,6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d23d008d30360c95fe000694668cd0c5fd557fb0e1a6d4473abbb18652a717ebf2d5c471e,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6069,6070,6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d23d008d30360c95fe000694668cd0c5fd557fb0e1a6d4473abbb18652a717ebf2d5c471e,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6073,6074,bbde69b7a6515144f270e2fecb881da3acd4986b74567a95098106971d617a005eda83a6cd7b4406833303e09c06df28295265efdf17ac03f96fb06cd19ae773,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6074,6075,bbde69b7a6515144f270e2fecb881da3acd4986b74567a95098106971d617a005eda83a6cd7b4406833303e09c06df28295265efdf17ac03f96fb06cd19ae773,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6369,6370,6b8b057c60966804a172c907bbc80ee5e7e5df5329c23846e0ef6ce45e02960cfbe71f15b74fe3ada09b86a3e8ad4c6bab987058728a296077858143a79c6046,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=6368.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
6389,6390,acd40950177e99a0cbb7e02b45831db97950aae00b9f4d515176bc927b04d8d06b86593be7ce9896b74577972a3d4df931cb3beb53e4fe7d594e56b51ea31b4f,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6390,6391,acd40950177e99a0cbb7e02b45831db97950aae00b9f4d515176bc927b04d8d06b86593be7ce9896b74577972a3d4df931cb3beb53e4fe7d594e56b51ea31b4f,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6604,6605,a6e6e6128f41e37c3fab8276d6861b58a12e2f99976df1f55bc736bdb52db94c58487e29a9cef71c7045834409303e02f24127af76d1d08091312406fcfa3bd5,N,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=6603.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
6872,6873,9abf8d2b6beec988fe416c81965fc2699dec74628220aeacf73e858099cd3adb49d625a774df82a1b4b9d2993fc05568ae254db51793f88a96c7e9df6e6d7e21,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6873,6874,9abf8d2b6beec988fe416c81965fc2699dec74628220aeacf73e858099cd3adb49d625a774df82a1b4b9d2993fc05568ae254db51793f88a96c7e9df6e6d7e21,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6972,6973,637297b81d11f076809e4a4e167898177f9d5b8291ed155641336c239c7e4cb4439e72dde7f2db6df512780664064641e0feb63dbc2577f5404868097b3de53a,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6973,6974,637297b81d11f076809e4a4e167898177f9d5b8291ed155641336c239c7e4cb4439e72dde7f2db6df512780664064641e0feb63dbc2577f5404868097b3de53a,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6981,6982,103ba40b65d0f0529dfa9b66e1a1fbb7df86de198a9ed6c5d6eef1b15f2f89e140204a5c4aae334f1ae2b91008af49729948346962e4d6a7330c54782f54a3a3,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
6982,6983,103ba40b65d0f0529dfa9b66e1a1fbb7df86de198a9ed6c5d6eef1b15f2f89e140204a5c4aae334f1ae2b91008af49729948346962e4d6a7330c54782f54a3a3,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
7131,7132,bd62ee7470586d63761161ce63ff64a17f677340e516a43f743f89ef376ed5e47c9952e20cdf4485348345c27835d42efd3835bc449cda00c7f35ffca3c67207,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
7132,7133,bd62ee7470586d63761161ce63ff64a17f677340e516a43f743f89ef376ed5e47c9952e20cdf4485348345c27835d42efd3835bc449cda00c7f35ffca3c67207,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
7183,7184,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=7182.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
7184,7185,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=7182.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
7206,7207,1f6832090ba671fb33d0e6b815ef15fac70cb2473875851e456f0c4f2a5dad5a702ec40460181e5d2a2f7b0cb3d7068c4145bb93d156c3e01c4f802c58df752d,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
7207,7208,1f6832090ba671fb33d0e6b815ef15fac70cb2473875851e456f0c4f2a5dad5a702ec40460181e5d2a2f7b0cb3d7068c4145bb93d156c3e01c4f802c58df752d,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
7319,7320,baba1c14dcdecfb7538102b30e4cb0f1de2b0db35fdc5306c8df2bc196954d82db4e8a05c1ab4562dfde6bfca92fb5c94f6b94a4aca605c4e6a1e0673a00b24a,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=7318.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
7458,7459,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=7457.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
7598,7599,6a66ddde66361935bf866d6d1ccd8c3a1186f958dc147ad5cd264b37bb18d74853e4ba4eb9f45710a9c30e7675764c7ad1d210349bbe2939d5c3f1aceaccb7e1,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=7597.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
7623,7624,06413c96660e23ddd8e6cc93b3e03e299201a9a1aa05ba70ea10b8a8c6f7a17686772ce450d9427ac59dd24d830052c31a8122bb355ce6d58ae7d6d16a9c8d65,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=7622.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
7752,7753,03207f956c0a2d363285286b1a9ede62e03373a9242253c7d6d5fb99819d4eb983fc1191e4dda5dd1b15ad690f9f115c47140236a4887ee22e1ab344985982d5,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=7751.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
7784,7785,126884c4fdf03b822ef72f87d2f5d64cfbc6f26764b7df292e72c57a571d07e6459a00e1e2e97ea0bd4393c36a1705f42dc6a5ad857831e8d74414f29c9f0e6a,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=7783.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
8548,8549,e7607ee4e1a48b7147ad4807c099fbca1627cce1c30ab25a639cc2f2a05d8df6df46ac106d95d84d0e827213b85ee7c53b4f3283a2f362e025ec51451ced55b0,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=8547.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
8788,8789,8f5d8a903132cff07ffcc50aff14854b977f8c8beba9189ca61ef3a6e1e2ec2d50ffa755ff9e5fde59778535b23584e2844fba29d6d9695482ba4b066d7f8c14,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=8787.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
8847,8848,638304111623b221d3535beb1e6aafe04b2794ba90a8a734b582c5faf8924ce6a62f5d5ceb06dd11348172e8ec8dbbe54401a71058c9073a413fb3755795fd88,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=8846.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
9181,9182,83d0c481417cdebb162539d053ffe6b0bcbb5e13c6cade991001b55459c9c8088103ae7bb7fd8d668debdcfe5eb03689cdcac8f59d6265d476e41b77660c109a,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
9182,9183,83d0c481417cdebb162539d053ffe6b0bcbb5e13c6cade991001b55459c9c8088103ae7bb7fd8d668debdcfe5eb03689cdcac8f59d6265d476e41b77660c109a,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
9199,9200,7fde7d15ef62456f67f8323066203ec3090257e53d48a8d88b6c4462e105099b85e499e0efccd162e5789c765e85912cf42eba356b5b22e46c68df7749793bb0,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
9200,9201,7fde7d15ef62456f67f8323066203ec3090257e53d48a8d88b6c4462e105099b85e499e0efccd162e5789c765e85912cf42eba356b5b22e46c68df7749793bb0,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
9228,9229,a0e40506661ca05143feb4a9949ffc4261c249ec29dcc68cdb8c88ec264a2bf6b7baac018ff0530823ddd5cb3efd72106ed0857f62fd97efeb7eab299ec83e72,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=9227.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
9337,9338,07e8934c2a06f8b6e27296413d04e783282f9446ea0c8c983a99fbfcb6646e34c86e2ba3d365d822d0f6978b8b38a354b089e2caf0ffa9ab3c49df4151f13ac0,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=9336.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
9366,9367,03207f956c0a2d363285286b1a9ede62e03373a9242253c7d6d5fb99819d4eb983fc1191e4dda5dd1b15ad690f9f115c47140236a4887ee22e1ab344985982d5,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=9365.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
9462,9463,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=9461.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
9516,9517,63370177497798e110c86c207966d8348c67f2120eda7ba945226ff26336244fab642d3e92d9c87a3d195cabfca2910beefee7a4af4f4c681e44341d05e1ccd8,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
9517,9518,63370177497798e110c86c207966d8348c67f2120eda7ba945226ff26336244fab642d3e92d9c87a3d195cabfca2910beefee7a4af4f4c681e44341d05e1ccd8,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
9561,9562,638304111623b221d3535beb1e6aafe04b2794ba90a8a734b582c5faf8924ce6a62f5d5ceb06dd11348172e8ec8dbbe54401a71058c9073a413fb3755795fd88,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=9560.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
9629,9630,48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40c5c91b386249156c3a04e9030cd90126f481478b9df5c2501b933c4c64cdaa1bb82fc91,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
9630,9631,48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40c5c91b386249156c3a04e9030cd90126f481478b9df5c2501b933c4c64cdaa1bb82fc91,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
9876,9877,89650c59c905843525002ab7e970196d4ea04a86193a4dd6d8c3d26ac57e7f7c2478a5e8c7d57c5980c314e89e2f5fdab25a87a495d2ab015711f3401c2c8eed,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=9875.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
10231,10232,072c0b5986c11d3c3e14fcd4f213a2cba2e973e41e635c1d51af7282689df42cb2d43ab52af8869a7780f26cd86e2f5ea384d3fbadca5ca2a72f04f77909084c,N,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
10232,10233,072c0b5986c11d3c3e14fcd4f213a2cba2e973e41e635c1d51af7282689df42cb2d43ab52af8869a7780f26cd86e2f5ea384d3fbadca5ca2a72f04f77909084c,Y,STRICT_TARGET_CONFLICT,All non-target Membership fields are identical but is_repurchase differs.,R_LABEL_01_EXCLUDE_STRICT_TARGET_CONFLICT
10285,10286,8e7c2a309dab310d431faf504e9fe0de8cda99bac1293e5ef39931f7c06fdb7538d8f079ea8ff88d9bcfb64b039baf17ed7729e3743979e9065718ecbf0c8b89,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=10284.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
10693,10694,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=10692.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
10694,10695,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=10692.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
10760,10761,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,Y,EXACT_DUPLICATE_EXTRA_ROW,Duplicate resolved by keeping representative membership_row_id=10759.,R_DUP_01_KEEP_FIRST_EXACT_DUPLICATE
