variable,candidate_formula_id,candidate_formula_description,source_files_used,source_columns_used,join_key,date_basis,observation_window,denominator,zero_denominator_policy,missing_policy,compared_rows,matched_rows,mismatched_rows,match_rate,max_abs_diff,mean_abs_diff,sample_mismatch_1,sample_mismatch_2,sample_mismatch_3,sample_matches,sample_mismatches,selected_candidate,selected_as_best_candidate,confidence_level,null_match_handling,reason,note
watch_per_day,watch_per_day_reg_day0_to_day20_view_rows_over_21,total_watch_count / 21,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day20,21,zero when denominator is zero,both NaN treated as match,23343,1446,21897,0.0619457653257936,17.142857142857142,1.4224014540317345,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.4444444444444444, candidate=0.6190476190476191","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=1.5, candidate=0.14285714285714285","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=2.0, candidate=0.09523809523809523","USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=1d47cdbe7f7016e6c3f42cb08e37db55548481ffa31122e1a18a27ce9..., value=0.0 | USER_KEY=f4fbd206eb9c6bee476a2d25b16a18eaaa05690b48a6de8d06670744f..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.4444444444444444, candidate=0.6190476190476191 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=1.5, candidate=0.14285714285714285 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=2.0, candidate=0.09523809523809523",False,False,,both_nan_match,,
watch_per_day,watch_per_day_reg_day0_to_day20_view_rows_over_31,total_watch_count / 31,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day20,31,zero when denominator is zero,both NaN treated as match,23343,1446,21897,0.0619457653257936,17.419354838709676,1.5229930917423256,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.4444444444444444, candidate=0.41935483870967744","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=1.5, candidate=0.0967741935483871","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=2.0, candidate=0.06451612903225806","USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=1d47cdbe7f7016e6c3f42cb08e37db55548481ffa31122e1a18a27ce9..., value=0.0 | USER_KEY=f4fbd206eb9c6bee476a2d25b16a18eaaa05690b48a6de8d06670744f..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=1.4444444444444444, candidate=0.41935483870967744 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=1.5, candidate=0.0967741935483871 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=2.0, candidate=0.06451612903225806",False,False,,both_nan_match,,
watch_per_day,watch_per_day_reg_day0_to_day20_view_rows_over_active_days,total_watch_count / watch_days,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day0_to_day20,watch_days,zero when denominator is zero,both NaN treated as match,23343,23117,226,0.9903182967056505,6.0,0.015597204040206238,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=2.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=2.6666666666666665, candidate=2.0","USER_KEY=48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40..., master=4.0, candidate=1.6","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=1.4444444444444444 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.5 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=2.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=2.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=2.6666666666666665, candidate=2.0 | USER_KEY=48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40..., master=4.0, candidate=1.6",False,False,,both_nan_match,,
avg_gap_w1_watch_days,avg_gap_w1_watch_days_reg_day1_to_day21_unique_day_gap_mean,mean gap between sorted distinct watch days inside w1,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,20647,2696,0.88450499078953,6.0,0.23899027545731055,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=3.0, candidate=5.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=2.0, candidate=0.0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=2.0, candidate=3.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=3.0, candidate=5.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=2.0, candidate=0.0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=2.0, candidate=3.0",False,False,,both_nan_match,,
avg_gap_w2_watch_days,avg_gap_w2_watch_days_reg_day1_to_day21_unique_day_gap_mean,mean gap between sorted distinct watch days inside w2,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,23246,97,0.9958445786745491,6.0,0.00729412100701138,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=1.25","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=2.5, candidate=1.25","USER_KEY=48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40..., master=0.0, candidate=1.5","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=1.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=1.25 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=2.5, candidate=1.25 | USER_KEY=48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40..., master=0.0, candidate=1.5",False,False,,both_nan_match,,
avg_gap_w3_watch_days,avg_gap_w3_watch_days_reg_day1_to_day21_unique_day_gap_mean,mean gap between sorted distinct watch days inside w3,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,23230,113,0.9951591483528253,6.0,0.01018149623727313,"USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=0.0, candidate=1.0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=2.0","USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=2.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=0.0, candidate=1.0 | USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=2.0 | USER_KEY=6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d2..., master=0.0, candidate=2.0",False,False,,both_nan_match,,
total_watch_count,total_watch_count_reg_day1_to_day21_row_count,view row count in observation window,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,16276,7067,0.6972539947735938,38.0,0.6506018935012637,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=13.0, candidate=12.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=22.0, candidate=24.0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=8.0, candidate=7.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=3.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=2.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=13.0, candidate=12.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=22.0, candidate=24.0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=8.0, candidate=7.0",False,False,,both_nan_match,,
unique_movie,unique_movie_reg_day1_to_day21_distinct_movie,distinct MOVIE_NUM count in observation window,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,17515,5828,0.750332005312085,28.0,0.44056033928800925,"USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=20.0, candidate=22.0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=5.0, candidate=4.0","USER_KEY=215870651ff3758eed08f033a15756df74a2360a0d080b6eeafbbe976..., master=8.0, candidate=3.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=10.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=3.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=2.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=20.0, candidate=22.0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=5.0, candidate=4.0 | USER_KEY=215870651ff3758eed08f033a15756df74a2360a0d080b6eeafbbe976..., master=8.0, candidate=3.0",False,False,,both_nan_match,,
watch_days,watch_days_reg_day1_to_day21_distinct_watch_day,distinct watch_day count in observation window,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,16828,6515,0.7209013408730669,11.0,0.3123420297305402,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=9.0, candidate=8.0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=8.0, candidate=7.0","USER_KEY=215870651ff3758eed08f033a15756df74a2360a0d080b6eeafbbe976..., master=3.0, candidate=2.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=2.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=9.0, candidate=8.0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=8.0, candidate=7.0 | USER_KEY=215870651ff3758eed08f033a15756df74a2360a0d080b6eeafbbe976..., master=3.0, candidate=2.0",False,False,,both_nan_match,,
total_watch_time,total_watch_time_reg_day1_to_day21_watch_time_sum,sum of watch_time(min) in observation window,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,15938,7405,0.6827742792271773,2202.0,29.58638564023476,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=518.0, candidate=470.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=276.0, candidate=257.0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=333.0, candidate=293.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=4.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=129.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=518.0, candidate=470.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=276.0, candidate=257.0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=333.0, candidate=293.0",False,False,,both_nan_match,,
avg_watch_time,avg_watch_time_reg_day1_to_day21_row_mean_watch_time,mean watch_time(min) per view row,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,16011,7332,0.6859015550700424,200.0,3.740849210295035,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=39.84615384615385, candidate=39.166666666666664","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=12.545454545454543, candidate=10.708333333333334","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=41.625, candidate=41.857142857142854","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.3333333333333333 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=64.5 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=39.84615384615385, candidate=39.166666666666664 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=12.545454545454543, candidate=10.708333333333334 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=41.625, candidate=41.857142857142854",False,False,,both_nan_match,,
median_watch_time,median_watch_time_reg_day1_to_day21_row_median_watch_time,median watch_time(min) per view row,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,17333,6010,0.7425352354024761,200.0,4.321059846634966,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=13.0, candidate=10.0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=48.5, candidate=57.0","USER_KEY=215870651ff3758eed08f033a15756df74a2360a0d080b6eeafbbe976..., master=11.0, candidate=6.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=64.5 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=13.0, candidate=10.0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=48.5, candidate=57.0 | USER_KEY=215870651ff3758eed08f033a15756df74a2360a0d080b6eeafbbe976..., master=11.0, candidate=6.0",False,False,,both_nan_match,,
std_watch_time,std_watch_time_reg_day1_to_day21_row_std_ddof0,"std watch_time(min), ddof=0",View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,16345,6998,0.700209913036028,99.5,2.3618194007858895,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=55.66361351747194, candidate=57.884703410217874","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=24.278174397308288, candidate=23.55397908115645","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=27.69448275379051, candidate=29.5993656854263","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.4714045207910317 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=63.5 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=55.66361351747194, candidate=57.884703410217874 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=24.278174397308288, candidate=23.55397908115645 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=27.69448275379051, candidate=29.5993656854263",False,False,,both_nan_match,,
std_watch_time,std_watch_time_reg_day1_to_day21_row_std_ddof1,"std watch_time(min), ddof=1",View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,4013,19330,0.17191449256736496,140.71424945612296,5.2995819129563015,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=55.66361351747194, candidate=60.4586009120491","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.4714045207910317, candidate=0.5773502691896257","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=63.5, candidate=89.80256121069154","USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=1d47cdbe7f7016e6c3f42cb08e37db55548481ffa31122e1a18a27ce9..., value=0.0 | USER_KEY=f4fbd206eb9c6bee476a2d25b16a18eaaa05690b48a6de8d06670744f..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=55.66361351747194, candidate=60.4586009120491 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=0.4714045207910317, candidate=0.5773502691896257 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=63.5, candidate=89.80256121069154",False,False,,both_nan_match,,
max_watch_time,max_watch_time_reg_day1_to_day21_max_row_watch_time,maximum watch_time(min) for a single view row,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,20867,2476,0.8939296577132331,200.0,4.856702223364606,"USER_KEY=2bff782c4dbe0aca845d2d9446f8ba48b59b10145e019f89abbf63462..., master=151.0, candidate=0.0","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=63.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=98.0, candidate=171.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=200.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=2.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=128.0","USER_KEY=2bff782c4dbe0aca845d2d9446f8ba48b59b10145e019f89abbf63462..., master=151.0, candidate=0.0 | USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=63.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=98.0, candidate=171.0",False,False,,both_nan_match,,
max_daily_watch_time,max_daily_watch_time_reg_day1_to_day21_max_daily_watch_time,maximum daily sum of watch_time(min),View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,20800,2543,0.8910594182410144,755.0,8.011223921518228,"USER_KEY=215870651ff3758eed08f033a15756df74a2360a0d080b6eeafbbe976..., master=71.0, candidate=23.0","USER_KEY=2bff782c4dbe0aca845d2d9446f8ba48b59b10145e019f89abbf63462..., master=156.0, candidate=0.0","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=63.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=201.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=3.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=129.0","USER_KEY=215870651ff3758eed08f033a15756df74a2360a0d080b6eeafbbe976..., master=71.0, candidate=23.0 | USER_KEY=2bff782c4dbe0aca845d2d9446f8ba48b59b10145e019f89abbf63462..., master=156.0, candidate=0.0 | USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., master=42.0, candidate=63.0",False,False,,both_nan_match,,
max_daily_sessions,max_daily_sessions_reg_day1_to_day21_max_daily_view_rows,maximum daily view row count,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,,,both NaN treated as match,23343,21442,1901,0.9185623099001842,17.0,0.17045795313370174,"USER_KEY=215870651ff3758eed08f033a15756df74a2360a0d080b6eeafbbe976..., master=6.0, candidate=2.0","USER_KEY=2bff782c4dbe0aca845d2d9446f8ba48b59b10145e019f89abbf63462..., master=2.0, candidate=0.0","USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=7.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=2.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=2.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=2.0","USER_KEY=215870651ff3758eed08f033a15756df74a2360a0d080b6eeafbbe976..., master=6.0, candidate=2.0 | USER_KEY=2bff782c4dbe0aca845d2d9446f8ba48b59b10145e019f89abbf63462..., master=2.0, candidate=0.0 | USER_KEY=a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550..., master=1.0, candidate=7.0",False,False,,both_nan_match,,
recency,recency_reg_day1_to_day21_window_end_minus_last_rel_day,observation-window end relative day minus last watch relative day,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; MOVIE_NUM; watch_time(min); watch_day; watch_seq; reg_date,USER_KEY,Membership_v2.csv reg_date,reg_day1_to_day21,window end,,both NaN treated as match,23343,1422,21921,0.060917619843207815,21.0,2.4588527609990147,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=4.0, candidate=5.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=13.0, candidate=14.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=10.0, candidate=11.0","USER_KEY=dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e69796..., value=0.0 | USER_KEY=01a2e024ad1ab913119f330fcbe827633b741e42544f31628e02f5e58..., value=0.0 | USER_KEY=69d2bf8e8eeaf6841830a7463d812e7b4004b31bdb8268b89c5330490..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=4.0, candidate=5.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=13.0, candidate=14.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., master=10.0, candidate=11.0",False,False,,both_nan_match,,
