feature_set,feature,forbidden
full_exploratory_w1_3,w1_3_genre_ratio_historical_war,0
full_exploratory_w1_3,w1_3_genre_watch_time_historical_war,0
full_exploratory_w1_3,w1_3_genre_session_count_historical_war,0
full_exploratory_w1_3,w1_3_genre_ratio_other,0
full_exploratory_w1_3,w1_3_genre_watch_time_other,0
full_exploratory_w1_3,w1_3_genre_session_count_other,0
full_exploratory_w1_4_late_period,price_num,0
full_exploratory_w1_4_late_period,max_screen_num,0
full_exploratory_w1_4_late_period,is_promotion_bin,0
full_exploratory_w1_4_late_period,is_user_verified_bin,0
full_exploratory_w1_4_late_period,age_num,0
full_exploratory_w1_4_late_period,gender_clean,0
full_exploratory_w1_4_late_period,payment_device_clean,0
full_exploratory_w1_4_late_period,billing_method_clean,0
full_exploratory_w1_4_late_period,is_churn_prevented_bin,0
full_exploratory_w1_4_late_period,w1_4_has_watch_obs,0
full_exploratory_w1_4_late_period,w1_4_total_watch_time,0
full_exploratory_w1_4_late_period,w1_4_total_sessions,0
full_exploratory_w1_4_late_period,w1_4_unique_contents,0
full_exploratory_w1_4_late_period,w1_4_unique_watch_days,0
full_exploratory_w1_4_late_period,w1_4_avg_watch_time_per_session,0
full_exploratory_w1_4_late_period,w1_4_max_daily_watch_time,0
full_exploratory_w1_4_late_period,w1_4_max_day_share,0
full_exploratory_w1_4_late_period,w1_4_one_minute_watch_count,0
full_exploratory_w1_4_late_period,w1_4_short_watch_count_le5,0
full_exploratory_w1_4_late_period,w1_4_short_watch_time_le5,0
full_exploratory_w1_4_late_period,w1_4_week1_watch_time,0
full_exploratory_w1_4_late_period,w1_4_week1_sessions,0
full_exploratory_w1_4_late_period,w1_4_week2_watch_time,0
full_exploratory_w1_4_late_period,w1_4_week2_sessions,0
full_exploratory_w1_4_late_period,w1_4_week3_watch_time,0
full_exploratory_w1_4_late_period,w1_4_week3_sessions,0
full_exploratory_w1_4_late_period,w1_4_week4_watch_time,0
full_exploratory_w1_4_late_period,w1_4_week4_sessions,0
full_exploratory_w1_4_late_period,w1_4_week1_ratio,0
full_exploratory_w1_4_late_period,w1_4_week2_ratio,0
full_exploratory_w1_4_late_period,w1_4_week3_ratio,0
full_exploratory_w1_4_late_period,w1_4_week4_ratio,0
full_exploratory_w1_4_late_period,w1_4_w2_minus_w1_watch_time,0
full_exploratory_w1_4_late_period,w1_4_w3_minus_w2_watch_time,0
full_exploratory_w1_4_late_period,w1_4_w4_minus_w3_watch_time,0
full_exploratory_w1_4_late_period,w1_4_genre_covered_watch_time,0
full_exploratory_w1_4_late_period,w1_4_genre_unique_count,0
full_exploratory_w1_4_late_period,w1_4_genre_entropy,0
full_exploratory_w1_4_late_period,w1_4_top_genre,0
full_exploratory_w1_4_late_period,w1_4_top_genre_watch_time,0
full_exploratory_w1_4_late_period,w1_4_content_has_watch_obs,0
full_exploratory_w1_4_late_period,w1_4_genre_missing_watch_time,0
full_exploratory_w1_4_late_period,w1_4_genre_covered_watch_ratio,0
full_exploratory_w1_4_late_period,w1_4_genre_missing_watch_ratio,0
full_exploratory_w1_4_late_period,w1_4_top_genre_watch_ratio,0
full_exploratory_w1_4_late_period,w1_4_release_month_covered_watch_ratio,0
full_exploratory_w1_4_late_period,w1_4_avg_ott_release_month_weighted,0
full_exploratory_w1_4_late_period,w1_4_recent_content_watch_ratio,0
full_exploratory_w1_4_late_period,w1_4_old_content_watch_ratio,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_drama,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_drama,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_drama,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_thriller_crime,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_thriller_crime,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_thriller_crime,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_horror,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_horror,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_horror,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_comedy,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_comedy,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_comedy,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_action_adventure,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_action_adventure,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_action_adventure,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_sf_fantasy,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_sf_fantasy,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_sf_fantasy,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_romance,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_romance,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_romance,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_documentary,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_documentary,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_documentary,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_animation_family,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_animation_family,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_animation_family,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_historical_war,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_historical_war,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_historical_war,0
full_exploratory_w1_4_late_period,w1_4_genre_ratio_other,0
full_exploratory_w1_4_late_period,w1_4_genre_watch_time_other,0
full_exploratory_w1_4_late_period,w1_4_genre_session_count_other,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,price_num,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,max_screen_num,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,is_promotion_bin,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,is_user_verified_bin,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,age_num,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,gender_clean,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,payment_device_clean,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,billing_method_clean,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_week1_watch_time,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_week2_watch_time,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_week3_watch_time,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_week1_sessions,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_week2_sessions,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_week3_sessions,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_unique_contents,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_unique_watch_days,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_avg_watch_time_per_session,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_action_adventure,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_animation_family,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_comedy,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_documentary,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_drama,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_historical_war,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_horror,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_other,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_romance,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_sf_fantasy,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_ratio_thriller_crime,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_genre_entropy,0
pruned_w1_3_all_weeks_interpretable_without_product_code_without_watch_presence,w1_3_recent_content_watch_ratio,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,price_num,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,max_screen_num,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,is_promotion_bin,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,is_user_verified_bin,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,age_num,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,gender_clean,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,payment_device_clean,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,billing_method_clean,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3_week1_watch_time,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3_week2_watch_time,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3_week3_watch_time,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3_week1_sessions,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3_week2_sessions,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3_week3_sessions,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3_unique_contents,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3_unique_watch_days,0
pruned_w1_3_membership_usage_only_without_product_code_without_watch_presence,w1_3_avg_watch_time_per_session,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,price_num,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,max_screen_num,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,is_promotion_bin,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,is_user_verified_bin,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,age_num,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,gender_clean,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,payment_device_clean,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,billing_method_clean,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_week1_watch_time,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_week2_watch_time,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_week3_watch_time,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_week1_sessions,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_week2_sessions,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_week3_sessions,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_unique_contents,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_unique_watch_days,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_avg_watch_time_per_session,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_action_adventure,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_animation_family,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_comedy,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_documentary,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_drama,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_historical_war,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_horror,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_other,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_romance,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_sf_fantasy,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_ratio_thriller_crime,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_genre_entropy,0
pruned_w1_3_genre_ratio_added_without_product_code_without_watch_presence,w1_3_recent_content_watch_ratio,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,price_num,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,max_screen_num,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,is_promotion_bin,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,is_user_verified_bin,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,age_num,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,gender_clean,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,payment_device_clean,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,billing_method_clean,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_week1_watch_time,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_week2_watch_time,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_week1_sessions,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_week2_sessions,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_unique_contents,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_unique_watch_days,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_avg_watch_time_per_session,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_action_adventure,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_animation_family,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_comedy,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_documentary,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_drama,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_historical_war,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_horror,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_other,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_romance,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_sf_fantasy,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_ratio_thriller_crime,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_genre_entropy,0
pruned_w1_2_early_reference_without_product_code_without_watch_presence,w1_2_recent_content_watch_ratio,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,price_num,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,max_screen_num,0
pruned_w1_4_late_period_comparison_without_product_code_without_watch_presence,is_promotion_bin,0
