feature_set_name,column_name,include_status,reason,required_resolution_if_review
overall_model_candidate_with_promotion,is_repurchase,exclude,Target; positive class means repurchase. Never use as model feature.,
overall_model_candidate_with_promotion,is_standard,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_with_promotion,is_premium,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_with_promotion,age_group,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_with_promotion,is_female,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_with_promotion,is_male,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_with_promotion,reg_is_weekend,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_with_promotion,reg_hour_morning,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_with_promotion,reg_hour_afternoon,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_with_promotion,reg_hour_evening,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_with_promotion,reg_hour_night,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_with_promotion,payment_is_mobile,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_with_promotion,payment_is_pc,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_with_promotion,payment_is_android,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_with_promotion,payment_is_ios,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_with_promotion,total_watch_count,review,Total usage column remains review until proven to be day0-20 only.,confirm_total_usage_window_before_modeling
overall_model_candidate_with_promotion,unique_movie,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,watch_days,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,active_ratio,review,"active_ratio is a usage/behavior ratio, not a genre ratio. Construction window is not explicit, so it remains review.",confirm_usage_ratio_window_before_modeling
overall_model_candidate_with_promotion,total_watch_time(min),review,Total usage column remains review until proven to be day0-20 only.,confirm_total_usage_window_before_modeling
overall_model_candidate_with_promotion,watch_per_day,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,avg_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,median_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,std_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,avg_daily_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,max_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,max_daily_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,max_daily_sessions,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,recency,review,Recency reference date is unresolved; it must be day21 scoring point or earlier.,confirm_recency_reference_date
overall_model_candidate_with_promotion,avg_gap_between_watch_days,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,avg_gap_w1_watch_days,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,avg_gap_w2_watch_days,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,avg_gap_w3_watch_days,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,max_inactive_gap_days,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,avg_rewatch_ratio,review,"avg_rewatch_ratio is a usage/behavior ratio, not a genre ratio. Construction window is not explicit, so it remains review.",confirm_usage_ratio_window_before_modeling
overall_model_candidate_with_promotion,weekend_watch_ratio,review,"weekend_watch_ratio is a usage/behavior ratio, not a genre ratio. Construction window is not explicit, so it remains review.",confirm_usage_ratio_window_before_modeling
overall_model_candidate_with_promotion,watch_ratio_under_1m,review,"watch_ratio_under_1m is a usage/behavior ratio, not a genre ratio. Construction window is not explicit, so it remains review.",confirm_usage_ratio_window_before_modeling
overall_model_candidate_with_promotion,watch_ratio_under_5m,review,"watch_ratio_under_5m is a usage/behavior ratio, not a genre ratio. Construction window is not explicit, so it remains review.",confirm_usage_ratio_window_before_modeling
overall_model_candidate_with_promotion,is_cold_start_3d,include,"Cold-start flag is early activation/onboarding behavior, not content recency; 3d/7d is inside the allowed observation window.",
overall_model_candidate_with_promotion,is_cold_start_7d,include,"Cold-start flag is early activation/onboarding behavior, not content recency; 3d/7d is inside the allowed observation window.",
overall_model_candidate_with_promotion,movie_per_active_day,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,max_day_share,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,day_count_over_3times,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_with_promotion,watch_time(min)_w1,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,watch_time(min)_w2,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,watch_time(min)_w3,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,watch_session_w1,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,watch_session_w2,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,watch_session_w3,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,retention_w2_ratio,include,"retention_w2_ratio is retention behavior, not genre. Name explicitly references allowed week window; allowed status corrected to yes under the day0-20 observation contract.",
overall_model_candidate_with_promotion,retention_w3_ratio,include,"retention_w3_ratio is retention behavior, not genre. Name explicitly references allowed week window; allowed status corrected to yes under the day0-20 observation contract.",
overall_model_candidate_with_promotion,diff_between_w2_w1,include,Week-to-week difference feature within week1 to week3 observation window; role/family corrected to retention_change.,
overall_model_candidate_with_promotion,diff_between_w3_w1,include,Week-to-week difference feature within week1 to week3 observation window; role/family corrected to retention_change.,
overall_model_candidate_with_promotion,diff_between_w3_w2,include,Week-to-week difference feature within week1 to week3 observation window; role/family corrected to retention_change.,
overall_model_candidate_with_promotion,is_w1_over_50pct,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,is_w2_over_50pct,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,is_w3_over_50pct,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,is_only_w1,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,is_only_w2,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,is_only_w3,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_with_promotion,new_movie_in_90d_ratio,review,"New-movie ratio is content recency, not genre. Observation window must be confirmed before modeling.",confirm_content_window_before_modeling
overall_model_candidate_with_promotion,new_movie_in_180d_ratio,review,"New-movie ratio is content recency, not genre. Observation window must be confirmed before modeling.",confirm_content_window_before_modeling
overall_model_candidate_with_promotion,new_movie_in_365d_ratio,review,"New-movie ratio is content recency, not genre. Observation window must be confirmed before modeling.",confirm_content_window_before_modeling
overall_model_candidate_with_promotion,old_movie_ratio(5y),review,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.",confirm_content_window_before_modeling
overall_model_candidate_with_promotion,avg_ott_release_year,review,Average release year is content metadata/recency; construction window remains unresolved.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,genre_diversity_count,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,action_adventure_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,family_animation_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,drama_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,thriller_crime_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,sf_fantasy_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,comedy_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,romance_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,horror_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,documentary_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,historical_war_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_with_promotion,other_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,USER_KEY,exclude,Identifier; row-level/subscription-event-level analysis is not unique-user-level. Never use as model feature.,
overall_model_candidate_without_promotion,product_code,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,price,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,billing_method,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,max_screen,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,is_promotion,exclude,"Top-level split variable. It may be used only for overall comparison, and must be excluded inside promotion-only/non-promotion-only models.",
overall_model_candidate_without_promotion,is_churn_prevented,review,Could be past information or current-cycle intervention/outcome proxy; keep review until source timing is proven.,resolve_intervention_timing_before_modeling
overall_model_candidate_without_promotion,payment_device,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,is_user_verified,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,gender,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,age,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,reg_date,exclude,"Registration date is an anchor, not a regular model feature.",
overall_model_candidate_without_promotion,reg_hour,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_without_promotion,end_date,review,End date is unresolved: scheduled-at-scoring vs post-hoc actual end must be confirmed before modeling.,06_common_preprocessing_and_final_cohort_260513
overall_model_candidate_without_promotion,is_repurchase,exclude,Target; positive class means repurchase. Never use as model feature.,
overall_model_candidate_without_promotion,is_standard,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,is_premium,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,age_group,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,is_female,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,is_male,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,reg_is_weekend,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_without_promotion,reg_hour_morning,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_without_promotion,reg_hour_afternoon,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_without_promotion,reg_hour_evening,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_without_promotion,reg_hour_night,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
overall_model_candidate_without_promotion,payment_is_mobile,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,payment_is_pc,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,payment_is_android,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,payment_is_ios,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
overall_model_candidate_without_promotion,total_watch_count,review,Total usage column remains review until proven to be day0-20 only.,confirm_total_usage_window_before_modeling
overall_model_candidate_without_promotion,unique_movie,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,watch_days,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,active_ratio,review,"active_ratio is a usage/behavior ratio, not a genre ratio. Construction window is not explicit, so it remains review.",confirm_usage_ratio_window_before_modeling
overall_model_candidate_without_promotion,total_watch_time(min),review,Total usage column remains review until proven to be day0-20 only.,confirm_total_usage_window_before_modeling
overall_model_candidate_without_promotion,watch_per_day,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,avg_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,median_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,std_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,avg_daily_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,max_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,max_daily_watch_time(min),review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,max_daily_sessions,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,recency,review,Recency reference date is unresolved; it must be day21 scoring point or earlier.,confirm_recency_reference_date
overall_model_candidate_without_promotion,avg_gap_between_watch_days,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,avg_gap_w1_watch_days,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,avg_gap_w2_watch_days,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,avg_gap_w3_watch_days,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,max_inactive_gap_days,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,avg_rewatch_ratio,review,"avg_rewatch_ratio is a usage/behavior ratio, not a genre ratio. Construction window is not explicit, so it remains review.",confirm_usage_ratio_window_before_modeling
overall_model_candidate_without_promotion,weekend_watch_ratio,review,"weekend_watch_ratio is a usage/behavior ratio, not a genre ratio. Construction window is not explicit, so it remains review.",confirm_usage_ratio_window_before_modeling
overall_model_candidate_without_promotion,watch_ratio_under_1m,review,"watch_ratio_under_1m is a usage/behavior ratio, not a genre ratio. Construction window is not explicit, so it remains review.",confirm_usage_ratio_window_before_modeling
overall_model_candidate_without_promotion,watch_ratio_under_5m,review,"watch_ratio_under_5m is a usage/behavior ratio, not a genre ratio. Construction window is not explicit, so it remains review.",confirm_usage_ratio_window_before_modeling
overall_model_candidate_without_promotion,is_cold_start_3d,include,"Cold-start flag is early activation/onboarding behavior, not content recency; 3d/7d is inside the allowed observation window.",
overall_model_candidate_without_promotion,is_cold_start_7d,include,"Cold-start flag is early activation/onboarding behavior, not content recency; 3d/7d is inside the allowed observation window.",
overall_model_candidate_without_promotion,movie_per_active_day,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,max_day_share,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,day_count_over_3times,review,Usage summary lacks explicit week/window in the name; keep review until construction window is documented.,confirm_usage_window_before_modeling
overall_model_candidate_without_promotion,watch_time(min)_w1,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,watch_time(min)_w2,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,watch_time(min)_w3,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,watch_session_w1,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,watch_session_w2,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,watch_session_w3,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,retention_w2_ratio,include,"retention_w2_ratio is retention behavior, not genre. Name explicitly references allowed week window; allowed status corrected to yes under the day0-20 observation contract.",
overall_model_candidate_without_promotion,retention_w3_ratio,include,"retention_w3_ratio is retention behavior, not genre. Name explicitly references allowed week window; allowed status corrected to yes under the day0-20 observation contract.",
overall_model_candidate_without_promotion,diff_between_w2_w1,include,Week-to-week difference feature within week1 to week3 observation window; role/family corrected to retention_change.,
overall_model_candidate_without_promotion,diff_between_w3_w1,include,Week-to-week difference feature within week1 to week3 observation window; role/family corrected to retention_change.,
overall_model_candidate_without_promotion,diff_between_w3_w2,include,Week-to-week difference feature within week1 to week3 observation window; role/family corrected to retention_change.,
overall_model_candidate_without_promotion,is_w1_over_50pct,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,is_w2_over_50pct,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,is_w3_over_50pct,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,is_only_w1,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,is_only_w2,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,is_only_w3,include,Explicit week1-week3 observation feature under the established day0-20 window.,
overall_model_candidate_without_promotion,new_movie_in_90d_ratio,review,"New-movie ratio is content recency, not genre. Observation window must be confirmed before modeling.",confirm_content_window_before_modeling
overall_model_candidate_without_promotion,new_movie_in_180d_ratio,review,"New-movie ratio is content recency, not genre. Observation window must be confirmed before modeling.",confirm_content_window_before_modeling
overall_model_candidate_without_promotion,new_movie_in_365d_ratio,review,"New-movie ratio is content recency, not genre. Observation window must be confirmed before modeling.",confirm_content_window_before_modeling
overall_model_candidate_without_promotion,old_movie_ratio(5y),review,"genre/content ratio window unresolved. Evidence: content/recency construction window unresolved. Conservative rule: uncertain columns remain review, not approved.",confirm_content_window_before_modeling
overall_model_candidate_without_promotion,avg_ott_release_year,review,Average release year is content metadata/recency; construction window remains unresolved.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,genre_diversity_count,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,action_adventure_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,family_animation_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,drama_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,thriller_crime_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,sf_fantasy_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,comedy_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,romance_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,horror_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,documentary_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,historical_war_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
overall_model_candidate_without_promotion,other_ratio,review,Actual genre/content preference column. Keep review until the observation window is documented.,confirm_content_window_before_modeling
promotion_only_model_candidate,USER_KEY,exclude,Identifier; row-level/subscription-event-level analysis is not unique-user-level. Never use as model feature.,
promotion_only_model_candidate,product_code,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,price,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,billing_method,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,max_screen,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,is_promotion,exclude,"Top-level split variable. It may be used only for overall comparison, and must be excluded inside promotion-only/non-promotion-only models.",
promotion_only_model_candidate,is_churn_prevented,review,Could be past information or current-cycle intervention/outcome proxy; keep review until source timing is proven.,resolve_intervention_timing_before_modeling
promotion_only_model_candidate,payment_device,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,is_user_verified,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,gender,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,age,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,reg_date,exclude,"Registration date is an anchor, not a regular model feature.",
promotion_only_model_candidate,reg_hour,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
promotion_only_model_candidate,end_date,review,End date is unresolved: scheduled-at-scoring vs post-hoc actual end must be confirmed before modeling.,06_common_preprocessing_and_final_cohort_260513
promotion_only_model_candidate,is_repurchase,exclude,Target; positive class means repurchase. Never use as model feature.,
promotion_only_model_candidate,is_standard,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,is_premium,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,age_group,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,is_female,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,is_male,review,Membership/payment/demographic context needs semantic and scoring-time review before modeling.,confirm_metadata_semantics_before_modeling
promotion_only_model_candidate,reg_is_weekend,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
promotion_only_model_candidate,reg_hour_morning,review,Registration-time derived context; review whether it is appropriate as a feature rather than anchor leakage.,confirm_registration_context_semantics_before_modeling
