feature_set_name,dataset_scope,ladder_step,model_name,oof_auc,oof_ap,oof_brier,oof_logloss,mean_train_auc,mean_valid_auc,train_valid_auc_gap,fold_auc_std,row_count,feature_count,interpretation_caution
conservative_safe_22,nonpromotion_only,L1_conservative_safe_22,HistGradientBoosting,0.8281245634510137,0.9313027679553407,0.1311824223725626,0.4140145687064512,0.9111538181935707,0.8285214161310652,0.08263240206250544,0.00870329766448411,11175,22,Baseline comparison only; not final model.
conservative_safe_22,nonpromotion_only,L1_conservative_safe_22,RandomForest,0.8317561426310531,0.9341116120897678,0.13052713840838026,0.4094243916243943,0.8773508325810232,0.8322228988057105,0.045127933775312656,0.008359472033235739,11175,22,Baseline comparison only; not final model.
expanded_feature_set,overall_without_promotion,L0_dummy_prior,DummyPrior,0.4998773437961437,0.7173482232935685,0.2027348841140088,0.5953871377125204,0.5,0.5,0.0,0.0,23079,0,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,overall_without_promotion,L2_expanded_feature_set,LogisticRegression,0.8471415603724948,0.9318456758244826,0.13936613579436483,0.4291384727366008,0.8505021675288613,0.8472022314083854,0.003299936120475966,0.0040467075085873876,23079,79,Baseline comparison only; not final model. High-VIF features restrict individual coefficient interpretation. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,overall_without_promotion,L2_expanded_feature_set,HistGradientBoosting,0.8725164248649397,0.945000999174814,0.12790184340493355,0.3948458643224126,0.9249721434952501,0.8726037301241286,0.052368413371121525,0.0018815280011813074,23079,79,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,overall_without_promotion,L2_expanded_feature_set,RandomForest,0.85429607035082,0.9361536111161973,0.13766531350330624,0.42449924259520777,0.9082146052482042,0.8543581158183171,0.05385648942988708,0.0038731679429587127,23079,79,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,overall_with_promotion,L0_dummy_prior,DummyPrior,0.4998773437961437,0.7173482232935685,0.2027348841140088,0.5953871377125204,0.5,0.5,0.0,0.0,23079,0,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,overall_with_promotion,L2_expanded_feature_set,LogisticRegression,0.8511607805301848,0.9341945345151896,0.13797537722805236,0.42496596504073697,0.8544401485685527,0.851164047718273,0.0032761008502796285,0.00436564861643869,23079,80,Baseline comparison only; not final model. High-VIF features restrict individual coefficient interpretation. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,overall_with_promotion,L2_expanded_feature_set,HistGradientBoosting,0.8770164443769534,0.9474322478444999,0.12608273365983266,0.3891604081256945,0.9275372465786129,0.8770674950689511,0.05046975150966182,0.002486455052544441,23079,80,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,overall_with_promotion,L2_expanded_feature_set,RandomForest,0.857054269901842,0.9373229929166169,0.13687852140062104,0.4225996706532637,0.9103593461236699,0.8570983176570103,0.05326102846665959,0.0038718626154305327,23079,80,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,promotion_only,L0_dummy_prior,DummyPrior,0.49981995927228084,0.67505545031541,0.21932206537757173,0.6304704855164536,0.5,0.5,0.0,0.0,11904,0,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,promotion_only,L2_expanded_feature_set,LogisticRegression,0.835532690656631,0.9137221647392191,0.1527392467829545,0.46424264795746195,0.8419559512959301,0.8354104016810865,0.00654554961484366,0.003169288619015338,11904,79,Baseline comparison only; not final model. High-VIF features restrict individual coefficient interpretation. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,promotion_only,L2_expanded_feature_set,HistGradientBoosting,0.8606216741493531,0.9292499442363595,0.14110048946384826,0.4297265592530825,0.9479871369041353,0.8608472679448461,0.08713986895928916,0.005451784895498852,11904,79,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,promotion_only,L2_expanded_feature_set,RandomForest,0.8386923885357092,0.9161573981330557,0.15293800720711048,0.46555370686156594,0.9002085336183978,0.8388581179374356,0.06135041568096222,0.00563649088833667,11904,79,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,nonpromotion_only,L0_dummy_prior,DummyPrior,0.4998591549295775,0.7623594149418129,0.18113779167119567,0.5482789055713125,0.5,0.5,0.0,0.0,11175,0,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,nonpromotion_only,L2_expanded_feature_set,LogisticRegression,0.8622189508677931,0.9499721603364885,0.12257345406082917,0.3834243108077259,0.8692380188906933,0.8623116703295313,0.006926348561162032,0.0043045094395975725,11175,79,Baseline comparison only; not final model. High-VIF features restrict individual coefficient interpretation. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,nonpromotion_only,L2_expanded_feature_set,HistGradientBoosting,0.8829908357868492,0.9574726743055648,0.11266605308486552,0.35410085420547965,0.9659754652552692,0.883234764399579,0.08274070085569019,0.007343999558165453,11175,79,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
expanded_feature_set,nonpromotion_only,L2_expanded_feature_set,RandomForest,0.8641581567244017,0.9501258327386893,0.1218995436086264,0.38238596863759844,0.916352673311776,0.8643692968403573,0.051983376471418596,0.00809381243371664,11175,79,Baseline comparison only; not final model. Expanded features preserve 10x redundancy caveats; no feature removal performed.
