membership_row_id,case_type,rank,feature,feature_family,shap_value_toward_repurchase_margin,abs_shap,direction_for_churn_risk,base_value
11369,high_risk_true_N,7,w1_3_last_watch_rel_day,usage,-0.14369873317924226,0.14369873317924226,higher_churn_risk,1.4577133930084667
11369,high_risk_true_N,8,w1_3_genre_ratio_animation_family,genre,-0.11004765569562257,0.11004765569562257,higher_churn_risk,1.4577133930084667
11369,high_risk_true_N,9,w1_3_max_daily_watch_time,usage,-0.1072760478630518,0.1072760478630518,higher_churn_risk,1.4577133930084667
11369,high_risk_true_N,10,w1_3_max_day_share,usage,-0.08509650246989227,0.08509650246989227,higher_churn_risk,1.4577133930084667
1778,high_risk_true_N,1,w1_3_genre_ratio_thriller_crime,genre,-0.6477130995199476,0.6477130995199476,higher_churn_risk,1.4577133930084667
1778,high_risk_true_N,2,w1_3_week3_watch_time,usage,-0.6346207643310091,0.6346207643310091,higher_churn_risk,1.4577133930084667
1778,high_risk_true_N,3,w1_3_w2_minus_w1_watch_time,usage,-0.25372303589661543,0.25372303589661543,higher_churn_risk,1.4577133930084667
1778,high_risk_true_N,4,w1_3_week1_ratio,usage,-0.21168212489838936,0.21168212489838936,higher_churn_risk,1.4577133930084667
1778,high_risk_true_N,5,w1_3_first_watch_rel_day,usage,-0.1670765931879798,0.1670765931879798,higher_churn_risk,1.4577133930084667
1778,high_risk_true_N,6,price,membership,-0.16534995719749196,0.16534995719749196,higher_churn_risk,1.4577133930084667
1778,high_risk_true_N,7,w1_3_last_watch_rel_day,usage,-0.14100216733988105,0.14100216733988105,higher_churn_risk,1.4577133930084667
1778,high_risk_true_N,8,w1_3_genre_ratio_animation_family,genre,-0.11490638888800507,0.11490638888800507,higher_churn_risk,1.4577133930084667
1778,high_risk_true_N,9,w1_3_max_daily_watch_time,usage,-0.1125076466285879,0.1125076466285879,higher_churn_risk,1.4577133930084667
1778,high_risk_true_N,10,w1_3_genre_ratio_drama,genre,-0.08765963367759527,0.08765963367759527,higher_churn_risk,1.4577133930084667
5455,high_risk_false_positive,1,w1_3_genre_ratio_thriller_crime,genre,-0.6664163589524355,0.6664163589524355,higher_churn_risk,1.4577133930084667
5455,high_risk_false_positive,2,w1_3_week3_watch_time,usage,-0.6595896771153783,0.6595896771153783,higher_churn_risk,1.4577133930084667
5455,high_risk_false_positive,3,w1_3_w2_minus_w1_watch_time,usage,-0.25318987314054026,0.25318987314054026,higher_churn_risk,1.4577133930084667
5455,high_risk_false_positive,4,w1_3_week1_ratio,usage,-0.19813122823517118,0.19813122823517118,higher_churn_risk,1.4577133930084667
5455,high_risk_false_positive,5,price,membership,-0.1624580519470148,0.1624580519470148,higher_churn_risk,1.4577133930084667
5455,high_risk_false_positive,6,w1_3_last_watch_rel_day,usage,-0.143987109180469,0.143987109180469,higher_churn_risk,1.4577133930084667
5455,high_risk_false_positive,7,w1_3_max_daily_watch_time,usage,-0.1373715042627764,0.1373715042627764,higher_churn_risk,1.4577133930084667
5455,high_risk_false_positive,8,w1_3_first_watch_rel_day,usage,-0.10964858955658277,0.10964858955658277,higher_churn_risk,1.4577133930084667
5455,high_risk_false_positive,9,w1_3_genre_ratio_animation_family,genre,-0.10671888367215956,0.10671888367215956,higher_churn_risk,1.4577133930084667
5455,high_risk_false_positive,10,w1_3_max_day_share,usage,-0.08332642040914735,0.08332642040914735,higher_churn_risk,1.4577133930084667
5176,high_risk_false_positive,1,w1_3_week3_watch_time,usage,-0.8319746805182863,0.8319746805182863,higher_churn_risk,1.4577133930084667
5176,high_risk_false_positive,2,w1_3_w2_minus_w1_watch_time,usage,-0.34112141698954823,0.34112141698954823,higher_churn_risk,1.4577133930084667
5176,high_risk_false_positive,3,w1_3_week1_ratio,usage,-0.2183429803377276,0.2183429803377276,higher_churn_risk,1.4577133930084667
5176,high_risk_false_positive,4,price,membership,-0.200937174901541,0.200937174901541,higher_churn_risk,1.4577133930084667
5176,high_risk_false_positive,5,w1_3_first_watch_rel_day,usage,-0.193141489925436,0.193141489925436,higher_churn_risk,1.4577133930084667
5176,high_risk_false_positive,6,w1_3_last_watch_rel_day,usage,-0.14973699242393237,0.14973699242393237,higher_churn_risk,1.4577133930084667
5176,high_risk_false_positive,7,w1_3_max_daily_watch_time,usage,-0.10641868729220473,0.10641868729220473,higher_churn_risk,1.4577133930084667
5176,high_risk_false_positive,8,w1_3_genre_ratio_sf_fantasy,genre,-0.10572752186081791,0.10572752186081791,higher_churn_risk,1.4577133930084667
5176,high_risk_false_positive,9,w1_3_genre_ratio_animation_family,genre,-0.0944226573208831,0.0944226573208831,higher_churn_risk,1.4577133930084667
5176,high_risk_false_positive,10,w1_3_max_day_share,usage,-0.09103989525020849,0.09103989525020849,higher_churn_risk,1.4577133930084667
1413,high_risk_false_positive,1,w1_3_week3_watch_time,usage,-0.6573309001600043,0.6573309001600043,higher_churn_risk,1.4577133930084667
1413,high_risk_false_positive,2,w1_3_genre_ratio_action_adventure,genre,-0.44845043579284777,0.44845043579284777,higher_churn_risk,1.4577133930084667
1413,high_risk_false_positive,3,w1_3_w2_minus_w1_watch_time,usage,-0.307708477258203,0.307708477258203,higher_churn_risk,1.4577133930084667
1413,high_risk_false_positive,4,w1_3_first_watch_rel_day,usage,-0.27196787088785024,0.27196787088785024,higher_churn_risk,1.4577133930084667
1413,high_risk_false_positive,5,w1_3_week1_ratio,usage,0.1816430002248304,0.1816430002248304,lower_churn_risk,1.4577133930084667
1413,high_risk_false_positive,6,price,membership,-0.17856605349320656,0.17856605349320656,higher_churn_risk,1.4577133930084667
1413,high_risk_false_positive,7,w1_3_genre_ratio_animation_family,genre,-0.1384784436699086,0.1384784436699086,higher_churn_risk,1.4577133930084667
1413,high_risk_false_positive,8,w1_3_genre_session_count_drama,genre,-0.11858552051672239,0.11858552051672239,higher_churn_risk,1.4577133930084667
1413,high_risk_false_positive,9,w1_3_max_daily_watch_time,usage,-0.11198836983315,0.11198836983315,higher_churn_risk,1.4577133930084667
1413,high_risk_false_positive,10,w1_3_genre_watch_time_romance,genre,-0.10864753916743645,0.10864753916743645,higher_churn_risk,1.4577133930084667
7709,low_risk_true_Y,1,w1_3_week3_watch_time,usage,0.4896436595547262,0.4896436595547262,lower_churn_risk,1.4577133930084667
7709,low_risk_true_Y,2,w1_3_week1_ratio,usage,0.34369566145973035,0.34369566145973035,lower_churn_risk,1.4577133930084667
7709,low_risk_true_Y,3,w1_3_genre_unique_count,genre,0.33317579949250886,0.33317579949250886,lower_churn_risk,1.4577133930084667
7709,low_risk_true_Y,4,w1_3_week3_ratio,usage,0.24712409537916402,0.24712409537916402,lower_churn_risk,1.4577133930084667
7709,low_risk_true_Y,5,price,membership,0.23774101665142647,0.23774101665142647,lower_churn_risk,1.4577133930084667
7709,low_risk_true_Y,6,w1_3_genre_session_count_drama,genre,0.23635443028665118,0.23635443028665118,lower_churn_risk,1.4577133930084667
7709,low_risk_true_Y,7,w1_3_w2_minus_w1_watch_time,usage,0.2176644971175623,0.2176644971175623,lower_churn_risk,1.4577133930084667
7709,low_risk_true_Y,8,w1_3_w3_minus_w1_watch_time,usage,0.1651008656649948,0.1651008656649948,lower_churn_risk,1.4577133930084667
7709,low_risk_true_Y,9,w1_3_genre_watch_time_romance,genre,0.12437249412204797,0.12437249412204797,lower_churn_risk,1.4577133930084667
7709,low_risk_true_Y,10,w1_3_genre_ratio_animation_family,genre,0.11785967448767701,0.11785967448767701,lower_churn_risk,1.4577133930084667
7807,low_risk_true_Y,1,w1_3_week3_watch_time,usage,0.6588017455745317,0.6588017455745317,lower_churn_risk,1.4577133930084667
7807,low_risk_true_Y,2,w1_3_w2_minus_w1_watch_time,usage,0.38314591770136885,0.38314591770136885,lower_churn_risk,1.4577133930084667
7807,low_risk_true_Y,3,w1_3_week1_ratio,usage,0.27786885516704907,0.27786885516704907,lower_churn_risk,1.4577133930084667
7807,low_risk_true_Y,4,w1_3_genre_unique_count,genre,0.2683317559115431,0.2683317559115431,lower_churn_risk,1.4577133930084667
7807,low_risk_true_Y,5,w1_3_genre_session_count_drama,genre,0.24273484412987675,0.24273484412987675,lower_churn_risk,1.4577133930084667
7807,low_risk_true_Y,6,w1_3_week3_ratio,usage,0.16155244902091692,0.16155244902091692,lower_churn_risk,1.4577133930084667
7807,low_risk_true_Y,7,w1_3_w3_minus_w1_watch_time,usage,0.15609685450497515,0.15609685450497515,lower_churn_risk,1.4577133930084667
7807,low_risk_true_Y,8,price,membership,0.1524334233839603,0.1524334233839603,lower_churn_risk,1.4577133930084667
7807,low_risk_true_Y,9,w1_3_genre_watch_time_romance,genre,0.1380586211836718,0.1380586211836718,lower_churn_risk,1.4577133930084667
7807,low_risk_true_Y,10,w1_3_genre_ratio_drama,genre,0.12666842280413496,0.12666842280413496,lower_churn_risk,1.4577133930084667
2140,low_risk_true_Y,1,w1_3_week3_watch_time,usage,0.8337260445563323,0.8337260445563323,lower_churn_risk,1.4577133930084667
2140,low_risk_true_Y,2,w1_3_genre_unique_count,genre,0.36452265819319785,0.36452265819319785,lower_churn_risk,1.4577133930084667
2140,low_risk_true_Y,3,w1_3_week3_sessions,usage,0.2825087209260838,0.2825087209260838,lower_churn_risk,1.4577133930084667
2140,low_risk_true_Y,4,w1_3_week1_ratio,usage,0.26776648558483385,0.26776648558483385,lower_churn_risk,1.4577133930084667
2140,low_risk_true_Y,5,w1_3_week3_ratio,usage,0.1996936627838932,0.1996936627838932,lower_churn_risk,1.4577133930084667
2140,low_risk_true_Y,6,w1_3_genre_session_count_drama,genre,0.1743953995938095,0.1743953995938095,lower_churn_risk,1.4577133930084667
2140,low_risk_true_Y,7,w1_3_w3_minus_w1_watch_time,usage,0.17096452148717314,0.17096452148717314,lower_churn_risk,1.4577133930084667
2140,low_risk_true_Y,8,price,membership,0.16496437920349113,0.16496437920349113,lower_churn_risk,1.4577133930084667
2140,low_risk_true_Y,9,w1_3_genre_watch_time_romance,genre,0.14458229363590203,0.14458229363590203,lower_churn_risk,1.4577133930084667
2140,low_risk_true_Y,10,w1_3_first_watch_rel_day,usage,-0.1361773368444349,0.1361773368444349,higher_churn_risk,1.4577133930084667
20379,mid_score,1,w1_3_week3_watch_time,usage,-0.8009448676045977,0.8009448676045977,higher_churn_risk,1.4577133930084667
20379,mid_score,2,w1_3_w2_minus_w1_watch_time,usage,-0.3186876294759535,0.3186876294759535,higher_churn_risk,1.4577133930084667
20379,mid_score,3,w1_3_genre_watch_time_romance,genre,0.23055091072171838,0.23055091072171838,lower_churn_risk,1.4577133930084667
20379,mid_score,4,w1_3_last_watch_rel_day,usage,-0.2063298118583386,0.2063298118583386,higher_churn_risk,1.4577133930084667
20379,mid_score,5,w1_3_genre_ratio_romance,genre,0.18391978458910244,0.18391978458910244,lower_churn_risk,1.4577133930084667
20379,mid_score,6,w1_3_first_watch_rel_day,usage,0.13899219603896326,0.13899219603896326,lower_churn_risk,1.4577133930084667
20379,mid_score,7,w1_3_week1_ratio,usage,-0.13706563399680283,0.13706563399680283,higher_churn_risk,1.4577133930084667
20379,mid_score,8,price,membership,-0.1342893191478769,0.1342893191478769,higher_churn_risk,1.4577133930084667
20379,mid_score,9,w1_3_genre_ratio_thriller_crime,genre,0.11267820059344871,0.11267820059344871,lower_churn_risk,1.4577133930084667
20379,mid_score,10,w1_3_week3_ratio,usage,-0.10913676384777851,0.10913676384777851,higher_churn_risk,1.4577133930084667
12678,mid_score,1,w1_3_genre_unique_count,genre,0.35348435142809953,0.35348435142809953,lower_churn_risk,1.4577133930084667
12678,mid_score,2,w1_3_week2_ratio,usage,-0.2922815963808965,0.2922815963808965,higher_churn_risk,1.4577133930084667
12678,mid_score,3,w1_3_first_watch_rel_day,usage,0.25052304409168125,0.25052304409168125,lower_churn_risk,1.4577133930084667
12678,mid_score,4,w1_3_week1_ratio,usage,-0.2430197395455545,0.2430197395455545,higher_churn_risk,1.4577133930084667
12678,mid_score,5,w1_3_w2_minus_w1_watch_time,usage,-0.2287899587704961,0.2287899587704961,higher_churn_risk,1.4577133930084667
12678,mid_score,6,price,membership,-0.18649516949682474,0.18649516949682474,higher_churn_risk,1.4577133930084667
12678,mid_score,7,w1_3_w3_minus_w1_watch_time,usage,-0.15244862627585734,0.15244862627585734,higher_churn_risk,1.4577133930084667
12678,mid_score,8,w1_3_week3_ratio,usage,-0.12223586838143041,0.12223586838143041,higher_churn_risk,1.4577133930084667
12678,mid_score,9,w1_3_genre_ratio_romance,genre,-0.11483214669760296,0.11483214669760296,higher_churn_risk,1.4577133930084667
12678,mid_score,10,w1_3_genre_ratio_thriller_crime,genre,-0.11291669828461388,0.11291669828461388,higher_churn_risk,1.4577133930084667
5151,mid_score,1,w1_3_genre_ratio_horror,genre,-0.8116504751759124,0.8116504751759124,higher_churn_risk,1.4577133930084667
5151,mid_score,2,w1_3_week3_watch_time,usage,0.6463189707567375,0.6463189707567375,lower_churn_risk,1.4577133930084667
5151,mid_score,3,w1_3_genre_session_count_horror,genre,-0.4705683073562929,0.4705683073562929,higher_churn_risk,1.4577133930084667
5151,mid_score,4,w1_3_first_watch_rel_day,usage,-0.3220364096094386,0.3220364096094386,higher_churn_risk,1.4577133930084667
5151,mid_score,5,w1_3_genre_session_count_drama,genre,-0.2639884785881835,0.2639884785881835,higher_churn_risk,1.4577133930084667
5151,mid_score,6,max_screen,membership,0.23087903229095674,0.23087903229095674,lower_churn_risk,1.4577133930084667
5151,mid_score,7,price,membership,-0.22297578861462078,0.22297578861462078,higher_churn_risk,1.4577133930084667
5151,mid_score,8,w1_3_genre_ratio_drama,genre,0.20339109596169544,0.20339109596169544,lower_churn_risk,1.4577133930084667
5151,mid_score,9,w1_3_genre_ratio_animation_family,genre,-0.18035564705246732,0.18035564705246732,higher_churn_risk,1.4577133930084667
5151,mid_score,10,w1_3_genre_watch_time_horror,genre,-0.15585674832009833,0.15585674832009833,higher_churn_risk,1.4577133930084667
