model_role,window,model_name,original_feature,feature_family,mean_abs_shap,mean_shap,shap_output_basis,stage07_fallback_importance,true_shap_rank,fallback_available
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_watch_time_romance,genre,0.08635007579753541,-0.0008614966760553552,model_margin_for_repurchase_class,0.0039416,15,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_unique_count,genre,0.08469066317700769,-0.002524195583228229,model_margin_for_repurchase_class,0.002358,16,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_max_daily_watch_time,usage,0.08322444673487951,-0.007624545419307748,model_margin_for_repurchase_class,0.000917,17,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_avg_watch_time_per_session,usage,0.08245273836541406,-0.010142255145114278,model_margin_for_repurchase_class,0.0032206,18,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_week2_ratio,usage,0.07783126431836616,0.0076111866504527574,model_margin_for_repurchase_class,0.0059872,19,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_week3_sessions,usage,0.07525546230687682,-0.006432924429835936,model_margin_for_repurchase_class,0.000167,20,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_watch_time_animation_family,genre,0.06521221471306515,-0.00550066465868832,model_margin_for_repurchase_class,0.0044947,21,True
primary_conservative,w1_3,HistGradientBoostingClassifier,max_screen,membership,0.06508093654825903,-0.002198476024517586,model_margin_for_repurchase_class,0.0034914,22,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_watch_time_drama,genre,0.056024737392915795,-0.0071863106761805556,model_margin_for_repurchase_class,0.0014738,23,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_max_day_share,usage,0.05510204862741818,-0.01644683832923823,model_margin_for_repurchase_class,0.0081532,24,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_session_count_action_adventure,genre,0.04984344357205565,-0.00264786019015139,model_margin_for_repurchase_class,0.0022434,25,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_active_span_days,usage,0.04883560053953155,5.897985316771532e-05,model_margin_for_repurchase_class,0.0017276999999999,26,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_session_count_thriller_crime,genre,0.04699967924817934,-0.002113838197043006,model_margin_for_repurchase_class,0.0015201,27,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_week2_watch_time,usage,0.04423962559488817,-0.008695412639038261,model_margin_for_repurchase_class,0.0022079,28,True
primary_conservative,w1_3,HistGradientBoostingClassifier,is_user_verified,membership,0.0346128864959255,-0.003042881612163255,model_margin_for_repurchase_class,0.0012339,29,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_top_genre,genre,0.033504825365772255,-0.007536957741907337,model_margin_for_repurchase_class,0.0033939,30,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_total_watch_time,usage,0.030090771601950637,0.0017479832539497183,model_margin_for_repurchase_class,0.0007999,31,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_ratio_horror,genre,0.027272486794654247,-0.00338925179997109,model_margin_for_repurchase_class,0.0011938,32,True
primary_conservative,w1_3,HistGradientBoostingClassifier,product_code,membership,0.026578473610938888,0.0003153425279731761,model_margin_for_repurchase_class,0.0003480000000001,33,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_avg_ott_release_month_weighted,release_month,0.025502886203317875,-0.0031931444529637613,model_margin_for_repurchase_class,-5.929999999989555e-05,34,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_session_count_romance,genre,0.021600980576815,-0.001242892660989911,model_margin_for_repurchase_class,0.0008089,35,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_top_genre_watch_ratio,genre,0.021346028656289963,-0.004920202017225287,model_margin_for_repurchase_class,0.0017291000000001,36,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_ratio_sf_fantasy,genre,0.017470921274437633,0.0026957207358086223,model_margin_for_repurchase_class,0.0004688,37,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_week1_watch_time,usage,0.01576277003826052,-0.00010437769685815685,model_margin_for_repurchase_class,0.0003142,38,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_short_watch_time_le5,usage,0.014609579826202616,0.0007324492576835368,model_margin_for_repurchase_class,0.0002650000000001,39,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_top_genre_watch_time,genre,0.013541782012967992,-0.0025730279969711552,model_margin_for_repurchase_class,-0.0001696999999999,40,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_session_count_horror,genre,0.013103749453715782,0.0012423834503009997,model_margin_for_repurchase_class,0.0007989000000001,41,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_watch_time_horror,genre,0.01237060018167147,-0.0016929584942611104,model_margin_for_repurchase_class,0.0007432,42,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_ratio_other,genre,0.011829573339747365,-0.0025715640458055925,model_margin_for_repurchase_class,-0.0004991999999999,43,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_short_watch_count_le5,usage,0.011221232190651746,0.0013654927321557126,model_margin_for_repurchase_class,-9.819999999993724e-05,44,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_session_count_sf_fantasy,genre,0.010935808145204633,0.0013402774753356963,model_margin_for_repurchase_class,0.0006019,45,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_session_count_animation_family,genre,0.010395398749096472,-0.0011147188758518878,model_margin_for_repurchase_class,0.0004901,46,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_old_content_watch_ratio,release_month,0.008971182260628398,-0.0006277833224470861,model_margin_for_repurchase_class,0.0002776,47,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_entropy,genre,0.008633633758064033,-0.0021464660160773787,model_margin_for_repurchase_class,-9.929999999997996e-05,48,True
primary_conservative,w1_3,HistGradientBoostingClassifier,age,membership,0.0077498121325049515,-3.445222724212643e-05,model_margin_for_repurchase_class,-3.579999999994144e-05,49,True
primary_conservative,w1_3,HistGradientBoostingClassifier,payment_device,membership,0.007432267036645819,-0.00011562177908279366,model_margin_for_repurchase_class,2.220000000006106e-05,50,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_week1_sessions,usage,0.007269434072092516,0.0037705391987989576,model_margin_for_repurchase_class,0.0002235,51,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_week2_sessions,usage,0.006442032023290564,0.0015098834932402183,model_margin_for_repurchase_class,0.0001154,52,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_recent_content_watch_ratio,release_month,0.0060937218915885,0.001970775601900927,model_margin_for_repurchase_class,0.0001217000000001,53,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_watch_time_comedy,genre,0.0053866731150454495,0.00023142097646059413,model_margin_for_repurchase_class,-2.9499999999971217e-05,54,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_watch_time_thriller_crime,genre,0.005027616044519169,-0.00036693835868536687,model_margin_for_repurchase_class,0.0001768,55,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_sessions_per_active_day,usage,0.0049271126538452765,0.00038014380235234087,model_margin_for_repurchase_class,0.0003008,56,True
primary_conservative,w1_3,HistGradientBoostingClassifier,gender,membership,0.004787403069609584,-0.000233885381337728,model_margin_for_repurchase_class,-6.0499999999930056e-05,57,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_watch_time_historical_war,genre,0.004642899208889618,-0.0008316609851444569,model_margin_for_repurchase_class,-0.0001023999999999,58,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_session_count_comedy,genre,0.004629207994857373,-0.00011052224497648365,model_margin_for_repurchase_class,9.0400000000046e-05,59,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_watch_time_action_adventure,genre,0.004422351308734305,0.0009165855937959836,model_margin_for_repurchase_class,-5.4399999999965584e-05,60,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_unique_contents,content,0.0043108254555931005,-0.0005270490457882854,model_margin_for_repurchase_class,0.0001683,61,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_unique_watch_days,usage,0.00429409002604317,-0.0010019201794539798,model_margin_for_repurchase_class,0.0001830000000001,62,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_watch_time_other,genre,0.00423273293318924,-0.0011518926144753524,model_margin_for_repurchase_class,-0.0001887999999999,63,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_ratio_historical_war,genre,0.0030414259697851857,-0.00014853042901857803,model_margin_for_repurchase_class,0.000217,64,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_ratio_comedy,genre,0.002640948744161085,-0.00015535885874043266,model_margin_for_repurchase_class,0.0001132,65,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_watch_time_sf_fantasy,genre,0.0025685462079548106,-0.0006500213887753898,model_margin_for_repurchase_class,3.530000000004918e-05,66,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_one_minute_watch_count,usage,0.0025466494955258536,-0.0002627718284284319,model_margin_for_repurchase_class,4.630000000007684e-05,67,True
primary_conservative,w1_3,HistGradientBoostingClassifier,billing_method,membership,0.0021938141105888507,0.00015047406613087814,model_margin_for_repurchase_class,-4.399999999993298e-05,68,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_session_count_historical_war,genre,0.0018132758725042846,-0.0002980114037991919,model_margin_for_repurchase_class,9.940000000008276e-05,69,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_total_sessions,usage,0.0008962764719600597,-0.0004643660725844894,model_margin_for_repurchase_class,-3.0399999999941586e-05,70,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_session_count_other,genre,0.00031367853461566284,0.0002904043637715403,model_margin_for_repurchase_class,2.6000000000081515e-06,71,True
primary_conservative,w1_3,HistGradientBoostingClassifier,is_promotion,membership,0.0,0.0,model_margin_for_repurchase_class,0.0,72,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_covered_watch_time,genre,0.0,0.0,model_margin_for_repurchase_class,0.0,72,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_covered_watch_ratio,genre,0.0,0.0,model_margin_for_repurchase_class,0.0,72,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_content_has_watch_obs,content,0.0,0.0,model_margin_for_repurchase_class,0.0,72,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_missing_watch_time,genre,0.0,0.0,model_margin_for_repurchase_class,0.0,72,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_genre_missing_watch_ratio,genre,0.0,0.0,model_margin_for_repurchase_class,0.0,72,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_release_month_covered_watch_ratio,release_month,0.0,0.0,model_margin_for_repurchase_class,0.0,72,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_has_watch_obs,usage,0.0,0.0,model_margin_for_repurchase_class,0.0,72,True
primary_conservative,w1_3,HistGradientBoostingClassifier,w1_3_no_watch_obs_flag,usage,0.0,0.0,model_margin_for_repurchase_class,0.0,72,True
