feature,feature_family,feature_bin,raw_value_mean_or_count,mean_shap_toward_repurchase_margin,mean_abs_shap,target_repurchase_rate,mean_repurchase_score,mean_churn_risk_score,row_count,direction_summary,interpretation_note_ko
price,membership,low,53.81093904448106,0.007864184522949876,0.18352529086638025,0.586490939044481,0.6582335955028681,0.3417664044971319,607,high_value_pushes_repurchase,"price: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
price,membership,mid,100.0,-0.1893043813021314,0.1893043813021314,0.4471947194719472,0.551124986372387,0.44887501362761295,606,high_value_pushes_repurchase,"price: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_first_watch_rel_day,usage,high,11.27209705372617,-0.2094639011989805,0.2094639011989805,0.5563258232235702,0.6464133070862568,0.3535866929137432,577,high_value_pushes_churn_risk,"w1_3_first_watch_rel_day: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_first_watch_rel_day,usage,low,0.4532871972318339,0.15276108971791788,0.15276108971791788,0.5709342560553633,0.6443231447580337,0.35567685524196635,578,high_value_pushes_churn_risk,"w1_3_first_watch_rel_day: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_first_watch_rel_day,usage,mid,3.655112651646447,-0.03236442236135578,0.1688779575337121,0.49220103986135183,0.5789598855961525,0.4210401144038474,577,high_value_pushes_churn_risk,"w1_3_first_watch_rel_day: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_thriller_crime,genre,high,0.442951105610561,-0.2939110190475746,0.3063081208852555,0.5198019801980198,0.6135202827711448,0.3864797172288552,606,high_value_pushes_churn_risk,"w1_3_genre_ratio_thriller_crime: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_thriller_crime,genre,low,0.0,0.09553955001553692,0.09553955001553692,0.5535420098846787,0.6286127967255561,0.3713872032744438,607,high_value_pushes_churn_risk,"w1_3_genre_ratio_thriller_crime: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_thriller_crime,genre,mid,0.0015780214521452147,0.09304676955912883,0.09304676955912881,0.5495049504950495,0.6341933427757028,0.3658066572242971,606,high_value_pushes_churn_risk,"w1_3_genre_ratio_thriller_crime: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_animation_family,genre,high,0.32396322442244224,0.130487270692159,0.18387193035888286,0.6452145214521452,0.7038756013091597,0.29612439869084034,606,high_value_pushes_repurchase,"w1_3_genre_ratio_animation_family: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_animation_family,genre,low,0.0,-0.09753845204028427,0.09753845204028427,0.5107084019769358,0.5993279595930451,0.40067204040695487,607,high_value_pushes_repurchase,"w1_3_genre_ratio_animation_family: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_animation_family,genre,mid,0.0,-0.0997982777522593,0.0997982777522593,0.466996699669967,0.573171186183949,0.4268288138160509,606,high_value_pushes_repurchase,"w1_3_genre_ratio_animation_family: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_drama,genre,high,0.444266102310231,0.11842907317452911,0.11853988518659866,0.7013201320132013,0.7805882235843434,0.21941177641565665,606,high_value_pushes_repurchase,"w1_3_genre_ratio_drama: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_drama,genre,low,0.0,-0.11700504009071899,0.11700504009071899,0.42174629324546953,0.5198583265808475,0.4801416734191525,607,high_value_pushes_repurchase,"w1_3_genre_ratio_drama: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_drama,genre,mid,0.008743701320132014,-0.05957799945119823,0.10548642792343658,0.5,0.576059334929234,0.42394066507076605,606,high_value_pushes_repurchase,"w1_3_genre_ratio_drama: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_session_count_drama,genre,high,2.907590759075908,0.1278577137144207,0.16566629750535483,0.7260726072607261,0.8014212976440632,0.19857870235593678,606,high_value_pushes_repurchase,"w1_3_genre_session_count_drama: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_session_count_drama,genre,low,0.0,-0.08409714386064025,0.08409714386064024,0.42174629324546953,0.5198583265808475,0.4801416734191525,607,high_value_pushes_repurchase,"w1_3_genre_session_count_drama: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_session_count_drama,genre,mid,0.27887788778877887,-0.08016071048503459,0.0801607104850346,0.4752475247524752,0.555226260869514,0.44477373913048596,606,high_value_pushes_repurchase,"w1_3_genre_session_count_drama: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_action_adventure,genre,high,0.33771619801980196,-0.15689857402063945,0.18299625083787413,0.5577557755775577,0.6447232495634578,0.35527675043654217,606,high_value_pushes_churn_risk,"w1_3_genre_ratio_action_adventure: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_action_adventure,genre,low,0.0,0.07386703757041407,0.07386703757041407,0.5420098846787479,0.6262241066975899,0.37377589330241007,607,high_value_pushes_churn_risk,"w1_3_genre_ratio_action_adventure: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_action_adventure,genre,mid,0.0,0.07166716779115496,0.07166716779115496,0.523102310231023,0.6053830077440756,0.3946169922559245,606,high_value_pushes_churn_risk,"w1_3_genre_ratio_action_adventure: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_week3_ratio,usage,high,0.7502548993399341,0.16194424858417167,0.16352306942682893,0.759075907590759,0.8172144120276307,0.18278558797236932,606,high_value_pushes_repurchase,"w1_3_week3_ratio: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_week3_ratio,usage,low,0.0,-0.07572947175943841,0.07572947175943841,0.38220757825370677,0.450574600227403,0.5494253997725971,607,high_value_pushes_repurchase,"w1_3_week3_ratio: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_week3_ratio,usage,mid,0.12513046369636963,-0.08462560353405496,0.08736089851002483,0.48184818481848185,0.6088312024208324,0.3911687975791675,606,high_value_pushes_repurchase,"w1_3_week3_ratio: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_w3_minus_w1_watch_time,usage,high,202.83663366336634,0.1219159907206656,0.133164655463725,0.8283828382838284,0.8704889465562551,0.1295110534437449,606,high_value_pushes_repurchase,"w1_3_w3_minus_w1_watch_time: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_w3_minus_w1_watch_time,usage,low,-174.003294892916,-0.13079123675749854,0.13079123675749854,0.4085667215815486,0.5150208369086032,0.48497916309139677,607,high_value_pushes_repurchase,"w1_3_w3_minus_w1_watch_time: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_w3_minus_w1_watch_time,usage,mid,-5.224422442244224,-0.04082084415801685,0.043622108108342376,0.38613861386138615,0.49100408428579134,0.5089959157142087,606,high_value_pushes_repurchase,"w1_3_w3_minus_w1_watch_time: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_last_watch_rel_day,usage,high,19.377816291161178,0.06691274707435216,0.06691274707435216,0.7261698440207972,0.7975870517924378,0.20241294820756212,577,high_value_pushes_repurchase,"w1_3_last_watch_rel_day: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_last_watch_rel_day,usage,low,5.804498269896194,-0.14059080139349656,0.14281844185741513,0.3217993079584775,0.3834891931095355,0.6165108068904644,578,high_value_pushes_repurchase,"w1_3_last_watch_rel_day: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_last_watch_rel_day,usage,mid,15.233968804159446,0.049152306573343046,0.05218836075634603,0.5719237435008665,0.6890721444477391,0.3109278555522609,577,high_value_pushes_repurchase,"w1_3_last_watch_rel_day: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_romance,genre,high,0.26929275247524753,0.11656242075833947,0.13107857940319448,0.698019801980198,0.7720385835529551,0.2279614164470449,606,high_value_pushes_repurchase,"w1_3_genre_ratio_romance: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_romance,genre,low,0.0,-0.07332646153774773,0.07332646153774773,0.4794069192751236,0.5546023399883945,0.44539766001160547,607,high_value_pushes_repurchase,"w1_3_genre_ratio_romance: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_ratio_romance,genre,mid,0.0,-0.07174287289469226,0.07174287289469228,0.44554455445544555,0.5498076281976173,0.4501923718023828,606,high_value_pushes_repurchase,"w1_3_genre_ratio_romance: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_watch_time_romance,genre,high,85.26567656765677,0.11651490090968954,0.14007552893901848,0.698019801980198,0.7720385835529551,0.2279614164470449,606,high_value_pushes_repurchase,"w1_3_genre_watch_time_romance: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_watch_time_romance,genre,low,0.0,-0.060485898918319944,0.060485898918319944,0.4794069192751236,0.5546023399883945,0.44539766001160547,607,high_value_pushes_repurchase,"w1_3_genre_watch_time_romance: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_watch_time_romance,genre,mid,0.0,-0.058515101916825636,0.05853147969513454,0.44554455445544555,0.5498076281976173,0.4501923718023828,606,high_value_pushes_repurchase,"w1_3_genre_watch_time_romance: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_unique_count,genre,high,4.947194719471947,0.1058878278407676,0.139655145677152,0.7244224422442245,0.7978134733131927,0.20218652668680728,606,high_value_pushes_repurchase,"w1_3_genre_unique_count: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_unique_count,genre,low,0.9588138385502472,-0.06158650196201878,0.06158650196201878,0.3871499176276771,0.44715042265210264,0.5528495773478973,607,high_value_pushes_repurchase,"w1_3_genre_unique_count: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_genre_unique_count,genre,mid,2.4686468646864688,-0.051776450076653324,0.05286846757042485,0.5115511551155115,0.6316619691686158,0.36833803083138417,606,high_value_pushes_repurchase,"w1_3_genre_unique_count: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_max_daily_watch_time,usage,high,241.7871287128713,0.05906591665540128,0.05935916995074695,0.7392739273927392,0.8121554132713817,0.18784458672861828,606,high_value_pushes_repurchase,"w1_3_max_daily_watch_time: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_max_daily_watch_time,usage,low,18.199341021416803,-0.12597809596426104,0.12601976533399253,0.34596375617792424,0.4324684337068371,0.5675315662931629,607,high_value_pushes_repurchase,"w1_3_max_daily_watch_time: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_max_daily_watch_time,usage,mid,106.81518151815182,0.04423384593962456,0.06422378558227677,0.5379537953795379,0.6320262458602226,0.36797375413977745,606,high_value_pushes_repurchase,"w1_3_max_daily_watch_time: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_avg_watch_time_per_session,usage,high,75.69220848679869,0.10114118858867802,0.11585403511779137,0.6567656765676567,0.7287130664420378,0.2712869335579622,606,high_value_pushes_repurchase,"w1_3_avg_watch_time_per_session: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_avg_watch_time_per_session,usage,low,7.225341991762768,-0.07028809070148197,0.07034354936969424,0.3904448105436573,0.4791094216983729,0.5208905783016271,607,high_value_pushes_repurchase,"w1_3_avg_watch_time_per_session: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_avg_watch_time_per_session,usage,mid,37.77121401650165,-0.061180612768815514,0.061180612768815514,0.5759075907590759,0.668750639371312,0.33124936062868815,606,high_value_pushes_repurchase,"w1_3_avg_watch_time_per_session: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_week2_ratio,usage,high,0.6819376633663367,-0.016100808713598175,0.05529620927775449,0.5808580858085809,0.6684328628378116,0.3315671371621885,606,high_value_pushes_churn_risk,"w1_3_week2_ratio: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_week2_ratio,usage,low,0.0,0.07661616785725936,0.07661616785725935,0.5107084019769358,0.5461500471634845,0.4538499528365155,607,high_value_pushes_churn_risk,"w1_3_week2_ratio: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_week2_ratio,usage,mid,0.13025567821782177,-0.03779566879825474,0.10158342092975646,0.5313531353135313,0.6618795894155998,0.33812041058440023,606,high_value_pushes_churn_risk,"w1_3_week2_ratio: 값이 높을수록 재구독 방향 SHAP 기여가 낮아져 이탈위험 쪽 신호입니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_week3_sessions,usage,high,5.47029702970297,0.09615222325388018,0.11042175166901819,0.8135313531353136,0.8658390336052175,0.13416096639478248,606,high_value_pushes_repurchase,"w1_3_week3_sessions: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_week3_sessions,usage,low,0.0,-0.05941892058694917,0.05942607837864468,0.38220757825370677,0.450574600227403,0.5494253997725971,607,high_value_pushes_repurchase,"w1_3_week3_sessions: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
w1_3_week3_sessions,usage,mid,0.8811881188118812,-0.05594464031921586,0.05594467796855875,0.4273927392739274,0.5602065808432456,0.43979341915675435,606,high_value_pushes_repurchase,"w1_3_week3_sessions: 값이 높을수록 재구독 방향 SHAP 기여가 커집니다. 단, 이는 예측 근거이지 인과 효과가 아닙니다."
