dataset_scope,model_name,score_type,decile,row_count,mean_score,observed_event_rate,event_definition,caution
overall_without_promotion,LogisticRegression,repurchase_score,1,2308,0.9818904107628492,0.9601386481802426,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,repurchase_score,9,2308,0.4504643046838201,0.39168110918544197,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,repurchase_score,10,2308,0.31264154703587493,0.285528596187175,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,churn_risk,1,2308,0.6873584529641251,0.7144714038128249,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,churn_risk,2,2308,0.54953569531618,0.608318890814558,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,churn_risk,3,2308,0.39718548916007795,0.395580589254766,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,churn_risk,4,2308,0.34844979082044025,0.3509532062391681,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,churn_risk,5,2308,0.2686338996354936,0.2638648180242634,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,churn_risk,6,2307,0.19408893244544237,0.19245773732119636,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,churn_risk,7,2308,0.14963770991003833,0.1278162911611785,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,churn_risk,8,2308,0.11312072112496761,0.08882149046793761,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,churn_risk,9,2308,0.0772629176018393,0.05849220103986135,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,RandomForest,churn_risk,10,2308,0.0426259922949439,0.02512998266897747,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,repurchase_score,1,2308,0.9683391890597589,0.9770363951473137,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,repurchase_score,2,2308,0.9391732049800047,0.9519064124783362,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,repurchase_score,3,2308,0.9046560606145315,0.9042461005199307,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,repurchase_score,4,2308,0.8654031552168017,0.8721837088388215,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,repurchase_score,5,2308,0.8166037411494451,0.8071923743500866,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,repurchase_score,6,2307,0.7420494921519322,0.7312527091460772,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,repurchase_score,7,2308,0.6532927794536835,0.6685441941074524,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,repurchase_score,8,2308,0.589693795516377,0.5879549393414212,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,repurchase_score,9,2308,0.4235943634958711,0.4246100519930676,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,repurchase_score,10,2308,0.2722646316996089,0.24913344887348354,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,churn_risk,1,2308,0.7277353683003911,0.7508665511265165,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,churn_risk,2,2308,0.5764056365041289,0.5753899480069324,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,churn_risk,3,2308,0.410306204483623,0.4120450606585789,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,churn_risk,4,2308,0.34670722054631653,0.33145580589254764,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,churn_risk,5,2308,0.25793026168876104,0.2690641247833622,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,churn_risk,6,2307,0.18338419724963692,0.19245773732119636,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,churn_risk,7,2308,0.13459684478319828,0.1278162911611785,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,churn_risk,8,2308,0.09534393938546849,0.09575389948006932,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,churn_risk,9,2308,0.06082679501999532,0.048093587521663775,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,GradientBoosting,churn_risk,10,2308,0.03166081094024097,0.02296360485268631,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,repurchase_score,1,2308,0.9026249824525268,0.9727036395147314,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,repurchase_score,2,2308,0.8536890895394499,0.9311091854419411,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,repurchase_score,3,2308,0.819642812739765,0.8782495667244368,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,repurchase_score,4,2308,0.7878667562045376,0.834055459272097,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,repurchase_score,5,2308,0.760974609125179,0.7881282495667244,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,repurchase_score,6,2307,0.733522749669714,0.7433896835717382,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,repurchase_score,7,2308,0.6934620331148232,0.6880415944540728,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,repurchase_score,8,2308,0.658311287892348,0.5948873483535528,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,repurchase_score,9,2308,0.5973278386497525,0.43457538994800693,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,repurchase_score,10,2308,0.36617846641941343,0.3089254766031196,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,churn_risk,1,2308,0.6338215335805866,0.6910745233968805,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,churn_risk,2,2308,0.4026721613502474,0.5654246100519931,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,churn_risk,3,2308,0.34168871210765195,0.4016464471403813,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,churn_risk,4,2308,0.3065379668851768,0.31542461005199307,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,churn_risk,5,2308,0.2664706232027367,0.2564991334488735,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,churn_risk,6,2307,0.23902012149941074,0.21196358907672302,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,churn_risk,7,2308,0.21213324379546245,0.16594454072790293,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,churn_risk,8,2308,0.18035718726023497,0.12175043327556326,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,churn_risk,9,2308,0.1463109104605502,0.06889081455805893,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,ExtraTrees,churn_risk,10,2308,0.09737501754747331,0.02729636048526863,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,repurchase_score,1,2308,0.988666528630705,0.9748700173310225,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,repurchase_score,2,2308,0.9643985994067741,0.9510398613518197,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,repurchase_score,3,2308,0.9291953781944925,0.9176776429809359,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,repurchase_score,4,2308,0.8797319955530946,0.8557192374350087,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,repurchase_score,5,2308,0.8187845404301953,0.8123916811091855,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,repurchase_score,6,2307,0.7359904477261384,0.7386215864759428,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,repurchase_score,7,2308,0.6639317340834299,0.6750433275563258,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,repurchase_score,8,2308,0.5705490773132057,0.5935875216637782,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,repurchase_score,9,2308,0.4033300090566486,0.39991334488734837,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,repurchase_score,10,2308,0.24269749939161697,0.2551993067590988,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,churn_risk,1,2308,0.757302500608383,0.7448006932409013,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,churn_risk,2,2308,0.5966699909433515,0.6000866551126517,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,churn_risk,3,2308,0.4294509226867943,0.40641247833622185,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,churn_risk,4,2308,0.33606826591657013,0.32495667244367415,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,churn_risk,5,2308,0.2639885451813031,0.26126516464471405,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,churn_risk,6,2307,0.18120058756153462,0.18768964022540097,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,churn_risk,7,2308,0.12026800444690551,0.14428076256499134,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,churn_risk,8,2308,0.0708046218055076,0.08232235701906412,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,churn_risk,9,2308,0.035601400593225765,0.048960138648180246,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,LightGBM,churn_risk,10,2308,0.011333471369294981,0.02512998266897747,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,repurchase_score,1,2308,0.9820425131292029,0.9735701906412478,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,repurchase_score,2,2308,0.9545299572485985,0.9558058925476604,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,repurchase_score,3,2308,0.9163811385270008,0.91421143847487,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,repurchase_score,4,2308,0.8685391497519028,0.871317157712305,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,repurchase_score,5,2308,0.81335394185172,0.8015597920277296,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,repurchase_score,6,2307,0.7320739771310106,0.7403554399653229,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,repurchase_score,7,2308,0.6592468661441754,0.6707105719237435,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,repurchase_score,8,2308,0.5754557543626277,0.584055459272097,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,repurchase_score,9,2308,0.41703349748300306,0.4150779896013865,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,repurchase_score,10,2308,0.2565298915309654,0.2474003466204506,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,churn_risk,1,2308,0.7434701084690346,0.7525996533795494,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,churn_risk,2,2308,0.5829665025169969,0.5849220103986135,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,churn_risk,3,2308,0.4245442456373722,0.41594454072790293,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,churn_risk,4,2308,0.3407531338558247,0.3292894280762565,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,churn_risk,5,2308,0.2679046209598125,0.25996533795493937,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,churn_risk,6,2307,0.1866322374467887,0.19809276116168184,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,churn_risk,7,2308,0.13146085024809714,0.12868284228769497,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,churn_risk,8,2308,0.0836188614729992,0.08578856152512998,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,churn_risk,9,2308,0.045470042751401506,0.04419410745233969,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_without_promotion,XGBoost,churn_risk,10,2308,0.01795748687079709,0.026429809358752165,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,repurchase_score,1,2308,0.983395593924182,0.9653379549393414,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,repurchase_score,2,2308,0.9380043983299262,0.9410745233968805,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,repurchase_score,3,2308,0.8908319079691963,0.9046793760831889,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,repurchase_score,4,2308,0.8400811773902702,0.8522530329289428,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,repurchase_score,5,2308,0.7846274209071064,0.7898613518197574,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,repurchase_score,6,2307,0.7175143478578602,0.729085392284352,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,repurchase_score,7,2308,0.6639174305993675,0.669844020797227,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,repurchase_score,8,2308,0.5778052596145372,0.5935875216637782,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,repurchase_score,9,2308,0.4797414402765141,0.44194107452339687,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,repurchase_score,10,2308,0.29727511876518925,0.28639514731369153,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,churn_risk,1,2308,0.7027248812348108,0.7136048526863085,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,churn_risk,2,2308,0.520258559723486,0.5589254766031195,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,churn_risk,3,2308,0.42219474038546273,0.4055459272097054,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,churn_risk,4,2308,0.3360825694006326,0.33015597920277295,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,churn_risk,5,2308,0.2824701271998916,0.27123050259965337,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,churn_risk,6,2307,0.21535901970566343,0.20979627221499783,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,churn_risk,7,2308,0.15991882260972975,0.1477469670710572,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,churn_risk,8,2308,0.10916809203080365,0.09532062391681109,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,churn_risk,9,2308,0.061995601670073876,0.058925476603119586,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,LogisticRegression,churn_risk,10,2308,0.016604406075817982,0.03466204506065858,nonrepurchase = is_repurchase=0,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,repurchase_score,1,2308,0.9793866477255064,0.979636048526863,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,repurchase_score,2,2308,0.9566857902205623,0.9553726169844021,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,repurchase_score,3,2308,0.9255079199763917,0.9272097053726169,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,repurchase_score,4,2308,0.8758575987534248,0.8661178509532063,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,repurchase_score,5,2308,0.8149844772721521,0.8175909878682842,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,repurchase_score,6,2307,0.7391858021381383,0.7351538794971825,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
overall_with_promotion,HistGradientBoosting,repurchase_score,7,2308,0.6588355753833166,0.6620450606585788,repurchase = is_repurchase=1,descriptive diagnostic only; not deployment calibration claim
