promo_scope,revised_segment_family,age_group,feature_name,feature_family,row_count,mean,median,q25,q75,segment_overall_mean,difference_vs_segment_overall,actual_repurchase_rate,actual_churn_rate,mean_gb_churn_risk,evidence_strength,interpretation,caveat
promo0,high_risk_activation_or_low_engagement,20,watch_time_min_w2,weekly_usage,58,3.189655172413793,0.0,0.0,0.0,2.688644688644689,0.5010104837691043,0.20689655172413793,0.7931034482758621,0.627908390561452,strong,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,watch_time_min_w3,weekly_usage,58,20.03448275862069,2.0,1.0,32.5,15.076923076923077,4.957559681697614,0.20689655172413793,0.7931034482758621,0.627908390561452,strong,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,watch_session_w1,weekly_sessions,58,0.15517241379310345,0.0,0.0,0.0,0.21611721611721613,-0.060944802324112674,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,watch_session_w2,weekly_sessions,58,0.3103448275862069,0.0,0.0,0.0,0.31135531135531136,-0.0010104837691044533,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,watch_session_w3,weekly_sessions,58,1.5,1.0,1.0,2.0,1.3626373626373627,0.13736263736263732,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,total_watch_time_min,usage_volume,58,23.43103448275862,3.5,1.0,36.0,18.175824175824175,5.255210306934444,0.20689655172413793,0.7931034482758621,0.627908390561452,strong,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,total_watch_count,usage_volume,58,1.9655172413793103,1.0,1.0,2.0,1.89010989010989,0.07540735126942022,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,watch_days,usage_frequency,58,1.4655172413793103,1.0,1.0,2.0,1.4322344322344323,0.03328280914487802,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,log_retention_w2_ratio,retention_ratio,58,0.3125780282672554,0.0,0.0,0.0,0.1542877795317861,0.1582902487354693,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,log_retention_w3_ratio,retention_ratio,58,1.516587372254418,0.6931471805599453,0.6931471805599453,2.4393262605895116,1.3275237965759723,0.18906357567844578,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,active_ratio,usage_concentration,58,0.06978653530377665,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.06820163963021104,0.001584895673565609,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,recency,recency_inactivity,58,2.6379310344827585,2.0,1.0,4.0,2.9267399267399266,-0.2888088922571681,0.20689655172413793,0.7931034482758621,0.627908390561452,strong,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,max_inactive_gap_days,recency_inactivity,58,2.0689655172413794,0.0,0.0,1.0,2.5238095238095237,-0.4548440065681443,0.20689655172413793,0.7931034482758621,0.627908390561452,strong,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,is_only_w1,early_usage_pattern,58,0.0,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,is_only_w2,early_usage_pattern,58,0.0,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,is_only_w3,early_usage_pattern,58,0.7586206896551724,1.0,1.0,1.0,0.7289377289377289,0.029682960717443474,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,genre_diversity_count,genre_preference,58,1.2758620689655173,1.0,1.0,1.0,1.3772893772893773,-0.10142730832385993,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,action_adventure_ratio,genre_preference,58,0.2879596740438852,0.0,0.0,0.6813725490196079,0.20582657109804714,0.08213310294583809,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,family_animation_ratio,genre_preference,58,0.06896551724137931,0.0,0.0,0.0,0.05734345020059306,0.01162206704078625,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,drama_ratio,genre_preference,58,0.08189655172413793,0.0,0.0,0.0,0.0898046398046398,-0.007908088080501877,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,thriller_crime_ratio,genre_preference,58,0.24189718327649362,0.0,0.0,0.29166666666666663,0.2293849784327299,0.012512204843763725,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,sf_fantasy_ratio,genre_preference,58,0.09913793103448276,0.0,0.0,0.0,0.09230503795721187,0.006832893077270891,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,comedy_ratio,genre_preference,58,0.04645593869731801,0.0,0.0,0.0,0.1011809331685108,-0.05472499447119279,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,romance_ratio,genre_preference,58,0.008620689655172414,0.0,0.0,0.0,0.03744014439666613,-0.02881945474149372,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,horror_ratio,genre_preference,58,0.03304597701149425,0.0,0.0,0.0,0.043435647662190345,-0.010389670650696098,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,documentary_ratio,genre_preference,58,0.017241379310344827,0.0,0.0,0.0,0.027472527472527472,-0.010231148162182645,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,historical_war_ratio,genre_preference,58,0.032882606281153685,0.0,0.0,0.0,0.04887831670891762,-0.01599571042776393,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,20,other_ratio,genre_preference,58,0.08189655172413793,0.0,0.0,0.0,0.06692775309796586,0.014968798626172064,0.20689655172413793,0.7931034482758621,0.627908390561452,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,watch_time_min_w1,weekly_usage,50,0.92,0.0,0.0,0.0,0.41025641025641024,0.5097435897435898,0.26,0.74,0.6399522703971439,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,watch_time_min_w2,weekly_usage,50,3.02,0.0,0.0,0.0,2.688644688644689,0.33135531135531116,0.26,0.74,0.6399522703971439,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,watch_time_min_w3,weekly_usage,50,15.62,2.0,1.0,16.0,15.076923076923077,0.5430769230769226,0.26,0.74,0.6399522703971439,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,watch_session_w1,weekly_sessions,50,0.16,0.0,0.0,0.0,0.21611721611721613,-0.05611721611721612,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,watch_session_w2,weekly_sessions,50,0.32,0.0,0.0,0.0,0.31135531135531136,0.008644688644688647,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,watch_session_w3,weekly_sessions,50,1.38,1.0,1.0,2.0,1.3626373626373627,0.017362637362637212,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,total_watch_time_min,usage_volume,50,19.56,2.0,1.0,19.75,18.175824175824175,1.3841758241758235,0.26,0.74,0.6399522703971439,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,total_watch_count,usage_volume,50,1.86,1.0,1.0,2.0,1.89010989010989,-0.03010989010988996,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,watch_days,usage_frequency,50,1.36,1.0,1.0,1.0,1.4322344322344323,-0.07223443223443216,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,log_retention_w2_ratio,retention_ratio,50,0.21055562449439866,0.0,0.0,0.0,0.1542877795317861,0.056267844962612557,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,log_retention_w3_ratio,retention_ratio,50,1.366646237287277,0.6931471805599453,0.6931471805599453,1.4817315064926029,1.3275237965759723,0.03912244071130466,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,active_ratio,usage_concentration,50,0.06476190476190474,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.06820163963021104,-0.0034397348683063017,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,recency,recency_inactivity,50,3.12,3.0,1.25,5.0,2.9267399267399266,0.19326007326007355,0.26,0.74,0.6399522703971439,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,max_inactive_gap_days,recency_inactivity,50,1.68,0.0,0.0,0.0,2.5238095238095237,-0.8438095238095238,0.26,0.74,0.6399522703971439,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,is_only_w1,early_usage_pattern,50,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,is_only_w2,early_usage_pattern,50,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,is_only_w3,early_usage_pattern,50,0.78,1.0,1.0,1.0,0.7289377289377289,0.051062271062271125,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,genre_diversity_count,genre_preference,50,1.44,1.0,1.0,2.0,1.3772893772893773,0.06271062271062267,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,action_adventure_ratio,genre_preference,50,0.22678875915693678,0.0,0.0,0.5,0.20582657109804714,0.020962188058889636,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,family_animation_ratio,genre_preference,50,0.02142857142857143,0.0,0.0,0.0,0.05734345020059306,-0.03591487877202163,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,drama_ratio,genre_preference,50,0.065,0.0,0.0,0.0,0.0898046398046398,-0.024804639804639803,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,thriller_crime_ratio,genre_preference,50,0.18691324516005367,0.0,0.0,0.0,0.2293849784327299,-0.042471733272676226,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,sf_fantasy_ratio,genre_preference,50,0.03231884057971015,0.0,0.0,0.0,0.09230503795721187,-0.05998619737750172,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,comedy_ratio,genre_preference,50,0.16055900621118013,0.0,0.0,0.0,0.1011809331685108,0.05937807304266933,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,romance_ratio,genre_preference,50,0.0344231884057971,0.0,0.0,0.0,0.03744014439666613,-0.0030169559908690344,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,horror_ratio,genre_preference,50,0.08214285714285716,0.0,0.0,0.0,0.043435647662190345,0.03870720948066681,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,documentary_ratio,genre_preference,50,0.0,0.0,0.0,0.0,0.027472527472527472,-0.027472527472527472,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,historical_war_ratio,genre_preference,50,0.09,0.0,0.0,0.0,0.04887831670891762,0.04112168329108238,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,30,other_ratio,genre_preference,50,0.10042553191489362,0.0,0.0,0.0,0.06692775309796586,0.033497778816927753,0.26,0.74,0.6399522703971439,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,40,watch_time_min_w1,weekly_usage,148,0.3310810810810811,0.0,0.0,0.0,0.41025641025641024,-0.07917532917532916,0.28378378378378377,0.7162162162162162,0.6198518596486108,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,40,watch_time_min_w2,weekly_usage,148,2.668918918918919,0.0,0.0,0.0,2.688644688644689,-0.019725769725770004,0.28378378378378377,0.7162162162162162,0.6198518596486108,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,40,watch_time_min_w3,weekly_usage,148,13.087837837837839,1.0,1.0,3.5,15.076923076923077,-1.989085239085238,0.28378378378378377,0.7162162162162162,0.6198518596486108,strong,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,40,watch_session_w1,weekly_sessions,148,0.25675675675675674,0.0,0.0,0.0,0.21611721611721613,0.04063954063954062,0.28378378378378377,0.7162162162162162,0.6198518596486108,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
