USER_KEY,product_code,price,billing_method,max_screen,is_promotion,is_churn_prevented,payment_device,is_user_verified,gender,age,reg_date,reg_hour,end_date,is_repurchase,is_standard,is_premium,age_group,is_female,is_male,reg_is_weekend,reg_hour_morning,reg_hour_afternoon,reg_hour_evening,reg_hour_night,payment_is_mobile,payment_is_pc,payment_is_android,payment_is_ios,total_watch_count,unique_movie,watch_days,active_ratio,total_watch_time(min),watch_per_day,avg_watch_time(min),median_watch_time(min),std_watch_time(min),avg_daily_watch_time(min),max_watch_time(min),max_daily_watch_time(min),max_daily_sessions,recency,avg_gap_between_watch_days,avg_gap_w1_watch_days,avg_gap_w2_watch_days,avg_gap_w3_watch_days,max_inactive_gap_days,avg_rewatch_ratio,weekend_watch_ratio,watch_ratio_under_1m,watch_ratio_under_5m,is_cold_start_3d,is_cold_start_7d,movie_per_active_day,max_day_share,day_count_over_3times,watch_time(min)_w1,watch_time(min)_w2,watch_time(min)_w3,watch_session_w1,watch_session_w2,watch_session_w3,retention_w2_ratio,retention_w3_ratio,diff_between_w2_w1,diff_between_w3_w1,diff_between_w3_w2,is_w1_over_50pct,is_w2_over_50pct,is_w3_over_50pct,is_only_w1,is_only_w2,is_only_w3,new_movie_in_90d_ratio,new_movie_in_180d_ratio,new_movie_in_365d_ratio,old_movie_ratio(5y),avg_ott_release_year,genre_diversity_count,action_adventure_ratio,family_animation_ratio,drama_ratio,thriller_crime_ratio,sf_fantasy_ratio,comedy_ratio,romance_ratio,horror_ratio,documentary_ratio,historical_war_ratio,other_ratio
06413c96660e23ddd8e6cc93b3e03e299201a9a1aa05ba70ea10b8a8c6f7a17686772ce450d9427ac59dd24d830052c31a8122bb355ce6d58ae7d6d16a9c8d65,pk_1487,7900.0,134,1.0,0,1,pc,0,N,40.0,2021-03-06,17,2021-03-12,1,0,0,40,0,0,1,0,1,0,0,0,1,0,0,12,10,3,0.142857,560,4.0,46.666667,18.5,56.110821,186.666667,170,288,5,1,2.0,0.0,0.0,2.0,3,0.166667,0.333333,0.166667,0.25,0,0,3.333333,0.514286,3,0,0,560,0,0,12,1.0,561.0,0,560,560,0,0,1,0,0,1,0.0,0.0,0.0,0.166667,2016.903571,4,0.0,0.001786,0.423214,0.0,0.0,0.192857,0.382143,0.0,0.0,0.0,0.0
06413c96660e23ddd8e6cc93b3e03e299201a9a1aa05ba70ea10b8a8c6f7a17686772ce450d9427ac59dd24d830052c31a8122bb355ce6d58ae7d6d16a9c8d65,pk_1487,7900.0,134,1.0,0,1,pc,0,N,40.0,2021-03-06,17,2021-03-12,1,0,0,40,0,0,1,0,1,0,0,0,1,0,0,12,10,3,0.142857,560,4.0,46.666667,18.5,56.110821,186.666667,170,288,5,1,2.0,0.0,0.0,2.0,3,0.166667,0.333333,0.166667,0.25,0,0,3.333333,0.514286,3,0,0,560,0,0,12,1.0,561.0,0,560,560,0,0,1,0,0,1,0.0,0.0,0.0,0.166667,2016.903571,4,0.0,0.001786,0.423214,0.0,0.0,0.192857,0.382143,0.0,0.0,0.0,0.0
06413c96660e23ddd8e6cc93b3e03e299201a9a1aa05ba70ea10b8a8c6f7a17686772ce450d9427ac59dd24d830052c31a8122bb355ce6d58ae7d6d16a9c8d65,pk_1488,10900.0,134,2.0,0,1,android,0,N,40.0,2021-03-12,23,2021-04-12,1,1,0,40,0,0,0,0,0,1,0,0,0,1,0,13,11,4,0.190476,691,3.25,53.153846,22.0,58.593012,172.75,170,288,5,5,2.0,0.0,2.0,0.0,3,0.153846,0.384615,0.153846,0.230769,0,0,2.75,0.416787,3,0,560,131,0,12,1,561.0,0.235294,560,131,-429,0,1,0,0,0,0,0.0,0.0,0.0,0.153846,2016.732272,5,0.0,0.001447,0.342981,0.0,0.0,0.156295,0.309696,0.0,0.0,0.18958,0.0
06413c96660e23ddd8e6cc93b3e03e299201a9a1aa05ba70ea10b8a8c6f7a17686772ce450d9427ac59dd24d830052c31a8122bb355ce6d58ae7d6d16a9c8d65,pk_1488,10900.0,134,2.0,0,1,android,0,N,40.0,2021-03-12,23,2021-04-12,1,1,0,40,0,0,0,0,0,1,0,0,0,1,0,13,11,4,0.190476,691,3.25,53.153846,22.0,58.593012,172.75,170,288,5,5,2.0,0.0,2.0,0.0,3,0.153846,0.384615,0.153846,0.230769,0,0,2.75,0.416787,3,0,560,131,0,12,1,561.0,0.235294,560,131,-429,0,1,0,0,0,0,0.0,0.0,0.0,0.153846,2016.732272,5,0.0,0.001447,0.342981,0.0,0.0,0.156295,0.309696,0.0,0.0,0.18958,0.0
06e29aff8528056461562d5763bded5505f51c9b89314829defc2d6ac6b918ee36690517e2b1cc46276dd51ccde2c4f61f433f8b727400b51b695d839bb6e64f,pk_2025,100.0,151,1.0,1,0,android,1,M,50.0,2021-03-06,17,2021-03-06,0,0,0,50,0,1,1,0,1,0,0,0,0,1,0,24,15,4,0.190476,332,6.0,13.833333,1.0,43.817474,83.0,200,209,13,14,2.0,2.0,0.0,0.0,4,0.166667,0.791667,0.541667,0.875,1,1,3.75,0.629518,3,332,0,0,24,0,0,0.003003,1.0,-332,-332,0,1,0,0,1,0,0,0.041667,0.125,0.375,0.0,2019.578313,6,0.0,0.006024,0.003012,0.924699,0.054217,0.0,0.009036,0.003012,0.0,0.0,0.0
06e29aff8528056461562d5763bded5505f51c9b89314829defc2d6ac6b918ee36690517e2b1cc46276dd51ccde2c4f61f433f8b727400b51b695d839bb6e64f,pk_2026,10900.0,151,2.0,0,0,android,1,M,50.0,2021-03-06,18,2021-04-06,0,1,0,50,0,1,1,0,0,1,0,0,0,1,0,24,15,4,0.190476,332,6.0,13.833333,1.0,43.817474,83.0,200,209,13,14,2.0,2.0,0.0,0.0,4,0.166667,0.791667,0.541667,0.875,1,1,3.75,0.629518,3,332,0,0,24,0,0,0.003003,1.0,-332,-332,0,1,0,0,1,0,0,0.041667,0.125,0.375,0.0,2019.578313,6,0.0,0.006024,0.003012,0.924699,0.054217,0.0,0.009036,0.003012,0.0,0.0,0.0
072c0b5986c11d3c3e14fcd4f213a2cba2e973e41e635c1d51af7282689df42cb2d43ab52af8869a7780f26cd86e2f5ea384d3fbadca5ca2a72f04f77909084c,pk_1507,16.49,140,4.0,0,0,ios,0,N,40.0,2021-03-09,21,2021-03-09,0,0,1,40,0,0,0,0,0,1,0,0,0,0,1,10,9,6,0.285714,308,1.666667,30.8,11.5,45.23224,51.333333,119,144,4,2,3.4,3.0,1.0,2.0,8,0.1,0.3,0.4,0.4,1,1,1.5,0.467532,1,148,25,135,6,2,2,0.174497,5.230769,-123,-13,110,0,0,0,0,0,0,0.1,0.1,0.1,0.4,2016.701299,4,0.5,0.0,0.055195,0.357143,0.0,0.0,0.087662,0.0,0.0,0.0,0.0
072c0b5986c11d3c3e14fcd4f213a2cba2e973e41e635c1d51af7282689df42cb2d43ab52af8869a7780f26cd86e2f5ea384d3fbadca5ca2a72f04f77909084c,pk_1508,9.99,140,1.0,0,0,ios,0,N,40.0,2021-03-09,22,2021-04-10,1,0,0,40,0,0,0,0,0,1,0,0,0,0,1,10,9,6,0.285714,308,1.666667,30.8,11.5,45.23224,51.333333,119,144,4,2,3.4,3.0,1.0,2.0,8,0.1,0.3,0.4,0.4,1,1,1.5,0.467532,1,148,25,135,6,2,2,0.174497,5.230769,-123,-13,110,0,0,0,0,0,0,0.1,0.1,0.1,0.4,2016.701299,4,0.5,0.0,0.055195,0.357143,0.0,0.0,0.087662,0.0,0.0,0.0,0.0
072c0b5986c11d3c3e14fcd4f213a2cba2e973e41e635c1d51af7282689df42cb2d43ab52af8869a7780f26cd86e2f5ea384d3fbadca5ca2a72f04f77909084c,pk_1508,9.99,140,1.0,0,0,ios,0,N,40.0,2021-03-09,22,2021-04-10,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,10,9,6,0.285714,308,1.666667,30.8,11.5,45.23224,51.333333,119,144,4,2,3.4,3.0,1.0,2.0,8,0.1,0.3,0.4,0.4,1,1,1.5,0.467532,1,148,25,135,6,2,2,0.174497,5.230769,-123,-13,110,0,0,0,0,0,0,0.1,0.1,0.1,0.4,2016.701299,4,0.5,0.0,0.055195,0.357143,0.0,0.0,0.087662,0.0,0.0,0.0,0.0
07e21f3a885e79ef644b536bbc1394a08874766e979f79465800aa6bf2808380bb61dfa750b073b891342b3b67d9d3d797246bb2cc37b9ba2b77a3eb20316ea0,pk_1488,10900.0,190,2.0,0,1,ott,1,F,25.0,2021-03-03,22,2021-04-03,1,1,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07e21f3a885e79ef644b536bbc1394a08874766e979f79465800aa6bf2808380bb61dfa750b073b891342b3b67d9d3d797246bb2cc37b9ba2b77a3eb20316ea0,pk_1487,100.0,190,1.0,1,1,mobile,1,F,25.0,2021-03-03,22,2021-03-03,0,0,0,20,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07e8934c2a06f8b6e27296413d04e783282f9446ea0c8c983a99fbfcb6646e34c86e2ba3d365d822d0f6978b8b38a354b089e2caf0ffa9ab3c49df4151f13ac0,pk_1488,10900.0,134,2.0,0,0,mobile,1,F,30.0,2021-03-13,20,2021-04-13,1,1,0,30,1,0,1,0,0,1,0,1,0,0,0,7,7,4,0.190476,213,1.75,30.428571,25.0,31.304191,53.25,85,85,4,5,4.0,0.0,5.0,0.0,5,0.0,0.714286,0.285714,0.285714,1,1,1.75,0.399061,1,32,123,58,1,5,1,3.757576,0.475806,91,26,-65,0,1,0,0,0,0,0.857143,0.857143,0.857143,0.0,2020.455399,5,0.169014,0.0,0.00939,0.399061,0.150235,0.0,0.2723,0.0,0.0,0.0,0.0
07e8934c2a06f8b6e27296413d04e783282f9446ea0c8c983a99fbfcb6646e34c86e2ba3d365d822d0f6978b8b38a354b089e2caf0ffa9ab3c49df4151f13ac0,pk_1488,10900.0,134,2.0,0,0,mobile,1,F,30.0,2021-03-13,20,2021-04-13,1,1,0,30,1,0,1,0,0,1,0,1,0,0,0,7,7,4,0.190476,213,1.75,30.428571,25.0,31.304191,53.25,85,85,4,5,4.0,0.0,5.0,0.0,5,0.0,0.714286,0.285714,0.285714,1,1,1.75,0.399061,1,32,123,58,1,5,1,3.757576,0.475806,91,26,-65,0,1,0,0,0,0,0.857143,0.857143,0.857143,0.0,2020.455399,5,0.169014,0.0,0.00939,0.399061,0.150235,0.0,0.2723,0.0,0.0,0.0,0.0
0d58898bdb962a4c0c73a146f1746c5fb2fcb039a6649e155de1af20ad3c6cfdff00cd765abb49920533033997ab1181b02526d60191367e93e3690860691cf8,pk_1506,13.49,140,2.0,0,0,ios,0,N,40.0,2021-03-12,11,2021-04-13,1,1,0,40,0,0,0,1,0,0,0,0,0,0,1,2,2,2,0.095238,103,1.0,51.5,51.5,71.417785,51.5,102,102,1,4,7.0,0.0,0.0,0.0,7,0.0,1.0,0.5,0.5,0,0,1.0,0.990291,0,0,1,102,0,1,1,2.0,51.5,1,102,101,0,0,1,0,0,0,0.5,0.5,0.5,0.0,2018.029126,2,0.009709,0.0,0.0,0.990291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0d58898bdb962a4c0c73a146f1746c5fb2fcb039a6649e155de1af20ad3c6cfdff00cd765abb49920533033997ab1181b02526d60191367e93e3690860691cf8,pk_1508,9.99,140,1.0,0,0,ios,0,N,40.0,2021-03-13,15,2021-04-14,0,0,0,40,0,0,1,0,1,0,0,0,0,0,1,2,2,2,0.095238,103,1.0,51.5,51.5,71.417785,51.5,102,102,1,5,7.0,0.0,0.0,0.0,7,0.0,1.0,0.5,0.5,0,0,1.0,0.990291,0,0,1,102,0,1,1,2.0,51.5,1,102,101,0,0,1,0,0,0,0.5,0.5,0.5,0.0,2018.029126,2,0.009709,0.0,0.0,0.990291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fb656fcb99e9ae39c733b14a64c37043b83e8c220b0bbb46e39d6bb4f0f875a50332e87c9a5c8e98ba9ad3486f4d619f391761a7c12ea6d7363fab37843f706,pk_1487,100.0,190,1.0,1,0,mobile,1,F,25.0,2021-03-12,20,2021-03-13,1,0,0,20,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0.047619,200,1.0,200.0,200.0,0.0,200.0,200,200,1,12,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,1.0,1.0,0,0,200,0,0,1,0,201.0,0.004975,200,0,-200,0,1,0,0,1,0,0.0,0.0,0.0,0.0,2019.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0fb656fcb99e9ae39c733b14a64c37043b83e8c220b0bbb46e39d6bb4f0f875a50332e87c9a5c8e98ba9ad3486f4d619f391761a7c12ea6d7363fab37843f706,pk_1488,10900.0,131,2.0,0,0,ott,1,F,25.0,2021-03-13,15,2021-04-13,1,1,0,20,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0.047619,200,1.0,200.0,200.0,0.0,200.0,200,200,1,13,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,1,1.0,1.0,0,0,200,0,0,1,0,201.0,0.004975,200,0,-200,0,1,0,0,1,0,0.0,0.0,0.0,0.0,2019.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106ec1109b5c9c98368db33c845ff558ff083389d96bc235220d91616e674ef9285e1f26c17295073ac78bf72bac9fe045144b4816203c39d59b6fc503c1e8a1,pk_1506,13.49,140,2.0,0,0,ios,0,N,40.0,2021-03-10,10,2021-04-11,1,1,0,40,0,0,0,1,0,0,0,0,0,0,1,5,3,4,0.190476,10,1.25,2.0,1.0,1.414214,2.5,4,5,2,3,5.0,0.0,0.0,3.0,11,0.2,0.2,0.6,1.0,1,1,0.75,0.5,0,1,1,8,1,1,3,1.0,4.5,0,7,7,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2016.6,2,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0
106ec1109b5c9c98368db33c845ff558ff083389d96bc235220d91616e674ef9285e1f26c17295073ac78bf72bac9fe045144b4816203c39d59b6fc503c1e8a1,pk_1508,9.99,140,1.0,0,0,ios,0,N,40.0,2021-03-11,17,2021-04-12,1,0,0,40,0,0,0,0,1,0,0,0,0,0,1,5,3,4,0.190476,10,1.25,2.0,1.0,1.414214,2.5,4,5,2,4,5.0,0.0,1.0,0.0,11,0.2,0.2,0.6,1.0,1,1,0.75,0.5,0,1,6,3,1,3,1,3.5,0.571429,5,2,-3,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2016.6,2,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0,0.0
10d58f5fa156cbd2367fb314196f300432043cd5206dcf8cfc5bdf91af8455e81e0c3caf27e844f422348b69097cf5c9d1299524985bb5910ddd4a375d2fba11,pk_1508,9.99,140,1.0,0,0,ios,0,N,40.0,2021-03-07,15,2021-03-07,0,0,0,40,0,0,1,0,1,0,0,0,0,0,1,8,4,4,0.190476,195,2.0,24.375,18.0,29.227861,48.75,88,119,3,0,5.333333,0.0,0.0,3.0,8,0.375,0.125,0.375,0.375,0,1,1.0,0.610256,1,73,119,3,3,2,3,1.621622,0.033333,46,-70,-116,0,1,0,0,0,0,0.25,0.25,0.25,0.625,2018.282051,2,0.0,0.0,0.010256,0.989744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10d58f5fa156cbd2367fb314196f300432043cd5206dcf8cfc5bdf91af8455e81e0c3caf27e844f422348b69097cf5c9d1299524985bb5910ddd4a375d2fba11,pk_1508,9.99,140,1.0,0,0,ios,0,N,40.0,2021-03-07,15,2021-03-07,0,0,0,40,0,0,1,0,1,0,0,0,0,0,1,8,4,4,0.190476,195,2.0,24.375,18.0,29.227861,48.75,88,119,3,0,5.333333,0.0,0.0,3.0,8,0.375,0.125,0.375,0.375,0,1,1.0,0.610256,1,73,119,3,3,2,3,1.621622,0.033333,46,-70,-116,0,1,0,0,0,0,0.25,0.25,0.25,0.625,2018.282051,2,0.0,0.0,0.010256,0.989744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110ad579268828a0fc0001a69719c0df752a6b382c35f5c2e1ccc8dc5fce6efb0bde60b2d688a3f88d821cc3671ba11bdaaf47afe1aefad5d4e24bb53be19467,pk_1508,9.99,140,1.0,0,0,ios,1,F,25.0,2021-03-12,23,2021-04-13,0,0,0,20,1,0,0,0,0,1,0,0,0,0,1,5,4,4,0.190476,228,1.25,45.6,2.0,60.6325,57.0,114,114,2,3,1.666667,0.0,1.0,2.0,2,0.2,0.2,0.4,0.6,0,0,1.0,0.5,0,0,111,117,0,2,3,112.0,1.053571,111,117,6,0,0,1,0,0,0,0.4,0.4,0.4,0.0,2018.035088,3,0.0,0.0,0.491228,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.008772
110ad579268828a0fc0001a69719c0df752a6b382c35f5c2e1ccc8dc5fce6efb0bde60b2d688a3f88d821cc3671ba11bdaaf47afe1aefad5d4e24bb53be19467,pk_1506,13.49,140,2.0,0,0,ios,1,F,25.0,2021-03-13,19,2021-04-14,1,1,0,20,1,0,1,0,0,1,0,0,0,0,1,7,5,5,0.238095,231,1.4,33.0,2.0,53.981478,46.2,114,114,2,0,2.25,0.0,1.0,3.0,4,0.142857,0.142857,0.428571,0.714286,0,0,1.0,0.493506,0,0,111,120,0,2,5,112.0,1.080357,111,120,9,0,0,1,0,0,0,0.428571,0.428571,0.428571,0.142857,2018.047619,3,0.0,0.0,0.484848,0.0,0.0,0.0,0.493506,0.0,0.0,0.0,0.021645
121ae7a87c018818ba76dc4c8e440dcdb1728fa6bea00c73003a07f14ad5bb699fd60e37f30ec3d6af6472ab289ee3b3fadd8eca2548c38bd183f3e42572203f,pk_1488,10900.0,131,2.0,0,0,android,1,M,40.0,2021-03-06,18,2021-04-06,1,1,0,40,0,1,1,0,0,1,0,0,0,1,0,7,4,5,0.238095,416,1.4,59.428571,66.0,48.599922,83.2,116,117,2,4,3.75,0.0,1.0,1.0,7,0.428571,0.857143,0.142857,0.142857,1,1,0.8,0.28125,0,117,112,187,2,2,3,0.957627,1.663717,-5,70,75,0,0,0,0,0,0,0.285714,0.285714,0.285714,0.0,2018.302885,3,0.0,0.533654,0.0,0.0,0.0,0.269231,0.197115,0.0,0.0,0.0,0.0
