column_name,patched_primary_role,patched_feature_family,why_excluded_from_standard_eda,possible_future_resolution,possible_sensitivity_use
family_animation_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
drama_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
thriller_crime_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
sf_fantasy_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
comedy_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
romance_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
horror_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
documentary_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
historical_war_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
other_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
