model_family,feature_or_family,comparison_level,promo1_importance,promo0_importance,delta_promo1_minus_promo0,stronger_in,interpretation,caveat,notes
GradientBoosting,diff_between_w2_w1,feature,0.1599020893437688,0.2193343204360928,-0.05943223109232401,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,diff_between_w3_w1,feature,0.0951572768527211,0.2071480356436831,-0.11199075879096199,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,diff_between_w3_w2,feature,0.0939374215735465,0.0748812235660641,0.0190561980074824,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,documentary_ratio,feature,0.0012001815775163,0.0,0.0012001815775163,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,drama_ratio,feature,0.2644787370626449,0.2789634526268291,-0.01448471556418418,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,family_animation_ratio,feature,0.2181172489013807,0.2010908117664383,0.017026437134942396,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,genre_diversity_count,feature,0.0626999534575508,0.0304513941811421,0.032248559276408705,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,historical_war_ratio,feature,0.0035156081041181,0.0,0.0035156081041181,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,horror_ratio,feature,0.0522753475003312,0.0614487415085077,-0.009173394008176503,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_basic,feature,0.1306501533508053,0.0223451980369953,0.10830495531380999,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_churn_prevented,feature,0.0703260672789878,0.0581674155004773,0.012158651778510499,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_cold_start_3d_fixed,feature,0.1755691321829313,0.0500236933924705,0.1255454387904608,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_cold_start_7d_fixed,feature,0.0,0.0,0.0,similar,similar_or_unavailable,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_female,feature,0.0,0.0,0.0,similar,similar_or_unavailable,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_male,feature,0.0008663832984991,0.0,0.0008663832984991,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_only_w1,feature,0.041002316531936,0.0990171840073126,-0.058014867475376604,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_only_w2,feature,0.0,0.0,0.0,similar,similar_or_unavailable,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_only_w3,feature,0.0,0.0032996456380599,-0.0032996456380599,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_premium,feature,0.0004973247089161,0.0,0.0004973247089161,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_standard,feature,0.0,0.0027785725084474,-0.0027785725084474,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_user_verified,feature,0.0,0.0027539958379757,-0.0027539958379757,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_w1_over_50pct,feature,0.01491966185157,0.0275361917050728,-0.012616529853502801,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_w2_over_50pct,feature,0.0024284615647907,0.002166855859486,0.0002616057053047003,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,is_w3_over_50pct,feature,0.0,0.0,0.0,similar,similar_or_unavailable,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,log_retention_w2_ratio,feature,0.2729463833557672,0.204587960548629,0.06835842280713822,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,log_retention_w3_ratio,feature,0.2934424574598315,0.2522233694932839,0.04121908796654761,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,max_daily_sessions,feature,0.0,0.0,0.0,similar,similar_or_unavailable,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,max_daily_watch_time_min,feature,0.0097487014274953,0.0104132370834726,-0.0006645356559772993,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,max_day_share,feature,0.081475167270565,0.1110517588671917,-0.029576591596626692,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,max_inactive_gap_days,feature,0.0234175182878491,0.0069771197582601,0.016440398529589,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,max_watch_time_min,feature,0.1591182082693041,0.115962135126936,0.04315607314236809,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,median_watch_time_min,feature,0.098868224166503,0.1438716618601142,-0.04500343769361122,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,movie_per_active_day,feature,0.0072339535486457,0.0010741543003316,0.0061597992483141,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,new_movie_in_180d_ratio,feature,0.0097257640709337,0.0035774050169332,0.006148359054000499,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,new_movie_in_365d_ratio,feature,0.0022745965817249,0.0,0.0022745965817249,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,new_movie_in_90d_ratio,feature,0.0102171480304757,0.005928824257857,0.004288323772618701,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,old_movie_ratio_5y,feature,0.0116820953530862,0.0008907179144542,0.010791377438631998,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,other_ratio,feature,0.0221458177962869,0.0059433661838717,0.016202451612415198,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,recency,feature,0.0321524999088681,0.0079677679525647,0.0241847319563034,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,reg_hour_afternoon,feature,0.0,0.0006107883933513,-0.0006107883933513,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,reg_hour_evening,feature,0.0003606675170298,0.005297377986104,-0.0049367104690742,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,reg_hour_morning,feature,0.0,0.0018435586591332,-0.0018435586591332,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,reg_hour_night,feature,0.0012332737468054,0.0,0.0012332737468054,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,reg_is_weekend,feature,0.000968191770597,0.0,0.000968191770597,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,romance_ratio,feature,0.2389247993412742,0.1797383910890403,0.059186408252233896,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,sf_fantasy_ratio,feature,0.0423720275248629,0.0324902784640241,0.009881749060838801,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,std_watch_time_min,feature,0.0058146357956237,0.0080868540382149,-0.002272218242591199,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,thriller_crime_ratio,feature,0.2462675675885135,0.1911692661941302,0.05509830139438332,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,total_watch_count,feature,0.0,0.0,0.0,similar,similar_or_unavailable,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,total_watch_time_min,feature,0.0050815334220838,0.0,0.0050815334220838,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,unique_movie,feature,0.0088439933955287,0.0,0.0088439933955287,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,watch_days,feature,0.0056562380368561,0.0,0.0056562380368561,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,watch_per_day,feature,0.005532131435201,0.0024341922302443,0.0030979392049567,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,watch_ratio_under_1m,feature,0.0080760170012545,0.0633455492216547,-0.055269532220400194,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,watch_ratio_under_5m,feature,0.0226546023919116,0.0037848885284549,0.0188697138634567,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,watch_session_w1,feature,0.0067823217320508,0.004147996186041,0.0026343255460098006,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,watch_session_w2,feature,0.0009161055662172,0.0075333796108899,-0.0066172740446727,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,watch_session_w3,feature,0.0115049092012888,0.0,0.0115049092012888,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,watch_time_min_w1,feature,0.0340845426876947,0.0060031918952059,0.0280813507924888,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,watch_time_min_w2,feature,0.0201812105673765,0.0079921643367451,0.012189046230631401,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,watch_time_min_w3,feature,0.3871066057901919,0.4369895608869778,-0.04988295509678592,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
GradientBoosting,weekend_watch_ratio,feature,0.0104953763112087,0.0038599769849676,0.0066353993262411,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,action_adventure_ratio,feature,0.2922579889466805,0.2723509423289483,0.019907046617732183,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,active_ratio,feature,0.1663512513634891,0.1534063032792518,0.012944948084237295,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,age_group,feature,0.0344458077658432,0.0597242120593125,-0.025278404293469295,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,avg_daily_watch_time_min,feature,0.0121347647520169,0.0988412229905981,-0.0867064582385812,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,avg_gap_between_watch_days,feature,0.0334702991071327,0.0059598438145466,0.0275104552925861,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,avg_gap_w1_watch_days,feature,0.0138543117727797,0.0818643599868422,-0.06801004821406251,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,avg_gap_w2_watch_days,feature,0.0024039663341985,0.0329336236062506,-0.0305296572720521,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,avg_gap_w3_watch_days,feature,0.058655921891353,0.0932792851068048,-0.034623363215451806,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,avg_ott_release_year,feature,0.313254510775761,0.3371916794687909,-0.02393716869302992,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,avg_rewatch_ratio,feature,0.0076451785921843,0.0074887604447757,0.0001564181474085994,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,avg_watch_time_min,feature,0.4229228000307282,0.3776661044236347,0.0452566956070935,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,comedy_ratio,feature,0.0619082301077969,0.0594061474524472,0.002502082655349701,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,day_count_over_3times,feature,0.0676112535195459,0.0833030448065743,-0.015691791287028398,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,diff_between_w2_w1,feature,0.0446458337593755,0.0310218704159338,0.013623963343441702,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,diff_between_w3_w1,feature,0.0277029392582542,0.0254483825742218,0.002254556684032398,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,diff_between_w3_w2,feature,0.0149003348702725,0.0577816507812345,-0.042881315910961997,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,documentary_ratio,feature,0.0275836743218,0.0131684423471668,0.0144152319746332,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,drama_ratio,feature,0.1715006992161132,0.135083884252772,0.036416814963341176,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,family_animation_ratio,feature,0.1298639336745636,0.1716329455453711,-0.041769011870807504,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,genre_diversity_count,feature,0.5003036116292912,0.5361599519558375,-0.03585634032654639,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,historical_war_ratio,feature,0.0663889143014957,0.0421774842959413,0.024211430005554396,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,horror_ratio,feature,0.0737556011362301,0.1218949438986564,-0.048139342762426304,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_basic,feature,0.1184028120348057,0.0693557463347032,0.04904706570010249,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_churn_prevented,feature,0.1454498453768016,0.1319064603315363,0.01354338504526531,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_cold_start_3d_fixed,feature,0.2620429338381432,0.0943273495564803,0.1677155842816629,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_cold_start_7d_fixed,feature,0.0244828777076365,0.0191689884587279,0.005313889248908601,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_female,feature,0.0069698440081613,0.0906457663354824,-0.0836759223273211,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_male,feature,0.0523728423852963,0.0103187381970267,0.042054104188269596,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_only_w1,feature,0.1323119987629607,0.0937578933294231,0.038554105433537614,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_only_w2,feature,0.0773177787482354,0.1267834861982117,-0.049465707449976304,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_only_w3,feature,0.0728140444893718,0.00112657376042,0.0716874707289518,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_premium,feature,0.0658187110007475,0.0170035147436046,0.0488151962571429,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_standard,feature,0.054567051084614,0.0518365991867811,0.0027304518978329,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_user_verified,feature,0.0,0.0489766192516361,-0.0489766192516361,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_w1_over_50pct,feature,0.1532842173018329,0.0145059201760873,0.1387782971257456,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_w2_over_50pct,feature,0.4971036854652465,0.4845743696610549,0.012529315804191643,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,is_w3_over_50pct,feature,0.4281064525889355,0.3687137868922631,0.0593926656966724,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,log_retention_w2_ratio,feature,0.2954436019106832,0.4982011884241238,-0.2027575865134406,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,log_retention_w3_ratio,feature,0.5885806014715826,0.7782463855612568,-0.18966578408967416,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,max_daily_sessions,feature,0.1108970097039622,0.0962619960273584,0.014635013676603803,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,max_daily_watch_time_min,feature,0.0250859923305392,0.2177949338323903,-0.19270894150185108,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,max_day_share,feature,0.2181041890261727,0.2662094958914803,-0.04810530686530759,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,max_inactive_gap_days,feature,0.2505210503287304,0.4825311629015478,-0.2320101125728174,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,max_watch_time_min,feature,0.0563653735325299,0.0980755484027835,-0.0417101748702536,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,median_watch_time_min,feature,0.0228095598632033,0.1809401092287856,-0.1581305493655823,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,movie_per_active_day,feature,0.0574158565381174,0.0125549368152496,0.0448609197228678,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,new_movie_in_180d_ratio,feature,0.0960071281029329,0.0665030988205337,0.029504029282399202,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,new_movie_in_365d_ratio,feature,0.0366076617380185,0.0012406422903408,0.0353670194476777,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,new_movie_in_90d_ratio,feature,0.0141004715161163,0.0124288976373091,0.0016715738788071997,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,old_movie_ratio_5y,feature,0.0173329345430809,0.0117126191509374,0.005620315392143501,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,other_ratio,feature,0.0088026251941829,0.0008468582321917,0.0079557669619912,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,recency,feature,0.1709622335668793,0.3695511937767772,-0.19858896020989789,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,reg_hour_afternoon,feature,0.0249421263201676,0.0214559719126706,0.0034861544074969997,promo1,model uses this feature more strongly in promo1,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
LogisticRegression,reg_hour_evening,feature,0.0110344514787238,0.0340119162566636,-0.022977464777939802,promo0,model uses this feature more strongly in promo0,"This is model behavior, not evidence that 100won caused the difference.",Feature-level comparison retains existing SHAP values.
