check_name,status,value,notes,actual_model_output_folder,actual_figure_output_folder
no_review_columns_used,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
no_forbidden_columns_used,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
no_USER_KEY_as_feature,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
no_source_row_number_as_feature,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
no_is_repurchase_as_feature,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
is_promotion_not_used_in_groupwise_models,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
is_promotion_only_used_in_overall_with_promotion_scope,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
StratifiedGroupKFold_used,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
no_group_overlap_in_cv,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
all_fold_validation_sets_have_both_classes,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
no_shap_performed,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
no_optuna_performed,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
no_hyperparameter_tuning_performed,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
no_final_threshold_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
no_final_segmentation_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
cv_fold_metrics_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
cv_summary_metrics_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
ladder_growth_summary_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
best_baseline_by_scope_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
train_valid_gap_audit_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
selected_oof_predictions_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
score_orientation_policy_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
modeling_warnings_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
handoff_to_12_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
handoff_to_16_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
figures_created,PASS,6,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
figure_inventory_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
visualization_warnings_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
matplotlib_only_for_figures,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
seaborn_not_used,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
korean_font_found_or_warning_recorded,PASS,"['Malgun Gothic', 'Noto Sans CJK KR', 'Noto Sans KR', 'NanumGothic', 'AppleGothic', 'DejaVu Sans']",,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
readme_created,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
note_md_updated,PASS,,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
review_zip_created,FAIL,C:\Code\ott-churn-prediction\park.ingyeom\zip\11_baseline_growth_history_260513_review_package.zip,updated after zip,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
notebook_saved_with_outputs,PASS,C:\Code\ott-churn-prediction\park.ingyeom\notebook\11_baseline_growth_history_260513\11_baseline_growth_history_260513.ipynb,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
csv_output_count_is_23_excluding_readme,FAIL,updated after save,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
zip_contains_23_csv_outputs,FAIL,updated after zip,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
zip_contains_required_core_files,FAIL,updated after zip,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
zip_contains_required_png_figures,FAIL,updated after zip,,C:\Code\ott-churn-prediction\park.ingyeom\reports\models\11_baseline_growth_history_260513,C:\Code\ott-churn-prediction\park.ingyeom\reports\figures\11_baseline_growth_history_260513
