file_path,file_role,sha256_before,sha256_after,size_before,size_after,status
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo0\trials_all.csv,model_reference,355eee14be0c36a4715dadcdb4b918918a2579af62c8e8d7f814337d3898291a,355eee14be0c36a4715dadcdb4b918918a2579af62c8e8d7f814337d3898291a,14385,14385,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo0\feature_manifest_used.csv,model_reference,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,1818,1818,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo0\SOURCE_POINTER.txt,model_reference,8fa3b7cea9c621ed84fa4cd3cd7e29293fe85a5e0006b61cfe02636eb8af032b,8fa3b7cea9c621ed84fa4cd3cd7e29293fe85a5e0006b61cfe02636eb8af032b,558,558,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\final_result.csv,model_reference,cb67141fe1c0ef0482cb0b6f40764c862b044f8de8ff069dc8994da7b41c5210,cb67141fe1c0ef0482cb0b6f40764c862b044f8de8ff069dc8994da7b41c5210,1130,1130,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\trials_all.csv,model_reference,c125274e6aa6d297686583b04a6d36819e460b1b2637dac1ee4eecdf7c0d28b1,c125274e6aa6d297686583b04a6d36819e460b1b2637dac1ee4eecdf7c0d28b1,14408,14408,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\feature_manifest_used.csv,model_reference,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,1818,1818,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\SOURCE_POINTER.txt,model_reference,4833361cf8745493c95b4daf867374dc724d8d427d8e8b1d0285514f90958dcf,4833361cf8745493c95b4daf867374dc724d8d427d8e8b1d0285514f90958dcf,558,558,unchanged
PUBLIC\notebooks\15_oof_score_or_sensitivity_260520\15_four_model_oof_score_generation_260520.ipynb,notebook,32d7a8bd0eed1e740945b5c3d96ba258b52b9c117ed76a82b60907c11431a9fb,32d7a8bd0eed1e740945b5c3d96ba258b52b9c117ed76a82b60907c11431a9fb,13460,13460,unchanged
PUBLIC\notebooks\15_oof_score_or_sensitivity_260520\15_four_model_oof_score_generation_260520_executed.ipynb,notebook,e315464952dfca8984b8cd9d3889a2ea84d1983ca126ad07cb06fc4438800183,e315464952dfca8984b8cd9d3889a2ea84d1983ca126ad07cb06fc4438800183,25682,25682,unchanged
PUBLIC\notebooks\15_oof_score_or_sensitivity_260520\15_four_model_oof_score_generation_hotfix_260520.ipynb,notebook,2fb9743989104857cee05d7191b23b202eb8143daef7711d64b17b4e8521b1ca,2fb9743989104857cee05d7191b23b202eb8143daef7711d64b17b4e8521b1ca,1035,1035,unchanged
PUBLIC\notebooks\15_oof_score_or_sensitivity_260520\15_four_model_oof_score_generation_hotfix_260520_executed.ipynb,notebook,,,,,intentionally_updated_hotfix_output
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_gb_lr_high_risk_overlap.csv,existing_15_result,34b3c42b15b6c8803f9c51686191a0399ea5940d295e95f8052c2449f66e6bbb,34b3c42b15b6c8803f9c51686191a0399ea5940d295e95f8052c2449f66e6bbb,280,280,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_model_config_extraction.csv,existing_15_result,5893199beb2b40c60f48514540c64f18854cd7f485fee0ca39a138fbfd4179f2,5893199beb2b40c60f48514540c64f18854cd7f485fee0ca39a138fbfd4179f2,1703,1703,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_feature_policy_check.csv,existing_15_result,3eccfe2149e32b0c74e7d23fa17588b8d241f05c82c72caad741b4334e415a71,3eccfe2149e32b0c74e7d23fa17588b8d241f05c82c72caad741b4334e415a71,927,927,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_fold_distribution_check.csv,existing_15_result,d3b6fe71d392e9b42b3629fd65c14c3e8466b82b0ad42f2ea1c8cdcc377468b4,d3b6fe71d392e9b42b3629fd65c14c3e8466b82b0ad42f2ea1c8cdcc377468b4,1271,1271,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_metric_summary.csv,existing_15_result,0614dd7684bbd6bebb0c91489b769017c374f28fdc0bd0dc90bdddddddf2459b,0614dd7684bbd6bebb0c91489b769017c374f28fdc0bd0dc90bdddddddf2459b,968,968,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_readiness_for_shap_segmentation.csv,existing_15_result,5650000f69f61b89d4a1f5704511e023a1410d0a9eb3153a781138e5323e7403,5650000f69f61b89d4a1f5704511e023a1410d0a9eb3153a781138e5323e7403,445,445,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_score_long.csv,existing_15_result,cd770fa2ea41ae069df1dc6bfd9722d5d13157ecc72c4d74d4dd3077116cab85,cd770fa2ea41ae069df1dc6bfd9722d5d13157ecc72c4d74d4dd3077116cab85,8258221,8258221,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_score_wide_promo0.csv,existing_15_result,09c6798f6c9108331c273ee84836e35364d8530110202dd4f083132bd642164d,09c6798f6c9108331c273ee84836e35364d8530110202dd4f083132bd642164d,1964936,1964936,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_score_wide_promo1.csv,existing_15_result,9c07d881c474c394dc5e6fb869478bd57861309c02c093127230853e021a6e88,9c07d881c474c394dc5e6fb869478bd57861309c02c093127230853e021a6e88,2089906,2089906,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_split_policy_check.csv,existing_15_result,d0d414395791304a9114ed73f9a4306f873d2c938022c755062866e40960a033,d0d414395791304a9114ed73f9a4306f873d2c938022c755062866e40960a033,1257,1257,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\README.md,existing_15_result,ee2098938279cade5a233816d7df2708ee3690922055c94308241718f323b54d,ee2098938279cade5a233816d7df2708ee3690922055c94308241718f323b54d,3778,3778,unchanged
