section,metric,value,count,rate,note
duplicate_detail,duplicated_MOVIE_NUM,1247,4,,conflict_columns=none; source_rows=1240|1241|1242|1243
duplicate_detail,duplicated_MOVIE_NUM,1304,2,,conflict_columns=none; source_rows=1299|1300
duplicate_detail,duplicated_MOVIE_NUM,1337,2,,conflict_columns=none; source_rows=1332|1333
duplicate_detail,duplicated_MOVIE_NUM,1344,2,,conflict_columns=none; source_rows=1340|1341
duplicate_detail,duplicated_MOVIE_NUM,1356,2,,conflict_columns=none; source_rows=1353|1354
duplicate_detail,duplicated_MOVIE_NUM,1359,2,,conflict_columns=none; source_rows=1357|1358
duplicate_detail,duplicated_MOVIE_NUM,1386,2,,conflict_columns=none; source_rows=1385|1386
duplicate_detail,duplicated_MOVIE_NUM,1387,2,,conflict_columns=none; source_rows=1387|1388
duplicate_detail,duplicated_MOVIE_NUM,1417,2,,conflict_columns=none; source_rows=1417|1418
duplicate_detail,duplicated_MOVIE_NUM,1428,2,,conflict_columns=none; source_rows=1429|1430
duplicate_detail,duplicated_MOVIE_NUM,1435,3,,conflict_columns=genre; source_rows=1436|1437|1438
duplicate_detail,duplicated_MOVIE_NUM,1455,2,,conflict_columns=none; source_rows=1458|1459
duplicate_detail,duplicated_MOVIE_NUM,1524,2,,conflict_columns=none; source_rows=1526|1527
duplicate_detail,duplicated_MOVIE_NUM,1574,3,,conflict_columns=none; source_rows=1574|1575|1576
duplicate_detail,duplicated_MOVIE_NUM,1586,2,,conflict_columns=none; source_rows=1588|1589
duplicate_detail,duplicated_MOVIE_NUM,1616,2,,conflict_columns=none; source_rows=1619|1620
duplicate_detail,duplicated_MOVIE_NUM,1750,2,,conflict_columns=none; source_rows=1748|1749
duplicate_detail,duplicated_MOVIE_NUM,1754,2,,conflict_columns=none; source_rows=1753|1754
duplicate_detail,duplicated_MOVIE_NUM,1832,2,,conflict_columns=none; source_rows=1830|1831
duplicate_detail,duplicated_MOVIE_NUM,1864,2,,conflict_columns=none; source_rows=1859|1860
duplicate_detail,duplicated_MOVIE_NUM,1892,2,,conflict_columns=none; source_rows=1888|1889
duplicate_detail,duplicated_MOVIE_NUM,1932,2,,conflict_columns=none; source_rows=1928|1929
duplicate_detail,duplicated_MOVIE_NUM,2007,2,,conflict_columns=none; source_rows=1998|1999
duplicate_detail,duplicated_MOVIE_NUM,2012,5,,conflict_columns=genre; source_rows=2004|2005|2006|2007|2008
duplicate_detail,duplicated_MOVIE_NUM,2045,4,,conflict_columns=none; source_rows=2040|2041|2042|2043
duplicate_detail,duplicated_MOVIE_NUM,2054,2,,conflict_columns=none; source_rows=2051|2052
duplicate_detail,duplicated_MOVIE_NUM,2056,3,,conflict_columns=none; source_rows=2054|2055|2056
duplicate_detail,duplicated_MOVIE_NUM,2064,2,,conflict_columns=none; source_rows=2062|2063
duplicate_detail,duplicated_MOVIE_NUM,2087,2,,conflict_columns=none; source_rows=2085|2086
duplicate_detail,duplicated_MOVIE_NUM,2123,2,,conflict_columns=none; source_rows=2122|2123
duplicate_detail,duplicated_MOVIE_NUM,2133,2,,conflict_columns=none; source_rows=2133|2134
duplicate_detail,duplicated_MOVIE_NUM,2135,2,,conflict_columns=none; source_rows=2136|2137
duplicate_detail,duplicated_MOVIE_NUM,2137,2,,conflict_columns=none; source_rows=2139|2140
duplicate_detail,duplicated_MOVIE_NUM,2170,2,,conflict_columns=none; source_rows=2171|2172
duplicate_detail,duplicated_MOVIE_NUM,2257,2,,conflict_columns=none; source_rows=2256|2257
duplicate_detail,duplicated_MOVIE_NUM,2365,2,,conflict_columns=none; source_rows=2362|2363
duplicate_detail,duplicated_MOVIE_NUM,2389,3,,conflict_columns=none; source_rows=2387|2388|2389
duplicate_detail,duplicated_MOVIE_NUM,2394,2,,conflict_columns=none; source_rows=2394|2395
duplicate_detail,duplicated_MOVIE_NUM,2405,3,,conflict_columns=none; source_rows=2405|2406|2407
duplicate_detail,duplicated_MOVIE_NUM,2422,2,,conflict_columns=none; source_rows=2424|2425
duplicate_detail,duplicated_MOVIE_NUM,2461,2,,conflict_columns=none; source_rows=2461|2462
duplicate_detail,duplicated_MOVIE_NUM,2462,2,,conflict_columns=none; source_rows=2463|2464
duplicate_detail,duplicated_MOVIE_NUM,2473,2,,conflict_columns=none; source_rows=2475|2476
duplicate_detail,duplicated_MOVIE_NUM,2482,2,,conflict_columns=none; source_rows=2484|2485
duplicate_detail,duplicated_MOVIE_NUM,2491,5,,conflict_columns=none; source_rows=2494|2495|2496|2497|2498
duplicate_detail,duplicated_MOVIE_NUM,2512,3,,conflict_columns=none; source_rows=2519|2520|2521
duplicate_detail,duplicated_MOVIE_NUM,2523,2,,conflict_columns=none; source_rows=2532|2533
duplicate_detail,duplicated_MOVIE_NUM,2611,2,,conflict_columns=none; source_rows=2614|2615
duplicate_detail,duplicated_MOVIE_NUM,2620,2,,conflict_columns=none; source_rows=2624|2625
duplicate_detail,duplicated_MOVIE_NUM,2736,3,,conflict_columns=none; source_rows=2738|2739|2740
duplicate_detail,duplicated_MOVIE_NUM,2742,2,,conflict_columns=none; source_rows=2746|2747
duplicate_detail,duplicated_MOVIE_NUM,2812,2,,conflict_columns=none; source_rows=2814|2815
duplicate_detail,duplicated_MOVIE_NUM,2840,3,,conflict_columns=none; source_rows=2843|2844|2845
duplicate_detail,duplicated_MOVIE_NUM,2861,2,,conflict_columns=none; source_rows=2866|2867
duplicate_detail,duplicated_MOVIE_NUM,2876,2,,conflict_columns=none; source_rows=2881|2882
duplicate_detail,duplicated_MOVIE_NUM,2911,2,,conflict_columns=none; source_rows=2913|2914
duplicate_detail,duplicated_MOVIE_NUM,2922,2,,conflict_columns=none; source_rows=2925|2926
duplicate_detail,duplicated_MOVIE_NUM,3027,2,,conflict_columns=none; source_rows=3027|3028
duplicate_detail,duplicated_MOVIE_NUM,3039,2,,conflict_columns=none; source_rows=3040|3041
duplicate_detail,duplicated_MOVIE_NUM,3073,3,,conflict_columns=none; source_rows=3075|3076|3077
duplicate_detail,duplicated_MOVIE_NUM,3098,2,,conflict_columns=none; source_rows=3101|3102
duplicate_detail,duplicated_MOVIE_NUM,3099,2,,conflict_columns=none; source_rows=3103|3104
duplicate_detail,duplicated_MOVIE_NUM,3202,2,,conflict_columns=none; source_rows=3204|3205
duplicate_detail,duplicated_MOVIE_NUM,3211,2,,conflict_columns=none; source_rows=3214|3215
duplicate_detail,duplicated_MOVIE_NUM,3391,2,,conflict_columns=none; source_rows=3390|3391
duplicate_detail,duplicated_MOVIE_NUM,3575,2,,conflict_columns=none; source_rows=3575|3576
duplicate_detail,duplicated_MOVIE_NUM,3667,2,,conflict_columns=none; source_rows=3665|3666
duplicate_detail,duplicated_MOVIE_NUM,3674,2,,conflict_columns=none; source_rows=3673|3674
duplicate_detail,duplicated_MOVIE_NUM,3720,3,,conflict_columns=none; source_rows=3717|3718|3719
duplicate_detail,duplicated_MOVIE_NUM,3802,2,,conflict_columns=none; source_rows=3800|3801
duplicate_detail,duplicated_MOVIE_NUM,3822,2,,conflict_columns=none; source_rows=3821|3822
duplicate_detail,duplicated_MOVIE_NUM,3919,2,,conflict_columns=none; source_rows=3915|3916
duplicate_detail,duplicated_MOVIE_NUM,3967,5,,conflict_columns=genre; source_rows=3961|3962|3963|3964|3965
duplicate_detail,duplicated_MOVIE_NUM,4017,2,,conflict_columns=none; source_rows=4014|4015
duplicate_detail,duplicated_MOVIE_NUM,4028,2,,conflict_columns=none; source_rows=4026|4027
duplicate_detail,duplicated_MOVIE_NUM,4090,2,,conflict_columns=none; source_rows=4084|4085
duplicate_detail,duplicated_MOVIE_NUM,4132,2,,conflict_columns=none; source_rows=4126|4127
duplicate_detail,duplicated_MOVIE_NUM,4178,5,,conflict_columns=none; source_rows=4173|4174|4175|4176|4177
duplicate_detail,duplicated_MOVIE_NUM,4196,2,,conflict_columns=none; source_rows=4195|4196
duplicate_detail,duplicated_MOVIE_NUM,4223,2,,conflict_columns=none; source_rows=4223|4224
duplicate_detail,duplicated_MOVIE_NUM,4318,2,,conflict_columns=none; source_rows=4317|4318
duplicate_detail,duplicated_MOVIE_NUM,4409,2,,conflict_columns=none; source_rows=4404|4405
duplicate_detail,duplicated_MOVIE_NUM,4439,2,,conflict_columns=none; source_rows=4433|4434
duplicate_detail,duplicated_MOVIE_NUM,4449,2,,conflict_columns=none; source_rows=4444|4445
duplicate_detail,duplicated_MOVIE_NUM,4504,2,,conflict_columns=none; source_rows=4498|4499
duplicate_detail,duplicated_MOVIE_NUM,4557,3,,conflict_columns=none; source_rows=4550|4551|4552
duplicate_detail,duplicated_MOVIE_NUM,4670,2,,conflict_columns=none; source_rows=4663|4664
duplicate_detail,duplicated_MOVIE_NUM,4682,2,,conflict_columns=none; source_rows=4675|4676
duplicate_detail,duplicated_MOVIE_NUM,4698,2,,conflict_columns=none; source_rows=4692|4693
duplicate_detail,duplicated_MOVIE_NUM,4715,2,,conflict_columns=none; source_rows=4708|4709
duplicate_detail,duplicated_MOVIE_NUM,4728,2,,conflict_columns=none; source_rows=4720|4721
duplicate_detail,duplicated_MOVIE_NUM,4836,2,,conflict_columns=none; source_rows=4822|4823
duplicate_detail,duplicated_MOVIE_NUM,4854,2,,conflict_columns=none; source_rows=4841|4842
duplicate_detail,duplicated_MOVIE_NUM,4874,2,,conflict_columns=none; source_rows=4861|4862
duplicate_detail,duplicated_MOVIE_NUM,4946,3,,conflict_columns=genre; source_rows=4931|4932|4933
duplicate_detail,duplicated_MOVIE_NUM,4982,3,,conflict_columns=none; source_rows=4967|4968|4969
duplicate_detail,duplicated_MOVIE_NUM,5020,2,,conflict_columns=none; source_rows=5005|5006
duplicate_detail,duplicated_MOVIE_NUM,5026,2,,conflict_columns=none; source_rows=5012|5013
duplicate_detail,duplicated_MOVIE_NUM,5036,2,,conflict_columns=none; source_rows=5023|5024
duplicate_detail,duplicated_MOVIE_NUM,5051,2,,conflict_columns=none; source_rows=5038|5039
duplicate_detail,duplicated_MOVIE_NUM,5076,2,,conflict_columns=none; source_rows=5061|5062
duplicate_detail,duplicated_MOVIE_NUM,5085,2,,conflict_columns=none; source_rows=5070|5071
duplicate_detail,duplicated_MOVIE_NUM,5104,2,,conflict_columns=none; source_rows=5090|5091
duplicate_detail,duplicated_MOVIE_NUM,5130,2,,conflict_columns=none; source_rows=5117|5118
duplicate_detail,duplicated_MOVIE_NUM,5168,4,,conflict_columns=none; source_rows=5153|5154|5155|5156
duplicate_detail,duplicated_MOVIE_NUM,5188,4,,conflict_columns=none; source_rows=5175|5176|5177|5178
duplicate_detail,duplicated_MOVIE_NUM,5240,2,,conflict_columns=none; source_rows=5230|5231
duplicate_detail,duplicated_MOVIE_NUM,5244,2,,conflict_columns=none; source_rows=5234|5235
duplicate_detail,duplicated_MOVIE_NUM,5269,2,,conflict_columns=none; source_rows=5259|5260
duplicate_detail,duplicated_MOVIE_NUM,5284,2,,conflict_columns=none; source_rows=5274|5275
duplicate_detail,duplicated_MOVIE_NUM,5287,2,,conflict_columns=none; source_rows=5278|5279
duplicate_detail,duplicated_MOVIE_NUM,5398,2,,conflict_columns=none; source_rows=5386|5387
duplicate_detail,duplicated_MOVIE_NUM,5470,3,,conflict_columns=none; source_rows=5457|5458|5459
duplicate_detail,duplicated_MOVIE_NUM,5483,2,,conflict_columns=none; source_rows=5470|5471
duplicate_detail,duplicated_MOVIE_NUM,5487,2,,conflict_columns=none; source_rows=5475|5476
duplicate_detail,duplicated_MOVIE_NUM,5499,3,,conflict_columns=none; source_rows=5488|5489|5490
duplicate_detail,duplicated_MOVIE_NUM,5509,2,,conflict_columns=none; source_rows=5499|5500
duplicate_detail,duplicated_MOVIE_NUM,5596,2,,conflict_columns=none; source_rows=5584|5585
duplicate_detail,duplicated_MOVIE_NUM,5707,2,,conflict_columns=none; source_rows=5692|5693
duplicate_detail,duplicated_MOVIE_NUM,5730,2,,conflict_columns=none; source_rows=5715|5716
duplicate_detail,duplicated_MOVIE_NUM,5760,2,,conflict_columns=none; source_rows=5744|5745
duplicate_detail,duplicated_MOVIE_NUM,5763,5,,conflict_columns=genre; source_rows=5748|5749|5750|5751|5752
duplicate_detail,duplicated_MOVIE_NUM,5786,2,,conflict_columns=none; source_rows=5775|5776
duplicate_detail,duplicated_MOVIE_NUM,5787,2,,conflict_columns=none; source_rows=5777|5778
duplicate_detail,duplicated_MOVIE_NUM,5811,4,,conflict_columns=none; source_rows=5801|5802|5803|5804
duplicate_detail,duplicated_MOVIE_NUM,5875,2,,conflict_columns=none; source_rows=5866|5867
duplicate_detail,duplicated_MOVIE_NUM,5914,2,,conflict_columns=none; source_rows=5905|5906
duplicate_detail,duplicated_MOVIE_NUM,5964,2,,conflict_columns=none; source_rows=5955|5956
duplicate_detail,duplicated_MOVIE_NUM,5971,2,,conflict_columns=none; source_rows=5963|5964
duplicate_detail,duplicated_MOVIE_NUM,6096,2,,conflict_columns=none; source_rows=6085|6086
duplicate_detail,duplicated_MOVIE_NUM,6185,3,,conflict_columns=none; source_rows=6169|6170|6171
duplicate_detail,duplicated_MOVIE_NUM,6216,2,,conflict_columns=none; source_rows=6201|6202
duplicate_detail,duplicated_MOVIE_NUM,6242,2,,conflict_columns=none; source_rows=6228|6229
duplicate_detail,duplicated_MOVIE_NUM,6275,2,,conflict_columns=none; source_rows=6261|6262
duplicate_detail,duplicated_MOVIE_NUM,6306,2,,conflict_columns=none; source_rows=6291|6292
duplicate_detail,duplicated_MOVIE_NUM,6323,2,,conflict_columns=none; source_rows=6309|6310
duplicate_detail,duplicated_MOVIE_NUM,6362,3,,conflict_columns=none; source_rows=6349|6350|6351
duplicate_detail,duplicated_MOVIE_NUM,6413,2,,conflict_columns=none; source_rows=6397|6398
duplicate_detail,duplicated_MOVIE_NUM,6436,2,,conflict_columns=none; source_rows=6420|6421
duplicate_detail,duplicated_MOVIE_NUM,6468,2,,conflict_columns=none; source_rows=6453|6454
duplicate_detail,duplicated_MOVIE_NUM,6475,2,,conflict_columns=genre; source_rows=6460|6461
duplicate_detail,duplicated_MOVIE_NUM,6477,2,,conflict_columns=none; source_rows=6463|6464
duplicate_detail,duplicated_MOVIE_NUM,6479,2,,conflict_columns=none; source_rows=6466|6467
duplicate_detail,duplicated_MOVIE_NUM,6481,3,,conflict_columns=none; source_rows=6469|6470|6471
duplicate_detail,duplicated_MOVIE_NUM,6519,2,,conflict_columns=none; source_rows=6508|6509
duplicate_detail,duplicated_MOVIE_NUM,6521,2,,conflict_columns=none; source_rows=6511|6512
duplicate_detail,duplicated_MOVIE_NUM,6533,2,,conflict_columns=none; source_rows=6524|6525
duplicate_detail,duplicated_MOVIE_NUM,6605,3,,conflict_columns=none; source_rows=6594|6595|6596
duplicate_detail,duplicated_MOVIE_NUM,6691,2,,conflict_columns=none; source_rows=6674|6675
duplicate_detail,duplicated_MOVIE_NUM,6704,2,,conflict_columns=none; source_rows=6687|6688
duplicate_detail,duplicated_MOVIE_NUM,6708,2,,conflict_columns=none; source_rows=6692|6693
duplicate_detail,duplicated_MOVIE_NUM,6715,2,,conflict_columns=none; source_rows=6699|6700
duplicate_detail,duplicated_MOVIE_NUM,6729,2,,conflict_columns=none; source_rows=6713|6714
duplicate_detail,duplicated_MOVIE_NUM,6765,2,,conflict_columns=none; source_rows=6749|6750
duplicate_detail,duplicated_MOVIE_NUM,6770,2,,conflict_columns=none; source_rows=6755|6756
duplicate_detail,duplicated_MOVIE_NUM,6880,2,,conflict_columns=none; source_rows=6862|6863
duplicate_detail,duplicated_MOVIE_NUM,7042,2,,conflict_columns=none; source_rows=7018|7019
duplicate_detail,duplicated_MOVIE_NUM,7070,2,,conflict_columns=none; source_rows=7046|7047
duplicate_detail,duplicated_MOVIE_NUM,7141,2,,conflict_columns=none; source_rows=7112|7113
duplicate_detail,duplicated_MOVIE_NUM,7252,2,,conflict_columns=none; source_rows=7221|7222
duplicate_detail,duplicated_MOVIE_NUM,7256,2,,conflict_columns=none; source_rows=7225|7226
duplicate_detail,duplicated_MOVIE_NUM,7321,2,,conflict_columns=none; source_rows=7290|7291
duplicate_detail,duplicated_MOVIE_NUM,7336,2,,conflict_columns=none; source_rows=7306|7307
duplicate_detail,duplicated_MOVIE_NUM,7376,2,,conflict_columns=none; source_rows=7344|7345
duplicate_detail,duplicated_MOVIE_NUM,7400,2,,conflict_columns=none; source_rows=7369|7370
duplicate_detail,duplicated_MOVIE_NUM,7419,2,,conflict_columns=none; source_rows=7389|7390
duplicate_detail,duplicated_MOVIE_NUM,7507,6,,conflict_columns=none; source_rows=7472|7473|7474|7475|7476|7477
duplicate_detail,duplicated_MOVIE_NUM,7603,2,,conflict_columns=none; source_rows=7572|7573
duplicate_detail,duplicated_MOVIE_NUM,7652,2,,conflict_columns=none; source_rows=7621|7622
duplicate_detail,duplicated_MOVIE_NUM,7674,3,,conflict_columns=none; source_rows=7644|7645|7646
duplicate_detail,duplicated_MOVIE_NUM,7679,2,,conflict_columns=none; source_rows=7651|7652
duplicate_detail,duplicated_MOVIE_NUM,7738,2,,conflict_columns=none; source_rows=7709|7710
duplicate_detail,duplicated_MOVIE_NUM,7874,3,,conflict_columns=none; source_rows=7839|7840|7841
duplicate_detail,duplicated_MOVIE_NUM,7931,4,,conflict_columns=none; source_rows=7898|7899|7900|7901
duplicate_detail,duplicated_MOVIE_NUM,7938,2,,conflict_columns=none; source_rows=7908|7909
duplicate_detail,duplicated_MOVIE_NUM,7941,2,,conflict_columns=none; source_rows=7912|7913
duplicate_detail,duplicated_MOVIE_NUM,7976,2,,conflict_columns=none; source_rows=7945|7946
duplicate_detail,duplicated_MOVIE_NUM,7979,2,,conflict_columns=none; source_rows=7949|7950
duplicate_detail,duplicated_MOVIE_NUM,7998,2,,conflict_columns=none; source_rows=7967|7968
duplicate_detail,duplicated_MOVIE_NUM,8004,2,,conflict_columns=none; source_rows=7974|7975
duplicate_detail,duplicated_MOVIE_NUM,8103,5,,conflict_columns=none; source_rows=8069|8070|8071|8072|8073
duplicate_detail,duplicated_MOVIE_NUM,8183,2,,conflict_columns=none; source_rows=8149|8150
duplicate_detail,duplicated_MOVIE_NUM,8187,2,,conflict_columns=none; source_rows=8154|8155
duplicate_detail,duplicated_MOVIE_NUM,8200,2,,conflict_columns=none; source_rows=8167|8168
duplicate_detail,duplicated_MOVIE_NUM,8209,2,,conflict_columns=none; source_rows=8177|8178
duplicate_detail,duplicated_MOVIE_NUM,8266,2,,conflict_columns=none; source_rows=8233|8234
duplicate_detail,duplicated_MOVIE_NUM,8284,2,,conflict_columns=none; source_rows=8252|8253
duplicate_detail,duplicated_MOVIE_NUM,8338,3,,conflict_columns=none; source_rows=8307|8308|8309
duplicate_detail,duplicated_MOVIE_NUM,8367,2,,conflict_columns=none; source_rows=8338|8339
duplicate_detail,duplicated_MOVIE_NUM,8410,4,,conflict_columns=none; source_rows=8378|8379|8380|8381
duplicate_detail,duplicated_MOVIE_NUM,8579,2,,conflict_columns=none; source_rows=8544|8545
duplicate_detail,duplicated_MOVIE_NUM,8583,2,,conflict_columns=none; source_rows=8549|8550
duplicate_detail,duplicated_MOVIE_NUM,8621,2,,conflict_columns=none; source_rows=8587|8588
duplicate_detail,duplicated_MOVIE_NUM,8642,2,,conflict_columns=none; source_rows=8609|8610
duplicate_detail,duplicated_MOVIE_NUM,8675,2,,conflict_columns=none; source_rows=8640|8641
duplicate_detail,duplicated_MOVIE_NUM,8749,2,,conflict_columns=none; source_rows=8712|8713
duplicate_detail,duplicated_MOVIE_NUM,8842,3,,conflict_columns=none; source_rows=8802|8803|8804
duplicate_detail,duplicated_MOVIE_NUM,8913,2,,conflict_columns=none; source_rows=8875|8876
duplicate_detail,duplicated_MOVIE_NUM,8939,2,,conflict_columns=none; source_rows=8902|8903
duplicate_detail,duplicated_MOVIE_NUM,8958,3,,conflict_columns=none; source_rows=8922|8923|8924
duplicate_detail,duplicated_MOVIE_NUM,8970,2,,conflict_columns=none; source_rows=8936|8937
duplicate_detail,duplicated_MOVIE_NUM,8971,2,,conflict_columns=none; source_rows=8938|8939
duplicate_detail,duplicated_MOVIE_NUM,9018,2,,conflict_columns=none; source_rows=8985|8986
duplicate_detail,duplicated_MOVIE_NUM,9095,2,,conflict_columns=none; source_rows=9059|9060
duplicate_detail,duplicated_MOVIE_NUM,9113,2,,conflict_columns=none; source_rows=9076|9077
duplicate_detail,duplicated_MOVIE_NUM,9188,2,,conflict_columns=none; source_rows=9150|9151
duplicate_detail,duplicated_MOVIE_NUM,9247,2,,conflict_columns=none; source_rows=9205|9206
duplicate_detail,duplicated_MOVIE_NUM,9276,3,,conflict_columns=none; source_rows=9234|9235|9236
duplicate_detail,duplicated_MOVIE_NUM,9277,3,,conflict_columns=none; source_rows=9237|9238|9239
duplicate_detail,duplicated_MOVIE_NUM,9341,2,,conflict_columns=none; source_rows=9301|9302
duplicate_detail,duplicated_MOVIE_NUM,9374,3,,conflict_columns=none; source_rows=9334|9335|9336
duplicate_detail,duplicated_MOVIE_NUM,9416,2,,conflict_columns=none; source_rows=9376|9377
duplicate_detail,duplicated_MOVIE_NUM,9447,2,,conflict_columns=none; source_rows=9408|9409
duplicate_detail,duplicated_MOVIE_NUM,9466,2,,conflict_columns=none; source_rows=9428|9429
duplicate_detail,duplicated_MOVIE_NUM,9473,2,,conflict_columns=none; source_rows=9436|9437
duplicate_detail,duplicated_MOVIE_NUM,9482,2,,conflict_columns=none; source_rows=9444|9445
duplicate_detail,duplicated_MOVIE_NUM,9524,2,,conflict_columns=none; source_rows=9485|9486
duplicate_detail,duplicated_MOVIE_NUM,9630,2,,conflict_columns=none; source_rows=9587|9588
duplicate_detail,duplicated_MOVIE_NUM,9664,5,,conflict_columns=genre; source_rows=9620|9621|9622|9623|9624
duplicate_detail,duplicated_MOVIE_NUM,9665,3,,conflict_columns=none; source_rows=9625|9626|9627
duplicate_detail,duplicated_MOVIE_NUM,9712,2,,conflict_columns=none; source_rows=9673|9674
duplicate_detail,duplicated_MOVIE_NUM,9713,2,,conflict_columns=none; source_rows=9675|9676
duplicate_detail,duplicated_MOVIE_NUM,9745,2,,conflict_columns=none; source_rows=9705|9706
duplicate_detail,duplicated_MOVIE_NUM,9829,2,,conflict_columns=none; source_rows=9783|9784
duplicate_detail,duplicated_MOVIE_NUM,9909,2,,conflict_columns=none; source_rows=9861|9862
duplicate_detail,duplicated_MOVIE_NUM,9944,2,,conflict_columns=none; source_rows=9897|9898
duplicate_detail,duplicated_MOVIE_NUM,9969,2,,conflict_columns=none; source_rows=9921|9922
duplicate_detail,duplicated_MOVIE_NUM,10213,2,,conflict_columns=none; source_rows=10153|10154
duplicate_detail,duplicated_MOVIE_NUM,10218,2,,conflict_columns=none; source_rows=10159|10160
duplicate_detail,duplicated_MOVIE_NUM,10259,2,,conflict_columns=none; source_rows=10201|10202
duplicate_detail,duplicated_MOVIE_NUM,10263,2,,conflict_columns=none; source_rows=10206|10207
duplicate_detail,duplicated_MOVIE_NUM,10281,2,,conflict_columns=none; source_rows=10224|10225
duplicate_detail,duplicated_MOVIE_NUM,10343,3,,conflict_columns=none; source_rows=10284|10285|10286
duplicate_detail,duplicated_MOVIE_NUM,10363,2,,conflict_columns=none; source_rows=10306|10307
duplicate_detail,duplicated_MOVIE_NUM,10422,2,,conflict_columns=none; source_rows=10365|10366
duplicate_detail,duplicated_MOVIE_NUM,10446,2,,conflict_columns=none; source_rows=10390|10391
duplicate_detail,duplicated_MOVIE_NUM,10468,3,,conflict_columns=none; source_rows=10412|10413|10414
duplicate_detail,duplicated_MOVIE_NUM,10506,2,,conflict_columns=none; source_rows=10452|10453
